"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"coordinate_id"	"provider"	"from"	"to"	"template"	"qmean"	"qmean_norm"	"url"	"mapid"	"id_mapping"	"chain"	"chain_new"	"id_mapping_chain"	"pident"	"mismatch"	"qstart2"	"qend2"	"sstart2"	"send2"	"Resolution"	"Coverage"	"pdb_length"	"locus"
"P15705"	""	589	"5a9b059e75daaa5aad4e9b2f"	"PDB"	262	515	"3uq3"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P15705.pdb?from=262&to=515&template=3uq3&provider=pdb"	"262_515_3uq3_5a9b059e75daaa5aad4e9b2f"	"P15705@3uq3"	"A"	"A"	"P15705@3uq3@A"	100	0	5	258	262	515	2.6	0.429541595925297	253	"YOR027W"
"P33203"	""	583	"5b20af9b02efd014b788535b"	"PDB"	1	75	"1o6w"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P33203.pdb?from=1&to=75&template=1o6w&provider=pdb"	"1_75_1o6w_5b20af9b02efd014b788535b"	"P33203@1o6w"	"A"	"A"	"P33203@1o6w@A"	100	0	1	75	1	75	NA	0.126929674099485	74	"YKL012W"
"P33203"	""	583	"5a9b157b75daaa3556d8baf0"	"PDB"	488	552	"2kfd"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P33203.pdb?from=488&to=552&template=2kfd&provider=pdb"	"488_552_2kfd_5a9b157b75daaa3556d8baf0"	"P33203@2kfd"	"A"	"A"	"P33203@2kfd@A"	100	0	1	65	488	552	NA	0.109777015437393	64	"YKL012W"
"Q05785"	""	613	"5af28d8302efd04a31dc5a7b"	"PDB"	1	156	"5on7"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q05785.pdb?from=1&to=156&template=5on7&provider=pdb"	"1_156_5on7_5af28d8302efd04a31dc5a7b"	"Q05785@5on7"	"A;B"	"A"	"Q05785@5on7@A"	100	0	1	147	1	147	3.35	0.238172920065253	146	"YLR206W"
"P41695"	""	1021	"5a9b08b075daaa054ca0add7"	"PDB"	289	359	"4bl0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P41695.pdb?from=289&to=359&template=4bl0&provider=pdb"	"289_359_4bl0_5a9b08b075daaa054ca0add7"	"P41695@4bl0"	"B;E"	"E"	"P41695@4bl0@E"	100	0	1	45	303	347	1.95	0.0430950048971596	44	"YGR188C"
"P41695"	""	1021	"5a9af9dc75daaa340fef73a1"	"PDB"	315	350	"2i3s"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P41695.pdb?from=315&to=350&template=2i3s&provider=pdb"	"315_350_2i3s_5a9af9dc75daaa340fef73a1"	"P41695@2i3s"	"B;D;F"	"B"	"P41695@2i3s@B"	100	0	1	36	315	350	1.9	0.0342801175318315	35	"YGR188C"
"P32569"	""	687	"5a9b162b75daaa409d7ffb35"	"PDB"	154	168	"3rj1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32569.pdb?from=154&to=168&template=3rj1&provider=pdb"	"154_168_3rj1_5a9b162b75daaa409d7ffb35"	"P32569@3rj1"	"B;I;P"	"B"	"P32569@3rj1@B"	100	0	293	310	669	686	4.3	0.024745269286754	17	"YER022W"
"P32569"	""	687	"5a9b162b75daaa409d7ffb35"	"PDB"	154	168	"3rj1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32569.pdb?from=154&to=168&template=3rj1&provider=pdb"	"154_168_3rj1_5a9b162b75daaa409d7ffb35"	"P32569@3rj1"	"B;I;P"	"I"	"P32569@3rj1@I"	100	0	293	310	669	686	4.3	0.024745269286754	17	"YER022W"
"P32569"	""	687	"5a9b162b75daaa409d7ffb35"	"PDB"	154	168	"3rj1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32569.pdb?from=154&to=168&template=3rj1&provider=pdb"	"154_168_3rj1_5a9b162b75daaa409d7ffb35"	"P32569@3rj1"	"B;I;P"	"P"	"P32569@3rj1@P"	100	0	293	310	669	686	4.3	0.024745269286754	17	"YER022W"
"Q12165"	""	160	"5a9b15c675daaa3ac5713648"	"PDB"	23	160	"2wpd"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12165.pdb?from=23&to=160&template=2wpd&provider=pdb"	"23_160_2wpd_5a9b15c675daaa3ac5713648"	"Q12165@2wpd"	"H"	"H"	"Q12165@2wpd@H"	100	0	1	132	29	160	3.432	0.81875	131	"YDL004W"
"Q12440"	""	853	"5a9b154b75daaa3556d8b459"	"PDB"	773	846	"1ldd"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12440.pdb?from=773&to=846&template=1ldd&provider=pdb"	"773_846_1ldd_5a9b154b75daaa3556d8b459"	"Q12440@1ldd"	"A;B;C;D"	"A"	"Q12440@1ldd@A"	100	0	1	74	773	846	2	0.0855803048065651	73	"YLR127C"
"Q12440"	""	853	"5a9b154b75daaa3556d8b459"	"PDB"	773	846	"1ldd"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12440.pdb?from=773&to=846&template=1ldd&provider=pdb"	"773_846_1ldd_5a9b154b75daaa3556d8b459"	"Q12440@1ldd"	"A;B;C;D"	"B"	"Q12440@1ldd@B"	100	0	1	74	773	846	2	0.0855803048065651	73	"YLR127C"
"Q12440"	""	853	"5a9b154b75daaa3556d8b459"	"PDB"	773	846	"1ldd"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12440.pdb?from=773&to=846&template=1ldd&provider=pdb"	"773_846_1ldd_5a9b154b75daaa3556d8b459"	"Q12440@1ldd"	"A;B;C;D"	"C"	"Q12440@1ldd@C"	100	0	1	74	773	846	2	0.0855803048065651	73	"YLR127C"
"Q12440"	""	853	"5a9b154b75daaa3556d8b459"	"PDB"	773	846	"1ldd"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12440.pdb?from=773&to=846&template=1ldd&provider=pdb"	"773_846_1ldd_5a9b154b75daaa3556d8b459"	"Q12440@1ldd"	"A;B;C;D"	"D"	"Q12440@1ldd@D"	100	0	1	74	773	846	2	0.0855803048065651	73	"YLR127C"
"P53141"	""	149	"5a9b09c575daaa1521d97302"	"PDB"	2	149	"1m46"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P53141.pdb?from=2&to=149&template=1m46&provider=pdb"	"2_149_1m46_5a9b09c575daaa1521d97302"	"P53141@1m46"	"A"	"A"	"P53141@1m46@A"	100	0	1	148	2	149	2.103	0.986577181208054	147	"YGL106W"
"P07143"	""	309	"5a9b098f75daaa0f820f9cc6"	"PDB"	62	309	"3cx5"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P07143.pdb?from=62&to=309&template=3cx5&provider=pdb"	"62_309_3cx5_5a9b098f75daaa0f820f9cc6"	"P07143@3cx5"	"D;O"	"D"	"P07143@3cx5@D"	100	0	1	248	62	309	1.9	0.799352750809062	247	"YOR065W"
"P07143"	""	309	"5a9b098f75daaa0f820f9cc6"	"PDB"	62	309	"3cx5"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P07143.pdb?from=62&to=309&template=3cx5&provider=pdb"	"62_309_3cx5_5a9b098f75daaa0f820f9cc6"	"P07143@3cx5"	"D;O"	"O"	"P07143@3cx5@O"	100	0	1	248	62	309	1.9	0.799352750809062	247	"YOR065W"
"P38636"	""	73	"5a9b0d7575daaa47c27299be"	"PDB"	1	73	"1cc8"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38636.pdb?from=1&to=73&template=1cc8&provider=pdb"	"1_73_1cc8_5a9b0d7575daaa47c27299be"	"P38636@1cc8"	"A"	"A"	"P38636@1cc8@A"	100	0	1	72	2	73	1.02	0.972602739726027	71	"YNL259C"
"P33309"	""	386	"5a9b2b4e75daaa6a98bae706"	"PDB"	1	386	"3izq"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P33309.pdb?from=1&to=386&template=3izq&provider=pdb"	"1_386_3izq_5a9b2b4e75daaa6a98bae706"	"P33309@3izq"	"0"	"0"	"P33309@3izq@0"	100	0	1	386	1	386	9.5	0.99740932642487	385	"YNL001W"
"Q00055"	""	391	"5b20affa02efd015cdad785b"	"PDB"	1	391	"4fgw"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q00055.pdb?from=1&to=391&template=4fgw&provider=pdb"	"1_391_4fgw_5b20affa02efd015cdad785b"	"Q00055@4fgw"	"A;B"	"A"	"Q00055@4fgw@A"	100	0	1	353	33	385	2.45	0.900255754475703	352	"YDL022W"
"Q00055"	""	391	"5b20affa02efd015cdad785b"	"PDB"	1	391	"4fgw"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q00055.pdb?from=1&to=391&template=4fgw&provider=pdb"	"1_391_4fgw_5b20affa02efd015cdad785b"	"Q00055@4fgw"	"A;B"	"B"	"Q00055@4fgw@B"	100	0	1	353	33	385	2.45	0.900255754475703	352	"YDL022W"
"P31384"	""	837	"5a9b13d175daaa1e9b1a2e8a"	"PDB"	111	837	"4b8c"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P31384.pdb?from=111&to=837&template=4b8c&provider=pdb"	"111_837_4b8c_5a9b13d175daaa1e9b1a2e8a"	"P31384@4b8c"	"D;J;K;L"	"J"	"P31384@4b8c@J"	100	0	74	210	332	468	3.41	0.162485065710872	136	"YAL021C"
"P31384"	""	837	"5a9b13d175daaa1e9b1a2e8a"	"PDB"	111	837	"4b8c"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P31384.pdb?from=111&to=837&template=4b8c&provider=pdb"	"111_837_4b8c_5a9b13d175daaa1e9b1a2e8a"	"P31384@4b8c"	"D;J;K;L"	"L"	"P31384@4b8c@L"	100	0	74	210	332	468	3.41	0.162485065710872	136	"YAL021C"
"P69771"	""	204	"5b20b36d02efd02016e6d321"	"PDB"	176	204	"3ggz"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P69771.pdb?from=176&to=204&template=3ggz&provider=pdb"	"176_204_3ggz_5b20b36d02efd02016e6d321"	"P69771@3ggz"	"E;F;G;H"	"H"	"P69771@3ggz@H"	100	0	1	18	187	204	3.8	0.0833333333333333	17	"YKR035W-A"
"P00330"	""	348	"5b20b30a02efd01e70daac2e"	"PDB"	2	348	"4w6z"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00330.pdb?from=2&to=348&template=4w6z&provider=pdb"	"2_348_4w6z_5b20b30a02efd01e70daac2e"	"P00330@4w6z"	"A;B;C;D"	"A"	"P00330@4w6z@A"	100	0	1	347	2	348	2.4	0.994252873563218	346	"YOL086C"
"P00330"	""	348	"5b20b30a02efd01e70daac2e"	"PDB"	2	348	"4w6z"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00330.pdb?from=2&to=348&template=4w6z&provider=pdb"	"2_348_4w6z_5b20b30a02efd01e70daac2e"	"P00330@4w6z"	"A;B;C;D"	"B"	"P00330@4w6z@B"	100	0	1	347	2	348	2.4	0.994252873563218	346	"YOL086C"
"P00330"	""	348	"5b20b30a02efd01e70daac2e"	"PDB"	2	348	"4w6z"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00330.pdb?from=2&to=348&template=4w6z&provider=pdb"	"2_348_4w6z_5b20b30a02efd01e70daac2e"	"P00330@4w6z"	"A;B;C;D"	"C"	"P00330@4w6z@C"	100	0	1	347	2	348	2.4	0.994252873563218	346	"YOL086C"
"P00330"	""	348	"5b20b30a02efd01e70daac2e"	"PDB"	2	348	"4w6z"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00330.pdb?from=2&to=348&template=4w6z&provider=pdb"	"2_348_4w6z_5b20b30a02efd01e70daac2e"	"P00330@4w6z"	"A;B;C;D"	"D"	"P00330@4w6z@D"	100	0	1	347	2	348	2.4	0.994252873563218	346	"YOL086C"
"P43621"	""	546	"5ae978e875daaa79715fd1a0"	"PDB"	282	546	"5fk0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P43621.pdb?from=282&to=546&template=5fk0&provider=pdb"	"282_546_5fk0_5ae978e875daaa79715fd1a0"	"P43621@5fk0"	"A;B;C;D;E;F;G;H"	"A"	"P43621@5fk0@A"	100	0	1	263	284	546	3	0.47985347985348	262	"YFR051C"
"P43621"	""	546	"5ae978e875daaa79715fd1a0"	"PDB"	282	546	"5fk0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P43621.pdb?from=282&to=546&template=5fk0&provider=pdb"	"282_546_5fk0_5ae978e875daaa79715fd1a0"	"P43621@5fk0"	"A;B;C;D;E;F;G;H"	"B"	"P43621@5fk0@B"	100	0	1	263	284	546	3	0.47985347985348	262	"YFR051C"
"P43621"	""	546	"5ae978e875daaa79715fd1a0"	"PDB"	282	546	"5fk0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P43621.pdb?from=282&to=546&template=5fk0&provider=pdb"	"282_546_5fk0_5ae978e875daaa79715fd1a0"	"P43621@5fk0"	"A;B;C;D;E;F;G;H"	"C"	"P43621@5fk0@C"	100	0	1	263	284	546	3	0.47985347985348	262	"YFR051C"
"P43621"	""	546	"5ae978e875daaa79715fd1a0"	"PDB"	282	546	"5fk0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P43621.pdb?from=282&to=546&template=5fk0&provider=pdb"	"282_546_5fk0_5ae978e875daaa79715fd1a0"	"P43621@5fk0"	"A;B;C;D;E;F;G;H"	"D"	"P43621@5fk0@D"	100	0	1	263	284	546	3	0.47985347985348	262	"YFR051C"
"P43621"	""	546	"5ae978e875daaa79715fd1a0"	"PDB"	282	546	"5fk0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P43621.pdb?from=282&to=546&template=5fk0&provider=pdb"	"282_546_5fk0_5ae978e875daaa79715fd1a0"	"P43621@5fk0"	"A;B;C;D;E;F;G;H"	"E"	"P43621@5fk0@E"	100	0	1	263	284	546	3	0.47985347985348	262	"YFR051C"
"P43621"	""	546	"5ae978e875daaa79715fd1a0"	"PDB"	282	546	"5fk0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P43621.pdb?from=282&to=546&template=5fk0&provider=pdb"	"282_546_5fk0_5ae978e875daaa79715fd1a0"	"P43621@5fk0"	"A;B;C;D;E;F;G;H"	"F"	"P43621@5fk0@F"	100	0	1	263	284	546	3	0.47985347985348	262	"YFR051C"
"P43621"	""	546	"5ae978e875daaa79715fd1a0"	"PDB"	282	546	"5fk0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P43621.pdb?from=282&to=546&template=5fk0&provider=pdb"	"282_546_5fk0_5ae978e875daaa79715fd1a0"	"P43621@5fk0"	"A;B;C;D;E;F;G;H"	"G"	"P43621@5fk0@G"	100	0	1	263	284	546	3	0.47985347985348	262	"YFR051C"
"P43621"	""	546	"5ae978e875daaa79715fd1a0"	"PDB"	282	546	"5fk0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P43621.pdb?from=282&to=546&template=5fk0&provider=pdb"	"282_546_5fk0_5ae978e875daaa79715fd1a0"	"P43621@5fk0"	"A;B;C;D;E;F;G;H"	"H"	"P43621@5fk0@H"	100	0	1	263	284	546	3	0.47985347985348	262	"YFR051C"
"P53090"	""	500	"5a9b082275daaa7f43bad720"	"PDB"	1	500	"4je5"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P53090.pdb?from=1&to=500&template=4je5&provider=pdb"	"1_500_4je5_5a9b082275daaa7f43bad720"	"P53090@4je5"	"A;B;C;D"	"B"	"P53090@4je5@B"	100	0	1	497	2	498	1.909	0.992	496	"YGL202W"
"Q04781"	""	1562	"5ae978e875daaa79715fd1a6"	"PDB"	13	424	"5fg0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q04781.pdb?from=13&to=424&template=5fg0&provider=pdb"	"13_424_5fg0_5ae978e875daaa79715fd1a6"	"Q04781@5fg0"	"A;B"	"A"	"Q04781@5fg0@A"	100	0	1	407	14	420	2.41	0.259923175416133	406	"YMR247C"
"Q04781"	""	1562	"5ae978e875daaa79715fd1a6"	"PDB"	13	424	"5fg0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q04781.pdb?from=13&to=424&template=5fg0&provider=pdb"	"13_424_5fg0_5ae978e875daaa79715fd1a6"	"Q04781@5fg0"	"A;B"	"B"	"Q04781@5fg0@B"	100	0	1	407	14	420	2.41	0.259923175416133	406	"YMR247C"
"P38247"	""	162	"5b20b18502efd019cc942116"	"PDB"	1	162	"4ftx"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38247.pdb?from=1&to=162&template=4ftx&provider=pdb"	"1_162_4ftx_5b20b18502efd019cc942116"	"P38247@4ftx"	"A;B"	"A"	"P38247@4ftx@A"	100	0	1	158	5	162	2.1	0.969135802469136	157	"YBR077C"
"P38995"	""	1004	"5a9b2b1c75daaa63ee118de6"	"PDB"	2	72	"1fvq"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38995.pdb?from=2&to=72&template=1fvq&provider=pdb"	"2_72_1fvq_5a9b2b1c75daaa63ee118de6"	"P38995@1fvq"	"A"	"A"	"P38995@1fvq@A"	100	0	2	72	2	72	NA	0.0697211155378486	70	"YDR270W"
"P38995"	""	1004	"5a9b28c975daaa45e323d5e7"	"PDB"	2	72	"2ggp"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38995.pdb?from=2&to=72&template=2ggp&provider=pdb"	"2_72_2ggp_5a9b28c975daaa45e323d5e7"	"P38995@2ggp"	"B"	"B"	"P38995@2ggp@B"	100	0	2	72	2	72	NA	0.0697211155378486	70	"YDR270W"
"P38995"	""	1004	"5a9afae775daaa432978b5fa"	"PDB"	2	72	"1fvs"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38995.pdb?from=2&to=72&template=1fvs&provider=pdb"	"2_72_1fvs_5a9afae775daaa432978b5fa"	"P38995@1fvs"	"A"	"A"	"P38995@1fvs@A"	100	0	2	72	2	72	NA	0.0697211155378486	70	"YDR270W"
"O74700"	""	87	"5a9af97275daaa2ef40eb899"	"PDB"	1	87	"3dxr"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/O74700.pdb?from=1&to=87&template=3dxr&provider=pdb"	"1_87_3dxr_5a9af97275daaa2ef40eb899"	"O74700@3dxr"	"A"	"A"	"O74700@3dxr@A"	100	0	1	69	12	80	2.5	0.781609195402299	68	"YEL020W-A"
"P30902"	""	174	"5af28d4202efd048cd67d2b2"	"PDB"	2	174	"6cp6"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P30902.pdb?from=2&to=174&template=6cp6&provider=pdb"	"2_174_6cp6_5af28d4202efd048cd67d2b2"	"P30902@6cp6"	"7"	"7"	"P30902@6cp6@7"	100	0	1	171	4	174	3.6	0.977011494252874	170	"YKL016C"
"P40037"	""	129	"5a9b119a75daaa022938e67b"	"PDB"	1	129	"1jd1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40037.pdb?from=1&to=129&template=1jd1&provider=pdb"	"1_129_1jd1_5a9b119a75daaa022938e67b"	"P40037@1jd1"	"A;B;C;D;E;F"	"A"	"P40037@1jd1@A"	100	0	1	126	3	128	1.7	0.968992248062015	125	"YER057C"
"P40037"	""	129	"5a9b119a75daaa022938e67b"	"PDB"	1	129	"1jd1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40037.pdb?from=1&to=129&template=1jd1&provider=pdb"	"1_129_1jd1_5a9b119a75daaa022938e67b"	"P40037@1jd1"	"A;B;C;D;E;F"	"C"	"P40037@1jd1@C"	100	0	1	126	3	128	1.7	0.968992248062015	125	"YER057C"
"P32380"	""	944	"5a9b0c1575daaa36fdfa77c6"	"PDB"	891	944	"4ds7"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P32380.pdb?from=891&to=944&template=4ds7&provider=pdb"	"891_944_4ds7_5a9b0c1575daaa36fdfa77c6"	"P32380@4ds7"	"E;F;G;H"	"F"	"P32380@4ds7@F"	100	0	1	39	898	936	2.15	0.0402542372881356	38	"YDR356W"
"Q12349"	""	124	"5af28d4202efd048cd67d2b2"	"PDB"	33	124	"6cp6"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q12349.pdb?from=33&to=124&template=6cp6&provider=pdb"	"33_124_6cp6_5af28d4202efd048cd67d2b2"	"Q12349@6cp6"	"6"	"6"	"Q12349@6cp6@6"	100	0	1	89	36	124	3.6	0.709677419354839	88	"YLR295C"
"P20436"	""	146	"5af28f8202efd056f0bf5404"	"PDB"	1	146	"6eu1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P20436.pdb?from=1&to=146&template=6eu1&provider=pdb"	"1_146_6eu1_5af28f8202efd056f0bf5404"	"P20436@6eu1"	"H"	"H"	"P20436@6eu1@H"	100	0	1	146	1	146	3.4	0.993150684931507	145	"YOR224C"
"P40029"	""	184	"5a9b225775daaa69b9cc2788"	"PDB"	2	184	"3pil"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P40029.pdb?from=2&to=184&template=3pil&provider=pdb"	"2_184_3pil_5a9b225775daaa69b9cc2788"	"P40029@3pil"	"A;B"	"A"	"P40029@3pil@A"	100	0	2	183	2	183	2.04	0.983695652173913	181	"YER042W"
"P07342"	""	687	"5a9afa7875daaa3e674795fa"	"PDB"	58	687	"5ims"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P07342.pdb?from=58&to=687&template=5ims&provider=pdb"	"58_687_5ims_5a9afa7875daaa3e674795fa"	"P07342@5ims"	"A;B"	"B"	"P07342@5ims@B"	100	0	1	567	83	649	1.984	0.823871906841339	566	"YMR108W"
"P38999"	""	446	"5a9b2b3a75daaa6a98bae493"	"PDB"	1	446	"2axq"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P38999.pdb?from=1&to=446&template=2axq&provider=pdb"	"1_446_2axq_5a9b2b3a75daaa6a98bae493"	"P38999@2axq"	"A"	"A"	"P38999@2axq@A"	100	0	1	445	2	446	1.7	0.995515695067265	444	"YNR050C"
"P00856"	""	48	"5b17a35602efd071013e16b4"	"PDB"	1	48	"6b8h"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00856.pdb?from=1&to=48&template=6b8h&provider=pdb"	"1_48_6b8h_5b17a35602efd071013e16b4"	"P00856@6b8h"	"A;V"	"A"	"P00856@6b8h@A"	100	0	1	48	1	48	3.6	0.979166666666667	47	"Q0080"
"P00856"	""	48	"5b17a35602efd071013e16b4"	"PDB"	1	48	"6b8h"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00856.pdb?from=1&to=48&template=6b8h&provider=pdb"	"1_48_6b8h_5b17a35602efd071013e16b4"	"P00856@6b8h"	"A;V"	"V"	"P00856@6b8h@V"	100	0	1	48	1	48	3.6	0.979166666666667	47	"Q0080"
"P00856"	""	48	"5b20b2fc02efd01e70daa906"	"PDB"	1	48	"6b2z"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00856.pdb?from=1&to=48&template=6b2z&provider=pdb"	"1_48_6b2z_5b20b2fc02efd01e70daa906"	"P00856@6b2z"	"A;L"	"A"	"P00856@6b2z@A"	100	0	1	48	1	48	3.6	0.979166666666667	47	"Q0080"
"P00856"	""	48	"5b20b2fc02efd01e70daa906"	"PDB"	1	48	"6b2z"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P00856.pdb?from=1&to=48&template=6b2z&provider=pdb"	"1_48_6b2z_5b20b2fc02efd01e70daa906"	"P00856@6b2z"	"A;L"	"L"	"P00856@6b2z@L"	100	0	1	48	1	48	3.6	0.979166666666667	47	"Q0080"
"P47822"	""	140	"5b0e3eb802efd0f8b8bef57a"	"PDB"	1	140	"5oqm"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P47822.pdb?from=1&to=140&template=5oqm&provider=pdb"	"1_140_5oqm_5b0e3eb802efd0f8b8bef57a"	"P47822@5oqm"	"n"	"n"	"P47822@5oqm@n"	100	0	1	136	3	138	5.8	0.964285714285714	135	"YDR308C"
"Q06205"	""	392	"5a9b0d6175daaa47c27296ea"	"PDB"	280	392	"4bf8"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/Q06205.pdb?from=280&to=392&template=4bf8&provider=pdb"	"280_392_4bf8_5a9b0d6175daaa47c27296ea"	"Q06205@4bf8"	"A"	"A"	"Q06205@4bf8@A"	100	0	5	117	280	392	NA	0.285714285714286	112	"YLR449W"
"O60200"	""	86	"5b20b05c02efd01696ad736b"	"PDB"	1	81	"4ytw"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/O60200.pdb?from=1&to=81&template=4ytw&provider=pdb"	"1_81_4ytw_5b20b05c02efd01696ad736b"	"O60200@4ytw"	"A;C"	"A"	"O60200@4ytw@A"	100	0	1	75	3	77	1.4	0.86046511627907	74	"YKL053C-A"
"P47068"	""	1157	"5a9af85375daaa20e6f356c5"	"PDB"	1	68	"1tg0"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P47068.pdb?from=1&to=68&template=1tg0&provider=pdb"	"1_68_1tg0_5a9af85375daaa20e6f356c5"	"P47068@1tg0"	"A"	"A"	"P47068@1tg0@A"	100	0	1	66	3	68	0.97	0.0561797752808989	65	"YJL020C"
"P42943"	""	550	"5a9b06b875daaa6a748b61f7"	"PDB"	1	550	"4v94-G-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P42943.pdb?from=1&to=550&template=4v94&provider=pdb"	"1_550_4v94_5a9b06b875daaa6a748b61f7"	"P42943@4v94"	"G;O;g;o"	"G"	"P42943@4v94@G"	100	0	1	526	2	527	3.8	0.954545454545455	525	"YJL111W"
"P42943"	""	550	"5a9b06b875daaa6a748b61f7"	"PDB"	1	550	"4v94-O-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P42943.pdb?from=1&to=550&template=4v94&provider=pdb"	"1_550_4v94_5a9b06b875daaa6a748b61f7"	"P42943@4v94"	"G;O;g;o"	"O"	"P42943@4v94@O"	100	0	1	526	2	527	3.8	0.954545454545455	525	"YJL111W"
"P42943"	""	550	"5a9b06b875daaa6a748b61f7"	"PDB"	1	550	"4v94-g-bundle1"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P42943.pdb?from=1&to=550&template=4v94&provider=pdb"	"1_550_4v94_5a9b06b875daaa6a748b61f7"	"P42943@4v94"	"G;O;g;o"	"g"	"P42943@4v94@g"	100	0	1	526	2	527	3.8	0.954545454545455	525	"YJL111W"
"P42943"	""	550	"5a9b06b875daaa6a748b61f7"	"PDB"	1	550	"4v94-o-bundle2"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P42943.pdb?from=1&to=550&template=4v94&provider=pdb"	"1_550_4v94_5a9b06b875daaa6a748b61f7"	"P42943@4v94"	"G;O;g;o"	"o"	"P42943@4v94@o"	100	0	1	526	2	527	3.8	0.954545454545455	525	"YJL111W"
"P15891"	""	592	"5b20b3b302efd020e0c0e814"	"PDB"	1	141	"1hqz"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P15891.pdb?from=1&to=141&template=1hqz&provider=pdb"	"1_141_1hqz_5b20b3b302efd020e0c0e814"	"P15891@1hqz"	"1;2;3;4;5;6;7;8;9"	"1"	"P15891@1hqz@1"	100	0	1	139	3	141	2.1	0.233108108108108	138	"YCR088W"
"P15891"	""	592	"5b20b3b302efd020e0c0e814"	"PDB"	1	141	"1hqz"	NA	NA	"https://swissmodel.expasy.org/repository/uniprot/P15891.pdb?from=1&to=141&template=1hqz&provider=pdb"	"1_141_1hqz_5b20b3b302efd020e0c0e814"	"P15891@1hqz"	"1;2;3;4;5;6;7;8;9"	"2"	"P15891@1hqz@2"	100	0	1	139	3	141	2.1	0.233108108108108	138	"YCR088W"
