"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"uniprot_seq_md5"	"coordinate_id"	"provider"	"from"	"to"	"template"	"qmean"	"qmean_norm"	"seqid"	"url"	"mapid"	"Seq_similarity"	"Seq_identity"	"pdb_id2"	"Resolution"
"P40073"	""	367	"e6c7ee77b6f9e541af8a82d746f4bbde"	"5cd47c4108cc8fcc775a98f9"	"SWISSMODEL"	34	145	"5i20.1.A"	-3.7881208731	0.5962593462	7.6190476418	"https://swissmodel.expasy.org/repository/uniprot/P40073.pdb?provider=swissmodel&from=34&to=145&template=5i20.1.A&provider=swissmodel"	"34_145_5i20.1.A_5cd47c4108cc8fcc775a98f9"	"    0.26"	"    7.62"	"5i20"	NA
"P40073"	""	367	"e6c7ee77b6f9e541af8a82d746f4bbde"	"5cd47c4108cc8fcc775a98f5"	"SWISSMODEL"	299	364	"2vkn.1.A"	-0.2134286632	0.7867841368	100	"https://swissmodel.expasy.org/repository/uniprot/P40073.pdb?provider=swissmodel&from=299&to=364&template=2vkn.1.A&provider=swissmodel"	"299_364_2vkn.1.A_5cd47c4108cc8fcc775a98f5"	"    0.62"	"    100.00"	"2vkn"	NA
"P24868"	""	471	"4af15f5505548bcb07f4b015d62add62"	"5cd602d28fd6f9c7d20e102d"	"SWISSMODEL"	206	453	"5lqf.1.B"	-2.5901423755	0.6687546622	37.9032249451	"https://swissmodel.expasy.org/repository/uniprot/P24868.pdb?provider=swissmodel&from=206&to=453&template=5lqf.1.B&provider=swissmodel"	"206_453_5lqf.1.B_5cd602d28fd6f9c7d20e102d"	"    0.38"	"    37.90"	"5lqf"	NA
"P53617"	""	575	"d7e414dc349acf9b3f166dea4e7bcafc"	"5cd731163b85d165af6220dc"	"SWISSMODEL"	7	134	"3q0w.1.A"	-3.8723334127	0.5791713832	10.3999996185	"https://swissmodel.expasy.org/repository/uniprot/P53617.pdb?provider=swissmodel&from=7&to=134&template=3q0w.1.A&provider=swissmodel"	"7_134_3q0w.1.A_5cd731163b85d165af6220dc"	"    0.25"	"    10.40"	"3q0w"	NA
"P53617"	""	575	"d7e414dc349acf9b3f166dea4e7bcafc"	"5cd731163b85d165af6220cc"	"SWISSMODEL"	290	468	"5o1t.1.A"	-1.8715512461	0.7031976088	100	"https://swissmodel.expasy.org/repository/uniprot/P53617.pdb?provider=swissmodel&from=290&to=468&template=5o1t.1.A&provider=swissmodel"	"290_468_5o1t.1.A_5cd731163b85d165af6220cc"	"    0.63"	"    100.00"	"5o1t"	NA
"P53617"	""	575	"d7e414dc349acf9b3f166dea4e7bcafc"	"5cd731163b85d165af6220d8"	"SWISSMODEL"	7	150	"4q96.1.A"	-1.739945068	0.6947431847	14.0625	"https://swissmodel.expasy.org/repository/uniprot/P53617.pdb?provider=swissmodel&from=7&to=150&template=4q96.1.A&provider=swissmodel"	"7_150_4q96.1.A_5cd731163b85d165af6220d8"	"    0.29"	"    14.06"	"4q96"	NA
"P53617"	""	575	"d7e414dc349acf9b3f166dea4e7bcafc"	"5cd731163b85d165af6220d0"	"SWISSMODEL"	307	491	"2m88.1.A"	-4.7837188945	0.5794100982	100	"https://swissmodel.expasy.org/repository/uniprot/P53617.pdb?provider=swissmodel&from=307&to=491&template=2m88.1.A&provider=swissmodel"	"307_491_2m88.1.A_5cd731163b85d165af6220d0"	"    0.62"	"    100.00"	"2m88"	NA
"P53617"	""	575	"d7e414dc349acf9b3f166dea4e7bcafc"	"5cd731163b85d165af6220d4"	"SWISSMODEL"	1	153	"2lo6.1.A"	-3.1791514676	0.619814273	100	"https://swissmodel.expasy.org/repository/uniprot/P53617.pdb?provider=swissmodel&from=1&to=153&template=2lo6.1.A&provider=swissmodel"	"1_153_2lo6.1.A_5cd731163b85d165af6220d4"	"    0.60"	"    100.00"	"2lo6"	NA
"P19454"	""	339	"c022a4cee1a85400226316bb820a1e1c"	"5cd49162d60c598c909923b9"	"SWISSMODEL"	29	334	"3kq7.1.A"	-4.3671535453	0.6128892559	33.4519577026	"https://swissmodel.expasy.org/repository/uniprot/P19454.pdb?provider=swissmodel&from=29&to=334&template=3kq7.1.A&provider=swissmodel"	"29_334_3kq7.1.A_5cd49162d60c598c909923b9"	"    0.38"	"    33.45"	"3kq7"	NA
"P19454"	""	339	"c022a4cee1a85400226316bb820a1e1c"	"5cd49162d60c598c909923b5"	"SWISSMODEL"	11	336	"2zjw.1.A"	-2.9050813586	0.6707316378	59.6923065186	"https://swissmodel.expasy.org/repository/uniprot/P19454.pdb?provider=swissmodel&from=11&to=336&template=2zjw.1.A&provider=swissmodel"	"11_336_2zjw.1.A_5cd49162d60c598c909923b5"	"    0.48"	"    59.69"	"2zjw"	NA
"P22216"	""	821	"e17519298267b7bbb97784b8bef2f0db"	"5cd8f8be9ffd125d3e8b8869"	"SWISSMODEL"	191	494	"4pdp.1.A"	-1.6371318563	0.7173391815	99.4134902954	"https://swissmodel.expasy.org/repository/uniprot/P22216.pdb?provider=swissmodel&from=191&to=494&template=4pdp.1.A&provider=swissmodel"	"191_494_4pdp.1.A_5cd8f8be9ffd125d3e8b8869"	"    0.60"	"    99.41"	"4pdp"	NA
"P22216"	""	821	"e17519298267b7bbb97784b8bef2f0db"	"5cd8f8be9ffd125d3e8b8865"	"SWISSMODEL"	16	465	"5xzv.1.A"	-3.1009030548	0.6686576839	100	"https://swissmodel.expasy.org/repository/uniprot/P22216.pdb?provider=swissmodel&from=16&to=465&template=5xzv.1.A&provider=swissmodel"	"16_465_5xzv.1.A_5cd8f8be9ffd125d3e8b8865"	"    0.60"	"    100.00"	"5xzv"	NA
"P22216"	""	821	"e17519298267b7bbb97784b8bef2f0db"	"5cd8f8be9ffd125d3e8b8861"	"SWISSMODEL"	174	467	"4ieb.1.A"	-2.1450830644	0.6918754944	38.4615402222	"https://swissmodel.expasy.org/repository/uniprot/P22216.pdb?provider=swissmodel&from=174&to=467&template=4ieb.1.A&provider=swissmodel"	"174_467_4ieb.1.A_5cd8f8be9ffd125d3e8b8861"	"    0.39"	"    38.46"	"4ieb"	NA
"P31412"	""	392	"98109d9e87220dcb466407a9a76dd658"	"5cd4dbc7732c1e004cf9de01"	"SWISSMODEL"	1	392	"3j9v.1.B"	-1.8071538024	0.7083208692	100	"https://swissmodel.expasy.org/repository/uniprot/P31412.pdb?provider=swissmodel&from=1&to=392&template=3j9v.1.B&provider=swissmodel"	"1_392_3j9v.1.B_5cd4dbc7732c1e004cf9de01"	"    0.60"	"    100.00"	"3j9v"	NA
"Q08729"	""	430	"44bd30bf3d9d3dc9e0f0987735d02378"	"5cd5735a9ffd124a968cce12"	"SWISSMODEL"	55	84	"4rjv.1.A"	-1.1016482631	0.7168482033	30	"https://swissmodel.expasy.org/repository/uniprot/Q08729.pdb?provider=swissmodel&from=55&to=84&template=4rjv.1.A&provider=swissmodel"	"55_84_4rjv.1.A_5cd5735a9ffd124a968cce12"	"    0.34"	"    30.00"	"4rjv"	NA
"P54857"	""	326	"d5bf755294c3c18a50b979e3635cae19"	"5cd4d0143b85d104ebe7f1d3"	"SWISSMODEL"	19	326	"1cvl.1.A"	-4.6214882706	0.6037673389	31.0756969452	"https://swissmodel.expasy.org/repository/uniprot/P54857.pdb?provider=swissmodel&from=19&to=326&template=1cvl.1.A&provider=swissmodel"	"19_326_1cvl.1.A_5cd4d0143b85d104ebe7f1d3"	"    0.34"	"    31.08"	"1cvl"	NA
"P53876"	""	108	"fd8b95b0d10307cca8373efd82ff07f2"	"5cd9fbbe9ffd12d148c5e44f"	"SWISSMODEL"	57	104	"1r9f.1.C"	-3.8077418865	0.5856368818	41.6666679382	"https://swissmodel.expasy.org/repository/uniprot/P53876.pdb?provider=swissmodel&from=57&to=104&template=1r9f.1.C&provider=swissmodel"	"57_104_1r9f.1.C_5cd9fbbe9ffd12d148c5e44f"	"    0.36"	"    41.67"	"1r9f"	NA
"P53095"	""	428	"b58d0363dde8740090d8ad3cb2727b85"	"5cd56b1408cc8f3409182980"	"SWISSMODEL"	16	428	"3wqc.1.A"	-4.5825819339	0.6011522706	30.5555553436	"https://swissmodel.expasy.org/repository/uniprot/P53095.pdb?provider=swissmodel&from=16&to=428&template=3wqc.1.A&provider=swissmodel"	"16_428_3wqc.1.A_5cd56b1408cc8f3409182980"	"    0.36"	"    30.56"	"3wqc"	NA
"P53255"	""	507	"a6369d8d47ca4504e4805ca07dc0c277"	"5c358293732c1e62f0383b01"	"SWISSMODEL"	264	502	"3jb9.1.X"	-4.7886042097	0.5795516088	17.4887886047	"https://swissmodel.expasy.org/repository/uniprot/P53255.pdb?provider=swissmodel&from=264&to=502&template=3jb9.1.X&provider=swissmodel"	"264_502_3jb9.1.X_5c358293732c1e62f0383b01"	"    0.29"	"    17.49"	"3jb9"	NA
"Q12348"	""	645	"00b9707c0949e3576a15c943bc028ce3"	"5a775f797f4bf9406556f277"	"SWISSMODEL"	387	545	"3t5x.1.A"	-3.9495102059	0.5902558164	13.7931032181	"https://swissmodel.expasy.org/repository/uniprot/Q12348.pdb?provider=swissmodel&from=387&to=545&template=3t5x.1.A&provider=swissmodel"	"387_545_3t5x.1.A_5a775f797f4bf9406556f277"	"    0.27"	"    13.79"	"3t5x"	NA
"P25369"	""	354	"78dfdb36207940a11835c863eefc55bd"	"5cdd31b6732c1e9fba7a0eb0"	"SWISSMODEL"	1	158	"1elk.1.A"	-3.5346616116	0.6111938782	14.8936166763	"https://swissmodel.expasy.org/repository/uniprot/P25369.pdb?provider=swissmodel&from=1&to=158&template=1elk.1.A&provider=swissmodel"	"1_158_1elk.1.A_5cdd31b6732c1e9fba7a0eb0"	"    0.29"	"    14.89"	"1elk"	NA
"Q3E791"	""	96	"d5f49ad92524f1f01e1e1400da046746"	"5a811d04573f201a2d941395"	"SWISSMODEL"	57	84	"4rco.1.A"	-1.6898216593	0.5796723968	32.1428565979	"https://swissmodel.expasy.org/repository/uniprot/Q3E791.pdb?provider=swissmodel&from=57&to=84&template=4rco.1.A&provider=swissmodel"	"57_84_4rco.1.A_5a811d04573f201a2d941395"	"    0.35"	"    32.14"	"4rco"	NA
"Q06629"	""	674	"86032e836283604bab0140bfb7b7f9e4"	"5cd7f98508cc8fbb3495ab7e"	"SWISSMODEL"	409	603	"3vkg.1.A"	-2.8068914045	0.6686099983	11.2903223038	"https://swissmodel.expasy.org/repository/uniprot/Q06629.pdb?provider=swissmodel&from=409&to=603&template=3vkg.1.A&provider=swissmodel"	"409_603_3vkg.1.A_5cd7f98508cc8fbb3495ab7e"	"    0.27"	"    11.29"	"3vkg"	NA
"Q06629"	""	674	"86032e836283604bab0140bfb7b7f9e4"	"5cd7f98508cc8fbb3495ab7a"	"SWISSMODEL"	449	600	"5c3l.1.A"	-2.2511663467	0.6676620047	12.1212120056	"https://swissmodel.expasy.org/repository/uniprot/Q06629.pdb?provider=swissmodel&from=449&to=600&template=5c3l.1.A&provider=swissmodel"	"449_600_5c3l.1.A_5cd7f98508cc8fbb3495ab7a"	"    0.28"	"    12.12"	"5c3l"	NA
"Q06629"	""	674	"86032e836283604bab0140bfb7b7f9e4"	"5cd7f98508cc8fbb3495ab76"	"SWISSMODEL"	428	600	"5y05.1.A"	-1.1552378203	0.7333408935	13.75	"https://swissmodel.expasy.org/repository/uniprot/Q06629.pdb?provider=swissmodel&from=428&to=600&template=5y05.1.A&provider=swissmodel"	"428_600_5y05.1.A_5cd7f98508cc8fbb3495ab76"	"    0.27"	"    13.75"	"5y05"	NA
"Q06629"	""	674	"86032e836283604bab0140bfb7b7f9e4"	"5cd7f98508cc8fbb3495ab72"	"SWISSMODEL"	482	643	"6ian.2.B"	-0.4573401365	0.7615125335	14.482758522	"https://swissmodel.expasy.org/repository/uniprot/Q06629.pdb?provider=swissmodel&from=482&to=643&template=6ian.2.B&provider=swissmodel"	"482_643_6ian.2.B_5cd7f98508cc8fbb3495ab72"	"    0.29"	"    14.48"	"6ian"	NA
"Q06629"	""	674	"86032e836283604bab0140bfb7b7f9e4"	"5cd7f98508cc8fbb3495ab62"	"SWISSMODEL"	422	599	"3kbu.2.A"	-1.6159803149	0.7136512396	9.8159513474	"https://swissmodel.expasy.org/repository/uniprot/Q06629.pdb?provider=swissmodel&from=422&to=599&template=3kbu.2.A&provider=swissmodel"	"422_599_3kbu.2.A_5cd7f98508cc8fbb3495ab62"	"    0.23"	"    9.82"	"3kbu"	NA
"Q06629"	""	674	"86032e836283604bab0140bfb7b7f9e4"	"5cd7f98508cc8fbb3495ab6e"	"SWISSMODEL"	448	608	"1cii.1.A"	-4.9250584459	0.544548916	19.548871994	"https://swissmodel.expasy.org/repository/uniprot/Q06629.pdb?provider=swissmodel&from=448&to=608&template=1cii.1.A&provider=swissmodel"	"448_608_1cii.1.A_5cd7f98508cc8fbb3495ab6e"	"    0.31"	"    19.55"	"1cii"	NA
"Q06629"	""	674	"86032e836283604bab0140bfb7b7f9e4"	"5cd7f98508cc8fbb3495ab66"	"SWISSMODEL"	425	626	"5yix.1.A"	-2.6024130354	0.6767628409	8.5	"https://swissmodel.expasy.org/repository/uniprot/Q06629.pdb?provider=swissmodel&from=425&to=626&template=5yix.1.A&provider=swissmodel"	"425_626_5yix.1.A_5cd7f98508cc8fbb3495ab66"	"    0.24"	"    8.50"	"5yix"	NA
"Q06629"	""	674	"86032e836283604bab0140bfb7b7f9e4"	"5cd7f98508cc8fbb3495ab6a"	"SWISSMODEL"	416	562	"5dfz.1.E"	-0.4037165843	0.7636405754	11.8518514633	"https://swissmodel.expasy.org/repository/uniprot/Q06629.pdb?provider=swissmodel&from=416&to=562&template=5dfz.1.E&provider=swissmodel"	"416_562_5dfz.1.E_5cd7f98508cc8fbb3495ab6a"	"    0.25"	"    11.85"	"5dfz"	NA
"P36104"	""	329	"31caafc102c8cf8ca4fe9d0dc2a1f807"	"5cd4bfc98fd6f9f26ae91d29"	"SWISSMODEL"	12	328	"5sxm.1.A"	-3.7390722254	0.6366978886	21.7687072754	"https://swissmodel.expasy.org/repository/uniprot/P36104.pdb?provider=swissmodel&from=12&to=328&template=5sxm.1.A&provider=swissmodel"	"12_328_5sxm.1.A_5cd4bfc98fd6f9f26ae91d29"	"    0.32"	"    21.77"	"5sxm"	NA
"P36104"	""	329	"31caafc102c8cf8ca4fe9d0dc2a1f807"	"5cd4bfc98fd6f9f26ae91d25"	"SWISSMODEL"	11	328	"5wlc.20.A"	-4.8748506775	0.5930867646	20.4081630707	"https://swissmodel.expasy.org/repository/uniprot/P36104.pdb?provider=swissmodel&from=11&to=328&template=5wlc.20.A&provider=swissmodel"	"11_328_5wlc.20.A_5cd4bfc98fd6f9f26ae91d25"	"    0.29"	"    20.41"	"5wlc"	NA
"P21951"	""	2222	"a64eeee62de948214ca4c0082fff4d91"	"5cc851193b85d1778324f446"	"SWISSMODEL"	31	1186	"4m8o.1.A"	-0.9156464091	0.7350028333	99.8369979858	"https://swissmodel.expasy.org/repository/uniprot/P21951.pdb?provider=swissmodel&from=31&to=1186&template=4m8o.1.A&provider=swissmodel"	"31_1186_4m8o.1.A_5cc851193b85d1778324f446"	"    0.61"	"    99.84"	"4m8o"	NA
"P30283"	""	435	"f76fbb74b7606e65a81b4a4645f26d63"	"5cd58a2c732c1e1e86e5509b"	"SWISSMODEL"	159	414	"6gu2.1.B"	-2.6611861286	0.6678057635	33.1983795166	"https://swissmodel.expasy.org/repository/uniprot/P30283.pdb?provider=swissmodel&from=159&to=414&template=6gu2.1.B&provider=swissmodel"	"159_414_6gu2.1.B_5cd58a2c732c1e1e86e5509b"	"    0.38"	"    33.20"	"6gu2"	NA
"P35187"	""	1447	"e8bbdcd2b8020ec7559c9aa95eb7301f"	"5cdb6155732c1ec3f0e0f455"	"SWISSMODEL"	646	1017	"5dtu.1.A"	-4.8942701975	0.5937523088	26.9444446564	"https://swissmodel.expasy.org/repository/uniprot/P35187.pdb?provider=swissmodel&from=646&to=1017&template=5dtu.1.A&provider=swissmodel"	"646_1017_5dtu.1.A_5cdb6155732c1ec3f0e0f455"	"    0.34"	"    26.94"	"5dtu"	NA
"P35187"	""	1447	"e8bbdcd2b8020ec7559c9aa95eb7301f"	"5cdb6155732c1ec3f0e0f44d"	"SWISSMODEL"	652	1008	"6ah0.1.s"	-3.6481852531	0.6441131802	23.9193077087	"https://swissmodel.expasy.org/repository/uniprot/P35187.pdb?provider=swissmodel&from=652&to=1008&template=6ah0.1.s&provider=swissmodel"	"652_1008_6ah0.1.s_5cdb6155732c1ec3f0e0f44d"	"    0.33"	"    23.92"	"6ah0"	NA
"P35187"	""	1447	"e8bbdcd2b8020ec7559c9aa95eb7301f"	"5cdb6155732c1ec3f0e0f449"	"SWISSMODEL"	657	1349	"4cgz.1.A"	-3.0644616865	0.6565667299	37.4399986267	"https://swissmodel.expasy.org/repository/uniprot/P35187.pdb?provider=swissmodel&from=657&to=1349&template=4cgz.1.A&provider=swissmodel"	"657_1349_4cgz.1.A_5cdb6155732c1ec3f0e0f449"	"    0.39"	"    37.44"	"4cgz"	NA
"P35187"	""	1447	"e8bbdcd2b8020ec7559c9aa95eb7301f"	"5cdb6155732c1ec3f0e0f439"	"SWISSMODEL"	652	1008	"6qw6.1.X"	-3.9324506558	0.6336679963	23.9193077087	"https://swissmodel.expasy.org/repository/uniprot/P35187.pdb?provider=swissmodel&from=652&to=1008&template=6qw6.1.X&provider=swissmodel"	"652_1008_6qw6.1.X_5cdb6155732c1ec3f0e0f439"	"    0.33"	"    23.92"	"6qw6"	NA
"P35187"	""	1447	"e8bbdcd2b8020ec7559c9aa95eb7301f"	"5cdb6155732c1ec3f0e0f43d"	"SWISSMODEL"	646	1004	"4ljy.1.A"	-4.9381740085	0.5961786625	25.3687324524	"https://swissmodel.expasy.org/repository/uniprot/P35187.pdb?provider=swissmodel&from=646&to=1004&template=4ljy.1.A&provider=swissmodel"	"646_1004_4ljy.1.A_5cdb6155732c1ec3f0e0f43d"	"    0.34"	"    25.37"	"4ljy"	NA
"P35187"	""	1447	"e8bbdcd2b8020ec7559c9aa95eb7301f"	"5cdb6155732c1ec3f0e0f445"	"SWISSMODEL"	657	1348	"4cdg.1.A"	-2.8628600016	0.6639255991	37.5806465149	"https://swissmodel.expasy.org/repository/uniprot/P35187.pdb?provider=swissmodel&from=657&to=1348&template=4cdg.1.A&provider=swissmodel"	"657_1348_4cdg.1.A_5cdb6155732c1ec3f0e0f445"	"    0.39"	"    37.58"	"4cdg"	NA
"P35187"	""	1447	"e8bbdcd2b8020ec7559c9aa95eb7301f"	"5cdb6155732c1ec3f0e0f451"	"SWISSMODEL"	659	1192	"4q47.1.A"	-2.6064403075	0.6796203267	35.7563858032	"https://swissmodel.expasy.org/repository/uniprot/P35187.pdb?provider=swissmodel&from=659&to=1192&template=4q47.1.A&provider=swissmodel"	"659_1192_4q47.1.A_5cdb6155732c1ec3f0e0f451"	"    0.38"	"    35.76"	"4q47"	NA
"P35187"	""	1447	"e8bbdcd2b8020ec7559c9aa95eb7301f"	"5cdb6155732c1ec3f0e0f441"	"SWISSMODEL"	652	1008	"4nho.1.A"	-3.8773814269	0.6356914864	23.9193077087	"https://swissmodel.expasy.org/repository/uniprot/P35187.pdb?provider=swissmodel&from=652&to=1008&template=4nho.1.A&provider=swissmodel"	"652_1008_4nho.1.A_5cdb6155732c1ec3f0e0f441"	"    0.33"	"    23.92"	"4nho"	NA
"Q05899"	""	129	"c23bff23afd4091d3afde47a7fde6dda"	"5cd9315a3b85d1f9db0f8634"	"SWISSMODEL"	27	53	"2k0d.1.A"	-1.8330499475	0.5634906719	44.8275871277	"https://swissmodel.expasy.org/repository/uniprot/Q05899.pdb?provider=swissmodel&from=27&to=53&template=2k0d.1.A&provider=swissmodel"	"27_53_2k0d.1.A_5cd9315a3b85d1f9db0f8634"	"    0.41"	"    44.83"	"2k0d"	NA
"P15436"	""	1097	"3f99e17b1adc7d7b71051cdccd4e47a3"	"5cda5298732c1e1785a2fcd4"	"SWISSMODEL"	95	985	"3iay.1.C"	-0.1485680103	0.7630027462	99.782371521	"https://swissmodel.expasy.org/repository/uniprot/P15436.pdb?provider=swissmodel&from=95&to=985&template=3iay.1.C&provider=swissmodel"	"95_985_3iay.1.C_5cda5298732c1e1785a2fcd4"	"    0.61"	"    99.78"	"3iay"	NA
"P15436"	""	1097	"3f99e17b1adc7d7b71051cdccd4e47a3"	"5cda5298732c1e1785a2fcd0"	"SWISSMODEL"	110	1094	"5exr.1.C"	-4.1661480509	0.6163529495	24.1675624847	"https://swissmodel.expasy.org/repository/uniprot/P15436.pdb?provider=swissmodel&from=110&to=1094&template=5exr.1.C&provider=swissmodel"	"110_1094_5exr.1.C_5cda5298732c1e1785a2fcd0"	"    0.32"	"    24.17"	"5exr"	NA
"Q03723"	""	332	"e0a84cb103bfce839e87b6d4d9102c33"	"5cd4b3e48fd6f95a7b01d478"	"SWISSMODEL"	30	184	"3g9b.1.A"	-0.0624385975	0.7799123177	100	"https://swissmodel.expasy.org/repository/uniprot/Q03723.pdb?provider=swissmodel&from=30&to=184&template=3g9b.1.A&provider=swissmodel"	"30_184_3g9b.1.A_5cd4b3e48fd6f95a7b01d478"	"    0.61"	"    100.00"	"3g9b"	NA
"Q03723"	""	332	"e0a84cb103bfce839e87b6d4d9102c33"	"5cd4b3e48fd6f95a7b01d474"	"SWISSMODEL"	26	174	"4ju5.1.A"	-4.6847411964	0.5450444116	14.5161294937	"https://swissmodel.expasy.org/repository/uniprot/Q03723.pdb?provider=swissmodel&from=26&to=174&template=4ju5.1.A&provider=swissmodel"	"26_174_4ju5.1.A_5cd4b3e48fd6f95a7b01d474"	"    0.28"	"    14.52"	"4ju5"	NA
"Q03330"	""	439	"399372738e12b1c901aee32df2c98f11"	"5cd597378fd6f99bd2fb764a"	"SWISSMODEL"	72	312	"6cw2.2.A"	-1.2695920571	0.7277897726	100	"https://swissmodel.expasy.org/repository/uniprot/Q03330.pdb?provider=swissmodel&from=72&to=312&template=6cw2.2.A&provider=swissmodel"	"72_312_6cw2.2.A_5cd597378fd6f99bd2fb764a"	"    0.61"	"    100.00"	"6cw2"	NA
"Q03330"	""	439	"399372738e12b1c901aee32df2c98f11"	"5cd597378fd6f99bd2fb7646"	"SWISSMODEL"	237	431	"5mr8.1.A"	-4.1462816859	0.6135996607	32.558139801	"https://swissmodel.expasy.org/repository/uniprot/Q03330.pdb?provider=swissmodel&from=237&to=431&template=5mr8.1.A&provider=swissmodel"	"237_431_5mr8.1.A_5cd597378fd6f99bd2fb7646"	"    0.37"	"    32.56"	"5mr8"	NA
"P46957"	""	487	"5d5c85410ec8971d5dd7e50b527ec199"	"5cd633a08fd6f997d8acc855"	"SWISSMODEL"	51	485	"5vbn.1.A"	-4.573984807	0.6097198163	16.528924942	"https://swissmodel.expasy.org/repository/uniprot/P46957.pdb?provider=swissmodel&from=51&to=485&template=5vbn.1.A&provider=swissmodel"	"51_485_5vbn.1.A_5cd633a08fd6f997d8acc855"	"    0.27"	"    16.53"	"5vbn"	NA
"P38709"	""	493	"c437f9246a69499a1dd85b84917277c3"	"5cd64c8b8fd6f902262494f6"	"SWISSMODEL"	21	481	"2i5k.1.A"	-2.4897190135	0.6775459998	43.5064926147	"https://swissmodel.expasy.org/repository/uniprot/P38709.pdb?provider=swissmodel&from=21&to=481&template=2i5k.1.A&provider=swissmodel"	"21_481_2i5k.1.A_5cd64c8b8fd6f902262494f6"	"    0.40"	"    43.51"	"2i5k"	NA
"P33892"	""	2672	"4f9ad783b780251653c96c83261b42a0"	"5bc85d413b85d13e1a2e7a8d"	"SWISSMODEL"	1035	1938	"2p8q.1.A"	-4.9029838761	0.5894569517	14.1361255646	"https://swissmodel.expasy.org/repository/uniprot/P33892.pdb?provider=swissmodel&from=1035&to=1938&template=2p8q.1.A&provider=swissmodel"	"1035_1938_2p8q.1.A_5bc85d413b85d13e1a2e7a8d"	"    0.28"	"    14.14"	"2p8q"	NA
"Q04894"	""	360	"84f1ff3ddccc2bb888fb0789efc0866e"	"5cdd471c732c1e30a2f938ff"	"SWISSMODEL"	1	360	"1q1n.1.A"	-0.5605305385	0.7439636197	100	"https://swissmodel.expasy.org/repository/uniprot/Q04894.pdb?provider=swissmodel&from=1&to=360&template=1q1n.1.A&provider=swissmodel"	"1_360_1q1n.1.A_5cdd471c732c1e30a2f938ff"	"    0.62"	"    100.00"	"1q1n"	NA
"P08524"	""	352	"d95635ac89f18d2b11c473c714df9228"	"5cdd3f403b85d1988b3f9dda"	"SWISSMODEL"	6	352	"1fps.1.A"	-3.6381155609	0.6362868508	48.235294342	"https://swissmodel.expasy.org/repository/uniprot/P08524.pdb?provider=swissmodel&from=6&to=352&template=1fps.1.A&provider=swissmodel"	"6_352_1fps.1.A_5cdd3f403b85d1988b3f9dda"	"    0.44"	"    48.24"	"1fps"	NA
"P40487"	""	425	"cfed7f1dede80842c1369ee1e1c43384"	"5cd561f6d60c59f433de391e"	"SWISSMODEL"	192	367	"4rkq.1.A"	-4.82684203	0.6035091587	14.1975307465	"https://swissmodel.expasy.org/repository/uniprot/P40487.pdb?provider=swissmodel&from=192&to=367&template=4rkq.1.A&provider=swissmodel"	"192_367_4rkq.1.A_5cd561f6d60c59f433de391e"	"    0.27"	"    14.20"	"4rkq"	NA
"P40487"	""	425	"cfed7f1dede80842c1369ee1e1c43384"	"5cd561f6d60c59f433de391a"	"SWISSMODEL"	174	350	"3lzd.1.A"	-3.3700228698	0.635931011	16.7832164764	"https://swissmodel.expasy.org/repository/uniprot/P40487.pdb?provider=swissmodel&from=174&to=350&template=3lzd.1.A&provider=swissmodel"	"174_350_3lzd.1.A_5cd561f6d60c59f433de391a"	"    0.29"	"    16.78"	"3lzd"	NA
"P40487"	""	425	"cfed7f1dede80842c1369ee1e1c43384"	"5cd561f6d60c59f433de3916"	"SWISSMODEL"	74	410	"6bxo.1.A"	-2.8481618538	0.6644621112	24.7648906708	"https://swissmodel.expasy.org/repository/uniprot/P40487.pdb?provider=swissmodel&from=74&to=410&template=6bxo.1.A&provider=swissmodel"	"74_410_6bxo.1.A_5cd561f6d60c59f433de3916"	"    0.33"	"    24.76"	"6bxo"	NA
"P38682"	""	493	"8643a75363b094f66a4909b3f5ce8aea"	"5cd647fe08cc8f4449ef976b"	"SWISSMODEL"	9	137	"2p57.1.A"	-0.9079896187	0.7370204707	38.0952377319	"https://swissmodel.expasy.org/repository/uniprot/P38682.pdb?provider=swissmodel&from=9&to=137&template=2p57.1.A&provider=swissmodel"	"9_137_2p57.1.A_5cd647fe08cc8f4449ef976b"	"    0.40"	"    38.10"	"2p57"	NA
"P32523"	""	503	"7350bb358f9d6f3911ca9035f64d5283"	"5cd66e7c08cc8fe8e1270a69"	"SWISSMODEL"	1	503	"6bk8.1.h"	-1.1581709024	0.7343276599	100	"https://swissmodel.expasy.org/repository/uniprot/P32523.pdb?provider=swissmodel&from=1&to=503&template=6bk8.1.h&provider=swissmodel"	"1_503_6bk8.1.h_5cd66e7c08cc8fe8e1270a69"	"    0.61"	"    100.00"	"6bk8"	NA
"P32523"	""	503	"7350bb358f9d6f3911ca9035f64d5283"	"5cd66e7c08cc8fe8e1270a65"	"SWISSMODEL"	1	142	"5gmk.1.Z"	-1.3736648803	0.7133892726	100	"https://swissmodel.expasy.org/repository/uniprot/P32523.pdb?provider=swissmodel&from=1&to=142&template=5gmk.1.Z&provider=swissmodel"	"1_142_5gmk.1.Z_5cd66e7c08cc8fe8e1270a65"	"    0.61"	"    100.00"	"5gmk"	NA
