	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041743_Candida_hawaiiana
2151	OG0002151	YLL035W	snap_masked-flattened_line_46-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.137&CDS=1-1695
2152	OG0002152	YLL036C	genemark-flattened_line_4-processed-gene-7.76-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.76&CDS=1-1464
2153	OG0002153	YLL040C	augustus_masked-flattened_line_10-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.112&CDS=1-9378
2154	OG0002154	YLL041C	augustus_masked-flattened_line_4-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.56&CDS=1-780
2155	OG0002155	YLL048C	genemark-flattened_line_6-processed-gene-6.136-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.136&CDS=1-6498
2156	OG0002156	YLL050C	maker-flattened_line_68-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.0&CDS=1-1566
2157	OG0002157	YLL057C	augustus_masked-flattened_line_40-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.78&CDS=1-1158
2158	OG0002158	YLR001C	augustus_masked-flattened_line_4-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.83&CDS=1-3111
2159	OG0002159	YLR002C	augustus_masked-flattened_line_30-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.101&CDS=1-2097
2160	OG0002160	YLR003C	snap_masked-flattened_line_6-processed-gene-5.100-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.100&CDS=1-903
2161	OG0002161	YLR004C	augustus_masked-flattened_line_46-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.29&CDS=1-1437
2162	OG0002162	YLR005W	augustus_masked-flattened_line_0-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.35&CDS=1-1272
2163	OG0002163	YLR006C	augustus_masked-flattened_line_28-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.40&CDS=1-1713
2164	OG0002164	YLR008C	augustus_masked-flattened_line_6-processed-gene-6.195-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.195&CDS=1-462
2165	OG0002165	YLR009W	genemark-flattened_line_6-processed-gene-6.98-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.98&CDS=1-573
2166	OG0002166	YLR015W	augustus_masked-flattened_line_6-processed-gene-6.185-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.185&CDS=1-1470
2167	OG0002167	YLR017W	augustus_masked-flattened_line_0-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.128&CDS=1-1068
2168	OG0002168	YLR019W	augustus_masked-flattened_line_0-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.26&CDS=1-1026
2169	OG0002169	YLR022C	augustus_masked-flattened_line_16-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.62&CDS=1-771
2170	OG0002170	YLR023C	augustus_masked-flattened_line_10-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.56&CDS=1-1923
2171	OG0002171	YLR025W	maker-flattened_line_20-augustus-gene-2.97-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-2.97&CDS=1-1668
2172	OG0002172	YLR032W	augustus_masked-flattened_line_16-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.7&CDS=1-5190
2173	OG0002173	YLR038C	augustus_masked-flattened_line_38-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.145&CDS=1-252
2174	OG0002174	YLR045C	augustus_masked-flattened_line_30-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.143&CDS=1-2511
2175	OG0002175	YLR047C	augustus_masked-flattened_line_0-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.87&CDS=1-2202
2176	OG0002176	YLR050C	augustus_masked-flattened_line_20-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.82&CDS=1-498
2177	OG0002177	YLR051C	augustus_masked-flattened_line_0-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.72&CDS=1-633
2178	OG0002178	YLR055C	augustus_masked-flattened_line_12-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.3&CDS=1-1977
2179	OG0002179	YLR056W	augustus_masked-flattened_line_8-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.81&CDS=1-1104
2180	OG0002180	YLR059C	augustus_masked-flattened_line_20-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.65&CDS=1-918
2181	OG0002181	YLR060W	augustus_masked-flattened_line_14-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.84&CDS=1-1767
2182	OG0002182	YLR063W	augustus_masked-flattened_line_14-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.66&CDS=1-954
2183	OG0002183	YLR066W	augustus_masked-flattened_line_24-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.145&CDS=1-579
2184	OG0002184	YLR067C	snap_masked-flattened_line_24-processed-gene-2.50-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.50&CDS=1-3498
2185	OG0002185	YLR069C	augustus_masked-flattened_line_24-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.143&CDS=1-2319
2186	OG0002186	YLR071C	augustus_masked-flattened_line_12-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.44&CDS=1-3342
2187	OG0002187	YLR074C	augustus_masked-flattened_line_2-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.117&CDS=1-519
2188	OG0002188	YLR075W	augustus_masked-flattened_line_2-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.99&CDS=1-660
2189	OG0002189	YLR077W	augustus_masked-flattened_line_2-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.118&CDS=1-1929
2190	OG0002190	YLR078C	augustus_masked-flattened_line_2-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.102&CDS=1-663
2191	OG0002191	YLR084C	augustus_masked-flattened_line_20-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.55&CDS=1-4011
2192	OG0002192	YLR085C	augustus_masked-flattened_line_50-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.48&CDS=1-1209
2193	OG0002193	YLR086W	augustus_masked-flattened_line_68-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.16&CDS=1-4299
2194	OG0002194	YLR087C	augustus_masked-flattened_line_68-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.18&CDS=1-9258
2195	OG0002195	YLR088W	augustus_masked-flattened_line_0-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.113&CDS=1-1794
2196	OG0002196	YLR089C	genemark-flattened_line_0-processed-gene-6.59-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.59&CDS=1-1539
2197	OG0002197	YLR097C	augustus_masked-flattened_line_16-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.120&CDS=1-1230
2198	OG0002198	YLR099W-A	augustus_masked-flattened_line_20-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.76&CDS=1-309
2199	OG0002199	YLR100W	augustus_masked-flattened_line_22-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.132&CDS=1-1020
2200	OG0002200	YLR103C	augustus_masked-flattened_line_22-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.166&CDS=1-2151
2201	OG0002201	YLR104W	augustus_masked-flattened_line_22-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.118&CDS=1-375
2202	OG0002202	YLR105C	augustus_masked-flattened_line_16-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.14&CDS=1-1068
2203	OG0002203	YLR106C	augustus_masked-flattened_line_20-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.103&CDS=1-14925
2204	OG0002204	YLR107W	augustus_masked-flattened_line_20-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.87&CDS=1-1599
2205	OG0002205	YLR113W	augustus_masked-flattened_line_22-processed-gene-2.193-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.193&CDS=1-1098
2206	OG0002206	YLR116W	augustus_masked-flattened_line_4-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.101&CDS=1-1623
2207	OG0002207	YLR118C	augustus_masked-flattened_line_10-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.121&CDS=1-693
2208	OG0002208	YLR126C	augustus_masked-flattened_line_14-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.69&CDS=1-867
2209	OG0002209	YLR127C	maker-flattened_line_34-snap-gene-0.77-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.77&CDS=1-1899
2210	OG0002210	YLR128W	augustus_masked-flattened_line_34-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.185&CDS=1-915
2211	OG0002211	YLR129W	augustus_masked-flattened_line_26-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.83&CDS=1-2952
2212	OG0002212	YLR133W	augustus_masked-flattened_line_6-processed-gene-6.209-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.209&CDS=1-1629
2213	OG0002213	YLR138W	augustus_masked-flattened_line_4-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.125&CDS=1-2475
2214	OG0002214	YLR139C	augustus_masked-flattened_line_0-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.52&CDS=1-2316
2215	OG0002215	YLR141W	snap_masked-flattened_line_0-processed-gene-7.110-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.110&CDS=1-1869
2216	OG0002216	YLR142W	augustus_masked-flattened_line_0-processed-gene-8.49-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.49&CDS=1-1440
2217	OG0002217	YLR143W	augustus_masked-flattened_line_4-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.5&CDS=1-4092
2218	OG0002218	YLR144C	augustus_masked-flattened_line_48-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.78&CDS=1-2154
2219	OG0002219	YLR145W	genemark-flattened_line_8-processed-gene-4.122-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.122&CDS=1-534
2220	OG0002220	YLR147C	augustus_masked-flattened_line_12-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.44&CDS=1-309
2221	OG0002221	YLR148W	augustus_masked-flattened_line_26-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.52&CDS=1-3192
2222	OG0002222	YLR149C	augustus_masked-flattened_line_22-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.119&CDS=1-1713
2223	OG0002223	YLR150W	augustus_masked-flattened_line_30-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.134&CDS=1-891
2224	OG0002224	YLR151C	augustus_masked-flattened_line_18-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.4&CDS=1-1107
2225	OG0002225	YLR152C	genemark-flattened_line_4-processed-gene-4.38-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.38&CDS=1-1773
2226	OG0002226	YLR163C	augustus_masked-flattened_line_2-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.60&CDS=1-1413
2227	OG0002227	YLR166C	augustus_masked-flattened_line_2-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.78&CDS=1-2469
2228	OG0002228	YLR167W	genemark-flattened_line_2-processed-gene-7.28-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.28&CDS=1-450
2229	OG0002229	YLR172C	augustus_masked-flattened_line_40-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.103&CDS=1-897
2230	OG0002230	YLR175W	augustus_masked-flattened_line_8-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.91&CDS=1-1410
2231	OG0002231	YLR176C	augustus_masked-flattened_line_4-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.15&CDS=1-2439
2232	OG0002232	YLR178C	augustus_masked-flattened_line_44-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.32&CDS=1-627
2233	OG0002233	YLR181C	augustus_masked-flattened_line_12-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.37&CDS=1-1155
2234	OG0002234	YLR186W	augustus_masked-flattened_line_24-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.68&CDS=1-807
2235	OG0002235	YLR187W	augustus_masked-flattened_line_24-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.72&CDS=1-3045
2236	OG0002236	YLR189C	augustus_masked-flattened_line_4-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.90&CDS=1-4746
2237	OG0002237	YLR191W	augustus_masked-flattened_line_12-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.95&CDS=1-1251
2238	OG0002238	YLR192C	augustus_masked-flattened_line_36-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.139&CDS=1-825
2239	OG0002239	YLR193C	genemark-flattened_line_30-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.101&CDS=1-522
2240	OG0002240	YLR195C	augustus_masked-flattened_line_16-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.119&CDS=1-1323
2241	OG0002241	YLR196W	augustus_masked-flattened_line_16-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.134&CDS=1-1707
2242	OG0002242	YLR197W	augustus_masked-flattened_line_28-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.37&CDS=1-1497
2243	OG0002243	YLR200W	augustus_masked-flattened_line_30-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.146&CDS=1-348
2244	OG0002244	YLR201C	augustus_masked-flattened_line_30-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.122&CDS=1-765
2245	OG0002245	YLR203C	augustus_masked-flattened_line_2-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.82&CDS=1-1281
2246	OG0002246	YLR205C	augustus_masked-flattened_line_56-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.121&CDS=1-882
2247	OG0002247	YLR207W	genemark-flattened_line_0-processed-gene-7.58-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.58&CDS=1-2319
2248	OG0002248	YLR208W	augustus_masked-flattened_line_2-processed-gene-9.141-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.141&CDS=1-903
2249	OG0002249	YLR209C	augustus_masked-flattened_line_2-processed-gene-9.173-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.173&CDS=1-930
2250	OG0002250	YLR212C	maker-flattened_line_14-augustus-gene-3.39-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-3.39&CDS=1-1431
2251	OG0002251	YLR214W	genemark-flattened_line_4-processed-gene-3.128-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.128&CDS=1-1977
2252	OG0002252	YLR215C	genemark-flattened_line_16-processed-gene-2.52-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.52&CDS=1-1923
2253	OG0002253	YLR218C	snap_masked-flattened_line_16-processed-gene-4.185-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-4.185&CDS=1-228
2254	OG0002254	YLR220W	augustus_masked-flattened_line_4-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.85&CDS=1-912
2255	OG0002255	YLR221C	augustus_masked-flattened_line_0-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.31&CDS=1-516
2256	OG0002256	YLR222C	augustus_masked-flattened_line_0-processed-gene-8.50-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.50&CDS=1-2355
2257	OG0002257	YLR223C	augustus_masked-flattened_line_0-processed-gene-8.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.78&CDS=1-2586
2258	OG0002258	YLR229C	augustus_masked-flattened_line_136-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.0&CDS=1-573
2259	OG0002259	YLR231C	augustus_masked-flattened_line_20-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.38&CDS=1-1365
2260	OG0002260	YLR234W	augustus_masked-flattened_line_20-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.48&CDS=1-1884
2261	OG0002261	YLR239C	augustus_masked-flattened_line_2-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.49&CDS=1-891
2262	OG0002262	YLR240W	augustus_masked-flattened_line_20-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.46&CDS=1-3048
2263	OG0002263	YLR242C	augustus_masked-flattened_line_20-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.50&CDS=1-903
2264	OG0002264	YLR243W	genemark-flattened_line_20-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.8&CDS=1-837
2265	OG0002265	YLR244C	augustus_masked-flattened_line_20-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.63&CDS=1-1110
2266	OG0002266	YLR245C	augustus_masked-flattened_line_20-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.64&CDS=1-408
2267	OG0002267	YLR246W	genemark-flattened_line_2-processed-gene-7.5-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.5&CDS=1-1083
2268	OG0002268	YLR247C	genemark-flattened_line_6-processed-gene-4.69-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.69&CDS=1-5079
2269	OG0002269	YLR250W	augustus_masked-flattened_line_10-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.54&CDS=1-639
2270	OG0002270	YLR253W	augustus_masked-flattened_line_12-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.24&CDS=1-1737
2271	OG0002271	YLR259C	augustus_masked-flattened_line_0-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.45&CDS=1-1701
2272	OG0002272	YLR262C	maker-flattened_line_0-augustus-gene-4.122-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-4.122&CDS=1-612
2273	OG0002273	YLR262C-A	snap_masked-flattened_line_36-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.26&CDS=1-192
2274	OG0002274	YLR268W	maker-flattened_line_2-augustus-gene-9.2-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-9.2&CDS=1-645
2275	OG0002275	YLR271W	augustus_masked-flattened_line_8-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.77&CDS=1-879
2276	OG0002276	YLR272C	augustus_masked-flattened_line_8-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.74&CDS=1-3420
2277	OG0002277	YLR274W	augustus_masked-flattened_line_54-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.13&CDS=1-2187
2278	OG0002278	YLR276C	augustus_masked-flattened_line_24-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.5&CDS=1-1779
2279	OG0002279	YLR277C	maker-flattened_line_14-augustus-gene-4.65-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-4.65&CDS=1-2730
2280	OG0002280	YLR281C	genemark-flattened_line_54-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.72&CDS=1-462
2281	OG0002281	YLR283W	augustus_masked-flattened_line_6-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.10&CDS=1-951
2282	OG0002282	YLR284C	augustus_masked-flattened_line_10-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.52&CDS=1-825
2283	OG0002283	YLR285W	augustus_masked-flattened_line_28-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.22&CDS=1-786
2284	OG0002284	YLR287C	augustus_masked-flattened_line_36-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.100&CDS=1-1098
2285	OG0002285	YLR288C	augustus_masked-flattened_line_14-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.135&CDS=1-945
2286	OG0002286	YLR289W	augustus_masked-flattened_line_14-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.136&CDS=1-3210
2287	OG0002287	YLR290C	augustus_masked-flattened_line_60-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.106&CDS=1-813
2288	OG0002288	YLR291C	augustus_masked-flattened_line_26-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.80&CDS=1-1071
2289	OG0002289	YLR292C	augustus_masked-flattened_line_4-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.137&CDS=1-600
2290	OG0002290	YLR293C	augustus_masked-flattened_line_54-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.9&CDS=1-645
2291	OG0002291	YLR295C	augustus_masked-flattened_line_54-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.10&CDS=1-315
2292	OG0002292	YLR298C	augustus_masked-flattened_line_54-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.29&CDS=1-405
2293	OG0002293	YLR299W	augustus_masked-flattened_line_14-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.78&CDS=1-1890
2294	OG0002294	YLR303W	augustus_masked-flattened_line_4-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.104&CDS=1-1314
2295	OG0002295	YLR305C	augustus_masked-flattened_line_36-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.119&CDS=1-5802
2296	OG0002296	YLR306W	genemark-flattened_line_0-processed-gene-1.48-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.48&CDS=1-558
2297	OG0002297	YLR308W	augustus_masked-flattened_line_46-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.26&CDS=1-939
2298	OG0002298	YLR309C	maker-flattened_line_18-snap-gene-3.236-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-3.236&CDS=1-705
2299	OG0002299	YLR312W-A	augustus_masked-flattened_line_20-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.52&CDS=1-627
2300	OG0002300	YLR316C	snap_masked-flattened_line_22-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.18&CDS=1-966
2301	OG0002301	YLR318W	augustus_masked-flattened_line_22-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.126&CDS=1-840
2302	OG0002302	YLR321C	genemark-flattened_line_22-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.68&CDS=1-1065
2303	OG0002303	YLR323C	augustus_masked-flattened_line_44-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.12&CDS=1-672
2304	OG0002304	YLR324W	augustus_masked-flattened_line_22-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.10&CDS=1-1470
2305	OG0002305	YLR325C	augustus_masked-flattened_line_22-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.27&CDS=1-234
2306	OG0002306	YLR326W	augustus_masked-flattened_line_44-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.13&CDS=1-654
2307	OG0002307	YLR328W	augustus_masked-flattened_line_6-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.117&CDS=1-1155
2308	OG0002308	YLR330W	maker-flattened_line_10-snap-gene-4.3-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-4.3&CDS=1-2253
2309	OG0002309	YLR336C	augustus_masked-flattened_line_46-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.48&CDS=1-3003
2310	OG0002310	YLR337C	genemark-flattened_line_6-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.91&CDS=1-1824
2311	OG0002311	YLR340W	augustus_masked-flattened_line_36-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.87&CDS=1-933
2312	OG0002312	YLR345W	maker-flattened_line_0-augustus-gene-9.278-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-9.278&CDS=1-2007
2313	OG0002313	YLR347C	augustus_masked-flattened_line_0-processed-gene-9.248-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.248&CDS=1-2598
2314	OG0002314	YLR348C	augustus_masked-flattened_line_26-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.75&CDS=1-867
2315	OG0002315	YLR351C	augustus_masked-flattened_line_10-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.52&CDS=1-900
