	OrthologID	Saccharomyces_cerevisiae	yHAB147_Kazachstania_taianensis
2751	OG0002751	YLR414C	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.53&CDS=1-792
2752	OG0002752	YLR417W	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.65&CDS=1-1569
2753	OG0002753	YLR418C	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.52&CDS=1-1281
2754	OG0002754	YLR419W	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.64&CDS=1-4335
2755	OG0002755	YLR420W	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.41&CDS=1-1095
2756	OG0002756	YLR421C	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.57&CDS=1-471
2757	OG0002757	YLR422W	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.42&CDS=1-5766
2758	OG0002758	YLR423C	snap_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.25&CDS=1-1344
2759	OG0002759	YLR424W	snap_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.11&CDS=1-2094
2760	OG0002760	YLR425W	genemark-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.80&CDS=1-3900
2761	OG0002761	YLR427W	maker-NODE_4_length_472607_cov_50.686_ID_7-augustus-gene-1.109-mRNA-1_1&gene=maker-NODE_4_length_472607_cov_50.686_ID_7-augustus-gene-1.109&CDS=1-2844
2762	OG0002762	YLR429W	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.46&CDS=1-1929
2763	OG0002763	YLR430W	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.47&CDS=1-6099
2764	OG0002764	YLR431C	snap_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.27&CDS=1-1581
2765	OG0002765	YLR435W	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.48&CDS=1-648
2766	OG0002766	YLR436C	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.61&CDS=1-3132
2767	OG0002767	YLR437C	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.62&CDS=1-555
2768	OG0002768	YLR438C-A	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.63&CDS=1-252
2769	OG0002769	YLR438W	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.50&CDS=1-1278
2770	OG0002770	YLR439W	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.56&CDS=1-930
2771	OG0002771	YLR440C	snap_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.7&CDS=1-1980
2772	OG0002772	YLR441C	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.72&CDS=1-765
2773	OG0002773	YLR443W	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.40&CDS=1-1254
2774	OG0002774	YLR445W	snap_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.5&CDS=1-522
2775	OG0002775	YLR446W	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.38&CDS=1-1320
2776	OG0002776	YLR447C	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-1.35&CDS=1-1035
2777	OG0002777	YLR449W	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-0.92&CDS=1-1257
2778	OG0002778	YLR452C	genemark-NODE_20_length_194204_cov_51.7851_ID_39-processed-gene-0.180-mRNA-1_1&gene=genemark-NODE_20_length_194204_cov_51.7851_ID_39-processed-gene-0.180&CDS=1-3498
2779	OG0002779	YLR454W	augustus_masked-NODE_20_length_194204_cov_51.7851_ID_39-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_20_length_194204_cov_51.7851_ID_39-processed-gene-0.90&CDS=1-7722
2780	OG0002780	YLR455W	genemark-NODE_20_length_194204_cov_51.7851_ID_39-processed-gene-0.151-mRNA-1_1&gene=genemark-NODE_20_length_194204_cov_51.7851_ID_39-processed-gene-0.151&CDS=1-873
2781	OG0002781	YML001W	augustus_masked-NODE_65_length_68966_cov_50.8347_ID_129-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_65_length_68966_cov_50.8347_ID_129-processed-gene-0.41&CDS=1-621
2782	OG0002782	YML002W	snap_masked-NODE_30_length_140960_cov_48.4642_ID_59-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_30_length_140960_cov_48.4642_ID_59-processed-gene-0.65&CDS=1-3828
2783	OG0002783	YML004C	augustus_masked-NODE_85_length_34908_cov_43.9563_ID_169-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_85_length_34908_cov_43.9563_ID_169-processed-gene-0.33&CDS=1-933
2784	OG0002784	YML005W	snap_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_17_length_204173_cov_50.8345_ID_33-processed-gene-0.63&CDS=1-1248
2785	OG0002785	YML006C	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.61&CDS=1-2214
2786	OG0002786	YML007W	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.43&CDS=1-1653
2787	OG0002787	YML008C	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.60&CDS=1-1131
2788	OG0002788	YML009C	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.58&CDS=1-216
2789	OG0002789	YML010W	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.41&CDS=1-2961
2790	OG0002790	YML011C	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.57&CDS=1-543
2791	OG0002791	YML012W	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.40&CDS=1-630
2792	OG0002792	YML013W	snap_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.3&CDS=1-1923
2793	OG0002793	YML014W	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.38&CDS=1-831
2794	OG0002794	YML015C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-2.20&CDS=1-1041
2795	OG0002795	YML017W	genemark-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.71&CDS=1-1515
2796	OG0002796	YML018C	genemark-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.91&CDS=1-564
2797	OG0002797	YML019W	genemark-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.70&CDS=1-879
2798	OG0002798	YML020W	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.36&CDS=1-1965
2799	OG0002799	YML021C	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.55&CDS=1-1038
2800	OG0002800	YML022W	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.35&CDS=1-561
2801	OG0002801	YML023C	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.54&CDS=1-1626
2802	OG0002802	YML025C	augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.161&CDS=1-828
2803	OG0002803	YML027W	augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.129&CDS=1-1386
2804	OG0002804	YML029W	snap_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.192-mRNA-1_1&gene=snap_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.192&CDS=1-2583
2805	OG0002805	YML030W	genemark-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.48&CDS=1-501
2806	OG0002806	YML031W	augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.125&CDS=1-1917
2807	OG0002807	YML032C	augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.159&CDS=1-1464
2808	OG0002808	YML035C	augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.158&CDS=1-2451
2809	OG0002809	YML036W	maker-NODE_23_length_178365_cov_50.7268_ID_45-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_23_length_178365_cov_50.7268_ID_45-snap-gene-0.2&CDS=1-516
2810	OG0002810	YML037C	augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.157&CDS=1-1446
2811	OG0002811	YML038C	augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.156&CDS=1-1452
2812	OG0002812	YML041C	augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.162&CDS=1-789
2813	OG0002813	YML042W	augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_6_length_412999_cov_51.6042_ID_11-processed-gene-0.47&CDS=1-2016
2814	OG0002814	YML043C	snap_masked-NODE_65_length_68966_cov_50.8347_ID_129-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_65_length_68966_cov_50.8347_ID_129-processed-gene-0.36&CDS=1-1599
2815	OG0002815	YML046W	augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-0.38&CDS=1-1854
2816	OG0002816	YML048W	augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-0.37&CDS=1-1245
2817	OG0002817	YML049C	augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-0.55&CDS=1-3822
2818	OG0002818	YML051W	augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-0.36&CDS=1-1299
2819	OG0002819	YML052W	augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_513399_cov_49.1939_ID_1-processed-gene-0.35&CDS=1-990
2820	OG0002820	YML054C	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.109&CDS=1-1776
2821	OG0002821	YML055W	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.77&CDS=1-519
2822	OG0002822	YML057W	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.76&CDS=1-1773
2823	OG0002823	YML058W	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.75&CDS=1-336
2824	OG0002824	YML059C	snap_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.47&CDS=1-4974
2825	OG0002825	YML060W	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.73&CDS=1-1104
2826	OG0002826	YML061C	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.106&CDS=1-2532
2827	OG0002827	YML062C	genemark-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.169-mRNA-1_1&gene=genemark-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.169&CDS=1-1215
2828	OG0002828	YML064C	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.104&CDS=1-756
2829	OG0002829	YML066C	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.103&CDS=1-1161
2830	OG0002830	YML067C	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.102&CDS=1-1062
2831	OG0002831	YML068W	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.70&CDS=1-1407
2832	OG0002832	YML069W	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.69&CDS=1-1632
2833	OG0002833	YML070W	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.68&CDS=1-1749
2834	OG0002834	YML071C	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.101&CDS=1-1659
2835	OG0002835	YML072C	maker-NODE_26_length_170956_cov_49.4269_ID_51-augustus-gene-0.188-mRNA-1_1&gene=maker-NODE_26_length_170956_cov_49.4269_ID_51-augustus-gene-0.188&CDS=1-5337
2836	OG0002836	YML076C	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.97&CDS=1-2862
2837	OG0002837	YML077W	augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_26_length_170956_cov_49.4269_ID_51-processed-gene-0.67&CDS=1-489
2838	OG0002838	YML080W	maker-NODE_5_length_452406_cov_49.1731_ID_9-augustus-gene-3.92-mRNA-1_1&gene=maker-NODE_5_length_452406_cov_49.1731_ID_9-augustus-gene-3.92&CDS=1-4608
2839	OG0002839	YML081C-A	snap_masked-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-3.188-mRNA-1_1&gene=snap_masked-NODE_5_length_452406_cov_49.1731_ID_9-processed-gene-3.188&CDS=1-189
2840	OG0002840	YML086C	maker-NODE_24_length_173956_cov_48.0629_ID_47-snap-gene-0.6-mRNA-1_1&gene=maker-NODE_24_length_173956_cov_48.0629_ID_47-snap-gene-0.6&CDS=1-2415
2841	OG0002841	YML088W	augustus_masked-NODE_24_length_173956_cov_48.0629_ID_47-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_24_length_173956_cov_48.0629_ID_47-processed-gene-0.128&CDS=1-2226
2842	OG0002842	YML091C	snap_masked-NODE_24_length_173956_cov_48.0629_ID_47-processed-gene-0.166-mRNA-1_1&gene=snap_masked-NODE_24_length_173956_cov_48.0629_ID_47-processed-gene-0.166&CDS=1-3648
2843	OG0002843	YML092C	snap_masked-NODE_24_length_173956_cov_48.0629_ID_47-processed-gene-0.167-mRNA-1_1&gene=snap_masked-NODE_24_length_173956_cov_48.0629_ID_47-processed-gene-0.167&CDS=1-750
2844	OG0002844	YML093W	genemark-NODE_24_length_173956_cov_48.0629_ID_47-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_24_length_173956_cov_48.0629_ID_47-processed-gene-0.52&CDS=1-2712
2845	OG0002845	YML094W	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.193-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.193&CDS=1-486
2846	OG0002846	YML095C	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.153&CDS=1-645
2847	OG0002847	YML096W	genemark-NODE_24_length_173956_cov_48.0629_ID_47-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_24_length_173956_cov_48.0629_ID_47-processed-gene-0.53&CDS=1-1557
2848	OG0002848	YML097C	genemark-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.60-mRNA-1_1&gene=genemark-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.60&CDS=1-1416
2849	OG0002849	YML098W	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.194-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.194&CDS=1-471
2850	OG0002850	YML099C	augustus_masked-NODE_24_length_173956_cov_48.0629_ID_47-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_24_length_173956_cov_48.0629_ID_47-processed-gene-0.102&CDS=1-5037
2851	OG0002851	YML102W	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.182-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.182&CDS=1-1446
2852	OG0002852	YML103C	genemark-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.47&CDS=1-8223
2853	OG0002853	YML105C	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.142&CDS=1-825
2854	OG0002854	YML106W	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.183-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.183&CDS=1-672
2855	OG0002855	YML108W	genemark-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.91-mRNA-1_1&gene=genemark-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.91&CDS=1-327
2856	OG0002856	YML109W	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.185-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.185&CDS=1-3327
2857	OG0002857	YML110C	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.143&CDS=1-858
2858	OG0002858	YML112W	snap_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.283-mRNA-1_1&gene=snap_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.283&CDS=1-858
2859	OG0002859	YML113W	snap_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.284-mRNA-1_1&gene=snap_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.284&CDS=1-870
2860	OG0002860	YML114C	snap_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.237-mRNA-1_1&gene=snap_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.237&CDS=1-1998
2861	OG0002861	YML115C	genemark-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.51-mRNA-1_1&gene=genemark-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.51&CDS=1-1542
2862	OG0002862	YML117W	genemark-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.97&CDS=1-3144
2863	OG0002863	YML119W	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.189-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.189&CDS=1-1104
2864	OG0002864	YML120C	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.146&CDS=1-1548
2865	OG0002865	YML121W	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.190-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.190&CDS=1-975
2866	OG0002866	YML123C	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.147&CDS=1-1722
2867	OG0002867	YML125C	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.149&CDS=1-939
2868	OG0002868	YML126C	augustus_masked-NODE_24_length_173956_cov_48.0629_ID_47-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_24_length_173956_cov_48.0629_ID_47-processed-gene-0.100&CDS=1-1353
2869	OG0002869	YML127W	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.191-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.191&CDS=1-1740
2870	OG0002870	YML128C	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.151&CDS=1-1644
2871	OG0002871	YML129C	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-3.152&CDS=1-222
