	OrthologID	Candida_glabrata	Saccharomyces_cerevisiae
2925	OG0002925	snap_masked-CR380957-processed-gene-1.5-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.5&CDS=1-963	YGR084C
2926	OG0002926	snap_masked-CR380957-processed-gene-1.6-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.6&CDS=1-1902	YGR083C
2927	OG0002927	snap_masked-CR380957-processed-gene-1.31-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.31&CDS=1-552	YGR082W
2928	OG0002928	snap_masked-CR380957-processed-gene-1.7-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.7&CDS=1-630	YGR081C
2929	OG0002929	snap_masked-CR380957-processed-gene-1.32-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.32&CDS=1-981	YGR080W
2930	OG0002930	snap_masked-CR380957-processed-gene-1.33-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.33&CDS=1-609	YGR079W
2931	OG0002931	snap_masked-CR380957-processed-gene-1.8-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.8&CDS=1-570	YGR078C
2932	OG0002932	snap_masked-CR380957-processed-gene-1.34-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.34&CDS=1-909	YOL073C
2933	OG0002933	snap_masked-CR380957-processed-gene-1.9-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.9&CDS=1-1833	YGR077C
2934	OG0002934	augustus_masked-CR380957-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-1.121&CDS=1-1158	YGR076C
2935	OG0002935	augustus_masked-CR380957-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-1.145&CDS=1-453	YGR074W
2936	OG0002936	snap_masked-CR380957-processed-gene-1.36-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.36&CDS=1-1254	YGR072W
2937	OG0002937	snap_masked-CR380957-processed-gene-1.12-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.12&CDS=1-975	YDL047W
2938	OG0002938	snap_masked-CR380957-processed-gene-1.13-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.13&CDS=1-555	YDL046W
2939	OG0002939	snap_masked-CR380957-processed-gene-1.14-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.14&CDS=1-285	YDL045W-A
2940	OG0002940	snap_masked-CR380957-processed-gene-1.37-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.37&CDS=1-912	YDL045C
2941	OG0002941	snap_masked-CR380957-processed-gene-1.38-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.38&CDS=1-1260	YDL044C
2942	OG0002942	snap_masked-CR380957-processed-gene-1.39-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.39&CDS=1-789	YDL043C
2943	OG0002943	snap_masked-CR380957-processed-gene-1.42-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.42&CDS=1-2784	YDL035C
2944	OG0002944	augustus_masked-CR380957-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-1.153&CDS=1-1218	YDL033C
2945	OG0002945	snap_masked-CR380957-processed-gene-1.15-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.15&CDS=1-2907	YDL031W
2946	OG0002946	genemark-CR380957-processed-gene-1.71-mRNA-1_1&gene=genemark-CR380957-processed-gene-1.71&CDS=1-2667	YDL029W
2947	OG0002947	snap_masked-CR380957-processed-gene-1.44-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.44&CDS=1-2322	YDL028C
2948	OG0002948	snap_masked-CR380957-processed-gene-1.46-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.46&CDS=1-1446	YDL025C
2949	OG0002949	snap_masked-CR380957-processed-gene-1.47-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.47&CDS=1-1497	YDL020C
2950	OG0002950	snap_masked-CR380957-processed-gene-1.50-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.50&CDS=1-660	YDL018C
2951	OG0002951	snap_masked-CR380957-processed-gene-1.20-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.20&CDS=1-1512	YDL017W
2952	OG0002952	snap_masked-CR380957-processed-gene-1.51-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.51&CDS=1-930	YDL015C
2953	OG0002953	snap_masked-CR380957-processed-gene-1.21-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.21&CDS=1-969	YDL014W
2954	OG0002954	snap_masked-CR380957-processed-gene-1.22-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.22&CDS=1-1518	YDL013W
2955	OG0002955	snap_masked-CR380957-processed-gene-1.23-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.23&CDS=1-1344	YER136W
2956	OG0002956	snap_masked-CR380957-processed-gene-1.24-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.24&CDS=1-390	YBL025W
2957	OG0002957	snap_masked-CR380957-processed-gene-1.25-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.25&CDS=1-2016	YBL024W
2958	OG0002958	snap_masked-CR380957-processed-gene-1.27-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.27&CDS=1-534	YER134C
2959	OG0002959	snap_masked-CR380957-processed-gene-2.3-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.3&CDS=1-3486	YER129W
2960	OG0002960	augustus_masked-CR380957-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-2.46&CDS=1-1680	YER127W
2961	OG0002961	snap_masked-CR380957-processed-gene-2.2-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.2&CDS=1-783	YER126C
2962	OG0002962	snap_masked-CR380957-processed-gene-2.24-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.24&CDS=1-2466	YER125W
2963	OG0002963	snap_masked-CR380957-processed-gene-2.6-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.6&CDS=1-1701	YER124C
2964	OG0002964	augustus_masked-CR380957-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-2.48&CDS=1-4602	YPR022C
2965	OG0002965	snap_masked-CR380957-processed-gene-2.8-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.8&CDS=1-2757	YPR021C
2966	OG0002966	snap_masked-CR380957-processed-gene-2.9-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.9&CDS=1-1695	YGL171W
2967	OG0002967	snap_masked-CR380957-processed-gene-2.26-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.26&CDS=1-369	YPR020W
2968	OG0002968	snap_masked-CR380957-processed-gene-2.27-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.27&CDS=1-2772	YPR019W
2969	OG0002969	snap_masked-CR380957-processed-gene-2.28-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.28&CDS=1-1752	YPR018W
2970	OG0002970	snap_masked-CR380957-processed-gene-2.10-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.10&CDS=1-450	YPR017C
2971	OG0002971	snap_masked-CR380957-processed-gene-2.11-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.11&CDS=1-735	YPR016C
2972	OG0002972	snap_masked-CR380957-processed-gene-2.30-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.30&CDS=1-963	YHL011C
2973	OG0002973	snap_masked-CR380957-processed-gene-2.31-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.31&CDS=1-1758	YHL010C
2974	OG0002974	snap_masked-CR380957-processed-gene-2.33-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.33&CDS=1-1881	YHL008C
2975	OG0002975	snap_masked-CR380957-processed-gene-2.35-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.35&CDS=1-465	YHL006C
2976	OG0002976	snap_masked-CR380957-processed-gene-2.13-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.13&CDS=1-1191	YHL004W
2977	OG0002977	snap_masked-CR380957-processed-gene-2.14-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.14&CDS=1-1350	YHL002W
2978	OG0002978	snap_masked-CR380957-processed-gene-2.15-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.15&CDS=1-786	YKL007W
2979	OG0002979	snap_masked-CR380957-processed-gene-2.17-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.17&CDS=1-702	YKL002W
2980	OG0002980	augustus_masked-CR380957-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-2.77&CDS=1-1344	YHR001W
2981	OG0002981	snap_masked-CR380957-processed-gene-2.18-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.18&CDS=1-240	YHR001W-A
2982	OG0002982	snap_masked-CR380957-processed-gene-2.19-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.19&CDS=1-1086	YHR002W
2983	OG0002983	snap_masked-CR380957-processed-gene-2.38-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.38&CDS=1-1314	YKL027W
2984	OG0002984	snap_masked-CR380957-processed-gene-2.39-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.39&CDS=1-1392	YHR004C
2985	OG0002985	snap_masked-CR380957-processed-gene-2.20-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.20&CDS=1-834	YMR069W
2986	OG0002986	augustus_masked-CR380957-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-2.62&CDS=1-1941	YMR070W
2987	OG0002987	snap_masked-CR380957-processed-gene-2.40-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.40&CDS=1-501	YMR071C
2988	OG0002988	snap_masked-CR380957-processed-gene-2.22-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.22&CDS=1-603	YMR072W
2989	OG0002989	snap_masked-CR380957-processed-gene-2.41-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.41&CDS=1-606	YMR073C
2990	OG0002990	snap_masked-CR380957-processed-gene-2.42-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.42&CDS=1-387	YMR074C
2991	OG0002991	snap_masked-CR380957-processed-gene-2.23-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-2.23&CDS=1-1281	YHL014C
2992	OG0002992	snap_masked-CR380957-processed-gene-3.5-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.5&CDS=1-357	YHL015W
2993	OG0002993	snap_masked-CR380957-processed-gene-3.2-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.2&CDS=1-2172	YHL016C
2994	OG0002994	snap_masked-CR380957-processed-gene-3.7-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.7&CDS=1-324	YHL018W
2995	OG0002995	snap_masked-CR380957-processed-gene-3.3-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.3&CDS=1-1794	YHL019C
2996	OG0002996	snap_masked-CR380957-processed-gene-3.4-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.4&CDS=1-1461	YHL020C
2997	OG0002997	snap_masked-CR380957-processed-gene-3.9-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.9&CDS=1-891	YMR099C
2998	OG0002998	genemark-CR380957-processed-gene-3.59-mRNA-1_1&gene=genemark-CR380957-processed-gene-3.59&CDS=1-1806	YMR100W
2999	OG0002999	snap_masked-CR380957-processed-gene-3.33-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.33&CDS=1-867	YMR101C
3000	OG0003000	snap_masked-CR380957-processed-gene-3.34-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.34&CDS=1-2934	YMR102C
3001	OG0003001	genemark-CR380957-processed-gene-3.81-mRNA-1_1&gene=genemark-CR380957-processed-gene-3.81&CDS=1-2109	YKL126W
3002	OG0003002	snap_masked-CR380957-processed-gene-3.37-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.37&CDS=1-1845	YMR106C
3003	OG0003003	snap_masked-CR380957-processed-gene-3.11-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.11&CDS=1-282	YMR107W
3004	OG0003004	augustus_masked-CR380957-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-3.105&CDS=1-2031	YMR108W
3005	OG0003005	augustus_masked-CR380957-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-3.129&CDS=1-1581	YMR110C
3006	OG0003006	snap_masked-CR380957-processed-gene-3.38-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.38&CDS=1-375	YMR112C
3007	OG0003007	snap_masked-CR380957-processed-gene-3.15-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.15&CDS=1-1338	YMR113W
3008	OG0003008	snap_masked-CR380957-processed-gene-3.39-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.39&CDS=1-1071	YMR114C
3009	OG0003009	snap_masked-CR380957-processed-gene-3.16-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.16&CDS=1-1455	YMR115W
3010	OG0003010	snap_masked-CR380957-processed-gene-3.40-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.40&CDS=1-603	YMR117C
3011	OG0003011	snap_masked-CR380957-processed-gene-3.17-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.17&CDS=1-1791	YMR119W
3012	OG0003012	snap_masked-CR380957-processed-gene-3.19-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.19&CDS=1-2730	YMR124W
3013	OG0003013	snap_masked-CR380957-processed-gene-3.20-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.20&CDS=1-2574	YMR125W
3014	OG0003014	genemark-CR380957-processed-gene-3.88-mRNA-1_1&gene=genemark-CR380957-processed-gene-3.88&CDS=1-1167	YMR126C
3015	OG0003015	snap_masked-CR380957-processed-gene-3.42-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.42&CDS=1-1059	YMR127C
3016	OG0003016	snap_masked-CR380957-processed-gene-3.21-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.21&CDS=1-3885	YMR128W
3017	OG0003017	augustus_masked-CR380957-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-3.114&CDS=1-3951	YMR129W
3018	OG0003018	snap_masked-CR380957-processed-gene-3.23-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.23&CDS=1-912	YMR130W
3019	OG0003019	snap_masked-CR380957-processed-gene-3.43-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.43&CDS=1-1539	YMR131C
3020	OG0003020	snap_masked-CR380957-processed-gene-3.44-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.44&CDS=1-612	YMR132C
3021	OG0003021	snap_masked-CR380957-processed-gene-3.24-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.24&CDS=1-1083	YMR133W
3022	OG0003022	snap_masked-CR380957-processed-gene-3.25-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.25&CDS=1-705	YMR134W
3023	OG0003023	snap_masked-CR380957-processed-gene-3.45-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.45&CDS=1-1515	YMR135C
3024	OG0003024	snap_masked-CR380957-processed-gene-3.26-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.26&CDS=1-1077	YGR028W
3025	OG0003025	snap_masked-CR380957-processed-gene-3.46-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.46&CDS=1-471	YGR030C
3026	OG0003026	snap_masked-CR380957-processed-gene-3.27-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.27&CDS=1-843	YGR031W
3027	OG0003027	snap_masked-CR380957-processed-gene-3.47-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.47&CDS=1-672	YGR033C
3028	OG0003028	augustus_masked-CR380957-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-3.139&CDS=1-957	YGR036C
3029	OG0003029	snap_masked-CR380957-processed-gene-3.29-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.29&CDS=1-645	YGR038W
3030	OG0003030	augustus_masked-CR380957-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-3.123&CDS=1-1974	YGR042W
3031	OG0003031	snap_masked-CR380957-processed-gene-4.72-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.72&CDS=1-1641	YGR044C
3032	OG0003032	snap_masked-CR380957-processed-gene-4.73-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.73&CDS=1-1065	YGR052W
3033	OG0003033	augustus_masked-CR380957-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-4.51&CDS=1-819	YGR053C
3034	OG0003034	snap_masked-CR380957-processed-gene-4.74-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.74&CDS=1-1941	YGR054W
3035	OG0003035	snap_masked-CR380957-processed-gene-4.85-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.85&CDS=1-849	YGR057C
3036	OG0003036	snap_masked-CR380957-processed-gene-4.77-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.77&CDS=1-1083	YGR058W
3037	OG0003037	snap_masked-CR380957-processed-gene-4.79-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.79&CDS=1-924	YGR060W
3038	OG0003038	snap_masked-CR380957-processed-gene-4.86-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.86&CDS=1-4038	YGR061C
3039	OG0003039	snap_masked-CR380957-processed-gene-4.87-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.87&CDS=1-951	YGR062C
3040	OG0003040	snap_masked-CR380957-processed-gene-4.88-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.88&CDS=1-306	YGR063C
3041	OG0003041	maker-CR380957-snap-gene-4.35-mRNA-1_1&gene=maker-CR380957-snap-gene-4.35&CDS=1-3669	YGR065C
3042	OG0003042	snap_masked-CR380957-processed-gene-4.91-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.91&CDS=1-3039	YGR067C
3043	OG0003043	snap_masked-CR380957-processed-gene-4.92-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.92&CDS=1-1752	YGR068C
3044	OG0003044	snap_masked-CR380957-processed-gene-4.95-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.95&CDS=1-2388	YNL212W
3045	OG0003045	snap_masked-CR380957-processed-gene-4.82-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.82&CDS=1-621	YNL213C
3046	OG0003046	augustus_masked-CR380957-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-4.63&CDS=1-633	YNL214W
3047	OG0003047	augustus_masked-CR380957-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-4.64&CDS=1-2022	YDL233W
3048	OG0003048	snap_masked-CR380957-processed-gene-4.98-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.98&CDS=1-1065	YNL215W
3049	OG0003049	snap_masked-CR380957-processed-gene-4.99-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.99&CDS=1-2061	YNL216W
3050	OG0003050	augustus_masked-CR380957-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-4.67&CDS=1-960	YNL217W
3051	OG0003051	snap_masked-CR380957-processed-gene-4.83-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.83&CDS=1-483	YDL235C
3052	OG0003052	augustus_masked-CR380957-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-4.68&CDS=1-1677	YNL218W
3053	OG0003053	augustus_masked-CR380957-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-4.50&CDS=1-1674	YNL219C
3054	OG0003054	snap_masked-CR380957-processed-gene-4.102-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.102&CDS=1-1296	YNL220W
3055	OG0003055	snap_masked-CR380957-processed-gene-5.0-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.0&CDS=1-2571	YNL221C
3056	OG0003056	genemark-CR380957-processed-gene-5.45-mRNA-1_1&gene=genemark-CR380957-processed-gene-5.45&CDS=1-612	YNL222W
3057	OG0003057	snap_masked-CR380957-processed-gene-5.2-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.2&CDS=1-2235	YPR024W
3058	OG0003058	snap_masked-CR380957-processed-gene-5.3-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.3&CDS=1-1101	YPR025C
3059	OG0003059	snap_masked-CR380957-processed-gene-5.4-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.4&CDS=1-3636	YPR026W
3060	OG0003060	snap_masked-CR380957-processed-gene-5.5-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.5&CDS=1-531	YPR028W
3061	OG0003061	snap_masked-CR380957-processed-gene-5.27-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.27&CDS=1-2736	YPR029C
3062	OG0003062	snap_masked-CR380957-processed-gene-5.7-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.7&CDS=1-2283	YPR031W
3063	OG0003063	snap_masked-CR380957-processed-gene-5.28-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.28&CDS=1-1551	YPR033C
3064	OG0003064	snap_masked-CR380957-processed-gene-5.9-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.9&CDS=1-1587	YPR034W
3065	OG0003065	snap_masked-CR380957-processed-gene-5.10-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.10&CDS=1-1116	YPR035W
3066	OG0003066	snap_masked-CR380957-processed-gene-5.11-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.11&CDS=1-1515	YPR036W
3067	OG0003067	snap_masked-CR380957-processed-gene-5.29-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.29&CDS=1-621	YPR037C
3068	OG0003068	snap_masked-CR380957-processed-gene-5.14-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.14&CDS=1-1227	YPR040W
3069	OG0003069	snap_masked-CR380957-processed-gene-5.15-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.15&CDS=1-1809	YOR073W
3070	OG0003070	snap_masked-CR380957-processed-gene-5.30-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.30&CDS=1-894	YOR074C
3071	OG0003071	snap_masked-CR380957-processed-gene-5.16-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.16&CDS=1-1020	YOR075W
3072	OG0003072	snap_masked-CR380957-processed-gene-5.17-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.17&CDS=1-723	YOR077W
3073	OG0003073	augustus_masked-CR380957-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-5.100&CDS=1-690	YOR078W
3074	OG0003074	snap_masked-CR380957-processed-gene-5.32-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.32&CDS=1-993	YOR079C
3075	OG0003075	augustus_masked-CR380957-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-5.101&CDS=1-2130	YOR080W
3076	OG0003076	augustus_masked-CR380957-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-5.102&CDS=1-1290	YOR083W
3077	OG0003077	snap_masked-CR380957-processed-gene-5.35-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.35&CDS=1-3309	YDR507C
3078	OG0003078	snap_masked-CR380957-processed-gene-5.36-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.36&CDS=1-324	YDR510W
3079	OG0003079	snap_masked-CR380957-processed-gene-5.23-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.23&CDS=1-411	YDR511W
3080	OG0003080	snap_masked-CR380957-processed-gene-5.37-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.37&CDS=1-264	YDR512C
3081	OG0003081	snap_masked-CR380957-processed-gene-5.24-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.24&CDS=1-327	YCL035C
3082	OG0003082	snap_masked-CR380957-processed-gene-5.38-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.38&CDS=1-1461	YDR514C
3083	OG0003083	snap_masked-CR380957-processed-gene-5.39-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.39&CDS=1-1596	YGL160W
3084	OG0003084	snap_masked-CR380957-processed-gene-5.40-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.40&CDS=1-1704	YLR259C
3085	OG0003085	snap_masked-CR380957-processed-gene-5.41-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.41&CDS=1-657	YLR262C
3086	OG0003086	snap_masked-CR380957-processed-gene-5.42-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.42&CDS=1-192	YLR262C-A
3087	OG0003087	augustus_masked-CR380957-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-6.44&CDS=1-1695	YLR267W
3088	OG0003088	augustus_masked-CR380957-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-6.42&CDS=1-843	YDR446W
3089	OG0003089	snap_masked-CR380957-processed-gene-6.5-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-6.5&CDS=1-1335	YDR448W
3090	OG0003090	snap_masked-CR380957-processed-gene-6.23-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-6.23&CDS=1-1359	YDR449C
3091	OG0003091	snap_masked-CR380957-processed-gene-6.6-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-6.6&CDS=1-1989	YDR452W
3092	OG0003092	snap_masked-CR380957-processed-gene-6.25-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-6.25&CDS=1-555	YDR454C
3093	OG0003093	snap_masked-CR380957-processed-gene-6.7-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-6.7&CDS=1-9741	YDR457W
3094	OG0003094	augustus_masked-CR380957-processed-gene-6.67-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-6.67&CDS=1-1056	YDR459C
3095	OG0003095	snap_masked-CR380957-processed-gene-6.8-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-6.8&CDS=1-990	YDR460W
3096	OG0003096	genemark-CR380957-processed-gene-6.88-mRNA-1_1&gene=genemark-CR380957-processed-gene-6.88&CDS=1-438	YDR462W
3097	OG0003097	snap_masked-CR380957-processed-gene-6.10-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-6.10&CDS=1-1077	YDR463W
3098	OG0003098	augustus_masked-CR380957-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-6.51&CDS=1-4821	YDR464W
3099	OG0003099	snap_masked-CR380957-processed-gene-6.29-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-6.29&CDS=1-1236	YDR465C
3100	OG0003100	snap_masked-CR380957-processed-gene-6.12-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-6.12&CDS=1-2973	YDR466W
3101	OG0003101	snap_masked-CR380957-processed-gene-6.30-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-6.30&CDS=1-675	YDR468C
3102	OG0003102	snap_masked-CR380957-processed-gene-6.13-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-6.13&CDS=1-336	YDR469W
3103	OG0003103	snap_masked-CR380957-processed-gene-6.31-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-6.31&CDS=1-1536	YDR470C
