	OrthologID	Ascoidea_rubescens	Saccharomyces_cerevisiae
2761	OG0002761	augustus_masked-scaffold_5-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.53&CDS=1-1284	YJL143W
2762	OG0002762	genemark-scaffold_5-processed-gene-5.100-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.100&CDS=1-1680	YPR036W
2763	OG0002763	genemark-scaffold_5-processed-gene-5.118-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.118&CDS=1-774	YIL064W
2764	OG0002764	genemark-scaffold_5-processed-gene-5.106-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.106&CDS=1-1230	YOR239W
2765	OG0002765	genemark-scaffold_5-processed-gene-5.123-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.123&CDS=1-996	YPL149W
2766	OG0002766	genemark-scaffold_5-processed-gene-5.124-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.124&CDS=1-3339	YPL150W
2767	OG0002767	augustus_masked-scaffold_5-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.62&CDS=1-1488	YOR241W
2768	OG0002768	genemark-scaffold_5-processed-gene-5.110-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.110&CDS=1-321	YOR265W
2769	OG0002769	genemark-scaffold_5-processed-gene-6.35-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.35&CDS=1-1629	YLR133W
2770	OG0002770	maker-scaffold_5-snap-gene-6.33-mRNA-1_1&gene=maker-scaffold_5-snap-gene-6.33&CDS=1-972	YHR090C
2771	OG0002771	genemark-scaffold_5-processed-gene-6.36-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.36&CDS=1-1737	YPL172C
2772	OG0002772	genemark-scaffold_5-processed-gene-6.40-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.40&CDS=1-1098	YOR261C
2773	OG0002773	genemark-scaffold_5-processed-gene-6.37-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.37&CDS=1-1110	YOR262W
2774	OG0002774	genemark-scaffold_5-processed-gene-6.42-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.42&CDS=1-2106	YGL252C
2775	OG0002775	genemark-scaffold_5-processed-gene-6.43-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.43&CDS=1-1446	YGL253W
2776	OG0002776	genemark-scaffold_5-processed-gene-6.57-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.57&CDS=1-1557	YER006W
2777	OG0002777	genemark-scaffold_5-processed-gene-6.44-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.44&CDS=1-2430	YER005W
2778	OG0002778	genemark-scaffold_5-processed-gene-6.45-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.45&CDS=1-1221	YPR108W
2779	OG0002779	genemark-scaffold_5-processed-gene-6.47-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.47&CDS=1-1359	YAL013W
2780	OG0002780	genemark-scaffold_5-processed-gene-6.51-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.51&CDS=1-2364	YGL009C
2781	OG0002781	maker-scaffold_5-snap-gene-6.34-mRNA-1_1&gene=maker-scaffold_5-snap-gene-6.34&CDS=1-3576	YPL268W
2782	OG0002782	genemark-scaffold_5-processed-gene-6.54-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.54&CDS=1-1560	YMR020W
2783	OG0002783	snap_masked-scaffold_5-processed-gene-6.88-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.88&CDS=1-3570	YMR029C
2784	OG0002784	genemark-scaffold_5-processed-gene-6.55-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.55&CDS=1-501	YMR022W
2785	OG0002785	genemark-scaffold_5-processed-gene-7.43-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.43&CDS=1-1074	YNL191W
2786	OG0002786	maker-scaffold_5-snap-gene-7.75-mRNA-1_1&gene=maker-scaffold_5-snap-gene-7.75&CDS=1-411	YDR308C
2787	OG0002787	snap_masked-scaffold_5-processed-gene-7.27-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.27&CDS=1-762	YGL174W
2788	OG0002788	genemark-scaffold_5-processed-gene-7.49-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.49&CDS=1-2622	YPR160W
2789	OG0002789	genemark-scaffold_5-processed-gene-7.51-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.51&CDS=1-2364	YBR163W
2790	OG0002790	genemark-scaffold_5-processed-gene-7.52-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.52&CDS=1-2010	YDR189W
2791	OG0002791	genemark-scaffold_5-processed-gene-7.54-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.54&CDS=1-1890	YPR084W
2792	OG0002792	snap_masked-scaffold_5-processed-gene-7.31-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.31&CDS=1-1797	YPL227C
2793	OG0002793	genemark-scaffold_5-processed-gene-7.55-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.55&CDS=1-576	YDR248C
2794	OG0002794	genemark-scaffold_5-processed-gene-7.58-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.58&CDS=1-2124	YLR077W
2795	OG0002795	genemark-scaffold_5-processed-gene-7.67-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.67&CDS=1-3180	YAL003W
2796	OG0002796	genemark-scaffold_5-processed-gene-7.59-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.59&CDS=1-2415	YPL228W
2797	OG0002797	augustus_masked-scaffold_5-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.107&CDS=1-1641	YFL040W
2798	OG0002798	genemark-scaffold_5-processed-gene-7.60-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.60&CDS=1-426	YNR046W
2799	OG0002799	genemark-scaffold_5-processed-gene-7.72-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.72&CDS=1-1971	YDR349C
2800	OG0002800	maker-scaffold_5-snap-gene-8.68-mRNA-1_1&gene=maker-scaffold_5-snap-gene-8.68&CDS=1-2499	YAL021C
2801	OG0002801	genemark-scaffold_5-processed-gene-8.95-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.95&CDS=1-4038	YGR134W
2802	OG0002802	genemark-scaffold_5-processed-gene-8.96-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.96&CDS=1-1041	YLR447C
2803	OG0002803	genemark-scaffold_5-processed-gene-8.97-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.97&CDS=1-2511	YHL024W
2804	OG0002804	maker-scaffold_5-snap-gene-8.74-mRNA-1_1&gene=maker-scaffold_5-snap-gene-8.74&CDS=1-1341	YDL216C
2805	OG0002805	genemark-scaffold_5-processed-gene-8.99-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.99&CDS=1-1233	YJR088C
2806	OG0002806	maker-scaffold_5-snap-gene-8.70-mRNA-1_1&gene=maker-scaffold_5-snap-gene-8.70&CDS=1-2130	YNL183C
2807	OG0002807	genemark-scaffold_5-processed-gene-8.102-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.102&CDS=1-450	YNL185C
2808	OG0002808	genemark-scaffold_5-processed-gene-8.108-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.108&CDS=1-708	YJL096W
2809	OG0002809	genemark-scaffold_5-processed-gene-8.109-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.109&CDS=1-681	YJL097W
2810	OG0002810	genemark-scaffold_5-processed-gene-8.111-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.111&CDS=1-975	YJL066C
2811	OG0002811	snap_masked-scaffold_5-processed-gene-8.30-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.30&CDS=1-390	YJR044C
2812	OG0002812	snap_masked-scaffold_5-processed-gene-8.11-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.11&CDS=1-573	YCR027C
2813	OG0002813	maker-scaffold_5-snap-gene-8.72-mRNA-1_1&gene=maker-scaffold_5-snap-gene-8.72&CDS=1-963	YGL043W
2814	OG0002814	genemark-scaffold_5-processed-gene-8.114-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.114&CDS=1-909	YAR015W
2815	OG0002815	augustus_masked-scaffold_5-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.81&CDS=1-891	YPL092W
2816	OG0002816	genemark-scaffold_5-processed-gene-9.163-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.163&CDS=1-489	YGL231C
2817	OG0002817	snap_masked-scaffold_5-processed-gene-9.39-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.39&CDS=1-3792	YPL153C
2818	OG0002818	augustus_masked-scaffold_5-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.82&CDS=1-5142	YGL241W
2819	OG0002819	genemark-scaffold_5-processed-gene-9.170-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.170&CDS=1-759	YGL242C
2820	OG0002820	genemark-scaffold_5-processed-gene-9.136-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.136&CDS=1-1599	YPR163C
2821	OG0002821	snap_masked-scaffold_5-processed-gene-9.47-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.47&CDS=1-1773	YNR030W
2822	OG0002822	snap_masked-scaffold_5-processed-gene-9.13-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.13&CDS=1-825	YNR029C
2823	OG0002823	genemark-scaffold_5-processed-gene-9.179-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.179&CDS=1-1188	YEL009C
2824	OG0002824	genemark-scaffold_5-processed-gene-9.146-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.146&CDS=1-6024	YGR267C
2825	OG0002825	genemark-scaffold_5-processed-gene-9.147-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.147&CDS=1-1671	YOR245C
2826	OG0002826	genemark-scaffold_5-processed-gene-9.149-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.149&CDS=1-1572	YBR286W
2827	OG0002827	genemark-scaffold_5-processed-gene-9.182-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.182&CDS=1-807	YNL010W
2828	OG0002828	genemark-scaffold_5-processed-gene-9.150-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.150&CDS=1-3780	YBL014C
2829	OG0002829	maker-scaffold_5-snap-gene-9.77-mRNA-1_1&gene=maker-scaffold_5-snap-gene-9.77&CDS=1-2121	YHL029C
2830	OG0002830	genemark-scaffold_5-processed-gene-9.184-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.184&CDS=1-1878	YHL040C
2831	OG0002831	genemark-scaffold_5-processed-gene-9.152-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.152&CDS=1-2409	YFR021W
2832	OG0002832	genemark-scaffold_5-processed-gene-9.185-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.185&CDS=1-1791	YLR060W
2833	OG0002833	genemark-scaffold_5-processed-gene-9.153-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.153&CDS=1-1125	YMR214W
2834	OG0002834	genemark-scaffold_5-processed-gene-9.186-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.186&CDS=1-2622	YLR347C
2835	OG0002835	genemark-scaffold_5-processed-gene-9.154-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.154&CDS=1-621	YLR250W
2836	OG0002836	genemark-scaffold_5-processed-gene-9.155-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.155&CDS=1-558	YDL217C
2837	OG0002837	genemark-scaffold_5-processed-gene-9.156-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.156&CDS=1-918	YPL157W
2838	OG0002838	snap_masked-scaffold_5-processed-gene-9.56-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.56&CDS=1-2610	YPL155C
2839	OG0002839	genemark-scaffold_5-processed-gene-9.157-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.157&CDS=1-963	YHL011C
2840	OG0002840	genemark-scaffold_5-processed-gene-9.158-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.158&CDS=1-648	YOR289W
2841	OG0002841	genemark-scaffold_6-processed-gene-0.88-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.88&CDS=1-1602	YFL016C
2842	OG0002842	genemark-scaffold_6-processed-gene-0.89-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.89&CDS=1-1095	YCL018W
2843	OG0002843	genemark-scaffold_6-processed-gene-0.90-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.90&CDS=1-1584	YJR010W
2844	OG0002844	maker-scaffold_6-snap-gene-0.40-mRNA-1_1&gene=maker-scaffold_6-snap-gene-0.40&CDS=1-2220	YGL050W
2845	OG0002845	maker-scaffold_6-snap-gene-0.42-mRNA-1_1&gene=maker-scaffold_6-snap-gene-0.42&CDS=1-1743	YHR030C
2846	OG0002846	snap_masked-scaffold_6-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.26&CDS=1-3948	YDR425W
2847	OG0002847	genemark-scaffold_6-processed-gene-0.97-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.97&CDS=1-1398	YMR026C
2848	OG0002848	genemark-scaffold_6-processed-gene-0.111-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.111&CDS=1-1839	YNL317W
2849	OG0002849	augustus_masked-scaffold_6-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.68&CDS=1-2007	YOL094C
2850	OG0002850	genemark-scaffold_6-processed-gene-0.112-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.112&CDS=1-654	YKL122C
2851	OG0002851	genemark-scaffold_6-processed-gene-0.104-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.104&CDS=1-1986	YBR280C
2852	OG0002852	genemark-scaffold_6-processed-gene-1.1-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.1&CDS=1-1095	YPR035W
2853	OG0002853	augustus_masked-scaffold_6-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.32&CDS=1-5004	YMR247C
2854	OG0002854	augustus_masked-scaffold_6-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.34&CDS=1-3120	YLR001C
2855	OG0002855	genemark-scaffold_6-processed-gene-1.15-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.15&CDS=1-1839	YOR320C
2856	OG0002856	genemark-scaffold_6-processed-gene-1.16-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.16&CDS=1-1140	YAL060W
2857	OG0002857	genemark-scaffold_6-processed-gene-1.4-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.4&CDS=1-1122	YNL274C
2858	OG0002858	snap_masked-scaffold_6-processed-gene-1.85-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.85&CDS=1-7629	YBR136W
2859	OG0002859	genemark-scaffold_6-processed-gene-1.5-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.5&CDS=1-3585	YDR440W
2860	OG0002860	genemark-scaffold_6-processed-gene-1.19-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.19&CDS=1-1569	YMR015C
2861	OG0002861	genemark-scaffold_6-processed-gene-1.6-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.6&CDS=1-2271	YGL205W
2862	OG0002862	genemark-scaffold_6-processed-gene-1.21-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.21&CDS=1-1521	YPL083C
2863	OG0002863	genemark-scaffold_6-processed-gene-1.22-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.22&CDS=1-981	YPR176C
2864	OG0002864	genemark-scaffold_6-processed-gene-1.24-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.24&CDS=1-909	YDR432W
2865	OG0002865	genemark-scaffold_6-processed-gene-1.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.10&CDS=1-2559	YKL124W
2866	OG0002866	genemark-scaffold_6-processed-gene-1.25-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.25&CDS=1-2439	YNL256W
2867	OG0002867	genemark-scaffold_6-processed-gene-1.26-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.26&CDS=1-2247	YJR001W
2868	OG0002868	genemark-scaffold_6-processed-gene-1.13-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.13&CDS=1-1533	YGL066W
2869	OG0002869	genemark-scaffold_6-processed-gene-1.14-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.14&CDS=1-3564	YFR027W
2870	OG0002870	maker-scaffold_6-snap-gene-1.64-mRNA-1_1&gene=maker-scaffold_6-snap-gene-1.64&CDS=1-2595	YGR194C
2871	OG0002871	genemark-scaffold_6-processed-gene-3.80-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.80&CDS=1-987	YBR002C
2872	OG0002872	genemark-scaffold_6-processed-gene-3.89-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.89&CDS=1-594	YDR002W
2873	OG0002873	genemark-scaffold_6-processed-gene-3.81-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.81&CDS=1-879	YNL025C
2874	OG0002874	snap_masked-scaffold_6-processed-gene-3.23-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.23&CDS=1-2781	YNR013C
2875	OG0002875	augustus_masked-scaffold_6-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.67&CDS=1-2688	YLR247C
2876	OG0002876	genemark-scaffold_6-processed-gene-3.82-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.82&CDS=1-2457	YOR205C
2877	OG0002877	genemark-scaffold_6-processed-gene-3.83-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.83&CDS=1-4953	YML005W
2878	OG0002878	genemark-scaffold_6-processed-gene-3.85-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.85&CDS=1-1905	YAR007C
2879	OG0002879	genemark-scaffold_6-processed-gene-3.96-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.96&CDS=1-3708	YGL016W
2880	OG0002880	genemark-scaffold_6-processed-gene-3.86-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.86&CDS=1-3102	YDL215C
2881	OG0002881	augustus_masked-scaffold_6-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.6&CDS=1-1620	YLR243W
2882	OG0002882	snap_masked-scaffold_6-processed-gene-4.39-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.39&CDS=1-5511	YLR256W
2883	OG0002883	genemark-scaffold_6-processed-gene-4.91-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.91&CDS=1-2340	YIL091C
2884	OG0002884	genemark-scaffold_6-processed-gene-4.92-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.92&CDS=1-4311	YNL233W
2885	OG0002885	genemark-scaffold_6-processed-gene-4.93-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.93&CDS=1-1389	YNL231C
2886	OG0002886	genemark-scaffold_6-processed-gene-4.78-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.78&CDS=1-900	YKL051W
2887	OG0002887	genemark-scaffold_6-processed-gene-4.98-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.98&CDS=1-783	YER100W
2888	OG0002888	genemark-scaffold_6-processed-gene-4.100-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.100&CDS=1-1134	YHR062C
2889	OG0002889	genemark-scaffold_6-processed-gene-4.81-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.81&CDS=1-1110	YNL155W
2890	OG0002890	augustus_masked-scaffold_6-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.18&CDS=1-4308	YCR077C
2891	OG0002891	snap_masked-scaffold_6-processed-gene-4.55-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.55&CDS=1-438	YDL120W
2892	OG0002892	augustus_masked-scaffold_6-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.22&CDS=1-2688	YDL122W
2893	OG0002893	genemark-scaffold_6-processed-gene-4.87-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.87&CDS=1-1245	YNL016W
2894	OG0002894	genemark-scaffold_6-processed-gene-5.55-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.55&CDS=1-1215	YKR038C
2895	OG0002895	genemark-scaffold_6-processed-gene-5.38-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.38&CDS=1-1935	YDL017W
2896	OG0002896	genemark-scaffold_6-processed-gene-5.39-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.39&CDS=1-729	YOR228C
2897	OG0002897	augustus_masked-scaffold_6-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.96&CDS=1-2328	YLL029W
2898	OG0002898	genemark-scaffold_6-processed-gene-5.43-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.43&CDS=1-1311	YER003C
2899	OG0002899	genemark-scaffold_6-processed-gene-5.60-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.60&CDS=1-768	YER002W
2900	OG0002900	genemark-scaffold_6-processed-gene-5.46-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.46&CDS=1-1881	YIR027C
2901	OG0002901	genemark-scaffold_6-processed-gene-5.61-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.61&CDS=1-2820	YBR017C
2902	OG0002902	snap_masked-scaffold_6-processed-gene-5.29-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.29&CDS=1-3822	YAR014C
2903	OG0002903	augustus_masked-scaffold_6-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.102&CDS=1-1242	YBR026C
2904	OG0002904	genemark-scaffold_6-processed-gene-5.63-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.63&CDS=1-1032	YJR144W
2905	OG0002905	genemark-scaffold_6-processed-gene-5.64-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.64&CDS=1-1380	YOL030W
2906	OG0002906	genemark-scaffold_6-processed-gene-5.48-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.48&CDS=1-2952	YBR102C
2907	OG0002907	genemark-scaffold_6-processed-gene-5.49-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.49&CDS=1-2709	YPR199C
2908	OG0002908	genemark-scaffold_6-processed-gene-5.50-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.50&CDS=1-1401	YPL259C
2909	OG0002909	genemark-scaffold_6-processed-gene-5.66-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.66&CDS=1-1512	YMR067C
2910	OG0002910	genemark-scaffold_6-processed-gene-6.89-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.89&CDS=1-360	YER009W
2911	OG0002911	genemark-scaffold_6-processed-gene-6.90-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.90&CDS=1-2730	YOR017W
2912	OG0002912	augustus_masked-scaffold_6-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.56&CDS=1-4839	YNL307C
2913	OG0002913	maker-scaffold_6-snap-gene-6.52-mRNA-1_1&gene=maker-scaffold_6-snap-gene-6.52&CDS=1-1635	YLR318W
2914	OG0002914	genemark-scaffold_6-processed-gene-6.94-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.94&CDS=1-1557	YNL241C
2915	OG0002915	genemark-scaffold_6-processed-gene-6.108-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.108&CDS=1-1470	YNL239W
2916	OG0002916	augustus_masked-scaffold_6-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.60&CDS=1-3567	YDL084W
2917	OG0002917	genemark-scaffold_6-processed-gene-6.110-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.110&CDS=1-1443	YKL028W
2918	OG0002918	snap_masked-scaffold_6-processed-gene-6.25-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.25&CDS=1-1347	YNL237W
2919	OG0002919	maker-scaffold_6-snap-gene-6.49-mRNA-1_1&gene=maker-scaffold_6-snap-gene-6.49&CDS=1-705	YDR381W
2920	OG0002920	genemark-scaffold_6-processed-gene-6.100-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.100&CDS=1-1227	YGL169W
2921	OG0002921	genemark-scaffold_6-processed-gene-6.116-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.116&CDS=1-1206	YNR043W
2922	OG0002922	genemark-scaffold_6-processed-gene-6.117-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.117&CDS=1-2379	YCR084C
2923	OG0002923	genemark-scaffold_6-processed-gene-6.102-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.102&CDS=1-1536	YBR003W
2924	OG0002924	genemark-scaffold_6-processed-gene-6.104-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.104&CDS=1-3132	YHL027W
2925	OG0002925	genemark-scaffold_6-processed-gene-7.46-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.46&CDS=1-1095	YFL034C-B
2926	OG0002926	snap_masked-scaffold_6-processed-gene-7.3-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.3&CDS=1-5400	YNL172W
2927	OG0002927	snap_masked-scaffold_6-processed-gene-7.4-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.4&CDS=1-1947	YNL169C
2928	OG0002928	genemark-scaffold_6-processed-gene-7.47-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.47&CDS=1-1575	YJR122W
2929	OG0002929	genemark-scaffold_6-processed-gene-7.62-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.62&CDS=1-2712	YPL008W
2930	OG0002930	genemark-scaffold_6-processed-gene-7.49-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.49&CDS=1-1968	YMR296C
2931	OG0002931	genemark-scaffold_6-processed-gene-7.65-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.65&CDS=1-723	YDR304C
2932	OG0002932	genemark-scaffold_6-processed-gene-7.51-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.51&CDS=1-1281	YBR094W
2933	OG0002933	genemark-scaffold_6-processed-gene-7.68-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.68&CDS=1-519	YNL044W
2934	OG0002934	maker-scaffold_6-snap-gene-7.111-mRNA-1_1&gene=maker-scaffold_6-snap-gene-7.111&CDS=1-2712	YPL146C
2935	OG0002935	augustus_masked-scaffold_6-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.86&CDS=1-1260	YIL124W
2936	OG0002936	genemark-scaffold_6-processed-gene-7.55-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.55&CDS=1-1215	YNL064C
2937	OG0002937	genemark-scaffold_6-processed-gene-7.70-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.70&CDS=1-588	YKR065C
