	OrthologID	Metschnikowia_bicuspidata	Saccharomyces_cerevisiae
2547	OG0002547	genemark-scaffold_4-processed-gene-18.42-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-18.42&CDS=1-3267	YML010W
2548	OG0002548	snap_masked-scaffold_4-processed-gene-18.21-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-18.21&CDS=1-1500	YLR005W
2549	OG0002549	genemark-scaffold_4-processed-gene-18.60-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-18.60&CDS=1-879	YJL035C
2550	OG0002550	augustus_masked-scaffold_4-processed-gene-18.83-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-18.83&CDS=1-1041	YHR075C
2551	OG0002551	genemark-scaffold_4-processed-gene-18.61-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-18.61&CDS=1-2148	YHR074W
2552	OG0002552	snap_masked-scaffold_4-processed-gene-18.27-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-18.27&CDS=1-2793	YOR353C
2553	OG0002553	snap_masked-scaffold_4-processed-gene-18.28-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-18.28&CDS=1-633	YMR038C
2554	OG0002554	genemark-scaffold_4-processed-gene-18.44-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-18.44&CDS=1-900	YNL288W
2555	OG0002555	genemark-scaffold_4-processed-gene-18.65-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-18.65&CDS=1-1332	YBR247C
2556	OG0002556	genemark-scaffold_4-processed-gene-18.66-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-18.66&CDS=1-3000	YPL268W
2557	OG0002557	genemark-scaffold_4-processed-gene-18.67-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-18.67&CDS=1-1743	YBR248C
2558	OG0002558	augustus_masked-scaffold_4-processed-gene-18.106-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-18.106&CDS=1-2256	YOR001W
2559	OG0002559	maker-scaffold_4-snap-gene-18.74-mRNA-1_1&gene=maker-scaffold_4-snap-gene-18.74&CDS=1-3708	YER093C
2560	OG0002560	augustus_masked-scaffold_4-processed-gene-18.108-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-18.108&CDS=1-855	YNL075W
2561	OG0002561	augustus_masked-scaffold_5-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.57&CDS=1-6060	YLR430W
2562	OG0002562	genemark-scaffold_5-processed-gene-0.16-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.16&CDS=1-522	YKL190W
2563	OG0002563	snap_masked-scaffold_5-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.47&CDS=1-4035	YLR425W
2564	OG0002564	genemark-scaffold_5-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.6&CDS=1-507	YLR221C
2565	OG0002565	genemark-scaffold_5-processed-gene-0.19-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.19&CDS=1-1248	YMR235C
2566	OG0002566	snap_masked-scaffold_5-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.37&CDS=1-180	YDR276C
2567	OG0002567	genemark-scaffold_5-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.12&CDS=1-1041	YDR347W
2568	OG0002568	genemark-scaffold_5-processed-gene-0.21-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.21&CDS=1-1494	YOR046C
2569	OG0002569	snap_masked-scaffold_5-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.53&CDS=1-1647	YOR205C
2570	OG0002570	genemark-scaffold_5-processed-gene-1.0-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.0&CDS=1-936	YCR016W
2571	OG0002571	genemark-scaffold_5-processed-gene-1.2-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.2&CDS=1-2052	YDR234W
2572	OG0002572	genemark-scaffold_5-processed-gene-1.4-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.4&CDS=1-1134	YMR272C
2573	OG0002573	genemark-scaffold_5-processed-gene-1.20-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.20&CDS=1-810	YML105C
2574	OG0002574	genemark-scaffold_5-processed-gene-1.22-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.22&CDS=1-3267	YPL160W
2575	OG0002575	augustus_masked-scaffold_5-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.96&CDS=1-2709	YMR268C
2576	OG0002576	genemark-scaffold_5-processed-gene-1.8-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.8&CDS=1-660	YMR269W
2577	OG0002577	maker-scaffold_5-augustus-gene-1.33-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-1.33&CDS=1-3390	YML104C
2578	OG0002578	genemark-scaffold_5-processed-gene-1.24-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.24&CDS=1-5052	YMR229C
2579	OG0002579	snap_masked-scaffold_5-processed-gene-1.63-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.63&CDS=1-1728	YHL010C
2580	OG0002580	snap_masked-scaffold_5-processed-gene-1.64-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.64&CDS=1-726	YKL033W-A
2581	OG0002581	snap_masked-scaffold_5-processed-gene-1.65-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.65&CDS=1-960	YHL011C
2582	OG0002582	maker-scaffold_5-snap-gene-1.73-mRNA-1_1&gene=maker-scaffold_5-snap-gene-1.73&CDS=1-1797	YMR227C
2583	OG0002583	genemark-scaffold_5-processed-gene-1.9-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.9&CDS=1-4137	YOR291W
2584	OG0002584	genemark-scaffold_5-processed-gene-1.11-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.11&CDS=1-342	YER072W
2585	OG0002585	genemark-scaffold_5-processed-gene-1.12-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.12&CDS=1-1605	YKL047W
2586	OG0002586	maker-scaffold_5-augustus-gene-1.34-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-1.34&CDS=1-4827	YIL068C
2587	OG0002587	genemark-scaffold_5-processed-gene-1.29-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.29&CDS=1-936	YKL095W
2588	OG0002588	genemark-scaffold_5-processed-gene-1.15-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.15&CDS=1-462	YDR016C
2589	OG0002589	snap_masked-scaffold_5-processed-gene-1.68-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.68&CDS=1-1491	YHR045W
2590	OG0002590	snap_masked-scaffold_5-processed-gene-1.55-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.55&CDS=1-1239	YHR005C
2591	OG0002591	genemark-scaffold_5-processed-gene-1.30-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.30&CDS=1-1323	YBL045C
2592	OG0002592	genemark-scaffold_5-processed-gene-1.32-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.32&CDS=1-798	YJR113C
2593	OG0002593	augustus_masked-scaffold_5-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.82&CDS=1-1362	YJL060W
2594	OG0002594	genemark-scaffold_5-processed-gene-2.1-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.1&CDS=1-1242	YBR271W
2595	OG0002595	snap_masked-scaffold_5-processed-gene-2.41-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.41&CDS=1-399	YBR269C
2596	OG0002596	snap_masked-scaffold_5-processed-gene-2.62-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.62&CDS=1-609	YLR262C
2597	OG0002597	snap_masked-scaffold_5-processed-gene-2.63-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.63&CDS=1-2823	YML043C
2598	OG0002598	snap_masked-scaffold_5-processed-gene-2.64-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.64&CDS=1-1701	YLR259C
2599	OG0002599	augustus_masked-scaffold_5-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.89&CDS=1-1701	YEL062W
2600	OG0002600	snap_masked-scaffold_5-processed-gene-2.48-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.48&CDS=1-399	YOL012C
2601	OG0002601	genemark-scaffold_5-processed-gene-2.23-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.23&CDS=1-807	YOR278W
2602	OG0002602	genemark-scaffold_5-processed-gene-2.9-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.9&CDS=1-699	YIL010W
2603	OG0002603	genemark-scaffold_5-processed-gene-2.25-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.25&CDS=1-1437	YIL039W
2604	OG0002604	genemark-scaffold_5-processed-gene-2.26-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.26&CDS=1-618	YDR298C
2605	OG0002605	genemark-scaffold_5-processed-gene-2.10-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.10&CDS=1-1086	YEL050C
2606	OG0002606	maker-scaffold_5-snap-gene-2.119-mRNA-1_1&gene=maker-scaffold_5-snap-gene-2.119&CDS=1-3252	YKR079C
2607	OG0002607	snap_masked-scaffold_5-processed-gene-2.53-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.53&CDS=1-1629	YOR081C
2608	OG0002608	augustus_masked-scaffold_5-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.96&CDS=1-2259	YOR080W
2609	OG0002609	snap_masked-scaffold_5-processed-gene-2.56-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.56&CDS=1-2001	YML096W
2610	OG0002610	genemark-scaffold_5-processed-gene-2.29-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.29&CDS=1-669	YBL095W
2611	OG0002611	maker-scaffold_5-snap-gene-2.120-mRNA-1_1&gene=maker-scaffold_5-snap-gene-2.120&CDS=1-372	YER009W
2612	OG0002612	snap_masked-scaffold_5-processed-gene-2.80-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.80&CDS=1-828	YKR062W
2613	OG0002613	snap_masked-scaffold_5-processed-gene-2.81-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.81&CDS=1-1809	YBR203W
2614	OG0002614	genemark-scaffold_5-processed-gene-3.14-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.14&CDS=1-741	YER010C
2615	OG0002615	genemark-scaffold_5-processed-gene-3.16-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.16&CDS=1-660	YJL148W
2616	OG0002616	snap_masked-scaffold_5-processed-gene-3.50-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.50&CDS=1-918	YJR077C
2617	OG0002617	genemark-scaffold_5-processed-gene-3.4-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.4&CDS=1-1761	YNR055C
2618	OG0002618	genemark-scaffold_5-processed-gene-3.19-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.19&CDS=1-1833	YKL212W
2619	OG0002619	genemark-scaffold_5-processed-gene-3.5-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.5&CDS=1-2307	YKL213C
2620	OG0002620	snap_masked-scaffold_5-processed-gene-3.55-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.55&CDS=1-1524	YKL211C
2621	OG0002621	snap_masked-scaffold_5-processed-gene-3.56-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.56&CDS=1-2907	YKL165C
2622	OG0002622	genemark-scaffold_5-processed-gene-3.22-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.22&CDS=1-1023	YJL145W
2623	OG0002623	genemark-scaffold_5-processed-gene-3.23-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.23&CDS=1-1233	YGR210C
2624	OG0002624	genemark-scaffold_5-processed-gene-3.7-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.7&CDS=1-516	YMR071C
2625	OG0002625	genemark-scaffold_5-processed-gene-3.9-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.9&CDS=1-1347	YLR047C
2626	OG0002626	snap_masked-scaffold_5-processed-gene-3.62-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.62&CDS=1-4155	YLR382C
2627	OG0002627	genemark-scaffold_5-processed-gene-3.26-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.26&CDS=1-1161	YGL213C
2628	OG0002628	augustus_masked-scaffold_5-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.77&CDS=1-4641	YJL061W
2629	OG0002629	genemark-scaffold_5-processed-gene-3.27-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.27&CDS=1-1929	YLR116W
2630	OG0002630	genemark-scaffold_5-processed-gene-3.28-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.28&CDS=1-648	YDR140W
2631	OG0002631	genemark-scaffold_5-processed-gene-3.29-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.29&CDS=1-2127	YLR117C
2632	OG0002632	snap_masked-scaffold_5-processed-gene-3.45-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.45&CDS=1-369	YKL086W
2633	OG0002633	genemark-scaffold_5-processed-gene-4.69-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.69&CDS=1-858	YOR065W
2634	OG0002634	genemark-scaffold_5-processed-gene-4.70-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.70&CDS=1-1194	YAL012W
2635	OG0002635	genemark-scaffold_5-processed-gene-4.71-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.71&CDS=1-3414	YGL006W
2636	OG0002636	genemark-scaffold_5-processed-gene-4.85-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.85&CDS=1-741	YGL005C
2637	OG0002637	genemark-scaffold_5-processed-gene-4.72-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.72&CDS=1-1248	YGL004C
2638	OG0002638	genemark-scaffold_5-processed-gene-4.73-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.73&CDS=1-582	YIL127C
2639	OG0002639	genemark-scaffold_5-processed-gene-4.87-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.87&CDS=1-3189	YIL128W
2640	OG0002640	augustus_masked-scaffold_5-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.12&CDS=1-9303	YIL129C
2641	OG0002641	augustus_masked-scaffold_5-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.13&CDS=1-1701	YHR114W
2642	OG0002642	genemark-scaffold_5-processed-gene-4.76-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.76&CDS=1-774	YOR095C
2643	OG0002643	genemark-scaffold_5-processed-gene-4.77-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.77&CDS=1-3744	YGL119W
2644	OG0002644	augustus_masked-scaffold_5-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.17&CDS=1-1593	YNL083W
2645	OG0002645	snap_masked-scaffold_5-processed-gene-4.47-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.47&CDS=1-2733	YNL082W
2646	OG0002646	maker-scaffold_5-augustus-gene-4.3-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-4.3&CDS=1-3306	YNL092W
2647	OG0002647	genemark-scaffold_5-processed-gene-4.80-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.80&CDS=1-639	YOR089C
2648	OG0002648	snap_masked-scaffold_5-processed-gene-4.65-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.65&CDS=1-1269	YNL207W
2649	OG0002649	snap_masked-scaffold_5-processed-gene-4.66-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.66&CDS=1-2340	YNL118C
2650	OG0002650	genemark-scaffold_5-processed-gene-4.83-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.83&CDS=1-822	YLR393W
2651	OG0002651	genemark-scaffold_5-processed-gene-4.84-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.84&CDS=1-354	YHL015W
2652	OG0002652	genemark-scaffold_5-processed-gene-5.8-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.8&CDS=1-1707	YOR090C
2653	OG0002653	snap_masked-scaffold_5-processed-gene-5.85-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.85&CDS=1-3705	YLR398C
2654	OG0002654	snap_masked-scaffold_5-processed-gene-5.86-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.86&CDS=1-2319	YLR397C
2655	OG0002655	genemark-scaffold_5-processed-gene-5.12-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.12&CDS=1-900	YDL065C
2656	OG0002656	genemark-scaffold_5-processed-gene-5.10-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.10&CDS=1-474	YDL064W
2657	OG0002657	genemark-scaffold_5-processed-gene-5.13-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.13&CDS=1-1374	YJL155C
2658	OG0002658	augustus_masked-scaffold_5-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.51&CDS=1-2403	YJL156C
2659	OG0002659	genemark-scaffold_5-processed-gene-5.14-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.14&CDS=1-1917	YDL063C
2660	OG0002660	maker-scaffold_5-snap-gene-5.42-mRNA-1_1&gene=maker-scaffold_5-snap-gene-5.42&CDS=1-300	YLR390W
2661	OG0002661	maker-scaffold_5-augustus-gene-5.0-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-5.0&CDS=1-3624	YDL060W
2662	OG0002662	augustus_masked-scaffold_5-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.57&CDS=1-4527	YLR386W
2663	OG0002663	snap_masked-scaffold_5-processed-gene-5.96-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.96&CDS=1-243	YKL053C-A
2664	OG0002664	snap_masked-scaffold_5-processed-gene-5.111-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.111&CDS=1-3840	YDR376W
2665	OG0002665	augustus_masked-scaffold_5-processed-gene-5.59-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.59&CDS=1-1908	YGL110C
2666	OG0002666	augustus_masked-scaffold_5-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.74&CDS=1-2478	YOL061W
2667	OG0002667	genemark-scaffold_5-processed-gene-5.20-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.20&CDS=1-3183	YDL215C
2668	OG0002668	genemark-scaffold_5-processed-gene-5.21-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.21&CDS=1-1029	YBR246W
2669	OG0002669	genemark-scaffold_5-processed-gene-5.31-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.31&CDS=1-1770	YLR337C
2670	OG0002670	genemark-scaffold_5-processed-gene-5.32-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.32&CDS=1-525	YDL120W
2671	OG0002671	genemark-scaffold_5-processed-gene-5.23-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.23&CDS=1-798	YIL093C
2672	OG0002672	snap_masked-scaffold_5-processed-gene-5.103-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.103&CDS=1-3315	YOL060C
2673	OG0002673	snap_masked-scaffold_5-processed-gene-5.104-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.104&CDS=1-1461	YKR051W
2674	OG0002674	augustus_masked-scaffold_5-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.78&CDS=1-2529	YNL240C
2675	OG0002675	snap_masked-scaffold_5-processed-gene-5.105-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.105&CDS=1-1485	YIL130W
2676	OG0002676	genemark-scaffold_5-processed-gene-5.35-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.35&CDS=1-2268	YOR112W
2677	OG0002677	genemark-scaffold_5-processed-gene-5.27-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.27&CDS=1-891	YLR283W
2678	OG0002678	snap_masked-scaffold_5-processed-gene-5.107-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.107&CDS=1-249	YMR194C-B
2679	OG0002679	augustus_masked-scaffold_5-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.81&CDS=1-1758	YBR025C
2680	OG0002680	genemark-scaffold_5-processed-gene-5.28-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.28&CDS=1-309	YBR268W
2681	OG0002681	genemark-scaffold_5-processed-gene-5.38-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.38&CDS=1-2475	YPR089W
2682	OG0002682	augustus_masked-scaffold_5-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.70&CDS=1-885	YPR079W
2683	OG0002683	genemark-scaffold_5-processed-gene-5.39-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.39&CDS=1-2802	YNL287W
2684	OG0002684	snap_masked-scaffold_5-processed-gene-6.71-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.71&CDS=1-3792	YML091C
2685	OG0002685	snap_masked-scaffold_5-processed-gene-6.72-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.72&CDS=1-1968	YML088W
2686	OG0002686	genemark-scaffold_5-processed-gene-6.8-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.8&CDS=1-3876	YMR012W
2687	OG0002687	genemark-scaffold_5-processed-gene-6.27-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.27&CDS=1-1341	YML126C
2688	OG0002688	snap_masked-scaffold_5-processed-gene-6.93-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.93&CDS=1-3867	YLR380W
2689	OG0002689	snap_masked-scaffold_5-processed-gene-6.94-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.94&CDS=1-3939	YOR093C
2690	OG0002690	snap_masked-scaffold_5-processed-gene-6.95-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.95&CDS=1-303	YOL108C
2691	OG0002691	snap_masked-scaffold_5-processed-gene-6.73-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.73&CDS=1-381	YPR166C
2692	OG0002692	genemark-scaffold_5-processed-gene-6.29-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.29&CDS=1-990	YPL064C
2693	OG0002693	genemark-scaffold_5-processed-gene-6.13-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.13&CDS=1-2448	YPR029C
2694	OG0002694	maker-scaffold_5-snap-gene-6.68-mRNA-1_1&gene=maker-scaffold_5-snap-gene-6.68&CDS=1-522	YPR028W
2695	OG0002695	snap_masked-scaffold_5-processed-gene-6.97-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.97&CDS=1-1305	YKL082C
2696	OG0002696	genemark-scaffold_5-processed-gene-6.14-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.14&CDS=1-1119	YKL080W
2697	OG0002697	genemark-scaffold_5-processed-gene-6.17-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.17&CDS=1-804	YER026C
2698	OG0002698	genemark-scaffold_5-processed-gene-6.18-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.18&CDS=1-1431	YPL063W
2699	OG0002699	genemark-scaffold_5-processed-gene-6.19-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.19&CDS=1-3306	YOR017W
2700	OG0002700	genemark-scaffold_5-processed-gene-6.32-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.32&CDS=1-1386	YNL317W
2701	OG0002701	genemark-scaffold_5-processed-gene-6.20-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.20&CDS=1-615	YMR009W
2702	OG0002702	augustus_masked-scaffold_5-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.63&CDS=1-1713	YEL002C
2703	OG0002703	genemark-scaffold_5-processed-gene-6.21-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.21&CDS=1-300	YIL008W
2704	OG0002704	augustus_masked-scaffold_5-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.64&CDS=1-687	YIL007C
2705	OG0002705	genemark-scaffold_5-processed-gene-6.36-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.36&CDS=1-2970	YOL090W
2706	OG0002706	genemark-scaffold_5-processed-gene-6.23-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.23&CDS=1-360	YKL003C
2707	OG0002707	genemark-scaffold_5-processed-gene-6.37-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.37&CDS=1-1458	YKL004W
2708	OG0002708	genemark-scaffold_5-processed-gene-6.38-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.38&CDS=1-912	YMR099C
2709	OG0002709	genemark-scaffold_5-processed-gene-7.77-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.77&CDS=1-1146	YLR328W
2710	OG0002710	snap_masked-scaffold_5-processed-gene-7.35-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.35&CDS=1-567	YGR216C
2711	OG0002711	snap_masked-scaffold_5-processed-gene-7.34-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.34&CDS=1-2793	YFL013C
2712	OG0002712	genemark-scaffold_5-processed-gene-7.97-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.97&CDS=1-447	YFL017C
2713	OG0002713	snap_masked-scaffold_5-processed-gene-7.57-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.57&CDS=1-1782	YKL171W
2714	OG0002714	snap_masked-scaffold_5-processed-gene-7.59-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.59&CDS=1-1992	YLR361C
2715	OG0002715	snap_masked-scaffold_5-processed-gene-7.37-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.37&CDS=1-1347	YCL032W
2716	OG0002716	snap_masked-scaffold_5-processed-gene-7.40-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.40&CDS=1-2190	YDR324C
2717	OG0002717	maker-scaffold_5-snap-gene-7.1-mRNA-1_1&gene=maker-scaffold_5-snap-gene-7.1&CDS=1-1122	YML008C
2718	OG0002718	snap_masked-scaffold_5-processed-gene-7.63-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.63&CDS=1-3438	YDR325W
2719	OG0002719	snap_masked-scaffold_5-processed-gene-7.41-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.41&CDS=1-3333	YEL053C
2720	OG0002720	genemark-scaffold_5-processed-gene-7.85-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.85&CDS=1-1134	YHR068W
2721	OG0002721	snap_masked-scaffold_5-processed-gene-7.44-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.44&CDS=1-1542	YKL103C
