	OrthologID	Saccharomyces_cerevisiae	yHAB143_Kazachstania_siamensis
3029	OG0003029	YMR168C	augustus_masked-NODE_26_length_122801_cov_15.2297_ID_51-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_26_length_122801_cov_15.2297_ID_51-processed-gene-0.30&CDS=1-1860
3030	OG0003030	YMR171C	augustus_masked-NODE_26_length_122801_cov_15.2297_ID_51-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_26_length_122801_cov_15.2297_ID_51-processed-gene-0.32&CDS=1-1929
3031	OG0003031	YMR172W	augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.74&CDS=1-2520
3032	OG0003032	YMR176W	maker-NODE_11_length_177215_cov_14.9318_ID_21-augustus-gene-0.236-mRNA-1_1&gene=maker-NODE_11_length_177215_cov_14.9318_ID_21-augustus-gene-0.236&CDS=1-4113
3033	OG0003033	YMR178W	augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.71&CDS=1-873
3034	OG0003034	YMR179W	augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.70&CDS=1-2334
3035	OG0003035	YMR184W	augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.69&CDS=1-552
3036	OG0003036	YMR185W	augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.68&CDS=1-2925
3037	OG0003037	YMR187C	augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.32&CDS=1-1404
3038	OG0003038	YMR188C	snap_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.105&CDS=1-711
3039	OG0003039	YMR189W	augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_11_length_177215_cov_14.9318_ID_21-processed-gene-0.66&CDS=1-3102
3040	OG0003040	YMR193W	maker-NODE_11_length_177215_cov_14.9318_ID_21-augustus-gene-0.235-mRNA-1_1&gene=maker-NODE_11_length_177215_cov_14.9318_ID_21-augustus-gene-0.235&CDS=1-3201
3041	OG0003041	YMR196W	maker-NODE_11_length_177215_cov_14.9318_ID_21-augustus-gene-0.234-mRNA-1_1&gene=maker-NODE_11_length_177215_cov_14.9318_ID_21-augustus-gene-0.234&CDS=1-4257
3042	OG0003042	YMR197C	maker-NODE_24_length_124931_cov_14.3259_ID_47-augustus-gene-0.157-mRNA-1_1&gene=maker-NODE_24_length_124931_cov_14.3259_ID_47-augustus-gene-0.157&CDS=1-1020
3043	OG0003043	YMR200W	augustus_masked-NODE_24_length_124931_cov_14.3259_ID_47-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_24_length_124931_cov_14.3259_ID_47-processed-gene-0.4&CDS=1-999
3044	OG0003044	YMR201C	augustus_masked-NODE_24_length_124931_cov_14.3259_ID_47-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_24_length_124931_cov_14.3259_ID_47-processed-gene-0.29&CDS=1-1050
3045	OG0003045	YMR203W	snap_masked-NODE_24_length_124931_cov_14.3259_ID_47-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_24_length_124931_cov_14.3259_ID_47-processed-gene-0.56&CDS=1-1758
3046	OG0003046	YMR204C	snap_masked-NODE_24_length_124931_cov_14.3259_ID_47-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_24_length_124931_cov_14.3259_ID_47-processed-gene-0.81&CDS=1-846
3047	OG0003047	YMR209C	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.38&CDS=1-1362
3048	OG0003048	YMR210W	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.8&CDS=1-1341
3049	OG0003049	YMR211W	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.9&CDS=1-1425
3050	OG0003050	YMR212C	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.39&CDS=1-2322
3051	OG0003051	YMR213W	snap_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.78&CDS=1-657
3052	OG0003052	YMR214W	maker-NODE_7_length_211855_cov_14.8536_ID_13-augustus-gene-1.202-mRNA-1_1&gene=maker-NODE_7_length_211855_cov_14.8536_ID_13-augustus-gene-1.202&CDS=1-1614
3053	OG0003053	YMR215W	snap_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.79&CDS=1-1584
3054	OG0003054	YMR216C	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.40&CDS=1-2238
3055	OG0003055	YMR217W	augustus_masked-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-1.90&CDS=1-1569
3056	OG0003056	YMR218C	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.41&CDS=1-3525
3057	OG0003057	YMR219W	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.11&CDS=1-4806
3058	OG0003058	YMR220W	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.12&CDS=1-1377
3059	OG0003059	YMR221C	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.43&CDS=1-1512
3060	OG0003060	YMR222C	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.44&CDS=1-663
3061	OG0003061	YMR223W	augustus_masked-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-1.92&CDS=1-1395
3062	OG0003062	YMR224C	augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.21&CDS=1-3186
3063	OG0003063	YMR227C	augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.23&CDS=1-1845
3064	OG0003064	YMR228W	augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.10&CDS=1-1041
3065	OG0003065	YMR229C	augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.8&CDS=1-5178
3066	OG0003066	YMR231W	augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.36&CDS=1-3129
3067	OG0003067	YMR232W	augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.37&CDS=1-2076
3068	OG0003068	YMR233W	augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.39&CDS=1-666
3069	OG0003069	YMR234W	maker-NODE_7_length_211855_cov_14.8536_ID_13-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_7_length_211855_cov_14.8536_ID_13-snap-gene-1.0&CDS=1-1137
3070	OG0003070	YMR235C	augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.50&CDS=1-1218
3071	OG0003071	YMR237W	augustus_masked-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-1.103&CDS=1-2223
3072	OG0003072	YMR238W	augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.40&CDS=1-1983
3073	OG0003073	YMR239C	augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.52&CDS=1-2814
3074	OG0003074	YMR241W	augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.42&CDS=1-921
3075	OG0003075	YMR244W	augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.43&CDS=1-1110
3076	OG0003076	YMR247C	augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.56&CDS=1-6066
3077	OG0003077	YMR250W	augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.46&CDS=1-1758
3078	OG0003078	YMR251W-A	snap_masked-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-1.42&CDS=1-180
3079	OG0003079	YMR252C	genemark-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.24&CDS=1-387
3080	OG0003080	YMR256C	snap_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.92&CDS=1-189
3081	OG0003081	YMR257C	snap_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.93&CDS=1-2031
3082	OG0003082	YMR259C	snap_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.94&CDS=1-5928
3083	OG0003083	YMR260C	augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.59&CDS=1-459
3084	OG0003084	YMR263W	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.3&CDS=1-492
3085	OG0003085	YMR264W	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.4&CDS=1-525
3086	OG0003086	YMR265C	snap_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.59&CDS=1-1392
3087	OG0003087	YMR267W	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.5&CDS=1-891
3088	OG0003088	YMR268C	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.23&CDS=1-1314
3089	OG0003089	YMR269W	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.6&CDS=1-612
3090	OG0003090	YMR270C	snap_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.61&CDS=1-1695
3091	OG0003091	YMR272C	snap_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.63&CDS=1-1134
3092	OG0003092	YMR276W	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.7&CDS=1-1128
3093	OG0003093	YMR278W	maker-NODE_3_length_334168_cov_14.9222_ID_5-augustus-gene-0.83-mRNA-1_1&gene=maker-NODE_3_length_334168_cov_14.9222_ID_5-augustus-gene-0.83&CDS=1-4155
3094	OG0003094	YMR280C	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.29&CDS=1-3393
3095	OG0003095	YMR281W	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.9&CDS=1-852
3096	OG0003096	YMR282C	snap_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.68&CDS=1-1365
3097	OG0003097	YMR284W	augustus_masked-NODE_42_length_86532_cov_15.0586_ID_83-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_42_length_86532_cov_15.0586_ID_83-processed-gene-0.41&CDS=1-1737
3098	OG0003098	YMR285C	augustus_masked-NODE_16_length_144400_cov_15.0025_ID_31-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_16_length_144400_cov_15.0025_ID_31-processed-gene-0.174&CDS=1-1533
3099	OG0003099	YMR286W	augustus_masked-NODE_67_length_56424_cov_15.5177_ID_133-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_67_length_56424_cov_15.5177_ID_133-processed-gene-0.33&CDS=1-261
3100	OG0003100	YMR287C	augustus_masked-NODE_16_length_144400_cov_15.0025_ID_31-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-NODE_16_length_144400_cov_15.0025_ID_31-processed-gene-0.175&CDS=1-2721
3101	OG0003101	YMR288W	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.82&CDS=1-2868
3102	OG0003102	YMR289W	snap_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.22-mRNA-1_1&gene=snap_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.22&CDS=1-1071
3103	OG0003103	YMR290C	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.108&CDS=1-1476
3104	OG0003104	YMR291W	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-3.85&CDS=1-1776
3105	OG0003105	YMR292W	augustus_masked-NODE_19_length_142802_cov_14.3013_ID_37-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_19_length_142802_cov_14.3013_ID_37-processed-gene-0.109&CDS=1-414
3106	OG0003106	YMR293C	snap_masked-NODE_19_length_142802_cov_14.3013_ID_37-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_19_length_142802_cov_14.3013_ID_37-processed-gene-0.16&CDS=1-1380
3107	OG0003107	YMR294W	augustus_masked-NODE_19_length_142802_cov_14.3013_ID_37-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_19_length_142802_cov_14.3013_ID_37-processed-gene-0.108&CDS=1-783
3108	OG0003108	YMR295C	augustus_masked-NODE_19_length_142802_cov_14.3013_ID_37-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_19_length_142802_cov_14.3013_ID_37-processed-gene-0.78&CDS=1-615
3109	OG0003109	YMR296C	augustus_masked-NODE_12_length_172573_cov_15.0411_ID_23-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NODE_12_length_172573_cov_15.0411_ID_23-processed-gene-0.164&CDS=1-1695
3110	OG0003110	YMR297W	augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.19&CDS=1-1605
3111	OG0003111	YMR298W	augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.18&CDS=1-468
3112	OG0003112	YMR299C	augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.12&CDS=1-879
3113	OG0003113	YMR300C	augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.11&CDS=1-1530
3114	OG0003114	YMR301C	augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.10&CDS=1-2178
3115	OG0003115	YMR302C	genemark-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.50&CDS=1-2493
3116	OG0003116	YMR304W	augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.17&CDS=1-3564
3117	OG0003117	YMR307W	augustus_masked-NODE_130_length_19341_cov_15.1873_ID_259-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_130_length_19341_cov_15.1873_ID_259-processed-gene-0.3&CDS=1-1728
3118	OG0003118	YMR308C	augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.7&CDS=1-3276
3119	OG0003119	YMR309C	augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.6&CDS=1-2589
3120	OG0003120	YMR310C	augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.5&CDS=1-918
3121	OG0003121	YMR311C	augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.4&CDS=1-654
3122	OG0003122	YMR312W	augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.15&CDS=1-837
3123	OG0003123	YMR313C	genemark-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.44&CDS=1-1659
3124	OG0003124	YMR314W	augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_78_length_47786_cov_17.4094_ID_155-processed-gene-0.14&CDS=1-699
3125	OG0003125	YMR315W	augustus_masked-NODE_140_length_13019_cov_14.8655_ID_279-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_140_length_13019_cov_14.8655_ID_279-processed-gene-0.11&CDS=1-1050
3126	OG0003126	YMR319C	augustus_masked-NODE_71_length_53270_cov_15.3091_ID_141-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_71_length_53270_cov_15.3091_ID_141-processed-gene-0.53&CDS=1-1746
3127	OG0003127	YNL001W	augustus_masked-NODE_134_length_17439_cov_14.3734_ID_267-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_134_length_17439_cov_14.3734_ID_267-processed-gene-0.10&CDS=1-1197
3128	OG0003128	YNL002C	augustus_masked-NODE_63_length_57636_cov_14.8423_ID_125-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_63_length_57636_cov_14.8423_ID_125-processed-gene-0.9&CDS=1-954
3129	OG0003129	YNL003C	augustus_masked-NODE_134_length_17439_cov_14.3734_ID_267-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_134_length_17439_cov_14.3734_ID_267-processed-gene-0.12&CDS=1-852
3130	OG0003130	YNL004W	augustus_masked-NODE_134_length_17439_cov_14.3734_ID_267-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_134_length_17439_cov_14.3734_ID_267-processed-gene-0.11&CDS=1-1263
3131	OG0003131	YNL005C	genemark-NODE_134_length_17439_cov_14.3734_ID_267-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_134_length_17439_cov_14.3734_ID_267-processed-gene-0.1&CDS=1-648
3132	OG0003132	YNL006W	augustus_masked-NODE_131_length_19194_cov_19.2161_ID_261-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_131_length_19194_cov_19.2161_ID_261-processed-gene-0.18&CDS=1-909
3133	OG0003133	YNL007C	augustus_masked-NODE_131_length_19194_cov_19.2161_ID_261-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_131_length_19194_cov_19.2161_ID_261-processed-gene-0.20&CDS=1-1065
3134	OG0003134	YNL008C	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-1.73&CDS=1-1647
3135	OG0003135	YNL010W	augustus_masked-NODE_134_length_17439_cov_14.3734_ID_267-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_134_length_17439_cov_14.3734_ID_267-processed-gene-0.9&CDS=1-723
3136	OG0003136	YNL011C	augustus_masked-NODE_134_length_17439_cov_14.3734_ID_267-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_134_length_17439_cov_14.3734_ID_267-processed-gene-0.13&CDS=1-1458
3137	OG0003137	YNL012W	snap_masked-NODE_134_length_17439_cov_14.3734_ID_267-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_134_length_17439_cov_14.3734_ID_267-processed-gene-0.17&CDS=1-1230
3138	OG0003138	YNL016W	augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-0.108&CDS=1-1389
3139	OG0003139	YNL021W	augustus_masked-NODE_152_length_11265_cov_14.9913_ID_303-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_152_length_11265_cov_14.9913_ID_303-processed-gene-0.8&CDS=1-2142
3140	OG0003140	YNL022C	augustus_masked-NODE_152_length_11265_cov_14.9913_ID_303-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_152_length_11265_cov_14.9913_ID_303-processed-gene-0.6&CDS=1-1509
3141	OG0003141	YNL023C	genemark-NODE_152_length_11265_cov_14.9913_ID_303-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_152_length_11265_cov_14.9913_ID_303-processed-gene-0.2&CDS=1-3012
3142	OG0003142	YNL024C-A	augustus_masked-NODE_137_length_16240_cov_20.0407_ID_273-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_137_length_16240_cov_20.0407_ID_273-processed-gene-0.9&CDS=1-216
3143	OG0003143	YNL025C	augustus_masked-NODE_137_length_16240_cov_20.0407_ID_273-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_137_length_16240_cov_20.0407_ID_273-processed-gene-0.8&CDS=1-2151
3144	OG0003144	YNL026W	snap_masked-NODE_137_length_16240_cov_20.0407_ID_273-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_137_length_16240_cov_20.0407_ID_273-processed-gene-0.16&CDS=1-1482
3145	OG0003145	YNL027W	augustus_masked-NODE_137_length_16240_cov_20.0407_ID_273-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_137_length_16240_cov_20.0407_ID_273-processed-gene-0.4&CDS=1-1890
3146	OG0003146	YNL032W	augustus_masked-NODE_137_length_16240_cov_20.0407_ID_273-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_137_length_16240_cov_20.0407_ID_273-processed-gene-0.1&CDS=1-720
3147	OG0003147	YNL035C	augustus_masked-NODE_91_length_38626_cov_16.0204_ID_181-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_91_length_38626_cov_16.0204_ID_181-processed-gene-0.21&CDS=1-2412
