	OrthologID	Saccharomyces_cerevisiae	Tortispora_caseinolytica
1899	OG0001899	YLR149C	maker-scaffold_4-snap-gene-2.5-mRNA-1_1&gene=maker-scaffold_4-snap-gene-2.5&CDS=1-1521
1900	OG0001900	YLR152C	augustus_masked-scaffold_2-processed-gene-16.123-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.123&CDS=1-1545
1901	OG0001901	YLR153C	snap_masked-scaffold_3-processed-gene-3.15-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.15&CDS=1-1980
1902	OG0001902	YLR163C	snap_masked-scaffold_3-processed-gene-15.165-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.165&CDS=1-1407
1903	OG0001903	YLR166C	snap_masked-scaffold_3-processed-gene-11.127-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.127&CDS=1-2499
1904	OG0001904	YLR172C	snap_masked-scaffold_4-processed-gene-1.36-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.36&CDS=1-870
1905	OG0001905	YLR174W	snap_masked-scaffold_1-processed-gene-19.17-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.17&CDS=1-1182
1906	OG0001906	YLR175W	snap_masked-scaffold_2-processed-gene-11.12-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.12&CDS=1-1359
1907	OG0001907	YLR176C	snap_masked-scaffold_2-processed-gene-11.34-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.34&CDS=1-1050
1908	OG0001908	YLR178C	snap_masked-scaffold_1-processed-gene-1.69-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.69&CDS=1-591
1909	OG0001909	YLR186W	snap_masked-scaffold_3-processed-gene-18.7-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-18.7&CDS=1-738
1910	OG0001910	YLR187W	snap_masked-scaffold_3-processed-gene-23.107-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-23.107&CDS=1-2280
1911	OG0001911	YLR188W	snap_masked-scaffold_3-processed-gene-16.80-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-16.80&CDS=1-1956
1912	OG0001912	YLR189C	snap_masked-scaffold_2-processed-gene-30.121-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-30.121&CDS=1-3675
1913	OG0001913	YLR191W	snap_masked-scaffold_3-processed-gene-20.17-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-20.17&CDS=1-1146
1914	OG0001914	YLR196W	snap_masked-scaffold_1-processed-gene-7.103-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.103&CDS=1-1563
1915	OG0001915	YLR197W	snap_masked-scaffold_2-processed-gene-8.76-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.76&CDS=1-1887
1916	OG0001916	YLR200W	snap_masked-scaffold_2-processed-gene-8.77-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.77&CDS=1-324
1917	OG0001917	YLR201C	snap_masked-scaffold_2-processed-gene-26.20-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-26.20&CDS=1-621
1918	OG0001918	YLR203C	genemark-scaffold_1-processed-gene-5.81-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.81&CDS=1-1587
1919	OG0001919	YLR205C	snap_masked-scaffold_1-processed-gene-7.108-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.108&CDS=1-837
1920	OG0001920	YLR207W	snap_masked-scaffold_1-processed-gene-20.100-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.100&CDS=1-2532
1921	OG0001921	YLR209C	snap_masked-scaffold_1-processed-gene-8.77-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.77&CDS=1-879
1922	OG0001922	YLR215C	snap_masked-scaffold_2-processed-gene-11.38-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.38&CDS=1-1065
1923	OG0001923	YLR220W	snap_masked-scaffold_1-processed-gene-21.31-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.31&CDS=1-867
1924	OG0001924	YLR222C	snap_masked-scaffold_2-processed-gene-13.153-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.153&CDS=1-2361
1925	OG0001925	YLR231C	snap_masked-scaffold_1-processed-gene-19.8-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.8&CDS=1-1338
1926	OG0001926	YLR234W	augustus_masked-scaffold_3-processed-gene-20.117-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-20.117&CDS=1-1908
1927	OG0001927	YLR239C	augustus_masked-scaffold_2-processed-gene-24.15-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-24.15&CDS=1-735
1928	OG0001928	YLR241W	snap_masked-scaffold_1-processed-gene-14.127-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.127&CDS=1-6042
1929	OG0001929	YLR243W	snap_masked-scaffold_1-processed-gene-4.13-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.13&CDS=1-816
1930	OG0001930	YLR244C	maker-scaffold_1-augustus-gene-6.121-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-6.121&CDS=1-1632
1931	OG0001931	YLR247C	snap_masked-scaffold_1-processed-gene-30.68-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.68&CDS=1-4008
1932	OG0001932	YLR248W	snap_masked-scaffold_2-processed-gene-18.96-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.96&CDS=1-1647
1933	OG0001933	YLR251W	maker-scaffold_2-augustus-gene-11.122-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.122&CDS=1-1299
1934	OG0001934	YLR253W	maker-scaffold_2-snap-gene-25.1-mRNA-1_1&gene=maker-scaffold_2-snap-gene-25.1&CDS=1-1980
1935	OG0001935	YLR259C	maker-scaffold_3-snap-gene-6.161-mRNA-1_1&gene=maker-scaffold_3-snap-gene-6.161&CDS=1-2520
1936	OG0001936	YLR262C	snap_masked-scaffold_2-processed-gene-2.86-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.86&CDS=1-612
1937	OG0001937	YLR268W	augustus_masked-scaffold_1-processed-gene-25.7-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-25.7&CDS=1-945
1938	OG0001938	YLR271W	snap_masked-scaffold_2-processed-gene-28.142-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-28.142&CDS=1-360
1939	OG0001939	YLR272C	snap_masked-scaffold_1-processed-gene-29.23-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.23&CDS=1-3921
1940	OG0001940	YLR274W	snap_masked-scaffold_3-processed-gene-7.25-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.25&CDS=1-2178
1941	OG0001941	YLR275W	snap_masked-scaffold_3-processed-gene-15.138-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.138&CDS=1-339
1942	OG0001942	YLR276C	snap_masked-scaffold_1-processed-gene-17.75-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.75&CDS=1-1638
1943	OG0001943	YLR277C	snap_masked-scaffold_2-processed-gene-1.5-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.5&CDS=1-2163
1944	OG0001944	YLR283W	snap_masked-scaffold_2-processed-gene-12.62-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.62&CDS=1-1116
1945	OG0001945	YLR285W	snap_masked-scaffold_1-processed-gene-25.88-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.88&CDS=1-756
1946	OG0001946	YLR286C	maker-scaffold_1-augustus-gene-4.49-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-4.49&CDS=1-5148
1947	OG0001947	YLR289W	snap_masked-scaffold_2-processed-gene-8.71-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.71&CDS=1-1878
1948	OG0001948	YLR290C	snap_masked-scaffold_1-processed-gene-17.53-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.53&CDS=1-768
1949	OG0001949	YLR291C	snap_masked-scaffold_3-processed-gene-25.115-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.115&CDS=1-1023
1950	OG0001950	YLR295C	genemark-scaffold_3-processed-gene-6.103-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.103&CDS=1-321
1951	OG0001951	YLR298C	snap_masked-scaffold_3-processed-gene-18.32-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-18.32&CDS=1-591
1952	OG0001952	YLR299W	snap_masked-scaffold_2-processed-gene-14.69-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.69&CDS=1-1806
1953	OG0001953	YLR303W	snap_masked-scaffold_2-processed-gene-16.14-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.14&CDS=1-1296
1954	OG0001954	YLR305C	augustus_masked-scaffold_2-processed-gene-22.118-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-22.118&CDS=1-5667
1955	OG0001955	YLR306W	augustus_masked-scaffold_3-processed-gene-20.94-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-20.94&CDS=1-525
1956	OG0001956	YLR309C	augustus_masked-scaffold_1-processed-gene-12.137-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.137&CDS=1-3369
1957	OG0001957	YLR316C	augustus_masked-scaffold_1-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.95&CDS=1-903
1958	OG0001958	YLR318W	snap_masked-scaffold_2-processed-gene-27.139-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-27.139&CDS=1-2946
1959	OG0001959	YLR325C	snap_masked-scaffold_1-processed-gene-9.10-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.10&CDS=1-219
1960	OG0001960	YLR328W	snap_masked-scaffold_1-processed-gene-3.6-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.6&CDS=1-1008
1961	OG0001961	YLR330W	genemark-scaffold_3-processed-gene-4.61-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.61&CDS=1-1632
1962	OG0001962	YLR336C	snap_masked-scaffold_1-processed-gene-6.47-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.47&CDS=1-2070
1963	OG0001963	YLR340W	snap_masked-scaffold_2-processed-gene-6.46-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.46&CDS=1-939
1964	OG0001964	YLR342W	snap_masked-scaffold_1-processed-gene-14.152-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.152&CDS=1-5787
1965	OG0001965	YLR345W	snap_masked-scaffold_3-processed-gene-22.163-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-22.163&CDS=1-1494
1966	OG0001966	YLR347C	snap_masked-scaffold_3-processed-gene-23.97-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-23.97&CDS=1-2592
1967	OG0001967	YLR348C	augustus_masked-scaffold_2-processed-gene-16.108-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.108&CDS=1-816
1968	OG0001968	YLR351C	snap_masked-scaffold_3-processed-gene-23.125-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-23.125&CDS=1-867
1969	OG0001969	YLR352W	snap_masked-scaffold_1-processed-gene-20.117-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.117&CDS=1-1647
1970	OG0001970	YLR354C	snap_masked-scaffold_2-processed-gene-5.182-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.182&CDS=1-978
1971	OG0001971	YLR355C	snap_masked-scaffold_3-processed-gene-20.27-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-20.27&CDS=1-1197
1972	OG0001972	YLR359W	snap_masked-scaffold_1-processed-gene-26.82-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.82&CDS=1-1443
1973	OG0001973	YLR370C	snap_masked-scaffold_2-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.30&CDS=1-516
1974	OG0001974	YLR377C	snap_masked-scaffold_4-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.45&CDS=1-990
1975	OG0001975	YLR378C	snap_masked-scaffold_2-processed-gene-21.18-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.18&CDS=1-1383
1976	OG0001976	YLR380W	maker-scaffold_3-snap-gene-18.47-mRNA-1_1&gene=maker-scaffold_3-snap-gene-18.47&CDS=1-1326
1977	OG0001977	YLR382C	snap_masked-scaffold_1-processed-gene-21.5-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.5&CDS=1-2685
1978	OG0001978	YLR383W	snap_masked-scaffold_3-processed-gene-20.3-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-20.3&CDS=1-3291
1979	OG0001979	YLR384C	snap_masked-scaffold_4-processed-gene-2.85-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.85&CDS=1-3627
1980	OG0001980	YLR386W	snap_masked-scaffold_4-processed-gene-1.52-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.52&CDS=1-2370
1981	OG0001981	YLR389C	augustus_masked-scaffold_1-processed-gene-24.117-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-24.117&CDS=1-3198
1982	OG0001982	YLR393W	snap_masked-scaffold_2-processed-gene-20.85-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.85&CDS=1-768
1983	OG0001983	YLR396C	snap_masked-scaffold_1-processed-gene-27.84-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.84&CDS=1-1854
1984	OG0001984	YLR399C	snap_masked-scaffold_1-processed-gene-30.94-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.94&CDS=1-1923
1985	OG0001985	YLR401C	snap_masked-scaffold_4-processed-gene-2.86-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.86&CDS=1-1728
1986	OG0001986	YLR403W	snap_masked-scaffold_1-processed-gene-13.137-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.137&CDS=1-789
1987	OG0001987	YLR409C	snap_masked-scaffold_2-processed-gene-30.162-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-30.162&CDS=1-2781
1988	OG0001988	YLR410W	snap_masked-scaffold_2-processed-gene-30.138-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-30.138&CDS=1-2985
1989	OG0001989	YLR411W	snap_masked-scaffold_3-processed-gene-2.15-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.15&CDS=1-726
1990	OG0001990	YLR412W	snap_masked-scaffold_2-processed-gene-30.164-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-30.164&CDS=1-687
1991	OG0001991	YLR417W	snap_masked-scaffold_3-processed-gene-3.49-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.49&CDS=1-1509
1992	OG0001992	YLR418C	snap_masked-scaffold_3-processed-gene-9.146-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.146&CDS=1-1071
1993	OG0001993	YLR419W	snap_masked-scaffold_2-processed-gene-18.103-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.103&CDS=1-3849
1994	OG0001994	YLR420W	snap_masked-scaffold_3-processed-gene-18.31-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-18.31&CDS=1-1026
1995	OG0001995	YLR421C	snap_masked-scaffold_1-processed-gene-23.38-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.38&CDS=1-936
1996	OG0001996	YLR423C	snap_masked-scaffold_3-processed-gene-25.125-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.125&CDS=1-1314
1997	OG0001997	YLR424W	snap_masked-scaffold_1-processed-gene-20.115-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.115&CDS=1-2019
1998	OG0001998	YLR429W	genemark-scaffold_1-processed-gene-14.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.75&CDS=1-1896
1999	OG0001999	YLR430W	snap_masked-scaffold_2-processed-gene-25.18-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.18&CDS=1-6012
2000	OG0002000	YLR433C	snap_masked-scaffold_1-processed-gene-9.20-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.20&CDS=1-2145
2001	OG0002001	YLR438W	snap_masked-scaffold_1-processed-gene-14.118-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.118&CDS=1-1293
2002	OG0002002	YLR439W	snap_masked-scaffold_1-processed-gene-23.33-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.33&CDS=1-921
2003	OG0002003	YLR447C	snap_masked-scaffold_4-processed-gene-1.8-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.8&CDS=1-1032
2004	OG0002004	YLR451W	snap_masked-scaffold_2-processed-gene-22.24-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.24&CDS=1-1989
2005	OG0002005	YLR459W	snap_masked-scaffold_2-processed-gene-10.119-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.119&CDS=1-1161
2006	OG0002006	YML001W	snap_masked-scaffold_3-processed-gene-10.21-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.21&CDS=1-615
2007	OG0002007	YML002W	snap_masked-scaffold_2-processed-gene-21.54-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.54&CDS=1-3183
2008	OG0002008	YML004C	snap_masked-scaffold_2-processed-gene-24.70-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.70&CDS=1-900
2009	OG0002009	YML005W	snap_masked-scaffold_1-processed-gene-15.59-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.59&CDS=1-1161
2010	OG0002010	YML007W	snap_masked-scaffold_2-processed-gene-25.42-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.42&CDS=1-1293
2011	OG0002011	YML008C	snap_masked-scaffold_1-processed-gene-15.50-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.50&CDS=1-1119
2012	OG0002012	YML009C	maker-scaffold_2-snap-gene-9.151-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.151&CDS=1-198
2013	OG0002013	YML010W	snap_masked-scaffold_2-processed-gene-18.113-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.113&CDS=1-3090
2014	OG0002014	YML012W	snap_masked-scaffold_2-processed-gene-4.57-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.57&CDS=1-645
2015	OG0002015	YML014W	augustus_masked-scaffold_2-processed-gene-28.42-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-28.42&CDS=1-1227
2016	OG0002016	YML015C	snap_masked-scaffold_3-processed-gene-24.67-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-24.67&CDS=1-675
2017	OG0002017	YML018C	snap_masked-scaffold_1-processed-gene-7.131-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.131&CDS=1-1314
2018	OG0002018	YML020W	snap_masked-scaffold_1-processed-gene-6.48-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.48&CDS=1-1776
2019	OG0002019	YML021C	snap_masked-scaffold_1-processed-gene-7.107-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.107&CDS=1-894
2020	OG0002020	YML022W	augustus_masked-scaffold_1-processed-gene-24.114-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-24.114&CDS=1-543
2021	OG0002021	YML025C	snap_masked-scaffold_3-processed-gene-24.59-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-24.59&CDS=1-738
2022	OG0002022	YML030W	snap_masked-scaffold_1-processed-gene-3.55-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.55&CDS=1-366
2023	OG0002023	YML031W	augustus_masked-scaffold_2-processed-gene-14.48-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.48&CDS=1-1779
2024	OG0002024	YML032C	snap_masked-scaffold_2-processed-gene-14.81-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.81&CDS=1-1131
2025	OG0002025	YML035C	snap_masked-scaffold_1-processed-gene-3.49-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.49&CDS=1-2394
2026	OG0002026	YML038C	augustus_masked-scaffold_2-processed-gene-16.138-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.138&CDS=1-1239
2027	OG0002027	YML042W	snap_masked-scaffold_2-processed-gene-15.24-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.24&CDS=1-1833
2028	OG0002028	YML046W	snap_masked-scaffold_2-processed-gene-22.23-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.23&CDS=1-1599
2029	OG0002029	YML049C	snap_masked-scaffold_3-processed-gene-23.129-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-23.129&CDS=1-3450
2030	OG0002030	YML052W	snap_masked-scaffold_2-processed-gene-17.10-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-17.10&CDS=1-759
2031	OG0002031	YML054C	snap_masked-scaffold_1-processed-gene-7.135-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.135&CDS=1-1551
2032	OG0002032	YML056C	maker-scaffold_1-snap-gene-16.110-mRNA-1_1&gene=maker-scaffold_1-snap-gene-16.110&CDS=1-1560
2033	OG0002033	YML059C	snap_masked-scaffold_2-processed-gene-30.141-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-30.141&CDS=1-3978
2034	OG0002034	YML060W	snap_masked-scaffold_2-processed-gene-2.53-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.53&CDS=1-1029
2035	OG0002035	YML061C	snap_masked-scaffold_1-processed-gene-4.9-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.9&CDS=1-2220
2036	OG0002036	YML064C	snap_masked-scaffold_3-processed-gene-11.162-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.162&CDS=1-615
2037	OG0002037	YML065W	snap_masked-scaffold_3-processed-gene-7.12-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.12&CDS=1-2622
2038	OG0002038	YML069W	augustus_masked-scaffold_3-processed-gene-19.106-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.106&CDS=1-3366
2039	OG0002039	YML071C	snap_masked-scaffold_4-processed-gene-1.33-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.33&CDS=1-1218
2040	OG0002040	YML080W	snap_masked-scaffold_2-processed-gene-19.71-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.71&CDS=1-1317
2041	OG0002041	YML081C-A	augustus_masked-scaffold_3-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.86&CDS=1-3069
2042	OG0002042	YML085C	maker-scaffold_2-snap-gene-0.7-mRNA-1_1&gene=maker-scaffold_2-snap-gene-0.7&CDS=1-1341
2043	OG0002043	YML086C	augustus_masked-scaffold_2-processed-gene-14.35-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.35&CDS=1-4326
2044	OG0002044	YML088W	snap_masked-scaffold_3-processed-gene-10.16-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.16&CDS=1-1977
2045	OG0002045	YML092C	snap_masked-scaffold_2-processed-gene-5.141-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.141&CDS=1-750
2046	OG0002046	YML093W	snap_masked-scaffold_2-processed-gene-7.6-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.6&CDS=1-2199
2047	OG0002047	YML094W	snap_masked-scaffold_3-processed-gene-7.11-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.11&CDS=1-435
2048	OG0002048	YML096W	snap_masked-scaffold_3-processed-gene-4.175-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.175&CDS=1-1491
2049	OG0002049	YML097C	snap_masked-scaffold_3-processed-gene-4.146-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.146&CDS=1-1380
2050	OG0002050	YML098W	snap_masked-scaffold_3-processed-gene-24.71-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-24.71&CDS=1-441
2051	OG0002051	YML101C	snap_masked-scaffold_3-processed-gene-17.95-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-17.95&CDS=1-555
2052	OG0002052	YML102W	snap_masked-scaffold_2-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.45&CDS=1-2112
2053	OG0002053	YML103C	snap_masked-scaffold_1-processed-gene-1.70-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.70&CDS=1-4710
2054	OG0002054	YML105C	genemark-scaffold_1-processed-gene-12.47-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.47&CDS=1-648
2055	OG0002055	YML114C	snap_masked-scaffold_2-processed-gene-10.124-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.124&CDS=1-1152
2056	OG0002056	YML121W	snap_masked-scaffold_3-processed-gene-2.35-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.35&CDS=1-957
2057	OG0002057	YML123C	snap_masked-scaffold_2-processed-gene-20.87-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.87&CDS=1-1728
2058	OG0002058	YML126C	snap_masked-scaffold_3-processed-gene-8.97-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.97&CDS=1-1356
2059	OG0002059	YML127W	snap_masked-scaffold_3-processed-gene-2.6-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.6&CDS=1-2517
2060	OG0002060	YML128C	snap_masked-scaffold_3-processed-gene-8.95-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.95&CDS=1-1035
2061	OG0002061	YML129C	snap_masked-scaffold_2-processed-gene-5.126-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.126&CDS=1-252
2062	OG0002062	YML130C	augustus_masked-scaffold_1-processed-gene-27.40-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-27.40&CDS=1-1557
2063	OG0002063	YML131W	maker-scaffold_3-snap-gene-15.50-mRNA-1_1&gene=maker-scaffold_3-snap-gene-15.50&CDS=1-1962
2064	OG0002064	YMR002W	snap_masked-scaffold_2-processed-gene-17.11-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-17.11&CDS=1-441
2065	OG0002065	YMR004W	augustus_masked-scaffold_3-processed-gene-11.45-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.45&CDS=1-1980
2066	OG0002066	YMR005W	snap_masked-scaffold_1-processed-gene-14.138-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.138&CDS=1-1122
2067	OG0002067	YMR009W	snap_masked-scaffold_2-processed-gene-9.50-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.50&CDS=1-528
2068	OG0002068	YMR010W	genemark-scaffold_2-processed-gene-18.0-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.0&CDS=1-852
2069	OG0002069	YMR013C	augustus_masked-scaffold_3-processed-gene-8.164-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.164&CDS=1-4416
2070	OG0002070	YMR015C	snap_masked-scaffold_3-processed-gene-9.129-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.129&CDS=1-1620
