	OrthologID	Eremothecium_gossypii	Saccharomyces_cerevisiae
2803	OG0002803	augustus_masked-AE016819-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.42&CDS=1-942	YMR127C
2804	OG0002804	genemark-AE016819-processed-gene-8.135-mRNA-1_1&gene=genemark-AE016819-processed-gene-8.135&CDS=1-5199	YMR128W
2805	OG0002805	genemark-AE016819-processed-gene-8.136-mRNA-1_1&gene=genemark-AE016819-processed-gene-8.136&CDS=1-3837	YMR129W
2806	OG0002806	augustus_masked-AE016819-processed-gene-8.44-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.44&CDS=1-2112	YLR035C
2807	OG0002807	maker-AE016819-augustus-gene-8.3-mRNA-1_1&gene=maker-AE016819-augustus-gene-8.3&CDS=1-813	YMR130W
2808	OG0002808	augustus_masked-AE016819-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.23&CDS=1-1065	YGL222C
2809	OG0002809	augustus_masked-AE016819-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.46&CDS=1-1821	YER036C
2810	OG0002810	augustus_masked-AE016819-processed-gene-8.24-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.24&CDS=1-1125	YGL223C
2811	OG0002811	augustus_masked-AE016819-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.25&CDS=1-846	YGL224C
2812	OG0002812	augustus_masked-AE016819-processed-gene-8.47-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.47&CDS=1-1239	YER038C
2813	OG0002813	augustus_masked-AE016819-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.48&CDS=1-987	YGL225W
2814	OG0002814	snap_masked-AE016819-processed-gene-8.80-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-8.80&CDS=1-2094	YER041W
2815	OG0002815	genemark-AE016819-processed-gene-8.144-mRNA-1_1&gene=genemark-AE016819-processed-gene-8.144&CDS=1-567	YER042W
2816	OG0002816	snap_masked-AE016819-processed-gene-8.106-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-8.106&CDS=1-408	YGL226W
2817	OG0002817	augustus_masked-AE016819-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.27&CDS=1-258	YGL226C-A
2818	OG0002818	augustus_masked-AE016819-processed-gene-8.49-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.49&CDS=1-2469	YGL227W
2819	OG0002819	augustus_masked-AE016819-processed-gene-8.50-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.50&CDS=1-2976	YER043C
2820	OG0002820	augustus_masked-AE016819-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.51&CDS=1-864	YFR041C
2821	OG0002821	augustus_masked-AE016819-processed-gene-8.29-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.29&CDS=1-633	YFR042W
2822	OG0002822	augustus_masked-AE016819-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.52&CDS=1-738	YFR043C
2823	OG0002823	augustus_masked-AE016819-processed-gene-8.30-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-8.30&CDS=1-543	YGL231C
2824	OG0002824	snap_masked-AE016819-processed-gene-9.6-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-9.6&CDS=1-831	YGL232W
2825	OG0002825	augustus_masked-AE016819-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.56&CDS=1-2604	YGL233W
2826	OG0002826	genemark-AE016819-processed-gene-9.100-mRNA-1_1&gene=genemark-AE016819-processed-gene-9.100&CDS=1-1458	YFR044C
2827	OG0002827	augustus_masked-AE016819-processed-gene-9.53-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.53&CDS=1-1032	YFR045W
2828	OG0002828	augustus_masked-AE016819-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.58&CDS=1-2379	YGL234W
2829	OG0002829	snap_masked-AE016819-processed-gene-9.5-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-9.5&CDS=1-2013	YGL236C
2830	OG0002830	augustus_masked-AE016819-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.82&CDS=1-906	YFR046C
2831	OG0002831	augustus_masked-AE016819-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.59&CDS=1-804	YGL237C
2832	OG0002832	augustus_masked-AE016819-processed-gene-9.60-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.60&CDS=1-786	YFR050C
2833	OG0002833	augustus_masked-AE016819-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.61&CDS=1-1065	YGL248W
2834	OG0002834	genemark-AE016819-processed-gene-9.127-mRNA-1_1&gene=genemark-AE016819-processed-gene-9.127&CDS=1-357	YFR049W
2835	OG0002835	snap_masked-AE016819-processed-gene-9.13-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-9.13&CDS=1-501	YGL247W
2836	OG0002836	maker-AE016819-snap-gene-9.144-mRNA-1_1&gene=maker-AE016819-snap-gene-9.144&CDS=1-3147	YGL246C
2837	OG0002837	augustus_masked-AE016819-processed-gene-9.62-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.62&CDS=1-2121	YGL245W
2838	OG0002838	augustus_masked-AE016819-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.84&CDS=1-1707	YFR048W
2839	OG0002839	maker-AE016819-augustus-gene-9.0-mRNA-1_1&gene=maker-AE016819-augustus-gene-9.0&CDS=1-2871	YGL244W
2840	OG0002840	augustus_masked-AE016819-processed-gene-9.85-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.85&CDS=1-504	YGL242C
2841	OG0002841	augustus_masked-AE016819-processed-gene-9.64-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.64&CDS=1-2997	YGL241W
2842	OG0002842	augustus_masked-AE016819-processed-gene-9.66-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.66&CDS=1-879	YFR047C
2843	OG0002843	augustus_masked-AE016819-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.67&CDS=1-3606	YGL238W
2844	OG0002844	augustus_masked-AE016819-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.86&CDS=1-1596	YFR051C
2845	OG0002845	augustus_masked-AE016819-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.68&CDS=1-2259	YKL034W
2846	OG0002846	augustus_masked-AE016819-processed-gene-9.87-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.87&CDS=1-807	YGL250W
2847	OG0002847	augustus_masked-AE016819-processed-gene-9.69-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.69&CDS=1-1761	YGL252C
2848	OG0002848	augustus_masked-AE016819-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.70&CDS=1-816	YFR052W
2849	OG0002849	augustus_masked-AE016819-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.88&CDS=1-1464	YGL253W
2850	OG0002850	augustus_masked-AE016819-processed-gene-9.71-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.71&CDS=1-2490	YIL143C
2851	OG0002851	augustus_masked-AE016819-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.89&CDS=1-1983	YIL144W
2852	OG0002852	augustus_masked-AE016819-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.72&CDS=1-921	YIL145C
2853	OG0002853	augustus_masked-AE016819-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.73&CDS=1-4500	YIL147C
2854	OG0002854	augustus_masked-AE016819-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.74&CDS=1-5274	YKR095W
2855	OG0002855	augustus_masked-AE016819-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.75&CDS=1-1587	YIL150C
2856	OG0002856	augustus_masked-AE016819-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.76&CDS=1-243	YKR095W-A
2857	OG0002857	genemark-AE016819-processed-gene-9.120-mRNA-1_1&gene=genemark-AE016819-processed-gene-9.120&CDS=1-3651	YKR096W
2858	OG0002858	genemark-AE016819-processed-gene-9.121-mRNA-1_1&gene=genemark-AE016819-processed-gene-9.121&CDS=1-1623	YKR097W
2859	OG0002859	augustus_masked-AE016819-processed-gene-9.91-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.91&CDS=1-1095	YIL153W
2860	OG0002860	augustus_masked-AE016819-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.78&CDS=1-1020	YIL154C
2861	OG0002861	augustus_masked-AE016819-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.79&CDS=1-1893	YIL155C
2862	OG0002862	maker-AE016819-augustus-gene-9.2-mRNA-1_1&gene=maker-AE016819-augustus-gene-9.2&CDS=1-2931	YIL156W
2863	OG0002863	augustus_masked-AE016819-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.80&CDS=1-2229	YKR099W
2864	OG0002864	augustus_masked-AE016819-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.93&CDS=1-219	YIL156W-B
2865	OG0002865	augustus_masked-AE016819-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.81&CDS=1-555	YIL157C
2866	OG0002866	augustus_masked-AE016819-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-9.94&CDS=1-921	YKR100C
2867	OG0002867	genemark-AE016819-processed-gene-10.107-mRNA-1_1&gene=genemark-AE016819-processed-gene-10.107&CDS=1-1209	YIL160C
2868	OG0002868	augustus_masked-AE016819-processed-gene-10.1-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.1&CDS=1-3045	YGR125W
2869	OG0002869	augustus_masked-AE016819-processed-gene-10.2-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.2&CDS=1-630	YGR127W
2870	OG0002870	augustus_masked-AE016819-processed-gene-10.3-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.3&CDS=1-957	YPR147C
2871	OG0002871	augustus_masked-AE016819-processed-gene-10.4-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.4&CDS=1-1950	YGR128C
2872	OG0002872	augustus_masked-AE016819-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.5&CDS=1-576	YGR129W
2873	OG0002873	augustus_masked-AE016819-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.27&CDS=1-1092	YPR148C
2874	OG0002874	augustus_masked-AE016819-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.28&CDS=1-1869	YGR130C
2875	OG0002875	augustus_masked-AE016819-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.29&CDS=1-849	YGR132C
2876	OG0002876	augustus_masked-AE016819-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.7&CDS=1-465	YGR133W
2877	OG0002877	augustus_masked-AE016819-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.8&CDS=1-3573	YGR134W
2878	OG0002878	augustus_masked-AE016819-processed-gene-10.30-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.30&CDS=1-984	YPR152C
2879	OG0002879	augustus_masked-AE016819-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.9&CDS=1-753	YGR135W
2880	OG0002880	augustus_masked-AE016819-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.11&CDS=1-2184	YGR140W
2881	OG0002881	augustus_masked-AE016819-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.12&CDS=1-1338	YGR141W
2882	OG0002882	augustus_masked-AE016819-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.13&CDS=1-888	YGR142W
2883	OG0002883	augustus_masked-AE016819-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.32&CDS=1-1686	YOR308C
2884	OG0002884	augustus_masked-AE016819-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.33&CDS=1-1539	YOR310C
2885	OG0002885	augustus_masked-AE016819-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.34&CDS=1-951	YOR311C
2886	OG0002886	snap_masked-AE016819-processed-gene-10.89-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-10.89&CDS=1-1893	YDR488C
2887	OG0002887	augustus_masked-AE016819-processed-gene-10.15-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.15&CDS=1-798	YDR489W
2888	OG0002888	augustus_masked-AE016819-processed-gene-10.17-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.17&CDS=1-3087	YOL098C
2889	OG0002889	maker-AE016819-augustus-gene-10.46-mRNA-1_1&gene=maker-AE016819-augustus-gene-10.46&CDS=1-1344	YOL002C
2890	OG0002890	augustus_masked-AE016819-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.20&CDS=1-690	YOL102C
2891	OG0002891	augustus_masked-AE016819-processed-gene-10.37-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.37&CDS=1-2745	YDR495C
2892	OG0002892	augustus_masked-AE016819-processed-gene-10.38-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.38&CDS=1-1947	YDR496C
2893	OG0002893	snap_masked-AE016819-processed-gene-10.93-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-10.93&CDS=1-879	YDR498C
2894	OG0002894	augustus_masked-AE016819-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.22&CDS=1-987	YOL104C
2895	OG0002895	augustus_masked-AE016819-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.23&CDS=1-1314	YNL280C
2896	OG0002896	augustus_masked-AE016819-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.40&CDS=1-441	YNL281W
2897	OG0002897	augustus_masked-AE016819-processed-gene-10.41-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.41&CDS=1-579	YNL282W
2898	OG0002898	augustus_masked-AE016819-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.26&CDS=1-1644	YJR046W
2899	OG0002899	augustus_masked-AE016819-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-10.43&CDS=1-6384	YEL031W
2900	OG0002900	augustus_masked-AE016819-processed-gene-11.7-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.7&CDS=1-1239	YEL037C
2901	OG0002901	augustus_masked-AE016819-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.10&CDS=1-678	YEL038W
2902	OG0002902	genemark-AE016819-processed-gene-11.129-mRNA-1_1&gene=genemark-AE016819-processed-gene-11.129&CDS=1-1524	YJR049C
2903	OG0002903	genemark-AE016819-processed-gene-11.130-mRNA-1_1&gene=genemark-AE016819-processed-gene-11.130&CDS=1-1530	YEL042W
2904	OG0002904	augustus_masked-AE016819-processed-gene-11.9-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.9&CDS=1-720	YJR050W
2905	OG0002905	snap_masked-AE016819-processed-gene-11.69-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-11.69&CDS=1-2292	YEL043W
2906	OG0002906	snap_masked-AE016819-processed-gene-11.70-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-11.70&CDS=1-387	YEL044W
2907	OG0002907	augustus_masked-AE016819-processed-gene-11.13-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.13&CDS=1-1146	YEL046C
2908	OG0002908	augustus_masked-AE016819-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.38&CDS=1-894	YML052W
2909	OG0002909	augustus_masked-AE016819-processed-gene-11.15-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.15&CDS=1-639	YJR057W
2910	OG0002910	augustus_masked-AE016819-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.39&CDS=1-438	YJR058C
2911	OG0002911	augustus_masked-AE016819-processed-gene-11.16-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.16&CDS=1-3078	YKL197C
2912	OG0002912	snap_masked-AE016819-processed-gene-11.76-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-11.76&CDS=1-1401	YDR470C
2913	OG0002913	augustus_masked-AE016819-processed-gene-11.40-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.40&CDS=1-303	YDR469W
2914	OG0002914	snap_masked-AE016819-processed-gene-11.77-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-11.77&CDS=1-567	YDR468C
2915	OG0002915	augustus_masked-AE016819-processed-gene-11.19-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.19&CDS=1-1350	YHR009C
2916	OG0002916	augustus_masked-AE016819-processed-gene-11.20-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.20&CDS=1-1230	YJR054W
2917	OG0002917	augustus_masked-AE016819-processed-gene-11.43-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.43&CDS=1-1152	YML048W
2918	OG0002918	augustus_masked-AE016819-processed-gene-11.21-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.21&CDS=1-3864	YML049C
2919	OG0002919	augustus_masked-AE016819-processed-gene-11.44-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.44&CDS=1-939	YML050W
2920	OG0002920	augustus_masked-AE016819-processed-gene-11.22-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.22&CDS=1-459	YJR055W
2921	OG0002921	augustus_masked-AE016819-processed-gene-11.23-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.23&CDS=1-423	YEL048C
2922	OG0002922	augustus_masked-AE016819-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.46&CDS=1-1041	YOR143C
2923	OG0002923	augustus_masked-AE016819-processed-gene-11.24-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.24&CDS=1-987	YDR392W
2924	OG0002924	snap_masked-AE016819-processed-gene-11.108-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-11.108&CDS=1-2364	YOR144C
2925	OG0002925	augustus_masked-AE016819-processed-gene-11.48-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.48&CDS=1-852	YOR145C
2926	OG0002926	augustus_masked-AE016819-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.49&CDS=1-621	YOR148C
2927	OG0002927	maker-AE016819-augustus-gene-11.2-mRNA-1_1&gene=maker-AE016819-augustus-gene-11.2&CDS=1-2319	YDR394W
2928	OG0002928	augustus_masked-AE016819-processed-gene-11.50-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.50&CDS=1-1494	YOR149C
2929	OG0002929	augustus_masked-AE016819-processed-gene-11.27-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.27&CDS=1-2847	YDR395W
2930	OG0002930	augustus_masked-AE016819-processed-gene-11.51-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.51&CDS=1-447	YDR397C
2931	OG0002931	augustus_masked-AE016819-processed-gene-11.28-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.28&CDS=1-1815	YDR398W
2932	OG0002932	augustus_masked-AE016819-processed-gene-11.29-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.29&CDS=1-1005	YDR400W
2933	OG0002933	augustus_masked-AE016819-processed-gene-11.52-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.52&CDS=1-1482	YDR402C
2934	OG0002934	augustus_masked-AE016819-processed-gene-11.30-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.30&CDS=1-1596	YDR403W
2935	OG0002935	augustus_masked-AE016819-processed-gene-11.53-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.53&CDS=1-513	YDR404C
2936	OG0002936	augustus_masked-AE016819-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.31&CDS=1-468	YOR150W
2937	OG0002937	augustus_masked-AE016819-processed-gene-11.54-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.54&CDS=1-3666	YOR151C
2938	OG0002938	augustus_masked-AE016819-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.32&CDS=1-732	YDR405W
2939	OG0002939	augustus_masked-AE016819-processed-gene-11.57-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.57&CDS=1-711	YDR472W
2940	OG0002940	augustus_masked-AE016819-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.33&CDS=1-666	YHR013C
2941	OG0002941	maker-AE016819-augustus-gene-11.3-mRNA-1_1&gene=maker-AE016819-augustus-gene-11.3&CDS=1-2118	YHR011W
2942	OG0002942	augustus_masked-AE016819-processed-gene-11.35-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.35&CDS=1-816	YJR060W
2943	OG0002943	augustus_masked-AE016819-processed-gene-11.60-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.60&CDS=1-1248	YJR062C
2944	OG0002944	augustus_masked-AE016819-processed-gene-11.36-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.36&CDS=1-375	YJR063W
2945	OG0002945	augustus_masked-AE016819-processed-gene-11.37-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-11.37&CDS=1-1677	YJR064W
2946	OG0002946	genemark-AE016819-processed-gene-12.2-mRNA-1_1&gene=genemark-AE016819-processed-gene-12.2&CDS=1-1365	YJR065C
2947	OG0002947	genemark-AE016819-processed-gene-12.0-mRNA-1_1&gene=genemark-AE016819-processed-gene-12.0&CDS=1-7380	YKL203C
2948	OG0002948	augustus_masked-AE016819-processed-gene-12.108-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.108&CDS=1-1047	YJR068W
2949	OG0002949	augustus_masked-AE016819-processed-gene-12.111-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.111&CDS=1-1914	YKL204W
2950	OG0002950	maker-AE016819-augustus-gene-12.155-mRNA-1_1&gene=maker-AE016819-augustus-gene-12.155&CDS=1-3741	YKL205W
2951	OG0002951	augustus_masked-AE016819-processed-gene-12.131-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.131&CDS=1-966	YJR070C
2952	OG0002952	augustus_masked-AE016819-processed-gene-12.112-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.112&CDS=1-822	YKL206C
2953	OG0002953	augustus_masked-AE016819-processed-gene-12.132-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.132&CDS=1-1149	YJR072C
2954	OG0002954	augustus_masked-AE016819-processed-gene-12.133-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.133&CDS=1-774	YKL207W
2955	OG0002955	augustus_masked-AE016819-processed-gene-12.135-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.135&CDS=1-633	YJR073C
2956	OG0002956	augustus_masked-AE016819-processed-gene-12.113-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.113&CDS=1-3852	YKL209C
2957	OG0002957	augustus_masked-AE016819-processed-gene-12.136-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.136&CDS=1-3039	YKL210W
2958	OG0002958	augustus_masked-AE016819-processed-gene-12.114-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.114&CDS=1-582	YJR074W
2959	OG0002959	augustus_masked-AE016819-processed-gene-12.115-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.115&CDS=1-1167	YJR075W
2960	OG0002960	augustus_masked-AE016819-processed-gene-12.117-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.117&CDS=1-1908	YML088W
2961	OG0002961	genemark-AE016819-processed-gene-12.33-mRNA-1_1&gene=genemark-AE016819-processed-gene-12.33&CDS=1-930	YML125C
2962	OG0002962	augustus_masked-AE016819-processed-gene-12.139-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.139&CDS=1-1596	YML086C
2963	OG0002963	augustus_masked-AE016819-processed-gene-12.140-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.140&CDS=1-1341	YML085C
2964	OG0002964	augustus_masked-AE016819-processed-gene-12.141-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.141&CDS=1-1689	YML123C
2965	OG0002965	augustus_masked-AE016819-processed-gene-12.142-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.142&CDS=1-1728	YMR284W
2966	OG0002966	augustus_masked-AE016819-processed-gene-12.143-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.143&CDS=1-1323	YHR190W
2967	OG0002967	augustus_masked-AE016819-processed-gene-12.144-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.144&CDS=1-597	YHR189W
2968	OG0002968	augustus_masked-AE016819-processed-gene-12.118-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.118&CDS=1-897	YML121W
2969	OG0002969	augustus_masked-AE016819-processed-gene-12.119-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.119&CDS=1-2754	YMR287C
2970	OG0002970	augustus_masked-AE016819-processed-gene-12.120-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.120&CDS=1-897	YML119W
2971	OG0002971	maker-AE016819-augustus-gene-12.157-mRNA-1_1&gene=maker-AE016819-augustus-gene-12.157&CDS=1-1668	YMR283C
2972	OG0002972	augustus_masked-AE016819-processed-gene-12.121-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.121&CDS=1-960	YDL209C
2973	OG0002973	augustus_masked-AE016819-processed-gene-12.147-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.147&CDS=1-1677	YDR243C
2974	OG0002974	augustus_masked-AE016819-processed-gene-12.122-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.122&CDS=1-1707	YDR244W
2975	OG0002975	augustus_masked-AE016819-processed-gene-12.123-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.123&CDS=1-999	YDR245W
2976	OG0002976	augustus_masked-AE016819-processed-gene-12.124-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.124&CDS=1-3561	YPL016W
2977	OG0002977	augustus_masked-AE016819-processed-gene-12.148-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.148&CDS=1-3045	YPL022W
2978	OG0002978	augustus_masked-AE016819-processed-gene-12.125-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.125&CDS=1-1905	YPL023C
2979	OG0002979	augustus_masked-AE016819-processed-gene-12.149-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.149&CDS=1-645	YPL024W
