	OrthologID	Hanseniaspora_valbyensis	Saccharomyces_cerevisiae
2607	OG0002607	snap_masked-scaffold_6-processed-gene-3.23-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.23&CDS=1-2847	YGR240C
2608	OG0002608	augustus_masked-scaffold_6-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.82&CDS=1-1257	YGR244C
2609	OG0002609	snap_masked-scaffold_6-processed-gene-3.42-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.42&CDS=1-2160	YGR245C
2610	OG0002610	snap_masked-scaffold_6-processed-gene-3.27-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.27&CDS=1-951	YGR282C
2611	OG0002611	augustus_masked-scaffold_6-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.69&CDS=1-2871	YLR409C
2612	OG0002612	augustus_masked-scaffold_6-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.85&CDS=1-4377	YHR164C
2613	OG0002613	snap_masked-scaffold_6-processed-gene-3.29-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.29&CDS=1-1353	YKL077W
2614	OG0002614	augustus_masked-scaffold_6-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.87&CDS=1-2007	YKL075C
2615	OG0002615	augustus_masked-scaffold_6-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.53&CDS=1-4407	YDL055C
2616	OG0002616	snap_masked-scaffold_6-processed-gene-4.3-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.3&CDS=1-3147	YLR386W
2617	OG0002617	maker-scaffold_6-snap-gene-4.47-mRNA-1_1&gene=maker-scaffold_6-snap-gene-4.47&CDS=1-2478	YDL060W
2618	OG0002618	snap_masked-scaffold_6-processed-gene-4.5-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.5&CDS=1-1833	YDL063C
2619	OG0002619	augustus_masked-scaffold_6-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.74&CDS=1-477	YDL064W
2620	OG0002620	snap_masked-scaffold_6-processed-gene-4.25-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.25&CDS=1-813	YGR267C
2621	OG0002621	augustus_masked-scaffold_6-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.77&CDS=1-1251	YBR083W
2622	OG0002622	augustus_masked-scaffold_6-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.59&CDS=1-1677	YMR013C
2623	OG0002623	augustus_masked-scaffold_6-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.60&CDS=1-1527	YMR290C
2624	OG0002624	snap_masked-scaffold_6-processed-gene-4.10-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.10&CDS=1-2232	YGR264C
2625	OG0002625	augustus_masked-scaffold_6-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.62&CDS=1-768	YGR262C
2626	OG0002626	augustus_masked-scaffold_6-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.63&CDS=1-891	YHR187W
2627	OG0002627	augustus_masked-scaffold_6-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.81&CDS=1-1722	YHR188C
2628	OG0002628	augustus_masked-scaffold_6-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.64&CDS=1-3309	YMR288W
2629	OG0002629	augustus_masked-scaffold_6-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.82&CDS=1-2352	YGR261C
2630	OG0002630	snap_masked-scaffold_6-processed-gene-4.14-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.14&CDS=1-942	YDL052C
2631	OG0002631	augustus_masked-scaffold_6-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.68&CDS=1-2223	YNL260C
2632	OG0002632	augustus_masked-scaffold_6-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.69&CDS=1-1578	YMR015C
2633	OG0002633	snap_masked-scaffold_6-processed-gene-4.34-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.34&CDS=1-1260	YMR014W
2634	OG0002634	genemark-scaffold_60-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_60-processed-gene-0.11&CDS=1-8196	YDR127W
2635	OG0002635	genemark-scaffold_60-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_60-processed-gene-0.8&CDS=1-849	YDR126W
2636	OG0002636	genemark-scaffold_60-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_60-processed-gene-0.9&CDS=1-1257	YLR097C
2637	OG0002637	snap_masked-scaffold_601-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scaffold_601-processed-gene-0.0&CDS=1-1380	YDL180W
2638	OG0002638	genemark-scaffold_605-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_605-processed-gene-0.3&CDS=1-474	YDL208W
2639	OG0002639	genemark-scaffold_608-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_608-processed-gene-0.5&CDS=1-354	YPL239W
2640	OG0002640	genemark-scaffold_608-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_608-processed-gene-0.6&CDS=1-804	YPL237W
2641	OG0002641	genemark-scaffold_609-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_609-processed-gene-0.0&CDS=1-645	YBL093C
2642	OG0002642	augustus_masked-scaffold_61-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scaffold_61-processed-gene-0.13&CDS=1-1038	YNL274C
2643	OG0002643	maker-scaffold_61-snap-gene-0.19-mRNA-1_1&gene=maker-scaffold_61-snap-gene-0.19&CDS=1-4479	YCR042C
2644	OG0002644	genemark-scaffold_61-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_61-processed-gene-0.5&CDS=1-1803	YCL038C
2645	OG0002645	genemark-scaffold_61-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_61-processed-gene-0.2&CDS=1-1119	YCL034W
2646	OG0002646	genemark-scaffold_61-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_61-processed-gene-0.8&CDS=1-519	YCL033C
2647	OG0002647	augustus_masked-scaffold_614-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scaffold_614-processed-gene-0.1&CDS=1-633	YHR088W
2648	OG0002648	genemark-scaffold_616-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_616-processed-gene-0.0&CDS=1-1290	YDL047W
2649	OG0002649	augustus_masked-scaffold_617-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_617-processed-gene-0.0&CDS=1-1749	YER086W
2650	OG0002650	genemark-scaffold_62-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_62-processed-gene-0.4&CDS=1-831	YGR220C
2651	OG0002651	genemark-scaffold_62-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_62-processed-gene-0.6&CDS=1-3279	YGR218W
2652	OG0002652	genemark-scaffold_62-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_62-processed-gene-0.8&CDS=1-1251	YJL026W
2653	OG0002653	maker-scaffold_622-augustus-gene-0.1-mRNA-1_1&gene=maker-scaffold_622-augustus-gene-0.1&CDS=1-1200	YOR175C
2654	OG0002654	genemark-scaffold_624-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_624-processed-gene-0.2&CDS=1-1176	YGR040W
2655	OG0002655	augustus_masked-scaffold_625-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_625-processed-gene-0.3&CDS=1-774	YLR116W
2656	OG0002656	augustus_masked-scaffold_628-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scaffold_628-processed-gene-0.1&CDS=1-1869	YBR170C
2657	OG0002657	maker-scaffold_63-snap-gene-0.1-mRNA-1_1&gene=maker-scaffold_63-snap-gene-0.1&CDS=1-4221	YFL036W
2658	OG0002658	genemark-scaffold_63-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_63-processed-gene-0.10&CDS=1-1104	YFL034C-B
2659	OG0002659	genemark-scaffold_63-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_63-processed-gene-0.9&CDS=1-4380	YFL034W
2660	OG0002660	augustus_masked-scaffold_632-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scaffold_632-processed-gene-0.2&CDS=1-447	YLR275W
2661	OG0002661	augustus_masked-scaffold_632-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_632-processed-gene-0.3&CDS=1-1077	YLR276C
2662	OG0002662	genemark-scaffold_638-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_638-processed-gene-0.3&CDS=1-969	YOL009C
2663	OG0002663	augustus_masked-scaffold_639-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scaffold_639-processed-gene-0.1&CDS=1-1980	YBL004W
2664	OG0002664	genemark-scaffold_64-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_64-processed-gene-0.5&CDS=1-855	YOR065W
2665	OG0002665	snap_masked-scaffold_64-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scaffold_64-processed-gene-0.1&CDS=1-1734	YOR070C
2666	OG0002666	snap_masked-scaffold_64-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scaffold_64-processed-gene-0.2&CDS=1-2733	YKR079C
2667	OG0002667	genemark-scaffold_64-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_64-processed-gene-0.8&CDS=1-2316	YOR069W
2668	OG0002668	genemark-scaffold_64-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_64-processed-gene-0.7&CDS=1-903	YOR074C
2669	OG0002669	snap_masked-scaffold_643-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scaffold_643-processed-gene-0.5&CDS=1-801	YDR041W
2670	OG0002670	augustus_masked-scaffold_643-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scaffold_643-processed-gene-0.2&CDS=1-642	YBR061C
2671	OG0002671	augustus_masked-scaffold_644-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_644-processed-gene-0.3&CDS=1-1572	YGR216C
2672	OG0002672	genemark-scaffold_647-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_647-processed-gene-0.4&CDS=1-1194	YJL123C
2673	OG0002673	snap_masked-scaffold_65-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scaffold_65-processed-gene-0.10&CDS=1-5508	YFL033C
2674	OG0002674	augustus_masked-scaffold_65-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scaffold_65-processed-gene-0.7&CDS=1-1335	YLR060W
2675	OG0002675	genemark-scaffold_66-processed-gene-0.18-mRNA-1_1&gene=genemark-scaffold_66-processed-gene-0.18&CDS=1-3186	YDR060W
2676	OG0002676	genemark-scaffold_66-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_66-processed-gene-0.17&CDS=1-4014	YBR081C
2677	OG0002677	genemark-scaffold_67-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_67-processed-gene-0.6&CDS=1-897	YCR059C
2678	OG0002678	snap_masked-scaffold_67-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scaffold_67-processed-gene-0.2&CDS=1-2739	YCR057C
2679	OG0002679	maker-scaffold_68-snap-gene-0.6-mRNA-1_1&gene=maker-scaffold_68-snap-gene-0.6&CDS=1-1332	YPR084W
2680	OG0002680	genemark-scaffold_68-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_68-processed-gene-0.15&CDS=1-1956	YKL212W
2681	OG0002681	genemark-scaffold_69-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_69-processed-gene-0.6&CDS=1-792	YOL080C
2682	OG0002682	augustus_masked-scaffold_69-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scaffold_69-processed-gene-0.10&CDS=1-372	YIL027C
2683	OG0002683	snap_masked-scaffold_7-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.13&CDS=1-222	YGR105W
2684	OG0002684	snap_masked-scaffold_7-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.14&CDS=1-1701	YGR103W
2685	OG0002685	augustus_masked-scaffold_7-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.61&CDS=1-993	YGR101W
2686	OG0002686	augustus_masked-scaffold_7-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.47&CDS=1-1503	YGR100W
2687	OG0002687	augustus_masked-scaffold_7-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.62&CDS=1-7308	YPR117W
2688	OG0002688	augustus_masked-scaffold_7-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.63&CDS=1-2193	YGR099W
2689	OG0002689	maker-scaffold_7-snap-gene-0.35-mRNA-1_1&gene=maker-scaffold_7-snap-gene-0.35&CDS=1-2070	YGR098C
2690	OG0002690	augustus_masked-scaffold_7-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.66&CDS=1-975	YPR114W
2691	OG0002691	snap_masked-scaffold_7-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.22&CDS=1-687	YPR113W
2692	OG0002692	augustus_masked-scaffold_7-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.69&CDS=1-1050	YGR096W
2693	OG0002693	augustus_masked-scaffold_7-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.51&CDS=1-711	YGR095C
2694	OG0002694	augustus_masked-scaffold_7-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.70&CDS=1-3405	YGR094W
2695	OG0002695	snap_masked-scaffold_7-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.5&CDS=1-2697	YPR112C
2696	OG0002696	augustus_masked-scaffold_7-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.71&CDS=1-1062	YGR093W
2697	OG0002697	augustus_masked-scaffold_7-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.72&CDS=1-996	YDR279W
2698	OG0002698	snap_masked-scaffold_7-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.7&CDS=1-1026	YPR110C
2699	OG0002699	augustus_masked-scaffold_7-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.76&CDS=1-3672	YGR090W
2700	OG0002700	snap_masked-scaffold_7-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.8&CDS=1-885	YER026C
2701	OG0002701	augustus_masked-scaffold_7-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.77&CDS=1-2139	YGL203C
2702	OG0002702	snap_masked-scaffold_7-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.9&CDS=1-1491	YGL202W
2703	OG0002703	snap_masked-scaffold_7-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.32&CDS=1-1566	YKL217W
2704	OG0002704	augustus_masked-scaffold_7-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.57&CDS=1-3852	YIL031W
2705	OG0002705	augustus_masked-scaffold_7-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.79&CDS=1-3870	YIL030C
2706	OG0002706	augustus_masked-scaffold_7-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.56&CDS=1-3582	YOL078W
2707	OG0002707	augustus_masked-scaffold_7-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.57&CDS=1-1047	YKR066C
2708	OG0002708	snap_masked-scaffold_7-processed-gene-1.24-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.24&CDS=1-468	YKR065C
2709	OG0002709	augustus_masked-scaffold_7-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.80&CDS=1-729	YPR143W
2710	OG0002710	augustus_masked-scaffold_7-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.60&CDS=1-2211	YPR141C
2711	OG0002711	augustus_masked-scaffold_7-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.81&CDS=1-1218	YPR140W
2712	OG0002712	augustus_masked-scaffold_7-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.61&CDS=1-3060	YIL026C
2713	OG0002713	snap_masked-scaffold_7-processed-gene-1.28-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.28&CDS=1-1269	YGR123C
2714	OG0002714	snap_masked-scaffold_7-processed-gene-1.29-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.29&CDS=1-1614	YPR144C
2715	OG0002715	augustus_masked-scaffold_7-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.63&CDS=1-1179	YDL029W
2716	OG0002716	augustus_masked-scaffold_7-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.84&CDS=1-1785	YDL028C
2717	OG0002717	augustus_masked-scaffold_7-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.65&CDS=1-1515	YPL259C
2718	OG0002718	augustus_masked-scaffold_7-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.85&CDS=1-600	YIL010W
2719	OG0002719	augustus_masked-scaffold_7-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.66&CDS=1-1476	YOR008C
2720	OG0002720	snap_masked-scaffold_7-processed-gene-1.11-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.11&CDS=1-1932	YPL260W
2721	OG0002721	snap_masked-scaffold_7-processed-gene-1.12-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.12&CDS=1-1149	YMR010W
2722	OG0002722	augustus_masked-scaffold_7-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.68&CDS=1-1272	YHL022C
2723	OG0002723	augustus_masked-scaffold_7-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.69&CDS=1-642	YOR016C
2724	OG0002724	snap_masked-scaffold_7-processed-gene-1.15-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.15&CDS=1-1212	YPR108W
2725	OG0002725	augustus_masked-scaffold_7-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.72&CDS=1-3717	YPR122W
2726	OG0002726	augustus_masked-scaffold_7-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.73&CDS=1-1182	YGR111W
2727	OG0002727	augustus_masked-scaffold_7-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.88&CDS=1-696	YBR254C
2728	OG0002728	augustus_masked-scaffold_7-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.89&CDS=1-327	YBR255C-A
2729	OG0002729	augustus_masked-scaffold_7-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.90&CDS=1-1269	YIR011C
2730	OG0002730	augustus_masked-scaffold_7-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.77&CDS=1-1317	YIR012W
2731	OG0002731	augustus_masked-scaffold_7-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.91&CDS=1-633	YBR256C
2732	OG0002732	augustus_masked-scaffold_7-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.93&CDS=1-528	YIL016W
2733	OG0002733	augustus_masked-scaffold_7-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.39&CDS=1-3147	YFR030W
2734	OG0002734	augustus_masked-scaffold_7-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.42&CDS=1-1059	YIL019W
2735	OG0002735	snap_masked-scaffold_7-processed-gene-2.4-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.4&CDS=1-1338	YIL022W
2736	OG0002736	augustus_masked-scaffold_7-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.44&CDS=1-1293	YPL031C
2737	OG0002737	snap_masked-scaffold_7-processed-gene-2.16-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.16&CDS=1-3012	YGL201C
2738	OG0002738	augustus_masked-scaffold_7-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.55&CDS=1-2241	YPR159W
2739	OG0002739	augustus_masked-scaffold_7-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.57&CDS=1-819	YGR135W
2740	OG0002740	maker-scaffold_7-snap-gene-2.29-mRNA-1_1&gene=maker-scaffold_7-snap-gene-2.29&CDS=1-3189	YOL098C
2741	OG0002741	augustus_masked-scaffold_7-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.61&CDS=1-3258	YGR125W
2742	OG0002742	augustus_masked-scaffold_7-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.48&CDS=1-1788	YPL254W
2743	OG0002743	snap_masked-scaffold_7-processed-gene-2.10-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.10&CDS=1-1809	YNR006W
2744	OG0002744	augustus_masked-scaffold_7-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.64&CDS=1-1155	YMR201C
2745	OG0002745	augustus_masked-scaffold_7-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.65&CDS=1-879	YNR007C
2746	OG0002746	augustus_masked-scaffold_7-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.50&CDS=1-1983	YNR008W
2747	OG0002747	augustus_masked-scaffold_7-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.53&CDS=1-1149	YMR203W
2748	OG0002748	augustus_masked-scaffold_7-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.82&CDS=1-1023	YDR489W
2749	OG0002749	augustus_masked-scaffold_7-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.80&CDS=1-639	YDR487C
2750	OG0002750	snap_masked-scaffold_7-processed-gene-3.6-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.6&CDS=1-1275	YOL097C
2751	OG0002751	maker-scaffold_7-snap-gene-3.75-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.75&CDS=1-2037	YDR498C
2752	OG0002752	snap_masked-scaffold_7-processed-gene-3.9-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.9&CDS=1-1335	YNL280C
2753	OG0002753	snap_masked-scaffold_7-processed-gene-3.34-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.34&CDS=1-441	YNL281W
2754	OG0002754	augustus_masked-scaffold_7-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.87&CDS=1-1956	YDR497C
2755	OG0002755	maker-scaffold_7-augustus-gene-3.142-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.142&CDS=1-267	YJL121C
2756	OG0002756	augustus_masked-scaffold_7-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.118&CDS=1-3852	YPR124W
2757	OG0002757	augustus_masked-scaffold_7-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.119&CDS=1-1965	YDR496C
2758	OG0002758	snap_masked-scaffold_7-processed-gene-3.43-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.43&CDS=1-1314	YJL125C
2759	OG0002759	augustus_masked-scaffold_7-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.121&CDS=1-570	YJL124C
2760	OG0002760	snap_masked-scaffold_7-processed-gene-3.12-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.12&CDS=1-729	YMR132C
2761	OG0002761	snap_masked-scaffold_7-processed-gene-3.13-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.13&CDS=1-1596	YMR131C
2762	OG0002762	snap_masked-scaffold_7-processed-gene-3.14-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.14&CDS=1-1836	YLR039C
2763	OG0002763	maker-scaffold_7-snap-gene-3.78-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.78&CDS=1-4755	YMR129W
2764	OG0002764	augustus_masked-scaffold_7-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.95&CDS=1-1557	YLR033W
2765	OG0002765	augustus_masked-scaffold_7-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.96&CDS=1-978	YMR130W
2766	OG0002766	augustus_masked-scaffold_7-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.97&CDS=1-321	YMR123W
2767	OG0002767	augustus_masked-scaffold_7-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.98&CDS=1-3009	YJL163C
2768	OG0002768	augustus_masked-scaffold_7-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.124&CDS=1-1302	YMR126C
2769	OG0002769	augustus_masked-scaffold_7-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.127&CDS=1-2829	YKL165C
2770	OG0002770	augustus_masked-scaffold_7-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.100&CDS=1-969	YBR228W
2771	OG0002771	snap_masked-scaffold_7-processed-gene-3.54-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.54&CDS=1-2946	YBR229C
2772	OG0002772	snap_masked-scaffold_7-processed-gene-3.22-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.22&CDS=1-2364	YPL029W
2773	OG0002773	augustus_masked-scaffold_7-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.130&CDS=1-465	YBR230C
2774	OG0002774	augustus_masked-scaffold_7-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.102&CDS=1-798	YGL119W
2775	OG0002775	augustus_masked-scaffold_7-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.103&CDS=1-2505	YPL249C
2776	OG0002776	snap_masked-scaffold_7-processed-gene-3.25-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.25&CDS=1-651	YMR197C
