	OrthologID	Saccharomyces_arboricola	Saccharomyces_cerevisiae
3366	OG0003366	snap_masked-NC_026183.1-processed-gene-11.182-mRNA-1_1&gene=snap_masked-NC_026183.1-processed-gene-11.182&CDS=1-237	YDR525W-A
3367	OG0003367	genemark-NC_026183.1-processed-gene-11.45-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-11.45&CDS=1-1314	YDR527W
3368	OG0003368	genemark-NC_026183.1-processed-gene-11.46-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-11.46&CDS=1-1224	YDR528W
3369	OG0003369	genemark-NC_026183.1-processed-gene-11.47-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-11.47&CDS=1-1089	YDR531W
3370	OG0003370	genemark-NC_026183.1-processed-gene-11.84-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-11.84&CDS=1-1155	YDR532C
3371	OG0003371	genemark-NC_026183.1-processed-gene-11.85-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-11.85&CDS=1-711	YDR533C
3372	OG0003372	genemark-NC_026183.1-processed-gene-11.48-mRNA-1_1&gene=genemark-NC_026183.1-processed-gene-11.48&CDS=1-1728	YDR536W
3373	OG0003373	snap_masked-NC_026184.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-0.19&CDS=1-336	YFL056C
3374	OG0003374	genemark-NC_026184.1-processed-gene-0.101-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.101&CDS=1-4740	YNL329C
3375	OG0003375	genemark-NC_026184.1-processed-gene-0.78-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.78&CDS=1-2544	YNL327W
3376	OG0003376	genemark-NC_026184.1-processed-gene-0.102-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.102&CDS=1-621	YNL326C
3377	OG0003377	genemark-NC_026184.1-processed-gene-0.103-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.103&CDS=1-2616	YNL325C
3378	OG0003378	genemark-NC_026184.1-processed-gene-0.79-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.79&CDS=1-1242	YNL323W
3379	OG0003379	snap_masked-NC_026184.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-0.24&CDS=1-939	YNL322C
3380	OG0003380	snap_masked-NC_026184.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-0.2&CDS=1-2730	YNL321W
3381	OG0003381	augustus_masked-NC_026184.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-0.45&CDS=1-852	YNL320W
3382	OG0003382	genemark-NC_026184.1-processed-gene-0.105-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.105&CDS=1-1623	YNL318C
3383	OG0003383	genemark-NC_026184.1-processed-gene-0.82-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.82&CDS=1-1458	YNL317W
3384	OG0003384	genemark-NC_026184.1-processed-gene-0.106-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.106&CDS=1-1005	YNL316C
3385	OG0003385	genemark-NC_026184.1-processed-gene-0.107-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.107&CDS=1-954	YNL315C
3386	OG0003386	genemark-NC_026184.1-processed-gene-0.83-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.83&CDS=1-777	YNL314W
3387	OG0003387	genemark-NC_026184.1-processed-gene-0.108-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.108&CDS=1-2763	YNL313C
3388	OG0003388	augustus_masked-NC_026184.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-0.48&CDS=1-819	YNL312W
3389	OG0003389	maker-NC_026184.1-augustus-gene-0.123-mRNA-1_1&gene=maker-NC_026184.1-augustus-gene-0.123&CDS=1-2856	YNL311C
3390	OG0003390	genemark-NC_026184.1-processed-gene-0.85-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.85&CDS=1-1269	YNL309W
3391	OG0003391	maker-NC_026184.1-snap-gene-0.131-mRNA-1_1&gene=maker-NC_026184.1-snap-gene-0.131&CDS=1-1767	YNL308C
3392	OG0003392	genemark-NC_026184.1-processed-gene-0.111-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.111&CDS=1-1125	YNL307C
3393	OG0003393	augustus_masked-NC_026184.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-0.50&CDS=1-651	YNL306W
3394	OG0003394	genemark-NC_026184.1-processed-gene-0.112-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.112&CDS=1-894	YNL305C
3395	OG0003395	genemark-NC_026184.1-processed-gene-0.87-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.87&CDS=1-1251	YNL304W
3396	OG0003396	genemark-NC_026184.1-processed-gene-0.90-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.90&CDS=1-2601	YNL298W
3397	OG0003397	genemark-NC_026184.1-processed-gene-0.115-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.115&CDS=1-4908	YNL297C
3398	OG0003398	augustus_masked-NC_026184.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-0.55&CDS=1-1488	YNL295W
3399	OG0003399	snap_masked-NC_026184.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-0.39&CDS=1-1596	YNL294C
3400	OG0003400	genemark-NC_026184.1-processed-gene-0.92-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.92&CDS=1-1776	YNL293W
3401	OG0003401	genemark-NC_026184.1-processed-gene-0.93-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.93&CDS=1-1209	YNL292W
3402	OG0003402	genemark-NC_026184.1-processed-gene-0.117-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.117&CDS=1-1650	YNL291C
3403	OG0003403	genemark-NC_026184.1-processed-gene-0.94-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.94&CDS=1-1011	YNL290W
3404	OG0003404	genemark-NC_026184.1-processed-gene-0.95-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.95&CDS=1-837	YNL289W
3405	OG0003405	genemark-NC_026184.1-processed-gene-0.96-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.96&CDS=1-1161	YNL288W
3406	OG0003406	genemark-NC_026184.1-processed-gene-0.97-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.97&CDS=1-2808	YNL287W
3407	OG0003407	genemark-NC_026184.1-processed-gene-0.98-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.98&CDS=1-873	YNL286W
3408	OG0003408	genemark-NC_026184.1-processed-gene-0.99-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-0.99&CDS=1-879	YNL284C
3409	OG0003409	genemark-NC_026184.1-processed-gene-1.46-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.46&CDS=1-1500	YNL283C
3410	OG0003410	augustus_masked-NC_026184.1-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-1.91&CDS=1-993	YNL282W
3411	OG0003411	genemark-NC_026184.1-processed-gene-1.47-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.47&CDS=1-1314	YNL280C
3412	OG0003412	maker-NC_026184.1-augustus-gene-1.81-mRNA-1_1&gene=maker-NC_026184.1-augustus-gene-1.81&CDS=1-5397	YNL278W
3413	OG0003413	augustus_masked-NC_026184.1-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-1.95&CDS=1-3219	YNL275W
3414	OG0003414	genemark-NC_026184.1-processed-gene-1.63-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.63&CDS=1-969	YNL274C
3415	OG0003415	genemark-NC_026184.1-processed-gene-1.50-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.50&CDS=1-3711	YNL273W
3416	OG0003416	genemark-NC_026184.1-processed-gene-1.64-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.64&CDS=1-2295	YNL272C
3417	OG0003417	snap_masked-NC_026184.1-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-1.24&CDS=1-5853	YNL271C
3418	OG0003418	augustus_masked-NC_026184.1-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-1.98&CDS=1-3198	YNL267W
3419	OG0003419	augustus_masked-NC_026184.1-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-1.111&CDS=1-2856	YNL264C
3420	OG0003420	genemark-NC_026184.1-processed-gene-1.53-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.53&CDS=1-6663	YNL262W
3421	OG0003421	genemark-NC_026184.1-processed-gene-1.54-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.54&CDS=1-1437	YNL261W
3422	OG0003422	genemark-NC_026184.1-processed-gene-1.69-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.69&CDS=1-486	YNL260C
3423	OG0003423	snap_masked-NC_026184.1-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-1.29&CDS=1-219	YNL259C
3424	OG0003424	genemark-NC_026184.1-processed-gene-1.70-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.70&CDS=1-5928	YNL257C
3425	OG0003425	genemark-NC_026184.1-processed-gene-1.55-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.55&CDS=1-2481	YNL256W
3426	OG0003426	maker-NC_026184.1-augustus-gene-1.84-mRNA-1_1&gene=maker-NC_026184.1-augustus-gene-1.84&CDS=1-1614	YNL254C
3427	OG0003427	genemark-NC_026184.1-processed-gene-1.56-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.56&CDS=1-1266	YNL253W
3428	OG0003428	genemark-NC_026184.1-processed-gene-1.73-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.73&CDS=1-837	YNL252C
3429	OG0003429	genemark-NC_026184.1-processed-gene-1.74-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.74&CDS=1-1737	YNL251C
3430	OG0003430	genemark-NC_026184.1-processed-gene-1.57-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.57&CDS=1-3936	YNL250W
3431	OG0003431	genemark-NC_026184.1-processed-gene-1.75-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.75&CDS=1-1638	YNL249C
3432	OG0003432	genemark-NC_026184.1-processed-gene-1.76-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.76&CDS=1-1245	YNL248C
3433	OG0003433	augustus_masked-NC_026184.1-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-1.104&CDS=1-3021	YNL247W
3434	OG0003434	snap_masked-NC_026184.1-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-1.38&CDS=1-534	YNL245C
3435	OG0003435	genemark-NC_026184.1-processed-gene-1.78-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.78&CDS=1-324	YNL244C
3436	OG0003436	genemark-NC_026184.1-processed-gene-1.60-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.60&CDS=1-2904	YNL243W
3437	OG0003437	genemark-NC_026184.1-processed-gene-1.61-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.61&CDS=1-4770	YNL242W
3438	OG0003438	genemark-NC_026184.1-processed-gene-1.79-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.79&CDS=1-1512	YNL241C
3439	OG0003439	genemark-NC_026184.1-processed-gene-1.80-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.80&CDS=1-1482	YNL240C
3440	OG0003440	genemark-NC_026184.1-processed-gene-1.62-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-1.62&CDS=1-1362	YNL239W
3441	OG0003441	augustus_masked-NC_026184.1-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-2.98&CDS=1-7965	YNL236W
3442	OG0003442	genemark-NC_026184.1-processed-gene-2.8-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.8&CDS=1-2688	YNL233W
3443	OG0003443	genemark-NC_026184.1-processed-gene-2.9-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.9&CDS=1-876	YNL232W
3444	OG0003444	genemark-NC_026184.1-processed-gene-2.29-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.29&CDS=1-1053	YNL231C
3445	OG0003445	genemark-NC_026184.1-processed-gene-2.30-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.30&CDS=1-1134	YNL230C
3446	OG0003446	genemark-NC_026184.1-processed-gene-2.31-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.31&CDS=1-1056	YNL229C
3447	OG0003447	genemark-NC_026184.1-processed-gene-2.32-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.32&CDS=1-1785	YNL227C
3448	OG0003448	maker-NC_026184.1-augustus-gene-2.2-mRNA-1_1&gene=maker-NC_026184.1-augustus-gene-2.2&CDS=1-4065	YNL224C
3449	OG0003449	augustus_masked-NC_026184.1-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-2.101&CDS=1-2046	YNL223W
3450	OG0003450	genemark-NC_026184.1-processed-gene-2.35-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.35&CDS=1-2613	YNL221C
3451	OG0003451	genemark-NC_026184.1-processed-gene-2.12-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.12&CDS=1-1299	YNL220W
3452	OG0003452	genemark-NC_026184.1-processed-gene-2.36-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.36&CDS=1-1665	YNL219C
3453	OG0003453	genemark-NC_026184.1-processed-gene-2.13-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.13&CDS=1-1758	YNL218W
3454	OG0003454	augustus_masked-NC_026184.1-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-2.104&CDS=1-3423	YNL216W
3455	OG0003455	genemark-NC_026184.1-processed-gene-2.16-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.16&CDS=1-984	YNL215W
3456	OG0003456	genemark-NC_026184.1-processed-gene-2.17-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.17&CDS=1-597	YNL214W
3457	OG0003457	genemark-NC_026184.1-processed-gene-2.37-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.37&CDS=1-606	YNL213C
3458	OG0003458	genemark-NC_026184.1-processed-gene-2.18-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.18&CDS=1-2352	YNL212W
3459	OG0003459	snap_masked-NC_026184.1-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-2.86&CDS=1-252	YNL211C
3460	OG0003460	genemark-NC_026184.1-processed-gene-2.19-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.19&CDS=1-822	YNL210W
3461	OG0003461	snap_masked-NC_026184.1-processed-gene-2.66-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-2.66&CDS=1-636	YNL208W
3462	OG0003462	genemark-NC_026184.1-processed-gene-2.21-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.21&CDS=1-1278	YNL207W
3463	OG0003463	maker-NC_026184.1-augustus-gene-2.3-mRNA-1_1&gene=maker-NC_026184.1-augustus-gene-2.3&CDS=1-2268	YNL206C
3464	OG0003464	genemark-NC_026184.1-processed-gene-2.22-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.22&CDS=1-876	YNL202W
3465	OG0003465	genemark-NC_026184.1-processed-gene-2.40-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.40&CDS=1-2583	YNL201C
3466	OG0003466	genemark-NC_026184.1-processed-gene-2.41-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.41&CDS=1-735	YNL200C
3467	OG0003467	genemark-NC_026184.1-processed-gene-2.42-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.42&CDS=1-1599	YNL199C
3468	OG0003468	genemark-NC_026184.1-processed-gene-2.43-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.43&CDS=1-1992	YNL197C
3469	OG0003469	genemark-NC_026184.1-processed-gene-2.44-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.44&CDS=1-894	YNL196C
3470	OG0003470	genemark-NC_026184.1-processed-gene-2.45-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.45&CDS=1-1773	YNL194C
3471	OG0003471	genemark-NC_026184.1-processed-gene-2.23-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.23&CDS=1-1677	YNL193W
3472	OG0003472	snap_masked-NC_026184.1-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-2.70&CDS=1-3411	YNL192W
3473	OG0003473	snap_masked-NC_026184.1-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-2.71&CDS=1-945	YNL191W
3474	OG0003474	genemark-NC_026184.1-processed-gene-2.25-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.25&CDS=1-612	YNL190W
3475	OG0003475	genemark-NC_026184.1-processed-gene-2.26-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.26&CDS=1-1626	YNL189W
3476	OG0003476	snap_masked-NC_026184.1-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-2.74&CDS=1-2592	YNL187W
3477	OG0003477	snap_masked-NC_026184.1-processed-gene-2.75-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-2.75&CDS=1-2301	YNL186W
3478	OG0003478	genemark-NC_026184.1-processed-gene-2.46-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.46&CDS=1-474	YNL185C
3479	OG0003479	genemark-NC_026184.1-processed-gene-2.47-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.47&CDS=1-2376	YNL183C
3480	OG0003480	genemark-NC_026184.1-processed-gene-2.48-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.48&CDS=1-1674	YNL182C
3481	OG0003481	genemark-NC_026184.1-processed-gene-2.28-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.28&CDS=1-1233	YNL181W
3482	OG0003482	genemark-NC_026184.1-processed-gene-2.49-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-2.49&CDS=1-993	YNL180C
3483	OG0003483	genemark-NC_026184.1-processed-gene-3.47-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.47&CDS=1-720	YNL178W
3484	OG0003484	genemark-NC_026184.1-processed-gene-3.49-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.49&CDS=1-840	YNL177C
3485	OG0003485	genemark-NC_026184.1-processed-gene-3.50-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.50&CDS=1-1917	YNL176C
3486	OG0003486	maker-NC_026184.1-snap-gene-3.96-mRNA-1_1&gene=maker-NC_026184.1-snap-gene-3.96&CDS=1-2316	YNL175C
3487	OG0003487	genemark-NC_026184.1-processed-gene-3.48-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.48&CDS=1-5229	YNL172W
3488	OG0003488	augustus_masked-NC_026184.1-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-3.125&CDS=1-1503	YNL169C
3489	OG0003489	genemark-NC_026184.1-processed-gene-3.75-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.75&CDS=1-777	YNL168C
3490	OG0003490	genemark-NC_026184.1-processed-gene-3.76-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.76&CDS=1-1941	YNL167C
3491	OG0003491	genemark-NC_026184.1-processed-gene-3.77-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.77&CDS=1-1512	YNL166C
3492	OG0003492	genemark-NC_026184.1-processed-gene-3.53-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.53&CDS=1-1230	YNL165W
3493	OG0003493	genemark-NC_026184.1-processed-gene-3.78-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.78&CDS=1-1053	YNL164C
3494	OG0003494	genemark-NC_026184.1-processed-gene-3.79-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.79&CDS=1-3330	YNL163C
3495	OG0003495	snap_masked-NC_026184.1-processed-gene-3.7-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-3.7&CDS=1-216	YNL162W-A
3496	OG0003496	genemark-NC_026184.1-processed-gene-3.55-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.55&CDS=1-2298	YNL161W
3497	OG0003497	genemark-NC_026184.1-processed-gene-3.56-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.56&CDS=1-1062	YNL160W
3498	OG0003498	genemark-NC_026184.1-processed-gene-3.80-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.80&CDS=1-867	YNL159C
3499	OG0003499	augustus_masked-NC_026184.1-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-3.111&CDS=1-1014	YNL157W
3500	OG0003500	genemark-NC_026184.1-processed-gene-3.81-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.81&CDS=1-897	YNL156C
3501	OG0003501	genemark-NC_026184.1-processed-gene-3.59-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.59&CDS=1-822	YNL155W
3502	OG0003502	snap_masked-NC_026184.1-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-3.33&CDS=1-387	YNL153C
3503	OG0003503	genemark-NC_026184.1-processed-gene-3.60-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.60&CDS=1-1233	YNL152W
3504	OG0003504	genemark-NC_026184.1-processed-gene-3.84-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.84&CDS=1-765	YNL151C
3505	OG0003505	genemark-NC_026184.1-processed-gene-3.85-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.85&CDS=1-387	YNL149C
3506	OG0003506	genemark-NC_026184.1-processed-gene-3.86-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.86&CDS=1-759	YNL148C
3507	OG0003507	genemark-NC_026184.1-processed-gene-3.61-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.61&CDS=1-366	YNL147W
3508	OG0003508	genemark-NC_026184.1-processed-gene-3.87-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.87&CDS=1-2208	YNL144C
3509	OG0003509	genemark-NC_026184.1-processed-gene-3.62-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.62&CDS=1-1497	YNL142W
3510	OG0003510	genemark-NC_026184.1-processed-gene-3.63-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.63&CDS=1-1041	YNL141W
3511	OG0003511	genemark-NC_026184.1-processed-gene-3.88-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.88&CDS=1-4785	YNL139C
3512	OG0003512	genemark-NC_026184.1-processed-gene-3.64-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.64&CDS=1-1569	YNL138W
3513	OG0003513	genemark-NC_026184.1-processed-gene-3.89-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.89&CDS=1-1458	YNL137C
3514	OG0003514	genemark-NC_026184.1-processed-gene-3.65-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.65&CDS=1-1419	YNL136W
3515	OG0003515	genemark-NC_026184.1-processed-gene-3.90-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.90&CDS=1-342	YNL135C
3516	OG0003516	genemark-NC_026184.1-processed-gene-3.92-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.92&CDS=1-525	YNL133C
3517	OG0003517	genemark-NC_026184.1-processed-gene-3.66-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.66&CDS=1-3168	YNL132W
3518	OG0003518	genemark-NC_026184.1-processed-gene-3.67-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.67&CDS=1-456	YNL131W
3519	OG0003519	maker-NC_026184.1-snap-gene-3.98-mRNA-1_1&gene=maker-NC_026184.1-snap-gene-3.98&CDS=1-1179	YNL130C
3520	OG0003520	augustus_masked-NC_026184.1-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-3.120&CDS=1-1968	YNL128W
3521	OG0003521	genemark-NC_026184.1-processed-gene-3.70-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.70&CDS=1-2859	YNL127W
3522	OG0003522	genemark-NC_026184.1-processed-gene-3.71-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.71&CDS=1-2538	YNL126W
3523	OG0003523	genemark-NC_026184.1-processed-gene-3.94-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.94&CDS=1-2010	YNL125C
3524	OG0003524	genemark-NC_026184.1-processed-gene-3.72-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.72&CDS=1-1482	YNL124W
3525	OG0003525	genemark-NC_026184.1-processed-gene-3.73-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-3.73&CDS=1-2991	YNL123W
3526	OG0003526	augustus_masked-NC_026184.1-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-4.2&CDS=1-2151	YNL121C
3527	OG0003527	genemark-NC_026184.1-processed-gene-4.46-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.46&CDS=1-1467	YNL119W
3528	OG0003528	genemark-NC_026184.1-processed-gene-4.50-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.50&CDS=1-2913	YNL118C
3529	OG0003529	genemark-NC_026184.1-processed-gene-4.51-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.51&CDS=1-1938	YNL115C
3530	OG0003530	genemark-NC_026184.1-processed-gene-4.52-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.52&CDS=1-426	YNL113W
3531	OG0003531	genemark-NC_026184.1-processed-gene-4.53-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.53&CDS=1-1644	YNL112W
3532	OG0003532	genemark-NC_026184.1-processed-gene-4.75-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.75&CDS=1-360	YNL111C
3533	OG0003533	genemark-NC_026184.1-processed-gene-4.76-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.76&CDS=1-663	YNL110C
3534	OG0003534	genemark-NC_026184.1-processed-gene-4.77-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.77&CDS=1-810	YNL108C
3535	OG0003535	genemark-NC_026184.1-processed-gene-4.54-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.54&CDS=1-678	YNL107W
3536	OG0003536	genemark-NC_026184.1-processed-gene-4.55-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.55&CDS=1-2031	YNL103W
3537	OG0003537	snap_masked-NC_026184.1-processed-gene-4.99-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-4.99&CDS=1-4404	YNL102W
3538	OG0003538	snap_masked-NC_026184.1-processed-gene-4.100-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-4.100&CDS=1-2151	YNL101W
