	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041863_Candida_gorgasii
10	OG0000010	YMR006C, YMR008C, YNL012W, YOL011W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-4.42&CDS=1-1956, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-0.110&CDS=1-1791, maker-NODE_11_length_286442_cov_39.4109_ID_2383-augustus-gene-1.280-mRNA-1_1&gene=maker-NODE_11_length_286442_cov_39.4109_ID_2383-augustus-gene-1.280&CDS=1-4995, maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-6.9-mRNA-1_1&gene=maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-6.9&CDS=1-3456
11	OG0000011	YAR071W, YBR092C, YBR093C, YDL024C, YHR215W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.248-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.248&CDS=1-1383, augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-7.38&CDS=1-2682
12	OG0000012	YBR299W, YGR287C, YGR292W, YIL172C, YJL216C, YJL221C, YOL157C	
13	OG0000013	YDR011W, YNR070W, YOR153W	augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-1.246-mRNA-1_1&gene=augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-1.246&CDS=1-4107, augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-15.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-15.38&CDS=1-4422, augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-5.132&CDS=1-4572, maker-NODE_9_length_415254_cov_32.1714_ID_1497-augustus-gene-1.147-mRNA-1_1&gene=maker-NODE_9_length_415254_cov_32.1714_ID_1497-augustus-gene-1.147&CDS=1-5550
14	OG0000014	YFL021W, YKR034W	augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.16&CDS=1-1791, augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.75&CDS=1-1179, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.256-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.256&CDS=1-1248, augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-2.91&CDS=1-1296, genemark-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-0.82&CDS=1-1524
15	OG0000015	YGR215W, YJR019C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.205-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.205&CDS=1-993, augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-3.123&CDS=1-954, maker-NODE_12_length_253780_cov_35.5173_ID_1944-augustus-gene-1.99-mRNA-1_1&gene=maker-NODE_12_length_253780_cov_35.5173_ID_1944-augustus-gene-1.99&CDS=1-1317, maker-NODE_3_length_1566585_cov_20.5904_ID_881-augustus-gene-14.263-mRNA-1_1&gene=maker-NODE_3_length_1566585_cov_20.5904_ID_881-augustus-gene-14.263&CDS=1-1857, snap_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.142-mRNA-1_1&gene=snap_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.142&CDS=1-954
16	OG0000016	YPR022C	augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-1.63&CDS=1-2559, augustus_masked-NODE_16_length_45213_cov_46.6839_ID_2691-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_16_length_45213_cov_46.6839_ID_2691-processed-gene-0.31&CDS=1-2427, augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-0.66&CDS=1-2361, genemark-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-0.68&CDS=1-2508, genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.43-mRNA-1_1&gene=genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.43&CDS=1-2934, maker-NODE_9_length_415254_cov_32.1714_ID_1497-augustus-gene-0.43-mRNA-1_1&gene=maker-NODE_9_length_415254_cov_32.1714_ID_1497-augustus-gene-0.43&CDS=1-3177
17	OG0000017	YBR008C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-1.55&CDS=1-1689, augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.296-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.296&CDS=1-1542, augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.340-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.340&CDS=1-1692, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-0.106&CDS=1-4611, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-2.4&CDS=1-1647
18	OG0000018	YBR015C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.26&CDS=1-1617, augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-11.28-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-11.28&CDS=1-1737, augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-3.74&CDS=1-1956, augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-6.21&CDS=1-1704, snap_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-10.115-mRNA-1_1&gene=snap_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-10.115&CDS=1-1917
19	OG0000019	YBR067C, YDR542W, YER011W, YIL011W, YOR009W, YOR010C	
20	OG0000020	YBR118W, YKR084C, YPR080W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.60-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.60&CDS=1-621, augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-0.55&CDS=1-621, maker-NODE_4_length_1394992_cov_23.628_ID_1356-snap-gene-3.1-mRNA-1_1&gene=maker-NODE_4_length_1394992_cov_23.628_ID_1356-snap-gene-3.1&CDS=1-1884
21	OG0000021	YBR132C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-6.100&CDS=1-1707, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-0.125&CDS=1-1683, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-3.131&CDS=1-1710, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-4.11&CDS=1-1686, genemark-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-4.126-mRNA-1_1&gene=genemark-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-4.126&CDS=1-1764
22	OG0000022	YBR150C, YOL089C	augustus_masked-NODE_15_length_61553_cov_40.9555_ID_2345-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_15_length_61553_cov_40.9555_ID_2345-processed-gene-0.45&CDS=1-1764, snap_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.97-mRNA-1_1&gene=snap_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.97&CDS=1-2631, snap_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.98-mRNA-1_1&gene=snap_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.98&CDS=1-2721, snap_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.99-mRNA-1_1&gene=snap_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.99&CDS=1-5001
23	OG0000023	YBR189W, YBR191W, YPL079W, YPL081W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-15.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-15.36&CDS=1-480, maker-NODE_3_length_1566585_cov_20.5904_ID_881-snap-gene-10.189-mRNA-1_1&gene=maker-NODE_3_length_1566585_cov_20.5904_ID_881-snap-gene-10.189&CDS=1-1035
24	OG0000024	YBR298C, YDL247W, YJR160C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-3.138&CDS=1-1665, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-10.50-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-10.50&CDS=1-1758, maker-NODE_3_length_1566585_cov_20.5904_ID_881-augustus-gene-14.267-mRNA-1_1&gene=maker-NODE_3_length_1566585_cov_20.5904_ID_881-augustus-gene-14.267&CDS=1-4173
25	OG0000025	YCR023C, YGL012W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-1.14&CDS=1-7050, augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-1.38&CDS=1-1518, genemark-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-1.132&CDS=1-1515, genemark-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-1.134-mRNA-1_1&gene=genemark-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-1.134&CDS=1-1620
26	OG0000026	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_16_length_45213_cov_46.6839_ID_2691-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_16_length_45213_cov_46.6839_ID_2691-processed-gene-0.29&CDS=1-1233, augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-3.69&CDS=1-1239, augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-3.73&CDS=1-1062
27	OG0000027	YGL120C, YKR086W, YNR011C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.5-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.5&CDS=1-3186, augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-1.142&CDS=1-2730, genemark-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-2.17-mRNA-1_1&gene=genemark-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-2.17&CDS=1-2217
28	OG0000028	YHL019C, YOL062C, YPL259C	augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-2.173-mRNA-1_1&gene=augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-2.173&CDS=1-1305, genemark-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-1.78&CDS=1-1881, snap_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-2.84&CDS=1-2838
29	OG0000029	YHL034C, YIR001C, YLL046C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-11.23-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-11.23&CDS=1-591, augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.4&CDS=1-582, augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-0.44&CDS=1-975
30	OG0000030	YHR179W, YPL171C	augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-1.233-mRNA-1_1&gene=augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-1.233&CDS=1-1236, augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.160-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.160&CDS=1-1215, augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-3.131&CDS=1-1245, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-10.51&CDS=1-1236
31	OG0000031	YKL128C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.150-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.150&CDS=1-1014, augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.10&CDS=1-888, augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-4.43&CDS=1-993, augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-6.144&CDS=1-930, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-1.72&CDS=1-942
32	OG0000032	YKL215C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-7.69&CDS=1-3951, augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.294-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.294&CDS=1-3945, augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-0.56&CDS=1-3948, genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-7.62-mRNA-1_1&gene=genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-7.62&CDS=1-3921, maker-NODE_1_length_1922578_cov_23.1432_ID_3408-augustus-gene-9.117-mRNA-1_1&gene=maker-NODE_1_length_1922578_cov_23.1432_ID_3408-augustus-gene-9.117&CDS=1-8217
33	OG0000033	YLR144C, YNR067C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-0.10&CDS=1-2280, augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-10.118-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-10.118&CDS=1-3543, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-8.133-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-8.133&CDS=1-3939, augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-3.72&CDS=1-4548
34	OG0000034	YBL017C, YIL173W, YJL222W, YNR065C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.8&CDS=1-4938
35	OG0000035	YBL068W-A, YBL069W, YER101C, YMR152W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.247-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.247&CDS=1-1647
36	OG0000036	YBL089W, YER119C, YIL088C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-6.50&CDS=1-1383, augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-2.148&CDS=1-1314
37	OG0000037	YBR010W, YNL031C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-14.111-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-14.111&CDS=1-408, augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-14.124-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-14.124&CDS=1-408, augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-3.27&CDS=1-408
38	OG0000038	YBR207W, YER145C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-12.139-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-12.139&CDS=1-1146, augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.241-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.241&CDS=1-1266, augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-5.23&CDS=1-1266
39	OG0000039	YBR293W, YMR088C	augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.86&CDS=1-1731, augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-18.154-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-18.154&CDS=1-1518, augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-0.76&CDS=1-1593
40	OG0000040	YBR297W, YFL052W, YGR288W, YPR196W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-5.142&CDS=1-2361
41	OG0000041	YCL024W, YDR507C, YKL101W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-1.33&CDS=1-4212, augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-4.184-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-4.184&CDS=1-3822
42	OG0000042	YCL036W, YDR514C, YKL114C	genemark-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.44-mRNA-1_1&gene=genemark-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.44&CDS=1-1944, genemark-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.45-mRNA-1_1&gene=genemark-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.45&CDS=1-786
43	OG0000043	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.58&CDS=1-2463, augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-3.64&CDS=1-2400
44	OG0000044	YDL090C, YER075C, YOR208W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-0.118&CDS=1-2898, genemark-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-10.6-mRNA-1_1&gene=genemark-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-10.6&CDS=1-2283
45	OG0000045	YDL138W, YDL194W	augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-0.86&CDS=1-2067, augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-10.114-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-10.114&CDS=1-1575, augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-0.6&CDS=1-1581
46	OG0000046	YDL244W, YFL058W, YJR156C, YNL332W	snap_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_9_length_415254_cov_32.1714_ID_1497-processed-gene-0.95&CDS=1-1032
47	OG0000047	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-1.36&CDS=1-3189, augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-3.58&CDS=1-6147
48	OG0000048	YDR303C, YHR056C	genemark-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-0.79&CDS=1-2175, maker-NODE_3_length_1566585_cov_20.5904_ID_881-snap-gene-5.95-mRNA-1_1&gene=maker-NODE_3_length_1566585_cov_20.5904_ID_881-snap-gene-5.95&CDS=1-3327, maker-NODE_9_length_415254_cov_32.1714_ID_1497-augustus-gene-1.148-mRNA-1_1&gene=maker-NODE_9_length_415254_cov_32.1714_ID_1497-augustus-gene-1.148&CDS=1-1986
49	OG0000049	YDR326C, YFL042C, YHR080C	augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-2.154&CDS=1-2382, augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.327-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.327&CDS=1-2151
50	OG0000050	YDR338C, YHR032W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-2.111&CDS=1-1794, augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-0.18&CDS=1-1758, genemark-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-7.95-mRNA-1_1&gene=genemark-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-7.95&CDS=1-1773
