	OrthologID	Metschnikowia_aberdeeniae	Saccharomyces_cerevisiae
2132	OG0002132	augustus_masked-abe-_s69-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-abe-_s69-processed-gene-0.14&CDS=1-1920	YIL099W
2133	OG0002133	augustus_masked-abe-_s69-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-abe-_s69-processed-gene-0.38&CDS=1-909	YGR060W
2134	OG0002134	snap_masked-abe-_s69-processed-gene-0.144-mRNA-1_1&gene=snap_masked-abe-_s69-processed-gene-0.144&CDS=1-957	YGR163W
2135	OG0002135	snap_masked-abe-_s69-processed-gene-0.145-mRNA-1_1&gene=snap_masked-abe-_s69-processed-gene-0.145&CDS=1-1116	YGR225W
2136	OG0002136	augustus_masked-abe-_s69-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-abe-_s69-processed-gene-0.17&CDS=1-1350	YGR227W
2137	OG0002137	augustus_masked-abe-_s69-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-abe-_s69-processed-gene-0.40&CDS=1-1251	YGR229C
2138	OG0002138	augustus_masked-abe-_s69-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-abe-_s69-processed-gene-0.19&CDS=1-588	YBL057C
2139	OG0002139	augustus_masked-abe-_s69-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-abe-_s69-processed-gene-0.42&CDS=1-1554	YBL054W
2140	OG0002140	maker-abe-_s69-augustus-gene-0.53-mRNA-1_1&gene=maker-abe-_s69-augustus-gene-0.53&CDS=1-1542	YER090W
2141	OG0002141	snap_masked-abe-_s69-processed-gene-0.151-mRNA-1_1&gene=snap_masked-abe-_s69-processed-gene-0.151&CDS=1-1065	YBL058W
2142	OG0002142	augustus_masked-abe-_s69-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-abe-_s69-processed-gene-0.45&CDS=1-2301	YER091C
2143	OG0002143	augustus_masked-abe-_s69-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-abe-_s69-processed-gene-0.46&CDS=1-1176	YML048W
2144	OG0002144	augustus_masked-abe-_s7-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.57&CDS=1-1443	YLR359W
2145	OG0002145	augustus_masked-abe-_s7-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.58&CDS=1-300	YBR233W-A
2146	OG0002146	augustus_masked-abe-_s7-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.59&CDS=1-3693	YBR235W
2147	OG0002147	snap_masked-abe-_s7-processed-gene-0.21-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-0.21&CDS=1-2079	YOR322C
2148	OG0002148	augustus_masked-abe-_s7-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.44&CDS=1-1209	YLR085C
2149	OG0002149	augustus_masked-abe-_s7-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.61&CDS=1-915	YMR281W
2150	OG0002150	augustus_masked-abe-_s7-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.62&CDS=1-918	YER175C
2151	OG0002151	augustus_masked-abe-_s7-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.63&CDS=1-2877	YMR280C
2152	OG0002152	maker-abe-_s7-augustus-gene-0.108-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-0.108&CDS=1-3837	YAL021C
2153	OG0002153	augustus_masked-abe-_s7-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.65&CDS=1-1062	YLR420W
2154	OG0002154	augustus_masked-abe-_s7-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.49&CDS=1-429	YPR082C
2155	OG0002155	augustus_masked-abe-_s7-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.66&CDS=1-627	YLR178C
2156	OG0002156	augustus_masked-abe-_s7-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.67&CDS=1-990	YOR358W
2157	OG0002157	augustus_masked-abe-_s7-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.69&CDS=1-909	YDL124W
2158	OG0002158	augustus_masked-abe-_s7-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.70&CDS=1-825	YHR029C
2159	OG0002159	snap_masked-abe-_s7-processed-gene-0.11-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-0.11&CDS=1-11352	YDR150W
2160	OG0002160	augustus_masked-abe-_s7-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.71&CDS=1-453	YBR109C
2161	OG0002161	augustus_masked-abe-_s7-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.52&CDS=1-3822	YOR346W
2162	OG0002162	augustus_masked-abe-_s7-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-0.72&CDS=1-1320	YBR110W
2163	OG0002163	snap_masked-abe-_s7-processed-gene-1.43-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-1.43&CDS=1-630	YLR323C
2164	OG0002164	snap_masked-abe-_s7-processed-gene-1.44-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-1.44&CDS=1-651	YLR326W
2165	OG0002165	maker-abe-_s7-augustus-gene-1.38-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-1.38&CDS=1-1110	YGR007W
2166	OG0002166	snap_masked-abe-_s7-processed-gene-1.46-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-1.46&CDS=1-1560	YML068W
2167	OG0002167	snap_masked-abe-_s7-processed-gene-1.47-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-1.47&CDS=1-1044	YJR062C
2168	OG0002168	augustus_masked-abe-_s7-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-1.94&CDS=1-4017	YJR033C
2169	OG0002169	maker-abe-_s7-augustus-gene-1.42-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-1.42&CDS=1-339	YJR034W
2170	OG0002170	augustus_masked-abe-_s7-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-1.95&CDS=1-3471	YML049C
2171	OG0002171	augustus_masked-abe-_s7-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-1.118&CDS=1-1413	YAR003W
2172	OG0002172	snap_masked-abe-_s7-processed-gene-1.52-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-1.52&CDS=1-3729	YAL002W
2173	OG0002173	augustus_masked-abe-_s7-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-1.98&CDS=1-2691	YGL008C
2174	OG0002174	augustus_masked-abe-_s7-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-1.101&CDS=1-1377	YGL012W
2175	OG0002175	augustus_masked-abe-_s7-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-1.119&CDS=1-741	YGL011C
2176	OG0002176	augustus_masked-abe-_s7-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-1.104&CDS=1-1782	YMR036C
2177	OG0002177	augustus_masked-abe-_s7-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-1.120&CDS=1-2712	YKR009C
2178	OG0002178	augustus_masked-abe-_s7-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-1.121&CDS=1-2193	YDL164C
2179	OG0002179	augustus_masked-abe-_s7-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-1.106&CDS=1-1353	YMR033W
2180	OG0002180	augustus_masked-abe-_s7-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-1.123&CDS=1-1281	YMR034C
2181	OG0002181	maker-abe-_s7-augustus-gene-1.41-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-1.41&CDS=1-1446	YMR041C
2182	OG0002182	augustus_masked-abe-_s7-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.53&CDS=1-1416	YKL043W
2183	OG0002183	maker-abe-_s7-augustus-gene-2.2-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-2.2&CDS=1-4026	YJR035W
2184	OG0002184	augustus_masked-abe-_s7-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.79&CDS=1-702	YGR095C
2185	OG0002185	augustus_masked-abe-_s7-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.58&CDS=1-1533	YGR091W
2186	OG0002186	augustus_masked-abe-_s7-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.59&CDS=1-3126	YGR094W
2187	OG0002187	augustus_masked-abe-_s7-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.81&CDS=1-3609	YEL031W
2188	OG0002188	augustus_masked-abe-_s7-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.82&CDS=1-891	YGR096W
2189	OG0002189	augustus_masked-abe-_s7-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.67&CDS=1-2109	YLR396C
2190	OG0002190	snap_masked-abe-_s7-processed-gene-2.125-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-2.125&CDS=1-183	YDL067C
2191	OG0002191	augustus_masked-abe-_s7-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.68&CDS=1-246	YLR395C
2192	OG0002192	snap_masked-abe-_s7-processed-gene-2.109-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-2.109&CDS=1-876	YIL101C
2193	OG0002193	snap_masked-abe-_s7-processed-gene-2.110-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-2.110&CDS=1-2274	YNL041C
2194	OG0002194	augustus_masked-abe-_s7-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.84&CDS=1-1263	YIL103W
2195	OG0002195	augustus_masked-abe-_s7-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.71&CDS=1-1464	YIL104C
2196	OG0002196	maker-abe-_s7-augustus-gene-2.1-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-2.1&CDS=1-5355	YFR009W
2197	OG0002197	augustus_masked-abe-_s7-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.86&CDS=1-303	YPL098C
2198	OG0002198	augustus_masked-abe-_s7-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.73&CDS=1-444	YFR011C
2199	OG0002199	augustus_masked-abe-_s7-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.87&CDS=1-3114	YMR110C
2200	OG0002200	genemark-abe-_s7-processed-gene-2.31-mRNA-1_1&gene=genemark-abe-_s7-processed-gene-2.31&CDS=1-1677	YFR021W
2201	OG0002201	snap_masked-abe-_s7-processed-gene-2.132-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-2.132&CDS=1-642	YPR113W
2202	OG0002202	augustus_masked-abe-_s7-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-2.77&CDS=1-966	YLR354C
2203	OG0002203	maker-abe-_s7-snap-gene-2.51-mRNA-1_1&gene=maker-abe-_s7-snap-gene-2.51&CDS=1-522	YDR236C
2204	OG0002204	augustus_masked-abe-_s7-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.1&CDS=1-1410	YDR235W
2205	OG0002205	genemark-abe-_s7-processed-gene-3.96-mRNA-1_1&gene=genemark-abe-_s7-processed-gene-3.96&CDS=1-1272	YOR303W
2206	OG0002206	augustus_masked-abe-_s7-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.0&CDS=1-1038	YPR127W
2207	OG0002207	snap_masked-abe-_s7-processed-gene-3.54-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-3.54&CDS=1-1326	YKL059C
2208	OG0002208	augustus_masked-abe-_s7-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.23&CDS=1-1113	YMR028W
2209	OG0002209	augustus_masked-abe-_s7-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.6&CDS=1-363	YKL058W
2210	OG0002210	augustus_masked-abe-_s7-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.25&CDS=1-1359	YMR027W
2211	OG0002211	genemark-abe-_s7-processed-gene-3.122-mRNA-1_1&gene=genemark-abe-_s7-processed-gene-3.122&CDS=1-2064	YBR094W
2212	OG0002212	augustus_masked-abe-_s7-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.7&CDS=1-327	YBR091C
2213	OG0002213	augustus_masked-abe-_s7-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.27&CDS=1-1071	YKL060C
2214	OG0002214	augustus_masked-abe-_s7-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.8&CDS=1-606	YPR051W
2215	OG0002215	augustus_masked-abe-_s7-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.9&CDS=1-1029	YBR095C
2216	OG0002216	augustus_masked-abe-_s7-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.10&CDS=1-777	YBR088C
2217	OG0002217	augustus_masked-abe-_s7-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.28&CDS=1-1320	YPL259C
2218	OG0002218	augustus_masked-abe-_s7-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.29&CDS=1-1386	YDL147W
2219	OG0002219	augustus_masked-abe-_s7-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.30&CDS=1-1854	YER055C
2220	OG0002220	snap_masked-abe-_s7-processed-gene-3.81-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-3.81&CDS=1-1080	YPR025C
2221	OG0002221	augustus_masked-abe-_s7-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.32&CDS=1-774	YLR186W
2222	OG0002222	augustus_masked-abe-_s7-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.35&CDS=1-1089	YML060W
2223	OG0002223	augustus_masked-abe-_s7-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.18&CDS=1-2244	YNL218W
2224	OG0002224	augustus_masked-abe-_s7-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.36&CDS=1-1770	YNL279W
2225	OG0002225	augustus_masked-abe-_s7-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-3.19&CDS=1-267	YDR510W
2226	OG0002226	maker-abe-_s7-augustus-gene-3.44-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-3.44&CDS=1-4923	YDL238C
2227	OG0002227	augustus_masked-abe-_s7-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.98&CDS=1-1836	YGL095C
2228	OG0002228	augustus_masked-abe-_s7-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.100&CDS=1-1068	YPL181W
2229	OG0002229	augustus_masked-abe-_s7-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.99&CDS=1-1659	YML086C
2230	OG0002230	augustus_masked-abe-_s7-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.101&CDS=1-2646	YML093W
2231	OG0002231	genemark-abe-_s7-processed-gene-4.6-mRNA-1_1&gene=genemark-abe-_s7-processed-gene-4.6&CDS=1-4233	YPL226W
2232	OG0002232	augustus_masked-abe-_s7-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.120&CDS=1-780	YMR029C
2233	OG0002233	augustus_masked-abe-_s7-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.105&CDS=1-576	YBR106W
2234	OG0002234	augustus_masked-abe-_s7-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.124&CDS=1-1722	YPL208W
2235	OG0002235	augustus_masked-abe-_s7-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.106&CDS=1-924	YBR037C
2236	OG0002236	augustus_masked-abe-_s7-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.126&CDS=1-2466	YOL148C
2237	OG0002237	augustus_masked-abe-_s7-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.127&CDS=1-507	YOL149W
2238	OG0002238	augustus_masked-abe-_s7-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.109&CDS=1-1035	YOL114C
2239	OG0002239	augustus_masked-abe-_s7-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.113&CDS=1-1836	YJL057C
2240	OG0002240	maker-abe-_s7-snap-gene-4.150-mRNA-1_1&gene=maker-abe-_s7-snap-gene-4.150&CDS=1-789	YOL143C
2241	OG0002241	augustus_masked-abe-_s7-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.132&CDS=1-747	YIL070C
2242	OG0002242	augustus_masked-abe-_s7-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.116&CDS=1-351	YKL084W
2243	OG0002243	augustus_masked-abe-_s7-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.135&CDS=1-2520	YPR112C
2244	OG0002244	augustus_masked-abe-_s7-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.136&CDS=1-3843	YNL250W
2245	OG0002245	augustus_masked-abe-_s7-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.137&CDS=1-2427	YOR113W
2246	OG0002246	augustus_masked-abe-_s7-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-4.139&CDS=1-372	YNL113W
2247	OG0002247	augustus_masked-abe-_s7-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-5.35&CDS=1-783	YGR158C
2248	OG0002248	snap_masked-abe-_s7-processed-gene-5.4-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-5.4&CDS=1-2532	YGR157W
2249	OG0002249	snap_masked-abe-_s7-processed-gene-5.2-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-5.2&CDS=1-4452	YNL297C
2250	OG0002250	augustus_masked-abe-_s7-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-5.39&CDS=1-3414	YBR023C
2251	OG0002251	augustus_masked-abe-_s7-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-5.42&CDS=1-2259	YNL247W
2252	OG0002252	augustus_masked-abe-_s7-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-5.43&CDS=1-567	YLR066W
2253	OG0002253	augustus_masked-abe-_s7-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-5.53&CDS=1-3672	YLR067C
2254	OG0002254	snap_masked-abe-_s7-processed-gene-5.11-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-5.11&CDS=1-1614	YJR152W
2255	OG0002255	snap_masked-abe-_s7-processed-gene-5.21-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-5.21&CDS=1-921	YGL161C
2256	OG0002256	augustus_masked-abe-_s7-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-5.57&CDS=1-2508	YNL272C
2257	OG0002257	augustus_masked-abe-_s7-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-5.48&CDS=1-6351	YFL007W
2258	OG0002258	augustus_masked-abe-_s7-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-5.60&CDS=1-609	YJR133W
2259	OG0002259	augustus_masked-abe-_s7-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-5.49&CDS=1-1827	YER036C
2260	OG0002260	augustus_masked-abe-_s7-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-5.62&CDS=1-750	YOR126C
2261	OG0002261	augustus_masked-abe-_s7-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-5.63&CDS=1-1128	YNL084C
2262	OG0002262	genemark-abe-_s7-processed-gene-5.95-mRNA-1_1&gene=genemark-abe-_s7-processed-gene-5.95&CDS=1-2742	YLR196W
2263	OG0002263	snap_masked-abe-_s7-processed-gene-6.62-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-6.62&CDS=1-1320	YLR195C
2264	OG0002264	maker-abe-_s7-snap-gene-6.47-mRNA-1_1&gene=maker-abe-_s7-snap-gene-6.47&CDS=1-1092	YLR097C
2265	OG0002265	maker-abe-_s7-snap-gene-6.48-mRNA-1_1&gene=maker-abe-_s7-snap-gene-6.48&CDS=1-2706	YMR309C
2266	OG0002266	augustus_masked-abe-_s7-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.2&CDS=1-1086	YGL211W
2267	OG0002267	augustus_masked-abe-_s7-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.8&CDS=1-1428	YPR178W
2268	OG0002268	augustus_masked-abe-_s7-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.9&CDS=1-1914	YPR179C
2269	OG0002269	augustus_masked-abe-_s7-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.10&CDS=1-657	YGL018C
2270	OG0002270	augustus_masked-abe-_s7-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.29&CDS=1-849	YGL019W
2271	OG0002271	augustus_masked-abe-_s7-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.11&CDS=1-609	YGL020C
2272	OG0002272	maker-abe-_s7-augustus-gene-6.59-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-6.59&CDS=1-2922	YBL008W
2273	OG0002273	augustus_masked-abe-_s7-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.13&CDS=1-1137	YOL018C
2274	OG0002274	augustus_masked-abe-_s7-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.33&CDS=1-1572	YOL019W
2275	OG0002275	augustus_masked-abe-_s7-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.34&CDS=1-6585	YFR019W
2276	OG0002276	augustus_masked-abe-_s7-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.14&CDS=1-999	YDR372C
2277	OG0002277	augustus_masked-abe-_s7-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.35&CDS=1-1014	YDR371W
2278	OG0002278	augustus_masked-abe-_s7-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.15&CDS=1-2313	YBR058C
2279	OG0002279	augustus_masked-abe-_s7-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.38&CDS=1-3855	YMR129W
2280	OG0002280	augustus_masked-abe-_s7-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.39&CDS=1-3792	YMR128W
2281	OG0002281	augustus_masked-abe-_s7-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.40&CDS=1-657	YDR121W
2282	OG0002282	snap_masked-abe-_s7-processed-gene-6.83-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-6.83&CDS=1-4383	YLR032W
2283	OG0002283	maker-abe-_s7-augustus-gene-6.57-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-6.57&CDS=1-1560	YLR033W
2284	OG0002284	augustus_masked-abe-_s7-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.42&CDS=1-738	YKL040C
2285	OG0002285	augustus_masked-abe-_s7-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.23&CDS=1-1689	YBR296C
2286	OG0002286	augustus_masked-abe-_s7-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.24&CDS=1-867	YIL034C
2287	OG0002287	augustus_masked-abe-_s7-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.44&CDS=1-633	YGR167W
2288	OG0002288	augustus_masked-abe-_s7-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-6.45&CDS=1-2352	YGR200C
2289	OG0002289	augustus_masked-abe-_s7-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.0&CDS=1-693	YHR041C
2290	OG0002290	augustus_masked-abe-_s7-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.1&CDS=1-2262	YJL033W
2291	OG0002291	augustus_masked-abe-_s7-processed-gene-7.2-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.2&CDS=1-1611	YDL153C
2292	OG0002292	augustus_masked-abe-_s7-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.6&CDS=1-1590	YDL143W
2293	OG0002293	augustus_masked-abe-_s7-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.3&CDS=1-1011	YLR215C
2294	OG0002294	maker-abe-_s7-augustus-gene-7.46-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-7.46&CDS=1-981	YBR053C
2295	OG0002295	augustus_masked-abe-_s7-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.7&CDS=1-474	YJR055W
2296	OG0002296	snap_masked-abe-_s7-processed-gene-7.109-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-7.109&CDS=1-2292	YMR019W
2297	OG0002297	snap_masked-abe-_s7-processed-gene-7.111-mRNA-1_1&gene=snap_masked-abe-_s7-processed-gene-7.111&CDS=1-957	YGL215W
2298	OG0002298	augustus_masked-abe-_s7-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.29&CDS=1-435	YER030W
2299	OG0002299	augustus_masked-abe-_s7-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-abe-_s7-processed-gene-7.9&CDS=1-399	YER029C
2300	OG0002300	maker-abe-_s7-augustus-gene-7.47-mRNA-1_1&gene=maker-abe-_s7-augustus-gene-7.47&CDS=1-3774	YGL207W
