	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034877_Tetrapisispora_namnaonensis
3595	OG0003595	YOL068C	augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-0.89&CDS=1-1644
3596	OG0003596	YOL069W	augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-0.107&CDS=1-1389
3597	OG0003597	YOL070C	snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.15&CDS=1-1425
3598	OG0003598	YOL073C	augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.0&CDS=1-861
3599	OG0003599	YOL075C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.112&CDS=1-3909
3600	OG0003600	YOL076W	snap_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.59&CDS=1-2415
3601	OG0003601	YOL077C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.114&CDS=1-870
3602	OG0003602	YOL077W-A	augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.17&CDS=1-201
3603	OG0003603	YOL078W	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.150&CDS=1-3561
3604	OG0003604	YOL080C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.115&CDS=1-795
3605	OG0003605	YOL084W	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.153&CDS=1-3063
3606	OG0003606	YOL086W-A	augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.14&CDS=1-300
3607	OG0003607	YOL087C	snap_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.71&CDS=1-3177
3608	OG0003608	YOL088C	augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-1.28&CDS=1-894
3609	OG0003609	YOL089C	augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-2.58&CDS=1-3639
3610	OG0003610	YOL090W	snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.65&CDS=1-2910
3611	OG0003611	YOL092W	augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-2.70&CDS=1-999
3612	OG0003612	YOL093W	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.156&CDS=1-978
3613	OG0003613	YOL094C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.116&CDS=1-963
3614	OG0003614	YOL095C	snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.24&CDS=1-2166
3615	OG0003615	YOL096C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.119&CDS=1-969
3616	OG0003616	YOL097C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.9&CDS=1-1290
3617	OG0003617	YOL098C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.11-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.11&CDS=1-3177
3618	OG0003618	YOL100W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.30&CDS=1-3378
3619	OG0003619	YOL102C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.13&CDS=1-684
3620	OG0003620	YOL107W	snap_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.60-mRNA-1_1&gene=snap_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.60&CDS=1-1011
3621	OG0003621	YOL108C	snap_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.61-mRNA-1_1&gene=snap_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.61&CDS=1-420
3622	OG0003622	YOL110W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.38&CDS=1-690
3623	OG0003623	YOL111C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.19-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.19&CDS=1-636
3624	OG0003624	YOL114C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.125&CDS=1-534
3625	OG0003625	YOL117W	snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.79-mRNA-1_1&gene=snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.79&CDS=1-1980
3626	OG0003626	YOL119C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.72&CDS=1-1689
3627	OG0003627	YOL122C	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-7.69&CDS=1-1833
3628	OG0003628	YOL123W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.30-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.30&CDS=1-1566
3629	OG0003629	YOL124C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.5&CDS=1-1305
3630	OG0003630	YOL125W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.32&CDS=1-1323
3631	OG0003631	YOL126C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.128&CDS=1-1119
3632	OG0003632	YOL127W	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.169-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.169&CDS=1-438
3633	OG0003633	YOL129W	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.170-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.170&CDS=1-546
3634	OG0003634	YOL132W	genemark-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.270-mRNA-1_1&gene=genemark-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.270&CDS=1-1428
3635	OG0003635	YOL133W	snap_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.101-mRNA-1_1&gene=snap_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.101&CDS=1-333
3636	OG0003636	YOL135C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.13&CDS=1-651
3637	OG0003637	YOL136C	snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.38-mRNA-1_1&gene=snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.38&CDS=1-1137
3638	OG0003638	YOL137W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.39-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.39&CDS=1-1587
3639	OG0003639	YOL138C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.132&CDS=1-3948
3640	OG0003640	YOL139C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.133&CDS=1-630
3641	OG0003641	YOL140W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.41&CDS=1-1275
3642	OG0003642	YOL141W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.42&CDS=1-2094
3643	OG0003643	YOL142W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.43&CDS=1-711
3644	OG0003644	YOL143C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.137&CDS=1-510
3645	OG0003645	YOL144W	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.176-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.176&CDS=1-1527
3646	OG0003646	YOL145C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.18&CDS=1-3228
3647	OG0003647	YOL146W	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.177-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.177&CDS=1-702
3648	OG0003648	YOL147C	snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.45&CDS=1-753
3649	OG0003649	YOL148C	augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.139&CDS=1-1953
3650	OG0003650	YOL149W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-10.45&CDS=1-624
3651	OG0003651	YOR001W	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.180-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.180&CDS=1-2217
3652	OG0003652	YOR002W	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.181-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.181&CDS=1-1677
3653	OG0003653	YOR004W	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.216-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.216&CDS=1-795
3654	OG0003654	YOR005C	augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_10_length_456291_cov_78.5413_ID_19-processed-gene-0.103&CDS=1-2937
3655	OG0003655	YOR006C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.183-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.183&CDS=1-1023
3656	OG0003656	YOR007C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.182-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.182&CDS=1-999
3657	OG0003657	YOR008C	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-4.97&CDS=1-1383
3658	OG0003658	YOR014W	augustus_masked-NODE_19_length_355697_cov_75.3266_ID_37-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_19_length_355697_cov_75.3266_ID_37-processed-gene-1.53&CDS=1-2247
3659	OG0003659	YOR017W	augustus_masked-NODE_19_length_355697_cov_75.3266_ID_37-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_19_length_355697_cov_75.3266_ID_37-processed-gene-1.54&CDS=1-2106
3660	OG0003660	YOR020C	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-1.87&CDS=1-321
3661	OG0003661	YOR021C	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-1.86&CDS=1-639
3662	OG0003662	YOR022C	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-1.109&CDS=1-2001
3663	OG0003663	YOR023C	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-1.108&CDS=1-1755
3664	OG0003664	YOR025W	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-1.92&CDS=1-1290
3665	OG0003665	YOR026W	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-1.111&CDS=1-984
3666	OG0003666	YOR027W	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-1.112&CDS=1-1746
3667	OG0003667	YOR030W	snap_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-1.52&CDS=1-1401
3668	OG0003668	YOR032C	snap_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-1.43&CDS=1-1179
3669	OG0003669	YOR035C	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.86&CDS=1-2340
3670	OG0003670	YOR036W	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.108&CDS=1-858
3671	OG0003671	YOR037W	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.107&CDS=1-1089
3672	OG0003672	YOR038C	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.83&CDS=1-2925
3673	OG0003673	YOR039W	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.105&CDS=1-765
3674	OG0003674	YOR042W	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.103&CDS=1-1203
3675	OG0003675	YOR043W	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-0.102&CDS=1-1239
3676	OG0003676	YOR046C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.99&CDS=1-1473
3677	OG0003677	YOR048C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.98&CDS=1-3288
3678	OG0003678	YOR051C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.93&CDS=1-1245
3679	OG0003679	YOR052C	genemark-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-0.88&CDS=1-465
3680	OG0003680	YOR056C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.90&CDS=1-1392
3681	OG0003681	YOR057W	augustus_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-0.29&CDS=1-1143
3682	OG0003682	YOR058C	snap_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-0.51&CDS=1-2568
3683	OG0003683	YOR059C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.89&CDS=1-1416
3684	OG0003684	YOR060C	augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-1.79&CDS=1-882
3685	OG0003685	YOR061W	augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-1.81&CDS=1-1026
3686	OG0003686	YOR063W	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.89&CDS=1-1161
3687	OG0003687	YOR064C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.68&CDS=1-759
3688	OG0003688	YOR065W	augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-1.80&CDS=1-867
3689	OG0003689	YOR066W	snap_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-0.72&CDS=1-1851
3690	OG0003690	YOR067C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.67&CDS=1-1734
3691	OG0003691	YOR069W	augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-0.106&CDS=1-2055
3692	OG0003692	YOR070C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.66&CDS=1-1911
3693	OG0003693	YOR073W	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.86&CDS=1-2424
3694	OG0003694	YOR074C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.63&CDS=1-897
3695	OG0003695	YOR075W	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.85&CDS=1-1020
3696	OG0003696	YOR077W	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-2.82&CDS=1-735
3697	OG0003697	YOR078W	snap_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-0.69&CDS=1-675
3698	OG0003698	YOR079C	augustus_masked-NODE_15_length_376097_cov_74.5351_ID_29-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-NODE_15_length_376097_cov_74.5351_ID_29-processed-gene-2.159&CDS=1-1026
3699	OG0003699	YOR080W	augustus_masked-NODE_15_length_376097_cov_74.5351_ID_29-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_15_length_376097_cov_74.5351_ID_29-processed-gene-2.119&CDS=1-2184
3700	OG0003700	YOR083W	snap_masked-NODE_21_length_245327_cov_75.1243_ID_41-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_21_length_245327_cov_75.1243_ID_41-processed-gene-0.68&CDS=1-1194
3701	OG0003701	YOR084W	snap_masked-NODE_21_length_245327_cov_75.1243_ID_41-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_21_length_245327_cov_75.1243_ID_41-processed-gene-0.67&CDS=1-1191
3702	OG0003702	YOR085W	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-6.34&CDS=1-1056
3703	OG0003703	YOR086C	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-6.20&CDS=1-3618
3704	OG0003704	YOR090C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-9.27&CDS=1-1746
3705	OG0003705	YOR091W	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-3.96&CDS=1-1026
3706	OG0003706	YOR093C	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-3.119&CDS=1-4863
3707	OG0003707	YOR094W	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-3.98&CDS=1-543
3708	OG0003708	YOR095C	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-3.120&CDS=1-774
3709	OG0003709	YOR096W	maker-NODE_3_length_828372_cov_76.4092_ID_5-augustus-gene-3.41-mRNA-1_1&gene=maker-NODE_3_length_828372_cov_76.4092_ID_5-augustus-gene-3.41&CDS=1-567
3710	OG0003710	YOR100C	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-3.122&CDS=1-963
3711	OG0003711	YOR101W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-6.75&CDS=1-912
3712	OG0003712	YOR103C	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-3.123&CDS=1-438
