	OrthologID	Saccharomyces_cerevisiae	Wickerhamomyces_anomalus
3065	OG0003065	YNL041C	snap_masked-scaffold_6-processed-gene-9.23-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-9.23&CDS=1-2418
3066	OG0003066	YNL044W	maker-scaffold_6-snap-gene-9.92-mRNA-1_1&gene=maker-scaffold_6-snap-gene-9.92&CDS=1-531
3067	OG0003067	YNL045W	snap_masked-scaffold_6-processed-gene-9.20-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-9.20&CDS=1-1896
3068	OG0003068	YNL048W	snap_masked-scaffold_6-processed-gene-10.136-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-10.136&CDS=1-1479
3069	OG0003069	YNL050C	maker-scaffold_6-augustus-gene-9.80-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-9.80&CDS=1-723
3070	OG0003070	YNL051W	snap_masked-scaffold_6-processed-gene-10.103-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-10.103&CDS=1-1227
3071	OG0003071	YNL052W	snap_masked-scaffold_6-processed-gene-10.101-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-10.101&CDS=1-465
3072	OG0003072	YNL054W	snap_masked-scaffold_6-processed-gene-1.70-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.70&CDS=1-2322
3073	OG0003073	YNL055C	maker-scaffold_1-augustus-gene-19.76-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-19.76&CDS=1-879
3074	OG0003074	YNL056W	augustus_masked-scaffold_1-processed-gene-19.30-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-19.30&CDS=1-510
3075	OG0003075	YNL059C	snap_masked-scaffold_4-processed-gene-14.6-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-14.6&CDS=1-2220
3076	OG0003076	YNL061W	snap_masked-scaffold_4-processed-gene-14.27-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-14.27&CDS=1-1887
3077	OG0003077	YNL062C	snap_masked-scaffold_4-processed-gene-14.7-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-14.7&CDS=1-1404
3078	OG0003078	YNL063W	augustus_masked-scaffold_4-processed-gene-14.78-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-14.78&CDS=1-786
3079	OG0003079	YNL064C	snap_masked-scaffold_4-processed-gene-11.76-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.76&CDS=1-1224
3080	OG0003080	YNL065W	maker-scaffold_3-snap-gene-3.3-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.3&CDS=1-3081
3081	OG0003081	YNL066W	snap_masked-scaffold_4-processed-gene-11.62-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.62&CDS=1-1257
3082	OG0003082	YNL070W	genemark-scaffold_1-processed-gene-28.63-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-28.63&CDS=1-168
3083	OG0003083	YNL071W	maker-scaffold_1-snap-gene-28.147-mRNA-1_1&gene=maker-scaffold_1-snap-gene-28.147&CDS=1-1419
3084	OG0003084	YNL072W	snap_masked-scaffold_1-processed-gene-28.12-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.12&CDS=1-1029
3085	OG0003085	YNL073W	snap_masked-scaffold_1-processed-gene-28.11-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.11&CDS=1-1605
3086	OG0003086	YNL074C	augustus_masked-scaffold_1-processed-gene-31.85-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-31.85&CDS=1-1404
3087	OG0003087	YNL075W	snap_masked-scaffold_1-processed-gene-31.129-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-31.129&CDS=1-873
3088	OG0003088	YNL081C	maker-scaffold_1-snap-gene-25.4-mRNA-1_1&gene=maker-scaffold_1-snap-gene-25.4&CDS=1-450
3089	OG0003089	YNL082W	snap_masked-scaffold_1-processed-gene-25.137-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.137&CDS=1-2772
3090	OG0003090	YNL083W	snap_masked-scaffold_1-processed-gene-25.138-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.138&CDS=1-1506
3091	OG0003091	YNL084C	snap_masked-scaffold_1-processed-gene-19.119-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.119&CDS=1-1185
3092	OG0003092	YNL085W	snap_masked-scaffold_3-processed-gene-6.119-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.119&CDS=1-2193
3093	OG0003093	YNL086W	maker-scaffold_3-snap-gene-5.51-mRNA-1_1&gene=maker-scaffold_3-snap-gene-5.51&CDS=1-363
3094	OG0003094	YNL088W	snap_masked-scaffold_1-processed-gene-31.141-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-31.141&CDS=1-4479
3095	OG0003095	YNL090W	snap_masked-scaffold_1-processed-gene-10.80-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.80&CDS=1-567
3096	OG0003096	YNL091W	snap_masked-scaffold_1-processed-gene-10.79-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.79&CDS=1-3645
3097	OG0003097	YNL092W	maker-scaffold_4-snap-gene-13.10-mRNA-1_1&gene=maker-scaffold_4-snap-gene-13.10&CDS=1-1188
3098	OG0003098	YNL094W	snap_masked-scaffold_1-processed-gene-29.53-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.53&CDS=1-1878
3099	OG0003099	YNL096C	maker-scaffold_1-snap-gene-29.93-mRNA-1_1&gene=maker-scaffold_1-snap-gene-29.93&CDS=1-567
3100	OG0003100	YNL097C	augustus_masked-scaffold_8-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.124&CDS=1-1560
3101	OG0003101	YNL099C	snap_masked-scaffold_8-processed-gene-3.47-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.47&CDS=1-657
3102	OG0003102	YNL101W	snap_masked-scaffold_8-processed-gene-3.3-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.3&CDS=1-1950
3103	OG0003103	YNL102W	snap_masked-scaffold_1-processed-gene-8.91-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.91&CDS=1-4329
3104	OG0003104	YNL104C	augustus_masked-scaffold_1-processed-gene-28.146-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-28.146&CDS=1-1809
3105	OG0003105	YNL107W	snap_masked-scaffold_1-processed-gene-28.23-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.23&CDS=1-636
3106	OG0003106	YNL108C	snap_masked-scaffold_1-processed-gene-28.42-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.42&CDS=1-1062
3107	OG0003107	YNL110C	snap_masked-scaffold_1-processed-gene-28.40-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.40&CDS=1-837
3108	OG0003108	YNL111C	snap_masked-scaffold_1-processed-gene-28.39-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.39&CDS=1-381
3109	OG0003109	YNL112W	maker-scaffold_1-snap-gene-28.149-mRNA-1_1&gene=maker-scaffold_1-snap-gene-28.149&CDS=1-1713
3110	OG0003110	YNL113W	snap_masked-scaffold_1-processed-gene-28.19-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.19&CDS=1-384
3111	OG0003111	YNL115C	snap_masked-scaffold_1-processed-gene-10.78-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.78&CDS=1-1635
3112	OG0003112	YNL117W	snap_masked-scaffold_4-processed-gene-13.85-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-13.85&CDS=1-1659
3113	OG0003113	YNL118C	snap_masked-scaffold_4-processed-gene-13.106-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-13.106&CDS=1-3021
3114	OG0003114	YNL119W	maker-scaffold_2-snap-gene-0.86-mRNA-1_1&gene=maker-scaffold_2-snap-gene-0.86&CDS=1-1320
3115	OG0003115	YNL121C	snap_masked-scaffold_4-processed-gene-13.93-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-13.93&CDS=1-1824
3116	OG0003116	YNL122C	maker-scaffold_2-augustus-gene-0.43-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-0.43&CDS=1-285
3117	OG0003117	YNL123W	snap_masked-scaffold_2-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.11&CDS=1-2982
3118	OG0003118	YNL124W	snap_masked-scaffold_2-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.9&CDS=1-1395
3119	OG0003119	YNL126W	snap_masked-scaffold_2-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.23&CDS=1-2211
3120	OG0003120	YNL127W	snap_masked-scaffold_2-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.24&CDS=1-2361
3121	OG0003121	YNL128W	augustus_masked-scaffold_2-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.69&CDS=1-1002
3122	OG0003122	YNL129W	snap_masked-scaffold_2-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.7&CDS=1-765
3123	OG0003123	YNL131W	snap_masked-scaffold_2-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.6&CDS=1-450
3124	OG0003124	YNL132W	snap_masked-scaffold_2-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.27&CDS=1-3129
3125	OG0003125	YNL137C	snap_masked-scaffold_4-processed-gene-14.5-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-14.5&CDS=1-1428
3126	OG0003126	YNL138W	snap_masked-scaffold_4-processed-gene-14.26-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-14.26&CDS=1-1578
3127	OG0003127	YNL138W-A	augustus_masked-scaffold_1-processed-gene-19.28-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-19.28&CDS=1-252
3128	OG0003128	YNL139C	maker-scaffold_1-snap-gene-19.10-mRNA-1_1&gene=maker-scaffold_1-snap-gene-19.10&CDS=1-5046
3129	OG0003129	YNL141W	snap_masked-scaffold_1-processed-gene-8.83-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.83&CDS=1-1068
3130	OG0003130	YNL142W	maker-scaffold_8-snap-gene-3.248-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.248&CDS=1-3705
3131	OG0003131	YNL147W	maker-scaffold_1-snap-gene-19.9-mRNA-1_1&gene=maker-scaffold_1-snap-gene-19.9&CDS=1-381
3132	OG0003132	YNL148C	snap_masked-scaffold_1-processed-gene-19.89-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.89&CDS=1-732
3133	OG0003133	YNL149C	snap_masked-scaffold_1-processed-gene-19.90-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.90&CDS=1-381
3134	OG0003134	YNL151C	maker-scaffold_1-snap-gene-19.5-mRNA-1_1&gene=maker-scaffold_1-snap-gene-19.5&CDS=1-669
3135	OG0003135	YNL152W	snap_masked-scaffold_1-processed-gene-19.107-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.107&CDS=1-1446
3136	OG0003136	YNL153C	snap_masked-scaffold_1-processed-gene-8.71-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.71&CDS=1-387
3137	OG0003137	YNL155W	snap_masked-scaffold_9-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.33&CDS=1-726
3138	OG0003138	YNL156C	snap_masked-scaffold_1-processed-gene-16.133-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.133&CDS=1-813
3139	OG0003139	YNL161W	snap_masked-scaffold_1-processed-gene-7.57-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.57&CDS=1-2079
3140	OG0003140	YNL162W-A	snap_masked-scaffold_1-processed-gene-7.55-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.55&CDS=1-228
3141	OG0003141	YNL163C	snap_masked-scaffold_1-processed-gene-7.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.74&CDS=1-3138
3142	OG0003142	YNL165W	augustus_masked-scaffold_1-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.14&CDS=1-1185
3143	OG0003143	YNL166C	snap_masked-scaffold_1-processed-gene-7.70-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.70&CDS=1-777
3144	OG0003144	YNL168C	snap_masked-scaffold_2-processed-gene-16.89-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.89&CDS=1-702
3145	OG0003145	YNL169C	snap_masked-scaffold_2-processed-gene-16.70-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.70&CDS=1-1629
3146	OG0003146	YNL172W	snap_masked-scaffold_2-processed-gene-16.68-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.68&CDS=1-4407
3147	OG0003147	YNL175C	snap_masked-scaffold_4-processed-gene-16.89-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-16.89&CDS=1-1119
3148	OG0003148	YNL177C	snap_masked-scaffold_4-processed-gene-16.87-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-16.87&CDS=1-861
3149	OG0003149	YNL178W	snap_masked-scaffold_1-processed-gene-12.52-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.52&CDS=1-738
3150	OG0003150	YNL181W	snap_masked-scaffold_1-processed-gene-12.65-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.65&CDS=1-1344
3151	OG0003151	YNL182C	snap_masked-scaffold_1-processed-gene-12.50-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.50&CDS=1-1452
3152	OG0003152	YNL183C	genemark-scaffold_1-processed-gene-12.98-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.98&CDS=1-2232
3153	OG0003153	YNL185C	augustus_masked-scaffold_1-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.14&CDS=1-450
3154	OG0003154	YNL186W	snap_masked-scaffold_1-processed-gene-12.48-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.48&CDS=1-2529
3155	OG0003155	YNL187W	augustus_masked-scaffold_1-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.26&CDS=1-1158
3156	OG0003156	YNL189W	snap_masked-scaffold_6-processed-gene-10.156-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-10.156&CDS=1-1611
3157	OG0003157	YNL191W	augustus_masked-scaffold_6-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-10.42&CDS=1-1590
3158	OG0003158	YNL193W	maker-scaffold_1-snap-gene-7.97-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.97&CDS=1-1500
3159	OG0003159	YNL200C	maker-scaffold_8-snap-gene-3.247-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.247&CDS=1-690
3160	OG0003160	YNL201C	snap_masked-scaffold_8-processed-gene-3.18-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.18&CDS=1-2463
3161	OG0003161	YNL202W	snap_masked-scaffold_8-processed-gene-3.65-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.65&CDS=1-867
3162	OG0003162	YNL206C	snap_masked-scaffold_1-processed-gene-8.77-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.77&CDS=1-1164
3163	OG0003163	YNL207W	snap_masked-scaffold_1-processed-gene-8.102-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.102&CDS=1-1269
3164	OG0003164	YNL208W	snap_masked-scaffold_1-processed-gene-8.78-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.78&CDS=1-654
3165	OG0003165	YNL210W	maker-scaffold_1-augustus-gene-8.12-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-8.12&CDS=1-1026
3166	OG0003166	YNL211C	maker-scaffold_1-snap-gene-8.111-mRNA-1_1&gene=maker-scaffold_1-snap-gene-8.111&CDS=1-243
3167	OG0003167	YNL212W	snap_masked-scaffold_1-processed-gene-8.105-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.105&CDS=1-2391
3168	OG0003168	YNL213C	snap_masked-scaffold_1-processed-gene-8.80-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.80&CDS=1-801
3169	OG0003169	YNL216W	maker-scaffold_1-snap-gene-18.11-mRNA-1_1&gene=maker-scaffold_1-snap-gene-18.11&CDS=1-1722
3170	OG0003170	YNL217W	augustus_masked-scaffold_1-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.56&CDS=1-1020
3171	OG0003171	YNL218W	snap_masked-scaffold_1-processed-gene-9.106-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.106&CDS=1-1566
3172	OG0003172	YNL219C	maker-scaffold_1-snap-gene-9.1-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.1&CDS=1-1947
3173	OG0003173	YNL220W	snap_masked-scaffold_1-processed-gene-9.124-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.124&CDS=1-1287
3174	OG0003174	YNL221C	snap_masked-scaffold_1-processed-gene-9.109-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.109&CDS=1-2412
3175	OG0003175	YNL222W	snap_masked-scaffold_1-processed-gene-9.126-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.126&CDS=1-609
3176	OG0003176	YNL223W	snap_masked-scaffold_1-processed-gene-9.127-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.127&CDS=1-1797
3177	OG0003177	YNL224C	snap_masked-scaffold_1-processed-gene-9.111-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.111&CDS=1-2448
3178	OG0003178	YNL227C	augustus_masked-scaffold_1-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.78&CDS=1-2910
3179	OG0003179	YNL229C	snap_masked-scaffold_1-processed-gene-3.10-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.10&CDS=1-924
3180	OG0003180	YNL230C	augustus_masked-scaffold_9-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.13&CDS=1-948
3181	OG0003181	YNL231C	snap_masked-scaffold_9-processed-gene-0.44-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.44&CDS=1-1125
3182	OG0003182	YNL232W	snap_masked-scaffold_7-processed-gene-8.23-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.23&CDS=1-840
3183	OG0003183	YNL233W	augustus_masked-scaffold_1-processed-gene-15.22-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-15.22&CDS=1-2487
3184	OG0003184	YNL234W	snap_masked-scaffold_1-processed-gene-15.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.87&CDS=1-1017
3185	OG0003185	YNL236W	maker-scaffold_1-snap-gene-15.57-mRNA-1_1&gene=maker-scaffold_1-snap-gene-15.57&CDS=1-2787
3186	OG0003186	YNL237W	snap_masked-scaffold_1-processed-gene-15.83-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.83&CDS=1-1275
3187	OG0003187	YNL238W	snap_masked-scaffold_1-processed-gene-15.82-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.82&CDS=1-2388
3188	OG0003188	YNL239W	snap_masked-scaffold_1-processed-gene-15.81-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.81&CDS=1-1344
3189	OG0003189	YNL240C	snap_masked-scaffold_1-processed-gene-15.104-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.104&CDS=1-1554
3190	OG0003190	YNL241C	snap_masked-scaffold_7-processed-gene-7.2-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.2&CDS=1-1497
3191	OG0003191	YNL242W	snap_masked-scaffold_1-processed-gene-10.85-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.85&CDS=1-5349
3192	OG0003192	YNL243W	snap_masked-scaffold_4-processed-gene-18.3-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-18.3&CDS=1-3129
3193	OG0003193	YNL244C	augustus_masked-scaffold_4-processed-gene-18.62-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-18.62&CDS=1-318
3194	OG0003194	YNL245C	snap_masked-scaffold_4-processed-gene-18.1-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-18.1&CDS=1-1110
3195	OG0003195	YNL246W	maker-scaffold_4-snap-gene-18.58-mRNA-1_1&gene=maker-scaffold_4-snap-gene-18.58&CDS=1-840
3196	OG0003196	YNL247W	snap_masked-scaffold_4-processed-gene-18.7-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-18.7&CDS=1-2274
3197	OG0003197	YNL248C	snap_masked-scaffold_4-processed-gene-18.28-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-18.28&CDS=1-1242
3198	OG0003198	YNL249C	snap_masked-scaffold_4-processed-gene-18.6-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-18.6&CDS=1-1641
3199	OG0003199	YNL250W	maker-scaffold_4-snap-gene-18.59-mRNA-1_1&gene=maker-scaffold_4-snap-gene-18.59&CDS=1-3882
3200	OG0003200	YNL251C	maker-scaffold_4-snap-gene-18.50-mRNA-1_1&gene=maker-scaffold_4-snap-gene-18.50&CDS=1-1719
3201	OG0003201	YNL252C	maker-scaffold_4-augustus-gene-18.112-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-18.112&CDS=1-846
3202	OG0003202	YNL253W	snap_masked-scaffold_4-processed-gene-18.31-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-18.31&CDS=1-1083
3203	OG0003203	YNL254C	snap_masked-scaffold_4-processed-gene-18.10-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-18.10&CDS=1-1461
3204	OG0003204	YNL256W	snap_masked-scaffold_4-processed-gene-18.32-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-18.32&CDS=1-2343
3205	OG0003205	YNL258C	snap_masked-scaffold_3-processed-gene-1.97-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.97&CDS=1-2049
3206	OG0003206	YNL259C	maker-scaffold_4-snap-gene-18.54-mRNA-1_1&gene=maker-scaffold_4-snap-gene-18.54&CDS=1-216
3207	OG0003207	YNL260C	augustus_masked-scaffold_4-processed-gene-18.76-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-18.76&CDS=1-1449
3208	OG0003208	YNL261W	augustus_masked-scaffold_4-processed-gene-18.95-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-18.95&CDS=1-1308
3209	OG0003209	YNL262W	snap_masked-scaffold_2-processed-gene-19.100-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.100&CDS=1-6579
3210	OG0003210	YNL263C	snap_masked-scaffold_2-processed-gene-19.83-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.83&CDS=1-984
3211	OG0003211	YNL265C	maker-scaffold_2-snap-gene-21.12-mRNA-1_1&gene=maker-scaffold_2-snap-gene-21.12&CDS=1-894
3212	OG0003212	YNL267W	snap_masked-scaffold_2-processed-gene-20.19-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.19&CDS=1-2850
3213	OG0003213	YNL268W	snap_masked-scaffold_2-processed-gene-20.34-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.34&CDS=1-1683
3214	OG0003214	YNL272C	snap_masked-scaffold_2-processed-gene-20.33-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.33&CDS=1-1932
3215	OG0003215	YNL273W	snap_masked-scaffold_2-processed-gene-19.64-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.64&CDS=1-3792
3216	OG0003216	YNL274C	snap_masked-scaffold_2-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.16&CDS=1-996
3217	OG0003217	YNL275W	snap_masked-scaffold_6-processed-gene-0.62-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.62&CDS=1-1554
3218	OG0003218	YNL277W	snap_masked-scaffold_6-processed-gene-0.81-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.81&CDS=1-1413
3219	OG0003219	YNL279W	snap_masked-scaffold_2-processed-gene-20.39-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.39&CDS=1-2169
3220	OG0003220	YNL280C	snap_masked-scaffold_1-processed-gene-3.9-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.9&CDS=1-1296
3221	OG0003221	YNL281W	snap_masked-scaffold_7-processed-gene-3.77-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.77&CDS=1-426
3222	OG0003222	YNL282W	snap_masked-scaffold_7-processed-gene-3.69-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.69&CDS=1-651
3223	OG0003223	YNL284C	augustus_masked-scaffold_1-processed-gene-22.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-22.57&CDS=1-3540
3224	OG0003224	YNL286W	maker-scaffold_1-snap-gene-19.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-19.2&CDS=1-1059
3225	OG0003225	YNL287W	snap_masked-scaffold_5-processed-gene-9.16-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.16&CDS=1-2724
3226	OG0003226	YNL288W	snap_masked-scaffold_5-processed-gene-9.15-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.15&CDS=1-1242
3227	OG0003227	YNL289W	snap_masked-scaffold_5-processed-gene-6.55-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.55&CDS=1-885
3228	OG0003228	YNL290W	maker-scaffold_5-snap-gene-9.106-mRNA-1_1&gene=maker-scaffold_5-snap-gene-9.106&CDS=1-990
3229	OG0003229	YNL291C	snap_masked-scaffold_5-processed-gene-8.109-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.109&CDS=1-1695
3230	OG0003230	YNL292W	augustus_masked-scaffold_5-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.4&CDS=1-1884
3231	OG0003231	YNL293W	snap_masked-scaffold_5-processed-gene-5.19-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.19&CDS=1-1683
3232	OG0003232	YNL297C	maker-scaffold_5-augustus-gene-5.92-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-5.92&CDS=1-5823
3233	OG0003233	YNL298W	snap_masked-scaffold_7-processed-gene-3.108-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.108&CDS=1-2484
3234	OG0003234	YNL306W	maker-scaffold_5-snap-gene-9.115-mRNA-1_1&gene=maker-scaffold_5-snap-gene-9.115&CDS=1-651
3235	OG0003235	YNL307C	snap_masked-scaffold_5-processed-gene-9.21-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.21&CDS=1-1089
3236	OG0003236	YNL308C	snap_masked-scaffold_2-processed-gene-13.41-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.41&CDS=1-1659
