	OrthologID	Eremothecium_coryli	Saccharomyces_cerevisiae
3339	OG0003339	snap_masked-AZAH01000010.1-processed-gene-2.119-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-2.119&CDS=1-1491	YGR002C
3340	OG0003340	augustus_masked-AZAH01000010.1-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-2.89&CDS=1-4386	YLR320W
3341	OG0003341	snap_masked-AZAH01000010.1-processed-gene-2.120-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-2.120&CDS=1-2208	YLR319C
3342	OG0003342	augustus_masked-AZAH01000010.1-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-2.90&CDS=1-2139	YLR318W
3343	OG0003343	snap_masked-AZAH01000010.1-processed-gene-2.121-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-2.121&CDS=1-966	YLR316C
3344	OG0003344	snap_masked-AZAH01000010.1-processed-gene-2.149-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-2.149&CDS=1-2241	YGL022W
3345	OG0003345	augustus_masked-AZAH01000010.1-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-2.67&CDS=1-1965	YGL023C
3346	OG0003346	snap_masked-AZAH01000010.1-processed-gene-2.124-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-2.124&CDS=1-1035	YGL025C
3347	OG0003347	snap_masked-AZAH01000010.1-processed-gene-2.125-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-2.125&CDS=1-2118	YGL026C
3348	OG0003348	snap_masked-AZAH01000010.1-processed-gene-2.126-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-2.126&CDS=1-2703	YBL014C
3349	OG0003349	augustus_masked-AZAH01000010.1-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-2.72&CDS=1-2427	YGL027C
3350	OG0003350	augustus_masked-AZAH01000010.1-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-2.73&CDS=1-1647	YGL028C
3351	OG0003351	snap_masked-AZAH01000010.1-processed-gene-2.153-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-2.153&CDS=1-345	YGL029W
3352	OG0003352	snap_masked-AZAH01000010.1-processed-gene-2.129-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-2.129&CDS=1-2592	YGR150C
3353	OG0003353	snap_masked-AZAH01000010.1-processed-gene-2.154-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-2.154&CDS=1-1260	YGR149W
3354	OG0003354	genemark-AZAH01000010.1-processed-gene-2.46-mRNA-1_1&gene=genemark-AZAH01000010.1-processed-gene-2.46&CDS=1-315	YGL030W
3355	OG0003355	augustus_masked-AZAH01000010.1-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-2.76&CDS=1-612	YGR147C
3356	OG0003356	genemark-AZAH01000010.1-processed-gene-2.47-mRNA-1_1&gene=genemark-AZAH01000010.1-processed-gene-2.47&CDS=1-623	YGL033W
3357	OG0003357	snap_masked-AZAH01000010.1-processed-gene-2.158-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-2.158&CDS=1-3561	YGR145W
3358	OG0003358	snap_masked-AZAH01000010.1-processed-gene-2.159-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-2.159&CDS=1-2502	YGL036W
3359	OG0003359	snap_masked-AZAH01000010.1-processed-gene-2.135-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-2.135&CDS=1-648	YGL037C
3360	OG0003360	snap_masked-AZAH01000010.1-processed-gene-2.136-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-2.136&CDS=1-1404	YGL038C
3361	OG0003361	snap_masked-AZAH01000010.1-processed-gene-3.6-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.6&CDS=1-783	YGR152C
3362	OG0003362	augustus_masked-AZAH01000010.1-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-3.146&CDS=1-438	YDR462W
3363	OG0003363	augustus_masked-AZAH01000010.1-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-3.147&CDS=1-1065	YML038C
3364	OG0003364	snap_masked-AZAH01000010.1-processed-gene-3.4-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.4&CDS=1-1761	YDR463W
3365	OG0003365	augustus_masked-AZAH01000010.1-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-3.149&CDS=1-3975	YDR464W
3366	OG0003366	snap_masked-AZAH01000010.1-processed-gene-3.8-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.8&CDS=1-660	YDR246W
3367	OG0003367	augustus_masked-AZAH01000010.1-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-3.153&CDS=1-654	YPL024W
3368	OG0003368	snap_masked-AZAH01000010.1-processed-gene-3.38-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.38&CDS=1-1917	YPL023C
3369	OG0003369	snap_masked-AZAH01000010.1-processed-gene-3.10-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.10&CDS=1-3039	YPL022W
3370	OG0003370	augustus_masked-AZAH01000010.1-processed-gene-3.182-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-3.182&CDS=1-3792	YPL016W
3371	OG0003371	snap_masked-AZAH01000010.1-processed-gene-3.40-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.40&CDS=1-1020	YDR245W
3372	OG0003372	snap_masked-AZAH01000010.1-processed-gene-3.41-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.41&CDS=1-1695	YDR244W
3373	OG0003373	snap_masked-AZAH01000010.1-processed-gene-3.11-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.11&CDS=1-1728	YDR243C
3374	OG0003374	snap_masked-AZAH01000010.1-processed-gene-3.42-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.42&CDS=1-1002	YDL209C
3375	OG0003375	snap_masked-AZAH01000010.1-processed-gene-3.12-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.12&CDS=1-447	YDL208W
3376	OG0003376	augustus_masked-AZAH01000010.1-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-3.157&CDS=1-1341	YDR240C
3377	OG0003377	augustus_masked-AZAH01000010.1-processed-gene-3.158-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-3.158&CDS=1-1956	YDR239C
3378	OG0003378	snap_masked-AZAH01000010.1-processed-gene-3.15-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.15&CDS=1-2922	YDR238C
3379	OG0003379	augustus_masked-AZAH01000010.1-processed-gene-3.186-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-3.186&CDS=1-870	YDR237W
3380	OG0003380	maker-AZAH01000010.1-snap-gene-3.70-mRNA-1_1&gene=maker-AZAH01000010.1-snap-gene-3.70&CDS=1-1977	YDL207W
3381	OG0003381	snap_masked-AZAH01000010.1-processed-gene-3.43-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.43&CDS=1-1620	YDR235W
3382	OG0003382	snap_masked-AZAH01000010.1-processed-gene-3.44-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.44&CDS=1-984	YDL205C
3383	OG0003383	snap_masked-AZAH01000010.1-processed-gene-3.45-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.45&CDS=1-2043	YDR234W
3384	OG0003384	maker-AZAH01000010.1-snap-gene-3.73-mRNA-1_1&gene=maker-AZAH01000010.1-snap-gene-3.73&CDS=1-909	YMR130W
3385	OG0003385	snap_masked-AZAH01000010.1-processed-gene-3.47-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.47&CDS=1-3834	YMR129W
3386	OG0003386	maker-AZAH01000010.1-snap-gene-3.74-mRNA-1_1&gene=maker-AZAH01000010.1-snap-gene-3.74&CDS=1-5124	YMR128W
3387	OG0003387	snap_masked-AZAH01000010.1-processed-gene-3.20-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.20&CDS=1-936	YMR127C
3388	OG0003388	snap_masked-AZAH01000010.1-processed-gene-3.49-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.49&CDS=1-3294	YLR032W
3389	OG0003389	snap_masked-AZAH01000010.1-processed-gene-3.21-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.21&CDS=1-981	YMR126C
3390	OG0003390	snap_masked-AZAH01000010.1-processed-gene-3.50-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.50&CDS=1-2577	YMR125W
3391	OG0003391	snap_masked-AZAH01000010.1-processed-gene-3.51-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.51&CDS=1-3012	YMR124W
3392	OG0003392	snap_masked-AZAH01000010.1-processed-gene-3.52-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.52&CDS=1-363	YMR123W
3393	OG0003393	snap_masked-AZAH01000010.1-processed-gene-3.23-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.23&CDS=1-1770	YMR120C
3394	OG0003394	augustus_masked-AZAH01000010.1-processed-gene-3.197-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-3.197&CDS=1-1941	YMR119W
3395	OG0003395	snap_masked-AZAH01000010.1-processed-gene-3.24-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.24&CDS=1-1260	YLR027C
3396	OG0003396	snap_masked-AZAH01000010.1-processed-gene-3.25-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.25&CDS=1-987	YLR026C
3397	OG0003397	snap_masked-AZAH01000010.1-processed-gene-3.55-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.55&CDS=1-714	YLR025W
3398	OG0003398	snap_masked-AZAH01000010.1-processed-gene-3.56-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.56&CDS=1-201	YKL138C-A
3399	OG0003399	snap_masked-AZAH01000010.1-processed-gene-3.30-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.30&CDS=1-633	YMR117C
3400	OG0003400	snap_masked-AZAH01000010.1-processed-gene-3.57-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.57&CDS=1-399	YKL138C
3401	OG0003401	snap_masked-AZAH01000010.1-processed-gene-3.31-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.31&CDS=1-336	YKL137W
3402	OG0003402	snap_masked-AZAH01000010.1-processed-gene-3.58-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.58&CDS=1-2091	YKL135C
3403	OG0003403	maker-AZAH01000010.1-snap-gene-3.72-mRNA-1_1&gene=maker-AZAH01000010.1-snap-gene-3.72&CDS=1-954	YMR116C
3404	OG0003404	augustus_masked-AZAH01000010.1-processed-gene-3.201-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-3.201&CDS=1-2124	YKL134C
3405	OG0003405	snap_masked-AZAH01000010.1-processed-gene-3.61-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.61&CDS=1-1419	YMR115W
3406	OG0003406	snap_masked-AZAH01000010.1-processed-gene-3.32-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.32&CDS=1-912	YMR114C
3407	OG0003407	snap_masked-AZAH01000010.1-processed-gene-3.62-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.62&CDS=1-1257	YMR113W
3408	OG0003408	snap_masked-AZAH01000010.1-processed-gene-3.33-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.33&CDS=1-333	YMR112C
3409	OG0003409	snap_masked-AZAH01000010.1-processed-gene-3.34-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.34&CDS=1-1236	YMR111C
3410	OG0003410	augustus_masked-AZAH01000010.1-processed-gene-3.204-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-3.204&CDS=1-819	YKL130C
3411	OG0003411	snap_masked-AZAH01000010.1-processed-gene-3.64-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.64&CDS=1-3825	YMR109W
3412	OG0003412	snap_masked-AZAH01000010.1-processed-gene-3.65-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.65&CDS=1-2040	YMR108W
3413	OG0003413	snap_masked-AZAH01000010.1-processed-gene-3.66-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.66&CDS=1-885	YKL128C
3414	OG0003414	augustus_masked-AZAH01000010.1-processed-gene-3.208-mRNA-1_1&gene=augustus_masked-AZAH01000010.1-processed-gene-3.208&CDS=1-438	YMR107W
3415	OG0003415	snap_masked-AZAH01000010.1-processed-gene-3.37-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.37&CDS=1-2847	YGL167C
3416	OG0003416	snap_masked-AZAH01000010.1-processed-gene-3.68-mRNA-1_1&gene=snap_masked-AZAH01000010.1-processed-gene-3.68&CDS=1-1209	YGL169W
3417	OG0003417	augustus_masked-AZAH01000011.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-0.78&CDS=1-4470	YLR247C
3418	OG0003418	maker-AZAH01000011.1-augustus-gene-0.94-mRNA-1_1&gene=maker-AZAH01000011.1-augustus-gene-0.94&CDS=1-1800	YLR248W
3419	OG0003419	snap_masked-AZAH01000011.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.14&CDS=1-714	YLR250W
3420	OG0003420	snap_masked-AZAH01000011.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.40&CDS=1-1299	YNL011C
3421	OG0003421	snap_masked-AZAH01000011.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.15&CDS=1-708	YNL010W
3422	OG0003422	snap_masked-AZAH01000011.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.41&CDS=1-1080	YNL005C
3423	OG0003423	snap_masked-AZAH01000011.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.18&CDS=1-843	YCL010C
3424	OG0003424	snap_masked-AZAH01000011.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.19&CDS=1-1374	YNL004W
3425	OG0003425	snap_masked-AZAH01000011.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.20&CDS=1-444	YCL012C
3426	OG0003426	snap_masked-AZAH01000011.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.42&CDS=1-4533	YCL014W
3427	OG0003427	snap_masked-AZAH01000011.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.21&CDS=1-1110	YCL016C
3428	OG0003428	snap_masked-AZAH01000011.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.43&CDS=1-816	YNL003C
3429	OG0003429	snap_masked-AZAH01000011.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.22&CDS=1-1476	YCL017C
3430	OG0003430	snap_masked-AZAH01000011.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.44&CDS=1-1101	YCL018W
3431	OG0003431	snap_masked-AZAH01000011.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.45&CDS=1-921	YNL002C
3432	OG0003432	snap_masked-AZAH01000011.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.23&CDS=1-2103	YLR176C
3433	OG0003433	snap_masked-AZAH01000011.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.46&CDS=1-909	YNL006W
3434	OG0003434	snap_masked-AZAH01000011.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.24&CDS=1-1032	YNL007C
3435	OG0003435	snap_masked-AZAH01000011.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.47&CDS=1-1449	YLR175W
3436	OG0003436	augustus_masked-AZAH01000011.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-0.87&CDS=1-1329	YCL008C
3437	OG0003437	snap_masked-AZAH01000011.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.26&CDS=1-1446	YCL004W
3438	OG0003438	augustus_masked-AZAH01000011.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-0.67&CDS=1-1503	YNL001W
3439	OG0003439	snap_masked-AZAH01000011.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.49&CDS=1-987	YCR002C
3440	OG0003440	snap_masked-AZAH01000011.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.29&CDS=1-573	YCR003W
3441	OG0003441	snap_masked-AZAH01000011.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.31&CDS=1-1935	YLR257W
3442	OG0003442	snap_masked-AZAH01000011.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.33&CDS=1-2115	YLR258W
3443	OG0003443	snap_masked-AZAH01000011.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.34&CDS=1-1368	YOL016C
3444	OG0003444	snap_masked-AZAH01000011.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.35&CDS=1-732	YIR017C
3445	OG0003445	augustus_masked-AZAH01000011.1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-0.91&CDS=1-2613	YOL036W
3446	OG0003446	snap_masked-AZAH01000011.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.53&CDS=1-753	YOL038W
3447	OG0003447	snap_masked-AZAH01000011.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-0.36&CDS=1-450	YOL026C
3448	OG0003448	augustus_masked-AZAH01000011.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-0.93&CDS=1-1149	YIR015W
3449	OG0003449	augustus_masked-AZAH01000011.1-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.6&CDS=1-3513	YIR007W
3450	OG0003450	snap_masked-AZAH01000011.1-processed-gene-1.179-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.179&CDS=1-582	YER012W
3451	OG0003451	snap_masked-AZAH01000011.1-processed-gene-1.182-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.182&CDS=1-336	YIR009W
3452	OG0003452	snap_masked-AZAH01000011.1-processed-gene-1.183-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.183&CDS=1-1008	YER016W
3453	OG0003453	snap_masked-AZAH01000011.1-processed-gene-1.185-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.185&CDS=1-951	YBR251W
3454	OG0003454	genemark-AZAH01000011.1-processed-gene-1.98-mRNA-1_1&gene=genemark-AZAH01000011.1-processed-gene-1.98&CDS=1-1092	YGR112W
3455	OG0003455	augustus_masked-AZAH01000011.1-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.14&CDS=1-1989	YPR124W
3456	OG0003456	snap_masked-AZAH01000011.1-processed-gene-1.189-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.189&CDS=1-4293	YGR116W
3457	OG0003457	snap_masked-AZAH01000011.1-processed-gene-1.191-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.191&CDS=1-1020	YPR127W
3458	OG0003458	snap_masked-AZAH01000011.1-processed-gene-1.192-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.192&CDS=1-3189	YGR094W
3459	OG0003459	snap_masked-AZAH01000011.1-processed-gene-1.231-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.231&CDS=1-639	YGR095C
3460	OG0003460	maker-AZAH01000011.1-augustus-gene-1.2-mRNA-1_1&gene=maker-AZAH01000011.1-augustus-gene-1.2&CDS=1-1482	YPR113W
3461	OG0003461	snap_masked-AZAH01000011.1-processed-gene-1.232-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.232&CDS=1-1569	YPR144C
3462	OG0003462	snap_masked-AZAH01000011.1-processed-gene-1.195-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.195&CDS=1-1719	YGR124W
3463	OG0003463	snap_masked-AZAH01000011.1-processed-gene-1.196-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.196&CDS=1-3087	YGR125W
3464	OG0003464	augustus_masked-AZAH01000011.1-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.22&CDS=1-951	YGR127W
3465	OG0003465	augustus_masked-AZAH01000011.1-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.56&CDS=1-915	YPR147C
3466	OG0003466	snap_masked-AZAH01000011.1-processed-gene-1.234-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.234&CDS=1-1971	YGR128C
3467	OG0003467	augustus_masked-AZAH01000011.1-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.23&CDS=1-588	YGR129W
3468	OG0003468	snap_masked-AZAH01000011.1-processed-gene-1.235-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.235&CDS=1-1128	YPR148C
3469	OG0003469	augustus_masked-AZAH01000011.1-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.59&CDS=1-2373	YGR130C
3470	OG0003470	snap_masked-AZAH01000011.1-processed-gene-1.237-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.237&CDS=1-843	YGR132C
3471	OG0003471	snap_masked-AZAH01000011.1-processed-gene-1.200-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.200&CDS=1-459	YGR133W
3472	OG0003472	snap_masked-AZAH01000011.1-processed-gene-1.238-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.238&CDS=1-258	YPR151C
3473	OG0003473	augustus_masked-AZAH01000011.1-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.26&CDS=1-3201	YGR134W
3474	OG0003474	augustus_masked-AZAH01000011.1-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.61&CDS=1-1032	YPR152C
3475	OG0003475	snap_masked-AZAH01000011.1-processed-gene-1.202-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.202&CDS=1-747	YGR135W
3476	OG0003476	maker-AZAH01000011.1-snap-gene-1.175-mRNA-1_1&gene=maker-AZAH01000011.1-snap-gene-1.175&CDS=1-456	YPR153W
3477	OG0003477	snap_masked-AZAH01000011.1-processed-gene-1.240-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.240&CDS=1-1728	YPR155C
3478	OG0003478	augustus_masked-AZAH01000011.1-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.29&CDS=1-2241	YGR140W
3479	OG0003479	augustus_masked-AZAH01000011.1-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.30&CDS=1-1344	YGR141W
3480	OG0003480	augustus_masked-AZAH01000011.1-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.31&CDS=1-1098	YGR142W
3481	OG0003481	snap_masked-AZAH01000011.1-processed-gene-1.242-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.242&CDS=1-639	YJL072C
3482	OG0003482	snap_masked-AZAH01000011.1-processed-gene-1.207-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.207&CDS=1-1695	YJL071W
3483	OG0003483	augustus_masked-AZAH01000011.1-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.65&CDS=1-2247	YJL070C
3484	OG0003484	augustus_masked-AZAH01000011.1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.34&CDS=1-5196	YBR275C
3485	OG0003485	snap_masked-AZAH01000011.1-processed-gene-1.245-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.245&CDS=1-1563	YBR274W
3486	OG0003486	snap_masked-AZAH01000011.1-processed-gene-1.210-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.210&CDS=1-1236	YBR273C
3487	OG0003487	augustus_masked-AZAH01000011.1-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.68&CDS=1-1266	YJL049W
3488	OG0003488	snap_masked-AZAH01000011.1-processed-gene-1.211-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.211&CDS=1-1434	YBR272C
3489	OG0003489	snap_masked-AZAH01000011.1-processed-gene-1.249-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.249&CDS=1-927	YJL053W
3490	OG0003490	maker-AZAH01000011.1-snap-gene-1.176-mRNA-1_1&gene=maker-AZAH01000011.1-snap-gene-1.176&CDS=1-1275	YJL054W
3491	OG0003491	snap_masked-AZAH01000011.1-processed-gene-1.252-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.252&CDS=1-630	YJL055W
3492	OG0003492	snap_masked-AZAH01000011.1-processed-gene-1.213-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.213&CDS=1-1992	YJL056C
3493	OG0003493	snap_masked-AZAH01000011.1-processed-gene-1.214-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.214&CDS=1-2931	YJL057C
3494	OG0003494	snap_masked-AZAH01000011.1-processed-gene-1.253-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.253&CDS=1-1227	YJL059W
3495	OG0003495	snap_masked-AZAH01000011.1-processed-gene-1.254-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.254&CDS=1-1332	YJL060W
3496	OG0003496	snap_masked-AZAH01000011.1-processed-gene-1.215-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.215&CDS=1-402	YBR269C
3497	OG0003497	augustus_masked-AZAH01000011.1-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.77&CDS=1-2016	YJL061W
