	OrthologID	Alloascoidea_hylecoeti	Saccharomyces_cerevisiae
2518	OG0002518	-augustus-gene-10.112-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.112&CDS=1-753	YOL038W
2519	OG0002519	-augustus-gene-10.113-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.113&CDS=1-1233	YBR195C
2520	OG0002520	-processed-gene-10.3-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.3&CDS=1-3906	YPL006W
2521	OG0002521	-augustus-gene-10.121-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.121&CDS=1-1974	YOR254C
2522	OG0002522	-augustus-gene-10.114-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.114&CDS=1-642	YER002W
2523	OG0002523	-augustus-gene-10.122-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.122&CDS=1-1281	YER003C
2524	OG0002524	-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.10&CDS=1-969	YOL110W
2525	OG0002525	-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.33&CDS=1-1611	YNL291C
2526	OG0002526	-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.11&CDS=1-588	YBR022W
2527	OG0002527	-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.12&CDS=1-2217	YDL035C
2528	OG0002528	-processed-gene-10.35-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.35&CDS=1-1923	YEL015W
2529	OG0002529	-processed-gene-10.162-mRNA-1_1&gene=snap_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.162&CDS=1-2157	YFR029W
2530	OG0002530	-processed-gene-10.39-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.39&CDS=1-1059	YKL172W
2531	OG0002531	-processed-gene-10.72-mRNA-1_1&gene=genemark-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.72&CDS=1-1044	YJL167W
2532	OG0002532	-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.40&CDS=1-3018	YKL173W
2533	OG0002533	-augustus-gene-10.123-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.123&CDS=1-285	YJL166W
2534	OG0002534	-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.22&CDS=1-1101	YGL100W
2535	OG0002535	-augustus-gene-10.124-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.124&CDS=1-369	YJL179W
2536	OG0002536	-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.23&CDS=1-1044	YJL180C
2537	OG0002537	-augustus-gene-10.125-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.125&CDS=1-1503	YIL145C
2538	OG0002538	-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.24&CDS=1-2070	YIL144W
2539	OG0002539	-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.25&CDS=1-1053	YKR092C
2540	OG0002540	-processed-gene-10.198-mRNA-1_1&gene=snap_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.198&CDS=1-1167	YOR084W
2541	OG0002541	-augustus-gene-10.119-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.119&CDS=1-324	YNL122C
2542	OG0002542	-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.28&CDS=1-1332	YOR323C
2543	OG0002543	-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.51&CDS=1-3585	YAL026C
2544	OG0002544	-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.29&CDS=1-909	YNL006W
2545	OG0002545	-augustus-gene-0.42-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-0.42&CDS=1-1623	YGL179C
2546	OG0002546	-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.68&CDS=1-2433	YOR168W
2547	OG0002547	-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.57&CDS=1-2571	YPL029W
2548	OG0002548	-augustus-gene-0.40-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-0.40&CDS=1-1188	YPL028W
2549	OG0002549	-augustus-gene-0.46-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-0.46&CDS=1-636	YDR236C
2550	OG0002550	-augustus-gene-0.47-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-0.47&CDS=1-1833	YDL207W
2551	OG0002551	-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.61&CDS=1-915	YDR237W
2552	OG0002552	-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.75&CDS=1-2859	YDR238C
2553	OG0002553	-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.76&CDS=1-1230	YML071C
2554	OG0002554	-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.62&CDS=1-1086	YLR447C
2555	OG0002555	-augustus-gene-1.101-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-1.101&CDS=1-546	YML077W
2556	OG0002556	-augustus-gene-1.102-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-1.102&CDS=1-1374	YJR125C
2557	OG0002557	-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-1.32&CDS=1-1311	YML080W
2558	OG0002558	-augustus-gene-1.95-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-1.95&CDS=1-4320	YML072C
2559	OG0002559	-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-1.54&CDS=1-1404	YLR142W
2560	OG0002560	-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-1.56&CDS=1-1128	YLR113W
2561	OG0002561	-processed-gene-2.88-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-2.88&CDS=1-2148	YBR102C
2562	OG0002562	-augustus-gene-2.62-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-2.62&CDS=1-3543	YBR235W
2563	OG0002563	-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-2.6&CDS=1-918	YCL031C
2564	OG0002564	-processed-gene-2.48-mRNA-1_1&gene=genemark-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-2.48&CDS=1-603	YPR107C
2565	OG0002565	-augustus-gene-2.64-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-2.64&CDS=1-3324	YOR304W
2566	OG0002566	-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-2.24&CDS=1-2067	YGR145W
2567	OG0002567	-processed-gene-2.86-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-2.86&CDS=1-1917	YOR037W
2568	OG0002568	-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.69&CDS=1-1512	YPR169W
2569	OG0002569	-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.86&CDS=1-477	YML030W
2570	OG0002570	-snap-gene-3.47-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-snap-gene-3.47&CDS=1-1731	YIL065C
2571	OG0002571	-augustus-gene-3.58-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-3.58&CDS=1-558	YGL242C
2572	OG0002572	-processed-gene-3.9-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.9&CDS=1-3000	YGL241W
2573	OG0002573	-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.88&CDS=1-2175	YGL245W
2574	OG0002574	-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.74&CDS=1-810	YJR113C
2575	OG0002575	-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.94&CDS=1-1830	YLR088W
2576	OG0002576	-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.78&CDS=1-1137	YNL001W
2577	OG0002577	-augustus-gene-3.60-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-3.60&CDS=1-1086	YGR031W
2578	OG0002578	-processed-gene-3.21-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.21&CDS=1-2730	YGR099W
2579	OG0002579	-augustus-gene-3.61-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-3.61&CDS=1-1491	YDR402C
2580	OG0002580	-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.85&CDS=1-1596	YIL001W
2581	OG0002581	-augustus-gene-4.2-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-4.2&CDS=1-1233	YPL048W
2582	OG0002582	-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.36&CDS=1-1059	YER027C
2583	OG0002583	-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.54&CDS=1-1221	YKR048C
2584	OG0002584	-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.56&CDS=1-1149	YGL211W
2585	OG0002585	-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.41&CDS=1-2610	YMR309C
2586	OG0002586	-processed-gene-4.29-mRNA-1_1&gene=genemark-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.29&CDS=1-6126	YFL007W
2587	OG0002587	-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.43&CDS=1-1005	YCR036W
2588	OG0002588	-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.44&CDS=1-1725	YDR124W
2589	OG0002589	-processed-gene-4.77-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.77&CDS=1-834	YGR060W
2590	OG0002590	-processed-gene-4.78-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.78&CDS=1-2613	YKL034W
2591	OG0002591	-augustus-gene-4.3-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-4.3&CDS=1-960	YHL011C
2592	OG0002592	-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.46&CDS=1-591	YOR289W
2593	OG0002593	-augustus-gene-4.1-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-4.1&CDS=1-1875	YKR008W
2594	OG0002594	-processed-gene-4.20-mRNA-1_1&gene=genemark-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.20&CDS=1-3048	YMR080C
2595	OG0002595	-processed-gene-5.53-mRNA-1_1&gene=genemark-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.53&CDS=1-3276	YLR071C
2596	OG0002596	-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.83&CDS=1-1011	YBL032W
2597	OG0002597	-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.99&CDS=1-1164	YOR063W
2598	OG0002598	-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.88&CDS=1-1794	YKL149C
2599	OG0002599	-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.105&CDS=1-1443	YDR299W
2600	OG0002600	-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.109&CDS=1-1404	YPL151C
2601	OG0002601	-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.91&CDS=1-2124	YOR243C
2602	OG0002602	-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.94&CDS=1-2571	YDR074W
2603	OG0002603	-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.95&CDS=1-945	YFR025C
2604	OG0002604	-processed-gene-5.37-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.37&CDS=1-3759	YNL236W
2605	OG0002605	-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.113&CDS=1-1068	YNL231C
2606	OG0002606	-processed-gene-6.75-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.75&CDS=1-252	YIL008W
2607	OG0002607	-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.32&CDS=1-243	YGR105W
2608	OG0002608	-processed-gene-6.19-mRNA-1_1&gene=genemark-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.19&CDS=1-9861	YGL206C
2609	OG0002609	-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.50&CDS=1-2124	YAL011W
2610	OG0002610	-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.52&CDS=1-2610	YJR036C
2611	OG0002611	-snap-gene-6.65-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-snap-gene-6.65&CDS=1-2664	YGR188C
2612	OG0002612	-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.38&CDS=1-3303	YGR258C
2613	OG0002613	-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.39&CDS=1-1425	YGR046W
2614	OG0002614	-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.42&CDS=1-750	YGR135W
2615	OG0002615	-snap-gene-6.71-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-snap-gene-6.71&CDS=1-426	YPR153W
2616	OG0002616	-augustus-gene-7.117-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-7.117&CDS=1-2655	YBR170C
2617	OG0002617	-augustus-gene-7.115-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-7.115&CDS=1-558	YBR171W
2618	OG0002618	-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.83&CDS=1-744	YKL099C
2619	OG0002619	-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.95&CDS=1-2520	YMR049C
2620	OG0002620	-processed-gene-7.13-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.13&CDS=1-5799	YGR098C
2621	OG0002621	-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.101&CDS=1-2559	YGR200C
2622	OG0002622	-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.106&CDS=1-1158	YPR118W
2623	OG0002623	-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.107&CDS=1-984	YOR061W
2624	OG0002624	-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.110&CDS=1-1410	YFR006W
2625	OG0002625	-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.92&CDS=1-1542	YFR005C
2626	OG0002626	-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.111&CDS=1-942	YFR004W
2627	OG0002627	-processed-gene-8.4-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-8.4&CDS=1-1707	YNL193W
2628	OG0002628	-processed-gene-8.93-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-8.93&CDS=1-1905	YBL035C
2629	OG0002629	-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-8.79&CDS=1-654	YFL010C
2630	OG0002630	-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-8.94&CDS=1-297	YMR123W
2631	OG0002631	-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-8.95&CDS=1-1017	YKL085W
2632	OG0002632	-processed-gene-8.30-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-8.30&CDS=1-357	YKL086W
2633	OG0002633	-processed-gene-9.40-mRNA-1_1&gene=genemark-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-9.40&CDS=1-1677	YKR056W
2634	OG0002634	-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-9.8&CDS=1-531	YDR377W
2635	OG0002635	-augustus-gene-9.3-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-9.3&CDS=1-1509	YDR376W
2636	OG0002636	-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-9.21&CDS=1-963	YGR277C
2637	OG0002637	-processed-gene-9.61-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-9.61&CDS=1-3000	YDR421W
2638	OG0002638	-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-10.74&CDS=1-783	YCR009C
2639	OG0002639	-processed-gene-10.77-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-10.77&CDS=1-1917	YML042W
2640	OG0002640	-augustus-gene-10.169-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-10.169&CDS=1-3126	YOR370C
2641	OG0002641	-processed-gene-10.19-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-10.19&CDS=1-2985	YER169W
2642	OG0002642	-processed-gene-10.49-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-10.49&CDS=1-15042	YLR106C
2643	OG0002643	-processed-gene-10.83-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-10.83&CDS=1-795	YHR038W
2644	OG0002644	-augustus-gene-10.170-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-10.170&CDS=1-1827	YHR039C
2645	OG0002645	-processed-gene-10.104-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-10.104&CDS=1-2319	YAL053W
2646	OG0002646	-processed-gene-10.105-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-10.105&CDS=1-3531	YJR109C
2647	OG0002647	-processed-gene-10.106-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-10.106&CDS=1-702	YOR238W
2648	OG0002648	-processed-gene-10.85-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-10.85&CDS=1-537	YOR236W
2649	OG0002649	-processed-gene-10.111-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-10.111&CDS=1-1317	YOR303W
2650	OG0002650	-processed-gene-10.112-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-10.112&CDS=1-468	YDR328C
2651	OG0002651	-augustus-gene-10.167-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-10.167&CDS=1-1725	YPL208W
2652	OG0002652	-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-10.91&CDS=1-1518	YAL038W
2653	OG0002653	-augustus-gene-0.137-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-0.137&CDS=1-1056	YLR321C
2654	OG0002654	-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-0.122&CDS=1-948	YLR316C
2655	OG0002655	-augustus-gene-0.147-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-0.147&CDS=1-2370	YLR319C
2656	OG0002656	-augustus-gene-0.148-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-0.148&CDS=1-1338	YGR002C
2657	OG0002657	-augustus-gene-0.139-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-0.139&CDS=1-2331	YGR003W
2658	OG0002658	-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-0.126&CDS=1-1980	YPR024W
2659	OG0002659	-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-0.103&CDS=1-2364	YGL009C
2660	OG0002660	-augustus-gene-0.149-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-0.149&CDS=1-3012	YBL007C
2661	OG0002661	-snap-gene-0.3-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-snap-gene-0.3&CDS=1-1497	YGL192W
2662	OG0002662	-augustus-gene-0.141-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-0.141&CDS=1-855	YBR291C
2663	OG0002663	-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-0.129&CDS=1-1050	YBR290W
2664	OG0002664	-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-0.130&CDS=1-492	YDR231C
2665	OG0002665	-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-0.109&CDS=1-1512	YLL036C
2666	OG0002666	-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-0.113&CDS=1-645	YDL212W
2667	OG0002667	-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-0.136&CDS=1-1761	YJR001W
2668	OG0002668	-augustus-gene-0.145-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-0.145&CDS=1-1911	YHR114W
2669	OG0002669	-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-1.48&CDS=1-1713	YNL094W
2670	OG0002670	-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-1.50&CDS=1-762	YOL070C
2671	OG0002671	-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-1.54&CDS=1-1608	YBR286W
2672	OG0002672	-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-1.75&CDS=1-903	YOR008C
2673	OG0002673	-augustus-gene-1.128-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-1.128&CDS=1-2676	YMR165C
2674	OG0002674	-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-1.83&CDS=1-924	YCL009C
2675	OG0002675	-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-2.48&CDS=1-585	YBL102W
2676	OG0002676	-augustus-gene-2.110-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-2.110&CDS=1-1101	YPL096W
2677	OG0002677	-processed-gene-2.37-mRNA-1_1&gene=genemark-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-2.37&CDS=1-1197	YKL088W
