	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034883_Peterozyma_xylosa
3097	OG0003097	YNR043W	snap_masked-flattened_line_44-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.157&CDS=1-1167
3098	OG0003098	YNR050C	snap_masked-flattened_line_24-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.76&CDS=1-1332
3099	OG0003099	YNR052C	augustus_masked-flattened_line_2-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.129&CDS=1-1449
3100	OG0003100	YNR053C	maker-flattened_line_20-snap-gene-3.173-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-3.173&CDS=1-1578
3101	OG0003101	YNR054C	snap_masked-flattened_line_2-processed-gene-5.59-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.59&CDS=1-999
3102	OG0003102	YNR055C	augustus_masked-flattened_line_6-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.99&CDS=1-1758
3103	OG0003103	YNR057C	snap_masked-flattened_line_2-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.28&CDS=1-645
3104	OG0003104	YNR058W	snap_masked-flattened_line_2-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.47&CDS=1-1290
3105	OG0003105	YNR074C	augustus_masked-flattened_line_40-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.92&CDS=1-1101
3106	OG0003106	YOL001W	snap_masked-flattened_line_10-processed-gene-3.68-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.68&CDS=1-1521
3107	OG0003107	YOL002C	snap_masked-flattened_line_24-processed-gene-3.142-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-3.142&CDS=1-930
3108	OG0003108	YOL003C	genemark-flattened_line_22-processed-gene-4.21-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-4.21&CDS=1-1278
3109	OG0003109	YOL004W	augustus_masked-flattened_line_22-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-4.142&CDS=1-4251
3110	OG0003110	YOL005C	snap_masked-flattened_line_22-processed-gene-4.73-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-4.73&CDS=1-372
3111	OG0003111	YOL006C	maker-flattened_line_6-augustus-gene-2.1-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.1&CDS=1-2853
3112	OG0003112	YOL008W	snap_masked-flattened_line_40-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.11&CDS=1-585
3113	OG0003113	YOL009C	maker-flattened_line_40-snap-gene-0.135-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.135&CDS=1-1203
3114	OG0003114	YOL010W	snap_masked-flattened_line_40-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.10&CDS=1-1101
3115	OG0003115	YOL012C	snap_masked-flattened_line_4-processed-gene-2.122-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.122&CDS=1-399
3116	OG0003116	YOL013C	maker-flattened_line_4-snap-gene-2.6-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.6&CDS=1-1134
3117	OG0003117	YOL018C	snap_masked-flattened_line_4-processed-gene-3.88-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.88&CDS=1-1137
3118	OG0003118	YOL021C	snap_masked-flattened_line_12-processed-gene-1.101-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.101&CDS=1-2940
3119	OG0003119	YOL022C	snap_masked-flattened_line_8-processed-gene-3.26-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.26&CDS=1-1332
3120	OG0003120	YOL023W	snap_masked-flattened_line_8-processed-gene-3.3-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.3&CDS=1-2391
3121	OG0003121	YOL026C	snap_masked-flattened_line_0-processed-gene-10.87-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.87&CDS=1-441
3122	OG0003122	YOL030W	snap_masked-flattened_line_26-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.127&CDS=1-1407
3123	OG0003123	YOL031C	snap_masked-flattened_line_28-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.43&CDS=1-1356
3124	OG0003124	YOL032W	snap_masked-flattened_line_20-processed-gene-4.135-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-4.135&CDS=1-642
3125	OG0003125	YOL033W	genemark-flattened_line_20-processed-gene-4.32-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-4.32&CDS=1-1710
3126	OG0003126	YOL034W	snap_masked-flattened_line_42-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.23&CDS=1-3363
3127	OG0003127	YOL038W	snap_masked-flattened_line_0-processed-gene-5.62-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.62&CDS=1-771
3128	OG0003128	YOL040C	genemark-flattened_line_8-processed-gene-4.68-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.68&CDS=1-432
3129	OG0003129	YOL041C	snap_masked-flattened_line_8-processed-gene-6.40-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-6.40&CDS=1-1317
3130	OG0003130	YOL049W	snap_masked-flattened_line_14-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.62&CDS=1-1479
3131	OG0003131	YOL051W	maker-flattened_line_62-snap-gene-0.28-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.28&CDS=1-3447
3132	OG0003132	YOL052C	snap_masked-flattened_line_32-processed-gene-2.34-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.34&CDS=1-1239
3133	OG0003133	YOL054W	genemark-flattened_line_28-processed-gene-2.161-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-2.161&CDS=1-1086
3134	OG0003134	YOL057W	snap_masked-flattened_line_6-processed-gene-7.132-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-7.132&CDS=1-2073
3135	OG0003135	YOL058W	snap_masked-flattened_line_2-processed-gene-1.9-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.9&CDS=1-1245
3136	OG0003136	YOL060C	augustus_masked-flattened_line_50-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.41&CDS=1-3441
3137	OG0003137	YOL061W	snap_masked-flattened_line_50-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.88&CDS=1-1320
3138	OG0003138	YOL062C	snap_masked-flattened_line_50-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.89&CDS=1-1431
3139	OG0003139	YOL063C	snap_masked-flattened_line_46-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.33&CDS=1-2736
3140	OG0003140	YOL064C	augustus_masked-flattened_line_8-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.117&CDS=1-1035
3141	OG0003141	YOL065C	genemark-flattened_line_12-processed-gene-2.73-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.73&CDS=1-1230
3142	OG0003142	YOL066C	snap_masked-flattened_line_4-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.66&CDS=1-1731
3143	OG0003143	YOL067C	snap_masked-flattened_line_12-processed-gene-5.129-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.129&CDS=1-1074
3144	OG0003144	YOL069W	snap_masked-flattened_line_12-processed-gene-5.97-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.97&CDS=1-1371
3145	OG0003145	YOL070C	augustus_masked-flattened_line_12-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.137&CDS=1-2190
3146	OG0003146	YOL071W	augustus_masked-flattened_line_12-processed-gene-5.204-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.204&CDS=1-480
3147	OG0003147	YOL072W	genemark-flattened_line_0-processed-gene-6.77-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.77&CDS=1-1380
3148	OG0003148	YOL073C	augustus_masked-flattened_line_4-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.15&CDS=1-861
3149	OG0003149	YOL076W	snap_masked-flattened_line_24-processed-gene-3.116-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-3.116&CDS=1-2505
3150	OG0003150	YOL077C	snap_masked-flattened_line_24-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.93&CDS=1-879
3151	OG0003151	YOL077W-A	snap_masked-flattened_line_24-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.66&CDS=1-201
3152	OG0003152	YOL078W	snap_masked-flattened_line_24-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.92&CDS=1-2694
3153	OG0003153	YOL080C	snap_masked-flattened_line_24-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.91&CDS=1-864
3154	OG0003154	YOL086W-A	snap_masked-flattened_line_24-processed-gene-3.171-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-3.171&CDS=1-456
3155	OG0003155	YOL087C	snap_masked-flattened_line_24-processed-gene-3.173-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-3.173&CDS=1-3153
3156	OG0003156	YOL090W	snap_masked-flattened_line_20-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.98&CDS=1-2850
3157	OG0003157	YOL093W	snap_masked-flattened_line_20-processed-gene-2.47-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.47&CDS=1-1008
3158	OG0003158	YOL094C	snap_masked-flattened_line_8-processed-gene-6.38-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-6.38&CDS=1-978
3159	OG0003159	YOL095C	snap_masked-flattened_line_8-processed-gene-5.75-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.75&CDS=1-2181
3160	OG0003160	YOL096C	snap_masked-flattened_line_20-processed-gene-4.120-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-4.120&CDS=1-954
3161	OG0003161	YOL097C	snap_masked-flattened_line_24-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.89&CDS=1-1269
3162	OG0003162	YOL098C	snap_masked-flattened_line_20-processed-gene-4.123-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-4.123&CDS=1-3180
3163	OG0003163	YOL102C	snap_masked-flattened_line_2-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.58&CDS=1-717
3164	OG0003164	YOL107W	snap_masked-flattened_line_0-processed-gene-10.73-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.73&CDS=1-1071
3165	OG0003165	YOL110W	snap_masked-flattened_line_4-processed-gene-3.99-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.99&CDS=1-762
3166	OG0003166	YOL111C	augustus_masked-flattened_line_18-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-4.33&CDS=1-630
3167	OG0003167	YOL114C	genemark-flattened_line_2-processed-gene-4.69-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.69&CDS=1-549
3168	OG0003168	YOL123W	snap_masked-flattened_line_4-processed-gene-7.31-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.31&CDS=1-1413
3169	OG0003169	YOL125W	snap_masked-flattened_line_32-processed-gene-1.139-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.139&CDS=1-1362
3170	OG0003170	YOL127W	maker-flattened_line_2-snap-gene-2.1-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.1&CDS=1-1050
3171	OG0003171	YOL129W	maker-flattened_line_2-snap-gene-2.0-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.0&CDS=1-1779
3172	OG0003172	YOL132W	genemark-flattened_line_8-processed-gene-2.52-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.52&CDS=1-1332
3173	OG0003173	YOL133W	augustus_masked-flattened_line_4-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.129&CDS=1-342
3174	OG0003174	YOL135C	snap_masked-flattened_line_4-processed-gene-6.103-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.103&CDS=1-855
3175	OG0003175	YOL138C	snap_masked-flattened_line_52-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.29&CDS=1-3378
3176	OG0003176	YOL139C	snap_masked-flattened_line_44-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.153&CDS=1-630
3177	OG0003177	YOL140W	snap_masked-flattened_line_44-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.155&CDS=1-1314
3178	OG0003178	YOL141W	snap_masked-flattened_line_44-processed-gene-0.163-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.163&CDS=1-2181
3179	OG0003179	YOL142W	snap_masked-flattened_line_12-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.67&CDS=1-708
3180	OG0003180	YOL143C	snap_masked-flattened_line_2-processed-gene-4.9-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.9&CDS=1-495
3181	OG0003181	YOL144W	maker-flattened_line_2-snap-gene-4.0-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-4.0&CDS=1-1563
3182	OG0003182	YOL145C	snap_masked-flattened_line_2-processed-gene-4.33-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.33&CDS=1-3210
3183	OG0003183	YOL146W	genemark-flattened_line_2-processed-gene-4.94-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.94&CDS=1-531
3184	OG0003184	YOL147C	snap_masked-flattened_line_2-processed-gene-4.35-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.35&CDS=1-774
3185	OG0003185	YOL148C	snap_masked-flattened_line_2-processed-gene-4.39-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.39&CDS=1-1797
3186	OG0003186	YOL149W	snap_masked-flattened_line_2-processed-gene-4.11-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.11&CDS=1-519
3187	OG0003187	YOR001W	genemark-flattened_line_4-processed-gene-3.25-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.25&CDS=1-2322
3188	OG0003188	YOR002W	snap_masked-flattened_line_8-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.9&CDS=1-1641
3189	OG0003189	YOR004W	genemark-flattened_line_24-processed-gene-1.78-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.78&CDS=1-888
3190	OG0003190	YOR005C	snap_masked-flattened_line_4-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.69&CDS=1-2820
3191	OG0003191	YOR006C	snap_masked-flattened_line_26-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.118&CDS=1-1092
3192	OG0003192	YOR007C	snap_masked-flattened_line_26-processed-gene-2.42-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.42&CDS=1-1086
3193	OG0003193	YOR008C	snap_masked-flattened_line_6-processed-gene-1.9-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.9&CDS=1-1014
3194	OG0003194	YOR014W	snap_masked-flattened_line_6-processed-gene-5.28-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.28&CDS=1-2145
3195	OG0003195	YOR017W	snap_masked-flattened_line_4-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.45&CDS=1-2472
3196	OG0003196	YOR018W	snap_masked-flattened_line_4-processed-gene-3.90-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.90&CDS=1-2739
3197	OG0003197	YOR020C	genemark-flattened_line_2-processed-gene-9.97-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-9.97&CDS=1-309
3198	OG0003198	YOR021C	snap_masked-flattened_line_2-processed-gene-6.22-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.22&CDS=1-612
3199	OG0003199	YOR022C	snap_masked-flattened_line_2-processed-gene-6.6-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.6&CDS=1-2052
3200	OG0003200	YOR023C	snap_masked-flattened_line_16-processed-gene-4.55-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-4.55&CDS=1-1368
3201	OG0003201	YOR025W	snap_masked-flattened_line_6-processed-gene-7.169-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-7.169&CDS=1-1509
3202	OG0003202	YOR027W	snap_masked-flattened_line_6-processed-gene-7.161-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-7.161&CDS=1-1827
3203	OG0003203	YOR035C	snap_masked-flattened_line_6-processed-gene-6.7-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.7&CDS=1-2376
3204	OG0003204	YOR036W	snap_masked-flattened_line_38-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.78&CDS=1-819
3205	OG0003205	YOR037W	snap_masked-flattened_line_20-processed-gene-3.66-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-3.66&CDS=1-1545
3206	OG0003206	YOR038C	maker-flattened_line_20-snap-gene-3.174-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-3.174&CDS=1-2877
3207	OG0003207	YOR039W	snap_masked-flattened_line_20-processed-gene-3.94-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-3.94&CDS=1-819
3208	OG0003208	YOR042W	snap_masked-flattened_line_32-processed-gene-1.135-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.135&CDS=1-954
3209	OG0003209	YOR043W	snap_masked-flattened_line_6-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.24&CDS=1-1017
3210	OG0003210	YOR045W	genemark-flattened_line_32-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.62&CDS=1-147
3211	OG0003211	YOR046C	genemark-flattened_line_6-processed-gene-4.2-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.2&CDS=1-1266
3212	OG0003212	YOR048C	snap_masked-flattened_line_8-processed-gene-4.131-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.131&CDS=1-3069
3213	OG0003213	YOR049C	snap_masked-flattened_line_2-processed-gene-7.15-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.15&CDS=1-1275
3214	OG0003214	YOR051C	snap_masked-flattened_line_32-processed-gene-1.133-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.133&CDS=1-1398
3215	OG0003215	YOR052C	snap_masked-flattened_line_32-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.112&CDS=1-546
3216	OG0003216	YOR056C	snap_masked-flattened_line_10-processed-gene-3.78-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.78&CDS=1-1389
3217	OG0003217	YOR057W	snap_masked-flattened_line_10-processed-gene-3.56-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.56&CDS=1-1026
3218	OG0003218	YOR058C	snap_masked-flattened_line_10-processed-gene-3.79-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.79&CDS=1-2760
3219	OG0003219	YOR059C	genemark-flattened_line_12-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.99&CDS=1-1467
3220	OG0003220	YOR063W	genemark-flattened_line_16-processed-gene-2.74-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.74&CDS=1-1161
3221	OG0003221	YOR065W	snap_masked-flattened_line_2-processed-gene-5.95-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.95&CDS=1-906
3222	OG0003222	YOR067C	snap_masked-flattened_line_14-processed-gene-1.97-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.97&CDS=1-1695
3223	OG0003223	YOR069W	snap_masked-flattened_line_10-processed-gene-2.54-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.54&CDS=1-2043
3224	OG0003224	YOR070C	snap_masked-flattened_line_16-processed-gene-4.49-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-4.49&CDS=1-1644
3225	OG0003225	YOR073W	augustus_masked-flattened_line_20-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.130&CDS=1-1722
3226	OG0003226	YOR074C	snap_masked-flattened_line_50-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.77&CDS=1-900
3227	OG0003227	YOR075W	snap_masked-flattened_line_10-processed-gene-2.77-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.77&CDS=1-990
3228	OG0003228	YOR077W	snap_masked-flattened_line_32-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.106&CDS=1-984
3229	OG0003229	YOR079C	snap_masked-flattened_line_14-processed-gene-2.70-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.70&CDS=1-924
3230	OG0003230	YOR080W	augustus_masked-flattened_line_32-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.15&CDS=1-2403
3231	OG0003231	YOR084W	snap_masked-flattened_line_10-processed-gene-3.75-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.75&CDS=1-1095
3232	OG0003232	YOR087W	snap_masked-flattened_line_34-processed-gene-1.105-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.105&CDS=1-1968
3233	OG0003233	YOR090C	snap_masked-flattened_line_18-processed-gene-4.124-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-4.124&CDS=1-1659
3234	OG0003234	YOR091W	snap_masked-flattened_line_18-processed-gene-4.92-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-4.92&CDS=1-1116
3235	OG0003235	YOR093C	snap_masked-flattened_line_42-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.59&CDS=1-4491
3236	OG0003236	YOR095C	snap_masked-flattened_line_18-processed-gene-4.131-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-4.131&CDS=1-714
3237	OG0003237	YOR096W	snap_masked-flattened_line_18-processed-gene-4.96-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-4.96&CDS=1-567
3238	OG0003238	YOR099W	snap_masked-flattened_line_16-processed-gene-4.80-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-4.80&CDS=1-1242
3239	OG0003239	YOR100C	snap_masked-flattened_line_24-processed-gene-3.92-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-3.92&CDS=1-855
3240	OG0003240	YOR103C	snap_masked-flattened_line_0-processed-gene-4.42-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.42&CDS=1-438
3241	OG0003241	YOR104W	snap_masked-flattened_line_0-processed-gene-6.24-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.24&CDS=1-489
3242	OG0003242	YOR107W	snap_masked-flattened_line_36-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.6&CDS=1-981
3243	OG0003243	YOR111W	genemark-flattened_line_8-processed-gene-1.0-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.0&CDS=1-657
3244	OG0003244	YOR112W	snap_masked-flattened_line_36-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.7&CDS=1-2259
3245	OG0003245	YOR113W	snap_masked-flattened_line_36-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.8&CDS=1-2604
3246	OG0003246	YOR115C	snap_masked-flattened_line_0-processed-gene-6.25-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.25&CDS=1-801
3247	OG0003247	YOR116C	snap_masked-flattened_line_12-processed-gene-3.98-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.98&CDS=1-4362
3248	OG0003248	YOR117W	maker-flattened_line_4-augustus-gene-7.131-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-7.131&CDS=1-3021
3249	OG0003249	YOR118W	snap_masked-flattened_line_16-processed-gene-2.148-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.148&CDS=1-1761
3250	OG0003250	YOR119C	snap_masked-flattened_line_2-processed-gene-8.65-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.65&CDS=1-1485
3251	OG0003251	YOR122C	maker-flattened_line_12-snap-gene-2.2-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-2.2&CDS=1-378
3252	OG0003252	YOR123C	snap_masked-flattened_line_12-processed-gene-2.157-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.157&CDS=1-1188
3253	OG0003253	YOR124C	augustus_masked-flattened_line_52-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.76&CDS=1-4929
3254	OG0003254	YOR125C	genemark-flattened_line_32-processed-gene-2.101-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-2.101&CDS=1-732
3255	OG0003255	YOR126C	snap_masked-flattened_line_8-processed-gene-5.76-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.76&CDS=1-765
3256	OG0003256	YOR128C	snap_masked-flattened_line_52-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.7&CDS=1-1701
3257	OG0003257	YOR130C	snap_masked-flattened_line_16-processed-gene-4.64-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-4.64&CDS=1-975
3258	OG0003258	YOR131C	maker-flattened_line_8-snap-gene-4.139-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-4.139&CDS=1-690
3259	OG0003259	YOR132W	snap_masked-flattened_line_8-processed-gene-4.105-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.105&CDS=1-1728
3260	OG0003260	YOR136W	snap_masked-flattened_line_4-processed-gene-8.120-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-8.120&CDS=1-1095
3261	OG0003261	YOR141C	snap_masked-flattened_line_20-processed-gene-4.75-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-4.75&CDS=1-2466
3262	OG0003262	YOR142W	genemark-flattened_line_20-processed-gene-3.32-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.32&CDS=1-972
3263	OG0003263	YOR143C	snap_masked-flattened_line_20-processed-gene-4.77-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-4.77&CDS=1-984
3264	OG0003264	YOR145C	genemark-flattened_line_2-processed-gene-6.64-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.64&CDS=1-777
