	OrthologID	Nakazawaea_peltata	Saccharomyces_cerevisiae
2771	OG0002771	-processed-gene-2.150-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.150&CDS=1-1122	YDL133W
2772	OG0002772	-augustus-gene-2.49-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-2.49&CDS=1-4443	YDL185W
2773	OG0002773	-processed-gene-2.127-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.127&CDS=1-1065	YDL134C
2774	OG0002774	-processed-gene-2.153-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.153&CDS=1-1998	YPR175W
2775	OG0002775	-processed-gene-2.131-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.131&CDS=1-609	YDL135C
2776	OG0002776	-processed-gene-2.155-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.155&CDS=1-1392	YDL189W
2777	OG0002777	-processed-gene-2.132-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.132&CDS=1-3117	YDL190C
2778	OG0002778	-processed-gene-2.158-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-2.158&CDS=1-1002	YDL193W
2779	OG0002779	-processed-gene-3.99-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.99&CDS=1-1317	YDL147W
2780	OG0002780	-processed-gene-3.100-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.100&CDS=1-1563	YDL146W
2781	OG0002781	-processed-gene-3.49-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.49&CDS=1-1044	YDL139C
2782	OG0002782	-processed-gene-3.102-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.102&CDS=1-1116	YLR216C
2783	OG0002783	-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.3&CDS=1-5172	YDL140C
2784	OG0002784	-processed-gene-3.125-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.125&CDS=1-2034	YDL141W
2785	OG0002785	-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.4&CDS=1-663	YDL142C
2786	OG0002786	-processed-gene-3.126-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.126&CDS=1-1599	YDL143W
2787	OG0002787	-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.5&CDS=1-1065	YLR215C
2788	OG0002788	-processed-gene-3.127-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.127&CDS=1-1665	YDL153C
2789	OG0002789	-processed-gene-3.54-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.54&CDS=1-1182	YDL150W
2790	OG0002790	-processed-gene-3.128-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.128&CDS=1-1095	YPR025C
2791	OG0002791	-processed-gene-3.129-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.129&CDS=1-1638	YBL099W
2792	OG0002792	-processed-gene-3.108-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.108&CDS=1-1320	YEL040W
2793	OG0002793	-processed-gene-3.109-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.109&CDS=1-3630	YDL145C
2794	OG0002794	-processed-gene-3.130-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.130&CDS=1-1452	YER051W
2795	OG0002795	-processed-gene-3.110-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.110&CDS=1-549	YER050C
2796	OG0002796	-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.30&CDS=1-1578	YIL042C
2797	OG0002797	-processed-gene-3.111-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.111&CDS=1-3621	YDL195W
2798	OG0002798	-processed-gene-3.137-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.137&CDS=1-969	YDL124W
2799	OG0002799	-processed-gene-3.139-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.139&CDS=1-1125	YKR071C
2800	OG0002800	-processed-gene-3.115-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.115&CDS=1-2619	YOR058C
2801	OG0002801	-processed-gene-3.89-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.89&CDS=1-1095	YOR057W
2802	OG0002802	-processed-gene-3.116-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.116&CDS=1-1509	YOR056C
2803	OG0002803	-processed-gene-3.119-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.119&CDS=1-1092	YDL107W
2804	OG0002804	-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.39&CDS=1-1497	YGL142C
2805	OG0002805	-processed-gene-3.120-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.120&CDS=1-1722	YOL148C
2806	OG0002806	-processed-gene-3.142-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.142&CDS=1-498	YOL149W
2807	OG0002807	-processed-gene-3.143-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.143&CDS=1-543	YOL146W
2808	OG0002808	-processed-gene-3.93-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.93&CDS=1-2064	YNL085W
2809	OG0002809	-processed-gene-3.121-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.121&CDS=1-693	YOL147C
2810	OG0002810	-processed-gene-3.123-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.123&CDS=1-3096	YOL145C
2811	OG0002811	-processed-gene-3.124-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.124&CDS=1-1563	YOL144W
2812	OG0002812	-processed-gene-3.146-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-3.146&CDS=1-495	YOL143C
2813	OG0002813	-processed-gene-4.111-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.111&CDS=1-630	YOR289W
2814	OG0002814	-processed-gene-4.107-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.107&CDS=1-2250	YGR178C
2815	OG0002815	-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.16&CDS=1-816	YMR289W
2816	OG0002816	-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.19&CDS=1-915	YGR208W
2817	OG0002817	-processed-gene-4.113-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.113&CDS=1-3666	YDR335W
2818	OG0002818	-processed-gene-4.131-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.131&CDS=1-471	YLR008C
2819	OG0002819	-processed-gene-4.116-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.116&CDS=1-597	YLR009W
2820	OG0002820	-processed-gene-4.133-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.133&CDS=1-2853	YLR014C
2821	OG0002821	-processed-gene-4.135-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.135&CDS=1-1764	YHR037W
2822	OG0002822	-processed-gene-4.90-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.90&CDS=1-2457	YGR099W
2823	OG0002823	-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.23&CDS=1-660	YOL111C
2824	OG0002824	-processed-gene-4.143-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.143&CDS=1-744	YDR050C
2825	OG0002825	-processed-gene-4.144-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.144&CDS=1-867	YDR051C
2826	OG0002826	-processed-gene-4.145-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.145&CDS=1-1746	YDR037W
2827	OG0002827	-processed-gene-4.146-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.146&CDS=1-939	YBR061C
2828	OG0002828	-processed-gene-4.119-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.119&CDS=1-768	YDR041W
2829	OG0002829	-augustus-gene-4.12-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-4.12&CDS=1-1299	YBR062C
2830	OG0002830	-augustus-gene-4.7-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-4.7&CDS=1-3876	YDR211W
2831	OG0002831	-processed-gene-4.123-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.123&CDS=1-573	YLR229C
2832	OG0002832	-processed-gene-4.124-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.124&CDS=1-1668	YDR212W
2833	OG0002833	-processed-gene-4.150-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.150&CDS=1-1647	YDR387C
2834	OG0002834	-processed-gene-4.126-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.126&CDS=1-1284	YDR388W
2835	OG0002835	-processed-gene-4.80-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.80&CDS=1-1131	YNR074C
2836	OG0002836	-processed-gene-4.151-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.151&CDS=1-1824	YDR390C
2837	OG0002837	-processed-gene-4.153-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.153&CDS=1-1221	YDL128W
2838	OG0002838	-processed-gene-4.154-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.154&CDS=1-396	YJR082C
2839	OG0002839	-processed-gene-4.130-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-4.130&CDS=1-678	YHR008C
2840	OG0002840	-processed-gene-5.3-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.3&CDS=1-984	YDR214W
2841	OG0002841	-processed-gene-5.0-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.0&CDS=1-1377	YJR078W
2842	OG0002842	-processed-gene-5.4-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.4&CDS=1-1584	YPR033C
2843	OG0002843	-processed-gene-5.2-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.2&CDS=1-456	YDL125C
2844	OG0002844	-augustus-gene-5.144-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-5.144&CDS=1-3597	YDL126C
2845	OG0002845	-processed-gene-5.8-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.8&CDS=1-675	YDR408C
2846	OG0002846	-processed-gene-5.29-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.29&CDS=1-798	YOR157C
2847	OG0002847	-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.102&CDS=1-3741	YDR407C
2848	OG0002848	-augustus-gene-5.149-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-5.149&CDS=1-5103	YBL104C
2849	OG0002849	-processed-gene-5.32-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.32&CDS=1-783	YBL103C
2850	OG0002850	-processed-gene-5.11-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.11&CDS=1-621	YBL102W
2851	OG0002851	-processed-gene-5.12-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.12&CDS=1-1311	YMR243C
2852	OG0002852	-processed-gene-5.35-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.35&CDS=1-945	YGR058W
2853	OG0002853	-processed-gene-5.14-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.14&CDS=1-843	YOR292C
2854	OG0002854	-processed-gene-5.84-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.84&CDS=1-1287	YMR228W
2855	OG0002855	-processed-gene-5.16-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.16&CDS=1-1491	YMR227C
2856	OG0002856	-processed-gene-5.38-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.38&CDS=1-4284	YOR291W
2857	OG0002857	-processed-gene-5.19-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.19&CDS=1-2481	YLR045C
2858	OG0002858	-processed-gene-5.20-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.20&CDS=1-774	YGR207C
2859	OG0002859	-processed-gene-5.21-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.21&CDS=1-861	YGR205W
2860	OG0002860	-processed-gene-5.40-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.40&CDS=1-942	YNL289W
2861	OG0002861	-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.114&CDS=1-783	YCR015C
2862	OG0002862	-processed-gene-5.41-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.41&CDS=1-1134	YDL168W
2863	OG0002863	-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.115&CDS=1-693	YLR201C
2864	OG0002864	-processed-gene-5.42-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.42&CDS=1-393	YLR200W
2865	OG0002865	-processed-gene-5.25-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.25&CDS=1-1482	YLR197W
2866	OG0002866	-processed-gene-5.44-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.44&CDS=1-6369	YDL171C
2867	OG0002867	-processed-gene-5.45-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.45&CDS=1-1620	YLR196W
2868	OG0002868	-processed-gene-5.27-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.27&CDS=1-1326	YLR195C
2869	OG0002869	-processed-gene-5.93-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.93&CDS=1-1635	YHR109W
2870	OG0002870	-processed-gene-5.28-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-5.28&CDS=1-1089	YGL067W
2871	OG0002871	-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.2&CDS=1-1059	YPL206C
2872	OG0002872	-augustus-gene-6.126-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-6.126&CDS=1-1314	YPL204W
2873	OG0002873	-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.0&CDS=1-2655	YKL176C
2874	OG0002874	-processed-gene-6.41-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.41&CDS=1-2196	YJL168C
2875	OG0002875	-processed-gene-6.46-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.46&CDS=1-1782	YDR232W
2876	OG0002876	-processed-gene-6.66-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.66&CDS=1-1683	YKR034W
2877	OG0002877	-processed-gene-6.50-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.50&CDS=1-1485	YGL066W
2878	OG0002878	-processed-gene-6.69-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.69&CDS=1-1353	YGL065C
2879	OG0002879	-processed-gene-6.51-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.51&CDS=1-801	YLR192C
2880	OG0002880	-processed-gene-6.52-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.52&CDS=1-2313	YLR207W
2881	OG0002881	-processed-gene-6.72-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.72&CDS=1-879	YLR208W
2882	OG0002882	-processed-gene-6.73-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.73&CDS=1-891	YLR209C
2883	OG0002883	-processed-gene-6.53-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.53&CDS=1-2718	YKL073W
2884	OG0002884	-processed-gene-6.56-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.56&CDS=1-1068	YMR024W
2885	OG0002885	-processed-gene-6.100-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.100&CDS=1-4362	YBL034C
2886	OG0002886	-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.35&CDS=1-576	YFR027W
2887	OG0002887	-processed-gene-6.58-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.58&CDS=1-906	YFR047C
2888	OG0002888	-processed-gene-6.60-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.60&CDS=1-2754	YNL118C
2889	OG0002889	-processed-gene-6.119-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.119&CDS=1-1647	YNL115C
2890	OG0002890	-processed-gene-6.120-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.120&CDS=1-4794	YOR093C
2891	OG0002891	-processed-gene-6.62-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.62&CDS=1-885	YMR234W
2892	OG0002892	-processed-gene-6.65-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-6.65&CDS=1-909	YBR085W
2893	OG0002893	-processed-gene-7.56-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.56&CDS=1-966	YHR049W
2894	OG0002894	-processed-gene-7.117-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.117&CDS=1-957	YJR095W
2895	OG0002895	-processed-gene-7.138-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.138&CDS=1-315	YDL081C
2896	OG0002896	-processed-gene-7.139-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.139&CDS=1-855	YIL070C
2897	OG0002897	-processed-gene-7.140-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.140&CDS=1-1434	YDL155W
2898	OG0002898	-processed-gene-7.141-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.141&CDS=1-693	YPR037C
2899	OG0002899	-processed-gene-7.119-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.119&CDS=1-1131	YPR040W
2900	OG0002900	-processed-gene-7.121-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.121&CDS=1-879	YJR088C
2901	OG0002901	-processed-gene-7.123-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.123&CDS=1-2187	YJR090C
2902	OG0002902	-processed-gene-7.146-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.146&CDS=1-579	YIR022W
2903	OG0002903	-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.43&CDS=1-720	YKL011C
2904	OG0002904	-processed-gene-7.148-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.148&CDS=1-1515	YKL012W
2905	OG0002905	-processed-gene-7.127-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.127&CDS=1-507	YKL013C
2906	OG0002906	-processed-gene-7.128-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.128&CDS=1-3093	YIR023W
2907	OG0002907	-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.52&CDS=1-1899	YKR090W
2908	OG0002908	-processed-gene-7.157-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.157&CDS=1-888	YKR088C
2909	OG0002909	-processed-gene-7.134-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.134&CDS=1-2382	YJL200C
2910	OG0002910	-processed-gene-7.135-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.135&CDS=1-1074	YDR297W
2911	OG0002911	-processed-gene-7.136-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-7.136&CDS=1-594	YDR296W
2912	OG0002912	-processed-gene-8.55-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.55&CDS=1-1608	YHR078W
2913	OG0002913	-processed-gene-8.56-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.56&CDS=1-2907	YDL077C
2914	OG0002914	-processed-gene-8.0-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.0&CDS=1-1308	YDL007W
2915	OG0002915	-processed-gene-8.1-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.1&CDS=1-1161	YDR268W
2916	OG0002916	-processed-gene-8.58-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.58&CDS=1-1164	YGR257C
2917	OG0002917	-processed-gene-8.54-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.54&CDS=1-4329	YHR186C
2918	OG0002918	-processed-gene-8.85-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.85&CDS=1-3906	YLR189C
2919	OG0002919	-processed-gene-8.86-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.86&CDS=1-1488	YNL277W
2920	OG0002920	-processed-gene-8.113-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.113&CDS=1-3453	YDR459C
2921	OG0002921	-processed-gene-8.136-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.136&CDS=1-2340	YML035C
2922	OG0002922	-processed-gene-8.64-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.64&CDS=1-4539	YMR247C
2923	OG0002923	-processed-gene-8.66-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.66&CDS=1-1647	YGR088W
2924	OG0002924	-processed-gene-8.36-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.36&CDS=1-1500	YNL193W
2925	OG0002925	-processed-gene-8.68-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.68&CDS=1-1080	YKL114C
2926	OG0002926	-processed-gene-8.90-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.90&CDS=1-516	YMR043W
2927	OG0002927	-processed-gene-8.70-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.70&CDS=1-1485	YGL130W
2928	OG0002928	-processed-gene-8.140-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.140&CDS=1-1317	YGL129C
2929	OG0002929	-processed-gene-8.92-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.92&CDS=1-2340	YDL040C
2930	OG0002930	-processed-gene-8.72-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.72&CDS=1-2298	YMR165C
2931	OG0002931	-processed-gene-8.122-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.122&CDS=1-273	YDL045W-A
2932	OG0002932	-processed-gene-8.94-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.94&CDS=1-1107	YOL067C
2933	OG0002933	-processed-gene-8.144-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-8.144&CDS=1-456	YOL071W
