	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034897_Ogataea_glucozyma
2434	OG0002434	YLR207W	genemark-flattened_line_3-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.88&CDS=1-2457
2435	OG0002435	YLR209C	genemark-flattened_line_15-processed-gene-2.211-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.211&CDS=1-969
2436	OG0002436	YLR212C	maker-flattened_line_5-augustus-gene-1.55-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-1.55&CDS=1-2670
2437	OG0002437	YLR215C	genemark-flattened_line_17-processed-gene-2.118-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.118&CDS=1-1098
2438	OG0002438	YLR216C	genemark-flattened_line_17-processed-gene-2.115-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.115&CDS=1-1068
2439	OG0002439	YLR218C	genemark-flattened_line_17-processed-gene-2.113-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.113&CDS=1-219
2440	OG0002440	YLR220W	genemark-flattened_line_30-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.4&CDS=1-924
2441	OG0002441	YLR222C	genemark-flattened_line_3-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.94&CDS=1-2382
2442	OG0002442	YLR229C	genemark-flattened_line_21-processed-gene-2.206-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.206&CDS=1-573
2443	OG0002443	YLR234W	genemark-flattened_line_3-processed-gene-5.199-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.199&CDS=1-1878
2444	OG0002444	YLR239C	snap_masked-flattened_line_3-processed-gene-5.94-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.94&CDS=1-867
2445	OG0002445	YLR240W	genemark-flattened_line_26-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.142&CDS=1-3180
2446	OG0002446	YLR241W	genemark-flattened_line_3-processed-gene-5.160-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.160&CDS=1-2568
2447	OG0002447	YLR242C	genemark-flattened_line_3-processed-gene-5.198-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.198&CDS=1-1077
2448	OG0002448	YLR243W	genemark-flattened_line_1-processed-gene-6.11-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-6.11&CDS=1-843
2449	OG0002449	YLR244C	genemark-flattened_line_5-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.18&CDS=1-1128
2450	OG0002450	YLR245C	genemark-flattened_line_7-processed-gene-4.25-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.25&CDS=1-423
2451	OG0002451	YLR247C	augustus_masked-flattened_line_66-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.32&CDS=1-2304
2452	OG0002452	YLR248W	genemark-flattened_line_66-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.108&CDS=1-1812
2453	OG0002453	YLR250W	genemark-flattened_line_15-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.70&CDS=1-666
2454	OG0002454	YLR251W	genemark-flattened_line_94-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.107&CDS=1-588
2455	OG0002455	YLR253W	genemark-flattened_line_48-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.16&CDS=1-1707
2456	OG0002456	YLR259C	genemark-flattened_line_44-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.135&CDS=1-1716
2457	OG0002457	YLR262C	genemark-flattened_line_44-processed-gene-0.176-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.176&CDS=1-642
2458	OG0002458	YLR262C-A	genemark-flattened_line_44-processed-gene-0.177-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.177&CDS=1-195
2459	OG0002459	YLR268W	genemark-flattened_line_1-processed-gene-4.116-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-4.116&CDS=1-642
2460	OG0002460	YLR272C	genemark-flattened_line_1-processed-gene-5.85-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.85&CDS=1-3453
2461	OG0002461	YLR274W	genemark-flattened_line_64-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.63&CDS=1-2169
2462	OG0002462	YLR276C	genemark-flattened_line_104-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.74&CDS=1-1662
2463	OG0002463	YLR277C	genemark-flattened_line_34-processed-gene-1.154-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.154&CDS=1-2136
2464	OG0002464	YLR281C	genemark-flattened_line_3-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.13&CDS=1-468
2465	OG0002465	YLR285W	maker-flattened_line_19-augustus-gene-2.202-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-2.202&CDS=1-1698
2466	OG0002466	YLR287C	maker-flattened_line_26-snap-gene-1.11-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.11&CDS=1-1797
2467	OG0002467	YLR290C	maker-flattened_line_26-snap-gene-1.17-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.17&CDS=1-2316
2468	OG0002468	YLR291C	genemark-flattened_line_13-processed-gene-2.86-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.86&CDS=1-1098
2469	OG0002469	YLR295C	snap_masked-flattened_line_15-processed-gene-2.176-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.176&CDS=1-345
2470	OG0002470	YLR298C	genemark-flattened_line_17-processed-gene-1.12-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.12&CDS=1-363
2471	OG0002471	YLR303W	maker-flattened_line_9-augustus-gene-0.103-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-0.103&CDS=1-1362
2472	OG0002472	YLR304C	genemark-flattened_line_100-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.28&CDS=1-2352
2473	OG0002473	YLR305C	genemark-flattened_line_106-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.74&CDS=1-5631
2474	OG0002474	YLR306W	augustus_masked-flattened_line_26-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.39&CDS=1-558
2475	OG0002475	YLR307W	genemark-flattened_line_88-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.8&CDS=1-1026
2476	OG0002476	YLR312W-A	genemark-flattened_line_15-processed-gene-2.227-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.227&CDS=1-699
2477	OG0002477	YLR314C	snap_masked-flattened_line_1-processed-gene-2.76-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.76&CDS=1-1359
2478	OG0002478	YLR316C	snap_masked-flattened_line_1-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.5&CDS=1-987
2479	OG0002479	YLR318W	augustus_masked-flattened_line_1-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.112&CDS=1-2514
2480	OG0002480	YLR319C	snap_masked-flattened_line_1-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.2&CDS=1-2109
2481	OG0002481	YLR323C	genemark-flattened_line_3-processed-gene-4.73-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-4.73&CDS=1-576
2482	OG0002482	YLR324W	genemark-flattened_line_3-processed-gene-4.102-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-4.102&CDS=1-1671
2483	OG0002483	YLR325C	maker-flattened_line_3-snap-gene-4.9-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-4.9&CDS=1-234
2484	OG0002484	YLR326W	genemark-flattened_line_40-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.60&CDS=1-744
2485	OG0002485	YLR330W	augustus_masked-flattened_line_98-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.21&CDS=1-1602
2486	OG0002486	YLR336C	genemark-flattened_line_54-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.156&CDS=1-3099
2487	OG0002487	YLR337C	maker-flattened_line_40-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-1.0&CDS=1-2256
2488	OG0002488	YLR340W	genemark-flattened_line_54-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.157&CDS=1-933
2489	OG0002489	YLR345W	genemark-flattened_line_30-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.31&CDS=1-1539
2490	OG0002490	YLR347C	genemark-flattened_line_3-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.5&CDS=1-2628
2491	OG0002491	YLR348C	genemark-flattened_line_136-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.14&CDS=1-807
2492	OG0002492	YLR351C	genemark-flattened_line_74-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.88&CDS=1-873
2493	OG0002493	YLR352W	maker-flattened_line_5-snap-gene-2.137-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-2.137&CDS=1-2646
2494	OG0002494	YLR355C	genemark-flattened_line_7-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.50&CDS=1-1185
2495	OG0002495	YLR359W	augustus_masked-flattened_line_267-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_267-processed-gene-0.2&CDS=1-1251
2496	OG0002496	YLR361C	genemark-flattened_line_1-processed-gene-2.92-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.92&CDS=1-1722
2497	OG0002497	YLR362W	genemark-flattened_line_1-processed-gene-6.23-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-6.23&CDS=1-2139
2498	OG0002498	YLR364W	genemark-flattened_line_58-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.152&CDS=1-315
2499	OG0002499	YLR370C	snap_masked-flattened_line_58-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.73&CDS=1-528
2500	OG0002500	YLR371W	augustus_masked-flattened_line_58-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.24&CDS=1-3873
2501	OG0002501	YLR372W	genemark-flattened_line_9-processed-gene-3.4-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.4&CDS=1-972
2502	OG0002502	YLR377C	genemark-flattened_line_32-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.141&CDS=1-1017
2503	OG0002503	YLR378C	augustus_masked-flattened_line_32-processed-gene-1.229-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.229&CDS=1-1431
2504	OG0002504	YLR386W	maker-flattened_line_30-snap-gene-1.185-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.185&CDS=1-3228
2505	OG0002505	YLR389C	genemark-flattened_line_30-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.29&CDS=1-3282
2506	OG0002506	YLR390W-A	genemark-flattened_line_30-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.74&CDS=1-735
2507	OG0002507	YLR395C	genemark-flattened_line_11-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.79&CDS=1-231
2508	OG0002508	YLR396C	snap_masked-flattened_line_11-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.20&CDS=1-2148
2509	OG0002509	YLR397C	maker-flattened_line_30-augustus-gene-1.191-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.191&CDS=1-2631
2510	OG0002510	YLR399C	genemark-flattened_line_102-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.50&CDS=1-1815
2511	OG0002511	YLR401C	genemark-flattened_line_15-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.8&CDS=1-1896
2512	OG0002512	YLR403W	genemark-flattened_line_15-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.27&CDS=1-1647
2513	OG0002513	YLR405W	genemark-flattened_line_15-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.25&CDS=1-1041
2514	OG0002514	YLR407W	snap_masked-flattened_line_15-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.66&CDS=1-750
2515	OG0002515	YLR409C	genemark-flattened_line_15-processed-gene-1.4-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.4&CDS=1-2793
2516	OG0002516	YLR410W	genemark-flattened_line_15-processed-gene-1.3-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.3&CDS=1-3492
2517	OG0002517	YLR412W	genemark-flattened_line_94-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.88&CDS=1-792
2518	OG0002518	YLR417W	genemark-flattened_line_92-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.12&CDS=1-1941
2519	OG0002519	YLR418C	genemark-flattened_line_7-processed-gene-3.40-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.40&CDS=1-1179
2520	OG0002520	YLR419W	genemark-flattened_line_34-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.158&CDS=1-4206
2521	OG0002521	YLR420W	genemark-flattened_line_66-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.141&CDS=1-1092
2522	OG0002522	YLR421C	genemark-flattened_line_66-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.112&CDS=1-402
2523	OG0002523	YLR422W	genemark-flattened_line_15-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.29&CDS=1-5556
2524	OG0002524	YLR423C	genemark-flattened_line_58-processed-gene-0.191-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.191&CDS=1-1299
2525	OG0002525	YLR424W	snap_masked-flattened_line_5-processed-gene-4.53-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.53&CDS=1-2208
2526	OG0002526	YLR427W	genemark-flattened_line_44-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.142&CDS=1-1893
2527	OG0002527	YLR429W	genemark-flattened_line_66-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.115&CDS=1-1911
2528	OG0002528	YLR430W	snap_masked-flattened_line_66-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.92&CDS=1-6006
2529	OG0002529	YLR435W	genemark-flattened_line_15-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.31&CDS=1-636
2530	OG0002530	YLR438C-A	genemark-flattened_line_34-processed-gene-1.179-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.179&CDS=1-276
2531	OG0002531	YLR438W	genemark-flattened_line_66-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.111&CDS=1-1287
2532	OG0002532	YLR439W	genemark-flattened_line_3-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.33&CDS=1-885
2533	OG0002533	YLR441C	genemark-flattened_line_34-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.97&CDS=1-768
2534	OG0002534	YLR447C	genemark-flattened_line_82-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.45&CDS=1-1038
2535	OG0002535	YLR452C	genemark-flattened_line_28-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.121&CDS=1-2151
2536	OG0002536	YLR454W	genemark-flattened_line_104-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.59&CDS=1-6861
2537	OG0002537	YLR459W	snap_masked-flattened_line_50-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.67&CDS=1-1239
2538	OG0002538	YML002W	genemark-flattened_line_82-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.61&CDS=1-3687
2539	OG0002539	YML004C	genemark-flattened_line_1-processed-gene-5.97-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.97&CDS=1-936
2540	OG0002540	YML008C	genemark-flattened_line_30-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.24&CDS=1-1137
2541	OG0002541	YML009C	genemark-flattened_line_9-processed-gene-4.53-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-4.53&CDS=1-228
2542	OG0002542	YML010W	genemark-flattened_line_9-processed-gene-4.52-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-4.52&CDS=1-2859
2543	OG0002543	YML012W	genemark-flattened_line_9-processed-gene-4.51-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-4.51&CDS=1-648
2544	OG0002544	YML014W	genemark-flattened_line_68-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.54&CDS=1-762
2545	OG0002545	YML015C	genemark-flattened_line_38-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.99&CDS=1-1071
2546	OG0002546	YML016C	genemark-flattened_line_68-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.20&CDS=1-1770
2547	OG0002547	YML021C	genemark-flattened_line_13-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.87&CDS=1-1017
2548	OG0002548	YML022W	genemark-flattened_line_13-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.90&CDS=1-573
2549	OG0002549	YML025C	genemark-flattened_line_24-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.96&CDS=1-888
2550	OG0002550	YML031W	genemark-flattened_line_42-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.112&CDS=1-1971
2551	OG0002551	YML032C	genemark-flattened_line_42-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.94&CDS=1-1398
2552	OG0002552	YML035C	genemark-flattened_line_54-processed-gene-0.201-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.201&CDS=1-2364
2553	OG0002553	YML036W	genemark-flattened_line_54-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.169&CDS=1-549
2554	OG0002554	YML041C	genemark-flattened_line_21-processed-gene-2.249-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.249&CDS=1-606
2555	OG0002555	YML042W	genemark-flattened_line_132-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.12&CDS=1-1812
2556	OG0002556	YML043C	genemark-flattened_line_32-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.158&CDS=1-1419
2557	OG0002557	YML049C	genemark-flattened_line_110-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.35&CDS=1-3726
2558	OG0002558	YML050W	genemark-flattened_line_74-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.87&CDS=1-909
2559	OG0002559	YML052W	genemark-flattened_line_21-processed-gene-2.224-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.224&CDS=1-834
2560	OG0002560	YML054C	snap_masked-flattened_line_54-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.134&CDS=1-1758
2561	OG0002561	YML055W	maker-flattened_line_34-snap-gene-1.12-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-1.12&CDS=1-2178
2562	OG0002562	YML056C	genemark-flattened_line_34-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.116&CDS=1-1575
2563	OG0002563	YML059C	genemark-flattened_line_34-processed-gene-1.153-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.153&CDS=1-4467
2564	OG0002564	YML060W	genemark-flattened_line_21-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.14&CDS=1-915
2565	OG0002565	YML061C	genemark-flattened_line_11-processed-gene-2.149-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.149&CDS=1-2628
2566	OG0002566	YML064C	genemark-flattened_line_34-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.115&CDS=1-618
2567	OG0002567	YML065W	genemark-flattened_line_34-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.96&CDS=1-2403
2568	OG0002568	YML066C	augustus_masked-flattened_line_34-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.33&CDS=1-1443
2569	OG0002569	YML067C	genemark-flattened_line_15-processed-gene-2.217-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.217&CDS=1-1026
2570	OG0002570	YML068W	genemark-flattened_line_15-processed-gene-2.257-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.257&CDS=1-1377
2571	OG0002571	YML069W	genemark-flattened_line_34-processed-gene-1.182-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.182&CDS=1-1593
2572	OG0002572	YML071C	genemark-flattened_line_82-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.63&CDS=1-1386
2573	OG0002573	YML072C	genemark-flattened_line_82-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.62&CDS=1-4038
2574	OG0002574	YML075C	genemark-flattened_line_21-processed-gene-2.185-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.185&CDS=1-3183
2575	OG0002575	YML076C	genemark-flattened_line_82-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.46&CDS=1-2838
2576	OG0002576	YML077W	genemark-flattened_line_82-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.65&CDS=1-699
2577	OG0002577	YML079W	genemark-flattened_line_48-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.11&CDS=1-708
2578	OG0002578	YML080W	genemark-flattened_line_3-processed-gene-2.21-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.21&CDS=1-1260
2579	OG0002579	YML081C-A	genemark-flattened_line_21-processed-gene-2.193-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.193&CDS=1-183
2580	OG0002580	YML085C	genemark-flattened_line_3-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.20&CDS=1-1344
2581	OG0002581	YML086C	genemark-flattened_line_28-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.67&CDS=1-1641
2582	OG0002582	YML088W	genemark-flattened_line_42-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.102&CDS=1-2085
2583	OG0002583	YML092C	genemark-flattened_line_11-processed-gene-2.143-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.143&CDS=1-750
2584	OG0002584	YML093W	genemark-flattened_line_62-processed-gene-0.179-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.179&CDS=1-2631
2585	OG0002585	YML094W	genemark-flattened_line_28-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.32&CDS=1-459
2586	OG0002586	YML095C	genemark-flattened_line_28-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.68&CDS=1-999
2587	OG0002587	YML096W	snap_masked-flattened_line_26-processed-gene-1.283-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.283&CDS=1-1752
2588	OG0002588	YML098W	genemark-flattened_line_50-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.112&CDS=1-408
2589	OG0002589	YML099C	genemark-flattened_line_50-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.73&CDS=1-2724
2590	OG0002590	YML102W	genemark-flattened_line_21-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.38&CDS=1-2097
2591	OG0002591	YML103C	genemark-flattened_line_21-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.27&CDS=1-4875
2592	OG0002592	YML104C	genemark-flattened_line_11-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.52&CDS=1-3624
2593	OG0002593	YML105C	genemark-flattened_line_11-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.71&CDS=1-840
2594	OG0002594	YML108W	genemark-flattened_line_40-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.50&CDS=1-438
2595	OG0002595	YML110C	genemark-flattened_line_9-processed-gene-4.40-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-4.40&CDS=1-879
2596	OG0002596	YML112W	genemark-flattened_line_21-processed-gene-2.222-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.222&CDS=1-963
2597	OG0002597	YML114C	genemark-flattened_line_7-processed-gene-3.17-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.17&CDS=1-1902
2598	OG0002598	YML115C	maker-flattened_line_40-augustus-gene-1.11-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-1.11&CDS=1-3177
2599	OG0002599	YML121W	genemark-flattened_line_26-processed-gene-1.139-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.139&CDS=1-993
2600	OG0002600	YML125C	genemark-flattened_line_28-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.30&CDS=1-918
2601	OG0002601	YML126C	genemark-flattened_line_62-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.140&CDS=1-1347
2602	OG0002602	YML127W	genemark-flattened_line_28-processed-gene-1.69-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.69&CDS=1-1680
2603	OG0002603	YML130C	genemark-flattened_line_50-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.74&CDS=1-1734
2604	OG0002604	YML131W	genemark-flattened_line_70-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.122&CDS=1-1089
2605	OG0002605	YMR001C	genemark-flattened_line_11-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.77&CDS=1-1968
2606	OG0002606	YMR002W	genemark-flattened_line_90-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.36&CDS=1-456
2607	OG0002607	YMR003W	genemark-flattened_line_7-processed-gene-4.18-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.18&CDS=1-837
