	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034904_Ogataea_nonfermentans
2885	OG0002885	YNL290W	genemark-flattened_line_21-processed-gene-1.188-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.188&CDS=1-2709
2886	OG0002886	YNL292W	snap_masked-flattened_line_1-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.34&CDS=1-1122
2887	OG0002887	YNL293W	snap_masked-flattened_line_11-processed-gene-1.94-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.94&CDS=1-1545
2888	OG0002888	YNL294C	genemark-flattened_line_11-processed-gene-1.182-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.182&CDS=1-1350
2889	OG0002889	YNL297C	snap_masked-flattened_line_1-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.17&CDS=1-4812
2890	OG0002890	YNL307C	genemark-flattened_line_3-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.85&CDS=1-1113
2891	OG0002891	YNL308C	snap_masked-flattened_line_3-processed-gene-8.151-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-8.151&CDS=1-1581
2892	OG0002892	YNL310C	maker-flattened_line_13-snap-gene-3.223-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-3.223&CDS=1-492
2893	OG0002893	YNL312W	snap_masked-flattened_line_1-processed-gene-3.104-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.104&CDS=1-783
2894	OG0002894	YNL313C	snap_masked-flattened_line_13-processed-gene-3.311-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.311&CDS=1-2784
2895	OG0002895	YNL315C	snap_masked-flattened_line_17-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.49&CDS=1-912
2896	OG0002896	YNL316C	maker-flattened_line_17-snap-gene-1.195-mRNA-1_1&gene=maker-flattened_line_17-snap-gene-1.195&CDS=1-1011
2897	OG0002897	YNL317W	snap_masked-flattened_line_1-processed-gene-8.193-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-8.193&CDS=1-1386
2898	OG0002898	YNL320W	snap_masked-flattened_line_21-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.135&CDS=1-882
2899	OG0002899	YNL321W	snap_masked-flattened_line_17-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.106&CDS=1-3114
2900	OG0002900	YNL322C	maker-flattened_line_9-augustus-gene-5.320-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-5.320&CDS=1-993
2901	OG0002901	YNL323W	snap_masked-flattened_line_11-processed-gene-4.157-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-4.157&CDS=1-1239
2902	OG0002902	YNL325C	snap_masked-flattened_line_3-processed-gene-2.109-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.109&CDS=1-2697
2903	OG0002903	YNL329C	snap_masked-flattened_line_1-processed-gene-10.118-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.118&CDS=1-3438
2904	OG0002904	YNR001C	maker-flattened_line_11-snap-gene-4.248-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-4.248&CDS=1-1395
2905	OG0002905	YNR003C	snap_masked-flattened_line_3-processed-gene-8.128-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-8.128&CDS=1-978
2906	OG0002906	YNR011C	snap_masked-flattened_line_7-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.119&CDS=1-2658
2907	OG0002907	YNR012W	snap_masked-flattened_line_7-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.84&CDS=1-1440
2908	OG0002908	YNR013C	snap_masked-flattened_line_7-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.120&CDS=1-2463
2909	OG0002909	YNR015W	snap_masked-flattened_line_11-processed-gene-4.194-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-4.194&CDS=1-1080
2910	OG0002910	YNR016C	snap_masked-flattened_line_9-processed-gene-3.84-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.84&CDS=1-6651
2911	OG0002911	YNR017W	genemark-flattened_line_9-processed-gene-3.34-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.34&CDS=1-654
2912	OG0002912	YNR018W	snap_masked-flattened_line_11-processed-gene-4.143-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-4.143&CDS=1-603
2913	OG0002913	YNR020C	snap_masked-flattened_line_1-processed-gene-5.85-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.85&CDS=1-690
2914	OG0002914	YNR021W	snap_masked-flattened_line_1-processed-gene-5.117-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.117&CDS=1-1113
2915	OG0002915	YNR022C	snap_masked-flattened_line_1-processed-gene-5.87-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.87&CDS=1-669
2916	OG0002916	YNR027W	snap_masked-flattened_line_3-processed-gene-4.98-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.98&CDS=1-831
2917	OG0002917	YNR029C	snap_masked-flattened_line_3-processed-gene-9.41-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-9.41&CDS=1-1164
2918	OG0002918	YNR030W	snap_masked-flattened_line_3-processed-gene-9.20-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-9.20&CDS=1-1674
2919	OG0002919	YNR032C-A	snap_masked-flattened_line_19-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.114&CDS=1-219
2920	OG0002920	YNR032W	snap_masked-flattened_line_19-processed-gene-1.151-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.151&CDS=1-1056
2921	OG0002921	YNR033W	snap_masked-flattened_line_5-processed-gene-7.79-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-7.79&CDS=1-2055
2922	OG0002922	YNR035C	snap_masked-flattened_line_11-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.69&CDS=1-990
2923	OG0002923	YNR036C	snap_masked-flattened_line_3-processed-gene-2.115-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.115&CDS=1-516
2924	OG0002924	YNR037C	snap_masked-flattened_line_19-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.128&CDS=1-273
2925	OG0002925	YNR038W	snap_masked-flattened_line_3-processed-gene-2.88-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.88&CDS=1-1659
2926	OG0002926	YNR039C	snap_masked-flattened_line_19-processed-gene-1.150-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.150&CDS=1-1509
2927	OG0002927	YNR041C	snap_masked-flattened_line_9-processed-gene-5.220-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.220&CDS=1-1044
2928	OG0002928	YNR043W	maker-flattened_line_19-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-0.3&CDS=1-1155
2929	OG0002929	YNR046W	snap_masked-flattened_line_3-processed-gene-7.136-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.136&CDS=1-381
2930	OG0002930	YNR050C	snap_masked-flattened_line_3-processed-gene-7.178-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.178&CDS=1-1344
2931	OG0002931	YNR054C	genemark-flattened_line_11-processed-gene-3.37-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-3.37&CDS=1-3885
2932	OG0002932	YNR055C	snap_masked-flattened_line_13-processed-gene-3.253-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.253&CDS=1-1677
2933	OG0002933	YNR074C	maker-flattened_line_3-snap-gene-6.172-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-6.172&CDS=1-4179
2934	OG0002934	YOL001W	snap_masked-flattened_line_13-processed-gene-1.48-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.48&CDS=1-933
2935	OG0002935	YOL002C	augustus_masked-flattened_line_11-processed-gene-4.301-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-4.301&CDS=1-1002
2936	OG0002936	YOL003C	maker-flattened_line_11-snap-gene-0.106-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-0.106&CDS=1-1068
2937	OG0002937	YOL004W	maker-flattened_line_11-snap-gene-0.101-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-0.101&CDS=1-4146
2938	OG0002938	YOL005C	maker-flattened_line_11-snap-gene-0.105-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-0.105&CDS=1-369
2939	OG0002939	YOL006C	snap_masked-flattened_line_17-processed-gene-2.87-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.87&CDS=1-2286
2940	OG0002940	YOL008W	genemark-flattened_line_7-processed-gene-4.56-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.56&CDS=1-507
2941	OG0002941	YOL009C	snap_masked-flattened_line_7-processed-gene-4.96-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.96&CDS=1-1023
2942	OG0002942	YOL010W	snap_masked-flattened_line_7-processed-gene-4.117-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.117&CDS=1-1095
2943	OG0002943	YOL012C	snap_masked-flattened_line_9-processed-gene-4.93-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.93&CDS=1-396
2944	OG0002944	YOL013C	snap_masked-flattened_line_9-processed-gene-4.121-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.121&CDS=1-1188
2945	OG0002945	YOL019W	snap_masked-flattened_line_3-processed-gene-8.153-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-8.153&CDS=1-1527
2946	OG0002946	YOL021C	snap_masked-flattened_line_13-processed-gene-3.298-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.298&CDS=1-2922
2947	OG0002947	YOL022C	snap_masked-flattened_line_3-processed-gene-4.117-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.117&CDS=1-1191
2948	OG0002948	YOL023W	augustus_masked-flattened_line_3-processed-gene-4.161-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.161&CDS=1-4089
2949	OG0002949	YOL027C	genemark-flattened_line_3-processed-gene-2.34-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.34&CDS=1-1269
2950	OG0002950	YOL030W	maker-flattened_line_17-augustus-gene-1.7-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-1.7&CDS=1-3183
2951	OG0002951	YOL031C	augustus_masked-flattened_line_15-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.103&CDS=1-915
2952	OG0002952	YOL032W	snap_masked-flattened_line_1-processed-gene-10.130-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.130&CDS=1-666
2953	OG0002953	YOL033W	snap_masked-flattened_line_1-processed-gene-10.103-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.103&CDS=1-1635
2954	OG0002954	YOL034W	snap_masked-flattened_line_1-processed-gene-10.101-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.101&CDS=1-3276
2955	OG0002955	YOL038W	maker-flattened_line_3-snap-gene-11.0-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-11.0&CDS=1-1161
2956	OG0002956	YOL040C	genemark-flattened_line_23-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.76&CDS=1-420
2957	OG0002957	YOL041C	snap_masked-flattened_line_23-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.178&CDS=1-1050
2958	OG0002958	YOL049W	snap_masked-flattened_line_15-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.13&CDS=1-1422
2959	OG0002959	YOL052C	maker-flattened_line_3-augustus-gene-4.188-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-4.188&CDS=1-2547
2960	OG0002960	YOL058W	snap_masked-flattened_line_3-processed-gene-9.46-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-9.46&CDS=1-1245
2961	OG0002961	YOL060C	maker-flattened_line_17-snap-gene-2.206-mRNA-1_1&gene=maker-flattened_line_17-snap-gene-2.206&CDS=1-3237
2962	OG0002962	YOL061W	snap_masked-flattened_line_17-processed-gene-2.131-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.131&CDS=1-1311
2963	OG0002963	YOL062C	snap_masked-flattened_line_17-processed-gene-2.101-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.101&CDS=1-2442
2964	OG0002964	YOL065C	snap_masked-flattened_line_17-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.18&CDS=1-1182
2965	OG0002965	YOL066C	snap_masked-flattened_line_5-processed-gene-7.89-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-7.89&CDS=1-1722
2966	OG0002966	YOL067C	snap_masked-flattened_line_1-processed-gene-2.33-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.33&CDS=1-570
2967	OG0002967	YOL069W	snap_masked-flattened_line_7-processed-gene-2.90-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.90&CDS=1-1383
2968	OG0002968	YOL070C	snap_masked-flattened_line_11-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.72&CDS=1-1386
2969	OG0002969	YOL071W	snap_masked-flattened_line_1-processed-gene-2.34-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.34&CDS=1-435
2970	OG0002970	YOL072W	snap_masked-flattened_line_3-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.124&CDS=1-1341
2971	OG0002971	YOL073C	genemark-flattened_line_3-processed-gene-8.112-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-8.112&CDS=1-858
2972	OG0002972	YOL075C	augustus_masked-flattened_line_15-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.85&CDS=1-4863
2973	OG0002973	YOL076W	snap_masked-flattened_line_1-processed-gene-9.64-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-9.64&CDS=1-2259
2974	OG0002974	YOL077C	snap_masked-flattened_line_33-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.22&CDS=1-870
2975	OG0002975	YOL077W-A	snap_masked-flattened_line_33-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.16&CDS=1-192
2976	OG0002976	YOL078W	snap_masked-flattened_line_33-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.21&CDS=1-2274
2977	OG0002977	YOL080C	snap_masked-flattened_line_25-processed-gene-0.195-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.195&CDS=1-738
2978	OG0002978	YOL084W	snap_masked-flattened_line_5-processed-gene-2.68-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.68&CDS=1-2673
2979	OG0002979	YOL086W-A	maker-flattened_line_25-augustus-gene-0.210-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-0.210&CDS=1-408
2980	OG0002980	YOL090W	snap_masked-flattened_line_3-processed-gene-1.118-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.118&CDS=1-2820
2981	OG0002981	YOL093W	snap_masked-flattened_line_3-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.119&CDS=1-819
2982	OG0002982	YOL094C	augustus_masked-flattened_line_19-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.43&CDS=1-1551
2983	OG0002983	YOL095C	snap_masked-flattened_line_1-processed-gene-8.167-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-8.167&CDS=1-1908
2984	OG0002984	YOL096C	snap_masked-flattened_line_13-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.63&CDS=1-879
2985	OG0002985	YOL097C	snap_masked-flattened_line_1-processed-gene-8.171-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-8.171&CDS=1-1263
2986	OG0002986	YOL098C	snap_masked-flattened_line_1-processed-gene-10.87-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.87&CDS=1-3096
2987	OG0002987	YOL102C	snap_masked-flattened_line_25-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.153&CDS=1-678
2988	OG0002988	YOL107W	snap_masked-flattened_line_7-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.116&CDS=1-1032
2989	OG0002989	YOL108C	snap_masked-flattened_line_7-processed-gene-1.135-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.135&CDS=1-279
2990	OG0002990	YOL114C	snap_masked-flattened_line_5-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.46&CDS=1-519
2991	OG0002991	YOL122C	snap_masked-flattened_line_5-processed-gene-7.130-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-7.130&CDS=1-1596
2992	OG0002992	YOL124C	snap_masked-flattened_line_3-processed-gene-8.148-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-8.148&CDS=1-1302
2993	OG0002993	YOL127W	augustus_masked-flattened_line_3-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.163&CDS=1-960
2994	OG0002994	YOL129W	snap_masked-flattened_line_3-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.54&CDS=1-1473
2995	OG0002995	YOL132W	augustus_masked-flattened_line_13-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.145&CDS=1-1734
2996	OG0002996	YOL133W	snap_masked-flattened_line_13-processed-gene-3.309-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.309&CDS=1-339
2997	OG0002997	YOL135C	snap_masked-flattened_line_13-processed-gene-3.262-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.262&CDS=1-690
2998	OG0002998	YOL136C	maker-flattened_line_1-snap-gene-8.129-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-8.129&CDS=1-2115
2999	OG0002999	YOL137W	snap_masked-flattened_line_17-processed-gene-2.123-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.123&CDS=1-1422
3000	OG0003000	YOL138C	snap_masked-flattened_line_21-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.119&CDS=1-2646
3001	OG0003001	YOL139C	snap_masked-flattened_line_17-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.81&CDS=1-633
3002	OG0003002	YOL140W	snap_masked-flattened_line_17-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.79&CDS=1-1296
3003	OG0003003	YOL142W	genemark-flattened_line_3-processed-gene-2.8-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.8&CDS=1-654
3004	OG0003004	YOL143C	snap_masked-flattened_line_11-processed-gene-3.143-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.143&CDS=1-498
3005	OG0003005	YOL145C	snap_masked-flattened_line_11-processed-gene-3.116-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.116&CDS=1-3147
3006	OG0003006	YOL147C	snap_masked-flattened_line_5-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.69&CDS=1-777
3007	OG0003007	YOL152W	snap_masked-flattened_line_5-processed-gene-1.141-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.141&CDS=1-1683
3008	OG0003008	YOR004W	snap_masked-flattened_line_21-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.32&CDS=1-831
3009	OG0003009	YOR005C	snap_masked-flattened_line_3-processed-gene-4.82-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.82&CDS=1-2739
3010	OG0003010	YOR008C	snap_masked-flattened_line_1-processed-gene-7.152-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.152&CDS=1-1029
3011	OG0003011	YOR014W	snap_masked-flattened_line_3-processed-gene-9.4-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-9.4&CDS=1-1845
3012	OG0003012	YOR018W	snap_masked-flattened_line_7-processed-gene-5.31-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-5.31&CDS=1-2721
3013	OG0003013	YOR021C	snap_masked-flattened_line_7-processed-gene-5.80-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-5.80&CDS=1-606
3014	OG0003014	YOR022C	snap_masked-flattened_line_3-processed-gene-5.154-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.154&CDS=1-2022
3015	OG0003015	YOR025W	snap_masked-flattened_line_15-processed-gene-2.219-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.219&CDS=1-1170
3016	OG0003016	YOR026W	augustus_masked-flattened_line_15-processed-gene-2.279-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.279&CDS=1-960
3017	OG0003017	YOR028C	snap_masked-flattened_line_1-processed-gene-12.30-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-12.30&CDS=1-630
3018	OG0003018	YOR032C	snap_masked-flattened_line_5-processed-gene-4.73-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.73&CDS=1-2220
3019	OG0003019	YOR035C	snap_masked-flattened_line_9-processed-gene-4.79-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.79&CDS=1-1890
3020	OG0003020	YOR036W	snap_masked-flattened_line_21-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.56&CDS=1-798
3021	OG0003021	YOR037W	genemark-flattened_line_21-processed-gene-1.244-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.244&CDS=1-1506
3022	OG0003022	YOR038C	snap_masked-flattened_line_21-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.18&CDS=1-2664
3023	OG0003023	YOR039W	genemark-flattened_line_21-processed-gene-1.242-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.242&CDS=1-1653
3024	OG0003024	YOR042W	snap_masked-flattened_line_21-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.37&CDS=1-954
3025	OG0003025	YOR046C	snap_masked-flattened_line_19-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.122&CDS=1-1398
3026	OG0003026	YOR056C	snap_masked-flattened_line_13-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.40&CDS=1-1398
3027	OG0003027	YOR057W	snap_masked-flattened_line_13-processed-gene-1.70-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.70&CDS=1-1038
3028	OG0003028	YOR058C	snap_masked-flattened_line_13-processed-gene-1.39-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.39&CDS=1-2445
3029	OG0003029	YOR061W	snap_masked-flattened_line_11-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.89&CDS=1-984
3030	OG0003030	YOR063W	snap_masked-flattened_line_3-processed-gene-4.122-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.122&CDS=1-1167
3031	OG0003031	YOR065W	snap_masked-flattened_line_5-processed-gene-2.98-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.98&CDS=1-909
3032	OG0003032	YOR067C	snap_masked-flattened_line_5-processed-gene-2.80-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.80&CDS=1-1644
3033	OG0003033	YOR074C	snap_masked-flattened_line_5-processed-gene-2.77-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.77&CDS=1-888
3034	OG0003034	YOR077W	genemark-flattened_line_11-processed-gene-4.56-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-4.56&CDS=1-717
3035	OG0003035	YOR079C	snap_masked-flattened_line_1-processed-gene-10.100-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.100&CDS=1-921
3036	OG0003036	YOR085W	snap_masked-flattened_line_17-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.90&CDS=1-918
3037	OG0003037	YOR087W	snap_masked-flattened_line_21-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.78&CDS=1-1905
3038	OG0003038	YOR089C	snap_masked-flattened_line_21-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.77&CDS=1-633
3039	OG0003039	YOR090C	snap_masked-flattened_line_21-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.40&CDS=1-1644
3040	OG0003040	YOR091W	augustus_masked-flattened_line_21-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.159&CDS=1-1032
3041	OG0003041	YOR093C	snap_masked-flattened_line_3-processed-gene-9.22-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-9.22&CDS=1-4560
3042	OG0003042	YOR095C	augustus_masked-flattened_line_5-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-3.86&CDS=1-1383
3043	OG0003043	YOR103C	snap_masked-flattened_line_1-processed-gene-6.132-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.132&CDS=1-423
3044	OG0003044	YOR112W	snap_masked-flattened_line_11-processed-gene-2.71-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.71&CDS=1-2193
3045	OG0003045	YOR113W	genemark-flattened_line_5-processed-gene-3.148-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-3.148&CDS=1-1947
3046	OG0003046	YOR115C	snap_masked-flattened_line_7-processed-gene-3.103-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.103&CDS=1-633
3047	OG0003047	YOR116C	snap_masked-flattened_line_3-processed-gene-8.138-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-8.138&CDS=1-4389
3048	OG0003048	YOR117W	snap_masked-flattened_line_3-processed-gene-8.136-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-8.136&CDS=1-1278
3049	OG0003049	YOR118W	snap_masked-flattened_line_15-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.128&CDS=1-1737
3050	OG0003050	YOR119C	snap_masked-flattened_line_15-processed-gene-1.161-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.161&CDS=1-1383
3051	OG0003051	YOR122C	maker-flattened_line_15-snap-gene-1.120-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-1.120&CDS=1-378
3052	OG0003052	YOR123C	snap_masked-flattened_line_15-processed-gene-1.165-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.165&CDS=1-1146
