	OrthologID	Candida_apicola	Saccharomyces_cerevisiae
2502	OG0002502	snap_masked-LBNK01000010.1-processed-gene-2.1-mRNA-1_1&gene=snap_masked-LBNK01000010.1-processed-gene-2.1&CDS=1-1266	YMR211W
2503	OG0002503	augustus_masked-LBNK01000010.1-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.72&CDS=1-729	YDL209C
2504	OG0002504	augustus_masked-LBNK01000010.1-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.74&CDS=1-1272	YHR065C
2505	OG0002505	genemark-LBNK01000010.1-processed-gene-2.170-mRNA-1_1&gene=genemark-LBNK01000010.1-processed-gene-2.170&CDS=1-1494	YDL054C
2506	OG0002506	augustus_masked-LBNK01000010.1-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.105&CDS=1-243	YHR001W-A
2507	OG0002507	augustus_masked-LBNK01000010.1-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.76&CDS=1-1692	YMR088C
2508	OG0002508	augustus_masked-LBNK01000010.1-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.106&CDS=1-984	YKL193C
2509	OG0002509	augustus_masked-LBNK01000010.1-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.107&CDS=1-354	YKL192C
2510	OG0002510	augustus_masked-LBNK01000010.1-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.77&CDS=1-1209	YPL015C
2511	OG0002511	augustus_masked-LBNK01000010.1-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.109&CDS=1-1554	YMR110C
2512	OG0002512	augustus_masked-LBNK01000010.1-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.111&CDS=1-1158	YDL168W
2513	OG0002513	augustus_masked-LBNK01000010.1-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.79&CDS=1-717	YDR196C
2514	OG0002514	snap_masked-LBNK01000010.1-processed-gene-2.43-mRNA-1_1&gene=snap_masked-LBNK01000010.1-processed-gene-2.43&CDS=1-1014	YOR166C
2515	OG0002515	augustus_masked-LBNK01000010.1-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.115&CDS=1-2199	YLR127C
2516	OG0002516	augustus_masked-LBNK01000010.1-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.117&CDS=1-1572	YMR036C
2517	OG0002517	augustus_masked-LBNK01000010.1-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.118&CDS=1-2259	YLR222C
2518	OG0002518	augustus_masked-LBNK01000010.1-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.82&CDS=1-675	YMR202W
2519	OG0002519	augustus_masked-LBNK01000010.1-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.83&CDS=1-3732	YBR081C
2520	OG0002520	maker-LBNK01000010.1-augustus-gene-2.201-mRNA-1_1&gene=maker-LBNK01000010.1-augustus-gene-2.201&CDS=1-1422	YIL065C
2521	OG0002521	maker-LBNK01000010.1-augustus-gene-2.203-mRNA-1_1&gene=maker-LBNK01000010.1-augustus-gene-2.203&CDS=1-4065	YBR218C
2522	OG0002522	augustus_masked-LBNK01000010.1-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.122&CDS=1-5898	YGR032W
2523	OG0002523	genemark-LBNK01000010.1-processed-gene-2.155-mRNA-1_1&gene=genemark-LBNK01000010.1-processed-gene-2.155&CDS=1-1695	YMR307W
2524	OG0002524	augustus_masked-LBNK01000010.1-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.123&CDS=1-3054	YIL047C
2525	OG0002525	augustus_masked-LBNK01000010.1-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.88&CDS=1-3414	YMR308C
2526	OG0002526	augustus_masked-LBNK01000010.1-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.124&CDS=1-927	YDL108W
2527	OG0002527	augustus_masked-LBNK01000010.1-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.125&CDS=1-534	YML022W
2528	OG0002528	genemark-LBNK01000010.1-processed-gene-2.159-mRNA-1_1&gene=genemark-LBNK01000010.1-processed-gene-2.159&CDS=1-1323	YML020W
2529	OG0002529	augustus_masked-LBNK01000010.1-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.90&CDS=1-210	YDR086C
2530	OG0002530	augustus_masked-LBNK01000010.1-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.91&CDS=1-318	YDR378C
2531	OG0002531	snap_masked-LBNK01000010.1-processed-gene-2.25-mRNA-1_1&gene=snap_masked-LBNK01000010.1-processed-gene-2.25&CDS=1-1890	YNL124W
2532	OG0002532	augustus_masked-LBNK01000010.1-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.127&CDS=1-750	YER100W
2533	OG0002533	augustus_masked-LBNK01000010.1-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.93&CDS=1-279	YHR005C-A
2534	OG0002534	augustus_masked-LBNK01000010.1-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.128&CDS=1-594	YOL142W
2535	OG0002535	augustus_masked-LBNK01000010.1-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.95&CDS=1-1026	YBL013W
2536	OG0002536	augustus_masked-LBNK01000010.1-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.129&CDS=1-9612	YLL040C
2537	OG0002537	augustus_masked-LBNK01000010.1-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.96&CDS=1-2892	YLR336C
2538	OG0002538	augustus_masked-LBNK01000010.1-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.97&CDS=1-1353	YMR155W
2539	OG0002539	augustus_masked-LBNK01000010.1-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.99&CDS=1-2097	YHR074W
2540	OG0002540	augustus_masked-LBNK01000010.1-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.130&CDS=1-942	YHR075C
2541	OG0002541	augustus_masked-LBNK01000010.1-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.131&CDS=1-1632	YER065C
2542	OG0002542	augustus_masked-LBNK01000010.1-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.101&CDS=1-603	YOR131C
2543	OG0002543	snap_masked-LBNK01000010.1-processed-gene-2.63-mRNA-1_1&gene=snap_masked-LBNK01000010.1-processed-gene-2.63&CDS=1-3063	YOR304W
2544	OG0002544	augustus_masked-LBNK01000010.1-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-LBNK01000010.1-processed-gene-2.134&CDS=1-1224	YDR394W
2545	OG0002545	snap_masked-LBNK01000011.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-LBNK01000011.1-processed-gene-0.85&CDS=1-3582	YLR384C
2546	OG0002546	snap_masked-LBNK01000011.1-processed-gene-0.108-mRNA-1_1&gene=snap_masked-LBNK01000011.1-processed-gene-0.108&CDS=1-1038	YML032C
2547	OG0002547	snap_masked-LBNK01000011.1-processed-gene-0.110-mRNA-1_1&gene=snap_masked-LBNK01000011.1-processed-gene-0.110&CDS=1-2229	YBR102C
2548	OG0002548	augustus_masked-LBNK01000011.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.2&CDS=1-3246	YNL094W
2549	OG0002549	augustus_masked-LBNK01000011.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.4&CDS=1-900	YBR085W
2550	OG0002550	augustus_masked-LBNK01000011.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.7&CDS=1-411	YDR246W
2551	OG0002551	augustus_masked-LBNK01000011.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.8&CDS=1-873	YHR085W
2552	OG0002552	augustus_masked-LBNK01000011.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.27&CDS=1-819	YPR040W
2553	OG0002553	augustus_masked-LBNK01000011.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.10&CDS=1-2316	YLR023C
2554	OG0002554	genemark-LBNK01000011.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LBNK01000011.1-processed-gene-0.73&CDS=1-1224	YKL184W
2555	OG0002555	augustus_masked-LBNK01000011.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.11&CDS=1-1002	YPR169W
2556	OG0002556	augustus_masked-LBNK01000011.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.31&CDS=1-1107	YNR041C
2557	OG0002557	augustus_masked-LBNK01000011.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.12&CDS=1-1125	YNR043W
2558	OG0002558	augustus_masked-LBNK01000011.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.32&CDS=1-768	YLR441C
2559	OG0002559	augustus_masked-LBNK01000011.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.13&CDS=1-3243	YLR032W
2560	OG0002560	augustus_masked-LBNK01000011.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.33&CDS=1-672	YHR058C
2561	OG0002561	snap_masked-LBNK01000011.1-processed-gene-0.121-mRNA-1_1&gene=snap_masked-LBNK01000011.1-processed-gene-0.121&CDS=1-2217	YNL042W
2562	OG0002562	augustus_masked-LBNK01000011.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.35&CDS=1-2661	YOR211C
2563	OG0002563	augustus_masked-LBNK01000011.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.16&CDS=1-1722	YOR027W
2564	OG0002564	augustus_masked-LBNK01000011.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-0.17&CDS=1-3051	YFR030W
2565	OG0002565	augustus_masked-LBNK01000011.1-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.2&CDS=1-2364	YLR304C
2566	OG0002566	augustus_masked-LBNK01000011.1-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.5&CDS=1-2145	YML088W
2567	OG0002567	augustus_masked-LBNK01000011.1-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.6&CDS=1-3336	YNL192W
2568	OG0002568	augustus_masked-LBNK01000011.1-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.8&CDS=1-2307	YIL068C
2569	OG0002569	augustus_masked-LBNK01000011.1-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.9&CDS=1-1002	YKR081C
2570	OG0002570	augustus_masked-LBNK01000011.1-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.59&CDS=1-939	YKR080W
2571	OG0002571	augustus_masked-LBNK01000011.1-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.60&CDS=1-1503	YOR070C
2572	OG0002572	augustus_masked-LBNK01000011.1-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.11&CDS=1-480	YOR298C-A
2573	OG0002573	augustus_masked-LBNK01000011.1-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.12&CDS=1-1119	YMR235C
2574	OG0002574	augustus_masked-LBNK01000011.1-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.13&CDS=1-762	YGL123W
2575	OG0002575	augustus_masked-LBNK01000011.1-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.15&CDS=1-1170	YBR029C
2576	OG0002576	augustus_masked-LBNK01000011.1-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.64&CDS=1-621	YER012W
2577	OG0002577	augustus_masked-LBNK01000011.1-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.18&CDS=1-819	YDR226W
2578	OG0002578	augustus_masked-LBNK01000011.1-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.66&CDS=1-1731	YDR228C
2579	OG0002579	augustus_masked-LBNK01000011.1-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.19&CDS=1-900	YDL198C
2580	OG0002580	augustus_masked-LBNK01000011.1-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.20&CDS=1-1263	YBL091C
2581	OG0002581	augustus_masked-LBNK01000011.1-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.21&CDS=1-879	YHR088W
2582	OG0002582	augustus_masked-LBNK01000011.1-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.67&CDS=1-2931	YDR430C
2583	OG0002583	augustus_masked-LBNK01000011.1-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.22&CDS=1-564	YDR013W
2584	OG0002584	augustus_masked-LBNK01000011.1-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.24&CDS=1-3678	YDR335W
2585	OG0002585	augustus_masked-LBNK01000011.1-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.68&CDS=1-927	YIL110W
2586	OG0002586	maker-LBNK01000011.1-augustus-gene-1.203-mRNA-1_1&gene=maker-LBNK01000011.1-augustus-gene-1.203&CDS=1-2742	YGL180W
2587	OG0002587	augustus_masked-LBNK01000011.1-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.27&CDS=1-762	YDR050C
2588	OG0002588	augustus_masked-LBNK01000011.1-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.71&CDS=1-852	YLR351C
2589	OG0002589	augustus_masked-LBNK01000011.1-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.30&CDS=1-1539	YOR310C
2590	OG0002590	augustus_masked-LBNK01000011.1-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.73&CDS=1-4101	YBR097W
2591	OG0002591	augustus_masked-LBNK01000011.1-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.32&CDS=1-780	YPR060C
2592	OG0002592	augustus_masked-LBNK01000011.1-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.75&CDS=1-3042	YHR027C
2593	OG0002593	augustus_masked-LBNK01000011.1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.34&CDS=1-1764	YMR092C
2594	OG0002594	augustus_masked-LBNK01000011.1-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.35&CDS=1-321	YKL138C
2595	OG0002595	augustus_masked-LBNK01000011.1-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.76&CDS=1-651	YKL099C
2596	OG0002596	augustus_masked-LBNK01000011.1-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.37&CDS=1-3522	YMR109W
2597	OG0002597	augustus_masked-LBNK01000011.1-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.39&CDS=1-1170	YMR140W
2598	OG0002598	genemark-LBNK01000011.1-processed-gene-1.141-mRNA-1_1&gene=genemark-LBNK01000011.1-processed-gene-1.141&CDS=1-513	YMR009W
2599	OG0002599	augustus_masked-LBNK01000011.1-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.79&CDS=1-747	YDR405W
2600	OG0002600	augustus_masked-LBNK01000011.1-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.42&CDS=1-1107	YOR358W
2601	OG0002601	augustus_masked-LBNK01000011.1-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.43&CDS=1-951	YMR201C
2602	OG0002602	augustus_masked-LBNK01000011.1-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.83&CDS=1-1758	YNR006W
2603	OG0002603	augustus_masked-LBNK01000011.1-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.84&CDS=1-960	YPR128C
2604	OG0002604	augustus_masked-LBNK01000011.1-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.46&CDS=1-624	YMR188C
2605	OG0002605	augustus_masked-LBNK01000011.1-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.47&CDS=1-2496	YPR089W
2606	OG0002606	augustus_masked-LBNK01000011.1-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.85&CDS=1-480	YPL234C
2607	OG0002607	augustus_masked-LBNK01000011.1-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.86&CDS=1-1353	YPL235W
2608	OG0002608	augustus_masked-LBNK01000011.1-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.48&CDS=1-1041	YPL236C
2609	OG0002609	augustus_masked-LBNK01000011.1-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.87&CDS=1-984	YIL035C
2610	OG0002610	augustus_masked-LBNK01000011.1-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.52&CDS=1-978	YEL009C
2611	OG0002611	augustus_masked-LBNK01000011.1-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.54&CDS=1-1854	YOR112W
2612	OG0002612	augustus_masked-LBNK01000011.1-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.89&CDS=1-1815	YNL112W
2613	OG0002613	augustus_masked-LBNK01000011.1-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.55&CDS=1-1440	YKR099W
2614	OG0002614	augustus_masked-LBNK01000011.1-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.91&CDS=1-693	YDR071C
2615	OG0002615	augustus_masked-LBNK01000011.1-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.92&CDS=1-1290	YER143W
2616	OG0002616	snap_masked-LBNK01000011.1-processed-gene-1.299-mRNA-1_1&gene=snap_masked-LBNK01000011.1-processed-gene-1.299&CDS=1-228	YER146W
2617	OG0002617	augustus_masked-LBNK01000011.1-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.94&CDS=1-519	YKL016C
2618	OG0002618	augustus_masked-LBNK01000011.1-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.95&CDS=1-4332	YKL014C
2619	OG0002619	augustus_masked-LBNK01000011.1-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.96&CDS=1-951	YKL018W
2620	OG0002620	augustus_masked-LBNK01000011.1-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.57&CDS=1-4314	YMR190C
2621	OG0002621	augustus_masked-LBNK01000011.1-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-LBNK01000011.1-processed-gene-1.58&CDS=1-2646	YLR347C
2622	OG0002622	snap_masked-LBNK01000011.1-processed-gene-1.304-mRNA-1_1&gene=snap_masked-LBNK01000011.1-processed-gene-1.304&CDS=1-339	YCL012C
2623	OG0002623	augustus_masked-LBNK01000012.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-0.69&CDS=1-1146	YDR502C
2624	OG0002624	augustus_masked-LBNK01000012.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-0.87&CDS=1-345	YPR166C
2625	OG0002625	augustus_masked-LBNK01000012.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-0.73&CDS=1-5145	YIR006C
2626	OG0002626	snap_masked-LBNK01000012.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-LBNK01000012.1-processed-gene-0.5&CDS=1-2865	YHR098C
2627	OG0002627	augustus_masked-LBNK01000012.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-0.79&CDS=1-423	YBR254C
2628	OG0002628	snap_masked-LBNK01000012.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-LBNK01000012.1-processed-gene-0.29&CDS=1-5913	YIL030C
2629	OG0002629	augustus_masked-LBNK01000012.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-0.98&CDS=1-5004	YLL048C
2630	OG0002630	augustus_masked-LBNK01000012.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-0.84&CDS=1-2340	YGL234W
2631	OG0002631	maker-LBNK01000012.1-snap-gene-0.102-mRNA-1_1&gene=maker-LBNK01000012.1-snap-gene-0.102&CDS=1-1479	YDL028C
2632	OG0002632	augustus_masked-LBNK01000012.1-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.94&CDS=1-690	YFR032C-A
2633	OG0002633	augustus_masked-LBNK01000012.1-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.92&CDS=1-1029	YER107C
2634	OG0002634	augustus_masked-LBNK01000012.1-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.93&CDS=1-1185	YNL064C
2635	OG0002635	augustus_masked-LBNK01000012.1-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.97&CDS=1-1644	YOR128C
2636	OG0002636	augustus_masked-LBNK01000012.1-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.134&CDS=1-1662	YHR188C
2637	OG0002637	snap_masked-LBNK01000012.1-processed-gene-1.177-mRNA-1_1&gene=snap_masked-LBNK01000012.1-processed-gene-1.177&CDS=1-2385	YMR288W
2638	OG0002638	augustus_masked-LBNK01000012.1-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.100&CDS=1-2064	YLL019C
2639	OG0002639	augustus_masked-LBNK01000012.1-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.136&CDS=1-11532	YHR099W
2640	OG0002640	augustus_masked-LBNK01000012.1-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.139&CDS=1-585	YOR294W
2641	OG0002641	genemark-LBNK01000012.1-processed-gene-1.57-mRNA-1_1&gene=genemark-LBNK01000012.1-processed-gene-1.57&CDS=1-456	YLR167W
2642	OG0002642	augustus_masked-LBNK01000012.1-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.103&CDS=1-378	YJL104W
2643	OG0002643	genemark-LBNK01000012.1-processed-gene-1.20-mRNA-1_1&gene=genemark-LBNK01000012.1-processed-gene-1.20&CDS=1-1161	YOR063W
2644	OG0002644	augustus_masked-LBNK01000012.1-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.110&CDS=1-2106	YGL026C
2645	OG0002645	augustus_masked-LBNK01000012.1-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.148&CDS=1-747	YOR362C
2646	OG0002646	augustus_masked-LBNK01000012.1-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.113&CDS=1-1245	YOR117W
2647	OG0002647	augustus_masked-LBNK01000012.1-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.115&CDS=1-1542	YPR185W
2648	OG0002648	snap_masked-LBNK01000012.1-processed-gene-1.195-mRNA-1_1&gene=snap_masked-LBNK01000012.1-processed-gene-1.195&CDS=1-2094	YLR452C
2649	OG0002649	snap_masked-LBNK01000012.1-processed-gene-1.197-mRNA-1_1&gene=snap_masked-LBNK01000012.1-processed-gene-1.197&CDS=1-2166	YER014W
2650	OG0002650	augustus_masked-LBNK01000012.1-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.150&CDS=1-663	YHL031C
2651	OG0002651	augustus_masked-LBNK01000012.1-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.118&CDS=1-366	YIR009W
2652	OG0002652	augustus_masked-LBNK01000012.1-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.151&CDS=1-1080	YDR158W
2653	OG0002653	augustus_masked-LBNK01000012.1-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.119&CDS=1-1461	YOR046C
2654	OG0002654	augustus_masked-LBNK01000012.1-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.154&CDS=1-2481	YCL030C
2655	OG0002655	augustus_masked-LBNK01000012.1-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.121&CDS=1-453	YDR064W
2656	OG0002656	augustus_masked-LBNK01000012.1-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.155&CDS=1-1332	YER136W
2657	OG0002657	augustus_masked-LBNK01000012.1-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.123&CDS=1-2364	YNL325C
2658	OG0002658	augustus_masked-LBNK01000012.1-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-LBNK01000012.1-processed-gene-1.124&CDS=1-1398	YDR061W
