	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034624_Pichia_nakasei
2113	OG0002113	YML094W	genemark-NODE_19_length_215281_cov_113.817_ID_37-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_19_length_215281_cov_113.817_ID_37-processed-gene-1.120&CDS=1-480
2114	OG0002114	YML097C	genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.102-mRNA-1_1&gene=genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.102&CDS=1-4326
2115	OG0002115	YML098W	genemark-NODE_33_length_63516_cov_79.5581_ID_65-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_33_length_63516_cov_79.5581_ID_65-processed-gene-0.42&CDS=1-408
2116	OG0002116	YML102W	snap_masked-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.61&CDS=1-2175
2117	OG0002117	YML105C	genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.79-mRNA-1_1&gene=genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.79&CDS=1-840
2118	OG0002118	YML110C	genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-5.49-mRNA-1_1&gene=genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-5.49&CDS=1-870
2119	OG0002119	YML112W	genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-4.104-mRNA-1_1&gene=genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-4.104&CDS=1-1476
2120	OG0002120	YML114C	snap_masked-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-2.52&CDS=1-2079
2121	OG0002121	YML121W	snap_masked-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-2.54-mRNA-1_1&gene=snap_masked-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-2.54&CDS=1-1017
2122	OG0002122	YML125C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-1.33&CDS=1-918
2123	OG0002123	YML126C	genemark-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.14&CDS=1-1338
2124	OG0002124	YML130C	maker-NODE_33_length_63516_cov_79.5581_ID_65-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_33_length_63516_cov_79.5581_ID_65-augustus-gene-0.2&CDS=1-5544
2125	OG0002125	YMR001C	genemark-NODE_35_length_53711_cov_76.185_ID_69-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_35_length_53711_cov_76.185_ID_69-processed-gene-0.43&CDS=1-1953
2126	OG0002126	YMR002W	genemark-NODE_35_length_53711_cov_76.185_ID_69-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_35_length_53711_cov_76.185_ID_69-processed-gene-0.42&CDS=1-501
2127	OG0002127	YMR003W	snap_masked-NODE_30_length_73964_cov_134.182_ID_59-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_30_length_73964_cov_134.182_ID_59-processed-gene-0.39&CDS=1-1239
2128	OG0002128	YMR004W	genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-0.90&CDS=1-1146
2129	OG0002129	YMR005W	augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-0.6&CDS=1-1092
2130	OG0002130	YMR010W	augustus_masked-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.96&CDS=1-1485
2131	OG0002131	YMR013C	genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.83&CDS=1-1755
2132	OG0002132	YMR014W	genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-0.81&CDS=1-1521
2133	OG0002133	YMR015C	maker-NODE_9_length_350369_cov_102.719_ID_17-augustus-gene-2.78-mRNA-1_1&gene=maker-NODE_9_length_350369_cov_102.719_ID_17-augustus-gene-2.78&CDS=1-2937
2134	OG0002134	YMR022W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-1.43-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-1.43&CDS=1-504
2135	OG0002135	YMR023C	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-1.30&CDS=1-1506
2136	OG0002136	YMR024W	augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-0.20&CDS=1-1155
2137	OG0002137	YMR026C	genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-5.30-mRNA-1_1&gene=genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-5.30&CDS=1-1269
2138	OG0002138	YMR027W	genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-3.5-mRNA-1_1&gene=genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-3.5&CDS=1-1371
2139	OG0002139	YMR028W	genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-4.102-mRNA-1_1&gene=genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-4.102&CDS=1-1236
2140	OG0002140	YMR034C	augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-5.89&CDS=1-1275
2141	OG0002141	YMR035W	genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-2.189-mRNA-1_1&gene=genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-2.189&CDS=1-582
2142	OG0002142	YMR038C	genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-2.219-mRNA-1_1&gene=genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-2.219&CDS=1-696
2143	OG0002143	YMR041C	genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-5.44-mRNA-1_1&gene=genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-5.44&CDS=1-996
2144	OG0002144	YMR043W	genemark-NODE_27_length_84395_cov_65.0191_ID_53-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_27_length_84395_cov_65.0191_ID_53-processed-gene-0.15&CDS=1-711
2145	OG0002145	YMR044W	genemark-NODE_27_length_84395_cov_65.0191_ID_53-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_27_length_84395_cov_65.0191_ID_53-processed-gene-0.29&CDS=1-1500
2146	OG0002146	YMR048W	genemark-NODE_23_length_140466_cov_85.2079_ID_45-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_23_length_140466_cov_85.2079_ID_45-processed-gene-0.161&CDS=1-1074
2147	OG0002147	YMR049C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-10.81-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-10.81&CDS=1-2520
2148	OG0002148	YMR060C	snap_masked-NODE_19_length_215281_cov_113.817_ID_37-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_19_length_215281_cov_113.817_ID_37-processed-gene-1.127&CDS=1-912
2149	OG0002149	YMR061W	snap_masked-NODE_19_length_215281_cov_113.817_ID_37-processed-gene-1.148-mRNA-1_1&gene=snap_masked-NODE_19_length_215281_cov_113.817_ID_37-processed-gene-1.148&CDS=1-1584
2150	OG0002150	YMR069W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.63&CDS=1-663
2151	OG0002151	YMR071C	genemark-NODE_14_length_287120_cov_78.7859_ID_27-processed-gene-1.165-mRNA-1_1&gene=genemark-NODE_14_length_287120_cov_78.7859_ID_27-processed-gene-1.165&CDS=1-495
2152	OG0002152	YMR073C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-5.100-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-5.100&CDS=1-429
2153	OG0002153	YMR075W	genemark-NODE_19_length_215281_cov_113.817_ID_37-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_19_length_215281_cov_113.817_ID_37-processed-gene-1.114&CDS=1-1719
2154	OG0002154	YMR076C	genemark-NODE_19_length_215281_cov_113.817_ID_37-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_19_length_215281_cov_113.817_ID_37-processed-gene-1.113&CDS=1-3870
2155	OG0002155	YMR077C	genemark-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-0.31&CDS=1-687
2156	OG0002156	YMR079W	augustus_masked-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.53&CDS=1-702
2157	OG0002157	YMR087W	snap_masked-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-2.100&CDS=1-891
2158	OG0002158	YMR091C	augustus_masked-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-2.29&CDS=1-1962
2159	OG0002159	YMR092C	maker-NODE_41_length_34039_cov_136.453_ID_81-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_41_length_34039_cov_136.453_ID_81-augustus-gene-0.2&CDS=1-3375
2160	OG0002160	YMR093W	augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-4.32&CDS=1-1452
2161	OG0002161	YMR098C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-1.30&CDS=1-1536
2162	OG0002162	YMR099C	snap_masked-NODE_40_length_35361_cov_131.567_ID_79-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_40_length_35361_cov_131.567_ID_79-processed-gene-0.6&CDS=1-885
2163	OG0002163	YMR100W	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-5.74-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-5.74&CDS=1-2037
2164	OG0002164	YMR101C	genemark-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.165-mRNA-1_1&gene=genemark-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.165&CDS=1-912
2165	OG0002165	YMR108W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-1.0-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-1.0&CDS=1-2031
2166	OG0002166	YMR110C	genemark-NODE_30_length_73964_cov_134.182_ID_59-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_30_length_73964_cov_134.182_ID_59-processed-gene-0.68&CDS=1-1485
2167	OG0002167	YMR113W	genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-5.60-mRNA-1_1&gene=genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-5.60&CDS=1-1242
2168	OG0002168	YMR116C	genemark-NODE_41_length_34039_cov_136.453_ID_81-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_41_length_34039_cov_136.453_ID_81-processed-gene-0.8&CDS=1-936
2169	OG0002169	YMR120C	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-5.59-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-5.59&CDS=1-1779
2170	OG0002170	YMR125W	snap_masked-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-5.105-mRNA-1_1&gene=snap_masked-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-5.105&CDS=1-3705
2171	OG0002171	YMR126C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.76-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.76&CDS=1-708
2172	OG0002172	YMR127C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-8.101-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-8.101&CDS=1-1179
2173	OG0002173	YMR128W	maker-NODE_1_length_1112387_cov_82.0011_ID_1-augustus-gene-8.46-mRNA-1_1&gene=maker-NODE_1_length_1112387_cov_82.0011_ID_1-augustus-gene-8.46&CDS=1-5580
2174	OG0002174	YMR129W	genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-5.55-mRNA-1_1&gene=genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-5.55&CDS=1-3858
2175	OG0002175	YMR131C	genemark-NODE_21_length_166389_cov_84.0848_ID_41-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_21_length_166389_cov_84.0848_ID_41-processed-gene-0.84&CDS=1-1536
2176	OG0002176	YMR134W	genemark-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.24&CDS=1-654
2177	OG0002177	YMR139W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-3.30-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-3.30&CDS=1-1050
2178	OG0002178	YMR146C	genemark-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-1.68&CDS=1-1071
2179	OG0002179	YMR149W	augustus_masked-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.34&CDS=1-2532
2180	OG0002180	YMR150C	genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.129&CDS=1-612
2181	OG0002181	YMR165C	maker-NODE_2_length_862332_cov_74.7162_ID_3-snap-gene-6.118-mRNA-1_1&gene=maker-NODE_2_length_862332_cov_74.7162_ID_3-snap-gene-6.118&CDS=1-4572
2182	OG0002182	YMR167W	genemark-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-0.12&CDS=1-2220
2183	OG0002183	YMR185W	genemark-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-0.134&CDS=1-2811
2184	OG0002184	YMR186W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-10.50-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-10.50&CDS=1-2088
2185	OG0002185	YMR188C	genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-2.130-mRNA-1_1&gene=genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-2.130&CDS=1-750
2186	OG0002186	YMR189W	augustus_masked-NODE_35_length_53711_cov_76.185_ID_69-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_35_length_53711_cov_76.185_ID_69-processed-gene-0.3&CDS=1-4185
2187	OG0002187	YMR193W	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-6.59-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-6.59&CDS=1-753
2188	OG0002188	YMR196W	genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.109-mRNA-1_1&gene=genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.109&CDS=1-3147
2189	OG0002189	YMR197C	genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.76-mRNA-1_1&gene=genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.76&CDS=1-648
2190	OG0002190	YMR200W	genemark-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.5&CDS=1-1263
2191	OG0002191	YMR201C	snap_masked-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-1.118-mRNA-1_1&gene=snap_masked-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-1.118&CDS=1-1116
2192	OG0002192	YMR202W	genemark-NODE_20_length_197075_cov_91.315_ID_39-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_20_length_197075_cov_91.315_ID_39-processed-gene-0.129&CDS=1-684
2193	OG0002193	YMR203W	genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-2.95-mRNA-1_1&gene=genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-2.95&CDS=1-1029
2194	OG0002194	YMR208W	augustus_masked-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-1.58&CDS=1-1281
2195	OG0002195	YMR209C	genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-1.12&CDS=1-1293
2196	OG0002196	YMR210W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-8.114-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-8.114&CDS=1-1464
2197	OG0002197	YMR211W	genemark-NODE_23_length_140466_cov_85.2079_ID_45-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_23_length_140466_cov_85.2079_ID_45-processed-gene-0.117&CDS=1-1389
2198	OG0002198	YMR212C	augustus_masked-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.101&CDS=1-2541
2199	OG0002199	YMR213W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.32-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.32&CDS=1-1713
2200	OG0002200	YMR214W	genemark-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-1.159-mRNA-1_1&gene=genemark-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-1.159&CDS=1-1332
2201	OG0002201	YMR217W	genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-1.11&CDS=1-1584
2202	OG0002202	YMR218C	genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.122-mRNA-1_1&gene=genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.122&CDS=1-3471
2203	OG0002203	YMR220W	snap_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-2.84&CDS=1-3900
2204	OG0002204	YMR223W	genemark-NODE_33_length_63516_cov_79.5581_ID_65-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_33_length_63516_cov_79.5581_ID_65-processed-gene-0.47&CDS=1-1371
2205	OG0002205	YMR226C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-4.119-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-4.119&CDS=1-5445
2206	OG0002206	YMR227C	genemark-NODE_26_length_98585_cov_93.8562_ID_51-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_26_length_98585_cov_93.8562_ID_51-processed-gene-0.39&CDS=1-1926
2207	OG0002207	YMR228W	genemark-NODE_26_length_98585_cov_93.8562_ID_51-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_26_length_98585_cov_93.8562_ID_51-processed-gene-0.52&CDS=1-1110
2208	OG0002208	YMR229C	snap_masked-NODE_36_length_48235_cov_122.723_ID_71-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_36_length_48235_cov_122.723_ID_71-processed-gene-0.21&CDS=1-5103
2209	OG0002209	YMR231W	augustus_masked-NODE_26_length_98585_cov_93.8562_ID_51-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_26_length_98585_cov_93.8562_ID_51-processed-gene-0.30&CDS=1-4800
2210	OG0002210	YMR235C	genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-2.90&CDS=1-1203
2211	OG0002211	YMR239C	snap_masked-NODE_38_length_43143_cov_73.4556_ID_75-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_38_length_43143_cov_73.4556_ID_75-processed-gene-0.27&CDS=1-2937
2212	OG0002212	YMR241W	genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-3.87-mRNA-1_1&gene=genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-3.87&CDS=1-921
2213	OG0002213	YMR243C	augustus_masked-NODE_26_length_98585_cov_93.8562_ID_51-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_26_length_98585_cov_93.8562_ID_51-processed-gene-0.27&CDS=1-1437
2214	OG0002214	YMR244W	genemark-NODE_26_length_98585_cov_93.8562_ID_51-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_26_length_98585_cov_93.8562_ID_51-processed-gene-0.58&CDS=1-924
2215	OG0002215	YMR247C	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-2.81-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-2.81&CDS=1-4620
2216	OG0002216	YMR250W	genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-1.61&CDS=1-1830
2217	OG0002217	YMR256C	genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-3.40-mRNA-1_1&gene=genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-3.40&CDS=1-624
2218	OG0002218	YMR258C	maker-NODE_2_length_862332_cov_74.7162_ID_3-snap-gene-4.71-mRNA-1_1&gene=maker-NODE_2_length_862332_cov_74.7162_ID_3-snap-gene-4.71&CDS=1-2784
2219	OG0002219	YMR259C	genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-4.89-mRNA-1_1&gene=genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-4.89&CDS=1-4452
2220	OG0002220	YMR260C	augustus_masked-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-4.14&CDS=1-453
2221	OG0002221	YMR262W	genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.97-mRNA-1_1&gene=genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.97&CDS=1-1032
2222	OG0002222	YMR263W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.33-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-6.33&CDS=1-450
2223	OG0002223	YMR269W	genemark-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-0.18&CDS=1-486
2224	OG0002224	YMR272C	genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.80-mRNA-1_1&gene=genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.80&CDS=1-2154
2225	OG0002225	YMR276W	augustus_masked-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-0.108&CDS=1-1836
2226	OG0002226	YMR277W	genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-1.99-mRNA-1_1&gene=genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-1.99&CDS=1-3978
2227	OG0002227	YMR280C	maker-NODE_13_length_304852_cov_104.467_ID_25-snap-gene-0.131-mRNA-1_1&gene=maker-NODE_13_length_304852_cov_104.467_ID_25-snap-gene-0.131&CDS=1-3297
2228	OG0002228	YMR281W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.64-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.64&CDS=1-918
2229	OG0002229	YMR283C	genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-0.38&CDS=1-1392
2230	OG0002230	YMR284W	genemark-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-1.144&CDS=1-1977
2231	OG0002231	YMR288W	augustus_masked-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_39_length_42166_cov_76.3244_ID_77-processed-gene-0.49&CDS=1-2853
2232	OG0002232	YMR290C	genemark-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.160-mRNA-1_1&gene=genemark-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.160&CDS=1-1812
2233	OG0002233	YMR292W	snap_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-1.36&CDS=1-309
2234	OG0002234	YMR293C	snap_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-1.17&CDS=1-1575
2235	OG0002235	YMR295C	genemark-NODE_22_length_148976_cov_93.6588_ID_43-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_22_length_148976_cov_93.6588_ID_43-processed-gene-0.36&CDS=1-570
2236	OG0002236	YMR300C	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-3.122-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-3.122&CDS=1-1662
