	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_mikatae
3326	OG0003326	YMR278W	snap_masked-Smik_13-processed-gene-7.29-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.29&CDS=1-1866
3327	OG0003327	YMR280C	snap_masked-Smik_13-processed-gene-7.78-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.78&CDS=1-4299
3328	OG0003328	YMR281W	augustus_masked-Smik_13-processed-gene-7.234-mRNA-1_1&gene=augustus_masked-Smik_13-processed-gene-7.234&CDS=1-912
3329	OG0003329	YMR283C	augustus_masked-Smik_13-processed-gene-7.268-mRNA-1_1&gene=augustus_masked-Smik_13-processed-gene-7.268&CDS=1-2970
3330	OG0003330	YMR284W	snap_masked-Smik_13-processed-gene-7.31-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.31&CDS=1-1806
3331	OG0003331	YMR285C	snap_masked-Smik_13-processed-gene-7.81-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.81&CDS=1-1545
3332	OG0003332	YMR286W	snap_masked-Smik_13-processed-gene-7.32-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.32&CDS=1-258
3333	OG0003333	YMR287C	snap_masked-Smik_13-processed-gene-7.82-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.82&CDS=1-2907
3334	OG0003334	YMR288W	maker-Smik_13-augustus-gene-7.103-mRNA-1_1&gene=maker-Smik_13-augustus-gene-7.103&CDS=1-3972
3335	OG0003335	YMR290C	snap_masked-Smik_13-processed-gene-7.83-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.83&CDS=1-1515
3336	OG0003336	YMR291W	snap_masked-Smik_13-processed-gene-7.35-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.35&CDS=1-1758
3337	OG0003337	YMR293C	augustus_masked-Smik_13-processed-gene-7.272-mRNA-1_1&gene=augustus_masked-Smik_13-processed-gene-7.272&CDS=1-1725
3338	OG0003338	YMR294W	snap_masked-Smik_13-processed-gene-7.36-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.36&CDS=1-1134
3339	OG0003339	YMR296C	augustus_masked-Smik_13-processed-gene-7.273-mRNA-1_1&gene=augustus_masked-Smik_13-processed-gene-7.273&CDS=1-2250
3340	OG0003340	YMR297W	augustus_masked-Smik_13-processed-gene-7.240-mRNA-1_1&gene=augustus_masked-Smik_13-processed-gene-7.240&CDS=1-2064
3341	OG0003341	YMR300C	maker-Smik_13-augustus-gene-7.111-mRNA-1_1&gene=maker-Smik_13-augustus-gene-7.111&CDS=1-2469
3342	OG0003342	YMR301C	genemark-Smik_13-processed-gene-7.196-mRNA-1_1&gene=genemark-Smik_13-processed-gene-7.196&CDS=1-2061
3343	OG0003343	YMR302C	genemark-Smik_13-processed-gene-7.197-mRNA-1_1&gene=genemark-Smik_13-processed-gene-7.197&CDS=1-2550
3344	OG0003344	YMR304W	snap_masked-Smik_13-processed-gene-7.39-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.39&CDS=1-3693
3345	OG0003345	YMR307W	snap_masked-Smik_13-processed-gene-7.41-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.41&CDS=1-1665
3346	OG0003346	YMR308C	augustus_masked-Smik_13-processed-gene-7.278-mRNA-1_1&gene=augustus_masked-Smik_13-processed-gene-7.278&CDS=1-3267
3347	OG0003347	YMR309C	augustus_masked-Smik_13-processed-gene-7.279-mRNA-1_1&gene=augustus_masked-Smik_13-processed-gene-7.279&CDS=1-2439
3348	OG0003348	YMR310C	snap_masked-Smik_13-processed-gene-7.95-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.95&CDS=1-951
3349	OG0003349	YMR311C	snap_masked-Smik_13-processed-gene-7.96-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.96&CDS=1-681
3350	OG0003350	YMR312W	snap_masked-Smik_13-processed-gene-7.42-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.42&CDS=1-822
3351	OG0003351	YMR313C	snap_masked-Smik_13-processed-gene-7.97-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.97&CDS=1-1926
3352	OG0003352	YMR314W	snap_masked-Smik_13-processed-gene-7.43-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.43&CDS=1-702
3353	OG0003353	YMR315W	snap_masked-Smik_13-processed-gene-7.44-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.44&CDS=1-1047
3354	OG0003354	YMR316W	snap_masked-Smik_13-processed-gene-7.45-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.45&CDS=1-1062
3355	OG0003355	YMR317W	snap_masked-Smik_13-processed-gene-7.46-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.46&CDS=1-3258
3356	OG0003356	YMR318C	snap_masked-Smik_13-processed-gene-7.98-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.98&CDS=1-1080
3357	OG0003357	YMR319C	snap_masked-Smik_13-processed-gene-7.99-mRNA-1_1&gene=snap_masked-Smik_13-processed-gene-7.99&CDS=1-1656
3358	OG0003358	YNL001W	snap_masked-Smik_14-processed-gene-5.129-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.129&CDS=1-1155
3359	OG0003359	YNL003C	augustus_masked-Smik_14-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-5.39&CDS=1-1782
3360	OG0003360	YNL004W	snap_masked-Smik_14-processed-gene-5.128-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.128&CDS=1-1359
3361	OG0003361	YNL005C	snap_masked-Smik_14-processed-gene-5.149-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.149&CDS=1-1113
3362	OG0003362	YNL006W	snap_masked-Smik_14-processed-gene-5.127-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.127&CDS=1-909
3363	OG0003363	YNL008C	augustus_masked-Smik_14-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-5.37&CDS=1-3027
3364	OG0003364	YNL010W	snap_masked-Smik_14-processed-gene-5.126-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.126&CDS=1-723
3365	OG0003365	YNL011C	snap_masked-Smik_14-processed-gene-5.146-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.146&CDS=1-1335
3366	OG0003366	YNL016W	snap_masked-Smik_14-processed-gene-5.122-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.122&CDS=1-1353
3367	OG0003367	YNL020C	snap_masked-Smik_14-processed-gene-5.145-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.145&CDS=1-1911
3368	OG0003368	YNL021W	snap_masked-Smik_14-processed-gene-5.121-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.121&CDS=1-2118
3369	OG0003369	YNL023C	maker-Smik_14-augustus-gene-5.100-mRNA-1_1&gene=maker-Smik_14-augustus-gene-5.100&CDS=1-4350
3370	OG0003370	YNL024C	snap_masked-Smik_14-processed-gene-5.142-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.142&CDS=1-738
3371	OG0003371	YNL025C	snap_masked-Smik_14-processed-gene-5.141-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.141&CDS=1-969
3372	OG0003372	YNL026W	augustus_masked-Smik_14-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-5.15&CDS=1-1452
3373	OG0003373	YNL027W	snap_masked-Smik_14-processed-gene-5.119-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.119&CDS=1-2019
3374	OG0003374	YNL032W	snap_masked-Smik_14-processed-gene-5.117-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.117&CDS=1-843
3375	OG0003375	YNL035C	snap_masked-Smik_14-processed-gene-5.138-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.138&CDS=1-1167
3376	OG0003376	YNL036W	snap_masked-Smik_14-processed-gene-5.134-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.134&CDS=1-663
3377	OG0003377	YNL037C	snap_masked-Smik_14-processed-gene-5.116-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.116&CDS=1-1080
3378	OG0003378	YNL039W	augustus_masked-Smik_14-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-5.28&CDS=1-3798
3379	OG0003379	YNL041C	snap_masked-Smik_14-processed-gene-5.133-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.133&CDS=1-2520
3380	OG0003380	YNL042W	snap_masked-Smik_14-processed-gene-5.115-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.115&CDS=1-1182
3381	OG0003381	YNL045W	augustus_masked-Smik_14-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-5.9&CDS=1-2865
3382	OG0003382	YNL047C	snap_masked-Smik_14-processed-gene-5.132-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.132&CDS=1-1968
3383	OG0003383	YNL048W	snap_masked-Smik_14-processed-gene-5.111-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.111&CDS=1-1644
3384	OG0003384	YNL050C	snap_masked-Smik_14-processed-gene-5.130-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.130&CDS=1-807
3385	OG0003385	YNL051W	snap_masked-Smik_14-processed-gene-5.110-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.110&CDS=1-1194
3386	OG0003386	YNL054W	augustus_masked-Smik_14-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-5.6&CDS=1-5436
3387	OG0003387	YNL055C	snap_masked-Smik_14-processed-gene-5.106-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.106&CDS=1-849
3388	OG0003388	YNL056W	genemark-Smik_14-processed-gene-5.45-mRNA-1_1&gene=genemark-Smik_14-processed-gene-5.45&CDS=1-591
3389	OG0003389	YNL058C	snap_masked-Smik_14-processed-gene-5.104-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.104&CDS=1-936
3390	OG0003390	YNL059C	snap_masked-Smik_14-processed-gene-5.103-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.103&CDS=1-2265
3391	OG0003391	YNL061W	snap_masked-Smik_14-processed-gene-5.101-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.101&CDS=1-1854
3392	OG0003392	YNL062C	snap_masked-Smik_14-processed-gene-5.102-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-5.102&CDS=1-1434
3393	OG0003393	YNL063W	snap_masked-Smik_14-processed-gene-4.35-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.35&CDS=1-942
3394	OG0003394	YNL064C	snap_masked-Smik_14-processed-gene-4.52-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.52&CDS=1-1227
3395	OG0003395	YNL065W	snap_masked-Smik_14-processed-gene-4.34-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.34&CDS=1-1683
3396	OG0003396	YNL068C	snap_masked-Smik_14-processed-gene-4.49-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.49&CDS=1-2577
3397	OG0003397	YNL071W	maker-Smik_14-augustus-gene-4.1-mRNA-1_1&gene=maker-Smik_14-augustus-gene-4.1&CDS=1-2502
3398	OG0003398	YNL073W	snap_masked-Smik_14-processed-gene-4.29-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.29&CDS=1-1605
3399	OG0003399	YNL074C	snap_masked-Smik_14-processed-gene-4.47-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.47&CDS=1-1356
3400	OG0003400	YNL076W	augustus_masked-Smik_14-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-4.72&CDS=1-2553
3401	OG0003401	YNL077W	snap_masked-Smik_14-processed-gene-4.26-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.26&CDS=1-1599
3402	OG0003402	YNL078W	augustus_masked-Smik_14-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-4.70&CDS=1-1221
3403	OG0003403	YNL079C	snap_masked-Smik_14-processed-gene-4.45-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.45&CDS=1-597
3404	OG0003404	YNL080C	augustus_masked-Smik_14-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-4.85&CDS=1-1503
3405	OG0003405	YNL082W	snap_masked-Smik_14-processed-gene-4.25-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.25&CDS=1-2643
3406	OG0003406	YNL083W	snap_masked-Smik_14-processed-gene-4.24-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.24&CDS=1-1635
3407	OG0003407	YNL084C	snap_masked-Smik_14-processed-gene-4.42-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.42&CDS=1-1047
3408	OG0003408	YNL085W	snap_masked-Smik_14-processed-gene-4.23-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.23&CDS=1-2490
3409	OG0003409	YNL086W	snap_masked-Smik_14-processed-gene-4.22-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.22&CDS=1-306
3410	OG0003410	YNL088W	snap_masked-Smik_14-processed-gene-4.20-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.20&CDS=1-4314
3411	OG0003411	YNL091W	maker-Smik_14-snap-gene-4.91-mRNA-1_1&gene=maker-Smik_14-snap-gene-4.91&CDS=1-5877
3412	OG0003412	YNL094W	snap_masked-Smik_14-processed-gene-4.15-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.15&CDS=1-1761
3413	OG0003413	YNL096C	maker-Smik_14-snap-gene-4.93-mRNA-1_1&gene=maker-Smik_14-snap-gene-4.93&CDS=1-570
3414	OG0003414	YNL097C	snap_masked-Smik_14-processed-gene-4.39-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.39&CDS=1-990
3415	OG0003415	YNL099C	maker-Smik_14-augustus-gene-4.2-mRNA-1_1&gene=maker-Smik_14-augustus-gene-4.2&CDS=1-1704
3416	OG0003416	YNL100W	augustus_masked-Smik_14-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-4.62&CDS=1-699
3417	OG0003417	YNL101W	augustus_masked-Smik_14-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-4.61&CDS=1-2145
3418	OG0003418	YNL102W	snap_masked-Smik_14-processed-gene-4.13-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.13&CDS=1-4416
3419	OG0003419	YNL103W	snap_masked-Smik_14-processed-gene-4.12-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.12&CDS=1-2043
3420	OG0003420	YNL107W	snap_masked-Smik_14-processed-gene-4.7-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.7&CDS=1-678
3421	OG0003421	YNL108C	snap_masked-Smik_14-processed-gene-4.11-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.11&CDS=1-810
3422	OG0003422	YNL110C	snap_masked-Smik_14-processed-gene-4.10-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.10&CDS=1-660
3423	OG0003423	YNL111C	snap_masked-Smik_14-processed-gene-4.9-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.9&CDS=1-360
3424	OG0003424	YNL112W	maker-Smik_14-snap-gene-4.90-mRNA-1_1&gene=maker-Smik_14-snap-gene-4.90&CDS=1-1641
3425	OG0003425	YNL113W	snap_masked-Smik_14-processed-gene-4.5-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.5&CDS=1-426
3426	OG0003426	YNL115C	snap_masked-Smik_14-processed-gene-4.8-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-4.8&CDS=1-1908
3427	OG0003427	YNL118C	snap_masked-Smik_14-processed-gene-3.152-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.152&CDS=1-2925
3428	OG0003428	YNL119W	snap_masked-Smik_14-processed-gene-3.128-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.128&CDS=1-1479
3429	OG0003429	YNL121C	snap_masked-Smik_14-processed-gene-3.151-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.151&CDS=1-1851
3430	OG0003430	YNL122C	snap_masked-Smik_14-processed-gene-3.150-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.150&CDS=1-294
3431	OG0003431	YNL123W	snap_masked-Smik_14-processed-gene-3.127-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.127&CDS=1-2991
3432	OG0003432	YNL124W	snap_masked-Smik_14-processed-gene-3.126-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.126&CDS=1-1413
3433	OG0003433	YNL125C	snap_masked-Smik_14-processed-gene-3.149-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.149&CDS=1-2013
3434	OG0003434	YNL126W	snap_masked-Smik_14-processed-gene-3.125-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.125&CDS=1-2538
3435	OG0003435	YNL127W	snap_masked-Smik_14-processed-gene-3.124-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.124&CDS=1-2871
3436	OG0003436	YNL128W	augustus_masked-Smik_14-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-3.17&CDS=1-1737
3437	OG0003437	YNL130C	maker-Smik_14-snap-gene-3.49-mRNA-1_1&gene=maker-Smik_14-snap-gene-3.49&CDS=1-1179
3438	OG0003438	YNL131W	snap_masked-Smik_14-processed-gene-3.121-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.121&CDS=1-456
3439	OG0003439	YNL132W	snap_masked-Smik_14-processed-gene-3.120-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.120&CDS=1-3168
3440	OG0003440	YNL133C	snap_masked-Smik_14-processed-gene-3.147-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.147&CDS=1-516
3441	OG0003441	YNL135C	snap_masked-Smik_14-processed-gene-3.145-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.145&CDS=1-342
3442	OG0003442	YNL136W	snap_masked-Smik_14-processed-gene-3.119-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.119&CDS=1-1302
3443	OG0003443	YNL137C	augustus_masked-Smik_14-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-3.35&CDS=1-1458
3444	OG0003444	YNL138W	genemark-Smik_14-processed-gene-3.65-mRNA-1_1&gene=genemark-Smik_14-processed-gene-3.65&CDS=1-1758
3445	OG0003445	YNL138W-A	snap_masked-Smik_14-processed-gene-3.118-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.118&CDS=1-300
3446	OG0003446	YNL139C	augustus_masked-Smik_14-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-3.34&CDS=1-4779
3447	OG0003447	YNL141W	snap_masked-Smik_14-processed-gene-3.117-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.117&CDS=1-1041
3448	OG0003448	YNL142W	snap_masked-Smik_14-processed-gene-3.116-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.116&CDS=1-1497
3449	OG0003449	YNL144C	snap_masked-Smik_14-processed-gene-3.141-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.141&CDS=1-2217
3450	OG0003450	YNL147W	maker-Smik_14-snap-gene-3.45-mRNA-1_1&gene=maker-Smik_14-snap-gene-3.45&CDS=1-345
3451	OG0003451	YNL148C	snap_masked-Smik_14-processed-gene-3.140-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.140&CDS=1-759
3452	OG0003452	YNL149C	snap_masked-Smik_14-processed-gene-3.139-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.139&CDS=1-387
3453	OG0003453	YNL151C	snap_masked-Smik_14-processed-gene-3.138-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.138&CDS=1-753
3454	OG0003454	YNL152W	snap_masked-Smik_14-processed-gene-3.114-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.114&CDS=1-1281
3455	OG0003455	YNL153C	snap_masked-Smik_14-processed-gene-3.137-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.137&CDS=1-387
3456	OG0003456	YNL155W	snap_masked-Smik_14-processed-gene-3.113-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.113&CDS=1-822
3457	OG0003457	YNL156C	augustus_masked-Smik_14-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-3.27&CDS=1-897
3458	OG0003458	YNL158W	augustus_masked-Smik_14-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-3.7&CDS=1-972
3459	OG0003459	YNL159C	snap_masked-Smik_14-processed-gene-3.134-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.134&CDS=1-867
3460	OG0003460	YNL160W	snap_masked-Smik_14-processed-gene-3.111-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.111&CDS=1-1062
3461	OG0003461	YNL161W	maker-Smik_14-snap-gene-3.44-mRNA-1_1&gene=maker-Smik_14-snap-gene-3.44&CDS=1-2703
3462	OG0003462	YNL162W-A	snap_masked-Smik_14-processed-gene-3.108-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.108&CDS=1-216
3463	OG0003463	YNL163C	snap_masked-Smik_14-processed-gene-3.133-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.133&CDS=1-3330
3464	OG0003464	YNL164C	snap_masked-Smik_14-processed-gene-3.132-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.132&CDS=1-1053
3465	OG0003465	YNL165W	snap_masked-Smik_14-processed-gene-3.107-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.107&CDS=1-1239
3466	OG0003466	YNL166C	snap_masked-Smik_14-processed-gene-3.131-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.131&CDS=1-1353
3467	OG0003467	YNL167C	snap_masked-Smik_14-processed-gene-3.106-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.106&CDS=1-1950
3468	OG0003468	YNL168C	genemark-Smik_14-processed-gene-3.52-mRNA-1_1&gene=genemark-Smik_14-processed-gene-3.52&CDS=1-777
3469	OG0003469	YNL169C	snap_masked-Smik_14-processed-gene-3.104-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.104&CDS=1-1503
3470	OG0003470	YNL172W	snap_masked-Smik_14-processed-gene-3.103-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-3.103&CDS=1-5244
3471	OG0003471	YNL175C	augustus_masked-Smik_14-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-2.136&CDS=1-2286
3472	OG0003472	YNL176C	genemark-Smik_14-processed-gene-2.107-mRNA-1_1&gene=genemark-Smik_14-processed-gene-2.107&CDS=1-1851
3473	OG0003473	YNL177C	genemark-Smik_14-processed-gene-2.106-mRNA-1_1&gene=genemark-Smik_14-processed-gene-2.106&CDS=1-921
3474	OG0003474	YNL178W	augustus_masked-Smik_14-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-2.125&CDS=1-720
3475	OG0003475	YNL180C	snap_masked-Smik_14-processed-gene-2.48-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.48&CDS=1-993
3476	OG0003476	YNL181W	snap_masked-Smik_14-processed-gene-2.31-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.31&CDS=1-1221
3477	OG0003477	YNL182C	snap_masked-Smik_14-processed-gene-2.47-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.47&CDS=1-1665
3478	OG0003478	YNL183C	snap_masked-Smik_14-processed-gene-2.46-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.46&CDS=1-2367
3479	OG0003479	YNL185C	maker-Smik_14-snap-gene-2.55-mRNA-1_1&gene=maker-Smik_14-snap-gene-2.55&CDS=1-693
3480	OG0003480	YNL186W	snap_masked-Smik_14-processed-gene-2.30-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.30&CDS=1-2289
3481	OG0003481	YNL187W	snap_masked-Smik_14-processed-gene-2.29-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.29&CDS=1-2472
3482	OG0003482	YNL189W	snap_masked-Smik_14-processed-gene-2.28-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.28&CDS=1-1626
3483	OG0003483	YNL190W	snap_masked-Smik_14-processed-gene-2.27-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.27&CDS=1-492
3484	OG0003484	YNL191W	snap_masked-Smik_14-processed-gene-2.26-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.26&CDS=1-1071
3485	OG0003485	YNL192W	snap_masked-Smik_14-processed-gene-2.25-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.25&CDS=1-3309
3486	OG0003486	YNL193W	snap_masked-Smik_14-processed-gene-2.24-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.24&CDS=1-1677
3487	OG0003487	YNL196C	maker-Smik_14-augustus-gene-2.141-mRNA-1_1&gene=maker-Smik_14-augustus-gene-2.141&CDS=1-1818
3488	OG0003488	YNL197C	snap_masked-Smik_14-processed-gene-2.41-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.41&CDS=1-2010
3489	OG0003489	YNL199C	snap_masked-Smik_14-processed-gene-2.40-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.40&CDS=1-1602
3490	OG0003490	YNL200C	snap_masked-Smik_14-processed-gene-2.39-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.39&CDS=1-738
3491	OG0003491	YNL201C	snap_masked-Smik_14-processed-gene-2.38-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.38&CDS=1-2565
3492	OG0003492	YNL202W	snap_masked-Smik_14-processed-gene-2.23-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.23&CDS=1-876
3493	OG0003493	YNL204C	maker-Smik_14-snap-gene-2.53-mRNA-1_1&gene=maker-Smik_14-snap-gene-2.53&CDS=1-2310
3494	OG0003494	YNL207W	augustus_masked-Smik_14-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-2.116&CDS=1-1794
3495	OG0003495	YNL210W	snap_masked-Smik_14-processed-gene-2.19-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.19&CDS=1-825
3496	OG0003496	YNL211C	snap_masked-Smik_14-processed-gene-2.36-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.36&CDS=1-252
3497	OG0003497	YNL212W	genemark-Smik_14-processed-gene-2.74-mRNA-1_1&gene=genemark-Smik_14-processed-gene-2.74&CDS=1-2361
3498	OG0003498	YNL213C	genemark-Smik_14-processed-gene-2.92-mRNA-1_1&gene=genemark-Smik_14-processed-gene-2.92&CDS=1-642
3499	OG0003499	YNL216W	augustus_masked-Smik_14-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-2.114&CDS=1-6480
3500	OG0003500	YNL219C	augustus_masked-Smik_14-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-2.127&CDS=1-1665
