	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034643_Candida_schatavii
2833	OG0002833	YNL131W	augustus_masked-flattened_line_96-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.67&CDS=1-423
2834	OG0002834	YNL132W	augustus_masked-flattened_line_15-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.116&CDS=1-3162
2835	OG0002835	YNL135C	augustus_masked-flattened_line_146-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.13&CDS=1-438
2836	OG0002836	YNL136W	augustus_masked-flattened_line_15-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.120&CDS=1-1215
2837	OG0002837	YNL137C	augustus_masked-flattened_line_15-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.147&CDS=1-2157
2838	OG0002838	YNL138W	augustus_masked-flattened_line_15-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.145&CDS=1-1584
2839	OG0002839	YNL139C	augustus_masked-flattened_line_60-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.83&CDS=1-4971
2840	OG0002840	YNL141W	augustus_masked-flattened_line_2-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.86&CDS=1-1059
2841	OG0002841	YNL142W	augustus_masked-flattened_line_2-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.23&CDS=1-1542
2842	OG0002842	YNL148C	genemark-flattened_line_29-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.111&CDS=1-822
2843	OG0002843	YNL149C	genemark-flattened_line_29-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.110&CDS=1-375
2844	OG0002844	YNL151C	augustus_masked-flattened_line_29-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.49&CDS=1-654
2845	OG0002845	YNL152W	maker-flattened_line_29-snap-gene-1.35-mRNA-1_1&gene=maker-flattened_line_29-snap-gene-1.35&CDS=1-1779
2846	OG0002846	YNL153C	augustus_masked-flattened_line_40-processed-gene-1.231-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.231&CDS=1-390
2847	OG0002847	YNL155W	augustus_masked-flattened_line_140-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.23&CDS=1-792
2848	OG0002848	YNL161W	maker-flattened_line_27-snap-gene-1.34-mRNA-1_1&gene=maker-flattened_line_27-snap-gene-1.34&CDS=1-2781
2849	OG0002849	YNL163C	augustus_masked-flattened_line_52-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.184&CDS=1-3162
2850	OG0002850	YNL167C	maker-flattened_line_6-augustus-gene-1.91-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.91&CDS=1-2103
2851	OG0002851	YNL168C	maker-flattened_line_46-augustus-gene-0.29-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.29&CDS=1-2508
2852	OG0002852	YNL169C	augustus_masked-flattened_line_6-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.98&CDS=1-1953
2853	OG0002853	YNL177C	augustus_masked-flattened_line_42-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.47&CDS=1-1071
2854	OG0002854	YNL178W	snap_masked-flattened_line_23-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.78&CDS=1-720
2855	OG0002855	YNL181W	augustus_masked-flattened_line_42-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.59&CDS=1-1296
2856	OG0002856	YNL182C	augustus_masked-flattened_line_42-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.44&CDS=1-1545
2857	OG0002857	YNL183C	augustus_masked-flattened_line_42-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.58&CDS=1-2748
2858	OG0002858	YNL185C	augustus_masked-flattened_line_42-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.43&CDS=1-432
2859	OG0002859	YNL186W	augustus_masked-flattened_line_42-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.62&CDS=1-2202
2860	OG0002860	YNL189W	augustus_masked-flattened_line_58-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.147&CDS=1-1686
2861	OG0002861	YNL191W	augustus_masked-flattened_line_116-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.37&CDS=1-1179
2862	OG0002862	YNL193W	augustus_masked-flattened_line_27-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.48&CDS=1-1620
2863	OG0002863	YNL200C	augustus_masked-flattened_line_100-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.15&CDS=1-729
2864	OG0002864	YNL201C	augustus_masked-flattened_line_100-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.19&CDS=1-2940
2865	OG0002865	YNL202W	augustus_masked-flattened_line_50-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.100&CDS=1-867
2866	OG0002866	YNL206C	augustus_masked-flattened_line_104-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.18&CDS=1-1665
2867	OG0002867	YNL207W	augustus_masked-flattened_line_4-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.145&CDS=1-1320
2868	OG0002868	YNL208W	augustus_masked-flattened_line_140-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.27&CDS=1-711
2869	OG0002869	YNL211C	augustus_masked-flattened_line_15-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.100&CDS=1-252
2870	OG0002870	YNL212W	augustus_masked-flattened_line_15-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.134&CDS=1-2649
2871	OG0002871	YNL213C	augustus_masked-flattened_line_15-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.101&CDS=1-789
2872	OG0002872	YNL216W	augustus_masked-flattened_line_15-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.7&CDS=1-2133
2873	OG0002873	YNL217W	augustus_masked-flattened_line_15-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.8&CDS=1-1239
2874	OG0002874	YNL218W	augustus_masked-flattened_line_66-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.150&CDS=1-2214
2875	OG0002875	YNL219C	augustus_masked-flattened_line_17-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.115&CDS=1-1872
2876	OG0002876	YNL220W	augustus_masked-flattened_line_17-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.116&CDS=1-1284
2877	OG0002877	YNL221C	augustus_masked-flattened_line_90-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.53&CDS=1-2337
2878	OG0002878	YNL222W	maker-flattened_line_90-augustus-gene-0.68-mRNA-1_1&gene=maker-flattened_line_90-augustus-gene-0.68&CDS=1-2427
2879	OG0002879	YNL224C	snap_masked-flattened_line_90-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.70&CDS=1-2433
2880	OG0002880	YNL227C	augustus_masked-flattened_line_90-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.55&CDS=1-1815
2881	OG0002881	YNL229C	augustus_masked-flattened_line_4-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.113&CDS=1-894
2882	OG0002882	YNL231C	augustus_masked-flattened_line_140-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.25&CDS=1-1086
2883	OG0002883	YNL232W	augustus_masked-flattened_line_140-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.21&CDS=1-948
2884	OG0002884	YNL233W	genemark-flattened_line_140-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.2&CDS=1-4254
2885	OG0002885	YNL234W	snap_masked-flattened_line_140-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_140-processed-gene-0.12&CDS=1-1404
2886	OG0002886	YNL236W	augustus_masked-flattened_line_15-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.10&CDS=1-3492
2887	OG0002887	YNL237W	augustus_masked-flattened_line_17-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.127&CDS=1-1404
2888	OG0002888	YNL239W	augustus_masked-flattened_line_42-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.139&CDS=1-1368
2889	OG0002889	YNL240C	augustus_masked-flattened_line_17-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.126&CDS=1-1752
2890	OG0002890	YNL241C	snap_masked-flattened_line_17-processed-gene-2.30-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.30&CDS=1-4122
2891	OG0002891	YNL242W	augustus_masked-flattened_line_42-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.99&CDS=1-5937
2892	OG0002892	YNL243W	augustus_masked-flattened_line_68-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.102&CDS=1-3711
2893	OG0002893	YNL244C	augustus_masked-flattened_line_36-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.115&CDS=1-327
2894	OG0002894	YNL245C	snap_masked-flattened_line_36-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.38&CDS=1-843
2895	OG0002895	YNL246W	augustus_masked-flattened_line_0-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.108&CDS=1-792
2896	OG0002896	YNL247W	augustus_masked-flattened_line_38-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.100&CDS=1-2358
2897	OG0002897	YNL248C	augustus_masked-flattened_line_0-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.107&CDS=1-1257
2898	OG0002898	YNL250W	augustus_masked-flattened_line_2-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.153&CDS=1-3942
2899	OG0002899	YNL251C	maker-flattened_line_0-snap-gene-3.70-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.70&CDS=1-2064
2900	OG0002900	YNL252C	augustus_masked-flattened_line_0-processed-gene-4.175-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.175&CDS=1-939
2901	OG0002901	YNL256W	augustus_masked-flattened_line_0-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.64&CDS=1-2457
2902	OG0002902	YNL258C	augustus_masked-flattened_line_0-processed-gene-4.241-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.241&CDS=1-2649
2903	OG0002903	YNL259C	augustus_masked-flattened_line_0-processed-gene-4.206-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.206&CDS=1-222
2904	OG0002904	YNL260C	augustus_masked-flattened_line_0-processed-gene-4.205-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.205&CDS=1-447
2905	OG0002905	YNL261W	augustus_masked-flattened_line_0-processed-gene-4.236-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.236&CDS=1-1455
2906	OG0002906	YNL262W	augustus_masked-flattened_line_0-processed-gene-4.237-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.237&CDS=1-6825
2907	OG0002907	YNL263C	augustus_masked-flattened_line_0-processed-gene-4.238-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.238&CDS=1-1086
2908	OG0002908	YNL265C	augustus_masked-flattened_line_15-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.64&CDS=1-756
2909	OG0002909	YNL267W	augustus_masked-flattened_line_0-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.115&CDS=1-2826
2910	OG0002910	YNL271C	augustus_masked-flattened_line_38-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.80&CDS=1-5367
2911	OG0002911	YNL272C	augustus_masked-flattened_line_38-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.79&CDS=1-2064
2912	OG0002912	YNL273W	augustus_masked-flattened_line_10-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.92&CDS=1-3864
2913	OG0002913	YNL274C	augustus_masked-flattened_line_15-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.107&CDS=1-1044
2914	OG0002914	YNL275W	augustus_masked-flattened_line_36-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.69&CDS=1-1794
2915	OG0002915	YNL277W	snap_masked-flattened_line_36-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.97&CDS=1-1641
2916	OG0002916	YNL279W	snap_masked-flattened_line_10-processed-gene-3.13-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.13&CDS=1-1836
2917	OG0002917	YNL282W	augustus_masked-flattened_line_21-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.75&CDS=1-879
2918	OG0002918	YNL284C	augustus_masked-flattened_line_60-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.72&CDS=1-846
2919	OG0002919	YNL286W	augustus_masked-flattened_line_36-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-2.77&CDS=1-1230
2920	OG0002920	YNL287W	augustus_masked-flattened_line_78-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.20&CDS=1-2844
2921	OG0002921	YNL288W	genemark-flattened_line_68-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.42&CDS=1-1128
2922	OG0002922	YNL290W	maker-flattened_line_36-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-1.1&CDS=1-2934
2923	OG0002923	YNL292W	augustus_masked-flattened_line_0-processed-gene-4.182-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.182&CDS=1-2406
2924	OG0002924	YNL294C	augustus_masked-flattened_line_0-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.57&CDS=1-1596
2925	OG0002925	YNL297C	augustus_masked-flattened_line_0-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.111&CDS=1-4848
2926	OG0002926	YNL305C	augustus_masked-flattened_line_21-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.83&CDS=1-768
2927	OG0002927	YNL306W	augustus_masked-flattened_line_44-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-1.76&CDS=1-696
2928	OG0002928	YNL307C	augustus_masked-flattened_line_44-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-1.104&CDS=1-1143
2929	OG0002929	YNL308C	augustus_masked-flattened_line_56-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.118&CDS=1-1812
2930	OG0002930	YNL310C	augustus_masked-flattened_line_56-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.127&CDS=1-531
2931	OG0002931	YNL312W	augustus_masked-flattened_line_40-processed-gene-1.233-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.233&CDS=1-729
2932	OG0002932	YNL313C	augustus_masked-flattened_line_25-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.30&CDS=1-5961
2933	OG0002933	YNL315C	augustus_masked-flattened_line_56-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.126&CDS=1-966
2934	OG0002934	YNL316C	augustus_masked-flattened_line_27-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.108&CDS=1-924
2935	OG0002935	YNL317W	augustus_masked-flattened_line_13-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.12&CDS=1-1539
2936	OG0002936	YNL320W	augustus_masked-flattened_line_150-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.7&CDS=1-897
2937	OG0002937	YNL321W	augustus_masked-flattened_line_21-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.82&CDS=1-3312
2938	OG0002938	YNL322C	augustus_masked-flattened_line_27-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.93&CDS=1-426
2939	OG0002939	YNL323W	augustus_masked-flattened_line_60-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.77&CDS=1-1374
2940	OG0002940	YNL325C	augustus_masked-flattened_line_0-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.73&CDS=1-4470
2941	OG0002941	YNL326C	genemark-flattened_line_76-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.125&CDS=1-1260
2942	OG0002942	YNL328C	augustus_masked-flattened_line_74-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.85&CDS=1-441
2943	OG0002943	YNL329C	augustus_masked-flattened_line_74-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.69&CDS=1-3822
2944	OG0002944	YNL330C	augustus_masked-flattened_line_76-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.20&CDS=1-1791
2945	OG0002945	YNR003C	augustus_masked-flattened_line_10-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.89&CDS=1-984
2946	OG0002946	YNR006W	augustus_masked-flattened_line_6-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.18&CDS=1-2598
2947	OG0002947	YNR007C	augustus_masked-flattened_line_6-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.36&CDS=1-957
2948	OG0002948	YNR008W	augustus_masked-flattened_line_6-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.35&CDS=1-2238
2949	OG0002949	YNR011C	augustus_masked-flattened_line_6-processed-gene-3.169-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.169&CDS=1-2691
2950	OG0002950	YNR012W	augustus_masked-flattened_line_6-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.141&CDS=1-1611
2951	OG0002951	YNR015W	augustus_masked-flattened_line_66-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.145&CDS=1-1176
2952	OG0002952	YNR016C	augustus_masked-flattened_line_132-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.7&CDS=1-6768
2953	OG0002953	YNR017W	augustus_masked-flattened_line_66-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.173&CDS=1-627
2954	OG0002954	YNR018W	augustus_masked-flattened_line_48-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.96&CDS=1-648
2955	OG0002955	YNR020C	snap_masked-flattened_line_40-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.29&CDS=1-708
2956	OG0002956	YNR021W	augustus_masked-flattened_line_40-processed-gene-1.237-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.237&CDS=1-1119
2957	OG0002957	YNR022C	augustus_masked-flattened_line_40-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.204&CDS=1-780
2958	OG0002958	YNR023W	augustus_masked-flattened_line_40-processed-gene-1.234-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.234&CDS=1-1515
2959	OG0002959	YNR029C	augustus_masked-flattened_line_116-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.34&CDS=1-1257
2960	OG0002960	YNR030W	augustus_masked-flattened_line_116-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.24&CDS=1-1947
2961	OG0002961	YNR032C-A	augustus_masked-flattened_line_15-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.50&CDS=1-219
2962	OG0002962	YNR033W	augustus_masked-flattened_line_4-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.64&CDS=1-2322
2963	OG0002963	YNR035C	augustus_masked-flattened_line_4-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.62&CDS=1-1023
2964	OG0002964	YNR036C	augustus_masked-flattened_line_4-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.80&CDS=1-549
2965	OG0002965	YNR037C	augustus_masked-flattened_line_88-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.62&CDS=1-270
2966	OG0002966	YNR038W	augustus_masked-flattened_line_88-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.73&CDS=1-2103
2967	OG0002967	YNR039C	augustus_masked-flattened_line_50-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.84&CDS=1-2520
2968	OG0002968	YNR041C	augustus_masked-flattened_line_166-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_166-processed-gene-0.2&CDS=1-1197
2969	OG0002969	YNR043W	maker-flattened_line_21-augustus-gene-2.271-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-2.271&CDS=1-3204
2970	OG0002970	YNR046W	augustus_masked-flattened_line_19-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.46&CDS=1-387
2971	OG0002971	YNR049C	augustus_masked-flattened_line_38-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.35&CDS=1-663
2972	OG0002972	YNR051C	augustus_masked-flattened_line_70-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.11&CDS=1-1434
2973	OG0002973	YNR052C	snap_masked-flattened_line_70-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.102&CDS=1-1620
2974	OG0002974	YNR053C	maker-flattened_line_70-augustus-gene-0.85-mRNA-1_1&gene=maker-flattened_line_70-augustus-gene-0.85&CDS=1-1614
2975	OG0002975	YNR055C	augustus_masked-flattened_line_138-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.17&CDS=1-1848
2976	OG0002976	YNR064C	augustus_masked-flattened_line_15-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.13&CDS=1-927
2977	OG0002977	YNR067C	augustus_masked-flattened_line_19-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.138&CDS=1-3510
2978	OG0002978	YNR074C	augustus_masked-flattened_line_82-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.114&CDS=1-1104
2979	OG0002979	YOL001W	augustus_masked-flattened_line_94-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.36&CDS=1-1731
2980	OG0002980	YOL002C	snap_masked-flattened_line_68-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.69&CDS=1-987
2981	OG0002981	YOL003C	augustus_masked-flattened_line_40-processed-gene-1.224-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.224&CDS=1-1290
2982	OG0002982	YOL004W	maker-flattened_line_38-augustus-gene-1.173-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-1.173&CDS=1-4695
2983	OG0002983	YOL005C	maker-flattened_line_38-augustus-gene-1.167-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-1.167&CDS=1-366
2984	OG0002984	YOL006C	augustus_masked-flattened_line_38-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.23&CDS=1-2310
2985	OG0002985	YOL008W	augustus_masked-flattened_line_10-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.70&CDS=1-606
2986	OG0002986	YOL010W	augustus_masked-flattened_line_32-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.43&CDS=1-1110
2987	OG0002987	YOL012C	augustus_masked-flattened_line_44-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-1.114&CDS=1-396
2988	OG0002988	YOL013C	snap_masked-flattened_line_44-processed-gene-1.182-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.182&CDS=1-1839
2989	OG0002989	YOL018C	augustus_masked-flattened_line_2-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.80&CDS=1-1170
2990	OG0002990	YOL019W	augustus_masked-flattened_line_2-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.96&CDS=1-1860
2991	OG0002991	YOL021C	augustus_masked-flattened_line_48-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.129&CDS=1-3051
2992	OG0002992	YOL023W	augustus_masked-flattened_line_6-processed-gene-3.175-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.175&CDS=1-5439
2993	OG0002993	YOL030W	augustus_masked-flattened_line_34-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-2.168&CDS=1-1335
2994	OG0002994	YOL031C	augustus_masked-flattened_line_42-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.141&CDS=1-1332
2995	OG0002995	YOL032W	augustus_masked-flattened_line_42-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.107&CDS=1-672
2996	OG0002996	YOL033W	augustus_masked-flattened_line_4-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.21&CDS=1-1566
