	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034885_Ogataea_zsoltii
2269	OG0002269	YLR090W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.22-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.22&CDS=1-1320
2270	OG0002270	YLR097C	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.130-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.130&CDS=1-1194
2271	OG0002271	YLR099W-A	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.126&CDS=1-261
2272	OG0002272	YLR100W	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.40-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.40&CDS=1-1050
2273	OG0002273	YLR103C	maker-NODE_7_length_357092_cov_29.7097_ID_13-snap-gene-0.90-mRNA-1_1&gene=maker-NODE_7_length_357092_cov_29.7097_ID_13-snap-gene-0.90&CDS=1-3138
2274	OG0002274	YLR104W	snap_masked-NODE_57_length_35794_cov_27.8024_ID_113-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_57_length_35794_cov_27.8024_ID_113-processed-gene-0.59&CDS=1-342
2275	OG0002275	YLR105C	snap_masked-NODE_57_length_35794_cov_27.8024_ID_113-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_57_length_35794_cov_27.8024_ID_113-processed-gene-0.51&CDS=1-1062
2276	OG0002276	YLR106C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-0.21&CDS=1-14661
2277	OG0002277	YLR107W	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.121&CDS=1-1251
2278	OG0002278	YLR109W	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.50&CDS=1-576
2279	OG0002279	YLR113W	augustus_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.39&CDS=1-1146
2280	OG0002280	YLR114C	augustus_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-5.75&CDS=1-2640
2281	OG0002281	YLR116W	augustus_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-1.79&CDS=1-1341
2282	OG0002282	YLR117C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.250-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.250&CDS=1-2118
2283	OG0002283	YLR118C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.132-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.132&CDS=1-678
2284	OG0002284	YLR126C	snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.33&CDS=1-771
2285	OG0002285	YLR127C	snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-0.33&CDS=1-1872
2286	OG0002286	YLR129W	maker-NODE_13_length_289362_cov_30.0886_ID_25-snap-gene-0.40-mRNA-1_1&gene=maker-NODE_13_length_289362_cov_30.0886_ID_25-snap-gene-0.40&CDS=1-3648
2287	OG0002287	YLR130C	snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-0.31&CDS=1-1194
2288	OG0002288	YLR133W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.43&CDS=1-1716
2289	OG0002289	YLR137W	snap_masked-NODE_32_length_134182_cov_33.8379_ID_63-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_32_length_134182_cov_33.8379_ID_63-processed-gene-0.54&CDS=1-852
2290	OG0002290	YLR138W	snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-0.32&CDS=1-2796
2291	OG0002291	YLR139C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.5&CDS=1-2370
2292	OG0002292	YLR141W	augustus_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.53&CDS=1-1755
2293	OG0002293	YLR142W	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.8&CDS=1-1374
2294	OG0002294	YLR143W	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.9&CDS=1-1815
2295	OG0002295	YLR145W	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.34&CDS=1-669
2296	OG0002296	YLR147C	snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.99&CDS=1-300
2297	OG0002297	YLR148W	snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.118&CDS=1-2928
2298	OG0002298	YLR149C	augustus_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.86&CDS=1-1371
2299	OG0002299	YLR151C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.8&CDS=1-1212
2300	OG0002300	YLR163C	snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.100&CDS=1-1386
2301	OG0002301	YLR166C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-6.15-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-6.15&CDS=1-2550
2302	OG0002302	YLR170C	maker-NODE_3_length_509586_cov_31.0256_ID_5-snap-gene-3.7-mRNA-1_1&gene=maker-NODE_3_length_509586_cov_31.0256_ID_5-snap-gene-3.7&CDS=1-459
2303	OG0002303	YLR172C	snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.115&CDS=1-903
2304	OG0002304	YLR174W	snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-0.96&CDS=1-1233
2305	OG0002305	YLR175W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.22-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-3.22&CDS=1-1446
2306	OG0002306	YLR178C	snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.242-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.242&CDS=1-648
2307	OG0002307	YLR181C	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.118&CDS=1-1152
2308	OG0002308	YLR182W	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.101&CDS=1-2241
2309	OG0002309	YLR186W	augustus_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.106&CDS=1-1530
2310	OG0002310	YLR187W	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.119&CDS=1-2961
2311	OG0002311	YLR189C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-1.137-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-1.137&CDS=1-3891
2312	OG0002312	YLR191W	snap_masked-NODE_53_length_40581_cov_30.4966_ID_105-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_53_length_40581_cov_30.4966_ID_105-processed-gene-0.3&CDS=1-1218
2313	OG0002313	YLR193C	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.114&CDS=1-522
2314	OG0002314	YLR195C	maker-NODE_9_length_332902_cov_30.3286_ID_17-augustus-gene-1.100-mRNA-1_1&gene=maker-NODE_9_length_332902_cov_30.3286_ID_17-augustus-gene-1.100&CDS=1-3612
2315	OG0002315	YLR196W	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.40&CDS=1-1740
2316	OG0002316	YLR197W	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.93&CDS=1-1503
2317	OG0002317	YLR200W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-0.30&CDS=1-363
2318	OG0002318	YLR203C	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-0.104&CDS=1-1251
2319	OG0002319	YLR205C	snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.51&CDS=1-855
2320	OG0002320	YLR207W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-1.44&CDS=1-2424
2321	OG0002321	YLR209C	snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.11&CDS=1-939
2322	OG0002322	YLR212C	maker-NODE_2_length_612583_cov_33.3099_ID_3-snap-gene-4.169-mRNA-1_1&gene=maker-NODE_2_length_612583_cov_33.3099_ID_3-snap-gene-4.169&CDS=1-1440
2323	OG0002323	YLR215C	snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.230-mRNA-1_1&gene=snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.230&CDS=1-1095
2324	OG0002324	YLR216C	maker-NODE_16_length_268119_cov_31.1022_ID_31-augustus-gene-1.166-mRNA-1_1&gene=maker-NODE_16_length_268119_cov_31.1022_ID_31-augustus-gene-1.166&CDS=1-2307
2325	OG0002325	YLR220W	snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.55&CDS=1-924
2326	OG0002326	YLR222C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.122&CDS=1-2382
2327	OG0002327	YLR228C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-2.143&CDS=1-1623
2328	OG0002328	YLR229C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.351-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.351&CDS=1-687
2329	OG0002329	YLR231C	augustus_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.71&CDS=1-1389
2330	OG0002330	YLR234W	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.7&CDS=1-1920
2331	OG0002331	YLR239C	genemark-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.131&CDS=1-927
2332	OG0002332	YLR240W	snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.116&CDS=1-3114
2333	OG0002333	YLR241W	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.34&CDS=1-2577
2334	OG0002334	YLR242C	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.9&CDS=1-1077
2335	OG0002335	YLR243W	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.136-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.136&CDS=1-849
2336	OG0002336	YLR247C	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.129&CDS=1-4749
2337	OG0002337	YLR248W	maker-NODE_19_length_231802_cov_29.4664_ID_37-augustus-gene-0.45-mRNA-1_1&gene=maker-NODE_19_length_231802_cov_29.4664_ID_37-augustus-gene-0.45&CDS=1-1785
2338	OG0002338	YLR250W	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.15-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.15&CDS=1-669
2339	OG0002339	YLR251W	maker-NODE_32_length_134182_cov_33.8379_ID_63-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_32_length_134182_cov_33.8379_ID_63-snap-gene-0.7&CDS=1-582
2340	OG0002340	YLR259C	snap_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_23_length_192153_cov_28.0327_ID_45-processed-gene-0.58&CDS=1-1716
2341	OG0002341	YLR262C	snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.183-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.183&CDS=1-597
2342	OG0002342	YLR262C-A	snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.182-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.182&CDS=1-195
2343	OG0002343	YLR264W	genemark-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.5&CDS=1-201
2344	OG0002344	YLR268W	maker-NODE_3_length_509586_cov_31.0256_ID_5-snap-gene-2.2-mRNA-1_1&gene=maker-NODE_3_length_509586_cov_31.0256_ID_5-snap-gene-2.2&CDS=1-642
2345	OG0002345	YLR272C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.101-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.101&CDS=1-3450
2346	OG0002346	YLR274W	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.205-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.205&CDS=1-2169
2347	OG0002347	YLR276C	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.135&CDS=1-1641
2348	OG0002348	YLR277C	snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-0.8&CDS=1-2112
2349	OG0002349	YLR281C	augustus_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-0.96&CDS=1-585
2350	OG0002350	YLR283W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.27-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.27&CDS=1-1032
2351	OG0002351	YLR285W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.167-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.167&CDS=1-777
2352	OG0002352	YLR288C	snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.187-mRNA-1_1&gene=snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.187&CDS=1-912
2353	OG0002353	YLR289W	maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-2.154-mRNA-1_1&gene=maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-2.154&CDS=1-2256
2354	OG0002354	YLR290C	augustus_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.135&CDS=1-2334
2355	OG0002355	YLR291C	maker-NODE_1_length_742912_cov_33.9653_ID_1-snap-gene-5.165-mRNA-1_1&gene=maker-NODE_1_length_742912_cov_33.9653_ID_1-snap-gene-5.165&CDS=1-1068
2356	OG0002356	YLR292C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.12&CDS=1-600
2357	OG0002357	YLR295C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.16&CDS=1-345
2358	OG0002358	YLR298C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.38-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.38&CDS=1-348
2359	OG0002359	YLR301W	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.35&CDS=1-765
2360	OG0002360	YLR303W	maker-NODE_14_length_272433_cov_31.4939_ID_27-augustus-gene-1.189-mRNA-1_1&gene=maker-NODE_14_length_272433_cov_31.4939_ID_27-augustus-gene-1.189&CDS=1-2526
2361	OG0002361	YLR304C	snap_masked-NODE_39_length_98688_cov_30.9912_ID_77-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_39_length_98688_cov_30.9912_ID_77-processed-gene-0.34&CDS=1-2340
2362	OG0002362	YLR305C	augustus_masked-NODE_39_length_98688_cov_30.9912_ID_77-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_39_length_98688_cov_30.9912_ID_77-processed-gene-0.112&CDS=1-6372
2363	OG0002363	YLR306W	augustus_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.134&CDS=1-558
2364	OG0002364	YLR309C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.16&CDS=1-2913
2365	OG0002365	YLR312W-A	snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.54&CDS=1-717
2366	OG0002366	YLR314C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.21-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.21&CDS=1-1353
2367	OG0002367	YLR316C	snap_masked-NODE_34_length_122159_cov_30.0024_ID_67-processed-gene-0.178-mRNA-1_1&gene=snap_masked-NODE_34_length_122159_cov_30.0024_ID_67-processed-gene-0.178&CDS=1-972
2368	OG0002368	YLR318W	snap_masked-NODE_34_length_122159_cov_30.0024_ID_67-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_34_length_122159_cov_30.0024_ID_67-processed-gene-0.146&CDS=1-2457
2369	OG0002369	YLR319C	augustus_masked-NODE_34_length_122159_cov_30.0024_ID_67-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_34_length_122159_cov_30.0024_ID_67-processed-gene-0.118&CDS=1-2136
2370	OG0002370	YLR320W	maker-NODE_34_length_122159_cov_30.0024_ID_67-snap-gene-0.194-mRNA-1_1&gene=maker-NODE_34_length_122159_cov_30.0024_ID_67-snap-gene-0.194&CDS=1-5496
2371	OG0002371	YLR321C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.138-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.138&CDS=1-1122
2372	OG0002372	YLR323C	snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.271-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.271&CDS=1-561
2373	OG0002373	YLR324W	snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.329-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.329&CDS=1-1638
2374	OG0002374	YLR325C	snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.331-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.331&CDS=1-234
2375	OG0002375	YLR326W	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.237-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.237&CDS=1-681
2376	OG0002376	YLR330W	snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.98&CDS=1-1617
2377	OG0002377	YLR336C	snap_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.221-mRNA-1_1&gene=snap_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.221&CDS=1-2940
2378	OG0002378	YLR337C	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.131&CDS=1-2253
2379	OG0002379	YLR340W	augustus_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.49&CDS=1-1140
2380	OG0002380	YLR345W	snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.68&CDS=1-1527
2381	OG0002381	YLR347C	snap_masked-NODE_36_length_115515_cov_29.1138_ID_71-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_36_length_115515_cov_29.1138_ID_71-processed-gene-0.42&CDS=1-2619
2382	OG0002382	YLR348C	augustus_masked-NODE_62_length_22002_cov_31.0855_ID_123-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_62_length_22002_cov_31.0855_ID_123-processed-gene-0.0&CDS=1-885
2383	OG0002383	YLR351C	maker-NODE_44_length_76293_cov_30.3159_ID_87-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_44_length_76293_cov_30.3159_ID_87-augustus-gene-0.0&CDS=1-1833
2384	OG0002384	YLR352W	maker-NODE_2_length_612583_cov_33.3099_ID_3-snap-gene-4.167-mRNA-1_1&gene=maker-NODE_2_length_612583_cov_33.3099_ID_3-snap-gene-4.167&CDS=1-2631
2385	OG0002385	YLR355C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.259-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.259&CDS=1-1185
2386	OG0002386	YLR359W	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.249-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-2.249&CDS=1-1443
2387	OG0002387	YLR362W	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-2.110&CDS=1-2112
2388	OG0002388	YLR364W	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.124&CDS=1-315
2389	OG0002389	YLR370C	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.113&CDS=1-528
