	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026274_Komagataella_populi
3043	OG0003043	YOR322C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.53-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.53&CDS=1-2190
3044	OG0003044	YOR323C	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-5.23-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-5.23&CDS=1-1344
3045	OG0003045	YOR327C	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.29&CDS=1-330
3046	OG0003046	YOR329C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.135-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.135&CDS=1-1599
3047	OG0003047	YOR330C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.134-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.134&CDS=1-3036
3048	OG0003048	YOR332W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.162-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.162&CDS=1-690
3049	OG0003049	YOR335C	augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-4.105&CDS=1-2943
3050	OG0003050	YOR336W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.59-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.59&CDS=1-4359
3051	OG0003051	YOR340C	maker-NODE_3_length_1151431_cov_13.5986_ID_5-augustus-gene-8.11-mRNA-1_1&gene=maker-NODE_3_length_1151431_cov_13.5986_ID_5-augustus-gene-8.11&CDS=1-1764
3052	OG0003052	YOR341W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.17-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.17&CDS=1-4908
3053	OG0003053	YOR346W	augustus_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.84&CDS=1-2805
3054	OG0003054	YOR349W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-6.153-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-6.153&CDS=1-3132
3055	OG0003055	YOR352W	augustus_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-1.119&CDS=1-894
3056	OG0003056	YOR353C	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.27&CDS=1-2292
3057	OG0003057	YOR355W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.125-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.125&CDS=1-1365
3058	OG0003058	YOR356W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.121-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.121&CDS=1-1788
3059	OG0003059	YOR357C	maker-NODE_3_length_1151431_cov_13.5986_ID_5-snap-gene-9.152-mRNA-1_1&gene=maker-NODE_3_length_1151431_cov_13.5986_ID_5-snap-gene-9.152&CDS=1-462
3060	OG0003060	YOR358W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-9.25-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-9.25&CDS=1-810
3061	OG0003061	YOR359W	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.32&CDS=1-1368
3062	OG0003062	YOR360C	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-1.31&CDS=1-1665
3063	OG0003063	YOR361C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.164-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.164&CDS=1-2145
3064	OG0003064	YOR362C	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.108&CDS=1-771
3065	OG0003065	YOR367W	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.174-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.174&CDS=1-624
3066	OG0003066	YOR368W	augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.53&CDS=1-1284
3067	OG0003067	YOR369C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.148-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.148&CDS=1-432
3068	OG0003068	YOR370C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.147-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.147&CDS=1-1905
3069	OG0003069	YOR373W	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.68&CDS=1-2964
3070	OG0003070	YOR388C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.58-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.58&CDS=1-1095
3071	OG0003071	YPL002C	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-1.74&CDS=1-801
3072	OG0003072	YPL003W	snap_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.8&CDS=1-1503
3073	OG0003073	YPL005W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.24-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.24&CDS=1-1776
3074	OG0003074	YPL006W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.48-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.48&CDS=1-3849
3075	OG0003075	YPL007C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.44-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.44&CDS=1-2037
3076	OG0003076	YPL008W	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-9.124-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-9.124&CDS=1-2427
3077	OG0003077	YPL009C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.70&CDS=1-2931
3078	OG0003078	YPL010W	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.43&CDS=1-570
3079	OG0003079	YPL011C	augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.178-mRNA-1_1&gene=augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.178&CDS=1-939
3080	OG0003080	YPL012W	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.42-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.42&CDS=1-3609
3081	OG0003081	YPL013C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.68-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.68&CDS=1-360
3082	OG0003082	YPL015C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-3.44&CDS=1-1137
3083	OG0003083	YPL016W	augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-7.102&CDS=1-3468
3084	OG0003084	YPL020C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-6.42-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-6.42&CDS=1-2088
3085	OG0003085	YPL022W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-7.19-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-7.19&CDS=1-2868
3086	OG0003086	YPL028W	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.16-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.16&CDS=1-1206
3087	OG0003087	YPL029W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.49-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.49&CDS=1-2430
3088	OG0003088	YPL030W	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.19&CDS=1-1680
3089	OG0003089	YPL037C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.8&CDS=1-483
3090	OG0003090	YPL040C	augustus_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.133&CDS=1-3723
3091	OG0003091	YPL041C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.12&CDS=1-672
3092	OG0003092	YPL042C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.13-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-4.13&CDS=1-1221
3093	OG0003093	YPL043W	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.47&CDS=1-1953
3094	OG0003094	YPL045W	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.48&CDS=1-2427
3095	OG0003095	YPL046C	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.21-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.21&CDS=1-312
3096	OG0003096	YPL050C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.59-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.59&CDS=1-1116
3097	OG0003097	YPL051W	augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.43&CDS=1-2100
3098	OG0003098	YPL054W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.105&CDS=1-1077
3099	OG0003099	YPL057C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.32&CDS=1-1098
3100	OG0003100	YPL059W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.161-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.161&CDS=1-489
3101	OG0003101	YPL063W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-5.141-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-5.141&CDS=1-1365
3102	OG0003102	YPL064C	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.101&CDS=1-1053
3103	OG0003103	YPL065W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-7.113-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-7.113&CDS=1-759
3104	OG0003104	YPL066W	augustus_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.62&CDS=1-1290
3105	OG0003105	YPL067C	augustus_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-0.103&CDS=1-525
3106	OG0003106	YPL069C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-2.165-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-2.165&CDS=1-942
3107	OG0003107	YPL072W	maker-NODE_1_length_2210088_cov_13.6287_ID_1-snap-gene-11.134-mRNA-1_1&gene=maker-NODE_1_length_2210088_cov_13.6287_ID_1-snap-gene-11.134&CDS=1-1542
3108	OG0003108	YPL076W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-4.140-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-4.140&CDS=1-861
3109	OG0003109	YPL078C	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-4.166-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-4.166&CDS=1-699
3110	OG0003110	YPL082C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.125-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-1.125&CDS=1-5805
3111	OG0003111	YPL083C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.59-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.59&CDS=1-1071
3112	OG0003112	YPL085W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.107&CDS=1-7470
3113	OG0003113	YPL086C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.5-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.5&CDS=1-1668
3114	OG0003114	YPL088W	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-5.124-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-5.124&CDS=1-1023
3115	OG0003115	YPL091W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-2.141&CDS=1-1386
3116	OG0003116	YPL092W	augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-9.9&CDS=1-1236
3117	OG0003117	YPL093W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.38-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.38&CDS=1-1905
3118	OG0003118	YPL094C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-2.139-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-2.139&CDS=1-834
3119	OG0003119	YPL096W	augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-0.126&CDS=1-1077
3120	OG0003120	YPL097W	augustus_masked-NODE_16_length_36157_cov_19.2433_ID_31-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_16_length_36157_cov_19.2433_ID_31-processed-gene-0.20&CDS=1-1482
3121	OG0003121	YPL098C	maker-NODE_3_length_1151431_cov_13.5986_ID_5-snap-gene-2.8-mRNA-1_1&gene=maker-NODE_3_length_1151431_cov_13.5986_ID_5-snap-gene-2.8&CDS=1-303
3122	OG0003122	YPL101W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.49-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.49&CDS=1-1260
3123	OG0003123	YPL103C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-2.140-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-2.140&CDS=1-1206
3124	OG0003124	YPL104W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.39-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-12.39&CDS=1-1995
3125	OG0003125	YPL107W	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.132&CDS=1-618
3126	OG0003126	YPL108W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.84&CDS=1-468
3127	OG0003127	YPL110C	augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-10.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-10.86&CDS=1-5835
3128	OG0003128	YPL112C	augustus_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.91&CDS=1-1530
3129	OG0003129	YPL115C	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-16.153-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-16.153&CDS=1-2937
3130	OG0003130	YPL117C	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-16.152-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-16.152&CDS=1-846
3131	OG0003131	YPL118W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.33-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.33&CDS=1-1014
3132	OG0003132	YPL122C	augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.78&CDS=1-2550
3133	OG0003133	YPL123C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-7.149-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-7.149&CDS=1-1212
3134	OG0003134	YPL126W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.5-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.5&CDS=1-2289
3135	OG0003135	YPL127C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-17.106-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-17.106&CDS=1-591
3136	OG0003136	YPL128C	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-17.56-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-17.56&CDS=1-2343
3137	OG0003137	YPL129W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-17.118-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-17.118&CDS=1-741
3138	OG0003138	YPL131W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.153-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.153&CDS=1-891
3139	OG0003139	YPL132W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.2-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.2&CDS=1-633
3140	OG0003140	YPL133C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.6-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-8.6&CDS=1-1524
3141	OG0003141	YPL134C	augustus_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.176&CDS=1-882
3142	OG0003142	YPL138C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-7.150-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-7.150&CDS=1-1143
3143	OG0003143	YPL145C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-17.138-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-17.138&CDS=1-1263
3144	OG0003144	YPL146C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-4.14-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-4.14&CDS=1-1167
3145	OG0003145	YPL147W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.18-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.18&CDS=1-2622
3146	OG0003146	YPL149W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-10.31&CDS=1-909
3147	OG0003147	YPL151C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.33-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.33&CDS=1-1359
3148	OG0003148	YPL152W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.11-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.11&CDS=1-1047
3149	OG0003149	YPL153C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-0.118&CDS=1-2322
3150	OG0003150	YPL154C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-0.119&CDS=1-1230
3151	OG0003151	YPL155C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.28-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.28&CDS=1-2031
3152	OG0003152	YPL157W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.29-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-13.29&CDS=1-747
3153	OG0003153	YPL160W	maker-NODE_3_length_1151431_cov_13.5986_ID_5-snap-gene-10.4-mRNA-1_1&gene=maker-NODE_3_length_1151431_cov_13.5986_ID_5-snap-gene-10.4&CDS=1-3291
3154	OG0003154	YPL162C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-7.46-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-7.46&CDS=1-726
3155	OG0003155	YPL164C	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-7.143-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-7.143&CDS=1-1797
3156	OG0003156	YPL167C	snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-0.129&CDS=1-4479
3157	OG0003157	YPL169C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.52-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.52&CDS=1-1791
3158	OG0003158	YPL172C	augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.100&CDS=1-1275
3159	OG0003159	YPL173W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.56-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.56&CDS=1-930
3160	OG0003160	YPL175W	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.87-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.87&CDS=1-1308
3161	OG0003161	YPL178W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.123&CDS=1-708
