	OrthologID	Lachancea_cidri	Saccharomyces_cerevisiae
3155	OG0003155	snap_masked-LACI0H-processed-gene-2.35-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.35&CDS=1-264	YDL160C-A
3156	OG0003156	snap_masked-LACI0H-processed-gene-2.11-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.11&CDS=1-2415	YLR207W
3157	OG0003157	snap_masked-LACI0H-processed-gene-2.12-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.12&CDS=1-882	YLR208W
3158	OG0003158	snap_masked-LACI0H-processed-gene-2.37-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.37&CDS=1-915	YLR209C
3159	OG0003159	snap_masked-LACI0H-processed-gene-2.38-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.38&CDS=1-1482	YDL160C
3160	OG0003160	snap_masked-LACI0H-processed-gene-2.13-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.13&CDS=1-1332	YDL159W
3161	OG0003161	snap_masked-LACI0H-processed-gene-2.39-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.39&CDS=1-321	YDL157C
3162	OG0003162	snap_masked-LACI0H-processed-gene-2.14-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.14&CDS=1-1536	YDL156W
3163	OG0003163	snap_masked-LACI0H-processed-gene-2.40-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.40&CDS=1-738	YDR391C
3164	OG0003164	snap_masked-LACI0H-processed-gene-2.15-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.15&CDS=1-1356	YDL155W
3165	OG0003165	snap_masked-LACI0H-processed-gene-2.43-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.43&CDS=1-1788	YDL153C
3166	OG0003166	augustus_masked-LACI0H-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-2.119&CDS=1-4029	YDL149W
3167	OG0003167	snap_masked-LACI0H-processed-gene-2.44-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.44&CDS=1-2442	YDL148C
3168	OG0003168	snap_masked-LACI0H-processed-gene-2.18-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.18&CDS=1-1323	YDL147W
3169	OG0003169	augustus_masked-LACI0H-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-2.145&CDS=1-645	YLR211C
3170	OG0003170	snap_masked-LACI0H-processed-gene-2.19-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.19&CDS=1-1443	YDL146W
3171	OG0003171	snap_masked-LACI0H-processed-gene-2.46-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.46&CDS=1-1404	YLR212C
3172	OG0003172	augustus_masked-LACI0H-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-2.147&CDS=1-3630	YDL145C
3173	OG0003173	augustus_masked-LACI0H-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-2.148&CDS=1-2547	YDL144C
3174	OG0003174	snap_masked-LACI0H-processed-gene-2.20-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.20&CDS=1-2061	YLR214W
3175	OG0003175	snap_masked-LACI0H-processed-gene-2.50-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.50&CDS=1-1080	YLR215C
3176	OG0003176	snap_masked-LACI0H-processed-gene-2.21-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-2.21&CDS=1-1584	YDL143W
3177	OG0003177	augustus_masked-LACI0H-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-2.150&CDS=1-780	YDL142C
3178	OG0003178	augustus_masked-LACI0H-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-2.126&CDS=1-2046	YDL141W
3179	OG0003179	snap_masked-LACI0H-processed-gene-3.63-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.63&CDS=1-5202	YDL140C
3180	OG0003180	maker-LACI0H-snap-gene-3.121-mRNA-1_1&gene=maker-LACI0H-snap-gene-3.121&CDS=1-1848	YLR216C
3181	OG0003181	snap_masked-LACI0H-processed-gene-3.61-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.61&CDS=1-3732	YDL195W
3182	OG0003182	snap_masked-LACI0H-processed-gene-3.67-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.67&CDS=1-1050	YDL193W
3183	OG0003183	snap_masked-LACI0H-processed-gene-3.96-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.96&CDS=1-2862	YDL190C
3184	OG0003184	snap_masked-LACI0H-processed-gene-3.71-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.71&CDS=1-1032	YDL189W
3185	OG0003185	snap_masked-LACI0H-processed-gene-3.97-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.97&CDS=1-600	YDL135C
3186	OG0003186	augustus_masked-LACI0H-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.153&CDS=1-1074	YDL134C
3187	OG0003187	snap_masked-LACI0H-processed-gene-3.73-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.73&CDS=1-555	YDL186W
3188	OG0003188	genemark-LACI0H-processed-gene-3.43-mRNA-1_1&gene=genemark-LACI0H-processed-gene-3.43&CDS=1-912	YDL183C
3189	OG0003189	snap_masked-LACI0H-processed-gene-3.75-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.75&CDS=1-1368	YDL133W
3190	OG0003190	snap_masked-LACI0H-processed-gene-3.76-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.76&CDS=1-2403	YDL132W
3191	OG0003191	snap_masked-LACI0H-processed-gene-3.78-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.78&CDS=1-255	YDL181W
3192	OG0003192	maker-LACI0H-snap-gene-3.119-mRNA-1_1&gene=maker-LACI0H-snap-gene-3.119&CDS=1-315	YDL130W
3193	OG0003193	augustus_masked-LACI0H-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.137&CDS=1-555	YDL129W
3194	OG0003194	augustus_masked-LACI0H-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.138&CDS=1-1275	YDL180W
3195	OG0003195	snap_masked-LACI0H-processed-gene-3.82-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.82&CDS=1-1221	YDL128W
3196	OG0003196	maker-LACI0H-augustus-gene-3.3-mRNA-1_1&gene=maker-LACI0H-augustus-gene-3.3&CDS=1-2934	YDL126C
3197	OG0003197	augustus_masked-LACI0H-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.141&CDS=1-2718	YDL178W
3198	OG0003198	snap_masked-LACI0H-processed-gene-3.103-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.103&CDS=1-486	YDL177C
3199	OG0003199	snap_masked-LACI0H-processed-gene-3.86-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.86&CDS=1-2064	YDL176W
3200	OG0003200	snap_masked-LACI0H-processed-gene-3.104-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.104&CDS=1-411	YDL123W
3201	OG0003201	snap_masked-LACI0H-processed-gene-3.87-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.87&CDS=1-2181	YIL078W
3202	OG0003202	snap_masked-LACI0H-processed-gene-3.105-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.105&CDS=1-981	YIL077C
3203	OG0003203	snap_masked-LACI0H-processed-gene-3.88-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.88&CDS=1-870	YIL076W
3204	OG0003204	snap_masked-LACI0H-processed-gene-3.89-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.89&CDS=1-876	YER083C
3205	OG0003205	snap_masked-LACI0H-processed-gene-3.90-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.90&CDS=1-1656	YER082C
3206	OG0003206	snap_masked-LACI0H-processed-gene-3.107-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.107&CDS=1-2814	YIL075C
3207	OG0003207	snap_masked-LACI0H-processed-gene-3.109-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.109&CDS=1-1863	YER080W
3208	OG0003208	augustus_masked-LACI0H-processed-gene-3.163-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.163&CDS=1-651	YER079W
3209	OG0003209	augustus_masked-LACI0H-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.147&CDS=1-3141	YER078C
3210	OG0003210	augustus_masked-LACI0H-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.164&CDS=1-1257	YIL071C
3211	OG0003211	augustus_masked-LACI0H-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.148&CDS=1-1890	YER077C
3212	OG0003212	snap_masked-LACI0H-processed-gene-3.112-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.112&CDS=1-786	YIL070C
3213	OG0003213	augustus_masked-LACI0H-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.149&CDS=1-2511	YER075C
3214	OG0003214	maker-LACI0H-augustus-gene-3.5-mRNA-1_1&gene=maker-LACI0H-augustus-gene-3.5&CDS=1-198	YER074W-A
3215	OG0003215	augustus_masked-LACI0H-processed-gene-3.167-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.167&CDS=1-369	YER072W
3216	OG0003216	snap_masked-LACI0H-processed-gene-3.95-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-3.95&CDS=1-342	YER071C
3217	OG0003217	augustus_masked-LACI0H-processed-gene-3.168-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.168&CDS=1-2397	YIL068C
3218	OG0003218	augustus_masked-LACI0H-processed-gene-3.169-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-3.169&CDS=1-795	YHR167W
3219	OG0003219	maker-LACI0H-snap-gene-4.36-mRNA-1_1&gene=maker-LACI0H-snap-gene-4.36&CDS=1-9174	YHR165C
3220	OG0003220	snap_masked-LACI0H-processed-gene-4.42-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.42&CDS=1-4488	YHR164C
3221	OG0003221	snap_masked-LACI0H-processed-gene-4.43-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.43&CDS=1-2334	YGR250C
3222	OG0003222	snap_masked-LACI0H-processed-gene-4.44-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.44&CDS=1-1695	YGR246C
3223	OG0003223	snap_masked-LACI0H-processed-gene-4.45-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.45&CDS=1-2169	YGR245C
3224	OG0003224	snap_masked-LACI0H-processed-gene-4.46-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.46&CDS=1-1269	YGR244C
3225	OG0003225	augustus_masked-LACI0H-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-4.10&CDS=1-1941	YHR161C
3226	OG0003226	snap_masked-LACI0H-processed-gene-4.70-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.70&CDS=1-1428	YMR065W
3227	OG0003227	snap_masked-LACI0H-processed-gene-4.71-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.71&CDS=1-1788	YMR064W
3228	OG0003228	snap_masked-LACI0H-processed-gene-4.49-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.49&CDS=1-2121	YKL078W
3229	OG0003229	snap_masked-LACI0H-processed-gene-4.50-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.50&CDS=1-1722	YDR536W
3230	OG0003230	snap_masked-LACI0H-processed-gene-4.51-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.51&CDS=1-1323	YMR062C
3231	OG0003231	snap_masked-LACI0H-processed-gene-4.72-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.72&CDS=1-1956	YMR061W
3232	OG0003232	snap_masked-LACI0H-processed-gene-4.52-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.52&CDS=1-870	YMR060C
3233	OG0003233	snap_masked-LACI0H-processed-gene-4.53-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.53&CDS=1-1170	YKL077W
3234	OG0003234	snap_masked-LACI0H-processed-gene-4.73-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.73&CDS=1-1137	YKL075C
3235	OG0003235	augustus_masked-LACI0H-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-4.16&CDS=1-912	YMR055C
3236	OG0003236	snap_masked-LACI0H-processed-gene-4.76-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.76&CDS=1-1464	YKL074C
3237	OG0003237	genemark-LACI0H-processed-gene-4.97-mRNA-1_1&gene=genemark-LACI0H-processed-gene-4.97&CDS=1-2658	YKL073W
3238	OG0003238	snap_masked-LACI0H-processed-gene-4.78-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.78&CDS=1-603	YMR052W
3239	OG0003239	augustus_masked-LACI0H-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-4.19&CDS=1-3042	YMR049C
3240	OG0003240	snap_masked-LACI0H-processed-gene-4.79-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.79&CDS=1-924	YMR048W
3241	OG0003241	snap_masked-LACI0H-processed-gene-4.60-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.60&CDS=1-3585	YKL068W
3242	OG0003242	augustus_masked-LACI0H-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-4.35&CDS=1-1893	YMR044W
3243	OG0003243	snap_masked-LACI0H-processed-gene-4.61-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.61&CDS=1-456	YKL067W
3244	OG0003244	maker-LACI0H-snap-gene-4.38-mRNA-1_1&gene=maker-LACI0H-snap-gene-4.38&CDS=1-2694	YGR258C
3245	OG0003245	snap_masked-LACI0H-processed-gene-4.64-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.64&CDS=1-720	YHR185C
3246	OG0003246	snap_masked-LACI0H-processed-gene-4.65-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-4.65&CDS=1-1044	YGR257C
3247	OG0003247	snap_masked-LACI0H-processed-gene-5.103-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.103&CDS=1-1827	YHR184W
3248	OG0003248	snap_masked-LACI0H-processed-gene-5.104-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.104&CDS=1-1476	YHR183W
3249	OG0003249	snap_masked-LACI0H-processed-gene-5.105-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.105&CDS=1-2145	YHR182W
3250	OG0003250	snap_masked-LACI0H-processed-gene-5.106-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.106&CDS=1-678	YHR181W
3251	OG0003251	augustus_masked-LACI0H-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-5.63&CDS=1-3195	YHR178W
3252	OG0003252	snap_masked-LACI0H-processed-gene-5.109-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.109&CDS=1-456	YHR175W
3253	OG0003253	snap_masked-LACI0H-processed-gene-5.111-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.111&CDS=1-2379	YHR172W
3254	OG0003254	snap_masked-LACI0H-processed-gene-5.102-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.102&CDS=1-1293	YNL234W
3255	OG0003255	snap_masked-LACI0H-processed-gene-5.112-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.112&CDS=1-2556	YNL233W
3256	OG0003256	snap_masked-LACI0H-processed-gene-5.113-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.113&CDS=1-834	YNL232W
3257	OG0003257	snap_masked-LACI0H-processed-gene-5.135-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.135&CDS=1-1041	YNL231C
3258	OG0003258	snap_masked-LACI0H-processed-gene-5.136-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.136&CDS=1-1068	YNL230C
3259	OG0003259	snap_masked-LACI0H-processed-gene-5.137-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.137&CDS=1-1095	YNL229C
3260	OG0003260	snap_masked-LACI0H-processed-gene-5.138-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.138&CDS=1-1821	YNL227C
3261	OG0003261	snap_masked-LACI0H-processed-gene-5.139-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.139&CDS=1-2754	YNL225C
3262	OG0003262	snap_masked-LACI0H-processed-gene-5.140-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.140&CDS=1-2253	YNL224C
3263	OG0003263	augustus_masked-LACI0H-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-5.67&CDS=1-2004	YNL222W
3264	OG0003264	snap_masked-LACI0H-processed-gene-5.141-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.141&CDS=1-1431	YDL238C
3265	OG0003265	snap_masked-LACI0H-processed-gene-5.116-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.116&CDS=1-1236	YDL237W
3266	OG0003266	snap_masked-LACI0H-processed-gene-5.142-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.142&CDS=1-2529	YNL221C
3267	OG0003267	snap_masked-LACI0H-processed-gene-5.117-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.117&CDS=1-1299	YNL220W
3268	OG0003268	snap_masked-LACI0H-processed-gene-5.143-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.143&CDS=1-1656	YNL219C
3269	OG0003269	snap_masked-LACI0H-processed-gene-5.118-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.118&CDS=1-924	YDL236W
3270	OG0003270	snap_masked-LACI0H-processed-gene-5.119-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.119&CDS=1-1650	YNL218W
3271	OG0003271	snap_masked-LACI0H-processed-gene-5.144-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.144&CDS=1-414	YDL235C
3272	OG0003272	snap_masked-LACI0H-processed-gene-5.120-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.120&CDS=1-1005	YNL217W
3273	OG0003273	snap_masked-LACI0H-processed-gene-5.121-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.121&CDS=1-2163	YNL216W
3274	OG0003274	snap_masked-LACI0H-processed-gene-5.145-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.145&CDS=1-2247	YDL234C
3275	OG0003275	snap_masked-LACI0H-processed-gene-5.122-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.122&CDS=1-702	YNL215W
3276	OG0003276	genemark-LACI0H-processed-gene-5.25-mRNA-1_1&gene=genemark-LACI0H-processed-gene-5.25&CDS=1-1695	YDL233W
3277	OG0003277	snap_masked-LACI0H-processed-gene-5.124-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.124&CDS=1-603	YNL214W
3278	OG0003278	augustus_masked-LACI0H-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-5.90&CDS=1-666	YNL213C
3279	OG0003279	augustus_masked-LACI0H-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-5.74&CDS=1-2418	YNL212W
3280	OG0003280	augustus_masked-LACI0H-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-5.91&CDS=1-3213	YDL231C
3281	OG0003281	genemark-LACI0H-processed-gene-5.28-mRNA-1_1&gene=genemark-LACI0H-processed-gene-5.28&CDS=1-963	YDL230W
3282	OG0003282	snap_masked-LACI0H-processed-gene-5.126-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.126&CDS=1-1029	YNL210W
3283	OG0003283	snap_masked-LACI0H-processed-gene-5.129-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.129&CDS=1-1281	YNL207W
3284	OG0003284	snap_masked-LACI0H-processed-gene-5.148-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.148&CDS=1-1287	YNL206C
3285	OG0003285	snap_masked-LACI0H-processed-gene-5.149-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.149&CDS=1-1113	YDL226C
3286	OG0003286	snap_masked-LACI0H-processed-gene-5.130-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.130&CDS=1-870	YNL202W
3287	OG0003287	snap_masked-LACI0H-processed-gene-5.150-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.150&CDS=1-2460	YNL201C
3288	OG0003288	snap_masked-LACI0H-processed-gene-5.151-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.151&CDS=1-720	YNL200C
3289	OG0003289	snap_masked-LACI0H-processed-gene-5.152-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.152&CDS=1-1017	YNL199C
3290	OG0003290	augustus_masked-LACI0H-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-5.78&CDS=1-1653	YDL225W
3291	OG0003291	snap_masked-LACI0H-processed-gene-5.153-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.153&CDS=1-2082	YNL197C
3292	OG0003292	snap_masked-LACI0H-processed-gene-5.156-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.156&CDS=1-2673	YDL220C
3293	OG0003293	snap_masked-LACI0H-processed-gene-5.132-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-5.132&CDS=1-1536	YNL193W
3294	OG0003294	snap_masked-LACI0H-processed-gene-6.0-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.0&CDS=1-1041	YDL218W
3295	OG0003295	snap_masked-LACI0H-processed-gene-6.2-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.2&CDS=1-1623	YNL189W
3296	OG0003296	snap_masked-LACI0H-processed-gene-6.3-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.3&CDS=1-999	YNL188W
3297	OG0003297	snap_masked-LACI0H-processed-gene-6.4-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.4&CDS=1-594	YDL217C
3298	OG0003298	augustus_masked-LACI0H-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-6.62&CDS=1-1254	YNL187W
3299	OG0003299	genemark-LACI0H-processed-gene-6.114-mRNA-1_1&gene=genemark-LACI0H-processed-gene-6.114&CDS=1-4374	YDL215C
3300	OG0003300	snap_masked-LACI0H-processed-gene-6.7-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.7&CDS=1-2163	YNL186W
3301	OG0003301	snap_masked-LACI0H-processed-gene-6.27-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.27&CDS=1-447	YNL185C
3302	OG0003302	maker-LACI0H-augustus-gene-6.105-mRNA-1_1&gene=maker-LACI0H-augustus-gene-6.105&CDS=1-2748	YNL183C
3303	OG0003303	snap_masked-LACI0H-processed-gene-6.30-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.30&CDS=1-1500	YNL182C
3304	OG0003304	snap_masked-LACI0H-processed-gene-6.9-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.9&CDS=1-1179	YNL181W
3305	OG0003305	snap_masked-LACI0H-processed-gene-6.31-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.31&CDS=1-768	YNL180C
3306	OG0003306	snap_masked-LACI0H-processed-gene-6.10-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.10&CDS=1-717	YNL178W
3307	OG0003307	snap_masked-LACI0H-processed-gene-6.11-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.11&CDS=1-588	YDL212W
3308	OG0003308	snap_masked-LACI0H-processed-gene-6.32-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.32&CDS=1-912	YNL177C
3309	OG0003309	snap_masked-LACI0H-processed-gene-6.33-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.33&CDS=1-1140	YNL176C
3310	OG0003310	snap_masked-LACI0H-processed-gene-6.34-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.34&CDS=1-1158	YNL175C
3311	OG0003311	snap_masked-LACI0H-processed-gene-6.35-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.35&CDS=1-1626	YHR146W
3312	OG0003312	snap_masked-LACI0H-processed-gene-6.12-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.12&CDS=1-5040	YNL172W
3313	OG0003313	augustus_masked-LACI0H-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-6.88&CDS=1-1464	YNL169C
3314	OG0003314	snap_masked-LACI0H-processed-gene-6.13-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.13&CDS=1-954	YHR144C
3315	OG0003315	snap_masked-LACI0H-processed-gene-6.37-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.37&CDS=1-780	YNL168C
3316	OG0003316	snap_masked-LACI0H-processed-gene-6.38-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.38&CDS=1-1629	YNL167C
3317	OG0003317	snap_masked-LACI0H-processed-gene-6.39-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.39&CDS=1-210	YHR143W-A
3318	OG0003318	snap_masked-LACI0H-processed-gene-6.40-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.40&CDS=1-759	YNL166C
3319	OG0003319	snap_masked-LACI0H-processed-gene-6.41-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.41&CDS=1-876	YHR143W
3320	OG0003320	snap_masked-LACI0H-processed-gene-6.42-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.42&CDS=1-963	YNL164C
3321	OG0003321	snap_masked-LACI0H-processed-gene-6.43-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.43&CDS=1-3291	YNL163C
3322	OG0003322	augustus_masked-LACI0H-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-6.93&CDS=1-951	YHR142W
3323	OG0003323	maker-LACI0H-augustus-gene-6.104-mRNA-1_1&gene=maker-LACI0H-augustus-gene-6.104&CDS=1-2466	YNL161W
3324	OG0003324	snap_masked-LACI0H-processed-gene-6.44-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.44&CDS=1-666	YHR140W
3325	OG0003325	snap_masked-LACI0H-processed-gene-6.18-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.18&CDS=1-1494	YNL142W
3326	OG0003326	augustus_masked-LACI0H-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-LACI0H-processed-gene-6.75&CDS=1-315	YHR138C
3327	OG0003327	maker-LACI0H-snap-gene-6.58-mRNA-1_1&gene=maker-LACI0H-snap-gene-6.58&CDS=1-387	YNL153C
3328	OG0003328	snap_masked-LACI0H-processed-gene-6.46-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.46&CDS=1-1581	YHR137W
3329	OG0003329	snap_masked-LACI0H-processed-gene-6.48-mRNA-1_1&gene=snap_masked-LACI0H-processed-gene-6.48&CDS=1-1080	YNL141W
