	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034952_Citeromyces_siamensis
2527	OG0002527	YBR221C	snap_masked-scf7180000053544-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000053544-processed-gene-0.3&CDS=1-1170
2528	OG0002528	YBR229C	augustus_masked-scf7180000053631-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053631-processed-gene-0.0&CDS=1-2586
2529	OG0002529	YBR234C	augustus_masked-scf7180000053641-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000053641-processed-gene-0.7&CDS=1-1053
2530	OG0002530	YBR235W	augustus_masked-scf7180000059620-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000059620-processed-gene-0.6&CDS=1-3375
2531	OG0002531	YBR239C	genemark-scf7180000054104-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000054104-processed-gene-0.3&CDS=1-1320
2532	OG0002532	YBR243C	augustus_masked-scf7180000059641-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000059641-processed-gene-0.4&CDS=1-1344
2533	OG0002533	YBR247C	augustus_masked-scf7180000059834-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000059834-processed-gene-0.30&CDS=1-1338
2534	OG0002534	YBR248C	augustus_masked-scf7180000059583-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000059583-processed-gene-0.9&CDS=1-1668
2535	OG0002535	YBR263W	augustus_masked-scf7180000053620-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000053620-processed-gene-0.68&CDS=1-1443
2536	OG0002536	YBR268W	snap_masked-scf7180000061721-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000061721-processed-gene-0.38&CDS=1-282
2537	OG0002537	YBR269C	snap_masked-scf7180000061721-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000061721-processed-gene-0.37&CDS=1-384
2538	OG0002538	YBR288C	augustus_masked-scf7180000053813-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000053813-processed-gene-0.4&CDS=1-1590
2539	OG0002539	YBR289W	augustus_masked-scf7180000061730-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000061730-processed-gene-0.24&CDS=1-1419
2540	OG0002540	YBR291C	augustus_masked-scf7180000061730-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000061730-processed-gene-0.12&CDS=1-876
2541	OG0002541	YBR296C	augustus_masked-scf7180000053722-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000053722-processed-gene-0.5&CDS=1-1749
2542	OG0002542	YCL005W-A	augustus_masked-scf7180000055430-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000055430-processed-gene-0.8&CDS=1-216
2543	OG0002543	YCL009C	augustus_masked-scf7180000061714-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000061714-processed-gene-0.5&CDS=1-882
2544	OG0002544	YCL017C	snap_masked-scf7180000058289-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000058289-processed-gene-0.4&CDS=1-1182
2545	OG0002545	YCL018W	augustus_masked-scf7180000060827-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000060827-processed-gene-0.5&CDS=1-1122
2546	OG0002546	YCL030C	augustus_masked-scf7180000061620-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000061620-processed-gene-0.20&CDS=1-2466
2547	OG0002547	YCL033C	snap_masked-scf7180000060813-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000060813-processed-gene-0.20&CDS=1-426
2548	OG0002548	YCL044C	augustus_masked-scf7180000053819-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000053819-processed-gene-0.51&CDS=1-870
2549	OG0002549	YCL047C	snap_masked-scf7180000054852-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000054852-processed-gene-0.5&CDS=1-717
2550	OG0002550	YCL054W	augustus_masked-scf7180000058039-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000058039-processed-gene-0.33&CDS=1-2433
2551	OG0002551	YCL057C-A	augustus_masked-scf7180000058039-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000058039-processed-gene-0.22&CDS=1-243
2552	OG0002552	YCL057W	augustus_masked-scf7180000053578-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000053578-processed-gene-0.32&CDS=1-2076
2553	OG0002553	YCL059C	augustus_masked-scf7180000058039-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000058039-processed-gene-0.26&CDS=1-1026
2554	OG0002554	YCR002C	augustus_masked-scf7180000054450-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000054450-processed-gene-0.11&CDS=1-993
2555	OG0002555	YCR009C	augustus_masked-scf7180000053633-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000053633-processed-gene-0.14&CDS=1-783
2556	OG0002556	YCR012W	augustus_masked-scf7180000057515-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000057515-processed-gene-0.9&CDS=1-1245
2557	OG0002557	YCR017C	augustus_masked-scf7180000057515-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000057515-processed-gene-0.11&CDS=1-2676
2558	OG0002558	YCR031C	augustus_masked-scf7180000053597-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000053597-processed-gene-0.9&CDS=1-429
2559	OG0002559	YCR034W	augustus_masked-scf7180000060097-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000060097-processed-gene-0.4&CDS=1-987
2560	OG0002560	YCR047C	augustus_masked-scf7180000053670-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053670-processed-gene-0.3&CDS=1-807
2561	OG0002561	YCR057C	augustus_masked-scf7180000059737-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000059737-processed-gene-0.13&CDS=1-2607
2562	OG0002562	YCR068W	snap_masked-scf7180000059750-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000059750-processed-gene-0.1&CDS=1-1392
2563	OG0002563	YCR090C	maker-scf7180000053579-snap-gene-0.6-mRNA-1_1&gene=maker-scf7180000053579-snap-gene-0.6&CDS=1-459
2564	OG0002564	YCR094W	augustus_masked-scf7180000059683-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000059683-processed-gene-0.31&CDS=1-1143
2565	OG0002565	YCR097W	augustus_masked-scf7180000061690-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000061690-processed-gene-0.10&CDS=1-513
2566	OG0002566	YCR106W, YLL054C	
2567	OG0002567	YDL001W	snap_masked-scf7180000059697-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000059697-processed-gene-0.8&CDS=1-1068
2568	OG0002568	YDL007W	genemark-scf7180000059728-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000059728-processed-gene-0.1&CDS=1-1302
2569	OG0002569	YDL012C	snap_masked-scf7180000055934-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000055934-processed-gene-0.0&CDS=1-324
2570	OG0002570	YDL014W	maker-scf7180000058501-augustus-gene-0.10-mRNA-1_1&gene=maker-scf7180000058501-augustus-gene-0.10&CDS=1-558
2571	OG0002571	YDL025C	snap_masked-scf7180000055766-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000055766-processed-gene-0.2&CDS=1-765
2572	OG0002572	YDL028C	augustus_masked-scf7180000061716-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000061716-processed-gene-0.13&CDS=1-1704
2573	OG0002573	YDL029W	maker-scf7180000061716-snap-gene-0.23-mRNA-1_1&gene=maker-scf7180000061716-snap-gene-0.23&CDS=1-1164
2574	OG0002574	YDL031W	augustus_masked-scf7180000053836-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000053836-processed-gene-0.15&CDS=1-2637
2575	OG0002575	YDL033C	snap_masked-scf7180000055426-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000055426-processed-gene-0.10&CDS=1-1137
2576	OG0002576	YDL045C	genemark-scf7180000059772-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000059772-processed-gene-0.6&CDS=1-552
2577	OG0002577	YDL047W	augustus_masked-scf7180000057959-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000057959-processed-gene-0.42&CDS=1-945
2578	OG0002578	YDL055C	augustus_masked-scf7180000059894-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000059894-processed-gene-0.25&CDS=1-1086
2579	OG0002579	YDL060W	augustus_masked-scf7180000053998-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000053998-processed-gene-0.29&CDS=1-2178
2580	OG0002580	YDL064W	augustus_masked-scf7180000053998-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000053998-processed-gene-0.38&CDS=1-471
2581	OG0002581	YDL066W	augustus_masked-scf7180000059905-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000059905-processed-gene-0.8&CDS=1-1356
2582	OG0002582	YDL072C	augustus_masked-scf7180000054012-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000054012-processed-gene-0.4&CDS=1-567
2583	OG0002583	YDL076C	augustus_masked-scf7180000057856-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057856-processed-gene-0.1&CDS=1-1086
2584	OG0002584	YDL084W	genemark-scf7180000054453-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000054453-processed-gene-0.52&CDS=1-1296
2585	OG0002585	YDL090C	augustus_masked-scf7180000059613-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000059613-processed-gene-0.29&CDS=1-1293
2586	OG0002586	YDL100C	augustus_masked-scf7180000053808-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000053808-processed-gene-0.19&CDS=1-1017
2587	OG0002587	YDL102W	augustus_masked-scf7180000059648-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000059648-processed-gene-0.28&CDS=1-3207
2588	OG0002588	YDL108W	augustus_masked-scf7180000055794-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000055794-processed-gene-0.12&CDS=1-990
2589	OG0002589	YDL110C	augustus_masked-scf7180000059678-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000059678-processed-gene-0.11&CDS=1-426
2590	OG0002590	YDL116W	augustus_masked-scf7180000055544-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000055544-processed-gene-0.4&CDS=1-1866
2591	OG0002591	YDL125C	maker-scf7180000053590-augustus-gene-0.6-mRNA-1_1&gene=maker-scf7180000053590-augustus-gene-0.6&CDS=1-318
2592	OG0002592	YDL126C	maker-scf7180000059939-snap-gene-0.14-mRNA-1_1&gene=maker-scf7180000059939-snap-gene-0.14&CDS=1-2832
2593	OG0002593	YDL130W	augustus_masked-scf7180000054884-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054884-processed-gene-0.2&CDS=1-306
2594	OG0002594	YDL131W	augustus_masked-scf7180000060065-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000060065-processed-gene-0.12&CDS=1-1305
2595	OG0002595	YDL135C	augustus_masked-scf7180000061558-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000061558-processed-gene-0.9&CDS=1-594
2596	OG0002596	YDL140C	augustus_masked-scf7180000059707-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000059707-processed-gene-0.6&CDS=1-5145
2597	OG0002597	YDL141W	augustus_masked-scf7180000059707-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000059707-processed-gene-0.7&CDS=1-1926
2598	OG0002598	YDL143W	augustus_masked-scf7180000059870-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000059870-processed-gene-0.3&CDS=1-1581
2599	OG0002599	YDL147W	snap_masked-scf7180000061081-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000061081-processed-gene-0.3&CDS=1-1317
2600	OG0002600	YDL159W	snap_masked-scf7180000053583-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000053583-processed-gene-0.11&CDS=1-1086
2601	OG0002601	YDL160C	augustus_masked-scf7180000060055-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000060055-processed-gene-0.8&CDS=1-1386
2602	OG0002602	YDL164C	augustus_masked-scf7180000059629-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000059629-processed-gene-0.22&CDS=1-2139
2603	OG0002603	YDL168W	maker-scf7180000060093-augustus-gene-0.12-mRNA-1_1&gene=maker-scf7180000060093-augustus-gene-0.12&CDS=1-1140
2604	OG0002604	YDL170W	genemark-scf7180000059909-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000059909-processed-gene-0.0&CDS=1-1413
2605	OG0002605	YDL171C	augustus_masked-scf7180000060093-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000060093-processed-gene-0.20&CDS=1-6336
2606	OG0002606	YDL174C	augustus_masked-scf7180000053998-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000053998-processed-gene-0.25&CDS=1-1683
2607	OG0002607	YDL177C	maker-scf7180000053822-snap-gene-0.14-mRNA-1_1&gene=maker-scf7180000053822-snap-gene-0.14&CDS=1-657
2608	OG0002608	YDL178W	augustus_masked-scf7180000054415-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000054415-processed-gene-0.3&CDS=1-1554
2609	OG0002609	YDL189W	augustus_masked-scf7180000061558-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000061558-processed-gene-0.10&CDS=1-759
2610	OG0002610	YDL190C	genemark-scf7180000061081-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000061081-processed-gene-0.21&CDS=1-3108
2611	OG0002611	YDL198C	augustus_masked-scf7180000053700-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000053700-processed-gene-0.8&CDS=1-903
2612	OG0002612	YDL207W	augustus_masked-scf7180000060373-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000060373-processed-gene-0.8&CDS=1-1425
2613	OG0002613	YDL215C	augustus_masked-scf7180000059815-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000059815-processed-gene-0.17&CDS=1-3117
2614	OG0002614	YDL216C	augustus_masked-scf7180000055425-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000055425-processed-gene-0.10&CDS=1-1269
2615	OG0002615	YDL226C	augustus_masked-scf7180000053623-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000053623-processed-gene-0.4&CDS=1-1026
2616	OG0002616	YDL236W	augustus_masked-scf7180000061681-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000061681-processed-gene-0.13&CDS=1-888
2617	OG0002617	YDL237W	augustus_masked-scf7180000061679-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000061679-processed-gene-0.5&CDS=1-906
2618	OG0002618	YDL240W	augustus_masked-scf7180000059815-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000059815-processed-gene-0.23&CDS=1-2901
2619	OG0002619	YDR007W	maker-scf7180000058139-augustus-gene-0.67-mRNA-1_1&gene=maker-scf7180000058139-augustus-gene-0.67&CDS=1-627
2620	OG0002620	YDR011W	augustus_masked-scf7180000053842-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053842-processed-gene-0.1&CDS=1-4386
2621	OG0002621	YDR021W	augustus_masked-scf7180000061541-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000061541-processed-gene-0.8&CDS=1-1188
2622	OG0002622	YDR023W	augustus_masked-scf7180000061541-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000061541-processed-gene-0.1&CDS=1-1386
2623	OG0002623	YDR031W	maker-scf7180000061724-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000061724-snap-gene-0.0&CDS=1-321
2624	OG0002624	YDR035W	augustus_masked-scf7180000053596-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000053596-processed-gene-0.6&CDS=1-1098
2625	OG0002625	YDR037W	augustus_masked-scf7180000055590-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000055590-processed-gene-0.13&CDS=1-1710
2626	OG0002626	YDR044W	augustus_masked-scf7180000059853-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059853-processed-gene-0.1&CDS=1-948
2627	OG0002627	YDR045C	genemark-scf7180000057261-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000057261-processed-gene-0.0&CDS=1-303
2628	OG0002628	YDR047W	maker-scf7180000053939-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000053939-augustus-gene-0.1&CDS=1-1080
2629	OG0002629	YDR051C	augustus_masked-scf7180000055590-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000055590-processed-gene-0.11&CDS=1-876
2630	OG0002630	YDR054C	augustus_masked-scf7180000061083-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000061083-processed-gene-0.7&CDS=1-702
2631	OG0002631	YDR060W	augustus_masked-scf7180000059287-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000059287-processed-gene-0.19&CDS=1-3180
2632	OG0002632	YDR062W	snap_masked-scf7180000059766-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000059766-processed-gene-0.18&CDS=1-1743
2633	OG0002633	YDR064W	maker-scf7180000059766-augustus-gene-0.34-mRNA-1_1&gene=maker-scf7180000059766-augustus-gene-0.34&CDS=1-552
2634	OG0002634	YDR079W	snap_masked-scf7180000054558-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000054558-processed-gene-0.10&CDS=1-276
2635	OG0002635	YDR083W	genemark-scf7180000054558-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000054558-processed-gene-0.27&CDS=1-978
2636	OG0002636	YDR091C	augustus_masked-scf7180000060467-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000060467-processed-gene-0.3&CDS=1-1488
2637	OG0002637	YDR097C	augustus_masked-scf7180000059902-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059902-processed-gene-0.1&CDS=1-3336
2638	OG0002638	YDR101C	snap_masked-scf7180000054465-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000054465-processed-gene-0.2&CDS=1-1497
2639	OG0002639	YDR109C	genemark-scf7180000059770-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000059770-processed-gene-0.7&CDS=1-2442
2640	OG0002640	YDR116C	augustus_masked-scf7180000061616-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000061616-processed-gene-0.19&CDS=1-780
2641	OG0002641	YDR117C	augustus_masked-scf7180000061616-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000061616-processed-gene-0.24&CDS=1-1665
2642	OG0002642	YDR120C	augustus_masked-scf7180000053575-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053575-processed-gene-0.3&CDS=1-1515
2643	OG0002643	YDR127W	augustus_masked-scf7180000061561-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000061561-processed-gene-0.6&CDS=1-4599
2644	OG0002644	YDR129C	maker-scf7180000059225-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000059225-augustus-gene-0.0&CDS=1-1833
2645	OG0002645	YDR135C	augustus_masked-scf7180000060603-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000060603-processed-gene-0.31&CDS=1-3636
2646	OG0002646	YDR140W	snap_masked-scf7180000061543-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000061543-processed-gene-0.17&CDS=1-651
2647	OG0002647	YDR145W	augustus_masked-scf7180000061727-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000061727-processed-gene-0.37&CDS=1-1269
2648	OG0002648	YDR148C	augustus_masked-scf7180000059773-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000059773-processed-gene-0.51&CDS=1-1293
2649	OG0002649	YDR155C	augustus_masked-scf7180000053999-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053999-processed-gene-0.2&CDS=1-483
2650	OG0002650	YDR158W	augustus_masked-scf7180000059804-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000059804-processed-gene-0.3&CDS=1-1083
2651	OG0002651	YDR168W	augustus_masked-scf7180000061711-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000061711-processed-gene-0.3&CDS=1-1398
2652	OG0002652	YDR170C	augustus_masked-scf7180000054439-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000054439-processed-gene-0.12&CDS=1-5271
2653	OG0002653	YDR172W	augustus_masked-scf7180000054449-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000054449-processed-gene-0.5&CDS=1-1968
2654	OG0002654	YDR175C	augustus_masked-scf7180000059248-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000059248-processed-gene-0.4&CDS=1-519
2655	OG0002655	YDR177W	augustus_masked-scf7180000059683-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000059683-processed-gene-0.30&CDS=1-657
2656	OG0002656	YDR180W	snap_masked-scf7180000056470-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000056470-processed-gene-0.0&CDS=1-654
2657	OG0002657	YDR182W	maker-scf7180000055962-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000055962-snap-gene-0.0&CDS=1-1188
2658	OG0002658	YDR188W	augustus_masked-scf7180000061111-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000061111-processed-gene-0.12&CDS=1-1602
2659	OG0002659	YDR189W	augustus_masked-scf7180000055929-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055929-processed-gene-0.1&CDS=1-882
2660	OG0002660	YDR190C	augustus_masked-scf7180000054551-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000054551-processed-gene-0.3&CDS=1-1143
2661	OG0002661	YDR202C	genemark-scf7180000053894-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000053894-processed-gene-0.1&CDS=1-612
2662	OG0002662	YDR204W	augustus_masked-scf7180000058053-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000058053-processed-gene-0.2&CDS=1-543
2663	OG0002663	YDR211W	augustus_masked-scf7180000060076-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000060076-processed-gene-0.6&CDS=1-2106
2664	OG0002664	YDR212W	augustus_masked-scf7180000060076-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000060076-processed-gene-0.7&CDS=1-2271
2665	OG0002665	YDR224C	augustus_masked-scf7180000059697-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000059697-processed-gene-0.15&CDS=1-387
2666	OG0002666	YDR226W	augustus_masked-scf7180000055416-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055416-processed-gene-0.2&CDS=1-750
2667	OG0002667	YDR232W	augustus_masked-scf7180000057704-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000057704-processed-gene-0.10&CDS=1-1638
2668	OG0002668	YDR234W	maker-scf7180000061133-augustus-gene-0.20-mRNA-1_1&gene=maker-scf7180000061133-augustus-gene-0.20&CDS=1-3138
2669	OG0002669	YDR238C	maker-scf7180000061133-augustus-gene-0.21-mRNA-1_1&gene=maker-scf7180000061133-augustus-gene-0.21&CDS=1-2745
2670	OG0002670	YDR246W	snap_masked-scf7180000059611-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000059611-processed-gene-0.15&CDS=1-261
2671	OG0002671	YDR256C	augustus_masked-scf7180000061568-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061568-processed-gene-0.2&CDS=1-1389
2672	OG0002672	YDR258C	augustus_masked-scf7180000053819-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000053819-processed-gene-0.40&CDS=1-2328
2673	OG0002673	YDR265W	maker-scf7180000061724-augustus-gene-0.43-mRNA-1_1&gene=maker-scf7180000061724-augustus-gene-0.43&CDS=1-798
2674	OG0002674	YDR276C	maker-scf7180000059413-augustus-gene-0.4-mRNA-1_1&gene=maker-scf7180000059413-augustus-gene-0.4&CDS=1-210
2675	OG0002675	YDR291W	augustus_masked-scf7180000053793-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000053793-processed-gene-0.7&CDS=1-3216
2676	OG0002676	YDR301W	augustus_masked-scf7180000060053-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000060053-processed-gene-0.5&CDS=1-4044
2677	OG0002677	YDR306C	snap_masked-scf7180000060357-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000060357-processed-gene-0.15&CDS=1-1188
2678	OG0002678	YDR315C	snap_masked-scf7180000057718-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000057718-processed-gene-0.2&CDS=1-828
2679	OG0002679	YDR320C-A	maker-scf7180000060825-augustus-gene-0.11-mRNA-1_1&gene=maker-scf7180000060825-augustus-gene-0.11&CDS=1-216
2680	OG0002680	YDR321W	snap_masked-scf7180000059611-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000059611-processed-gene-0.23&CDS=1-1071
2681	OG0002681	YDR324C	augustus_masked-scf7180000061677-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000061677-processed-gene-0.21&CDS=1-2061
2682	OG0002682	YDR330W	augustus_masked-scf7180000061724-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000061724-processed-gene-0.18&CDS=1-1320
2683	OG0002683	YDR331W	maker-scf7180000057973-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000057973-snap-gene-0.0&CDS=1-966
2684	OG0002684	YDR336W	snap_masked-scf7180000053722-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000053722-processed-gene-0.22&CDS=1-2289
2685	OG0002685	YDR338C	maker-scf7180000055273-snap-gene-0.7-mRNA-1_1&gene=maker-scf7180000055273-snap-gene-0.7&CDS=1-1425
2686	OG0002686	YDR339C	augustus_masked-scf7180000059807-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000059807-processed-gene-0.3&CDS=1-567
2687	OG0002687	YDR341C	augustus_masked-scf7180000054405-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000054405-processed-gene-0.14&CDS=1-1818
2688	OG0002688	YDR352W	maker-scf7180000056561-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000056561-snap-gene-0.0&CDS=1-630
2689	OG0002689	YDR353W	augustus_masked-scf7180000061092-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000061092-processed-gene-0.26&CDS=1-957
2690	OG0002690	YDR363W	augustus_masked-scf7180000053612-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053612-processed-gene-0.2&CDS=1-972
2691	OG0002691	YDR364C	snap_masked-scf7180000054298-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000054298-processed-gene-0.23&CDS=1-1125
2692	OG0002692	YDR373W	augustus_masked-scf7180000059907-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000059907-processed-gene-0.11&CDS=1-570
