	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035696_Hanseniaspora_singularis
2238	OG0002238	YMR002W	snap_masked-flattened_line_52-processed-gene-0.177-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.177&CDS=1-447
2239	OG0002239	YMR004W	snap_masked-flattened_line_259-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_259-processed-gene-0.2&CDS=1-1473
2240	OG0002240	YMR010W	augustus_masked-flattened_line_82-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.32&CDS=1-1140
2241	OG0002241	YMR012W	augustus_masked-flattened_line_26-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.85&CDS=1-3747
2242	OG0002242	YMR013C	augustus_masked-flattened_line_26-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.126&CDS=1-1656
2243	OG0002243	YMR015C	augustus_masked-flattened_line_26-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.109&CDS=1-1590
2244	OG0002244	YMR020W	snap_masked-flattened_line_38-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.55&CDS=1-1566
2245	OG0002245	YMR021C	augustus_masked-flattened_line_38-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.88&CDS=1-1002
2246	OG0002246	YMR022W	augustus_masked-flattened_line_38-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.100&CDS=1-513
2247	OG0002247	YMR023C	snap_masked-flattened_line_38-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.68&CDS=1-1530
2248	OG0002248	YMR024W	augustus_masked-flattened_line_38-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.104&CDS=1-1143
2249	OG0002249	YMR027W	augustus_masked-flattened_line_26-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.82&CDS=1-2622
2250	OG0002250	YMR028W	augustus_masked-flattened_line_26-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.122&CDS=1-1335
2251	OG0002251	YMR034C	augustus_masked-flattened_line_42-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.141&CDS=1-1530
2252	OG0002252	YMR035W	augustus_masked-flattened_line_16-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.96&CDS=1-441
2253	OG0002253	YMR036C	augustus_masked-flattened_line_16-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.95&CDS=1-2037
2254	OG0002254	YMR039C	snap_masked-flattened_line_16-processed-gene-1.158-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.158&CDS=1-774
2255	OG0002255	YMR041C	augustus_masked-flattened_line_16-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.125&CDS=1-1047
2256	OG0002256	YMR043W	snap_masked-flattened_line_16-processed-gene-1.155-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.155&CDS=1-786
2257	OG0002257	YMR048W	augustus_masked-flattened_line_16-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.122&CDS=1-678
2258	OG0002258	YMR049C	snap_masked-flattened_line_16-processed-gene-1.146-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.146&CDS=1-3006
2259	OG0002259	YMR055C	augustus_masked-flattened_line_26-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.88&CDS=1-885
2260	OG0002260	YMR058W	snap_masked-flattened_line_26-processed-gene-0.172-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.172&CDS=1-1962
2261	OG0002261	YMR062C	snap_masked-flattened_line_22-processed-gene-0.199-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.199&CDS=1-1311
2262	OG0002262	YMR067C	augustus_masked-flattened_line_171-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_171-processed-gene-0.7&CDS=1-1008
2263	OG0002263	YMR068W	snap_masked-flattened_line_171-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_171-processed-gene-0.14&CDS=1-1326
2264	OG0002264	YMR071C	augustus_masked-flattened_line_84-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.18&CDS=1-495
2265	OG0002265	YMR072W	snap_masked-flattened_line_84-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.72&CDS=1-1461
2266	OG0002266	YMR073C	snap_masked-flattened_line_84-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.85&CDS=1-753
2267	OG0002267	YMR076C	snap_masked-flattened_line_84-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.76&CDS=1-3318
2268	OG0002268	YMR077C	snap_masked-flattened_line_36-processed-gene-0.188-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.188&CDS=1-693
2269	OG0002269	YMR078C	augustus_masked-flattened_line_16-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.143&CDS=1-2490
2270	OG0002270	YMR079W	snap_masked-flattened_line_16-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.19&CDS=1-933
2271	OG0002271	YMR088C	augustus_masked-flattened_line_34-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.21&CDS=1-1704
2272	OG0002272	YMR092C	maker-flattened_line_16-snap-gene-0.49-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.49&CDS=1-2028
2273	OG0002273	YMR093W	snap_masked-flattened_line_16-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.23&CDS=1-1632
2274	OG0002274	YMR097C	augustus_masked-flattened_line_16-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.111&CDS=1-1752
2275	OG0002275	YMR099C	augustus_masked-flattened_line_34-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.22&CDS=1-903
2276	OG0002276	YMR101C	augustus_masked-flattened_line_16-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.113&CDS=1-1176
2277	OG0002277	YMR108W	snap_masked-flattened_line_16-processed-gene-1.188-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.188&CDS=1-2115
2278	OG0002278	YMR109W	snap_masked-flattened_line_16-processed-gene-1.189-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.189&CDS=1-3678
2279	OG0002279	YMR111C	snap_masked-flattened_line_16-processed-gene-1.211-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.211&CDS=1-987
2280	OG0002280	YMR116C	maker-flattened_line_183-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_183-snap-gene-0.0&CDS=1-1020
2281	OG0002281	YMR120C	snap_masked-flattened_line_62-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.130&CDS=1-1788
2282	OG0002282	YMR121C	snap_masked-flattened_line_62-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.132&CDS=1-612
2283	OG0002283	YMR123W	snap_masked-flattened_line_32-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.57&CDS=1-297
2284	OG0002284	YMR124W	augustus_masked-flattened_line_32-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.220&CDS=1-2946
2285	OG0002285	YMR125W	snap_masked-flattened_line_32-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.54&CDS=1-2676
2286	OG0002286	YMR126C	augustus_masked-flattened_line_32-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.183&CDS=1-1260
2287	OG0002287	YMR127C	snap_masked-flattened_line_32-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.15&CDS=1-918
2288	OG0002288	YMR128W	snap_masked-flattened_line_32-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.60&CDS=1-3699
2289	OG0002289	YMR129W	augustus_masked-flattened_line_32-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.184&CDS=1-4128
2290	OG0002290	YMR130W	augustus_masked-flattened_line_32-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.223&CDS=1-2481
2291	OG0002291	YMR131C	augustus_masked-flattened_line_32-processed-gene-0.227-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.227&CDS=1-4677
2292	OG0002292	YMR132C	snap_masked-flattened_line_32-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.63&CDS=1-759
2293	OG0002293	YMR134W	augustus_masked-flattened_line_40-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.204&CDS=1-729
2294	OG0002294	YMR137C	augustus_masked-flattened_line_40-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.166&CDS=1-1884
2295	OG0002295	YMR139W	maker-flattened_line_40-augustus-gene-0.73-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.73&CDS=1-1545
2296	OG0002296	YMR140W	snap_masked-flattened_line_40-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.54&CDS=1-1419
2297	OG0002297	YMR146C	snap_masked-flattened_line_40-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.41&CDS=1-1011
2298	OG0002298	YMR149W	augustus_masked-flattened_line_40-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.152&CDS=1-882
2299	OG0002299	YMR150C	augustus_masked-flattened_line_40-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.184&CDS=1-783
2300	OG0002300	YMR155W	snap_masked-flattened_line_40-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.15&CDS=1-1857
2301	OG0002301	YMR156C	augustus_masked-flattened_line_40-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.188&CDS=1-933
2302	OG0002302	YMR158W	augustus_masked-flattened_line_40-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.159&CDS=1-564
2303	OG0002303	YMR160W	augustus_masked-flattened_line_40-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.161&CDS=1-2880
2304	OG0002304	YMR161W	augustus_masked-flattened_line_40-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.193&CDS=1-738
2305	OG0002305	YMR162C	augustus_masked-flattened_line_40-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.194&CDS=1-5274
2306	OG0002306	YMR164C	augustus_masked-flattened_line_40-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.151&CDS=1-2670
2307	OG0002307	YMR165C	augustus_masked-flattened_line_40-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.150&CDS=1-2808
2308	OG0002308	YMR166C	augustus_masked-flattened_line_40-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.149&CDS=1-1035
2309	OG0002309	YMR167W	augustus_masked-flattened_line_40-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.180&CDS=1-1992
2310	OG0002310	YMR171C	snap_masked-flattened_line_40-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.34&CDS=1-1599
2311	OG0002311	YMR172W	snap_masked-flattened_line_337-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_337-processed-gene-0.2&CDS=1-1956
2312	OG0002312	YMR178W	augustus_masked-flattened_line_60-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.103&CDS=1-879
2313	OG0002313	YMR179W	maker-flattened_line_60-augustus-gene-0.106-mRNA-1_1&gene=maker-flattened_line_60-augustus-gene-0.106&CDS=1-2898
2314	OG0002314	YMR184W	augustus_masked-flattened_line_78-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.77&CDS=1-582
2315	OG0002315	YMR185W	augustus_masked-flattened_line_78-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.78&CDS=1-2919
2316	OG0002316	YMR186W	snap_masked-flattened_line_78-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.6&CDS=1-2103
2317	OG0002317	YMR188C	augustus_masked-flattened_line_126-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.1&CDS=1-768
2318	OG0002318	YMR189W	augustus_masked-flattened_line_126-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.8&CDS=1-3123
2319	OG0002319	YMR190C	augustus_masked-flattened_line_167-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_167-processed-gene-0.19&CDS=1-3396
2320	OG0002320	YMR197C	snap_masked-flattened_line_52-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.122&CDS=1-654
2321	OG0002321	YMR200W	snap_masked-flattened_line_32-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.44&CDS=1-831
2322	OG0002322	YMR201C	snap_masked-flattened_line_32-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.40&CDS=1-1155
2323	OG0002323	YMR202W	snap_masked-flattened_line_86-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.77&CDS=1-4269
2324	OG0002324	YMR203W	snap_masked-flattened_line_32-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.73&CDS=1-1149
2325	OG0002325	YMR208W	snap_masked-flattened_line_18-processed-gene-1.44-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.44&CDS=1-1326
2326	OG0002326	YMR209C	augustus_masked-flattened_line_18-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.76&CDS=1-1212
2327	OG0002327	YMR211W	snap_masked-flattened_line_18-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.14&CDS=1-1608
2328	OG0002328	YMR212C	snap_masked-flattened_line_18-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.40&CDS=1-2676
2329	OG0002329	YMR213W	snap_masked-flattened_line_18-processed-gene-1.16-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.16&CDS=1-1338
2330	OG0002330	YMR214W	snap_masked-flattened_line_18-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.38&CDS=1-1164
2331	OG0002331	YMR216C	snap_masked-flattened_line_18-processed-gene-1.13-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.13&CDS=1-2058
2332	OG0002332	YMR217W	snap_masked-flattened_line_18-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.37&CDS=1-1572
2333	OG0002333	YMR218C	augustus_masked-flattened_line_18-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.66&CDS=1-3333
2334	OG0002334	YMR220W	augustus_masked-flattened_line_18-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.61&CDS=1-1329
2335	OG0002335	YMR221C	augustus_masked-flattened_line_68-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.143&CDS=1-1602
2336	OG0002336	YMR223W	snap_masked-flattened_line_10-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.12&CDS=1-1395
2337	OG0002337	YMR224C	snap_masked-flattened_line_10-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.39&CDS=1-2475
2338	OG0002338	YMR225C	augustus_masked-flattened_line_10-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.90&CDS=1-309
2339	OG0002339	YMR226C	augustus_masked-flattened_line_10-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.64&CDS=1-801
2340	OG0002340	YMR227C	augustus_masked-flattened_line_64-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.67&CDS=1-1842
2341	OG0002341	YMR229C	augustus_masked-flattened_line_84-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.15&CDS=1-5064
2342	OG0002342	YMR231W	augustus_masked-flattened_line_94-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.64&CDS=1-3129
2343	OG0002343	YMR232W	augustus_masked-flattened_line_94-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.65&CDS=1-2130
2344	OG0002344	YMR234W	augustus_masked-flattened_line_94-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.71&CDS=1-1176
2345	OG0002345	YMR235C	snap_masked-flattened_line_167-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_167-processed-gene-0.5&CDS=1-1188
2346	OG0002346	YMR236W	snap_masked-flattened_line_359-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_359-processed-gene-0.1&CDS=1-615
2347	OG0002347	YMR239C	augustus_masked-flattened_line_50-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.138&CDS=1-1638
2348	OG0002348	YMR241W	snap_masked-flattened_line_56-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.60&CDS=1-906
2349	OG0002349	YMR243C	augustus_masked-flattened_line_56-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.32&CDS=1-1482
2350	OG0002350	YMR244C-A	augustus_masked-flattened_line_56-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.33&CDS=1-303
2351	OG0002351	YMR244W	snap_masked-flattened_line_56-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.63&CDS=1-1140
2352	OG0002352	YMR247C	maker-flattened_line_56-snap-gene-0.57-mRNA-1_1&gene=maker-flattened_line_56-snap-gene-0.57&CDS=1-4494
2353	OG0002353	YMR252C	augustus_masked-flattened_line_44-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.6&CDS=1-279
2354	OG0002354	YMR256C	snap_masked-flattened_line_0-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.27&CDS=1-180
2355	OG0002355	YMR258C	augustus_masked-flattened_line_0-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.115&CDS=1-2562
2356	OG0002356	YMR260C	snap_masked-flattened_line_0-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.37&CDS=1-459
2357	OG0002357	YMR262W	augustus_masked-flattened_line_0-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.136&CDS=1-984
2358	OG0002358	YMR265C	snap_masked-flattened_line_0-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.10&CDS=1-1446
2359	OG0002359	YMR266W	augustus_masked-flattened_line_74-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.17&CDS=1-2721
2360	OG0002360	YMR268C	augustus_masked-flattened_line_74-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.5&CDS=1-1416
2361	OG0002361	YMR269W	augustus_masked-flattened_line_74-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.19&CDS=1-615
2362	OG0002362	YMR272C	snap_masked-flattened_line_12-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.54&CDS=1-1194
2363	OG0002363	YMR274C	genemark-flattened_line_12-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.95&CDS=1-912
2364	OG0002364	YMR277W	snap_masked-flattened_line_56-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.111&CDS=1-1812
2365	OG0002365	YMR278W	snap_masked-flattened_line_56-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.110&CDS=1-1806
2366	OG0002366	YMR280C	augustus_masked-flattened_line_56-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.18&CDS=1-3864
2367	OG0002367	YMR281W	snap_masked-flattened_line_56-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.106&CDS=1-723
2368	OG0002368	YMR283C	augustus_masked-flattened_line_0-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.116&CDS=1-1437
2369	OG0002369	YMR284W	augustus_masked-flattened_line_0-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.140&CDS=1-1659
2370	OG0002370	YMR286W	snap_masked-flattened_line_0-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.15&CDS=1-507
2371	OG0002371	YMR287C	augustus_masked-flattened_line_38-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.89&CDS=1-2835
2372	OG0002372	YMR288W	augustus_masked-flattened_line_26-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.115&CDS=1-2829
2373	OG0002373	YMR289W	augustus_masked-flattened_line_26-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.81&CDS=1-1161
2374	OG0002374	YMR290C	augustus_masked-flattened_line_26-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.121&CDS=1-1515
2375	OG0002375	YMR291W	snap_masked-flattened_line_26-processed-gene-0.200-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.200&CDS=1-1404
2376	OG0002376	YMR292W	augustus_masked-flattened_line_42-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.129&CDS=1-420
2377	OG0002377	YMR293C	snap_masked-flattened_line_42-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.39&CDS=1-1548
2378	OG0002378	YMR295C	augustus_masked-flattened_line_42-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.168&CDS=1-714
2379	OG0002379	YMR296C	snap_masked-flattened_line_42-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.40&CDS=1-1650
2380	OG0002380	YMR298W	snap_masked-flattened_line_42-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.43&CDS=1-432
2381	OG0002381	YMR300C	snap_masked-flattened_line_42-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.7&CDS=1-1524
2382	OG0002382	YMR301C	genemark-flattened_line_42-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.68&CDS=1-2109
2383	OG0002383	YMR302C	augustus_masked-flattened_line_42-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.138&CDS=1-2220
2384	OG0002384	YMR304W	augustus_masked-flattened_line_34-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.8&CDS=1-3264
2385	OG0002385	YMR305C	augustus_masked-flattened_line_34-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.51&CDS=1-828
2386	OG0002386	YMR308C	genemark-flattened_line_130-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.26&CDS=1-4668
2387	OG0002387	YMR309C	snap_masked-flattened_line_42-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.12&CDS=1-2679
2388	OG0002388	YMR310C	snap_masked-flattened_line_26-processed-gene-0.212-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.212&CDS=1-1311
2389	OG0002389	YMR312W	augustus_masked-flattened_line_42-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.136&CDS=1-729
2390	OG0002390	YMR313C	maker-flattened_line_2-snap-gene-2.98-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.98&CDS=1-2241
2391	OG0002391	YMR314W	augustus_masked-flattened_line_42-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.131&CDS=1-699
2392	OG0002392	YMR315W	augustus_masked-flattened_line_146-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.8&CDS=1-1095
2393	OG0002393	YNL001W	snap_masked-flattened_line_4-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.98&CDS=1-1188
2394	OG0002394	YNL002C	snap_masked-flattened_line_4-processed-gene-1.102-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.102&CDS=1-981
2395	OG0002395	YNL003C	augustus_masked-flattened_line_4-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.119&CDS=1-840
2396	OG0002396	YNL005C	augustus_masked-flattened_line_4-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.70&CDS=1-1212
2397	OG0002397	YNL006W	snap_masked-flattened_line_4-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.103&CDS=1-981
2398	OG0002398	YNL007C	augustus_masked-flattened_line_4-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.56&CDS=1-1035
2399	OG0002399	YNL014W	snap_masked-flattened_line_4-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.26&CDS=1-3147
2400	OG0002400	YNL016W	snap_masked-flattened_line_20-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.58&CDS=1-1317
2401	OG0002401	YNL021W	maker-flattened_line_20-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.3&CDS=1-2322
2402	OG0002402	YNL022C	augustus_masked-flattened_line_20-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.193&CDS=1-1626
