	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035688_Cyberlindnera_xylosilytica
3141	OG0003141	YNL202W	snap_masked-flattened_line_26-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.66&CDS=1-873
3142	OG0003142	YNL206C	snap_masked-flattened_line_5-processed-gene-2.64-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.64&CDS=1-1281
3143	OG0003143	YNL207W	snap_masked-flattened_line_5-processed-gene-2.94-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.94&CDS=1-1269
3144	OG0003144	YNL208W	augustus_masked-flattened_line_5-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.12&CDS=1-537
3145	OG0003145	YNL210W	augustus_masked-flattened_line_5-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.40&CDS=1-1041
3146	OG0003146	YNL211C	snap_masked-flattened_line_5-processed-gene-2.100-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.100&CDS=1-252
3147	OG0003147	YNL212W	snap_masked-flattened_line_5-processed-gene-2.66-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.66&CDS=1-2331
3148	OG0003148	YNL213C	snap_masked-flattened_line_5-processed-gene-2.99-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.99&CDS=1-702
3149	OG0003149	YNL214W	snap_masked-flattened_line_5-processed-gene-2.65-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.65&CDS=1-648
3150	OG0003150	YNL216W	snap_masked-flattened_line_66-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.85&CDS=1-1671
3151	OG0003151	YNL217W	snap_masked-flattened_line_5-processed-gene-3.17-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.17&CDS=1-882
3152	OG0003152	YNL218W	snap_masked-flattened_line_112-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.84&CDS=1-1572
3153	OG0003153	YNL219C	maker-flattened_line_5-snap-gene-3.163-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-3.163&CDS=1-2136
3154	OG0003154	YNL220W	snap_masked-flattened_line_5-processed-gene-3.58-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.58&CDS=1-1287
3155	OG0003155	YNL221C	snap_masked-flattened_line_5-processed-gene-3.20-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.20&CDS=1-2340
3156	OG0003156	YNL222W	snap_masked-flattened_line_5-processed-gene-3.59-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.59&CDS=1-609
3157	OG0003157	YNL223W	snap_masked-flattened_line_5-processed-gene-3.62-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.62&CDS=1-1785
3158	OG0003158	YNL224C	snap_masked-flattened_line_5-processed-gene-3.22-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.22&CDS=1-2364
3159	OG0003159	YNL225C	augustus_masked-flattened_line_5-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-3.112&CDS=1-1662
3160	OG0003160	YNL227C	snap_masked-flattened_line_5-processed-gene-3.25-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.25&CDS=1-1800
3161	OG0003161	YNL229C	snap_masked-flattened_line_30-processed-gene-1.184-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.184&CDS=1-903
3162	OG0003162	YNL230C	snap_masked-flattened_line_42-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.86&CDS=1-1014
3163	OG0003163	YNL231C	snap_masked-flattened_line_42-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.108&CDS=1-1110
3164	OG0003164	YNL232W	snap_masked-flattened_line_5-processed-gene-1.58-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.58&CDS=1-816
3165	OG0003165	YNL233W	augustus_masked-flattened_line_172-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.2&CDS=1-2439
3166	OG0003166	YNL234W	snap_masked-flattened_line_5-processed-gene-3.16-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.16&CDS=1-942
3167	OG0003167	YNL236W	snap_masked-flattened_line_5-processed-gene-3.15-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.15&CDS=1-2574
3168	OG0003168	YNL237W	snap_masked-flattened_line_112-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.86&CDS=1-1323
3169	OG0003169	YNL238W	maker-flattened_line_112-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_112-augustus-gene-0.47&CDS=1-3330
3170	OG0003170	YNL239W	snap_masked-flattened_line_112-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.83&CDS=1-1347
3171	OG0003171	YNL240C	snap_masked-flattened_line_112-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.85&CDS=1-1527
3172	OG0003172	YNL241C	snap_masked-flattened_line_5-processed-gene-3.31-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.31&CDS=1-1506
3173	OG0003173	YNL242W	snap_masked-flattened_line_110-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.42&CDS=1-5214
3174	OG0003174	YNL243W	snap_masked-flattened_line_22-processed-gene-1.226-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.226&CDS=1-3129
3175	OG0003175	YNL244C	snap_masked-flattened_line_22-processed-gene-1.185-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.185&CDS=1-327
3176	OG0003176	YNL245C	snap_masked-flattened_line_22-processed-gene-1.186-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.186&CDS=1-855
3177	OG0003177	YNL246W	maker-flattened_line_22-snap-gene-1.86-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.86&CDS=1-840
3178	OG0003178	YNL247W	snap_masked-flattened_line_22-processed-gene-1.230-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.230&CDS=1-2418
3179	OG0003179	YNL248C	snap_masked-flattened_line_22-processed-gene-1.189-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.189&CDS=1-2259
3180	OG0003180	YNL249C	snap_masked-flattened_line_22-processed-gene-1.232-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.232&CDS=1-1575
3181	OG0003181	YNL250W	maker-flattened_line_22-snap-gene-1.91-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.91&CDS=1-3864
3182	OG0003182	YNL251C	snap_masked-flattened_line_22-processed-gene-1.229-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.229&CDS=1-1800
3183	OG0003183	YNL252C	snap_masked-flattened_line_22-processed-gene-1.228-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.228&CDS=1-843
3184	OG0003184	YNL254C	snap_masked-flattened_line_22-processed-gene-1.227-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.227&CDS=1-1569
3185	OG0003185	YNL256W	snap_masked-flattened_line_22-processed-gene-1.191-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.191&CDS=1-2349
3186	OG0003186	YNL258C	snap_masked-flattened_line_3-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.77&CDS=1-2145
3187	OG0003187	YNL259C	maker-flattened_line_64-snap-gene-0.210-mRNA-1_1&gene=maker-flattened_line_64-snap-gene-0.210&CDS=1-213
3188	OG0003188	YNL260C	snap_masked-flattened_line_64-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.100&CDS=1-468
3189	OG0003189	YNL261W	snap_masked-flattened_line_64-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.68&CDS=1-1278
3190	OG0003190	YNL262W	snap_masked-flattened_line_10-processed-gene-2.223-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.223&CDS=1-6561
3191	OG0003191	YNL263C	snap_masked-flattened_line_10-processed-gene-2.269-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.269&CDS=1-1020
3192	OG0003192	YNL265C	maker-flattened_line_102-snap-gene-0.44-mRNA-1_1&gene=maker-flattened_line_102-snap-gene-0.44&CDS=1-945
3193	OG0003193	YNL267W	snap_masked-flattened_line_108-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.88&CDS=1-2820
3194	OG0003194	YNL272C	snap_masked-flattened_line_108-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.91&CDS=1-1971
3195	OG0003195	YNL273W	snap_masked-flattened_line_86-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.75&CDS=1-3891
3196	OG0003196	YNL275W	augustus_masked-flattened_line_62-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.218&CDS=1-1623
3197	OG0003197	YNL277W	snap_masked-flattened_line_62-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.136&CDS=1-1374
3198	OG0003198	YNL279W	augustus_masked-flattened_line_108-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.51&CDS=1-2142
3199	OG0003199	YNL280C	snap_masked-flattened_line_30-processed-gene-1.180-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.180&CDS=1-1296
3200	OG0003200	YNL281W	snap_masked-flattened_line_66-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.123&CDS=1-441
3201	OG0003201	YNL282W	snap_masked-flattened_line_20-processed-gene-1.150-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.150&CDS=1-708
3202	OG0003202	YNL284C	augustus_masked-flattened_line_54-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.193&CDS=1-3600
3203	OG0003203	YNL287W	snap_masked-flattened_line_36-processed-gene-1.244-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.244&CDS=1-2688
3204	OG0003204	YNL288W	snap_masked-flattened_line_36-processed-gene-1.243-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.243&CDS=1-1197
3205	OG0003205	YNL289W	snap_masked-flattened_line_146-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_146-processed-gene-0.48&CDS=1-879
3206	OG0003206	YNL290W	snap_masked-flattened_line_38-processed-gene-1.212-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.212&CDS=1-981
3207	OG0003207	YNL291C	snap_masked-flattened_line_38-processed-gene-1.181-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.181&CDS=1-1497
3208	OG0003208	YNL292W	augustus_masked-flattened_line_56-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.214&CDS=1-1428
3209	OG0003209	YNL293W	augustus_masked-flattened_line_56-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.215&CDS=1-1728
3210	OG0003210	YNL297C	augustus_masked-flattened_line_56-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.183&CDS=1-6114
3211	OG0003211	YNL298W	snap_masked-flattened_line_14-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.66&CDS=1-2460
3212	OG0003212	YNL305C	snap_masked-flattened_line_16-processed-gene-2.147-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.147&CDS=1-750
3213	OG0003213	YNL306W	snap_masked-flattened_line_12-processed-gene-2.127-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.127&CDS=1-642
3214	OG0003214	YNL307C	snap_masked-flattened_line_12-processed-gene-2.173-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.173&CDS=1-1086
3215	OG0003215	YNL308C	snap_masked-flattened_line_40-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.61&CDS=1-1650
3216	OG0003216	YNL310C	snap_masked-flattened_line_34-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.89&CDS=1-402
3217	OG0003217	YNL311C	snap_masked-flattened_line_186-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_186-processed-gene-0.35&CDS=1-1410
3218	OG0003218	YNL312W	snap_masked-flattened_line_34-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.70&CDS=1-789
3219	OG0003219	YNL313C	snap_masked-flattened_line_40-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.91&CDS=1-2658
3220	OG0003220	YNL315C	snap_masked-flattened_line_42-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.14&CDS=1-918
3221	OG0003221	YNL316C	maker-flattened_line_42-snap-gene-1.147-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-1.147&CDS=1-861
3222	OG0003222	YNL320W	snap_masked-flattened_line_58-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.121&CDS=1-876
3223	OG0003223	YNL321W	augustus_masked-flattened_line_58-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.32&CDS=1-3042
3224	OG0003224	YNL323W	snap_masked-flattened_line_12-processed-gene-2.102-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.102&CDS=1-1221
3225	OG0003225	YNL325C	snap_masked-flattened_line_36-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.55&CDS=1-2649
3226	OG0003226	YNL326C	snap_masked-flattened_line_70-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.137&CDS=1-1065
3227	OG0003227	YNL328C	genemark-flattened_line_70-processed-gene-0.224-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.224&CDS=1-420
3228	OG0003228	YNL329C	snap_masked-flattened_line_70-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.130&CDS=1-2724
3229	OG0003229	YNL330C	snap_masked-flattened_line_70-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.95&CDS=1-1308
3230	OG0003230	YNR001C	snap_masked-flattened_line_54-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.133&CDS=1-1398
3231	OG0003231	YNR003C	snap_masked-flattened_line_86-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.58&CDS=1-891
3232	OG0003232	YNR006W	snap_masked-flattened_line_0-processed-gene-3.145-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.145&CDS=1-2169
3233	OG0003233	YNR007C	snap_masked-flattened_line_12-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.64&CDS=1-945
3234	OG0003234	YNR008W	snap_masked-flattened_line_12-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.44&CDS=1-1971
3235	OG0003235	YNR011C	snap_masked-flattened_line_44-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.153&CDS=1-2679
3236	OG0003236	YNR012W	snap_masked-flattened_line_44-processed-gene-0.202-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.202&CDS=1-1500
3237	OG0003237	YNR013C	snap_masked-flattened_line_44-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.152&CDS=1-2463
3238	OG0003238	YNR016C	snap_masked-flattened_line_22-processed-gene-1.268-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.268&CDS=1-6726
3239	OG0003239	YNR018W	snap_masked-flattened_line_158-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.24&CDS=1-645
3240	OG0003240	YNR019W	snap_masked-flattened_line_158-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.33&CDS=1-1626
3241	OG0003241	YNR020C	snap_masked-flattened_line_158-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.37&CDS=1-705
3242	OG0003242	YNR021W	snap_masked-flattened_line_209-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_209-processed-gene-0.8&CDS=1-1110
3243	OG0003243	YNR026C	snap_masked-flattened_line_36-processed-gene-1.232-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.232&CDS=1-1428
3244	OG0003244	YNR027W	snap_masked-flattened_line_36-processed-gene-1.265-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.265&CDS=1-969
3245	OG0003245	YNR029C	snap_masked-flattened_line_0-processed-gene-4.119-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.119&CDS=1-1188
3246	OG0003246	YNR030W	snap_masked-flattened_line_0-processed-gene-4.152-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.152&CDS=1-1827
3247	OG0003247	YNR032C-A	snap_masked-flattened_line_80-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.171&CDS=1-219
3248	OG0003248	YNR032W	snap_masked-flattened_line_80-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.137&CDS=1-978
3249	OG0003249	YNR033W	maker-flattened_line_80-augustus-gene-0.176-mRNA-1_1&gene=maker-flattened_line_80-augustus-gene-0.176&CDS=1-3726
3250	OG0003250	YNR035C	snap_masked-flattened_line_54-processed-gene-0.168-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.168&CDS=1-939
3251	OG0003251	YNR036C	snap_masked-flattened_line_54-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.122&CDS=1-522
3252	OG0003252	YNR037C	snap_masked-flattened_line_54-processed-gene-0.158-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.158&CDS=1-276
3253	OG0003253	YNR038W	snap_masked-flattened_line_54-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.121&CDS=1-1884
3254	OG0003254	YNR039C	genemark-flattened_line_136-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.38&CDS=1-1536
3255	OG0003255	YNR040W	augustus_masked-flattened_line_74-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.180&CDS=1-1089
3256	OG0003256	YNR041C	snap_masked-flattened_line_66-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.84&CDS=1-1047
3257	OG0003257	YNR043W	snap_masked-flattened_line_5-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.7&CDS=1-1188
3258	OG0003258	YNR046W	snap_masked-flattened_line_34-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.99&CDS=1-387
3259	OG0003259	YNR050C	maker-flattened_line_24-augustus-gene-1.96-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.96&CDS=1-5076
3260	OG0003260	YNR052C	snap_masked-flattened_line_24-processed-gene-1.144-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.144&CDS=1-999
3261	OG0003261	YNR053C	maker-flattened_line_8-snap-gene-2.2-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.2&CDS=1-1536
3262	OG0003262	YNR054C	snap_masked-flattened_line_8-processed-gene-2.124-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.124&CDS=1-978
3263	OG0003263	YNR055C	snap_masked-flattened_line_30-processed-gene-1.161-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.161&CDS=1-1704
3264	OG0003264	YOL001W	genemark-flattened_line_180-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.22&CDS=1-1275
3265	OG0003265	YOL003C	genemark-flattened_line_16-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.125&CDS=1-1140
3266	OG0003266	YOL004W	snap_masked-flattened_line_16-processed-gene-2.159-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.159&CDS=1-4113
3267	OG0003267	YOL005C	maker-flattened_line_16-snap-gene-2.64-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-2.64&CDS=1-354
3268	OG0003268	YOL006C	snap_masked-flattened_line_22-processed-gene-1.202-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.202&CDS=1-2292
3269	OG0003269	YOL008W	genemark-flattened_line_22-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.119&CDS=1-585
3270	OG0003270	YOL009C	augustus_masked-flattened_line_22-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.69&CDS=1-1740
3271	OG0003271	YOL010W	snap_masked-flattened_line_22-processed-gene-1.254-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.254&CDS=1-1092
3272	OG0003272	YOL012C	snap_masked-flattened_line_42-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.40&CDS=1-396
3273	OG0003273	YOL013C	snap_masked-flattened_line_42-processed-gene-1.39-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.39&CDS=1-1470
3274	OG0003274	YOL016C	snap_masked-flattened_line_211-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_211-processed-gene-0.4&CDS=1-1233
3275	OG0003275	YOL018C	snap_masked-flattened_line_136-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.62&CDS=1-1206
3276	OG0003276	YOL019W	snap_masked-flattened_line_136-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.76&CDS=1-1905
3277	OG0003277	YOL021C	snap_masked-flattened_line_102-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.109&CDS=1-2934
3278	OG0003278	YOL022C	snap_masked-flattened_line_58-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.133&CDS=1-1215
3279	OG0003279	YOL023W	snap_masked-flattened_line_58-processed-gene-0.172-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.172&CDS=1-2019
3280	OG0003280	YOL026C	snap_masked-flattened_line_70-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.109&CDS=1-381
3281	OG0003281	YOL030W	snap_masked-flattened_line_20-processed-gene-2.70-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.70&CDS=1-1416
3282	OG0003282	YOL032W	snap_masked-flattened_line_34-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.64&CDS=1-618
3283	OG0003283	YOL033W	snap_masked-flattened_line_106-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.71&CDS=1-1566
3284	OG0003284	YOL034W	snap_masked-flattened_line_34-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.10&CDS=1-3240
3285	OG0003285	YOL038W	snap_masked-flattened_line_70-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.108&CDS=1-750
3286	OG0003286	YOL039W	snap_masked-flattened_line_34-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.84&CDS=1-348
3287	OG0003287	YOL040C	snap_masked-flattened_line_34-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.58&CDS=1-432
3288	OG0003288	YOL042W	maker-flattened_line_86-augustus-gene-0.53-mRNA-1_1&gene=maker-flattened_line_86-augustus-gene-0.53&CDS=1-2730
3289	OG0003289	YOL049W	snap_masked-flattened_line_34-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.47&CDS=1-1440
3290	OG0003290	YOL051W	snap_masked-flattened_line_0-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.52&CDS=1-3543
3291	OG0003291	YOL052C	snap_masked-flattened_line_156-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_156-processed-gene-0.1&CDS=1-1164
3292	OG0003292	YOL054W	maker-flattened_line_36-snap-gene-1.5-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-1.5&CDS=1-1056
3293	OG0003293	YOL057W	snap_masked-flattened_line_12-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.51&CDS=1-2028
3294	OG0003294	YOL058W	snap_masked-flattened_line_76-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.157&CDS=1-1254
3295	OG0003295	YOL060C	maker-flattened_line_56-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_56-augustus-gene-0.1&CDS=1-2184
3296	OG0003296	YOL061W	snap_masked-flattened_line_162-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_162-processed-gene-0.6&CDS=1-1359
3297	OG0003297	YOL062C	augustus_masked-flattened_line_162-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.36&CDS=1-2598
3298	OG0003298	YOL064C	snap_masked-flattened_line_94-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.127&CDS=1-1053
3299	OG0003299	YOL065C	snap_masked-flattened_line_62-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.116&CDS=1-1068
3300	OG0003300	YOL066C	snap_masked-flattened_line_148-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.28&CDS=1-1626
3301	OG0003301	YOL067C	snap_masked-flattened_line_82-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.135&CDS=1-669
3302	OG0003302	YOL069W	snap_masked-flattened_line_82-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.136&CDS=1-1395
3303	OG0003303	YOL070C	snap_masked-flattened_line_128-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.61&CDS=1-1530
3304	OG0003304	YOL071W	snap_masked-flattened_line_82-processed-gene-0.169-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.169&CDS=1-453
3305	OG0003305	YOL072W	snap_masked-flattened_line_34-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.90&CDS=1-1359
3306	OG0003306	YOL073C	snap_masked-flattened_line_14-processed-gene-2.39-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.39&CDS=1-768
3307	OG0003307	YOL075C	augustus_masked-flattened_line_14-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.133&CDS=1-3837
