	OrthologID	Saccharomyces_cerevisiae	Yarrowia_lipolytica
2810	OG0002810	YNL232W	snap_masked-YALI0A-processed-gene-6.68-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-6.68&CDS=1-855
2811	OG0002811	YNL233W	augustus_masked-YALI0A-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-YALI0A-processed-gene-8.59&CDS=1-3957
2812	OG0002812	YNL237W	genemark-YALI0F-processed-gene-23.103-mRNA-1_1&gene=genemark-YALI0F-processed-gene-23.103&CDS=1-1437
2813	OG0002813	YNL238W	genemark-YALI0F-processed-gene-17.66-mRNA-1_1&gene=genemark-YALI0F-processed-gene-17.66&CDS=1-2928
2814	OG0002814	YNL240C	genemark-YALI0B-processed-gene-6.16-mRNA-1_1&gene=genemark-YALI0B-processed-gene-6.16&CDS=1-1473
2815	OG0002815	YNL241C	genemark-YALI0E-processed-gene-26.83-mRNA-1_1&gene=genemark-YALI0E-processed-gene-26.83&CDS=1-1494
2816	OG0002816	YNL242W	genemark-YALI0E-processed-gene-9.10-mRNA-1_1&gene=genemark-YALI0E-processed-gene-9.10&CDS=1-4575
2817	OG0002817	YNL243W	genemark-YALI0C-processed-gene-9.33-mRNA-1_1&gene=genemark-YALI0C-processed-gene-9.33&CDS=1-3159
2818	OG0002818	YNL244C	genemark-YALI0C-processed-gene-10.27-mRNA-1_1&gene=genemark-YALI0C-processed-gene-10.27&CDS=1-330
2819	OG0002819	YNL247W	genemark-YALI0D-processed-gene-18.42-mRNA-1_1&gene=genemark-YALI0D-processed-gene-18.42&CDS=1-2229
2820	OG0002820	YNL248C	snap_masked-YALI0E-processed-gene-5.113-mRNA-1_1&gene=snap_masked-YALI0E-processed-gene-5.113&CDS=1-1230
2821	OG0002821	YNL250W	maker-YALI0D-snap-gene-18.84-mRNA-1_1&gene=maker-YALI0D-snap-gene-18.84&CDS=1-2454
2822	OG0002822	YNL251C	genemark-YALI0E-processed-gene-29.67-mRNA-1_1&gene=genemark-YALI0E-processed-gene-29.67&CDS=1-1878
2823	OG0002823	YNL252C	genemark-YALI0E-processed-gene-29.50-mRNA-1_1&gene=genemark-YALI0E-processed-gene-29.50&CDS=1-855
2824	OG0002824	YNL256W	genemark-YALI0A-processed-gene-3.108-mRNA-1_1&gene=genemark-YALI0A-processed-gene-3.108&CDS=1-2277
2825	OG0002825	YNL259C	genemark-YALI0B-processed-gene-24.32-mRNA-1_1&gene=genemark-YALI0B-processed-gene-24.32&CDS=1-219
2826	OG0002826	YNL261W	genemark-YALI0B-processed-gene-2.23-mRNA-1_1&gene=genemark-YALI0B-processed-gene-2.23&CDS=1-1395
2827	OG0002827	YNL262W	genemark-YALI0E-processed-gene-31.11-mRNA-1_1&gene=genemark-YALI0E-processed-gene-31.11&CDS=1-6549
2828	OG0002828	YNL263C	genemark-YALI0E-processed-gene-31.10-mRNA-1_1&gene=genemark-YALI0E-processed-gene-31.10&CDS=1-1020
2829	OG0002829	YNL265C	genemark-YALI0B-processed-gene-5.27-mRNA-1_1&gene=genemark-YALI0B-processed-gene-5.27&CDS=1-870
2830	OG0002830	YNL267W	genemark-YALI0B-processed-gene-3.44-mRNA-1_1&gene=genemark-YALI0B-processed-gene-3.44&CDS=1-2880
2831	OG0002831	YNL271C	maker-YALI0D-snap-gene-13.4-mRNA-1_1&gene=maker-YALI0D-snap-gene-13.4&CDS=1-4935
2832	OG0002832	YNL272C	genemark-YALI0F-processed-gene-34.72-mRNA-1_1&gene=genemark-YALI0F-processed-gene-34.72&CDS=1-1983
2833	OG0002833	YNL273W	genemark-YALI0B-processed-gene-8.63-mRNA-1_1&gene=genemark-YALI0B-processed-gene-8.63&CDS=1-3162
2834	OG0002834	YNL275W	genemark-YALI0E-processed-gene-35.61-mRNA-1_1&gene=genemark-YALI0E-processed-gene-35.61&CDS=1-1716
2835	OG0002835	YNL277W	genemark-YALI0E-processed-gene-0.65-mRNA-1_1&gene=genemark-YALI0E-processed-gene-0.65&CDS=1-1449
2836	OG0002836	YNL279W	genemark-YALI0E-processed-gene-10.50-mRNA-1_1&gene=genemark-YALI0E-processed-gene-10.50&CDS=1-2070
2837	OG0002837	YNL280C	genemark-YALI0B-processed-gene-29.120-mRNA-1_1&gene=genemark-YALI0B-processed-gene-29.120&CDS=1-1314
2838	OG0002838	YNL286W	genemark-YALI0F-processed-gene-1.63-mRNA-1_1&gene=genemark-YALI0F-processed-gene-1.63&CDS=1-1221
2839	OG0002839	YNL287W	genemark-YALI0F-processed-gene-5.26-mRNA-1_1&gene=genemark-YALI0F-processed-gene-5.26&CDS=1-2769
2840	OG0002840	YNL288W	genemark-YALI0F-processed-gene-4.54-mRNA-1_1&gene=genemark-YALI0F-processed-gene-4.54&CDS=1-954
2841	OG0002841	YNL289W	genemark-YALI0F-processed-gene-29.87-mRNA-1_1&gene=genemark-YALI0F-processed-gene-29.87&CDS=1-885
2842	OG0002842	YNL290W	genemark-YALI0A-processed-gene-2.50-mRNA-1_1&gene=genemark-YALI0A-processed-gene-2.50&CDS=1-1074
2843	OG0002843	YNL291C	genemark-YALI0A-processed-gene-2.38-mRNA-1_1&gene=genemark-YALI0A-processed-gene-2.38&CDS=1-1920
2844	OG0002844	YNL292W	maker-YALI0D-snap-gene-33.81-mRNA-1_1&gene=maker-YALI0D-snap-gene-33.81&CDS=1-1197
2845	OG0002845	YNL293W	genemark-YALI0B-processed-gene-29.109-mRNA-1_1&gene=genemark-YALI0B-processed-gene-29.109&CDS=1-1950
2846	OG0002846	YNL297C	genemark-YALI0B-processed-gene-29.82-mRNA-1_1&gene=genemark-YALI0B-processed-gene-29.82&CDS=1-3852
2847	OG0002847	YNL298W	maker-YALI0C-snap-gene-30.0-mRNA-1_1&gene=maker-YALI0C-snap-gene-30.0&CDS=1-2478
2848	OG0002848	YNL305C	genemark-YALI0B-processed-gene-7.54-mRNA-1_1&gene=genemark-YALI0B-processed-gene-7.54&CDS=1-783
2849	OG0002849	YNL306W	genemark-YALI0E-processed-gene-17.44-mRNA-1_1&gene=genemark-YALI0E-processed-gene-17.44&CDS=1-618
2850	OG0002850	YNL308C	genemark-YALI0D-processed-gene-1.70-mRNA-1_1&gene=genemark-YALI0D-processed-gene-1.70&CDS=1-1731
2851	OG0002851	YNL310C	genemark-YALI0F-processed-gene-6.0-mRNA-1_1&gene=genemark-YALI0F-processed-gene-6.0&CDS=1-534
2852	OG0002852	YNL313C	genemark-YALI0D-processed-gene-0.48-mRNA-1_1&gene=genemark-YALI0D-processed-gene-0.48&CDS=1-2445
2853	OG0002853	YNL315C	genemark-YALI0B-processed-gene-22.64-mRNA-1_1&gene=genemark-YALI0B-processed-gene-22.64&CDS=1-966
2854	OG0002854	YNL316C	genemark-YALI0B-processed-gene-22.65-mRNA-1_1&gene=genemark-YALI0B-processed-gene-22.65&CDS=1-870
2855	OG0002855	YNL317W	genemark-YALI0A-processed-gene-18.1-mRNA-1_1&gene=genemark-YALI0A-processed-gene-18.1&CDS=1-1473
2856	OG0002856	YNL320W	genemark-YALI0D-processed-gene-32.61-mRNA-1_1&gene=genemark-YALI0D-processed-gene-32.61&CDS=1-933
2857	OG0002857	YNL321W	genemark-YALI0D-processed-gene-32.58-mRNA-1_1&gene=genemark-YALI0D-processed-gene-32.58&CDS=1-3435
2858	OG0002858	YNL325C	genemark-YALI0E-processed-gene-39.45-mRNA-1_1&gene=genemark-YALI0E-processed-gene-39.45&CDS=1-2565
2859	OG0002859	YNL326C	genemark-YALI0E-processed-gene-27.104-mRNA-1_1&gene=genemark-YALI0E-processed-gene-27.104&CDS=1-1203
2860	OG0002860	YNL328C	genemark-YALI0C-processed-gene-25.32-mRNA-1_1&gene=genemark-YALI0C-processed-gene-25.32&CDS=1-771
2861	OG0002861	YNL329C	genemark-YALI0C-processed-gene-25.31-mRNA-1_1&gene=genemark-YALI0C-processed-gene-25.31&CDS=1-3072
2862	OG0002862	YNL330C	genemark-YALI0E-processed-gene-27.97-mRNA-1_1&gene=genemark-YALI0E-processed-gene-27.97&CDS=1-1374
2863	OG0002863	YNR001C	genemark-YALI0E-processed-gene-3.3-mRNA-1_1&gene=genemark-YALI0E-processed-gene-3.3&CDS=1-1395
2864	OG0002864	YNR003C	genemark-YALI0F-processed-gene-13.49-mRNA-1_1&gene=genemark-YALI0F-processed-gene-13.49&CDS=1-846
2865	OG0002865	YNR006W	genemark-YALI0B-processed-gene-5.11-mRNA-1_1&gene=genemark-YALI0B-processed-gene-5.11&CDS=1-1695
2866	OG0002866	YNR007C	genemark-YALI0E-processed-gene-29.55-mRNA-1_1&gene=genemark-YALI0E-processed-gene-29.55&CDS=1-870
2867	OG0002867	YNR008W	genemark-YALI0E-processed-gene-20.3-mRNA-1_1&gene=genemark-YALI0E-processed-gene-20.3&CDS=1-1944
2868	OG0002868	YNR011C	genemark-YALI0D-processed-gene-12.71-mRNA-1_1&gene=genemark-YALI0D-processed-gene-12.71&CDS=1-3105
2869	OG0002869	YNR012W	genemark-YALI0E-processed-gene-36.10-mRNA-1_1&gene=genemark-YALI0E-processed-gene-36.10&CDS=1-1350
2870	OG0002870	YNR013C	genemark-YALI0E-processed-gene-36.28-mRNA-1_1&gene=genemark-YALI0E-processed-gene-36.28&CDS=1-2538
2871	OG0002871	YNR015W	genemark-YALI0F-processed-gene-36.100-mRNA-1_1&gene=genemark-YALI0F-processed-gene-36.100&CDS=1-1182
2872	OG0002872	YNR016C	maker-YALI0C-snap-gene-15.30-mRNA-1_1&gene=maker-YALI0C-snap-gene-15.30&CDS=1-6756
2873	OG0002873	YNR017W	genemark-YALI0F-processed-gene-36.88-mRNA-1_1&gene=genemark-YALI0F-processed-gene-36.88&CDS=1-645
2874	OG0002874	YNR018W	genemark-YALI0F-processed-gene-31.36-mRNA-1_1&gene=genemark-YALI0F-processed-gene-31.36&CDS=1-606
2875	OG0002875	YNR020C	genemark-YALI0F-processed-gene-14.11-mRNA-1_1&gene=genemark-YALI0F-processed-gene-14.11&CDS=1-750
2876	OG0002876	YNR021W	augustus_masked-YALI0F-processed-gene-14.58-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-14.58&CDS=1-1257
2877	OG0002877	YNR029C	genemark-YALI0E-processed-gene-15.50-mRNA-1_1&gene=genemark-YALI0E-processed-gene-15.50&CDS=1-1242
2878	OG0002878	YNR030W	genemark-YALI0C-processed-gene-3.39-mRNA-1_1&gene=genemark-YALI0C-processed-gene-3.39&CDS=1-1683
2879	OG0002879	YNR032C-A	snap_masked-YALI0A-processed-gene-3.38-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-3.38&CDS=1-210
2880	OG0002880	YNR032W	augustus_masked-YALI0A-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-YALI0A-processed-gene-5.93&CDS=1-966
2881	OG0002881	YNR033W	genemark-YALI0A-processed-gene-5.76-mRNA-1_1&gene=genemark-YALI0A-processed-gene-5.76&CDS=1-2358
2882	OG0002882	YNR035C	genemark-YALI0A-processed-gene-3.117-mRNA-1_1&gene=genemark-YALI0A-processed-gene-3.117&CDS=1-966
2883	OG0002883	YNR036C	genemark-YALI0A-processed-gene-3.102-mRNA-1_1&gene=genemark-YALI0A-processed-gene-3.102&CDS=1-507
2884	OG0002884	YNR037C	genemark-YALI0B-processed-gene-29.77-mRNA-1_1&gene=genemark-YALI0B-processed-gene-29.77&CDS=1-267
2885	OG0002885	YNR038W	genemark-YALI0B-processed-gene-29.103-mRNA-1_1&gene=genemark-YALI0B-processed-gene-29.103&CDS=1-1821
2886	OG0002886	YNR039C	augustus_masked-YALI0B-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-YALI0B-processed-gene-4.42&CDS=1-1386
2887	OG0002887	YNR041C	genemark-YALI0F-processed-gene-8.53-mRNA-1_1&gene=genemark-YALI0F-processed-gene-8.53&CDS=1-1191
2888	OG0002888	YNR043W	genemark-YALI0F-processed-gene-8.42-mRNA-1_1&gene=genemark-YALI0F-processed-gene-8.42&CDS=1-1161
2889	OG0002889	YNR046W	genemark-YALI0E-processed-gene-29.64-mRNA-1_1&gene=genemark-YALI0E-processed-gene-29.64&CDS=1-390
2890	OG0002890	YNR050C	genemark-YALI0D-processed-gene-29.40-mRNA-1_1&gene=genemark-YALI0D-processed-gene-29.40&CDS=1-1341
2891	OG0002891	YNR051C	snap_masked-YALI0F-processed-gene-1.16-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-1.16&CDS=1-1302
2892	OG0002892	YNR052C	genemark-YALI0B-processed-gene-16.82-mRNA-1_1&gene=genemark-YALI0B-processed-gene-16.82&CDS=1-1392
2893	OG0002893	YNR053C	genemark-YALI0F-processed-gene-35.87-mRNA-1_1&gene=genemark-YALI0F-processed-gene-35.87&CDS=1-1527
2894	OG0002894	YNR054C	genemark-YALI0B-processed-gene-5.29-mRNA-1_1&gene=genemark-YALI0B-processed-gene-5.29&CDS=1-972
2895	OG0002895	YNR055C	genemark-YALI0D-processed-gene-32.71-mRNA-1_1&gene=genemark-YALI0D-processed-gene-32.71&CDS=1-1734
2896	OG0002896	YNR063W	augustus_masked-YALI0E-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-1.54&CDS=1-1680
2897	OG0002897	YOL001W	snap_masked-YALI0D-processed-gene-27.58-mRNA-1_1&gene=snap_masked-YALI0D-processed-gene-27.58&CDS=1-672
2898	OG0002898	YOL002C	genemark-YALI0E-processed-gene-20.21-mRNA-1_1&gene=genemark-YALI0E-processed-gene-20.21&CDS=1-999
2899	OG0002899	YOL003C	genemark-YALI0D-processed-gene-35.27-mRNA-1_1&gene=genemark-YALI0D-processed-gene-35.27&CDS=1-1026
2900	OG0002900	YOL004W	genemark-YALI0D-processed-gene-35.1-mRNA-1_1&gene=genemark-YALI0D-processed-gene-35.1&CDS=1-4653
2901	OG0002901	YOL005C	genemark-YALI0D-processed-gene-35.3-mRNA-1_1&gene=genemark-YALI0D-processed-gene-35.3&CDS=1-351
2902	OG0002902	YOL006C	genemark-YALI0D-processed-gene-34.60-mRNA-1_1&gene=genemark-YALI0D-processed-gene-34.60&CDS=1-2280
2903	OG0002903	YOL008W	genemark-YALI0A-processed-gene-3.109-mRNA-1_1&gene=genemark-YALI0A-processed-gene-3.109&CDS=1-558
2904	OG0002904	YOL009C	genemark-YALI0A-processed-gene-3.94-mRNA-1_1&gene=genemark-YALI0A-processed-gene-3.94&CDS=1-1020
2905	OG0002905	YOL010W	genemark-YALI0A-processed-gene-5.78-mRNA-1_1&gene=genemark-YALI0A-processed-gene-5.78&CDS=1-1095
2906	OG0002906	YOL018C	genemark-YALI0E-processed-gene-39.46-mRNA-1_1&gene=genemark-YALI0E-processed-gene-39.46&CDS=1-1110
2907	OG0002907	YOL021C	genemark-YALI0E-processed-gene-4.37-mRNA-1_1&gene=genemark-YALI0E-processed-gene-4.37&CDS=1-2958
2908	OG0002908	YOL022C	genemark-YALI0B-processed-gene-12.54-mRNA-1_1&gene=genemark-YALI0B-processed-gene-12.54&CDS=1-1224
2909	OG0002909	YOL023W	genemark-YALI0B-processed-gene-28.28-mRNA-1_1&gene=genemark-YALI0B-processed-gene-28.28&CDS=1-2523
2910	OG0002910	YOL026C	genemark-YALI0B-processed-gene-18.11-mRNA-1_1&gene=genemark-YALI0B-processed-gene-18.11&CDS=1-357
2911	OG0002911	YOL029C	genemark-YALI0B-processed-gene-17.48-mRNA-1_1&gene=genemark-YALI0B-processed-gene-17.48&CDS=1-1917
2912	OG0002912	YOL030W	genemark-YALI0D-processed-gene-6.31-mRNA-1_1&gene=genemark-YALI0D-processed-gene-6.31&CDS=1-1416
2913	OG0002913	YOL031C	genemark-YALI0E-processed-gene-38.115-mRNA-1_1&gene=genemark-YALI0E-processed-gene-38.115&CDS=1-1278
2914	OG0002914	YOL032W	genemark-YALI0E-processed-gene-38.114-mRNA-1_1&gene=genemark-YALI0E-processed-gene-38.114&CDS=1-621
2915	OG0002915	YOL033W	genemark-YALI0E-processed-gene-21.6-mRNA-1_1&gene=genemark-YALI0E-processed-gene-21.6&CDS=1-1542
2916	OG0002916	YOL038W	genemark-YALI0B-processed-gene-19.18-mRNA-1_1&gene=genemark-YALI0B-processed-gene-19.18&CDS=1-747
2917	OG0002917	YOL039W	genemark-YALI0F-processed-gene-8.45-mRNA-1_1&gene=genemark-YALI0F-processed-gene-8.45&CDS=1-345
2918	OG0002918	YOL040C	genemark-YALI0F-processed-gene-8.59-mRNA-1_1&gene=genemark-YALI0F-processed-gene-8.59&CDS=1-432
2919	OG0002919	YOL041C	genemark-YALI0F-processed-gene-8.47-mRNA-1_1&gene=genemark-YALI0F-processed-gene-8.47&CDS=1-1527
2920	OG0002920	YOL048C	genemark-YALI0C-processed-gene-27.19-mRNA-1_1&gene=genemark-YALI0C-processed-gene-27.19&CDS=1-879
2921	OG0002921	YOL049W	genemark-YALI0C-processed-gene-24.26-mRNA-1_1&gene=genemark-YALI0C-processed-gene-24.26&CDS=1-1473
2922	OG0002922	YOL052C	genemark-YALI0E-processed-gene-24.99-mRNA-1_1&gene=genemark-YALI0E-processed-gene-24.99&CDS=1-1254
2923	OG0002923	YOL057W	genemark-YALI0B-processed-gene-25.36-mRNA-1_1&gene=genemark-YALI0B-processed-gene-25.36&CDS=1-2019
2924	OG0002924	YOL060C	genemark-YALI0E-processed-gene-37.40-mRNA-1_1&gene=genemark-YALI0E-processed-gene-37.40&CDS=1-1974
2925	OG0002925	YOL061W	genemark-YALI0B-processed-gene-1.33-mRNA-1_1&gene=genemark-YALI0B-processed-gene-1.33&CDS=1-1110
2926	OG0002926	YOL062C	maker-YALI0C-augustus-gene-17.1-mRNA-1_1&gene=maker-YALI0C-augustus-gene-17.1&CDS=1-1380
2927	OG0002927	YOL064C	genemark-YALI0F-processed-gene-35.77-mRNA-1_1&gene=genemark-YALI0F-processed-gene-35.77&CDS=1-1017
2928	OG0002928	YOL065C	genemark-YALI0F-processed-gene-16.47-mRNA-1_1&gene=genemark-YALI0F-processed-gene-16.47&CDS=1-1035
2929	OG0002929	YOL066C	genemark-YALI0F-processed-gene-16.48-mRNA-1_1&gene=genemark-YALI0F-processed-gene-16.48&CDS=1-1815
2930	OG0002930	YOL067C	genemark-YALI0F-processed-gene-15.72-mRNA-1_1&gene=genemark-YALI0F-processed-gene-15.72&CDS=1-1323
2931	OG0002931	YOL071W	genemark-YALI0F-processed-gene-15.53-mRNA-1_1&gene=genemark-YALI0F-processed-gene-15.53&CDS=1-435
2932	OG0002932	YOL073C	genemark-YALI0D-processed-gene-1.67-mRNA-1_1&gene=genemark-YALI0D-processed-gene-1.67&CDS=1-756
2933	OG0002933	YOL075C	genemark-YALI0D-processed-gene-34.41-mRNA-1_1&gene=genemark-YALI0D-processed-gene-34.41&CDS=1-3930
2934	OG0002934	YOL076W	augustus_masked-YALI0B-processed-gene-15.32-mRNA-1_1&gene=augustus_masked-YALI0B-processed-gene-15.32&CDS=1-2427
2935	OG0002935	YOL077C	genemark-YALI0B-processed-gene-16.70-mRNA-1_1&gene=genemark-YALI0B-processed-gene-16.70&CDS=1-858
2936	OG0002936	YOL077W-A	genemark-YALI0B-processed-gene-16.73-mRNA-1_1&gene=genemark-YALI0B-processed-gene-16.73&CDS=1-210
2937	OG0002937	YOL078W	genemark-YALI0B-processed-gene-16.72-mRNA-1_1&gene=genemark-YALI0B-processed-gene-16.72&CDS=1-2415
2938	OG0002938	YOL080C	genemark-YALI0B-processed-gene-23.12-mRNA-1_1&gene=genemark-YALI0B-processed-gene-23.12&CDS=1-843
2939	OG0002939	YOL086W-A	genemark-YALI0B-processed-gene-8.54-mRNA-1_1&gene=genemark-YALI0B-processed-gene-8.54&CDS=1-282
2940	OG0002940	YOL087C	snap_masked-YALI0D-processed-gene-8.78-mRNA-1_1&gene=snap_masked-YALI0D-processed-gene-8.78&CDS=1-2466
2941	OG0002941	YOL090W	genemark-YALI0F-processed-gene-0.53-mRNA-1_1&gene=genemark-YALI0F-processed-gene-0.53&CDS=1-2661
2942	OG0002942	YOL093W	genemark-YALI0F-processed-gene-17.41-mRNA-1_1&gene=genemark-YALI0F-processed-gene-17.41&CDS=1-1113
2943	OG0002943	YOL094C	genemark-YALI0F-processed-gene-10.51-mRNA-1_1&gene=genemark-YALI0F-processed-gene-10.51&CDS=1-999
2944	OG0002944	YOL096C	genemark-YALI0B-processed-gene-21.6-mRNA-1_1&gene=genemark-YALI0B-processed-gene-21.6&CDS=1-885
2945	OG0002945	YOL097C	genemark-YALI0B-processed-gene-12.38-mRNA-1_1&gene=genemark-YALI0B-processed-gene-12.38&CDS=1-1314
2946	OG0002946	YOL098C	genemark-YALI0D-processed-gene-19.42-mRNA-1_1&gene=genemark-YALI0D-processed-gene-19.42&CDS=1-3018
2947	OG0002947	YOL102C	genemark-YALI0C-processed-gene-1.73-mRNA-1_1&gene=genemark-YALI0C-processed-gene-1.73&CDS=1-678
2948	OG0002948	YOL107W	genemark-YALI0D-processed-gene-17.15-mRNA-1_1&gene=genemark-YALI0D-processed-gene-17.15&CDS=1-1008
2949	OG0002949	YOL108C	genemark-YALI0C-processed-gene-3.26-mRNA-1_1&gene=genemark-YALI0C-processed-gene-3.26&CDS=1-411
2950	OG0002950	YOL114C	augustus_masked-YALI0F-processed-gene-17.26-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-17.26&CDS=1-507
2951	OG0002951	YOL119C	genemark-YALI0B-processed-gene-5.26-mRNA-1_1&gene=genemark-YALI0B-processed-gene-5.26&CDS=1-1410
2952	OG0002952	YOL122C	genemark-YALI0C-processed-gene-6.42-mRNA-1_1&gene=genemark-YALI0C-processed-gene-6.42&CDS=1-1707
2953	OG0002953	YOL123W	genemark-YALI0C-processed-gene-19.74-mRNA-1_1&gene=genemark-YALI0C-processed-gene-19.74&CDS=1-1482
2954	OG0002954	YOL124C	genemark-YALI0C-processed-gene-19.63-mRNA-1_1&gene=genemark-YALI0C-processed-gene-19.63&CDS=1-1302
2955	OG0002955	YOL125W	genemark-YALI0E-processed-gene-32.66-mRNA-1_1&gene=genemark-YALI0E-processed-gene-32.66&CDS=1-1392
2956	OG0002956	YOL127W	genemark-YALI0F-processed-gene-32.87-mRNA-1_1&gene=genemark-YALI0F-processed-gene-32.87&CDS=1-423
2957	OG0002957	YOL132W	augustus_masked-YALI0C-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-YALI0C-processed-gene-9.36&CDS=1-1401
2958	OG0002958	YOL133W	genemark-YALI0B-processed-gene-22.79-mRNA-1_1&gene=genemark-YALI0B-processed-gene-22.79&CDS=1-330
2959	OG0002959	YOL135C	genemark-YALI0B-processed-gene-22.81-mRNA-1_1&gene=genemark-YALI0B-processed-gene-22.81&CDS=1-705
2960	OG0002960	YOL137W	genemark-YALI0C-processed-gene-27.28-mRNA-1_1&gene=genemark-YALI0C-processed-gene-27.28&CDS=1-1431
2961	OG0002961	YOL138C	snap_masked-YALI0B-processed-gene-23.68-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-23.68&CDS=1-3306
2962	OG0002962	YOL139C	snap_masked-YALI0D-processed-gene-32.18-mRNA-1_1&gene=snap_masked-YALI0D-processed-gene-32.18&CDS=1-780
2963	OG0002963	YOL140W	genemark-YALI0D-processed-gene-29.39-mRNA-1_1&gene=genemark-YALI0D-processed-gene-29.39&CDS=1-1233
2964	OG0002964	YOL141W	genemark-YALI0E-processed-gene-39.47-mRNA-1_1&gene=genemark-YALI0E-processed-gene-39.47&CDS=1-2967
2965	OG0002965	YOL142W	genemark-YALI0E-processed-gene-39.59-mRNA-1_1&gene=genemark-YALI0E-processed-gene-39.59&CDS=1-696
2966	OG0002966	YOL143C	genemark-YALI0A-processed-gene-12.65-mRNA-1_1&gene=genemark-YALI0A-processed-gene-12.65&CDS=1-495
2967	OG0002967	YOL144W	snap_masked-YALI0A-processed-gene-16.17-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-16.17&CDS=1-1554
2968	OG0002968	YOL145C	genemark-YALI0A-processed-gene-16.88-mRNA-1_1&gene=genemark-YALI0A-processed-gene-16.88&CDS=1-2943
2969	OG0002969	YOL146W	augustus_masked-YALI0D-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-2.61&CDS=1-534
2970	OG0002970	YOL147C	genemark-YALI0C-processed-gene-5.53-mRNA-1_1&gene=genemark-YALI0C-processed-gene-5.53&CDS=1-699
2971	OG0002971	YOL148C	genemark-YALI0C-processed-gene-5.52-mRNA-1_1&gene=genemark-YALI0C-processed-gene-5.52&CDS=1-1707
2972	OG0002972	YOL149W	genemark-YALI0F-processed-gene-21.96-mRNA-1_1&gene=genemark-YALI0F-processed-gene-21.96&CDS=1-636
2973	OG0002973	YOR001W	genemark-YALI0E-processed-gene-5.69-mRNA-1_1&gene=genemark-YALI0E-processed-gene-5.69&CDS=1-2214
2974	OG0002974	YOR002W	genemark-YALI0D-processed-gene-21.89-mRNA-1_1&gene=genemark-YALI0D-processed-gene-21.89&CDS=1-1626
2975	OG0002975	YOR004W	genemark-YALI0F-processed-gene-34.56-mRNA-1_1&gene=genemark-YALI0F-processed-gene-34.56&CDS=1-927
2976	OG0002976	YOR005C	genemark-YALI0D-processed-gene-27.16-mRNA-1_1&gene=genemark-YALI0D-processed-gene-27.16&CDS=1-2868
2977	OG0002977	YOR006C	genemark-YALI0D-processed-gene-24.55-mRNA-1_1&gene=genemark-YALI0D-processed-gene-24.55&CDS=1-1044
2978	OG0002978	YOR007C	genemark-YALI0C-processed-gene-12.91-mRNA-1_1&gene=genemark-YALI0C-processed-gene-12.91&CDS=1-1032
2979	OG0002979	YOR014W	genemark-YALI0E-processed-gene-0.50-mRNA-1_1&gene=genemark-YALI0E-processed-gene-0.50&CDS=1-2379
2980	OG0002980	YOR017W	genemark-YALI0B-processed-gene-17.37-mRNA-1_1&gene=genemark-YALI0B-processed-gene-17.37&CDS=1-2817
2981	OG0002981	YOR020C	genemark-YALI0B-processed-gene-7.45-mRNA-1_1&gene=genemark-YALI0B-processed-gene-7.45&CDS=1-312
2982	OG0002982	YOR021C	genemark-YALI0B-processed-gene-24.38-mRNA-1_1&gene=genemark-YALI0B-processed-gene-24.38&CDS=1-612
2983	OG0002983	YOR022C	augustus_masked-YALI0B-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-YALI0B-processed-gene-8.31&CDS=1-2391
2984	OG0002984	YOR023C	augustus_masked-YALI0B-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-YALI0B-processed-gene-7.29&CDS=1-1620
2985	OG0002985	YOR025W	snap_masked-YALI0D-processed-gene-2.77-mRNA-1_1&gene=snap_masked-YALI0D-processed-gene-2.77&CDS=1-1155
2986	OG0002986	YOR027W	genemark-YALI0C-processed-gene-12.72-mRNA-1_1&gene=genemark-YALI0C-processed-gene-12.72&CDS=1-1725
2987	OG0002987	YOR028C	augustus_masked-YALI0D-processed-gene-10.92-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-10.92&CDS=1-618
2988	OG0002988	YOR032C	genemark-YALI0D-processed-gene-18.54-mRNA-1_1&gene=genemark-YALI0D-processed-gene-18.54&CDS=1-2562
2989	OG0002989	YOR035C	augustus_masked-YALI0E-processed-gene-25.54-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-25.54&CDS=1-2067
2990	OG0002990	YOR036W	snap_masked-YALI0E-processed-gene-14.106-mRNA-1_1&gene=snap_masked-YALI0E-processed-gene-14.106&CDS=1-777
2991	OG0002991	YOR037W	genemark-YALI0C-processed-gene-25.9-mRNA-1_1&gene=genemark-YALI0C-processed-gene-25.9&CDS=1-1422
2992	OG0002992	YOR039W	genemark-YALI0E-processed-gene-24.96-mRNA-1_1&gene=genemark-YALI0E-processed-gene-24.96&CDS=1-840
