	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034681_Blastobotrys_americana
2319	OG0002319	YLR259C	snap_masked-flattened_line_10-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.8&CDS=1-1722
2320	OG0002320	YLR262C	maker-flattened_line_22-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-0.4&CDS=1-615
2321	OG0002321	YLR262C-A	snap_masked-flattened_line_32-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.53&CDS=1-192
2322	OG0002322	YLR268W	maker-flattened_line_64-snap-gene-0.74-mRNA-1_1&gene=maker-flattened_line_64-snap-gene-0.74&CDS=1-648
2323	OG0002323	YLR272C	maker-flattened_line_20-snap-gene-2.71-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-2.71&CDS=1-3543
2324	OG0002324	YLR274W	snap_masked-flattened_line_36-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.106&CDS=1-2157
2325	OG0002325	YLR275W	maker-flattened_line_32-augustus-gene-1.9-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-1.9&CDS=1-1350
2326	OG0002326	YLR276C	snap_masked-flattened_line_4-processed-gene-1.60-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.60&CDS=1-1734
2327	OG0002327	YLR277C	snap_masked-flattened_line_36-processed-gene-1.104-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.104&CDS=1-2187
2328	OG0002328	YLR281C	snap_masked-flattened_line_0-processed-gene-2.61-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.61&CDS=1-657
2329	OG0002329	YLR283W	genemark-flattened_line_38-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.110&CDS=1-1122
2330	OG0002330	YLR285W	snap_masked-flattened_line_34-processed-gene-1.109-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.109&CDS=1-771
2331	OG0002331	YLR286C	snap_masked-flattened_line_34-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.148&CDS=1-1689
2332	OG0002332	YLR287C	augustus_masked-flattened_line_32-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.35&CDS=1-957
2333	OG0002333	YLR289W	snap_masked-flattened_line_32-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.29&CDS=1-2109
2334	OG0002334	YLR290C	snap_masked-flattened_line_34-processed-gene-1.149-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.149&CDS=1-843
2335	OG0002335	YLR291C	snap_masked-flattened_line_32-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.23&CDS=1-984
2336	OG0002336	YLR292C	snap_masked-flattened_line_0-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.58&CDS=1-597
2337	OG0002337	YLR293C	snap_masked-flattened_line_0-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.64&CDS=1-648
2338	OG0002338	YLR295C	snap_masked-flattened_line_44-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.100&CDS=1-345
2339	OG0002339	YLR298C	maker-flattened_line_0-augustus-gene-0.99-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.99&CDS=1-393
2340	OG0002340	YLR299W	snap_masked-flattened_line_94-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.64&CDS=1-1893
2341	OG0002341	YLR303W	snap_masked-flattened_line_2-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.83&CDS=1-1290
2342	OG0002342	YLR305C	genemark-flattened_line_8-processed-gene-3.110-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.110&CDS=1-5640
2343	OG0002343	YLR306W	genemark-flattened_line_30-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.68&CDS=1-540
2344	OG0002344	YLR307W	snap_masked-flattened_line_12-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.34&CDS=1-1062
2345	OG0002345	YLR309C	augustus_masked-flattened_line_12-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.100&CDS=1-3501
2346	OG0002346	YLR312W-A	snap_masked-flattened_line_70-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.38&CDS=1-693
2347	OG0002347	YLR316C	snap_masked-flattened_line_46-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.6&CDS=1-1566
2348	OG0002348	YLR319C	snap_masked-flattened_line_46-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.8&CDS=1-3138
2349	OG0002349	YLR321C	snap_masked-flattened_line_46-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.9&CDS=1-1098
2350	OG0002350	YLR323C	genemark-flattened_line_6-processed-gene-3.5-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.5&CDS=1-906
2351	OG0002351	YLR324W	genemark-flattened_line_6-processed-gene-3.4-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.4&CDS=1-1365
2352	OG0002352	YLR325C	snap_masked-flattened_line_18-processed-gene-2.39-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.39&CDS=1-237
2353	OG0002353	YLR326W	maker-flattened_line_32-snap-gene-1.8-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-1.8&CDS=1-792
2354	OG0002354	YLR330W	maker-flattened_line_14-snap-gene-0.43-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.43&CDS=1-2235
2355	OG0002355	YLR336C	genemark-flattened_line_4-processed-gene-5.112-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.112&CDS=1-2868
2356	OG0002356	YLR337C	snap_masked-flattened_line_10-processed-gene-2.92-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.92&CDS=1-1590
2357	OG0002357	YLR340W	snap_masked-flattened_line_2-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.81&CDS=1-936
2358	OG0002358	YLR345W	snap_masked-flattened_line_44-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.61&CDS=1-1623
2359	OG0002359	YLR347C	snap_masked-flattened_line_32-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.36&CDS=1-2607
2360	OG0002360	YLR348C	snap_masked-flattened_line_50-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.157&CDS=1-870
2361	OG0002361	YLR351C	snap_masked-flattened_line_98-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.82&CDS=1-861
2362	OG0002362	YLR352W	snap_masked-flattened_line_0-processed-gene-2.71-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.71&CDS=1-1908
2363	OG0002363	YLR354C	snap_masked-flattened_line_18-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.23&CDS=1-963
2364	OG0002364	YLR355C	snap_masked-flattened_line_30-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.23&CDS=1-1197
2365	OG0002365	YLR359W	snap_masked-flattened_line_56-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.35&CDS=1-1446
2366	OG0002366	YLR361C	snap_masked-flattened_line_40-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.103&CDS=1-1809
2367	OG0002367	YLR363W-A	maker-flattened_line_22-snap-gene-1.146-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.146&CDS=1-276
2368	OG0002368	YLR370C	snap_masked-flattened_line_12-processed-gene-2.12-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.12&CDS=1-525
2369	OG0002369	YLR377C	snap_masked-flattened_line_0-processed-gene-2.66-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.66&CDS=1-1029
2370	OG0002370	YLR378C	snap_masked-flattened_line_34-processed-gene-1.107-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.107&CDS=1-1407
2371	OG0002371	YLR382C	snap_masked-flattened_line_42-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.12&CDS=1-2811
2372	OG0002372	YLR383W	snap_masked-flattened_line_42-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.23&CDS=1-3534
2373	OG0002373	YLR384C	snap_masked-flattened_line_70-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.69&CDS=1-3972
2374	OG0002374	YLR386W	augustus_masked-flattened_line_12-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.103&CDS=1-3870
2375	OG0002375	YLR389C	snap_masked-flattened_line_84-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.70&CDS=1-3195
2376	OG0002376	YLR393W	snap_masked-flattened_line_48-processed-gene-0.166-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.166&CDS=1-822
2377	OG0002377	YLR395C	genemark-flattened_line_70-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.103&CDS=1-222
2378	OG0002378	YLR396C	snap_masked-flattened_line_70-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.70&CDS=1-2106
2379	OG0002379	YLR397C	snap_masked-flattened_line_56-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.72&CDS=1-2451
2380	OG0002380	YLR398C	snap_masked-flattened_line_52-processed-gene-0.220-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.220&CDS=1-3843
2381	OG0002381	YLR399C	snap_masked-flattened_line_40-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.51&CDS=1-2541
2382	OG0002382	YLR401C	genemark-flattened_line_100-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.81&CDS=1-1728
2383	OG0002383	YLR403W	snap_masked-flattened_line_8-processed-gene-3.177-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.177&CDS=1-774
2384	OG0002384	YLR405W	snap_masked-flattened_line_113-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.10&CDS=1-1086
2385	OG0002385	YLR407W	snap_masked-flattened_line_78-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.138&CDS=1-1017
2386	OG0002386	YLR409C	snap_masked-flattened_line_78-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.113&CDS=1-2829
2387	OG0002387	YLR410W	snap_masked-flattened_line_78-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.136&CDS=1-2964
2388	OG0002388	YLR411W	snap_masked-flattened_line_6-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.12&CDS=1-675
2389	OG0002389	YLR412W	snap_masked-flattened_line_70-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.49&CDS=1-738
2390	OG0002390	YLR417W	maker-flattened_line_8-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.0&CDS=1-1719
2391	OG0002391	YLR418C	snap_masked-flattened_line_66-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.14&CDS=1-1101
2392	OG0002392	YLR419W	maker-flattened_line_10-snap-gene-2.131-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-2.131&CDS=1-4158
2393	OG0002393	YLR420W	snap_masked-flattened_line_18-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.24&CDS=1-1041
2394	OG0002394	YLR421C	snap_masked-flattened_line_18-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.25&CDS=1-948
2395	OG0002395	YLR422W	maker-flattened_line_18-snap-gene-1.151-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.151&CDS=1-5859
2396	OG0002396	YLR424W	augustus_masked-flattened_line_66-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.188&CDS=1-2544
2397	OG0002397	YLR427W	snap_masked-flattened_line_30-processed-gene-1.51-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.51&CDS=1-2253
2398	OG0002398	YLR429W	maker-flattened_line_30-snap-gene-1.88-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.88&CDS=1-1986
2399	OG0002399	YLR430W	snap_masked-flattened_line_30-processed-gene-1.48-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.48&CDS=1-6546
2400	OG0002400	YLR433C	snap_masked-flattened_line_6-processed-gene-1.42-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.42&CDS=1-1725
2401	OG0002401	YLR435W	snap_masked-flattened_line_6-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.20&CDS=1-618
2402	OG0002402	YLR438C-A	maker-flattened_line_20-snap-gene-0.88-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.88&CDS=1-279
2403	OG0002403	YLR438W	snap_masked-flattened_line_4-processed-gene-4.46-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.46&CDS=1-1284
2404	OG0002404	YLR439W	snap_masked-flattened_line_20-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.79&CDS=1-909
2405	OG0002405	YLR440C	augustus_masked-flattened_line_20-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.108&CDS=1-2217
2406	OG0002406	YLR441C	snap_masked-flattened_line_18-processed-gene-2.75-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.75&CDS=1-771
2407	OG0002407	YLR447C	snap_masked-flattened_line_40-processed-gene-1.110-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.110&CDS=1-1038
2408	OG0002408	YLR451W	snap_masked-flattened_line_20-processed-gene-2.169-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.169&CDS=1-2511
2409	OG0002409	YLR452C	augustus_masked-flattened_line_20-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.50&CDS=1-1755
2410	OG0002410	YLR454W	maker-flattened_line_26-snap-gene-2.0-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-2.0&CDS=1-9378
2411	OG0002411	YLR455W	augustus_masked-flattened_line_26-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.43&CDS=1-1107
2412	OG0002412	YLR459W	maker-flattened_line_44-snap-gene-1.176-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-1.176&CDS=1-1440
2413	OG0002413	YML001W	snap_masked-flattened_line_26-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.77&CDS=1-621
2414	OG0002414	YML002W	maker-flattened_line_20-augustus-gene-0.81-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-0.81&CDS=1-3486
2415	OG0002415	YML004C	snap_masked-flattened_line_82-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.34&CDS=1-960
2416	OG0002416	YML005W	snap_masked-flattened_line_46-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.22&CDS=1-1206
2417	OG0002417	YML007W	snap_masked-flattened_line_12-processed-gene-2.11-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.11&CDS=1-1422
2418	OG0002418	YML008C	snap_masked-flattened_line_90-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.88&CDS=1-1137
2419	OG0002419	YML009C	maker-flattened_line_16-snap-gene-0.131-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.131&CDS=1-198
2420	OG0002420	YML010W	snap_masked-flattened_line_16-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.77&CDS=1-3054
2421	OG0002421	YML012W	snap_masked-flattened_line_16-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.53&CDS=1-636
2422	OG0002422	YML014W	genemark-flattened_line_6-processed-gene-4.45-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.45&CDS=1-696
2423	OG0002423	YML015C	snap_masked-flattened_line_56-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.91&CDS=1-633
2424	OG0002424	YML018C	snap_masked-flattened_line_26-processed-gene-1.135-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.135&CDS=1-1134
2425	OG0002425	YML020W	snap_masked-flattened_line_26-processed-gene-1.130-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.130&CDS=1-2577
2426	OG0002426	YML021C	maker-flattened_line_26-augustus-gene-1.150-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-1.150&CDS=1-2211
2427	OG0002427	YML022W	snap_masked-flattened_line_26-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.108&CDS=1-546
2428	OG0002428	YML030W	snap_masked-flattened_line_14-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.47&CDS=1-453
2429	OG0002429	YML031W	augustus_masked-flattened_line_40-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.33&CDS=1-1788
2430	OG0002430	YML032C	snap_masked-flattened_line_40-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.116&CDS=1-1299
2431	OG0002431	YML035C	snap_masked-flattened_line_4-processed-gene-2.108-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.108&CDS=1-2616
2432	OG0002432	YML036W	snap_masked-flattened_line_6-processed-gene-4.179-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.179&CDS=1-510
2433	OG0002433	YML038C	snap_masked-flattened_line_4-processed-gene-4.39-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.39&CDS=1-1422
2434	OG0002434	YML041C	genemark-flattened_line_28-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.38&CDS=1-507
2435	OG0002435	YML042W	snap_masked-flattened_line_54-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.85&CDS=1-1869
2436	OG0002436	YML043C	snap_masked-flattened_line_54-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.13&CDS=1-1431
2437	OG0002437	YML048W	snap_masked-flattened_line_62-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.102&CDS=1-1101
2438	OG0002438	YML049C	snap_masked-flattened_line_62-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.107&CDS=1-3621
2439	OG0002439	YML054C	genemark-flattened_line_48-processed-gene-0.211-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.211&CDS=1-1587
2440	OG0002440	YML055W	genemark-flattened_line_30-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.8&CDS=1-531
2441	OG0002441	YML056C	snap_masked-flattened_line_10-processed-gene-2.96-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.96&CDS=1-1569
2442	OG0002442	YML059C	snap_masked-flattened_line_20-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.2&CDS=1-4224
2443	OG0002443	YML060W	snap_masked-flattened_line_20-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.58&CDS=1-1257
2444	OG0002444	YML064C	snap_masked-flattened_line_30-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.41&CDS=1-630
2445	OG0002445	YML065W	snap_masked-flattened_line_30-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.22&CDS=1-2376
2446	OG0002446	YML067C	maker-flattened_line_8-snap-gene-0.37-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.37&CDS=1-1008
2447	OG0002447	YML068W	genemark-flattened_line_56-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.142&CDS=1-1290
2448	OG0002448	YML069W	augustus_masked-flattened_line_76-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.153&CDS=1-1458
2449	OG0002449	YML071C	snap_masked-flattened_line_40-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.90&CDS=1-1176
2450	OG0002450	YML073C	maker-flattened_line_4-snap-gene-1.93-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.93&CDS=1-582
2451	OG0002451	YML076C	maker-flattened_line_2-snap-gene-6.64-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-6.64&CDS=1-2796
2452	OG0002452	YML077W	snap_masked-flattened_line_70-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.37&CDS=1-504
2453	OG0002453	YML080W	snap_masked-flattened_line_70-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.76&CDS=1-1374
2454	OG0002454	YML081C-A	snap_masked-flattened_line_70-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.46&CDS=1-195
2455	OG0002455	YML085C	snap_masked-flattened_line_10-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.46&CDS=1-1350
2456	OG0002456	YML086C	snap_masked-flattened_line_14-processed-gene-1.42-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.42&CDS=1-1548
2457	OG0002457	YML092C	maker-flattened_line_4-snap-gene-3.152-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.152&CDS=1-750
2458	OG0002458	YML093W	snap_masked-flattened_line_26-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.41&CDS=1-2697
2459	OG0002459	YML094W	maker-flattened_line_14-augustus-gene-2.108-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-2.108&CDS=1-486
2460	OG0002460	YML095C	snap_masked-flattened_line_0-processed-gene-2.95-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.95&CDS=1-957
2461	OG0002461	YML096W	snap_masked-flattened_line_2-processed-gene-6.135-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.135&CDS=1-1656
2462	OG0002462	YML097C	snap_masked-flattened_line_2-processed-gene-6.108-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.108&CDS=1-2316
2463	OG0002463	YML098W	snap_masked-flattened_line_38-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.5&CDS=1-420
2464	OG0002464	YML101C	snap_masked-flattened_line_2-processed-gene-3.26-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.26&CDS=1-582
2465	OG0002465	YML102W	snap_masked-flattened_line_2-processed-gene-3.32-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.32&CDS=1-2199
2466	OG0002466	YML103C	genemark-flattened_line_12-processed-gene-2.133-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.133&CDS=1-4893
2467	OG0002467	YML104C	snap_masked-flattened_line_14-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.61&CDS=1-3462
2468	OG0002468	YML105C	snap_masked-flattened_line_30-processed-gene-2.76-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.76&CDS=1-864
2469	OG0002469	YML110C	snap_masked-flattened_line_2-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.47&CDS=1-864
2470	OG0002470	YML114C	snap_masked-flattened_line_4-processed-gene-3.51-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.51&CDS=1-2193
2471	OG0002471	YML121W	snap_masked-flattened_line_38-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.45&CDS=1-975
2472	OG0002472	YML126C	snap_masked-flattened_line_4-processed-gene-3.20-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.20&CDS=1-1356
2473	OG0002473	YML127W	genemark-flattened_line_4-processed-gene-3.93-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.93&CDS=1-1671
2474	OG0002474	YML128C	snap_masked-flattened_line_16-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.55&CDS=1-1119
2475	OG0002475	YML130C	snap_masked-flattened_line_38-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.35&CDS=1-1707
2476	OG0002476	YML131W	snap_masked-flattened_line_42-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.11&CDS=1-1044
2477	OG0002477	YMR001C	maker-flattened_line_34-snap-gene-0.125-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.125&CDS=1-1932
2478	OG0002478	YMR002W	snap_masked-flattened_line_34-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.41&CDS=1-435
2479	OG0002479	YMR003W	augustus_masked-flattened_line_30-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.135&CDS=1-765
2480	OG0002480	YMR004W	snap_masked-flattened_line_20-processed-gene-2.192-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.192&CDS=1-1329
2481	OG0002481	YMR005W	snap_masked-flattened_line_20-processed-gene-2.191-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.191&CDS=1-1737
2482	OG0002482	YMR009W	snap_masked-flattened_line_60-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.53&CDS=1-522
2483	OG0002483	YMR010W	snap_masked-flattened_line_4-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.66&CDS=1-960
2484	OG0002484	YMR012W	snap_masked-flattened_line_32-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.81&CDS=1-3615
2485	OG0002485	YMR013C	snap_masked-flattened_line_8-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.71&CDS=1-1701
2486	OG0002486	YMR014W	snap_masked-flattened_line_6-processed-gene-4.138-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.138&CDS=1-1209
2487	OG0002487	YMR015C	snap_masked-flattened_line_78-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.143&CDS=1-1605
