	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035335_Candida_blattae
2640	OG0002640	YMR194C-B	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-4.14&CDS=1-264
2641	OG0002641	YMR196W	augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-0.31&CDS=1-3171
2642	OG0002642	YMR197C	augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-0.30&CDS=1-648
2643	OG0002643	YMR200W	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-6.3&CDS=1-723
2644	OG0002644	YMR201C	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-6.36&CDS=1-1032
2645	OG0002645	YMR202W	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-6.20&CDS=1-648
2646	OG0002646	YMR203W	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-6.10&CDS=1-1155
2647	OG0002647	YMR208W	augustus_masked-NODE_24_length_106215_cov_26.9524_ID_3705-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_24_length_106215_cov_26.9524_ID_3705-processed-gene-0.128&CDS=1-1260
2648	OG0002648	YMR209C	augustus_masked-NODE_24_length_106215_cov_26.9524_ID_3705-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_24_length_106215_cov_26.9524_ID_3705-processed-gene-0.104&CDS=1-1413
2649	OG0002649	YMR210W	augustus_masked-NODE_24_length_106215_cov_26.9524_ID_3705-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_24_length_106215_cov_26.9524_ID_3705-processed-gene-0.103&CDS=1-1365
2650	OG0002650	YMR211W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-5.148-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-5.148&CDS=1-1440
2651	OG0002651	YMR212C	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-8.14&CDS=1-2625
2652	OG0002652	YMR213W	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-3.96&CDS=1-1875
2653	OG0002653	YMR214W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-5.129&CDS=1-1056
2654	OG0002654	YMR216C	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-6.82&CDS=1-2226
2655	OG0002655	YMR217W	augustus_masked-NODE_24_length_106215_cov_26.9524_ID_3705-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_24_length_106215_cov_26.9524_ID_3705-processed-gene-0.105&CDS=1-1590
2656	OG0002656	YMR218C	augustus_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-1.131&CDS=1-3687
2657	OG0002657	YMR220W	augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-6.122&CDS=1-1254
2658	OG0002658	YMR223W	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-1.86&CDS=1-1614
2659	OG0002659	YMR224C	augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-2.110&CDS=1-1842
2660	OG0002660	YMR225C	augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-2.121&CDS=1-282
2661	OG0002661	YMR227C	augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.126&CDS=1-1692
2662	OG0002662	YMR228W	snap_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-5.67-mRNA-1_1&gene=snap_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-5.67&CDS=1-1086
2663	OG0002663	YMR229C	augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.130&CDS=1-5025
2664	OG0002664	YMR231W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-8.33&CDS=1-3009
2665	OG0002665	YMR234W	augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-0.9&CDS=1-843
2666	OG0002666	YMR235C	augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-3.75&CDS=1-1236
2667	OG0002667	YMR236W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-10.101-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-10.101&CDS=1-477
2668	OG0002668	YMR239C	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-8.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-8.30&CDS=1-1521
2669	OG0002669	YMR240C	augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-3.72&CDS=1-1554
2670	OG0002670	YMR241W	augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-3.15&CDS=1-903
2671	OG0002671	YMR243C	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-5.111&CDS=1-1164
2672	OG0002672	YMR244C-A	augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-3.77&CDS=1-315
2673	OG0002673	YMR244W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-8.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-8.9&CDS=1-849
2674	OG0002674	YMR247C	augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-2.138&CDS=1-4788
2675	OG0002675	YMR250W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-5.15&CDS=1-1701
2676	OG0002676	YMR256C	snap_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-7.121-mRNA-1_1&gene=snap_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-7.121&CDS=1-177
2677	OG0002677	YMR258C	snap_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-7.122-mRNA-1_1&gene=snap_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-7.122&CDS=1-1890
2678	OG0002678	YMR259C	snap_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-4.44-mRNA-1_1&gene=snap_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-4.44&CDS=1-4134
2679	OG0002679	YMR260C	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-0.38&CDS=1-456
2680	OG0002680	YMR262W	genemark-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-0.106&CDS=1-969
2681	OG0002681	YMR263W	augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-1.104&CDS=1-459
2682	OG0002682	YMR264W	augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-1.83&CDS=1-567
2683	OG0002683	YMR268C	augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.131&CDS=1-2613
2684	OG0002684	YMR269W	augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.166&CDS=1-786
2685	OG0002685	YMR270C	augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.138&CDS=1-1056
2686	OG0002686	YMR272C	augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.169&CDS=1-1134
2687	OG0002687	YMR274C	snap_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.90&CDS=1-822
2688	OG0002688	YMR276W	snap_masked-NODE_244_length_445_cov_0.712963_ID_5957-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_244_length_445_cov_0.712963_ID_5957-processed-gene-0.0&CDS=1-321
2689	OG0002689	YMR277W	augustus_masked-NODE_23_length_123186_cov_28.3538_ID_3507-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_23_length_123186_cov_28.3538_ID_3507-processed-gene-0.52&CDS=1-2334
2690	OG0002690	YMR278W	augustus_masked-NODE_23_length_123186_cov_28.3538_ID_3507-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_23_length_123186_cov_28.3538_ID_3507-processed-gene-0.49&CDS=1-1854
2691	OG0002691	YMR280C	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.10&CDS=1-3168
2692	OG0002692	YMR281W	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.12&CDS=1-927
2693	OG0002693	YMR283C	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-5.22&CDS=1-1398
2694	OG0002694	YMR284W	snap_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-1.38&CDS=1-2142
2695	OG0002695	YMR285C	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.124&CDS=1-1440
2696	OG0002696	YMR288W	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.4&CDS=1-3192
2697	OG0002697	YMR289W	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-0.51&CDS=1-855
2698	OG0002698	YMR290C	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-4.43&CDS=1-1689
2699	OG0002699	YMR292W	maker-NODE_3_length_893695_cov_26.8378_ID_8204-augustus-gene-5.102-mRNA-1_1&gene=maker-NODE_3_length_893695_cov_26.8378_ID_8204-augustus-gene-5.102&CDS=1-432
2700	OG0002700	YMR293C	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-5.85&CDS=1-1362
2701	OG0002701	YMR296C	snap_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-6.86-mRNA-1_1&gene=snap_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-6.86&CDS=1-1713
2702	OG0002702	YMR300C	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-9.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-9.117&CDS=1-1611
2703	OG0002703	YMR301C	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-0.46&CDS=1-2088
2704	OG0002704	YMR302C	augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-2.112&CDS=1-2607
2705	OG0002705	YMR304W	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-1.89&CDS=1-3972
2706	OG0002706	YMR305C	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-1.75&CDS=1-1035
2707	OG0002707	YMR308C	snap_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-0.96&CDS=1-3267
2708	OG0002708	YMR309C	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-8.35-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-8.35&CDS=1-2499
2709	OG0002709	YMR310C	augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-6.82&CDS=1-852
2710	OG0002710	YMR311C	augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-0.68&CDS=1-600
2711	OG0002711	YMR312W	augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-6.115&CDS=1-813
2712	OG0002712	YMR313C	augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-6.85&CDS=1-1842
2713	OG0002713	YMR314W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.63&CDS=1-849
2714	OG0002714	YMR315W	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.123&CDS=1-1035
2715	OG0002715	YMR319C	augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-2.96&CDS=1-1578
2716	OG0002716	YNL001W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-0.74&CDS=1-1140
2717	OG0002717	YNL002C	augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-2.85&CDS=1-810
2718	OG0002718	YNL003C	augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-2.84&CDS=1-1860
2719	OG0002719	YNL005C	augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-2.78&CDS=1-1128
2720	OG0002720	YNL006W	augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-2.86&CDS=1-984
2721	OG0002721	YNL007C	augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-2.87&CDS=1-1026
2722	OG0002722	YNL010W	augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-4.39&CDS=1-723
2723	OG0002723	YNL014W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-4.120&CDS=1-3153
2724	OG0002724	YNL021W	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-2.44&CDS=1-2370
2725	OG0002725	YNL022C	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-2.48&CDS=1-1377
2726	OG0002726	YNL023C	snap_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-1.19&CDS=1-2850
2727	OG0002727	YNL024C-A	augustus_masked-NODE_22_length_155728_cov_26.7177_ID_3302-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_22_length_155728_cov_26.7177_ID_3302-processed-gene-0.174&CDS=1-213
2728	OG0002728	YNL025C	maker-NODE_10_length_474837_cov_29.3071_ID_2645-augustus-gene-3.175-mRNA-1_1&gene=maker-NODE_10_length_474837_cov_29.3071_ID_2645-augustus-gene-3.175&CDS=1-2667
2729	OG0002729	YNL026W	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-3.112&CDS=1-1467
2730	OG0002730	YNL032W	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-2.91&CDS=1-855
2731	OG0002731	YNL035C	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-2.43&CDS=1-1167
2732	OG0002732	YNL036W	augustus_masked-NODE_27_length_83475_cov_26.1018_ID_3755-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_27_length_83475_cov_26.1018_ID_3755-processed-gene-0.60&CDS=1-798
2733	OG0002733	YNL037C	augustus_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-0.67&CDS=1-1077
2734	OG0002734	YNL039W	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-2.46&CDS=1-1977
2735	OG0002735	YNL040W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-0.3&CDS=1-1338
2736	OG0002736	YNL041C	augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.44&CDS=1-2268
2737	OG0002737	YNL044W	maker-NODE_1_length_1351318_cov_29.0491_ID_2023-augustus-gene-9.1-mRNA-1_1&gene=maker-NODE_1_length_1351318_cov_29.0491_ID_2023-augustus-gene-9.1&CDS=1-525
2738	OG0002738	YNL045W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-9.137-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-9.137&CDS=1-1860
2739	OG0002739	YNL048W	augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.42&CDS=1-1833
2740	OG0002740	YNL049C	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.64&CDS=1-2799
2741	OG0002741	YNL050C	genemark-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.124&CDS=1-4347
2742	OG0002742	YNL051W	snap_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.37&CDS=1-1179
2743	OG0002743	YNL054W	snap_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-0.19&CDS=1-2736
2744	OG0002744	YNL056W	augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.67&CDS=1-2238
2745	OG0002745	YNL059C	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-2.111&CDS=1-2322
2746	OG0002746	YNL061W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-2.134&CDS=1-1809
2747	OG0002747	YNL062C	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-2.112&CDS=1-1425
2748	OG0002748	YNL071W	augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.120&CDS=1-1404
2749	OG0002749	YNL072W	maker-NODE_14_length_397710_cov_34.1435_ID_3013-snap-gene-2.3-mRNA-1_1&gene=maker-NODE_14_length_397710_cov_34.1435_ID_3013-snap-gene-2.3&CDS=1-1107
2750	OG0002750	YNL080C	augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-0.105&CDS=1-1047
2751	OG0002751	YNL081C	augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-0.104&CDS=1-363
2752	OG0002752	YNL082W	snap_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-3.24&CDS=1-2790
2753	OG0002753	YNL083W	maker-NODE_8_length_611220_cov_33.3382_ID_3073-augustus-gene-3.152-mRNA-1_1&gene=maker-NODE_8_length_611220_cov_33.3382_ID_3073-augustus-gene-3.152&CDS=1-4839
2754	OG0002754	YNL084C	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-8.18&CDS=1-1131
2755	OG0002755	YNL085W	augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_14_length_397710_cov_34.1435_ID_3013-processed-gene-2.105&CDS=1-2400
2756	OG0002756	YNL086W	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.33&CDS=1-291
