	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035689_Candida_mycetangii
2675	OG0002675	YML023C	augustus_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-3.36&CDS=1-1698
2676	OG0002676	YML025C	snap_masked-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.252-mRNA-1_1&gene=snap_masked-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.252&CDS=1-726
2677	OG0002677	YML028W	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.38-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.38&CDS=1-591
2678	OG0002678	YML030W	genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.247-mRNA-1_1&gene=genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.247&CDS=1-480
2679	OG0002679	YML031W	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.40-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.40&CDS=1-1740
2680	OG0002680	YML032C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-3.101-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-3.101&CDS=1-1290
2681	OG0002681	YML034W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-0.106&CDS=1-2508
2682	OG0002682	YML035C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-13.46-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-13.46&CDS=1-2250
2683	OG0002683	YML036W	maker-NODE_1_length_1846036_cov_27.8053_ID_2084-snap-gene-3.113-mRNA-1_1&gene=maker-NODE_1_length_1846036_cov_27.8053_ID_2084-snap-gene-3.113&CDS=1-510
2684	OG0002684	YML038C	genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.193-mRNA-1_1&gene=genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.193&CDS=1-1296
2685	OG0002685	YML041C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.43-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.43&CDS=1-615
2686	OG0002686	YML042W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.114-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.114&CDS=1-1857
2687	OG0002687	YML043C	snap_masked-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.77-mRNA-1_1&gene=snap_masked-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.77&CDS=1-1296
2688	OG0002688	YML048W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.58&CDS=1-1122
2689	OG0002689	YML049C	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.36&CDS=1-3354
2690	OG0002690	YML052W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-12.19-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-12.19&CDS=1-849
2691	OG0002691	YML054C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-8.73-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-8.73&CDS=1-1662
2692	OG0002692	YML055W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.104-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.104&CDS=1-531
2693	OG0002693	YML056C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.42&CDS=1-1566
2694	OG0002694	YML058W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.69&CDS=1-390
2695	OG0002695	YML059C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-11.56-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-11.56&CDS=1-4074
2696	OG0002696	YML060W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-11.54-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-11.54&CDS=1-1032
2697	OG0002697	YML064C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.41&CDS=1-624
2698	OG0002698	YML065W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.15&CDS=1-2313
2699	OG0002699	YML066C	snap_masked-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.90&CDS=1-1260
2700	OG0002700	YML067C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.145-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.145&CDS=1-1038
2701	OG0002701	YML069W	genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.204-mRNA-1_1&gene=genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.204&CDS=1-1572
2702	OG0002702	YML070W	genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.206-mRNA-1_1&gene=genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.206&CDS=1-1746
2703	OG0002703	YML071C	maker-NODE_1_length_1846036_cov_27.8053_ID_2084-snap-gene-10.106-mRNA-1_1&gene=maker-NODE_1_length_1846036_cov_27.8053_ID_2084-snap-gene-10.106&CDS=1-1584
2704	OG0002704	YML072C	maker-NODE_1_length_1846036_cov_27.8053_ID_2084-augustus-gene-10.114-mRNA-1_1&gene=maker-NODE_1_length_1846036_cov_27.8053_ID_2084-augustus-gene-10.114&CDS=1-4473
2705	OG0002705	YML073C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-6.35-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-6.35&CDS=1-531
2706	OG0002706	YML075C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.76-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.76&CDS=1-2997
2707	OG0002707	YML077W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.128-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.128&CDS=1-456
2708	OG0002708	YML079W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-4.52-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-4.52&CDS=1-645
2709	OG0002709	YML080W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-10.120-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-10.120&CDS=1-1203
2710	OG0002710	YML081C-A	snap_masked-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.17&CDS=1-183
2711	OG0002711	YML081W	maker-NODE_2_length_1528460_cov_26.3327_ID_1453-augustus-gene-10.144-mRNA-1_1&gene=maker-NODE_2_length_1528460_cov_26.3327_ID_1453-augustus-gene-10.144&CDS=1-3633
2712	OG0002712	YML085C	snap_masked-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-7.47-mRNA-1_1&gene=snap_masked-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-7.47&CDS=1-1356
2713	OG0002713	YML086C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-7.123-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-7.123&CDS=1-1578
2714	OG0002714	YML091C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.16&CDS=1-2190
2715	OG0002715	YML092C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.39&CDS=1-750
2716	OG0002716	YML093W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.12&CDS=1-2625
2717	OG0002717	YML094W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.11&CDS=1-459
2718	OG0002718	YML095C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.38&CDS=1-618
2719	OG0002719	YML096W	snap_masked-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.67&CDS=1-1446
2720	OG0002720	YML097C	augustus_masked-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.136&CDS=1-1740
2721	OG0002721	YML098W	genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-0.45&CDS=1-570
2722	OG0002722	YML099C	genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-0.25&CDS=1-2523
2723	OG0002723	YML102W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.116-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.116&CDS=1-1695
2724	OG0002724	YML103C	snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.91-mRNA-1_1&gene=snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.91&CDS=1-4677
2725	OG0002725	YML104C	augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.21&CDS=1-3237
2726	OG0002726	YML105C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.125-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.125&CDS=1-795
2727	OG0002727	YML106W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.146-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.146&CDS=1-660
2728	OG0002728	YML110C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-2.108&CDS=1-870
2729	OG0002729	YML112W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-3.225-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-3.225&CDS=1-807
2730	OG0002730	YML113W	augustus_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.165-mRNA-1_1&gene=augustus_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.165&CDS=1-657
2731	OG0002731	YML115C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.95-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-10.95&CDS=1-1419
2732	OG0002732	YML120C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-2.10-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-2.10&CDS=1-1611
2733	OG0002733	YML121W	augustus_masked-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-7.74&CDS=1-1311
2734	OG0002734	YML123C	maker-NODE_16_length_229239_cov_28.4716_ID_2531-snap-gene-0.47-mRNA-1_1&gene=maker-NODE_16_length_229239_cov_28.4716_ID_2531-snap-gene-0.47&CDS=1-3510
2735	OG0002735	YML125C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-7.124-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-7.124&CDS=1-918
2736	OG0002736	YML126C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.15&CDS=1-1341
2737	OG0002737	YML127W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-0.14&CDS=1-1512
2738	OG0002738	YML128C	maker-NODE_8_length_590382_cov_34.9311_ID_2147-augustus-gene-0.55-mRNA-1_1&gene=maker-NODE_8_length_590382_cov_34.9311_ID_2147-augustus-gene-0.55&CDS=1-1827
2739	OG0002739	YML130C	genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-0.24&CDS=1-1455
2740	OG0002740	YML131W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-1.51&CDS=1-1113
2741	OG0002741	YMR001C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.120-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.120&CDS=1-2040
2742	OG0002742	YMR002W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-0.12&CDS=1-429
2743	OG0002743	YMR003W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-0.28&CDS=1-912
2744	OG0002744	YMR004W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-0.27&CDS=1-1419
2745	OG0002745	YMR005W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-0.26&CDS=1-1335
2746	OG0002746	YMR009W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.144-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-14.144&CDS=1-522
2747	OG0002747	YMR010W	maker-NODE_2_length_1528460_cov_26.3327_ID_1453-augustus-gene-14.220-mRNA-1_1&gene=maker-NODE_2_length_1528460_cov_26.3327_ID_1453-augustus-gene-14.220&CDS=1-2088
2748	OG0002748	YMR012W	genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.258-mRNA-1_1&gene=genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.258&CDS=1-3735
2749	OG0002749	YMR013C	genemark-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.4&CDS=1-1623
2750	OG0002750	YMR014W	genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-1.11&CDS=1-1395
2751	OG0002751	YMR015C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-0.124&CDS=1-1602
2752	OG0002752	YMR022W	genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.259-mRNA-1_1&gene=genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.259&CDS=1-504
2753	OG0002753	YMR023C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.53-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.53&CDS=1-1485
2754	OG0002754	YMR024W	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.40&CDS=1-978
2755	OG0002755	YMR026C	augustus_masked-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-0.14&CDS=1-1707
2756	OG0002756	YMR027W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-4.97-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-4.97&CDS=1-1332
2757	OG0002757	YMR028W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-4.135-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-4.135&CDS=1-1041
2758	OG0002758	YMR029C	snap_masked-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.160-mRNA-1_1&gene=snap_masked-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.160&CDS=1-1566
2759	OG0002759	YMR032W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.119-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.119&CDS=1-1872
2760	OG0002760	YMR033W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.121-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.121&CDS=1-1278
2761	OG0002761	YMR034C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.147-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.147&CDS=1-1278
2762	OG0002762	YMR035W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.123-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.123&CDS=1-546
2763	OG0002763	YMR036C	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-1.76&CDS=1-1953
2764	OG0002764	YMR038C	genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.127&CDS=1-675
2765	OG0002765	YMR039C	genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.100&CDS=1-261
2766	OG0002766	YMR041C	genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_19_length_157684_cov_26.3241_ID_2499-processed-gene-0.129&CDS=1-1002
2767	OG0002767	YMR043W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.106-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.106&CDS=1-669
2768	OG0002768	YMR044W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.107-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.107&CDS=1-1197
2769	OG0002769	YMR048W	augustus_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-2.13&CDS=1-918
2770	OG0002770	YMR049C	genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-1.85&CDS=1-2304
2771	OG0002771	YMR060C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.132-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.132&CDS=1-924
2772	OG0002772	YMR061W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.165-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.165&CDS=1-2103
2773	OG0002773	YMR062C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.99-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.99&CDS=1-1290
2774	OG0002774	YMR063W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.115&CDS=1-2196
2775	OG0002775	YMR065W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.145-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.145&CDS=1-1380
2776	OG0002776	YMR067C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.33-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.33&CDS=1-1389
2777	OG0002777	YMR068W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-1.21&CDS=1-1500
2778	OG0002778	YMR069W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.158-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.158&CDS=1-615
2779	OG0002779	YMR071C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.131-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.131&CDS=1-501
2780	OG0002780	YMR073C	augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.16&CDS=1-534
2781	OG0002781	YMR074C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.87-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.87&CDS=1-354
2782	OG0002782	YMR075W	snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.33-mRNA-1_1&gene=snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.33&CDS=1-3345
2783	OG0002783	YMR076C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.98-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.98&CDS=1-3750
2784	OG0002784	YMR077C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.93-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.93&CDS=1-645
2785	OG0002785	YMR078C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.45-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.45&CDS=1-2094
2786	OG0002786	YMR079W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.44-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.44&CDS=1-906
2787	OG0002787	YMR080C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.24-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-4.24&CDS=1-3012
2788	OG0002788	YMR088C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.82-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.82&CDS=1-1707
2789	OG0002789	YMR090W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.56&CDS=1-687
2790	OG0002790	YMR092C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-3.59-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-3.59&CDS=1-1746
2791	OG0002791	YMR093W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-3.56-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-3.56&CDS=1-1482
2792	OG0002792	YMR097C	maker-NODE_1_length_1846036_cov_27.8053_ID_2084-augustus-gene-2.106-mRNA-1_1&gene=maker-NODE_1_length_1846036_cov_27.8053_ID_2084-augustus-gene-2.106&CDS=1-1743
2793	OG0002793	YMR098C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-3.58-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-3.58&CDS=1-1791
2794	OG0002794	YMR099C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.81-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.81&CDS=1-885
2795	OG0002795	YMR100W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.120-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.120&CDS=1-1812
