	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035672_Phaffomyces_thermotolerans
2499	OG0002499	YLR285W	augustus_masked-flattened_line_18-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.46&CDS=1-756
2500	OG0002500	YLR286C	augustus_masked-flattened_line_18-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.31&CDS=1-1467
2501	OG0002501	YLR287C	augustus_masked-flattened_line_52-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.174&CDS=1-1026
2502	OG0002502	YLR288C	augustus_masked-flattened_line_42-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.160&CDS=1-846
2503	OG0002503	YLR289W	augustus_masked-flattened_line_42-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.111&CDS=1-1848
2504	OG0002504	YLR290C	augustus_masked-flattened_line_18-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.32&CDS=1-789
2505	OG0002505	YLR291C	maker-flattened_line_42-augustus-gene-0.5-mRNA-1_1&gene=maker-flattened_line_42-augustus-gene-0.5&CDS=1-1095
2506	OG0002506	YLR292C	augustus_masked-flattened_line_115-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_115-processed-gene-0.33&CDS=1-603
2507	OG0002507	YLR295C	augustus_masked-flattened_line_12-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.73&CDS=1-333
2508	OG0002508	YLR298C	augustus_masked-flattened_line_12-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.95&CDS=1-366
2509	OG0002509	YLR299W	snap_masked-flattened_line_42-processed-gene-0.207-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.207&CDS=1-1848
2510	OG0002510	YLR303W	augustus_masked-flattened_line_18-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.42&CDS=1-1314
2511	OG0002511	YLR304C	augustus_masked-flattened_line_12-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.22&CDS=1-1332
2512	OG0002512	YLR305C	augustus_masked-flattened_line_8-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.144&CDS=1-5655
2513	OG0002513	YLR306W	augustus_masked-flattened_line_109-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.28&CDS=1-543
2514	OG0002514	YLR309C	snap_masked-flattened_line_60-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.123&CDS=1-3243
2515	OG0002515	YLR310C	augustus_masked-flattened_line_64-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.98&CDS=1-3648
2516	OG0002516	YLR312W-A	augustus_masked-flattened_line_48-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.129&CDS=1-672
2517	OG0002517	YLR314C	augustus_masked-flattened_line_0-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.101&CDS=1-1542
2518	OG0002518	YLR316C	augustus_masked-flattened_line_42-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.156&CDS=1-942
2519	OG0002519	YLR318W	snap_masked-flattened_line_42-processed-gene-0.294-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.294&CDS=1-2562
2520	OG0002520	YLR319C	genemark-flattened_line_42-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.57&CDS=1-2118
2521	OG0002521	YLR321C	augustus_masked-flattened_line_42-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.200&CDS=1-999
2522	OG0002522	YLR323C	augustus_masked-flattened_line_12-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.75&CDS=1-744
2523	OG0002523	YLR324W	augustus_masked-flattened_line_12-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.56&CDS=1-1497
2524	OG0002524	YLR326W	maker-flattened_line_4-augustus-gene-2.165-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.165&CDS=1-651
2525	OG0002525	YLR330W	augustus_masked-flattened_line_109-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.43&CDS=1-1338
2526	OG0002526	YLR336C	augustus_masked-flattened_line_0-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.84&CDS=1-2985
2527	OG0002527	YLR337C	maker-flattened_line_60-snap-gene-0.154-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.154&CDS=1-1437
2528	OG0002528	YLR340W	augustus_masked-flattened_line_10-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.116&CDS=1-939
2529	OG0002529	YLR345W	augustus_masked-flattened_line_22-processed-gene-1.291-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.291&CDS=1-1608
2530	OG0002530	YLR347C	augustus_masked-flattened_line_22-processed-gene-1.240-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.240&CDS=1-2583
2531	OG0002531	YLR348C	augustus_masked-flattened_line_16-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.99&CDS=1-903
2532	OG0002532	YLR351C	snap_masked-flattened_line_32-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.108&CDS=1-876
2533	OG0002533	YLR352W	augustus_masked-flattened_line_0-processed-gene-11.20-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.20&CDS=1-1530
2534	OG0002534	YLR354C	maker-flattened_line_18-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.2&CDS=1-975
2535	OG0002535	YLR355C	augustus_masked-flattened_line_0-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.119&CDS=1-1194
2536	OG0002536	YLR359W	augustus_masked-flattened_line_14-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.110&CDS=1-1443
2537	OG0002537	YLR361C	genemark-flattened_line_16-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.142&CDS=1-1560
2538	OG0002538	YLR362W	augustus_masked-flattened_line_16-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.83&CDS=1-1953
2539	OG0002539	YLR363W-A	augustus_masked-flattened_line_42-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.191&CDS=1-279
2540	OG0002540	YLR370C	augustus_masked-flattened_line_16-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.69&CDS=1-528
2541	OG0002541	YLR371W	augustus_masked-flattened_line_16-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.95&CDS=1-3783
2542	OG0002542	YLR377C	augustus_masked-flattened_line_26-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.128&CDS=1-1017
2543	OG0002543	YLR378C	augustus_masked-flattened_line_26-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.127&CDS=1-2733
2544	OG0002544	YLR380W	augustus_masked-flattened_line_0-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.130&CDS=1-1296
2545	OG0002545	YLR382C	augustus_masked-flattened_line_0-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.111&CDS=1-2700
2546	OG0002546	YLR383W	snap_masked-flattened_line_0-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.88&CDS=1-3129
2547	OG0002547	YLR384C	augustus_masked-flattened_line_0-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.109&CDS=1-4080
2548	OG0002548	YLR386W	augustus_masked-flattened_line_24-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.25&CDS=1-3471
2549	OG0002549	YLR387C	snap_masked-flattened_line_24-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.95&CDS=1-1299
2550	OG0002550	YLR389C	snap_masked-flattened_line_24-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.93&CDS=1-2883
2551	OG0002551	YLR390W	maker-flattened_line_24-augustus-gene-0.144-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-0.144&CDS=1-300
2552	OG0002552	YLR390W-A	augustus_masked-flattened_line_24-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.24&CDS=1-576
2553	OG0002553	YLR393W	genemark-flattened_line_24-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.71&CDS=1-885
2554	OG0002554	YLR395C	augustus_masked-flattened_line_0-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.126&CDS=1-222
2555	OG0002555	YLR396C	augustus_masked-flattened_line_0-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.108&CDS=1-1866
2556	OG0002556	YLR397C	augustus_masked-flattened_line_24-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.29&CDS=1-2316
2557	OG0002557	YLR398C	augustus_masked-flattened_line_24-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.30&CDS=1-3747
2558	OG0002558	YLR399C	augustus_masked-flattened_line_0-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.105&CDS=1-1947
2559	OG0002559	YLR401C	augustus_masked-flattened_line_0-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.102&CDS=1-1956
2560	OG0002560	YLR403W	augustus_masked-flattened_line_0-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.123&CDS=1-1440
2561	OG0002561	YLR405W	augustus_masked-flattened_line_0-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.121&CDS=1-1017
2562	OG0002562	YLR407W	augustus_masked-flattened_line_0-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.119&CDS=1-612
2563	OG0002563	YLR409C	augustus_masked-flattened_line_0-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.100&CDS=1-2799
2564	OG0002564	YLR410W	augustus_masked-flattened_line_0-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.117&CDS=1-2958
2565	OG0002565	YLR411W	snap_masked-flattened_line_32-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.26&CDS=1-720
2566	OG0002566	YLR412W	augustus_masked-flattened_line_0-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.116&CDS=1-774
2567	OG0002567	YLR414C	augustus_masked-flattened_line_0-processed-gene-8.22-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.22&CDS=1-843
2568	OG0002568	YLR417W	augustus_masked-flattened_line_72-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.106&CDS=1-1566
2569	OG0002569	YLR419W	augustus_masked-flattened_line_2-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.116&CDS=1-4224
2570	OG0002570	YLR420W	augustus_masked-flattened_line_26-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.21&CDS=1-1086
2571	OG0002571	YLR421C	augustus_masked-flattened_line_101-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_101-processed-gene-0.17&CDS=1-408
2572	OG0002572	YLR422W	genemark-flattened_line_26-processed-gene-1.192-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.192&CDS=1-5733
2573	OG0002573	YLR423C	snap_masked-flattened_line_8-processed-gene-3.15-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.15&CDS=1-1284
2574	OG0002574	YLR424W	augustus_masked-flattened_line_8-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.87&CDS=1-2100
2575	OG0002575	YLR425W	augustus_masked-flattened_line_0-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.40&CDS=1-3864
2576	OG0002576	YLR427W	augustus_masked-flattened_line_0-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.52&CDS=1-1956
2577	OG0002577	YLR429W	augustus_masked-flattened_line_0-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.84&CDS=1-1935
2578	OG0002578	YLR430W	augustus_masked-flattened_line_0-processed-gene-9.62-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.62&CDS=1-6591
2579	OG0002579	YLR433C	augustus_masked-flattened_line_0-processed-gene-8.44-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.44&CDS=1-1689
2580	OG0002580	YLR436C	snap_masked-flattened_line_0-processed-gene-8.63-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.63&CDS=1-3558
2581	OG0002581	YLR438C-A	maker-flattened_line_52-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.2&CDS=1-258
2582	OG0002582	YLR438W	augustus_masked-flattened_line_0-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.39&CDS=1-1275
2583	OG0002583	YLR439W	augustus_masked-flattened_line_52-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.161&CDS=1-819
2584	OG0002584	YLR443W	augustus_masked-flattened_line_0-processed-gene-8.20-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.20&CDS=1-1125
2585	OG0002585	YLR447C	augustus_masked-flattened_line_0-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.10&CDS=1-1032
2586	OG0002586	YLR451W	augustus_masked-flattened_line_20-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.57&CDS=1-2670
2587	OG0002587	YLR452C	augustus_masked-flattened_line_20-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.77&CDS=1-2067
2588	OG0002588	YLR454W	augustus_masked-flattened_line_18-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.12&CDS=1-8100
2589	OG0002589	YLR455W	augustus_masked-flattened_line_18-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.63&CDS=1-918
2590	OG0002590	YLR459W	genemark-flattened_line_0-processed-gene-11.125-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.125&CDS=1-1194
2591	OG0002591	YML001W	maker-flattened_line_74-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_74-augustus-gene-0.3&CDS=1-1695
2592	OG0002592	YML002W	augustus_masked-flattened_line_0-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.61&CDS=1-3501
2593	OG0002593	YML004C	augustus_masked-flattened_line_2-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.120&CDS=1-987
2594	OG0002594	YML005W	augustus_masked-flattened_line_8-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.149&CDS=1-1284
2595	OG0002595	YML006C	snap_masked-flattened_line_24-processed-gene-1.102-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.102&CDS=1-1233
2596	OG0002596	YML007W	augustus_masked-flattened_line_8-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.61&CDS=1-1383
2597	OG0002597	YML008C	augustus_masked-flattened_line_58-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.103&CDS=1-1110
2598	OG0002598	YML009C	maker-flattened_line_2-augustus-gene-2.153-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.153&CDS=1-222
2599	OG0002599	YML010W	genemark-flattened_line_2-processed-gene-2.60-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.60&CDS=1-3423
2600	OG0002600	YML011C	augustus_masked-flattened_line_2-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.123&CDS=1-531
2601	OG0002601	YML012W	augustus_masked-flattened_line_2-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.104&CDS=1-633
2602	OG0002602	YML014W	augustus_masked-flattened_line_2-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.143&CDS=1-1779
2603	OG0002603	YML015C	augustus_masked-flattened_line_2-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.121&CDS=1-837
2604	OG0002604	YML017W	snap_masked-flattened_line_2-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.76&CDS=1-2721
2605	OG0002605	YML018C	augustus_masked-flattened_line_2-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.146&CDS=1-1062
2606	OG0002606	YML020W	augustus_masked-flattened_line_2-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.149&CDS=1-1947
2607	OG0002607	YML021C	snap_masked-flattened_line_2-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.79&CDS=1-954
2608	OG0002608	YML022W	augustus_masked-flattened_line_2-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.128&CDS=1-564
2609	OG0002609	YML023C	snap_masked-flattened_line_2-processed-gene-1.82-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.82&CDS=1-1701
2610	OG0002610	YML025C	maker-flattened_line_38-augustus-gene-0.271-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.271&CDS=1-795
2611	OG0002611	YML030W	augustus_masked-flattened_line_26-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.111&CDS=1-471
2612	OG0002612	YML031W	augustus_masked-flattened_line_26-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.138&CDS=1-1740
2613	OG0002613	YML034W	augustus_masked-flattened_line_58-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.110&CDS=1-2487
2614	OG0002614	YML035C	snap_masked-flattened_line_4-processed-gene-1.91-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.91&CDS=1-2355
2615	OG0002615	YML036W	snap_masked-flattened_line_85-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.22&CDS=1-528
2616	OG0002616	YML038C	genemark-flattened_line_113-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_113-processed-gene-0.53&CDS=1-1068
2617	OG0002617	YML042W	maker-flattened_line_24-augustus-gene-1.271-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.271&CDS=1-2646
2618	OG0002618	YML043C	snap_masked-flattened_line_115-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.19&CDS=1-1755
2619	OG0002619	YML046W	augustus_masked-flattened_line_14-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.130&CDS=1-1773
2620	OG0002620	YML048W	augustus_masked-flattened_line_2-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.38&CDS=1-1134
2621	OG0002621	YML049C	augustus_masked-flattened_line_6-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.52&CDS=1-3351
2622	OG0002622	YML052W	augustus_masked-flattened_line_14-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.119&CDS=1-825
2623	OG0002623	YML054C	augustus_masked-flattened_line_26-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.18&CDS=1-1683
2624	OG0002624	YML055W	augustus_masked-flattened_line_0-processed-gene-8.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.45&CDS=1-525
2625	OG0002625	YML056C	maker-flattened_line_0-augustus-gene-8.158-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-8.158&CDS=1-1584
2626	OG0002626	YML058W	genemark-flattened_line_0-processed-gene-8.121-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.121&CDS=1-375
2627	OG0002627	YML059C	augustus_masked-flattened_line_52-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.162&CDS=1-4809
2628	OG0002628	YML060W	augustus_masked-flattened_line_52-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.139&CDS=1-1050
2629	OG0002629	YML064C	augustus_masked-flattened_line_0-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.19&CDS=1-618
2630	OG0002630	YML065W	augustus_masked-flattened_line_0-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.42&CDS=1-2202
2631	OG0002631	YML066C	snap_masked-flattened_line_0-processed-gene-8.66-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.66&CDS=1-1446
2632	OG0002632	YML067C	augustus_masked-flattened_line_20-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.31&CDS=1-1029
2633	OG0002633	YML068W	augustus_masked-flattened_line_20-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.56&CDS=1-1347
2634	OG0002634	YML069W	augustus_masked-flattened_line_32-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.118&CDS=1-1599
2635	OG0002635	YML070W	augustus_masked-flattened_line_32-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.117&CDS=1-1734
2636	OG0002636	YML072C	genemark-flattened_line_0-processed-gene-4.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.45&CDS=1-6183
2637	OG0002637	YML073C	augustus_masked-flattened_line_6-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.85&CDS=1-534
2638	OG0002638	YML076C	augustus_masked-flattened_line_0-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.128&CDS=1-2499
2639	OG0002639	YML080W	augustus_masked-flattened_line_4-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.153&CDS=1-1242
2640	OG0002640	YML081C-A	snap_masked-flattened_line_97-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.77&CDS=1-186
2641	OG0002641	YML085C	augustus_masked-flattened_line_42-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.115&CDS=1-1347
2642	OG0002642	YML086C	augustus_masked-flattened_line_42-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.116&CDS=1-1587
2643	OG0002643	YML088W	augustus_masked-flattened_line_142-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.6&CDS=1-1818
2644	OG0002644	YML091C	augustus_masked-flattened_line_54-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.62&CDS=1-2241
2645	OG0002645	YML092C	maker-flattened_line_85-augustus-gene-0.75-mRNA-1_1&gene=maker-flattened_line_85-augustus-gene-0.75&CDS=1-750
2646	OG0002646	YML093W	augustus_masked-flattened_line_85-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.68&CDS=1-2814
2647	OG0002647	YML094W	maker-flattened_line_85-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_85-snap-gene-0.1&CDS=1-468
2648	OG0002648	YML095C	snap_masked-flattened_line_85-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.15&CDS=1-612
2649	OG0002649	YML096W	augustus_masked-flattened_line_85-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.69&CDS=1-1503
2650	OG0002650	YML097C	augustus_masked-flattened_line_85-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.54&CDS=1-768
2651	OG0002651	YML098W	augustus_masked-flattened_line_14-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.124&CDS=1-612
2652	OG0002652	YML099C	augustus_masked-flattened_line_14-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.163&CDS=1-2643
2653	OG0002653	YML102W	augustus_masked-flattened_line_18-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.57&CDS=1-1941
2654	OG0002654	YML103C	augustus_masked-flattened_line_62-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.15&CDS=1-4644
2655	OG0002655	YML104C	augustus_masked-flattened_line_4-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.133&CDS=1-3504
2656	OG0002656	YML105C	augustus_masked-flattened_line_4-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.134&CDS=1-777
2657	OG0002657	YML110C	augustus_masked-flattened_line_22-processed-gene-1.220-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.220&CDS=1-834
2658	OG0002658	YML112W	augustus_masked-flattened_line_142-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.4&CDS=1-834
2659	OG0002659	YML114C	augustus_masked-flattened_line_0-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.113&CDS=1-1689
2660	OG0002660	YML115C	maker-flattened_line_52-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.1&CDS=1-1431
2661	OG0002661	YML121W	snap_masked-flattened_line_50-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.79&CDS=1-927
2662	OG0002662	YML123C	augustus_masked-flattened_line_14-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.135&CDS=1-1713
2663	OG0002663	YML125C	augustus_masked-flattened_line_36-processed-gene-0.245-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.245&CDS=1-909
