	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035242_Zygoascus_ofunaensis
2887	OG0002887	YOL075C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.48-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.48&CDS=1-3951
2888	OG0002888	YOL076W	augustus_masked-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.106&CDS=1-2442
2889	OG0002889	YOL077C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.134-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.134&CDS=1-879
2890	OG0002890	YOL078W	maker-NODE_7_length_719086_cov_18.6268_ID_7498-snap-gene-3.5-mRNA-1_1&gene=maker-NODE_7_length_719086_cov_18.6268_ID_7498-snap-gene-3.5&CDS=1-2820
2891	OG0002891	YOL080C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.12-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.12&CDS=1-603
2892	OG0002892	YOL090W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-1.38&CDS=1-2835
2893	OG0002893	YOL093W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.84-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.84&CDS=1-936
2894	OG0002894	YOL094C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.46-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.46&CDS=1-1023
2895	OG0002895	YOL096C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.26-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.26&CDS=1-1050
2896	OG0002896	YOL097C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.7&CDS=1-1266
2897	OG0002897	YOL098C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-3.13-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-3.13&CDS=1-3108
2898	OG0002898	YOL102C	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.51&CDS=1-681
2899	OG0002899	YOL108C	augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-0.57&CDS=1-405
2900	OG0002900	YOL114C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.37-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.37&CDS=1-528
2901	OG0002901	YOL123W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.75-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.75&CDS=1-1404
2902	OG0002902	YOL124C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.73-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.73&CDS=1-1497
2903	OG0002903	YOL125W	genemark-NODE_16_length_108370_cov_23.3074_ID_4316-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_16_length_108370_cov_23.3074_ID_4316-processed-gene-0.6&CDS=1-1374
2904	OG0002904	YOL127W	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.120-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.120&CDS=1-426
2905	OG0002905	YOL129W	genemark-NODE_18_length_75484_cov_8.88671_ID_4939-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_18_length_75484_cov_8.88671_ID_4939-processed-gene-0.44&CDS=1-513
2906	OG0002906	YOL132W	augustus_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-4.109&CDS=1-1521
2907	OG0002907	YOL133W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.129-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.129&CDS=1-351
2908	OG0002908	YOL135C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.127-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.127&CDS=1-819
2909	OG0002909	YOL138C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.71-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-10.71&CDS=1-3225
2910	OG0002910	YOL139C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-6.35-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-6.35&CDS=1-678
2911	OG0002911	YOL140W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-6.33-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-6.33&CDS=1-1245
2912	OG0002912	YOL141W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.44-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.44&CDS=1-3111
2913	OG0002913	YOL142W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-11.61-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-11.61&CDS=1-696
2914	OG0002914	YOL143C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.73&CDS=1-507
2915	OG0002915	YOL144W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.52&CDS=1-1620
2916	OG0002916	YOL145C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.72&CDS=1-3333
2917	OG0002917	YOL146W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.51&CDS=1-534
2918	OG0002918	YOL147C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.17-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.17&CDS=1-729
2919	OG0002919	YOL148C	augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.59&CDS=1-1671
2920	OG0002920	YOL149W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.21-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.21&CDS=1-531
2921	OG0002921	YOR001W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.116-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.116&CDS=1-2559
2922	OG0002922	YOR002W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-3.6-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-3.6&CDS=1-1647
2923	OG0002923	YOR004W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.16&CDS=1-909
2924	OG0002924	YOR005C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.14-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.14&CDS=1-3024
2925	OG0002925	YOR006C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.13-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.13&CDS=1-828
2926	OG0002926	YOR008C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.4-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-7.4&CDS=1-999
2927	OG0002927	YOR014W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-5.73-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-5.73&CDS=1-1833
2928	OG0002928	YOR017W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.75-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.75&CDS=1-2343
2929	OG0002929	YOR020C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.136-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.136&CDS=1-315
2930	OG0002930	YOR021C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.157-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.157&CDS=1-618
2931	OG0002931	YOR022C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.131-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.131&CDS=1-2247
2932	OG0002932	YOR023C	augustus_masked-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.77&CDS=1-2061
2933	OG0002933	YOR025W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.41-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.41&CDS=1-1368
2934	OG0002934	YOR027W	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.74&CDS=1-3678
2935	OG0002935	YOR028C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-5.46-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-5.46&CDS=1-543
2936	OG0002936	YOR032C	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-0.95&CDS=1-2763
2937	OG0002937	YOR035C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-4.37-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-4.37&CDS=1-2250
2938	OG0002938	YOR036W	genemark-NODE_16_length_108370_cov_23.3074_ID_4316-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_16_length_108370_cov_23.3074_ID_4316-processed-gene-0.9&CDS=1-810
2939	OG0002939	YOR037W	maker-NODE_3_length_1287627_cov_16.8742_ID_4528-snap-gene-10.8-mRNA-1_1&gene=maker-NODE_3_length_1287627_cov_16.8742_ID_4528-snap-gene-10.8&CDS=1-1401
2940	OG0002940	YOR039W	augustus_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-10.97&CDS=1-690
2941	OG0002941	YOR043W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.139-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.139&CDS=1-1527
2942	OG0002942	YOR046C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-3.115-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-3.115&CDS=1-1527
2943	OG0002943	YOR048C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-1.93-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-1.93&CDS=1-3204
2944	OG0002944	YOR049C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.5-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.5&CDS=1-1026
2945	OG0002945	YOR052C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-1.121&CDS=1-525
2946	OG0002946	YOR056C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-4.59-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-4.59&CDS=1-1422
2947	OG0002947	YOR057W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-4.76-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-4.76&CDS=1-1101
2948	OG0002948	YOR058C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.53-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.53&CDS=1-2532
2949	OG0002949	YOR063W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.43-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.43&CDS=1-1164
2950	OG0002950	YOR064C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.100-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.100&CDS=1-558
2951	OG0002951	YOR065W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.120-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.120&CDS=1-849
2952	OG0002952	YOR067C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.121-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.121&CDS=1-1530
2953	OG0002953	YOR069W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.104-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.104&CDS=1-1953
2954	OG0002954	YOR070C	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.60&CDS=1-1611
2955	OG0002955	YOR073W	augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-1.44&CDS=1-1230
2956	OG0002956	YOR074C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.42-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.42&CDS=1-909
2957	OG0002957	YOR075W	genemark-NODE_24_length_47979_cov_17.207_ID_4989-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_24_length_47979_cov_17.207_ID_4989-processed-gene-0.23&CDS=1-969
2958	OG0002958	YOR077W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.68-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.68&CDS=1-894
2959	OG0002959	YOR079C	augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.148-mRNA-1_1&gene=augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.148&CDS=1-1065
2960	OG0002960	YOR084W	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.51&CDS=1-1116
2961	OG0002961	YOR087W	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-3.137-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-3.137&CDS=1-1905
2962	OG0002962	YOR089C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.65-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.65&CDS=1-732
2963	OG0002963	YOR090C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.91-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.91&CDS=1-1584
2964	OG0002964	YOR091W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.68-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.68&CDS=1-939
2965	OG0002965	YOR093C	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.57&CDS=1-4707
2966	OG0002966	YOR095C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.73-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.73&CDS=1-774
2967	OG0002967	YOR099W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.102-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.102&CDS=1-1272
2968	OG0002968	YOR100C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-5.55-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-5.55&CDS=1-1008
2969	OG0002969	YOR103C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.9-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.9&CDS=1-429
2970	OG0002970	YOR104W	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-2.29-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-2.29&CDS=1-462
2971	OG0002971	YOR107W	snap_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-3.40-mRNA-1_1&gene=snap_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-3.40&CDS=1-1155
2972	OG0002972	YOR111W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-9.6-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-9.6&CDS=1-795
2973	OG0002973	YOR113W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.66-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.66&CDS=1-2802
2974	OG0002974	YOR115C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.8-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.8&CDS=1-525
2975	OG0002975	YOR116C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.174-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.174&CDS=1-8340
2976	OG0002976	YOR117W	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-0.53&CDS=1-1311
2977	OG0002977	YOR118W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.140-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.140&CDS=1-1749
2978	OG0002978	YOR119C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.164-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.164&CDS=1-1320
2979	OG0002979	YOR122C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.68-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.68&CDS=1-378
2980	OG0002980	YOR123C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.67-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.67&CDS=1-1185
2981	OG0002981	YOR124C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.140-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.140&CDS=1-3843
2982	OG0002982	YOR125C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-10.36-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-10.36&CDS=1-585
2983	OG0002983	YOR128C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.116-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.116&CDS=1-1704
2984	OG0002984	YOR129C	maker-NODE_4_length_1142970_cov_18.2532_ID_14703-augustus-gene-4.52-mRNA-1_1&gene=maker-NODE_4_length_1142970_cov_18.2532_ID_14703-augustus-gene-4.52&CDS=1-2085
2985	OG0002985	YOR130C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.29-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.29&CDS=1-933
2986	OG0002986	YOR131C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.104-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.104&CDS=1-666
2987	OG0002987	YOR132W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.83-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.83&CDS=1-1662
2988	OG0002988	YOR136W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.86-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.86&CDS=1-1095
2989	OG0002989	YOR141C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.145-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.145&CDS=1-2151
2990	OG0002990	YOR142W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.139-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.139&CDS=1-978
2991	OG0002991	YOR143C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.167-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.167&CDS=1-750
2992	OG0002992	YOR145C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.171-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.171&CDS=1-780
2993	OG0002993	YOR148C	snap_masked-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-0.21&CDS=1-969
2994	OG0002994	YOR149C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-0.61&CDS=1-1647
2995	OG0002995	YOR150W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.102-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.102&CDS=1-495
2996	OG0002996	YOR151C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.71-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.71&CDS=1-3702
2997	OG0002997	YOR153W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-5.129-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-5.129&CDS=1-4500
2998	OG0002998	YOR154W	augustus_masked-NODE_16_length_108370_cov_23.3074_ID_4316-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_16_length_108370_cov_23.3074_ID_4316-processed-gene-0.48&CDS=1-2292
2999	OG0002999	YOR155C	maker-NODE_5_length_961671_cov_15.7982_ID_15482-augustus-gene-4.87-mRNA-1_1&gene=maker-NODE_5_length_961671_cov_15.7982_ID_15482-augustus-gene-4.87&CDS=1-1239
3000	OG0003000	YOR157C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.87-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.87&CDS=1-801
3001	OG0003001	YOR158W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.39&CDS=1-915
3002	OG0003002	YOR159C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.17&CDS=1-267
3003	OG0003003	YOR160W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.34&CDS=1-2919
3004	OG0003004	YOR161C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-1.15&CDS=1-1581
3005	OG0003005	YOR163W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.157-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.157&CDS=1-492
3006	OG0003006	YOR164C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.130-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.130&CDS=1-933
3007	OG0003007	YOR165W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-3.26-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-3.26&CDS=1-2511
