	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034674_Blastobotrys_muscicola
2335	OG0002335	YLR247C	snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-4.16-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-4.16&CDS=1-4398
2336	OG0002336	YLR248W	snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-2.163-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-2.163&CDS=1-1476
2337	OG0002337	YLR250W	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-5.21-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-5.21&CDS=1-627
2338	OG0002338	YLR251W	snap_masked-NODE_48_length_74745_cov_14.4127_ID_95-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_48_length_74745_cov_14.4127_ID_95-processed-gene-0.51&CDS=1-567
2339	OG0002339	YLR253W	genemark-NODE_34_length_122180_cov_14.3779_ID_67-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_34_length_122180_cov_14.3779_ID_67-processed-gene-0.36&CDS=1-1785
2340	OG0002340	YLR259C	snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.47&CDS=1-1713
2341	OG0002341	YLR262C	maker-NODE_7_length_431451_cov_15.2319_ID_13-snap-gene-0.47-mRNA-1_1&gene=maker-NODE_7_length_431451_cov_15.2319_ID_13-snap-gene-0.47&CDS=1-603
2342	OG0002342	YLR262C-A	augustus_masked-NODE_27_length_146829_cov_15.7846_ID_53-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_27_length_146829_cov_15.7846_ID_53-processed-gene-0.76&CDS=1-198
2343	OG0002343	YLR264W	augustus_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-5.127&CDS=1-201
2344	OG0002344	YLR268W	maker-NODE_13_length_301548_cov_15.3142_ID_25-snap-gene-1.2-mRNA-1_1&gene=maker-NODE_13_length_301548_cov_15.3142_ID_25-snap-gene-1.2&CDS=1-648
2345	OG0002345	YLR272C	snap_masked-NODE_22_length_181626_cov_14.9743_ID_43-processed-gene-0.173-mRNA-1_1&gene=snap_masked-NODE_22_length_181626_cov_14.9743_ID_43-processed-gene-0.173&CDS=1-3375
2346	OG0002346	YLR274W	snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-0.62&CDS=1-2154
2347	OG0002347	YLR275W	maker-NODE_38_length_101060_cov_14.8486_ID_75-snap-gene-0.51-mRNA-1_1&gene=maker-NODE_38_length_101060_cov_14.8486_ID_75-snap-gene-0.51&CDS=1-342
2348	OG0002348	YLR276C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-2.96-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-2.96&CDS=1-1662
2349	OG0002349	YLR277C	snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-0.90&CDS=1-2115
2350	OG0002350	YLR278C	maker-NODE_15_length_235751_cov_16.5796_ID_29-augustus-gene-0.54-mRNA-1_1&gene=maker-NODE_15_length_235751_cov_16.5796_ID_29-augustus-gene-0.54&CDS=1-2136
2351	OG0002351	YLR281C	snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-0.86&CDS=1-489
2352	OG0002352	YLR283W	snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-0.80&CDS=1-1032
2353	OG0002353	YLR285W	snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-0.93&CDS=1-753
2354	OG0002354	YLR289W	snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.28&CDS=1-1944
2355	OG0002355	YLR290C	maker-NODE_3_length_706382_cov_15.6755_ID_5-snap-gene-1.49-mRNA-1_1&gene=maker-NODE_3_length_706382_cov_15.6755_ID_5-snap-gene-1.49&CDS=1-804
2356	OG0002356	YLR291C	maker-NODE_97_length_15434_cov_18.8492_ID_193-augustus-gene-0.26-mRNA-1_1&gene=maker-NODE_97_length_15434_cov_18.8492_ID_193-augustus-gene-0.26&CDS=1-1731
2357	OG0002357	YLR293C	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.149-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.149&CDS=1-639
2358	OG0002358	YLR295C	snap_masked-NODE_55_length_63297_cov_15.1363_ID_109-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_55_length_63297_cov_15.1363_ID_109-processed-gene-0.40&CDS=1-333
2359	OG0002359	YLR299W	genemark-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-0.88&CDS=1-1791
2360	OG0002360	YLR303W	snap_masked-NODE_23_length_178550_cov_16.1371_ID_45-processed-gene-0.171-mRNA-1_1&gene=snap_masked-NODE_23_length_178550_cov_16.1371_ID_45-processed-gene-0.171&CDS=1-1275
2361	OG0002361	YLR304C	snap_masked-NODE_27_length_146829_cov_15.7846_ID_53-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_27_length_146829_cov_15.7846_ID_53-processed-gene-0.61&CDS=1-2337
2362	OG0002362	YLR305C	maker-NODE_4_length_601949_cov_15.9732_ID_7-augustus-gene-5.10-mRNA-1_1&gene=maker-NODE_4_length_601949_cov_15.9732_ID_7-augustus-gene-5.10&CDS=1-5685
2363	OG0002363	YLR306W	augustus_masked-NODE_90_length_21370_cov_16.2478_ID_179-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_90_length_21370_cov_16.2478_ID_179-processed-gene-0.8&CDS=1-546
2364	OG0002364	YLR309C	snap_masked-NODE_28_length_145780_cov_15.4051_ID_55-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_28_length_145780_cov_15.4051_ID_55-processed-gene-0.135&CDS=1-2835
2365	OG0002365	YLR312W-A	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.72-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.72&CDS=1-660
2366	OG0002366	YLR314C	snap_masked-NODE_32_length_135173_cov_15.2211_ID_63-processed-gene-0.181-mRNA-1_1&gene=snap_masked-NODE_32_length_135173_cov_15.2211_ID_63-processed-gene-0.181&CDS=1-1332
2367	OG0002367	YLR316C	maker-NODE_33_length_123721_cov_15.4158_ID_65-snap-gene-0.169-mRNA-1_1&gene=maker-NODE_33_length_123721_cov_15.4158_ID_65-snap-gene-0.169&CDS=1-1026
2368	OG0002368	YLR318W	augustus_masked-NODE_33_length_123721_cov_15.4158_ID_65-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_33_length_123721_cov_15.4158_ID_65-processed-gene-0.32&CDS=1-2817
2369	OG0002369	YLR319C	maker-NODE_33_length_123721_cov_15.4158_ID_65-augustus-gene-0.107-mRNA-1_1&gene=maker-NODE_33_length_123721_cov_15.4158_ID_65-augustus-gene-0.107&CDS=1-2457
2370	OG0002370	YLR321C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-3.54-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-3.54&CDS=1-1014
2371	OG0002371	YLR323C	snap_masked-NODE_49_length_74058_cov_15.2778_ID_97-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_49_length_74058_cov_15.2778_ID_97-processed-gene-0.28&CDS=1-789
2372	OG0002372	YLR324W	snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-1.123&CDS=1-1206
2373	OG0002373	YLR325C	snap_masked-NODE_65_length_43744_cov_16.7587_ID_129-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_65_length_43744_cov_16.7587_ID_129-processed-gene-0.42&CDS=1-237
2374	OG0002374	YLR326W	snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-1.68&CDS=1-633
2375	OG0002375	YLR328W	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-1.127&CDS=1-1131
2376	OG0002376	YLR330W	genemark-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.222-mRNA-1_1&gene=genemark-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.222&CDS=1-1280
2377	OG0002377	YLR336C	maker-NODE_40_length_93189_cov_15.7443_ID_79-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_40_length_93189_cov_15.7443_ID_79-snap-gene-0.0&CDS=1-2886
2378	OG0002378	YLR337C	snap_masked-NODE_21_length_197463_cov_14.7275_ID_41-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_21_length_197463_cov_14.7275_ID_41-processed-gene-0.139&CDS=1-1341
2379	OG0002379	YLR340W	snap_masked-NODE_23_length_178550_cov_16.1371_ID_45-processed-gene-0.169-mRNA-1_1&gene=snap_masked-NODE_23_length_178550_cov_16.1371_ID_45-processed-gene-0.169&CDS=1-930
2380	OG0002380	YLR345W	snap_masked-NODE_51_length_73262_cov_16.5667_ID_101-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_51_length_73262_cov_16.5667_ID_101-processed-gene-0.118&CDS=1-1554
2381	OG0002381	YLR347C	snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.2&CDS=1-2595
2382	OG0002382	YLR348C	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-4.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-4.94&CDS=1-867
2383	OG0002383	YLR351C	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-1.140&CDS=1-834
2384	OG0002384	YLR352W	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-5.85-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-5.85&CDS=1-1614
2385	OG0002385	YLR354C	snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-2.122&CDS=1-963
2386	OG0002386	YLR355C	snap_masked-NODE_90_length_21370_cov_16.2478_ID_179-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_90_length_21370_cov_16.2478_ID_179-processed-gene-0.23&CDS=1-1179
2387	OG0002387	YLR359W	snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-3.85-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-3.85&CDS=1-1443
2388	OG0002388	YLR361C	maker-NODE_44_length_91283_cov_16.7205_ID_87-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_44_length_91283_cov_16.7205_ID_87-snap-gene-0.2&CDS=1-1665
2389	OG0002389	YLR362W	snap_masked-NODE_69_length_42083_cov_16.1551_ID_137-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_69_length_42083_cov_16.1551_ID_137-processed-gene-0.30&CDS=1-2277
2390	OG0002390	YLR364W	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.105-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.105&CDS=1-357
2391	OG0002391	YLR370C	snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-1.52&CDS=1-525
2392	OG0002392	YLR377C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-0.78&CDS=1-1005
2393	OG0002393	YLR378C	genemark-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-0.11&CDS=1-1401
2394	OG0002394	YLR380W	snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.23&CDS=1-1275
2395	OG0002395	YLR382C	augustus_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.259-mRNA-1_1&gene=augustus_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.259&CDS=1-2556
2396	OG0002396	YLR383W	genemark-NODE_85_length_25953_cov_14.1053_ID_169-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_85_length_25953_cov_14.1053_ID_169-processed-gene-0.34&CDS=1-3195
2397	OG0002397	YLR384C	maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-1.127-mRNA-1_1&gene=maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-1.127&CDS=1-3822
2398	OG0002398	YLR386W	maker-NODE_28_length_145780_cov_15.4051_ID_55-snap-gene-0.250-mRNA-1_1&gene=maker-NODE_28_length_145780_cov_15.4051_ID_55-snap-gene-0.250&CDS=1-2385
2399	OG0002399	YLR389C	snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.17&CDS=1-2913
2400	OG0002400	YLR390W-A	snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.66&CDS=1-363
2401	OG0002401	YLR393W	snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-0.32&CDS=1-801
2402	OG0002402	YLR395C	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-1.145&CDS=1-219
2403	OG0002403	YLR396C	maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-1.128-mRNA-1_1&gene=maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-1.128&CDS=1-1938
2404	OG0002404	YLR397C	snap_masked-NODE_63_length_50209_cov_16.2029_ID_125-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_63_length_50209_cov_16.2029_ID_125-processed-gene-0.43&CDS=1-2241
2405	OG0002405	YLR398C	maker-NODE_3_length_706382_cov_15.6755_ID_5-snap-gene-4.1-mRNA-1_1&gene=maker-NODE_3_length_706382_cov_15.6755_ID_5-snap-gene-4.1&CDS=1-3696
2406	OG0002406	YLR399C	snap_masked-NODE_46_length_79329_cov_14.9567_ID_91-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_46_length_79329_cov_14.9567_ID_91-processed-gene-0.103&CDS=1-1860
2407	OG0002407	YLR401C	snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-1.124&CDS=1-1854
2408	OG0002408	YLR403W	maker-NODE_13_length_301548_cov_15.3142_ID_25-snap-gene-0.96-mRNA-1_1&gene=maker-NODE_13_length_301548_cov_15.3142_ID_25-snap-gene-0.96&CDS=1-813
2409	OG0002409	YLR405W	snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-1.87&CDS=1-1071
2410	OG0002410	YLR407W	snap_masked-NODE_52_length_68489_cov_14.7596_ID_103-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_52_length_68489_cov_14.7596_ID_103-processed-gene-0.102&CDS=1-747
2411	OG0002411	YLR409C	snap_masked-NODE_79_length_31675_cov_14.3972_ID_157-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_79_length_31675_cov_14.3972_ID_157-processed-gene-0.35&CDS=1-2724
2412	OG0002412	YLR410W	snap_masked-NODE_79_length_31675_cov_14.3972_ID_157-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_79_length_31675_cov_14.3972_ID_157-processed-gene-0.26&CDS=1-2847
2413	OG0002413	YLR411W	snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-0.38&CDS=1-657
2414	OG0002414	YLR412W	augustus_masked-NODE_79_length_31675_cov_14.3972_ID_157-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_79_length_31675_cov_14.3972_ID_157-processed-gene-0.18&CDS=1-678
2415	OG0002415	YLR417W	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-2.128&CDS=1-1548
2416	OG0002416	YLR418C	snap_masked-NODE_49_length_74058_cov_15.2778_ID_97-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_49_length_74058_cov_15.2778_ID_97-processed-gene-0.21&CDS=1-1056
2417	OG0002417	YLR419W	maker-NODE_12_length_308793_cov_15.4041_ID_23-snap-gene-2.64-mRNA-1_1&gene=maker-NODE_12_length_308793_cov_15.4041_ID_23-snap-gene-2.64&CDS=1-3948
2418	OG0002418	YLR420W	snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-2.124&CDS=1-1038
2419	OG0002419	YLR422W	maker-NODE_12_length_308793_cov_15.4041_ID_23-snap-gene-2.62-mRNA-1_1&gene=maker-NODE_12_length_308793_cov_15.4041_ID_23-snap-gene-2.62&CDS=1-5466
2420	OG0002420	YLR423C	augustus_masked-NODE_49_length_74058_cov_15.2778_ID_97-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_49_length_74058_cov_15.2778_ID_97-processed-gene-0.62&CDS=1-1263
2421	OG0002421	YLR424W	snap_masked-NODE_49_length_74058_cov_15.2778_ID_97-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_49_length_74058_cov_15.2778_ID_97-processed-gene-0.6&CDS=1-2268
2422	OG0002422	YLR427W	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-1.55&CDS=1-1680
2423	OG0002423	YLR429W	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-1.77&CDS=1-1842
2424	OG0002424	YLR430W	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-1.58&CDS=1-6348
2425	OG0002425	YLR433C	snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-0.32&CDS=1-1659
2426	OG0002426	YLR435W	snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-0.7&CDS=1-579
2427	OG0002427	YLR438C-A	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-6.91-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-6.91&CDS=1-264
2428	OG0002428	YLR438W	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-2.121-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-2.121&CDS=1-1281
2429	OG0002429	YLR439W	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-6.111-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-6.111&CDS=1-837
2430	OG0002430	YLR440C	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-6.87-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-6.87&CDS=1-2025
2431	OG0002431	YLR441C	snap_masked-NODE_82_length_30793_cov_16.6413_ID_163-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_82_length_30793_cov_16.6413_ID_163-processed-gene-0.10&CDS=1-771
2432	OG0002432	YLR447C	snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-1.72&CDS=1-1032
2433	OG0002433	YLR451W	snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-1.78&CDS=1-1995
2434	OG0002434	YLR452C	augustus_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-1.152&CDS=1-1440
2435	OG0002435	YML001W	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-7.93-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-7.93&CDS=1-618
2436	OG0002436	YML002W	maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-6.4-mRNA-1_1&gene=maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-6.4&CDS=1-3288
2437	OG0002437	YML004C	snap_masked-NODE_67_length_42688_cov_14.5888_ID_133-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_67_length_42688_cov_14.5888_ID_133-processed-gene-0.42&CDS=1-954
2438	OG0002438	YML005W	snap_masked-NODE_50_length_73837_cov_15.4945_ID_99-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_50_length_73837_cov_15.4945_ID_99-processed-gene-0.17&CDS=1-1122
2439	OG0002439	YML007W	snap_masked-NODE_47_length_78687_cov_15.7436_ID_93-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_47_length_78687_cov_15.7436_ID_93-processed-gene-0.51&CDS=1-1215
2440	OG0002440	YML008C	snap_masked-NODE_26_length_158356_cov_15.4035_ID_51-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_26_length_158356_cov_15.4035_ID_51-processed-gene-0.92&CDS=1-1131
2441	OG0002441	YML009C	snap_masked-NODE_9_length_368196_cov_16.5471_ID_17-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_9_length_368196_cov_16.5471_ID_17-processed-gene-2.62&CDS=1-198
2442	OG0002442	YML010W	maker-NODE_9_length_368196_cov_16.5471_ID_17-snap-gene-2.190-mRNA-1_1&gene=maker-NODE_9_length_368196_cov_16.5471_ID_17-snap-gene-2.190&CDS=1-2946
2443	OG0002443	YML012W	snap_masked-NODE_9_length_368196_cov_16.5471_ID_17-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NODE_9_length_368196_cov_16.5471_ID_17-processed-gene-2.60&CDS=1-636
2444	OG0002444	YML014W	snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-3.221-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-3.221&CDS=1-666
2445	OG0002445	YML015C	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-8.176-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-8.176&CDS=1-474
2446	OG0002446	YML016C	snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-3.184-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-3.184&CDS=1-1842
2447	OG0002447	YML018C	snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.8&CDS=1-1020
2448	OG0002448	YML020W	snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.12&CDS=1-2346
2449	OG0002449	YML021C	maker-NODE_6_length_451030_cov_15.2139_ID_11-snap-gene-2.102-mRNA-1_1&gene=maker-NODE_6_length_451030_cov_15.2139_ID_11-snap-gene-2.102&CDS=1-981
2450	OG0002450	YML022W	snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.38-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-2.38&CDS=1-543
2451	OG0002451	YML025C	snap_masked-NODE_46_length_79329_cov_14.9567_ID_91-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_46_length_79329_cov_14.9567_ID_91-processed-gene-0.89&CDS=1-777
2452	OG0002452	YML032C	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-1.142-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-1.142&CDS=1-1203
2453	OG0002453	YML035C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.26&CDS=1-2316
2454	OG0002454	YML036W	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-1.116&CDS=1-486
2455	OG0002455	YML038C	snap_masked-NODE_18_length_208586_cov_16.3774_ID_35-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_18_length_208586_cov_16.3774_ID_35-processed-gene-1.64&CDS=1-993
