	OrthologID	Metschnikowia_continentalis	Saccharomyces_cerevisiae
2631	OG0002631	augustus_masked-con_s662-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.66&CDS=1-1290	YGL067W
2632	OG0002632	augustus_masked-con_s662-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.67&CDS=1-1098	YPL206C
2633	OG0002633	augustus_masked-con_s662-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.68&CDS=1-981	YAL032C
2634	OG0002634	augustus_masked-con_s662-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.70&CDS=1-969	YPL215W
2635	OG0002635	snap_masked-con_s662-processed-gene-0.45-mRNA-1_1&gene=snap_masked-con_s662-processed-gene-0.45&CDS=1-1164	YDR019C
2636	OG0002636	genemark-con_s662-processed-gene-0.124-mRNA-1_1&gene=genemark-con_s662-processed-gene-0.124&CDS=1-8553	YBL088C
2637	OG0002637	augustus_masked-con_s662-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.73&CDS=1-1797	YPL184C
2638	OG0002638	augustus_masked-con_s662-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.76&CDS=1-561	YER116C
2639	OG0002639	augustus_masked-con_s662-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.77&CDS=1-756	YNL305C
2640	OG0002640	maker-con_s662-augustus-gene-0.2-mRNA-1_1&gene=maker-con_s662-augustus-gene-0.2&CDS=1-1323	YDL007W
2641	OG0002641	augustus_masked-con_s662-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.78&CDS=1-2106	YDR496C
2642	OG0002642	augustus_masked-con_s662-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.79&CDS=1-4275	YGL156W
2643	OG0002643	augustus_masked-con_s662-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.80&CDS=1-2187	YDR211W
2644	OG0002644	maker-con_s662-augustus-gene-0.1-mRNA-1_1&gene=maker-con_s662-augustus-gene-0.1&CDS=1-2745	YDL128W
2645	OG0002645	augustus_masked-con_s662-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.103&CDS=1-1662	YDR212W
2646	OG0002646	augustus_masked-con_s662-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.84&CDS=1-1305	YER061C
2647	OG0002647	augustus_masked-con_s662-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.85&CDS=1-2697	YDL149W
2648	OG0002648	augustus_masked-con_s662-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-con_s662-processed-gene-0.86&CDS=1-2397	YDL148C
2649	OG0002649	augustus_masked-con_s665-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s665-processed-gene-0.8&CDS=1-1971	YDL122W
2650	OG0002650	augustus_masked-con_s668-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s668-processed-gene-0.7&CDS=1-450	YPR062W
2651	OG0002651	augustus_masked-con_s669-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s669-processed-gene-0.3&CDS=1-984	YBR141C
2652	OG0002652	augustus_masked-con_s669-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-con_s669-processed-gene-0.2&CDS=1-2727	YBR142W
2653	OG0002653	snap_masked-con_s671-processed-gene-0.9-mRNA-1_1&gene=snap_masked-con_s671-processed-gene-0.9&CDS=1-4290	YHR186C
2654	OG0002654	augustus_masked-con_s671-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-con_s671-processed-gene-0.2&CDS=1-1278	YGR257C
2655	OG0002655	augustus_masked-con_s674-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-con_s674-processed-gene-0.53&CDS=1-2808	YPR097W
2656	OG0002656	augustus_masked-con_s674-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-con_s674-processed-gene-0.55&CDS=1-1842	YLR023C
2657	OG0002657	augustus_masked-con_s674-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-con_s674-processed-gene-0.56&CDS=1-1677	YDR536W
2658	OG0002658	augustus_masked-con_s674-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-con_s674-processed-gene-0.58&CDS=1-1251	YGR111W
2659	OG0002659	augustus_masked-con_s674-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-con_s674-processed-gene-0.59&CDS=1-390	YNL153C
2660	OG0002660	augustus_masked-con_s674-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-con_s674-processed-gene-0.65&CDS=1-1386	YGL130W
2661	OG0002661	augustus_masked-con_s674-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-con_s674-processed-gene-0.66&CDS=1-4668	YGL131C
2662	OG0002662	augustus_masked-con_s674-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-con_s674-processed-gene-0.67&CDS=1-690	YPL213W
2663	OG0002663	augustus_masked-con_s674-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-con_s674-processed-gene-0.69&CDS=1-1521	YNL142W
2664	OG0002664	augustus_masked-con_s674-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-con_s674-processed-gene-0.60&CDS=1-2577	YCR030C
2665	OG0002665	snap_masked-con_s674-processed-gene-0.20-mRNA-1_1&gene=snap_masked-con_s674-processed-gene-0.20&CDS=1-1689	YLL035W
2666	OG0002666	augustus_masked-con_s674-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-con_s674-processed-gene-0.61&CDS=1-1461	YDR402C
2667	OG0002667	augustus_masked-con_s674-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-con_s674-processed-gene-0.62&CDS=1-1431	YBR180W
2668	OG0002668	augustus_masked-con_s674-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-con_s674-processed-gene-0.73&CDS=1-1656	YIL166C
2669	OG0002669	augustus_masked-con_s677-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-con_s677-processed-gene-0.0&CDS=1-483	YMR039C
2670	OG0002670	augustus_masked-con_s682-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s682-processed-gene-0.8&CDS=1-2325	YPL153C
2671	OG0002671	augustus_masked-con_s687-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-con_s687-processed-gene-0.16&CDS=1-2832	YMR205C
2672	OG0002672	augustus_masked-con_s687-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s687-processed-gene-0.13&CDS=1-1155	YMR203W
2673	OG0002673	augustus_masked-con_s687-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-con_s687-processed-gene-0.18&CDS=1-816	YPL246C
2674	OG0002674	augustus_masked-con_s688-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-con_s688-processed-gene-0.38&CDS=1-2631	YJR010W
2675	OG0002675	augustus_masked-con_s688-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-con_s688-processed-gene-0.33&CDS=1-1473	YHR183W
2676	OG0002676	augustus_masked-con_s688-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-con_s688-processed-gene-0.39&CDS=1-1566	YMR015C
2677	OG0002677	augustus_masked-con_s688-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-con_s688-processed-gene-0.34&CDS=1-2094	YLR002C
2678	OG0002678	augustus_masked-con_s688-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-con_s688-processed-gene-0.35&CDS=1-522	YHR193C
2679	OG0002679	augustus_masked-con_s688-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-con_s688-processed-gene-0.37&CDS=1-456	YHR191C
2680	OG0002680	augustus_masked-con_s688-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-con_s688-processed-gene-0.43&CDS=1-1914	YDL057W
2681	OG0002681	augustus_masked-con_s689-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-con_s689-processed-gene-0.0&CDS=1-3132	YOL148C
2682	OG0002682	augustus_masked-con_s689-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s689-processed-gene-0.7&CDS=1-993	YBR037C
2683	OG0002683	augustus_masked-con_s690-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s690-processed-gene-0.3&CDS=1-5511	YBR208C
2684	OG0002684	augustus_masked-con_s691-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-con_s691-processed-gene-0.2&CDS=1-435	YPL225W
2685	OG0002685	genemark-con_s692-processed-gene-0.7-mRNA-1_1&gene=genemark-con_s692-processed-gene-0.7&CDS=1-1275	YNL051W
2686	OG0002686	genemark-con_s696-processed-gene-0.7-mRNA-1_1&gene=genemark-con_s696-processed-gene-0.7&CDS=1-1170	YDR435C
2687	OG0002687	augustus_masked-con_s697-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-con_s697-processed-gene-0.5&CDS=1-267	YDR510W
2688	OG0002688	snap_masked-con_s697-processed-gene-0.19-mRNA-1_1&gene=snap_masked-con_s697-processed-gene-0.19&CDS=1-2010	YNL279W
2689	OG0002689	augustus_masked-con_s697-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s697-processed-gene-0.6&CDS=1-2202	YNL218W
2690	OG0002690	augustus_masked-con_s697-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-con_s697-processed-gene-0.2&CDS=1-1083	YML060W
2691	OG0002691	augustus_masked-con_s698-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.186&CDS=1-798	YAL039C
2692	OG0002692	augustus_masked-con_s698-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.187&CDS=1-903	YHL013C
2693	OG0002693	augustus_masked-con_s698-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.157&CDS=1-1572	YOR355W
2694	OG0002694	augustus_masked-con_s698-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.188&CDS=1-2070	YOR356W
2695	OG0002695	augustus_masked-con_s698-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.189&CDS=1-2364	YAL041W
2696	OG0002696	augustus_masked-con_s698-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.158&CDS=1-1242	YAL042W
2697	OG0002697	augustus_masked-con_s698-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.191&CDS=1-822	YNL252C
2698	OG0002698	augustus_masked-con_s698-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.192&CDS=1-2049	YPR024W
2699	OG0002699	augustus_masked-con_s698-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.193&CDS=1-2139	YBL097W
2700	OG0002700	augustus_masked-con_s698-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.194&CDS=1-984	YIL019W
2701	OG0002701	augustus_masked-con_s698-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.160&CDS=1-831	YIL020C
2702	OG0002702	augustus_masked-con_s698-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.195&CDS=1-924	YIL021W
2703	OG0002703	augustus_masked-con_s698-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.196&CDS=1-2766	YGR100W
2704	OG0002704	augustus_masked-con_s698-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.163&CDS=1-1215	YDR394W
2705	OG0002705	augustus_masked-con_s698-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.198&CDS=1-3453	YOR149C
2706	OG0002706	augustus_masked-con_s698-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.164&CDS=1-663	YIL118W
2707	OG0002707	augustus_masked-con_s698-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.199&CDS=1-2340	YIR027C
2708	OG0002708	augustus_masked-con_s698-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.200&CDS=1-1185	YBR026C
2709	OG0002709	augustus_masked-con_s698-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.203&CDS=1-1371	YER122C
2710	OG0002710	augustus_masked-con_s698-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.204&CDS=1-1278	YIL022W
2711	OG0002711	augustus_masked-con_s698-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.205&CDS=1-1380	YBL098W
2712	OG0002712	augustus_masked-con_s698-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.207&CDS=1-3339	YIL031W
2713	OG0002713	snap_masked-con_s698-processed-gene-0.15-mRNA-1_1&gene=snap_masked-con_s698-processed-gene-0.15&CDS=1-672	YBL095W
2714	OG0002714	augustus_masked-con_s698-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.167&CDS=1-900	YOR074C
2715	OG0002715	augustus_masked-con_s698-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.168&CDS=1-318	YKR083C
2716	OG0002716	maker-con_s698-augustus-gene-0.223-mRNA-1_1&gene=maker-con_s698-augustus-gene-0.223&CDS=1-4380	YKR081C
2717	OG0002717	augustus_masked-con_s698-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.211&CDS=1-1800	YDL017W
2718	OG0002718	maker-con_s698-augustus-gene-0.219-mRNA-1_1&gene=maker-con_s698-augustus-gene-0.219&CDS=1-948	YGR165W
2719	OG0002719	augustus_masked-con_s698-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.171&CDS=1-636	YDL018C
2720	OG0002720	augustus_masked-con_s698-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.212&CDS=1-1740	YPR110C
2721	OG0002721	augustus_masked-con_s698-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.213&CDS=1-3510	YGR090W
2722	OG0002722	augustus_masked-con_s698-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.172&CDS=1-2196	YHR072W
2723	OG0002723	augustus_masked-con_s698-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.214&CDS=1-846	YOR060C
2724	OG0002724	maker-con_s698-augustus-gene-0.221-mRNA-1_1&gene=maker-con_s698-augustus-gene-0.221&CDS=1-2289	YKR074W
2725	OG0002725	augustus_masked-con_s698-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.177&CDS=1-1212	YOL031C
2726	OG0002726	augustus_masked-con_s698-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.178&CDS=1-1470	YOL049W
2727	OG0002727	augustus_masked-con_s698-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.180&CDS=1-1668	YLL018C
2728	OG0002728	augustus_masked-con_s698-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.217&CDS=1-1578	YIL142W
2729	OG0002729	augustus_masked-con_s698-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.181&CDS=1-1395	YGL122C
2730	OG0002730	augustus_masked-con_s698-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.218&CDS=1-753	YGL123W
2731	OG0002731	augustus_masked-con_s698-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-con_s698-processed-gene-0.184&CDS=1-1044	YNL234W
2732	OG0002732	snap_masked-con_s699-processed-gene-0.10-mRNA-1_1&gene=snap_masked-con_s699-processed-gene-0.10&CDS=1-291	YDR469W
2733	OG0002733	augustus_masked-con_s699-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-con_s699-processed-gene-0.17&CDS=1-819	YDR468C
2734	OG0002734	augustus_masked-con_s699-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-con_s699-processed-gene-0.19&CDS=1-957	YDR392W
2735	OG0002735	augustus_masked-con_s699-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-con_s699-processed-gene-0.25&CDS=1-3369	YOR144C
2736	OG0002736	augustus_masked-con_s699-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-con_s699-processed-gene-0.21&CDS=1-795	YOR145C
2737	OG0002737	augustus_masked-con_s699-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-con_s699-processed-gene-0.27&CDS=1-678	YHR013C
2738	OG0002738	augustus_masked-con_s699-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-con_s699-processed-gene-0.28&CDS=1-741	YDR472W
2739	OG0002739	augustus_masked-con_s699-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-con_s699-processed-gene-0.23&CDS=1-1386	YOR023C
2740	OG0002740	augustus_masked-con_s7-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s7-processed-gene-0.13&CDS=1-1452	YGL055W
2741	OG0002741	maker-con_s7-augustus-gene-0.33-mRNA-1_1&gene=maker-con_s7-augustus-gene-0.33&CDS=1-624	YOR357C
2742	OG0002742	augustus_masked-con_s705-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-con_s705-processed-gene-0.4&CDS=1-660	YLR251W
2743	OG0002743	augustus_masked-con_s705-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s705-processed-gene-0.3&CDS=1-972	YGR080W
2744	OG0002744	augustus_masked-con_s707-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s707-processed-gene-0.3&CDS=1-1272	YLR191W
2745	OG0002745	augustus_masked-con_s708-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.167&CDS=1-795	YIL093C
2746	OG0002746	augustus_masked-con_s708-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.142&CDS=1-504	YDL120W
2747	OG0002747	genemark-con_s708-processed-gene-0.74-mRNA-1_1&gene=genemark-con_s708-processed-gene-0.74&CDS=1-1965	YLR337C
2748	OG0002748	augustus_masked-con_s708-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.170&CDS=1-1032	YBR246W
2749	OG0002749	augustus_masked-con_s708-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.171&CDS=1-3183	YDL215C
2750	OG0002750	augustus_masked-con_s708-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.144&CDS=1-1323	YOL062C
2751	OG0002751	augustus_masked-con_s708-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.145&CDS=1-1170	YOL061W
2752	OG0002752	augustus_masked-con_s708-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.173&CDS=1-3711	YMR218C
2753	OG0002753	augustus_masked-con_s708-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.147&CDS=1-255	YKL053C-A
2754	OG0002754	augustus_masked-con_s708-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.148&CDS=1-984	YJR107W
2755	OG0002755	augustus_masked-con_s708-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.176&CDS=1-1470	YDR376W
2756	OG0002756	augustus_masked-con_s708-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.177&CDS=1-2838	YLR386W
2757	OG0002757	maker-con_s708-augustus-gene-0.70-mRNA-1_1&gene=maker-con_s708-augustus-gene-0.70&CDS=1-3576	YDL060W
2758	OG0002758	genemark-con_s708-processed-gene-0.83-mRNA-1_1&gene=genemark-con_s708-processed-gene-0.83&CDS=1-270	YLR390W
2759	OG0002759	augustus_masked-con_s708-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.151&CDS=1-1917	YDL063C
2760	OG0002760	augustus_masked-con_s708-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.179&CDS=1-2331	YJL156C
2761	OG0002761	augustus_masked-con_s708-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.152&CDS=1-1362	YJL155C
2762	OG0002762	augustus_masked-con_s708-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.180&CDS=1-474	YDL064W
2763	OG0002763	augustus_masked-con_s708-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.153&CDS=1-861	YDL065C
2764	OG0002764	augustus_masked-con_s708-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.181&CDS=1-2295	YLR397C
2765	OG0002765	augustus_masked-con_s708-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.182&CDS=1-3636	YLR398C
2766	OG0002766	augustus_masked-con_s708-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.183&CDS=1-1689	YOR090C
2767	OG0002767	augustus_masked-con_s708-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.184&CDS=1-354	YHL015W
2768	OG0002768	augustus_masked-con_s708-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.185&CDS=1-843	YLR393W
2769	OG0002769	augustus_masked-con_s708-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.155&CDS=1-2223	YNL118C
2770	OG0002770	augustus_masked-con_s708-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.156&CDS=1-1239	YNL207W
2771	OG0002771	augustus_masked-con_s708-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.189&CDS=1-921	YDL230W
2772	OG0002772	augustus_masked-con_s708-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.192&CDS=1-1134	YNL092W
2773	OG0002773	augustus_masked-con_s708-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.195&CDS=1-2730	YNL082W
2774	OG0002774	augustus_masked-con_s708-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.196&CDS=1-1656	YNL083W
2775	OG0002775	augustus_masked-con_s708-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.197&CDS=1-3045	YGL140C
2776	OG0002776	genemark-con_s708-processed-gene-0.131-mRNA-1_1&gene=genemark-con_s708-processed-gene-0.131&CDS=1-1767	YGL119W
2777	OG0002777	augustus_masked-con_s708-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.199&CDS=1-789	YOR095C
2778	OG0002778	augustus_masked-con_s708-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.200&CDS=1-1809	YHR114W
2779	OG0002779	genemark-con_s708-processed-gene-0.94-mRNA-1_1&gene=genemark-con_s708-processed-gene-0.94&CDS=1-2298	YNL094W
2780	OG0002780	augustus_masked-con_s708-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.201&CDS=1-1110	YOR091W
2781	OG0002781	augustus_masked-con_s708-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.202&CDS=1-8241	YIL129C
2782	OG0002782	augustus_masked-con_s708-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.162&CDS=1-3177	YIL128W
2783	OG0002783	augustus_masked-con_s708-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.203&CDS=1-576	YIL127C
2784	OG0002784	augustus_masked-con_s71-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.81&CDS=1-4995	YGL206C
2785	OG0002785	augustus_masked-con_s71-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.68&CDS=1-1809	YMR213W
2786	OG0002786	augustus_masked-con_s71-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.69&CDS=1-2265	YOR275C
2787	OG0002787	maker-con_s71-augustus-gene-0.32-mRNA-1_1&gene=maker-con_s71-augustus-gene-0.32&CDS=1-1428	YOR274W
2788	OG0002788	augustus_masked-con_s71-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.71&CDS=1-543	YDR246W
2789	OG0002789	augustus_masked-con_s71-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.72&CDS=1-954	YOR239W
2790	OG0002790	augustus_masked-con_s71-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.83&CDS=1-489	YPL149W
2791	OG0002791	augustus_masked-con_s71-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.84&CDS=1-750	YNL200C
2792	OG0002792	augustus_masked-con_s71-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.74&CDS=1-1809	YDL225W
2793	OG0002793	augustus_masked-con_s71-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.75&CDS=1-2610	YLR347C
2794	OG0002794	augustus_masked-con_s71-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.76&CDS=1-669	YGR036C
2795	OG0002795	augustus_masked-con_s71-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.85&CDS=1-1041	YDL226C
2796	OG0002796	augustus_masked-con_s71-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.87&CDS=1-2559	YNL201C
2797	OG0002797	augustus_masked-con_s71-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.88&CDS=1-1044	YJL180C
2798	OG0002798	augustus_masked-con_s71-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.77&CDS=1-360	YJL179W
2799	OG0002799	genemark-con_s71-processed-gene-0.60-mRNA-1_1&gene=genemark-con_s71-processed-gene-0.60&CDS=1-1893	YLR345W
2800	OG0002800	augustus_masked-con_s71-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.78&CDS=1-759	YGR033C
2801	OG0002801	augustus_masked-con_s71-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.94&CDS=1-552	YMR138W
2802	OG0002802	augustus_masked-con_s71-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.79&CDS=1-2094	YMR137C
2803	OG0002803	augustus_masked-con_s71-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.80&CDS=1-981	YOL107W
2804	OG0002804	augustus_masked-con_s710-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s710-processed-gene-0.7&CDS=1-3786	YBR235W
2805	OG0002805	augustus_masked-con_s710-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s710-processed-gene-0.13&CDS=1-921	YGR026W
2806	OG0002806	augustus_masked-con_s710-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s710-processed-gene-0.8&CDS=1-312	YBR233W-A
