	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034899_Ogataea_kodamae
2097	OG0002097	YLR277C	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.29-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.29&CDS=1-3312
2098	OG0002098	YLR278C	snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.158-mRNA-1_1&gene=snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.158&CDS=1-2328
2099	OG0002099	YLR281C	snap_masked-NODE_29_length_44534_cov_21.1618_ID_57-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_29_length_44534_cov_21.1618_ID_57-processed-gene-0.86&CDS=1-450
2100	OG0002100	YLR283W	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-1.145&CDS=1-960
2101	OG0002101	YLR285W	snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.91&CDS=1-717
2102	OG0002102	YLR286C	maker-NODE_5_length_586398_cov_20.5162_ID_9-snap-gene-4.151-mRNA-1_1&gene=maker-NODE_5_length_586398_cov_20.5162_ID_9-snap-gene-4.151&CDS=1-1770
2103	OG0002103	YLR289W	maker-NODE_6_length_547818_cov_20.3499_ID_11-snap-gene-1.98-mRNA-1_1&gene=maker-NODE_6_length_547818_cov_20.3499_ID_11-snap-gene-1.98&CDS=1-2205
2104	OG0002104	YLR290C	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.142-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.142&CDS=1-789
2105	OG0002105	YLR291C	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-1.131&CDS=1-1074
2106	OG0002106	YLR295C	maker-NODE_26_length_59357_cov_21.7085_ID_51-snap-gene-0.43-mRNA-1_1&gene=maker-NODE_26_length_59357_cov_21.7085_ID_51-snap-gene-0.43&CDS=1-351
2107	OG0002107	YLR298C	snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.196-mRNA-1_1&gene=snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.196&CDS=1-240
2108	OG0002108	YLR301W	snap_masked-NODE_26_length_59357_cov_21.7085_ID_51-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_26_length_59357_cov_21.7085_ID_51-processed-gene-0.24&CDS=1-729
2109	OG0002109	YLR303W	augustus_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-0.87&CDS=1-2388
2110	OG0002110	YLR305C	snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.152-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.152&CDS=1-6171
2111	OG0002111	YLR306W	genemark-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-1.142&CDS=1-546
2112	OG0002112	YLR312W-A	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.106&CDS=1-675
2113	OG0002113	YLR314C	snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-0.29&CDS=1-1350
2114	OG0002114	YLR316C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.27-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.27&CDS=1-936
2115	OG0002115	YLR318W	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.49&CDS=1-2340
2116	OG0002116	YLR319C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.26-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.26&CDS=1-2007
2117	OG0002117	YLR321C	genemark-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.161-mRNA-1_1&gene=genemark-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.161&CDS=1-1131
2118	OG0002118	YLR323C	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.184-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.184&CDS=1-468
2119	OG0002119	YLR324W	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.148-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.148&CDS=1-1533
2120	OG0002120	YLR325C	maker-NODE_3_length_749597_cov_20.3037_ID_5-snap-gene-4.131-mRNA-1_1&gene=maker-NODE_3_length_749597_cov_20.3037_ID_5-snap-gene-4.131&CDS=1-234
2121	OG0002121	YLR328W	snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-3.157-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-3.157&CDS=1-1158
2122	OG0002122	YLR330W	maker-NODE_20_length_125063_cov_21.0978_ID_39-snap-gene-0.117-mRNA-1_1&gene=maker-NODE_20_length_125063_cov_21.0978_ID_39-snap-gene-0.117&CDS=1-1614
2123	OG0002123	YLR336C	snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.177-mRNA-1_1&gene=snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.177&CDS=1-2871
2124	OG0002124	YLR337C	snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.83&CDS=1-1431
2125	OG0002125	YLR340W	augustus_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.5&CDS=1-3618
2126	OG0002126	YLR345W	snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-0.43&CDS=1-1440
2127	OG0002127	YLR347C	maker-NODE_23_length_83251_cov_21.0497_ID_45-augustus-gene-0.47-mRNA-1_1&gene=maker-NODE_23_length_83251_cov_21.0497_ID_45-augustus-gene-0.47&CDS=1-3285
2128	OG0002128	YLR352W	maker-NODE_9_length_365810_cov_20.2728_ID_17-snap-gene-2.123-mRNA-1_1&gene=maker-NODE_9_length_365810_cov_20.2728_ID_17-snap-gene-2.123&CDS=1-2373
2129	OG0002129	YLR355C	snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.35&CDS=1-1176
2130	OG0002130	YLR359W	snap_masked-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.173-mRNA-1_1&gene=snap_masked-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.173&CDS=1-1443
2131	OG0002131	YLR362W	augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.169-mRNA-1_1&gene=augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.169&CDS=1-4668
2132	OG0002132	YLR364W	snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-2.185-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-2.185&CDS=1-312
2133	OG0002133	YLR370C	snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-2.193-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-2.193&CDS=1-522
2134	OG0002134	YLR371W	snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-2.167-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-2.167&CDS=1-3720
2135	OG0002135	YLR372W	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.192-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.192&CDS=1-957
2136	OG0002136	YLR378C	augustus_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-0.134&CDS=1-3264
2137	OG0002137	YLR380W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.152-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.152&CDS=1-1251
2138	OG0002138	YLR382C	maker-NODE_2_length_802081_cov_20.2947_ID_3-augustus-gene-4.1-mRNA-1_1&gene=maker-NODE_2_length_802081_cov_20.2947_ID_3-augustus-gene-4.1&CDS=1-3186
2139	OG0002139	YLR383W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-4.23-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-4.23&CDS=1-3372
2140	OG0002140	YLR384C	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-2.152-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-2.152&CDS=1-3840
2141	OG0002141	YLR386W	augustus_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-1.146&CDS=1-3054
2142	OG0002142	YLR389C	snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-0.45&CDS=1-3246
2143	OG0002143	YLR390W-A	maker-NODE_5_length_586398_cov_20.5162_ID_9-augustus-gene-0.52-mRNA-1_1&gene=maker-NODE_5_length_586398_cov_20.5162_ID_9-augustus-gene-0.52&CDS=1-2100
2144	OG0002144	YLR393W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-4.48-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-4.48&CDS=1-891
2145	OG0002145	YLR395C	genemark-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.357-mRNA-1_1&gene=genemark-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.357&CDS=1-231
2146	OG0002146	YLR396C	snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.66&CDS=1-1968
2147	OG0002147	YLR397C	genemark-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-1.89&CDS=1-2487
2148	OG0002148	YLR398C	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-4.49&CDS=1-3687
2149	OG0002149	YLR399C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.121-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.121&CDS=1-1854
2150	OG0002150	YLR401C	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.156-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.156&CDS=1-1851
2151	OG0002151	YLR403W	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.126&CDS=1-1236
2152	OG0002152	YLR405W	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.128&CDS=1-1014
2153	OG0002153	YLR407W	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.130&CDS=1-684
2154	OG0002154	YLR409C	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-1.110&CDS=1-2724
2155	OG0002155	YLR410W	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-1.108&CDS=1-3276
2156	OG0002156	YLR412W	augustus_masked-NODE_22_length_104199_cov_22.1986_ID_43-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_22_length_104199_cov_22.1986_ID_43-processed-gene-0.10&CDS=1-726
2157	OG0002157	YLR417W	snap_masked-NODE_25_length_65446_cov_20.9304_ID_49-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_25_length_65446_cov_20.9304_ID_49-processed-gene-0.70&CDS=1-1692
2158	OG0002158	YLR418C	genemark-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-1.176-mRNA-1_1&gene=genemark-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-1.176&CDS=1-1083
2159	OG0002159	YLR419W	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-3.6&CDS=1-4083
2160	OG0002160	YLR420W	genemark-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.59-mRNA-1_1&gene=genemark-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.59&CDS=1-1080
2161	OG0002161	YLR421C	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.155-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.155&CDS=1-393
2162	OG0002162	YLR422W	genemark-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.69&CDS=1-7947
2163	OG0002163	YLR423C	maker-NODE_8_length_401107_cov_21.2284_ID_15-augustus-gene-2.202-mRNA-1_1&gene=maker-NODE_8_length_401107_cov_21.2284_ID_15-augustus-gene-2.202&CDS=1-2478
2164	OG0002164	YLR430W	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.127-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.127&CDS=1-6138
2165	OG0002165	YLR435W	genemark-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.68&CDS=1-597
2166	OG0002166	YLR438C-A	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.51&CDS=1-273
2167	OG0002167	YLR438W	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.156-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.156&CDS=1-1284
2168	OG0002168	YLR439W	snap_masked-NODE_29_length_44534_cov_21.1618_ID_57-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_29_length_44534_cov_21.1618_ID_57-processed-gene-0.76&CDS=1-867
2169	OG0002169	YLR440C	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-7.14-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-7.14&CDS=1-2103
2170	OG0002170	YLR441C	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.42-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.42&CDS=1-765
2171	OG0002171	YLR447C	snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.74&CDS=1-1038
2172	OG0002172	YLR451W	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.153&CDS=1-2364
2173	OG0002173	YLR452C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.127&CDS=1-1920
2174	OG0002174	YLR455W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-2.32&CDS=1-1170
2175	OG0002175	YLR459W	genemark-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.157-mRNA-1_1&gene=genemark-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.157&CDS=1-1188
2176	OG0002176	YML001W	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-2.194-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-2.194&CDS=1-618
2177	OG0002177	YML002W	augustus_masked-NODE_35_length_12903_cov_22.5351_ID_69-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_35_length_12903_cov_22.5351_ID_69-processed-gene-0.2&CDS=1-3591
2178	OG0002178	YML004C	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-6.41-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-6.41&CDS=1-912
2179	OG0002179	YML007W	augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.171-mRNA-1_1&gene=augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.171&CDS=1-1269
2180	OG0002180	YML008C	snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.134&CDS=1-1131
2181	OG0002181	YML010W	maker-NODE_10_length_315200_cov_20.7307_ID_19-augustus-gene-2.150-mRNA-1_1&gene=maker-NODE_10_length_315200_cov_20.7307_ID_19-augustus-gene-2.150&CDS=1-2985
2182	OG0002182	YML012W	snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-2.216-mRNA-1_1&gene=snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-2.216&CDS=1-636
2183	OG0002183	YML014W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.160&CDS=1-714
2184	OG0002184	YML015C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.105-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.105&CDS=1-894
2185	OG0002185	YML018C	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-2.10-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-2.10&CDS=1-993
2186	OG0002186	YML020W	snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.1-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.1&CDS=1-1503
2187	OG0002187	YML021C	snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.4&CDS=1-927
2188	OG0002188	YML022W	snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.71&CDS=1-570
2189	OG0002189	YML028W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-3.123&CDS=1-585
2190	OG0002190	YML031W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.130&CDS=1-1827
2191	OG0002191	YML035C	augustus_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-0.113&CDS=1-3858
2192	OG0002192	YML036W	snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-0.36&CDS=1-519
2193	OG0002193	YML042W	augustus_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.160&CDS=1-1794
2194	OG0002194	YML043C	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.163-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-3.163&CDS=1-1059
2195	OG0002195	YML048W	snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-2.211-mRNA-1_1&gene=snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-2.211&CDS=1-1077
2196	OG0002196	YML049C	maker-NODE_18_length_129650_cov_20.554_ID_35-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_18_length_129650_cov_20.554_ID_35-snap-gene-0.8&CDS=1-4305
2197	OG0002197	YML052W	genemark-NODE_26_length_59357_cov_21.7085_ID_51-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_26_length_59357_cov_21.7085_ID_51-processed-gene-0.73&CDS=1-831
2198	OG0002198	YML054C	snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-0.11&CDS=1-1656
2199	OG0002199	YML055W	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.15-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.15&CDS=1-2253
2200	OG0002200	YML056C	maker-NODE_3_length_749597_cov_20.3037_ID_5-snap-gene-5.1-mRNA-1_1&gene=maker-NODE_3_length_749597_cov_20.3037_ID_5-snap-gene-5.1&CDS=1-1569
2201	OG0002201	YML059C	genemark-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.138-mRNA-1_1&gene=genemark-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.138&CDS=1-4152
2202	OG0002202	YML060W	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-1.144&CDS=1-915
2203	OG0002203	YML064C	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.21-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.21&CDS=1-594
2204	OG0002204	YML065W	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.43-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.43&CDS=1-2235
2205	OG0002205	YML066C	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.22-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-5.22&CDS=1-1266
2206	OG0002206	YML067C	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-2.36&CDS=1-1020
2207	OG0002207	YML068W	genemark-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-2.69&CDS=1-429
2208	OG0002208	YML069W	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.53&CDS=1-1590
2209	OG0002209	YML080W	augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-3.21&CDS=1-5733
2210	OG0002210	YML081C-A	snap_masked-NODE_26_length_59357_cov_21.7085_ID_51-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_26_length_59357_cov_21.7085_ID_51-processed-gene-0.16&CDS=1-183
2211	OG0002211	YML086C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-0.8&CDS=1-1377
2212	OG0002212	YML088W	augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-1.83&CDS=1-1761
2213	OG0002213	YML092C	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.156-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.156&CDS=1-735
2214	OG0002214	YML093W	snap_masked-NODE_17_length_138471_cov_20.6562_ID_33-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_17_length_138471_cov_20.6562_ID_33-processed-gene-0.78&CDS=1-2367
2215	OG0002215	YML094W	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-0.30&CDS=1-432
2216	OG0002216	YML095C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-0.7&CDS=1-894
2217	OG0002217	YML096W	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.208-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.208&CDS=1-1515
2218	OG0002218	YML097C	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-4.26-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-4.26&CDS=1-1857
