	OrthologID	Candida_tropicalis	Saccharomyces_cerevisiae
2468	OG0002468	snap_masked-NW_003020056.1-processed-gene-14.64-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-14.64&CDS=1-2910	YGL178W
2469	OG0002469	snap_masked-NW_003020056.1-processed-gene-14.45-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-14.45&CDS=1-1272	YGL172W
2470	OG0002470	snap_masked-NW_003020056.1-processed-gene-14.66-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-14.66&CDS=1-1686	YGL084C
2471	OG0002471	snap_masked-NW_003020056.1-processed-gene-14.50-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-14.50&CDS=1-1599	YEL058W
2472	OG0002472	genemark-NW_003020056.1-processed-gene-14.33-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-14.33&CDS=1-705	YGL085W
2473	OG0002473	snap_masked-NW_003020056.1-processed-gene-14.52-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-14.52&CDS=1-4683	YOR326W
2474	OG0002474	augustus_masked-NW_003020056.1-processed-gene-14.105-mRNA-1_1&gene=augustus_masked-NW_003020056.1-processed-gene-14.105&CDS=1-351	YAL044W-A
2475	OG0002475	snap_masked-NW_003020056.1-processed-gene-15.156-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.156&CDS=1-1233	YGR193C
2476	OG0002476	snap_masked-NW_003020056.1-processed-gene-15.157-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.157&CDS=1-1545	YHR183W
2477	OG0002477	snap_masked-NW_003020056.1-processed-gene-15.158-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.158&CDS=1-1554	YJR010W
2478	OG0002478	snap_masked-NW_003020056.1-processed-gene-15.161-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.161&CDS=1-1437	YBR215W
2479	OG0002479	genemark-NW_003020056.1-processed-gene-15.79-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-15.79&CDS=1-555	YBR217W
2480	OG0002480	snap_masked-NW_003020056.1-processed-gene-15.195-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.195&CDS=1-1125	YKR042W
2481	OG0002481	snap_masked-NW_003020056.1-processed-gene-15.196-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.196&CDS=1-2004	YLR006C
2482	OG0002482	snap_masked-NW_003020056.1-processed-gene-15.197-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.197&CDS=1-1074	YDR068W
2483	OG0002483	snap_masked-NW_003020056.1-processed-gene-15.162-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.162&CDS=1-1605	YDR061W
2484	OG0002484	snap_masked-NW_003020056.1-processed-gene-15.163-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.163&CDS=1-1716	YDR062W
2485	OG0002485	snap_masked-NW_003020056.1-processed-gene-15.164-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.164&CDS=1-612	YDR067C
2486	OG0002486	maker-NW_003020056.1-snap-gene-15.149-mRNA-1_1&gene=maker-NW_003020056.1-snap-gene-15.149&CDS=1-1122	YPR054W
2487	OG0002487	snap_masked-NW_003020056.1-processed-gene-15.167-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.167&CDS=1-1005	YJR008W
2488	OG0002488	snap_masked-NW_003020056.1-processed-gene-15.168-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.168&CDS=1-2082	YJR005W
2489	OG0002489	genemark-NW_003020056.1-processed-gene-15.118-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-15.118&CDS=1-3378	YDR291W
2490	OG0002490	snap_masked-NW_003020056.1-processed-gene-15.171-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.171&CDS=1-1506	YBR056W
2491	OG0002491	maker-NW_003020056.1-augustus-gene-15.146-mRNA-1_1&gene=maker-NW_003020056.1-augustus-gene-15.146&CDS=1-318	YOR020C
2492	OG0002492	snap_masked-NW_003020056.1-processed-gene-15.203-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.203&CDS=1-363	YJL104W
2493	OG0002493	snap_masked-NW_003020056.1-processed-gene-15.178-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.178&CDS=1-1776	YBR030W
2494	OG0002494	snap_masked-NW_003020056.1-processed-gene-15.179-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.179&CDS=1-1689	YKR017C
2495	OG0002495	snap_masked-NW_003020056.1-processed-gene-15.181-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.181&CDS=1-987	YKR030W
2496	OG0002496	genemark-NW_003020056.1-processed-gene-15.126-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-15.126&CDS=1-3114	YIL026C
2497	OG0002497	snap_masked-NW_003020056.1-processed-gene-15.182-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.182&CDS=1-1665	YFR037C
2498	OG0002498	snap_masked-NW_003020056.1-processed-gene-15.209-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.209&CDS=1-837	YDR429C
2499	OG0002499	genemark-NW_003020056.1-processed-gene-15.98-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-15.98&CDS=1-825	YDR428C
2500	OG0002500	genemark-NW_003020056.1-processed-gene-15.129-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-15.129&CDS=1-849	YDR432W
2501	OG0002501	snap_masked-NW_003020056.1-processed-gene-15.212-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.212&CDS=1-3777	YPL006W
2502	OG0002502	snap_masked-NW_003020056.1-processed-gene-15.183-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.183&CDS=1-1017	YHR144C
2503	OG0002503	snap_masked-NW_003020056.1-processed-gene-15.213-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.213&CDS=1-693	YNL168C
2504	OG0002504	snap_masked-NW_003020056.1-processed-gene-15.184-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.184&CDS=1-1278	YDL033C
2505	OG0002505	snap_masked-NW_003020056.1-processed-gene-15.214-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.214&CDS=1-2196	YHL027W
2506	OG0002506	genemark-NW_003020056.1-processed-gene-15.134-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-15.134&CDS=1-1473	YPL005W
2507	OG0002507	snap_masked-NW_003020056.1-processed-gene-15.186-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.186&CDS=1-219	YHR143W-A
2508	OG0002508	genemark-NW_003020056.1-processed-gene-15.135-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-15.135&CDS=1-1995	YPL164C
2509	OG0002509	genemark-NW_003020056.1-processed-gene-15.103-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-15.103&CDS=1-1287	YER143W
2510	OG0002510	maker-NW_003020056.1-snap-gene-15.153-mRNA-1_1&gene=maker-NW_003020056.1-snap-gene-15.153&CDS=1-1443	YER136W
2511	OG0002511	snap_masked-NW_003020056.1-processed-gene-15.217-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.217&CDS=1-1416	YFR006W
2512	OG0002512	snap_masked-NW_003020056.1-processed-gene-15.188-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.188&CDS=1-936	YFR004W
2513	OG0002513	genemark-NW_003020056.1-processed-gene-15.105-mRNA-1_1&gene=genemark-NW_003020056.1-processed-gene-15.105&CDS=1-972	YFR005C
2514	OG0002514	snap_masked-NW_003020056.1-processed-gene-15.219-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.219&CDS=1-675	YDR071C
2515	OG0002515	snap_masked-NW_003020056.1-processed-gene-15.189-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.189&CDS=1-987	YPR004C
2516	OG0002516	snap_masked-NW_003020056.1-processed-gene-15.190-mRNA-1_1&gene=snap_masked-NW_003020056.1-processed-gene-15.190&CDS=1-2424	YOR165W
2517	OG0002517	snap_masked-NW_003020057.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-0.17&CDS=1-1203	YER178W
2518	OG0002518	augustus_masked-NW_003020057.1-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-0.109&CDS=1-1467	YDR104C
2519	OG0002519	augustus_masked-NW_003020057.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-0.92&CDS=1-1236	YHL014C
2520	OG0002520	maker-NW_003020057.1-augustus-gene-0.132-mRNA-1_1&gene=maker-NW_003020057.1-augustus-gene-0.132&CDS=1-417	YDR100W
2521	OG0002521	augustus_masked-NW_003020057.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-0.93&CDS=1-6324	YDR359C
2522	OG0002522	genemark-NW_003020057.1-processed-gene-0.65-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-0.65&CDS=1-1197	YDR181C
2523	OG0002523	genemark-NW_003020057.1-processed-gene-0.45-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-0.45&CDS=1-1107	YDR182W
2524	OG0002524	snap_masked-NW_003020057.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-0.21&CDS=1-2373	YLR166C
2525	OG0002525	genemark-NW_003020057.1-processed-gene-0.67-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-0.67&CDS=1-453	YLR167W
2526	OG0002526	snap_masked-NW_003020057.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-0.22&CDS=1-621	YDR183W
2527	OG0002527	snap_masked-NW_003020057.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-0.25&CDS=1-579	YLR168C
2528	OG0002528	maker-NW_003020057.1-augustus-gene-0.134-mRNA-1_1&gene=maker-NW_003020057.1-augustus-gene-0.134&CDS=1-1950	YDL087C
2529	OG0002529	genemark-NW_003020057.1-processed-gene-0.49-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-0.49&CDS=1-942	YOL154W
2530	OG0002530	maker-NW_003020057.1-snap-gene-0.89-mRNA-1_1&gene=maker-NW_003020057.1-snap-gene-0.89&CDS=1-1116	YLR411W
2531	OG0002531	augustus_masked-NW_003020057.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-0.100&CDS=1-2175	YPR167C
2532	OG0002532	snap_masked-NW_003020057.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-0.31&CDS=1-2628	YOL090W
2533	OG0002533	snap_masked-NW_003020057.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-0.34&CDS=1-1164	YPR201W
2534	OG0002534	snap_masked-NW_003020057.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-0.10&CDS=1-255	YDR363W-A
2535	OG0002535	snap_masked-NW_003020057.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-0.35&CDS=1-1284	YOR117W
2536	OG0002536	maker-NW_003020057.1-augustus-gene-0.131-mRNA-1_1&gene=maker-NW_003020057.1-augustus-gene-0.131&CDS=1-1494	YLR244C
2537	OG0002537	snap_masked-NW_003020057.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-0.13&CDS=1-1668	YDR188W
2538	OG0002538	genemark-NW_003020057.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-0.60&CDS=1-1911	YDR189W
2539	OG0002539	snap_masked-NW_003020057.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-0.37&CDS=1-1374	YDR190C
2540	OG0002540	snap_masked-NW_003020057.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-0.38&CDS=1-819	YLR243W
2541	OG0002541	augustus_masked-NW_003020057.1-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-0.128&CDS=1-1695	YDR205W
2542	OG0002542	genemark-NW_003020057.1-processed-gene-0.85-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-0.85&CDS=1-1893	YIL155C
2543	OG0002543	snap_masked-NW_003020057.1-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-1.69&CDS=1-1767	YML013W
2544	OG0002544	snap_masked-NW_003020057.1-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-1.72&CDS=1-954	YDL014W
2545	OG0002545	genemark-NW_003020057.1-processed-gene-1.37-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-1.37&CDS=1-444	YBR173C
2546	OG0002546	snap_masked-NW_003020057.1-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-1.92&CDS=1-2031	YOR069W
2547	OG0002547	genemark-NW_003020057.1-processed-gene-1.42-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-1.42&CDS=1-1860	YKL148C
2548	OG0002548	snap_masked-NW_003020057.1-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-1.97&CDS=1-807	YEL051W
2549	OG0002549	snap_masked-NW_003020057.1-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-1.82&CDS=1-1473	YDR416W
2550	OG0002550	snap_masked-NW_003020057.1-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-1.98&CDS=1-1323	YEL052W
2551	OG0002551	snap_masked-NW_003020057.1-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-1.84&CDS=1-426	YEL044W
2552	OG0002552	snap_masked-NW_003020057.1-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-1.85&CDS=1-621	YMR295C
2553	OG0002553	snap_masked-NW_003020057.1-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-1.101&CDS=1-1179	YBL016W
2554	OG0002554	snap_masked-NW_003020057.1-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-1.102&CDS=1-1509	YKL045W
2555	OG0002555	snap_masked-NW_003020057.1-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-1.86&CDS=1-2994	YGL207W
2556	OG0002556	genemark-NW_003020057.1-processed-gene-1.67-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-1.67&CDS=1-942	YIL153W
2557	OG0002557	maker-NW_003020057.1-augustus-gene-1.32-mRNA-1_1&gene=maker-NW_003020057.1-augustus-gene-1.32&CDS=1-1518	YOL094C
2558	OG0002558	snap_masked-NW_003020057.1-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-1.104&CDS=1-1566	YDR484W
2559	OG0002559	snap_masked-NW_003020057.1-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-2.39&CDS=1-1914	YOL095C
2560	OG0002560	maker-NW_003020057.1-snap-gene-2.113-mRNA-1_1&gene=maker-NW_003020057.1-snap-gene-2.113&CDS=1-4113	YNL088W
2561	OG0002561	maker-NW_003020057.1-snap-gene-2.114-mRNA-1_1&gene=maker-NW_003020057.1-snap-gene-2.114&CDS=1-840	YJR060W
2562	OG0002562	snap_masked-NW_003020057.1-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-2.63&CDS=1-4353	YGL131C
2563	OG0002563	snap_masked-NW_003020057.1-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-2.64&CDS=1-699	YPL213W
2564	OG0002564	snap_masked-NW_003020057.1-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-2.48&CDS=1-1428	YGL130W
2565	OG0002565	snap_masked-NW_003020057.1-processed-gene-2.67-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-2.67&CDS=1-369	YER048W-A
2566	OG0002566	genemark-NW_003020057.1-processed-gene-2.105-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-2.105&CDS=1-3558	YMR218C
2567	OG0002567	snap_masked-NW_003020057.1-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-2.70&CDS=1-1206	YGR111W
2568	OG0002568	maker-NW_003020057.1-snap-gene-2.116-mRNA-1_1&gene=maker-NW_003020057.1-snap-gene-2.116&CDS=1-1746	YPR024W
2569	OG0002569	maker-NW_003020057.1-snap-gene-2.112-mRNA-1_1&gene=maker-NW_003020057.1-snap-gene-2.112&CDS=1-3615	YPR181C
2570	OG0002570	snap_masked-NW_003020057.1-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-2.72&CDS=1-390	YNL153C
2571	OG0002571	genemark-NW_003020057.1-processed-gene-2.89-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-2.89&CDS=1-2337	YBL097W
2572	OG0002572	snap_masked-NW_003020057.1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-2.73&CDS=1-1002	YIL019W
2573	OG0002573	genemark-NW_003020057.1-processed-gene-2.90-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-2.90&CDS=1-822	YIL020C
2574	OG0002574	snap_masked-NW_003020057.1-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-2.74&CDS=1-981	YIL021W
2575	OG0002575	snap_masked-NW_003020057.1-processed-gene-2.75-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-2.75&CDS=1-2847	YGR100W
2576	OG0002576	genemark-NW_003020057.1-processed-gene-3.34-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-3.34&CDS=1-8409	YPR117W
2577	OG0002577	snap_masked-NW_003020057.1-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.60&CDS=1-1485	YLR212C
2578	OG0002578	snap_masked-NW_003020057.1-processed-gene-3.61-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.61&CDS=1-1539	YHR137W
2579	OG0002579	snap_masked-NW_003020057.1-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.64&CDS=1-966	YIL041W
2580	OG0002580	genemark-NW_003020057.1-processed-gene-3.53-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-3.53&CDS=1-1632	YER052C
2581	OG0002581	snap_masked-NW_003020057.1-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.65&CDS=1-1824	YER049W
2582	OG0002582	snap_masked-NW_003020057.1-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.66&CDS=1-936	YIL043C
2583	OG0002583	snap_masked-NW_003020057.1-processed-gene-3.68-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.68&CDS=1-1836	YKR039W
2584	OG0002584	snap_masked-NW_003020057.1-processed-gene-3.72-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.72&CDS=1-1851	YGR194C
2585	OG0002585	snap_masked-NW_003020057.1-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.73&CDS=1-1404	YJR003C
2586	OG0002586	snap_masked-NW_003020057.1-processed-gene-3.74-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.74&CDS=1-1119	YIR034C
2587	OG0002587	snap_masked-NW_003020057.1-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.86&CDS=1-1374	YKL021C
2588	OG0002588	snap_masked-NW_003020057.1-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.75&CDS=1-2136	YKL022C
2589	OG0002589	snap_masked-NW_003020057.1-processed-gene-3.76-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.76&CDS=1-1665	YGR223C
2590	OG0002590	snap_masked-NW_003020057.1-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.87&CDS=1-975	YGR222W
2591	OG0002591	snap_masked-NW_003020057.1-processed-gene-3.77-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.77&CDS=1-2649	YLL013C
2592	OG0002592	snap_masked-NW_003020057.1-processed-gene-3.81-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-3.81&CDS=1-3939	YMR109W
2593	OG0002593	maker-NW_003020057.1-augustus-gene-4.50-mRNA-1_1&gene=maker-NW_003020057.1-augustus-gene-4.50&CDS=1-2355	YCR077C
2594	OG0002594	snap_masked-NW_003020057.1-processed-gene-4.2-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.2&CDS=1-2271	YNR033W
2595	OG0002595	snap_masked-NW_003020057.1-processed-gene-4.3-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.3&CDS=1-6408	YDL058W
2596	OG0002596	snap_masked-NW_003020057.1-processed-gene-4.4-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.4&CDS=1-3969	YLR384C
2597	OG0002597	snap_masked-NW_003020057.1-processed-gene-4.0-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.0&CDS=1-2448	YOR270C
2598	OG0002598	snap_masked-NW_003020057.1-processed-gene-4.6-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.6&CDS=1-2175	YHR197W
2599	OG0002599	augustus_masked-NW_003020057.1-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-4.108&CDS=1-2862	YGL221C
2600	OG0002600	snap_masked-NW_003020057.1-processed-gene-4.10-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.10&CDS=1-1386	YBR110W
2601	OG0002601	maker-NW_003020057.1-snap-gene-4.48-mRNA-1_1&gene=maker-NW_003020057.1-snap-gene-4.48&CDS=1-4533	YOR346W
2602	OG0002602	genemark-NW_003020057.1-processed-gene-4.64-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-4.64&CDS=1-447	YBR109C
2603	OG0002603	snap_masked-NW_003020057.1-processed-gene-4.14-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.14&CDS=1-9336	YLL040C
2604	OG0002604	snap_masked-NW_003020057.1-processed-gene-4.34-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.34&CDS=1-1095	YBL013W
2605	OG0002605	snap_masked-NW_003020057.1-processed-gene-4.35-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.35&CDS=1-1179	YGR286C
2606	OG0002606	snap_masked-NW_003020057.1-processed-gene-4.37-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.37&CDS=1-2034	YDR234W
2607	OG0002607	snap_masked-NW_003020057.1-processed-gene-4.23-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.23&CDS=1-1005	YKR087C
2608	OG0002608	genemark-NW_003020057.1-processed-gene-4.94-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-4.94&CDS=1-702	YOR077W
2609	OG0002609	snap_masked-NW_003020057.1-processed-gene-4.26-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.26&CDS=1-1620	YHR064C
2610	OG0002610	snap_masked-NW_003020057.1-processed-gene-4.27-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.27&CDS=1-1710	YOR070C
2611	OG0002611	snap_masked-NW_003020057.1-processed-gene-4.28-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.28&CDS=1-975	YKR080W
2612	OG0002612	snap_masked-NW_003020057.1-processed-gene-4.29-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.29&CDS=1-2208	YKR099W
2613	OG0002613	snap_masked-NW_003020057.1-processed-gene-4.30-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.30&CDS=1-3180	YNL054W
2614	OG0002614	snap_masked-NW_003020057.1-processed-gene-4.31-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-4.31&CDS=1-531	YDL120W
2615	OG0002615	snap_masked-NW_003020057.1-processed-gene-5.83-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-5.83&CDS=1-1416	YCR028C
2616	OG0002616	snap_masked-NW_003020057.1-processed-gene-5.103-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-5.103&CDS=1-876	YGR280C
2617	OG0002617	augustus_masked-NW_003020057.1-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-5.25&CDS=1-4287	YAL001C
2618	OG0002618	snap_masked-NW_003020057.1-processed-gene-5.88-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-5.88&CDS=1-747	YGR001C
2619	OG0002619	maker-NW_003020057.1-snap-gene-5.114-mRNA-1_1&gene=maker-NW_003020057.1-snap-gene-5.114&CDS=1-627	YAL003W
2620	OG0002620	snap_masked-NW_003020057.1-processed-gene-5.106-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-5.106&CDS=1-2325	YGL180W
2621	OG0002621	snap_masked-NW_003020057.1-processed-gene-5.107-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-5.107&CDS=1-4308	YGL179C
2622	OG0002622	snap_masked-NW_003020057.1-processed-gene-5.110-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-5.110&CDS=1-4566	YPR184W
2623	OG0002623	genemark-NW_003020057.1-processed-gene-5.51-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-5.51&CDS=1-747	YMR038C
2624	OG0002624	snap_masked-NW_003020057.1-processed-gene-5.91-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-5.91&CDS=1-2598	YOR353C
2625	OG0002625	snap_masked-NW_003020057.1-processed-gene-5.93-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-5.93&CDS=1-1767	YJL103C
2626	OG0002626	genemark-NW_003020057.1-processed-gene-5.73-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-5.73&CDS=1-804	YPR060C
2627	OG0002627	snap_masked-NW_003020057.1-processed-gene-5.99-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-5.99&CDS=1-3099	YNL163C
2628	OG0002628	snap_masked-NW_003020057.1-processed-gene-5.113-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-5.113&CDS=1-3495	YGR274C
2629	OG0002629	genemark-NW_003020057.1-processed-gene-5.62-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-5.62&CDS=1-1968	YGR276C
2630	OG0002630	snap_masked-NW_003020057.1-processed-gene-6.80-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.80&CDS=1-1662	YDL160C
2631	OG0002631	maker-NW_003020057.1-augustus-gene-6.39-mRNA-1_1&gene=maker-NW_003020057.1-augustus-gene-6.39&CDS=1-939	YMR300C
2632	OG0002632	snap_masked-NW_003020057.1-processed-gene-6.83-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.83&CDS=1-996	YGL225W
