	OrthologID	Metschnikowia_drakensbergensis	Saccharomyces_cerevisiae
2397	OG0002397	augustus_masked-draA_s74-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-2.20&CDS=1-2211	YOL063C
2398	OG0002398	augustus_masked-draA_s74-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-2.21&CDS=1-1557	YKL089W
2399	OG0002399	augustus_masked-draA_s74-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-2.39&CDS=1-693	YKL009W
2400	OG0002400	maker-draA_s74-augustus-gene-2.4-mRNA-1_1&gene=maker-draA_s74-augustus-gene-2.4&CDS=1-2280	YDR129C
2401	OG0002401	snap_masked-draA_s74-processed-gene-2.97-mRNA-1_1&gene=snap_masked-draA_s74-processed-gene-2.97&CDS=1-3210	YLR148W
2402	OG0002402	snap_masked-draA_s74-processed-gene-2.98-mRNA-1_1&gene=snap_masked-draA_s74-processed-gene-2.98&CDS=1-2439	YCL054W
2403	OG0002403	augustus_masked-draA_s74-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-2.23&CDS=1-1041	YPR086W
2404	OG0002404	maker-draA_s74-augustus-gene-2.2-mRNA-1_1&gene=maker-draA_s74-augustus-gene-2.2&CDS=1-372	YDR529C
2405	OG0002405	snap_masked-draA_s74-processed-gene-2.122-mRNA-1_1&gene=snap_masked-draA_s74-processed-gene-2.122&CDS=1-576	YLR348C
2406	OG0002406	snap_masked-draA_s74-processed-gene-2.102-mRNA-1_1&gene=snap_masked-draA_s74-processed-gene-2.102&CDS=1-3072	YNL243W
2407	OG0002407	snap_masked-draA_s74-processed-gene-2.123-mRNA-1_1&gene=snap_masked-draA_s74-processed-gene-2.123&CDS=1-546	YCL001W
2408	OG0002408	augustus_masked-draA_s74-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-2.28&CDS=1-765	YOR194C
2409	OG0002409	snap_masked-draA_s74-processed-gene-3.68-mRNA-1_1&gene=snap_masked-draA_s74-processed-gene-3.68&CDS=1-2931	YPL115C
2410	OG0002410	snap_masked-draA_s74-processed-gene-3.69-mRNA-1_1&gene=snap_masked-draA_s74-processed-gene-3.69&CDS=1-2172	YPL116W
2411	OG0002411	augustus_masked-draA_s74-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.138&CDS=1-1116	YOR196C
2412	OG0002412	augustus_masked-draA_s74-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.139&CDS=1-846	YPL117C
2413	OG0002413	augustus_masked-draA_s74-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.135&CDS=1-1329	YOR198C
2414	OG0002414	snap_masked-draA_s74-processed-gene-3.66-mRNA-1_1&gene=snap_masked-draA_s74-processed-gene-3.66&CDS=1-1104	YMR310C
2415	OG0002415	maker-draA_s74-augustus-gene-3.193-mRNA-1_1&gene=maker-draA_s74-augustus-gene-3.193&CDS=1-921	YGR282C
2416	OG0002416	genemark-draA_s74-processed-gene-3.39-mRNA-1_1&gene=genemark-draA_s74-processed-gene-3.39&CDS=1-1338	YGR189C
2417	OG0002417	augustus_masked-draA_s74-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.140&CDS=1-3078	YPR026W
2418	OG0002418	augustus_masked-draA_s74-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.141&CDS=1-1518	YMR171C
2419	OG0002419	augustus_masked-draA_s74-processed-gene-3.170-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.170&CDS=1-2034	YCR088W
2420	OG0002420	augustus_masked-draA_s74-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.143&CDS=1-2055	YOL057W
2421	OG0002421	snap_masked-draA_s74-processed-gene-3.105-mRNA-1_1&gene=snap_masked-draA_s74-processed-gene-3.105&CDS=1-180	YPL271W
2422	OG0002422	augustus_masked-draA_s74-processed-gene-3.172-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.172&CDS=1-3111	YEL055C
2423	OG0002423	augustus_masked-draA_s74-processed-gene-3.173-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.173&CDS=1-1035	YJR105W
2424	OG0002424	augustus_masked-draA_s74-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.146&CDS=1-873	YJR116W
2425	OG0002425	augustus_masked-draA_s74-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.147&CDS=1-618	YFL038C
2426	OG0002426	augustus_masked-draA_s74-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.148&CDS=1-1440	YER021W
2427	OG0002427	genemark-draA_s74-processed-gene-3.18-mRNA-1_1&gene=genemark-draA_s74-processed-gene-3.18&CDS=1-1719	YER022W
2428	OG0002428	augustus_masked-draA_s74-processed-gene-3.175-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.175&CDS=1-501	YJR118C
2429	OG0002429	augustus_masked-draA_s74-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.151&CDS=1-780	YMR149W
2430	OG0002430	augustus_masked-draA_s74-processed-gene-3.176-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.176&CDS=1-570	YMR150C
2431	OG0002431	augustus_masked-draA_s74-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.152&CDS=1-1647	YOR037W
2432	OG0002432	augustus_masked-draA_s74-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.153&CDS=1-3333	YKL033W
2433	OG0002433	maker-draA_s74-augustus-gene-3.197-mRNA-1_1&gene=maker-draA_s74-augustus-gene-3.197&CDS=1-1185	YBR282W
2434	OG0002434	maker-draA_s74-snap-gene-3.131-mRNA-1_1&gene=maker-draA_s74-snap-gene-3.131&CDS=1-1614	YDR517W
2435	OG0002435	snap_masked-draA_s74-processed-gene-3.89-mRNA-1_1&gene=snap_masked-draA_s74-processed-gene-3.89&CDS=1-1035	YCR019W
2436	OG0002436	augustus_masked-draA_s74-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.156&CDS=1-1203	YML018C
2437	OG0002437	augustus_masked-draA_s74-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.157&CDS=1-2178	YML021C
2438	OG0002438	snap_masked-draA_s74-processed-gene-3.116-mRNA-1_1&gene=snap_masked-draA_s74-processed-gene-3.116&CDS=1-3519	YDR440W
2439	OG0002439	snap_masked-draA_s74-processed-gene-3.117-mRNA-1_1&gene=snap_masked-draA_s74-processed-gene-3.117&CDS=1-2520	YML020W
2440	OG0002440	augustus_masked-draA_s74-processed-gene-3.183-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.183&CDS=1-636	YML012W
2441	OG0002441	augustus_masked-draA_s74-processed-gene-3.161-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.161&CDS=1-210	YML009C
2442	OG0002442	augustus_masked-draA_s74-processed-gene-3.184-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.184&CDS=1-3078	YDR430C
2443	OG0002443	augustus_masked-draA_s74-processed-gene-3.163-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.163&CDS=1-3471	YNL329C
2444	OG0002444	augustus_masked-draA_s74-processed-gene-3.186-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.186&CDS=1-429	YNL328C
2445	OG0002445	augustus_masked-draA_s74-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.164&CDS=1-1512	YAL038W
2446	OG0002446	augustus_masked-draA_s74-processed-gene-3.165-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.165&CDS=1-954	YML110C
2447	OG0002447	augustus_masked-draA_s74-processed-gene-3.166-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.166&CDS=1-1074	YLR291C
2448	OG0002448	augustus_masked-draA_s74-processed-gene-3.191-mRNA-1_1&gene=augustus_masked-draA_s74-processed-gene-3.191&CDS=1-5643	YLR422W
2449	OG0002449	augustus_masked-draA_s76-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.19&CDS=1-2004	YJL090C
2450	OG0002450	maker-draA_s76-snap-gene-0.1-mRNA-1_1&gene=maker-draA_s76-snap-gene-0.1&CDS=1-5694	YMR176W
2451	OG0002451	augustus_masked-draA_s76-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.5&CDS=1-1698	YDL210W
2452	OG0002452	maker-draA_s76-snap-gene-0.2-mRNA-1_1&gene=maker-draA_s76-snap-gene-0.2&CDS=1-2001	YML127W
2453	OG0002453	genemark-draA_s76-processed-gene-0.68-mRNA-1_1&gene=genemark-draA_s76-processed-gene-0.68&CDS=1-447	YML094W
2454	OG0002454	augustus_masked-draA_s76-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.22&CDS=1-1068	YML095C
2455	OG0002455	augustus_masked-draA_s76-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.23&CDS=1-2142	YIL091C
2456	OG0002456	augustus_masked-draA_s76-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.9&CDS=1-1395	YIL090W
2457	OG0002457	augustus_masked-draA_s76-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.25&CDS=1-1107	YPR035W
2458	OG0002458	augustus_masked-draA_s76-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.11&CDS=1-5922	YJL005W
2459	OG0002459	augustus_masked-draA_s76-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.14&CDS=1-3165	YMR196W
2460	OG0002460	augustus_masked-draA_s76-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.15&CDS=1-663	YMR197C
2461	OG0002461	augustus_masked-draA_s76-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.16&CDS=1-630	YPL252C
2462	OG0002462	augustus_masked-draA_s76-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-draA_s76-processed-gene-0.29&CDS=1-1080	YPL254W
2463	OG0002463	augustus_masked-draA_s77-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-draA_s77-processed-gene-0.22&CDS=1-1452	YGL055W
2464	OG0002464	maker-draA_s77-snap-gene-0.35-mRNA-1_1&gene=maker-draA_s77-snap-gene-0.35&CDS=1-468	YOR357C
2465	OG0002465	augustus_masked-draA_s77-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-draA_s77-processed-gene-0.27&CDS=1-2022	YPR074C
2466	OG0002466	snap_masked-draA_s77-processed-gene-0.18-mRNA-1_1&gene=snap_masked-draA_s77-processed-gene-0.18&CDS=1-2313	YPR073C
2467	OG0002467	snap_masked-draA_s77-processed-gene-0.19-mRNA-1_1&gene=snap_masked-draA_s77-processed-gene-0.19&CDS=1-3261	YOL051W
2468	OG0002468	augustus_masked-draA_s77-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-draA_s77-processed-gene-0.31&CDS=1-2901	YLR129W
2469	OG0002469	augustus_masked-draA_s78-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.6&CDS=1-5412	YHL030W
2470	OG0002470	augustus_masked-draA_s78-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.7&CDS=1-1467	YGR083C
2471	OG0002471	augustus_masked-draA_s78-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.8&CDS=1-3993	YAL026C
2472	OG0002472	augustus_masked-draA_s78-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.0&CDS=1-1314	YOR323C
2473	OG0002473	augustus_masked-draA_s78-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.9&CDS=1-819	YBR213W
2474	OG0002474	augustus_masked-draA_s78-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.1&CDS=1-1866	YOR370C
2475	OG0002475	snap_masked-draA_s78-processed-gene-0.45-mRNA-1_1&gene=snap_masked-draA_s78-processed-gene-0.45&CDS=1-429	YOR369C
2476	OG0002476	augustus_masked-draA_s78-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.13&CDS=1-288	YBR111W-A
2477	OG0002477	augustus_masked-draA_s78-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.4&CDS=1-606	YBR111C
2478	OG0002478	augustus_masked-draA_s78-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.14&CDS=1-2271	YBR112C
2479	OG0002479	augustus_masked-draA_s78-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.15&CDS=1-1428	YPL188W
2480	OG0002480	augustus_masked-draA_s78-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.16&CDS=1-1470	YNL330C
2481	OG0002481	augustus_masked-draA_s78-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.17&CDS=1-1113	YNL326C
2482	OG0002482	augustus_masked-draA_s78-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-draA_s78-processed-gene-0.18&CDS=1-1017	YPL244C
2483	OG0002483	augustus_masked-draA_s79-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.0&CDS=1-1662	YOR002W
2484	OG0002484	snap_masked-draA_s79-processed-gene-0.49-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-0.49&CDS=1-1380	YPL120W
2485	OG0002485	augustus_masked-draA_s79-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.2&CDS=1-1173	YDR459C
2486	OG0002486	augustus_masked-draA_s79-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.4&CDS=1-588	YHR026W
2487	OG0002487	augustus_masked-draA_s79-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.24&CDS=1-2844	YHR027C
2488	OG0002488	augustus_masked-draA_s79-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.5&CDS=1-1719	YJL201W
2489	OG0002489	augustus_masked-draA_s79-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.27&CDS=1-663	YLR145W
2490	OG0002490	augustus_masked-draA_s79-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.7&CDS=1-1143	YDR161W
2491	OG0002491	augustus_masked-draA_s79-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.8&CDS=1-594	YDR163W
2492	OG0002492	maker-draA_s79-snap-gene-0.44-mRNA-1_1&gene=maker-draA_s79-snap-gene-0.44&CDS=1-3849	YLL021W
2493	OG0002493	augustus_masked-draA_s79-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.30&CDS=1-855	YDL052C
2494	OG0002494	augustus_masked-draA_s79-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.31&CDS=1-1881	YOR129C
2495	OG0002495	maker-draA_s79-augustus-gene-0.42-mRNA-1_1&gene=maker-draA_s79-augustus-gene-0.42&CDS=1-678	YDR381W
2496	OG0002496	augustus_masked-draA_s79-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.10&CDS=1-1359	YOR301W
2497	OG0002497	augustus_masked-draA_s79-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.11&CDS=1-1683	YOR128C
2498	OG0002498	augustus_masked-draA_s79-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.35&CDS=1-1779	YBR083W
2499	OG0002499	snap_masked-draA_s79-processed-gene-0.86-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-0.86&CDS=1-2172	YPR031W
2500	OG0002500	genemark-draA_s79-processed-gene-0.131-mRNA-1_1&gene=genemark-draA_s79-processed-gene-0.131&CDS=1-1311	YDR364C
2501	OG0002501	augustus_masked-draA_s79-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.15&CDS=1-900	YDR361C
2502	OG0002502	augustus_masked-draA_s79-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.16&CDS=1-2796	YBR079C
2503	OG0002503	augustus_masked-draA_s79-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.17&CDS=1-990	YCR036W
2504	OG0002504	genemark-draA_s79-processed-gene-0.112-mRNA-1_1&gene=genemark-draA_s79-processed-gene-0.112&CDS=1-741	YBR153W
2505	OG0002505	snap_masked-draA_s79-processed-gene-0.88-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-0.88&CDS=1-639	YBR154C
2506	OG0002506	augustus_masked-draA_s79-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.40&CDS=1-282	YOL086W-A
2507	OG0002507	augustus_masked-draA_s79-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-0.19&CDS=1-1461	YJL194W
2508	OG0002508	snap_masked-draA_s79-processed-gene-1.89-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-1.89&CDS=1-3456	YCR033W
2509	OG0002509	snap_masked-draA_s79-processed-gene-1.90-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-1.90&CDS=1-948	YBR146W
2510	OG0002510	augustus_masked-draA_s79-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.47&CDS=1-1332	YNL040W
2511	OG0002511	augustus_masked-draA_s79-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.45&CDS=1-627	YKL119C
2512	OG0002512	snap_masked-draA_s79-processed-gene-1.111-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-1.111&CDS=1-864	YOL077C
2513	OG0002513	augustus_masked-draA_s79-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.65&CDS=1-198	YOL077W-A
2514	OG0002514	augustus_masked-draA_s79-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.66&CDS=1-2556	YOL078W
2515	OG0002515	augustus_masked-draA_s79-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.52&CDS=1-1281	YOL097C
2516	OG0002516	augustus_masked-draA_s79-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.53&CDS=1-606	YDR487C
2517	OG0002517	maker-draA_s79-augustus-gene-1.85-mRNA-1_1&gene=maker-draA_s79-augustus-gene-1.85&CDS=1-3852	YOL021C
2518	OG0002518	augustus_masked-draA_s79-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.70&CDS=1-1827	YJR002W
2519	OG0002519	augustus_masked-draA_s79-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.55&CDS=1-750	YGL136C
2520	OG0002520	augustus_masked-draA_s79-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.71&CDS=1-1143	YJL171C
2521	OG0002521	augustus_masked-draA_s79-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.57&CDS=1-4773	YGR098C
2522	OG0002522	augustus_masked-draA_s79-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.73&CDS=1-2499	YMR100W
2523	OG0002523	snap_masked-draA_s79-processed-gene-1.122-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-1.122&CDS=1-2094	YBR131W
2524	OG0002524	augustus_masked-draA_s79-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.76&CDS=1-3540	YKL092C
2525	OG0002525	augustus_masked-draA_s79-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.59&CDS=1-2784	YMR080C
2526	OG0002526	augustus_masked-draA_s79-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.60&CDS=1-453	YDR092W
2527	OG0002527	augustus_masked-draA_s79-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.62&CDS=1-897	YBR085W
2528	OG0002528	augustus_masked-draA_s79-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.79&CDS=1-1275	YOL052C
2529	OG0002529	snap_masked-draA_s79-processed-gene-1.129-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-1.129&CDS=1-465	YBR022W
2530	OG0002530	maker-draA_s79-augustus-gene-1.87-mRNA-1_1&gene=maker-draA_s79-augustus-gene-1.87&CDS=1-2253	YNL292W
2531	OG0002531	augustus_masked-draA_s79-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-1.81&CDS=1-714	YOL110W
2532	OG0002532	augustus_masked-draA_s79-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.89&CDS=1-786	YAL039C
2533	OG0002533	augustus_masked-draA_s79-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.104&CDS=1-894	YHL013C
2534	OG0002534	augustus_masked-draA_s79-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.92&CDS=1-1437	YOR355W
2535	OG0002535	maker-draA_s79-augustus-gene-2.128-mRNA-1_1&gene=maker-draA_s79-augustus-gene-2.128&CDS=1-4110	YOR356W
2536	OG0002536	augustus_masked-draA_s79-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.93&CDS=1-1242	YAL042W
2537	OG0002537	augustus_masked-draA_s79-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.107&CDS=1-816	YNL252C
2538	OG0002538	maker-draA_s79-snap-gene-2.132-mRNA-1_1&gene=maker-draA_s79-snap-gene-2.132&CDS=1-1986	YNL251C
2539	OG0002539	augustus_masked-draA_s79-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.108&CDS=1-1890	YPR024W
2540	OG0002540	augustus_masked-draA_s79-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.109&CDS=1-2121	YBL097W
2541	OG0002541	augustus_masked-draA_s79-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.110&CDS=1-966	YIL019W
2542	OG0002542	augustus_masked-draA_s79-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.95&CDS=1-822	YIL020C
2543	OG0002543	augustus_masked-draA_s79-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.111&CDS=1-924	YIL021W
2544	OG0002544	augustus_masked-draA_s79-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.112&CDS=1-2766	YGR100W
2545	OG0002545	augustus_masked-draA_s79-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.97&CDS=1-1212	YDR394W
2546	OG0002546	augustus_masked-draA_s79-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.114&CDS=1-1575	YOR149C
2547	OG0002547	augustus_masked-draA_s79-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.98&CDS=1-663	YIL118W
2548	OG0002548	augustus_masked-draA_s79-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.116&CDS=1-2319	YIR027C
2549	OG0002549	maker-draA_s79-augustus-gene-2.130-mRNA-1_1&gene=maker-draA_s79-augustus-gene-2.130&CDS=1-4098	YIL022W
2550	OG0002550	augustus_masked-draA_s79-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.121&CDS=1-2886	YIL031W
2551	OG0002551	augustus_masked-draA_s79-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.99&CDS=1-672	YBL095W
2552	OG0002552	maker-draA_s79-augustus-gene-2.126-mRNA-1_1&gene=maker-draA_s79-augustus-gene-2.126&CDS=1-1164	YOR074C
2553	OG0002553	augustus_masked-draA_s79-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.101&CDS=1-318	YKR083C
2554	OG0002554	augustus_masked-draA_s79-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.123&CDS=1-3444	YKR082W
2555	OG0002555	snap_masked-draA_s79-processed-gene-2.86-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-2.86&CDS=1-918	YKR081C
2556	OG0002556	augustus_masked-draA_s79-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-2.125&CDS=1-1809	YDL017W
2557	OG0002557	maker-draA_s79-augustus-gene-2.127-mRNA-1_1&gene=maker-draA_s79-augustus-gene-2.127&CDS=1-1602	YGR165W
2558	OG0002558	augustus_masked-draA_s79-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.58&CDS=1-999	YPR110C
2559	OG0002559	augustus_masked-draA_s79-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.60&CDS=1-3516	YGR090W
2560	OG0002560	augustus_masked-draA_s79-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.55&CDS=1-2196	YHR072W
2561	OG0002561	augustus_masked-draA_s79-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.57&CDS=1-852	YNL284C
2562	OG0002562	snap_masked-draA_s79-processed-gene-3.6-mRNA-1_1&gene=snap_masked-draA_s79-processed-gene-3.6&CDS=1-846	YOR060C
2563	OG0002563	augustus_masked-draA_s79-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.62&CDS=1-984	YOR061W
2564	OG0002564	augustus_masked-draA_s79-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.63&CDS=1-2304	YKR074W
2565	OG0002565	augustus_masked-draA_s79-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.64&CDS=1-1236	YOL031C
2566	OG0002566	augustus_masked-draA_s79-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.65&CDS=1-1470	YOL049W
2567	OG0002567	augustus_masked-draA_s79-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.66&CDS=1-1668	YLL018C
2568	OG0002568	augustus_masked-draA_s79-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.91&CDS=1-1578	YIL142W
2569	OG0002569	augustus_masked-draA_s79-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-draA_s79-processed-gene-3.67&CDS=1-1356	YGL122C
