	OrthologID	Candida_infanticola	Saccharomyces_cerevisiae
2525	OG0002525	augustus_masked-LWLF01000022.1-processed-gene-12.76-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.76&CDS=1-1098	YIR026C
2526	OG0002526	augustus_masked-LWLF01000022.1-processed-gene-12.100-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.100&CDS=1-2556	YGR157W
2527	OG0002527	genemark-LWLF01000022.1-processed-gene-12.7-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-12.7&CDS=1-876	YPL172C
2528	OG0002528	genemark-LWLF01000022.1-processed-gene-12.36-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-12.36&CDS=1-618	YGL037C
2529	OG0002529	genemark-LWLF01000022.1-processed-gene-12.9-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-12.9&CDS=1-1332	YDR026C
2530	OG0002530	augustus_masked-LWLF01000022.1-processed-gene-12.103-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.103&CDS=1-2100	YBR169C
2531	OG0002531	augustus_masked-LWLF01000022.1-processed-gene-12.104-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.104&CDS=1-1632	YBR170C
2532	OG0002532	augustus_masked-LWLF01000022.1-processed-gene-12.81-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.81&CDS=1-576	YBR171W
2533	OG0002533	augustus_masked-LWLF01000022.1-processed-gene-12.106-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.106&CDS=1-384	YBR173C
2534	OG0002534	augustus_masked-LWLF01000022.1-processed-gene-12.82-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.82&CDS=1-1788	YPL104W
2535	OG0002535	augustus_masked-LWLF01000022.1-processed-gene-12.83-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.83&CDS=1-3948	YLR419W
2536	OG0002536	maker-LWLF01000022.1-augustus-gene-12.70-mRNA-1_1&gene=maker-LWLF01000022.1-augustus-gene-12.70&CDS=1-3498	YNR030W
2537	OG0002537	augustus_masked-LWLF01000022.1-processed-gene-12.87-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.87&CDS=1-570	YMR236W
2538	OG0002538	snap_masked-LWLF01000022.1-processed-gene-12.173-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-12.173&CDS=1-1059	YNR029C
2539	OG0002539	augustus_masked-LWLF01000022.1-processed-gene-12.88-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.88&CDS=1-657	YKL119C
2540	OG0002540	genemark-LWLF01000022.1-processed-gene-12.51-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-12.51&CDS=1-2115	YDR320C
2541	OG0002541	augustus_masked-LWLF01000022.1-processed-gene-12.90-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.90&CDS=1-1749	YPL116W
2542	OG0002542	snap_masked-LWLF01000022.1-processed-gene-12.178-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-12.178&CDS=1-2655	YPR049C
2543	OG0002543	maker-LWLF01000022.1-augustus-gene-12.66-mRNA-1_1&gene=maker-LWLF01000022.1-augustus-gene-12.66&CDS=1-1506	YPR051W
2544	OG0002544	genemark-LWLF01000022.1-processed-gene-12.55-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-12.55&CDS=1-2010	YBR094W
2545	OG0002545	augustus_masked-LWLF01000022.1-processed-gene-12.92-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.92&CDS=1-321	YOR234C
2546	OG0002546	snap_masked-LWLF01000022.1-processed-gene-12.181-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-12.181&CDS=1-2094	YOR233W
2547	OG0002547	augustus_masked-LWLF01000022.1-processed-gene-12.94-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.94&CDS=1-1050	YBR087W
2548	OG0002548	snap_masked-LWLF01000022.1-processed-gene-12.182-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-12.182&CDS=1-1383	YPR047W
2549	OG0002549	augustus_masked-LWLF01000022.1-processed-gene-12.95-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.95&CDS=1-672	YBL038W
2550	OG0002550	snap_masked-LWLF01000022.1-processed-gene-12.183-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-12.183&CDS=1-693	YOR232W
2551	OG0002551	augustus_masked-LWLF01000022.1-processed-gene-12.96-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.96&CDS=1-1677	YPR048W
2552	OG0002552	augustus_masked-LWLF01000022.1-processed-gene-12.125-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.125&CDS=1-2514	YOR217W
2553	OG0002553	augustus_masked-LWLF01000022.1-processed-gene-12.97-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-12.97&CDS=1-1377	YOR216C
2554	OG0002554	genemark-LWLF01000022.1-processed-gene-13.106-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-13.106&CDS=1-1389	YMR023C
2555	OG0002555	augustus_masked-LWLF01000022.1-processed-gene-13.57-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.57&CDS=1-756	YPL129W
2556	OG0002556	snap_masked-LWLF01000022.1-processed-gene-13.8-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-13.8&CDS=1-1089	YDR473C
2557	OG0002557	genemark-LWLF01000022.1-processed-gene-13.105-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-13.105&CDS=1-798	YOL080C
2558	OG0002558	genemark-LWLF01000022.1-processed-gene-13.133-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-13.133&CDS=1-1332	YHR011W
2559	OG0002559	augustus_masked-LWLF01000022.1-processed-gene-13.63-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.63&CDS=1-1191	YDR470C
2560	OG0002560	snap_masked-LWLF01000022.1-processed-gene-13.37-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-13.37&CDS=1-234	YDR469W
2561	OG0002561	augustus_masked-LWLF01000022.1-processed-gene-13.64-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.64&CDS=1-663	YDR468C
2562	OG0002562	augustus_masked-LWLF01000022.1-processed-gene-13.65-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.65&CDS=1-1146	YHR009C
2563	OG0002563	augustus_masked-LWLF01000022.1-processed-gene-13.85-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.85&CDS=1-2502	YDR490C
2564	OG0002564	genemark-LWLF01000022.1-processed-gene-13.116-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-13.116&CDS=1-1260	YOL072W
2565	OG0002565	genemark-LWLF01000022.1-processed-gene-13.117-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-13.117&CDS=1-984	YDL047W
2566	OG0002566	augustus_masked-LWLF01000022.1-processed-gene-13.86-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.86&CDS=1-627	YLR250W
2567	OG0002567	augustus_masked-LWLF01000022.1-processed-gene-13.87-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.87&CDS=1-1239	YOL058W
2568	OG0002568	augustus_masked-LWLF01000022.1-processed-gene-13.70-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.70&CDS=1-1227	YNL011C
2569	OG0002569	augustus_masked-LWLF01000022.1-processed-gene-13.71-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.71&CDS=1-1056	YIL101C
2570	OG0002570	augustus_masked-LWLF01000022.1-processed-gene-13.88-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.88&CDS=1-795	YDR041W
2571	OG0002571	genemark-LWLF01000022.1-processed-gene-13.120-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-13.120&CDS=1-771	YBR141C
2572	OG0002572	augustus_masked-LWLF01000022.1-processed-gene-13.89-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.89&CDS=1-1029	YMR228W
2573	OG0002573	augustus_masked-LWLF01000022.1-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.73&CDS=1-1212	YMR227C
2574	OG0002574	augustus_masked-LWLF01000022.1-processed-gene-13.90-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.90&CDS=1-1899	YPL093W
2575	OG0002575	augustus_masked-LWLF01000022.1-processed-gene-13.75-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.75&CDS=1-1050	YPL050C
2576	OG0002576	augustus_masked-LWLF01000022.1-processed-gene-13.76-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.76&CDS=1-1314	YPL054W
2577	OG0002577	augustus_masked-LWLF01000022.1-processed-gene-13.77-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.77&CDS=1-2349	YFL024C
2578	OG0002578	augustus_masked-LWLF01000022.1-processed-gene-13.92-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.92&CDS=1-600	YGL200C
2579	OG0002579	augustus_masked-LWLF01000022.1-processed-gene-13.80-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.80&CDS=1-2802	YKL165C
2580	OG0002580	augustus_masked-LWLF01000022.1-processed-gene-13.81-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.81&CDS=1-1674	YPR147C
2581	OG0002581	augustus_masked-LWLF01000022.1-processed-gene-13.97-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.97&CDS=1-1548	YDR481C
2582	OG0002582	augustus_masked-LWLF01000022.1-processed-gene-13.98-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-13.98&CDS=1-609	YPL051W
2583	OG0002583	augustus_masked-LWLF01000022.1-processed-gene-14.73-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.73&CDS=1-936	YPR011C
2584	OG0002584	augustus_masked-LWLF01000022.1-processed-gene-14.71-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.71&CDS=1-780	YPL237W
2585	OG0002585	augustus_masked-LWLF01000022.1-processed-gene-14.74-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.74&CDS=1-1422	YMR029C
2586	OG0002586	augustus_masked-LWLF01000022.1-processed-gene-14.76-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.76&CDS=1-1026	YPL236C
2587	OG0002587	augustus_masked-LWLF01000022.1-processed-gene-14.72-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.72&CDS=1-1350	YPL235W
2588	OG0002588	augustus_masked-LWLF01000022.1-processed-gene-14.77-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.77&CDS=1-480	YPL234C
2589	OG0002589	augustus_masked-LWLF01000022.1-processed-gene-14.78-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.78&CDS=1-2106	YPR089W
2590	OG0002590	augustus_masked-LWLF01000022.1-processed-gene-14.103-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.103&CDS=1-705	YMR188C
2591	OG0002591	maker-LWLF01000022.1-augustus-gene-14.67-mRNA-1_1&gene=maker-LWLF01000022.1-augustus-gene-14.67&CDS=1-2781	YJL141C
2592	OG0002592	augustus_masked-LWLF01000022.1-processed-gene-14.108-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.108&CDS=1-3522	YJR033C
2593	OG0002593	augustus_masked-LWLF01000022.1-processed-gene-14.80-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.80&CDS=1-3459	YCR042C
2594	OG0002594	augustus_masked-LWLF01000022.1-processed-gene-14.111-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.111&CDS=1-912	YMR200W
2595	OG0002595	augustus_masked-LWLF01000022.1-processed-gene-14.113-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.113&CDS=1-888	YPR139C
2596	OG0002596	augustus_masked-LWLF01000022.1-processed-gene-14.81-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.81&CDS=1-999	YPR140W
2597	OG0002597	maker-LWLF01000022.1-snap-gene-14.69-mRNA-1_1&gene=maker-LWLF01000022.1-snap-gene-14.69&CDS=1-1338	YPL254W
2598	OG0002598	augustus_masked-LWLF01000022.1-processed-gene-14.84-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.84&CDS=1-621	YPR143W
2599	OG0002599	augustus_masked-LWLF01000022.1-processed-gene-14.114-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.114&CDS=1-495	YPL252C
2600	OG0002600	augustus_masked-LWLF01000022.1-processed-gene-14.85-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.85&CDS=1-675	YMR197C
2601	OG0002601	augustus_masked-LWLF01000022.1-processed-gene-14.115-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.115&CDS=1-2940	YMR196W
2602	OG0002602	augustus_masked-LWLF01000022.1-processed-gene-14.116-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.116&CDS=1-1470	YPR137W
2603	OG0002603	augustus_masked-LWLF01000022.1-processed-gene-14.87-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.87&CDS=1-2196	YPR135W
2604	OG0002604	augustus_masked-LWLF01000022.1-processed-gene-14.88-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.88&CDS=1-837	YGR119C
2605	OG0002605	augustus_masked-LWLF01000022.1-processed-gene-14.89-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.89&CDS=1-1173	YPR133C
2606	OG0002606	augustus_masked-LWLF01000022.1-processed-gene-14.121-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.121&CDS=1-1185	YPR191W
2607	OG0002607	augustus_masked-LWLF01000022.1-processed-gene-14.91-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.91&CDS=1-1662	YPR190C
2608	OG0002608	genemark-LWLF01000022.1-processed-gene-14.55-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-14.55&CDS=1-2058	YDR324C
2609	OG0002609	augustus_masked-LWLF01000022.1-processed-gene-14.92-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.92&CDS=1-2367	YDR325W
2610	OG0002610	augustus_masked-LWLF01000022.1-processed-gene-14.93-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.93&CDS=1-1143	YML008C
2611	OG0002611	augustus_masked-LWLF01000022.1-processed-gene-14.94-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.94&CDS=1-1767	YDR361C
2612	OG0002612	augustus_masked-LWLF01000022.1-processed-gene-14.96-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.96&CDS=1-3678	YDR359C
2613	OG0002613	augustus_masked-LWLF01000022.1-processed-gene-14.125-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.125&CDS=1-1404	YLR417W
2614	OG0002614	augustus_masked-LWLF01000022.1-processed-gene-14.126-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.126&CDS=1-870	YOR158W
2615	OG0002615	augustus_masked-LWLF01000022.1-processed-gene-14.127-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.127&CDS=1-1869	YNR008W
2616	OG0002616	augustus_masked-LWLF01000022.1-processed-gene-14.128-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.128&CDS=1-2925	YPR055W
2617	OG0002617	augustus_masked-LWLF01000022.1-processed-gene-14.130-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.130&CDS=1-840	YJL126W
2618	OG0002618	augustus_masked-LWLF01000022.1-processed-gene-14.102-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-14.102&CDS=1-1272	YJL127C
2619	OG0002619	augustus_masked-LWLF01000022.1-processed-gene-15.105-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.105&CDS=1-6642	YJL130C
2620	OG0002620	augustus_masked-LWLF01000022.1-processed-gene-15.106-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.106&CDS=1-2169	YKL073W
2621	OG0002621	augustus_masked-LWLF01000022.1-processed-gene-15.107-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.107&CDS=1-1146	YKL047W
2622	OG0002622	augustus_masked-LWLF01000022.1-processed-gene-15.126-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.126&CDS=1-2049	YJL128C
2623	OG0002623	augustus_masked-LWLF01000022.1-processed-gene-15.127-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.127&CDS=1-2385	YKR050W
2624	OG0002624	augustus_masked-LWLF01000022.1-processed-gene-15.108-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.108&CDS=1-558	YKL095W
2625	OG0002625	augustus_masked-LWLF01000022.1-processed-gene-15.129-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.129&CDS=1-1563	YHL032C
2626	OG0002626	snap_masked-LWLF01000022.1-processed-gene-15.30-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-15.30&CDS=1-4359	YJL005W
2627	OG0002627	augustus_masked-LWLF01000022.1-processed-gene-15.131-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.131&CDS=1-837	YLR351C
2628	OG0002628	maker-LWLF01000022.1-augustus-gene-15.50-mRNA-1_1&gene=maker-LWLF01000022.1-augustus-gene-15.50&CDS=1-1758	YDR376W
2629	OG0002629	genemark-LWLF01000022.1-processed-gene-15.60-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-15.60&CDS=1-2370	YHR119W
2630	OG0002630	snap_masked-LWLF01000022.1-processed-gene-15.10-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-15.10&CDS=1-2658	YHR120W
2631	OG0002631	augustus_masked-LWLF01000022.1-processed-gene-15.134-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.134&CDS=1-972	YNL124W
2632	OG0002632	augustus_masked-LWLF01000022.1-processed-gene-15.135-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.135&CDS=1-453	YDR378C
2633	OG0002633	genemark-LWLF01000022.1-processed-gene-15.62-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-15.62&CDS=1-2190	YDR159W
2634	OG0002634	augustus_masked-LWLF01000022.1-processed-gene-15.136-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.136&CDS=1-1806	YML020W
2635	OG0002635	augustus_masked-LWLF01000022.1-processed-gene-15.113-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.113&CDS=1-912	YDL108W
2636	OG0002636	augustus_masked-LWLF01000022.1-processed-gene-15.114-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.114&CDS=1-975	YDL107W
2637	OG0002637	augustus_masked-LWLF01000022.1-processed-gene-15.115-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.115&CDS=1-1050	YML018C
2638	OG0002638	augustus_masked-LWLF01000022.1-processed-gene-15.140-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.140&CDS=1-801	YJR113C
2639	OG0002639	augustus_masked-LWLF01000022.1-processed-gene-15.117-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.117&CDS=1-855	YDR175C
2640	OG0002640	augustus_masked-LWLF01000022.1-processed-gene-15.118-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.118&CDS=1-873	YGR031W
2641	OG0002641	augustus_masked-LWLF01000022.1-processed-gene-15.120-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.120&CDS=1-1491	YKL035W
2642	OG0002642	augustus_masked-LWLF01000022.1-processed-gene-15.143-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.143&CDS=1-681	YDR196C
2643	OG0002643	augustus_masked-LWLF01000022.1-processed-gene-15.124-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.124&CDS=1-858	YNR007C
2644	OG0002644	augustus_masked-LWLF01000022.1-processed-gene-15.146-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.146&CDS=1-2730	YGR047C
2645	OG0002645	augustus_masked-LWLF01000022.1-processed-gene-15.125-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.125&CDS=1-915	YGR048W
2646	OG0002646	augustus_masked-LWLF01000022.1-processed-gene-15.148-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-15.148&CDS=1-987	YNL263C
2647	OG0002647	maker-LWLF01000022.1-augustus-gene-16.160-mRNA-1_1&gene=maker-LWLF01000022.1-augustus-gene-16.160&CDS=1-7902	YNL262W
2648	OG0002648	augustus_masked-LWLF01000022.1-processed-gene-16.57-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.57&CDS=1-1221	YJR084W
2649	OG0002649	augustus_masked-LWLF01000022.1-processed-gene-16.58-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.58&CDS=1-2172	YNL021W
2650	OG0002650	augustus_masked-LWLF01000022.1-processed-gene-16.78-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.78&CDS=1-1191	YOL061W
2651	OG0002651	augustus_masked-LWLF01000022.1-processed-gene-16.79-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.79&CDS=1-1473	YGL164C
2652	OG0002652	augustus_masked-LWLF01000022.1-processed-gene-16.63-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.63&CDS=1-1893	YDR172W
2653	OG0002653	augustus_masked-LWLF01000022.1-processed-gene-16.80-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.80&CDS=1-510	YFL017C
2654	OG0002654	augustus_masked-LWLF01000022.1-processed-gene-16.82-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.82&CDS=1-1278	YNL237W
2655	OG0002655	augustus_masked-LWLF01000022.1-processed-gene-16.84-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.84&CDS=1-744	YNL232W
2656	OG0002656	snap_masked-LWLF01000022.1-processed-gene-16.139-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-16.139&CDS=1-2313	YNL233W
2657	OG0002657	augustus_masked-LWLF01000022.1-processed-gene-16.65-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.65&CDS=1-2055	YGR150C
2658	OG0002658	augustus_masked-LWLF01000022.1-processed-gene-16.87-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.87&CDS=1-600	YDR084C
2659	OG0002659	augustus_masked-LWLF01000022.1-processed-gene-16.88-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.88&CDS=1-282	YDR079W
2660	OG0002660	augustus_masked-LWLF01000022.1-processed-gene-16.90-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.90&CDS=1-792	YGL166W
2661	OG0002661	augustus_masked-LWLF01000022.1-processed-gene-16.66-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.66&CDS=1-1230	YER019W
2662	OG0002662	augustus_masked-LWLF01000022.1-processed-gene-16.91-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.91&CDS=1-1080	YDR047W
2663	OG0002663	snap_masked-LWLF01000022.1-processed-gene-16.119-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-16.119&CDS=1-678	YBR256C
2664	OG0002664	augustus_masked-LWLF01000022.1-processed-gene-16.92-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.92&CDS=1-1251	YIR012W
2665	OG0002665	augustus_masked-LWLF01000022.1-processed-gene-16.95-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.95&CDS=1-3204	YCR033W
2666	OG0002666	augustus_masked-LWLF01000022.1-processed-gene-16.69-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.69&CDS=1-1161	YNL040W
2667	OG0002667	augustus_masked-LWLF01000022.1-processed-gene-16.96-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.96&CDS=1-1503	YBR158W
2668	OG0002668	augustus_masked-LWLF01000022.1-processed-gene-16.97-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.97&CDS=1-519	YNL044W
2669	OG0002669	augustus_masked-LWLF01000022.1-processed-gene-16.98-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.98&CDS=1-1410	YKL059C
2670	OG0002670	augustus_masked-LWLF01000022.1-processed-gene-16.99-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.99&CDS=1-1326	YMR027W
2671	OG0002671	augustus_masked-LWLF01000022.1-processed-gene-16.71-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.71&CDS=1-1263	YMR028W
2672	OG0002672	augustus_masked-LWLF01000022.1-processed-gene-16.73-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.73&CDS=1-2967	YLR371W
2673	OG0002673	augustus_masked-LWLF01000022.1-processed-gene-16.74-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.74&CDS=1-1035	YCR034W
2674	OG0002674	augustus_masked-LWLF01000022.1-processed-gene-16.102-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.102&CDS=1-1848	YPL263C
2675	OG0002675	snap_masked-LWLF01000022.1-processed-gene-16.128-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-16.128&CDS=1-933	YCR044C
2676	OG0002676	augustus_masked-LWLF01000022.1-processed-gene-16.103-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.103&CDS=1-1578	YEL058W
2677	OG0002677	snap_masked-LWLF01000022.1-processed-gene-16.158-mRNA-1_1&gene=snap_masked-LWLF01000022.1-processed-gene-16.158&CDS=1-405	YGL087C
2678	OG0002678	augustus_masked-LWLF01000022.1-processed-gene-16.105-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-16.105&CDS=1-1545	YNL275W
2679	OG0002679	genemark-LWLF01000022.1-processed-gene-17.1-mRNA-1_1&gene=genemark-LWLF01000022.1-processed-gene-17.1&CDS=1-627	YGL085W
2680	OG0002680	augustus_masked-LWLF01000022.1-processed-gene-17.62-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-17.62&CDS=1-1644	YGL084C
2681	OG0002681	augustus_masked-LWLF01000022.1-processed-gene-17.58-mRNA-1_1&gene=augustus_masked-LWLF01000022.1-processed-gene-17.58&CDS=1-1371	YKL140W
