	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035047_Barnettozyma_pratensis
3328	OG0003328	YOR211C	genemark-flattened_line_12-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.17&CDS=1-2673
3329	OG0003329	YOR212W	augustus_masked-flattened_line_24-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.40&CDS=1-903
3330	OG0003330	YOR215C	augustus_masked-flattened_line_2-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.42&CDS=1-528
3331	OG0003331	YOR216C	augustus_masked-flattened_line_2-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.41&CDS=1-1383
3332	OG0003332	YOR217W	augustus_masked-flattened_line_2-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.66&CDS=1-2751
3333	OG0003333	YOR221C	snap_masked-flattened_line_10-processed-gene-2.258-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.258&CDS=1-1005
3334	OG0003334	YOR223W	augustus_masked-flattened_line_10-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.80&CDS=1-801
3335	OG0003335	YOR224C	maker-flattened_line_10-augustus-gene-2.94-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-2.94&CDS=1-435
3336	OG0003336	YOR226C	augustus_masked-flattened_line_10-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.40&CDS=1-450
3337	OG0003337	YOR228C	augustus_masked-flattened_line_12-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.134&CDS=1-1041
3338	OG0003338	YOR232W	augustus_masked-flattened_line_0-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.91&CDS=1-666
3339	OG0003339	YOR238W	augustus_masked-flattened_line_150-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.9&CDS=1-762
3340	OG0003340	YOR239W	augustus_masked-flattened_line_52-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.179&CDS=1-975
3341	OG0003341	YOR241W	augustus_masked-flattened_line_52-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.181&CDS=1-1413
3342	OG0003342	YOR242C	snap_masked-flattened_line_4-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.46&CDS=1-1236
3343	OG0003343	YOR243C	augustus_masked-flattened_line_124-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.59&CDS=1-2151
3344	OG0003344	YOR244W	genemark-flattened_line_124-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.40&CDS=1-1383
3345	OG0003345	YOR245C	genemark-flattened_line_54-processed-gene-0.232-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.232&CDS=1-1086
3346	OG0003346	YOR246C	maker-flattened_line_52-augustus-gene-0.250-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.250&CDS=1-1653
3347	OG0003347	YOR249C	augustus_masked-flattened_line_54-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.39&CDS=1-2373
3348	OG0003348	YOR250C	maker-flattened_line_4-augustus-gene-1.146-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-1.146&CDS=1-1344
3349	OG0003349	YOR251C	augustus_masked-flattened_line_4-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.137&CDS=1-885
3350	OG0003350	YOR252W	augustus_masked-flattened_line_2-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.95&CDS=1-540
3351	OG0003351	YOR253W	augustus_masked-flattened_line_120-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.56&CDS=1-465
3352	OG0003352	YOR254C	augustus_masked-flattened_line_120-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.70&CDS=1-1929
3353	OG0003353	YOR257W	genemark-flattened_line_52-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.13&CDS=1-384
3354	OG0003354	YOR258W	genemark-flattened_line_52-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.10&CDS=1-645
3355	OG0003355	YOR259C	augustus_masked-flattened_line_52-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.217&CDS=1-1290
3356	OG0003356	YOR260W	augustus_masked-flattened_line_52-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.182&CDS=1-1326
3357	OG0003357	YOR261C	augustus_masked-flattened_line_52-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.212&CDS=1-1029
3358	OG0003358	YOR262W	augustus_masked-flattened_line_52-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.177&CDS=1-1026
3359	OG0003359	YOR265W	augustus_masked-flattened_line_52-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.213&CDS=1-309
3360	OG0003360	YOR269W	augustus_masked-flattened_line_26-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.65&CDS=1-1386
3361	OG0003361	YOR271C	augustus_masked-flattened_line_140-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.33&CDS=1-981
3362	OG0003362	YOR272W	augustus_masked-flattened_line_140-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.32&CDS=1-1341
3363	OG0003363	YOR273C	augustus_masked-flattened_line_120-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.71&CDS=1-2238
3364	OG0003364	YOR274W	augustus_masked-flattened_line_2-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.91&CDS=1-1377
3365	OG0003365	YOR275C	maker-flattened_line_2-augustus-gene-2.85-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.85&CDS=1-2367
3366	OG0003366	YOR276W	augustus_masked-flattened_line_2-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.109&CDS=1-480
3367	OG0003367	YOR278W	augustus_masked-flattened_line_0-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.52&CDS=1-759
3368	OG0003368	YOR281C	augustus_masked-flattened_line_82-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.7&CDS=1-762
3369	OG0003369	YOR283W	genemark-flattened_line_14-processed-gene-1.83-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.83&CDS=1-645
3370	OG0003370	YOR286W	augustus_masked-flattened_line_18-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.144&CDS=1-582
3371	OG0003371	YOR287C	augustus_masked-flattened_line_18-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.120&CDS=1-903
3372	OG0003372	YOR289W	augustus_masked-flattened_line_14-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.33&CDS=1-591
3373	OG0003373	YOR291W	augustus_masked-flattened_line_78-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.46&CDS=1-4185
3374	OG0003374	YOR292C	maker-flattened_line_114-augustus-gene-0.29-mRNA-1_1&gene=maker-flattened_line_114-augustus-gene-0.29&CDS=1-966
3375	OG0003375	YOR294W	augustus_masked-flattened_line_24-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.20&CDS=1-4374
3376	OG0003376	YOR296W	augustus_masked-flattened_line_24-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.21&CDS=1-3720
3377	OG0003377	YOR298C-A	augustus_masked-flattened_line_74-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.128&CDS=1-453
3378	OG0003378	YOR298W	augustus_masked-flattened_line_74-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.152&CDS=1-987
3379	OG0003379	YOR301W	augustus_masked-flattened_line_96-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.14&CDS=1-1557
3380	OG0003380	YOR303W	augustus_masked-flattened_line_82-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.43&CDS=1-1296
3381	OG0003381	YOR304C-A	augustus_masked-flattened_line_80-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.130&CDS=1-264
3382	OG0003382	YOR307C	maker-flattened_line_62-augustus-gene-0.69-mRNA-1_1&gene=maker-flattened_line_62-augustus-gene-0.69&CDS=1-1806
3383	OG0003383	YOR308C	augustus_masked-flattened_line_30-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.58&CDS=1-1866
3384	OG0003384	YOR310C	augustus_masked-flattened_line_30-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.60&CDS=1-1527
3385	OG0003385	YOR311C	augustus_masked-flattened_line_30-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.20&CDS=1-954
3386	OG0003386	YOR313C	augustus_masked-flattened_line_30-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.62&CDS=1-1032
3387	OG0003387	YOR317W	augustus_masked-flattened_line_22-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.34&CDS=1-2094
3388	OG0003388	YOR319W	genemark-flattened_line_16-processed-gene-1.15-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.15&CDS=1-624
3389	OG0003389	YOR322C	augustus_masked-flattened_line_34-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.32&CDS=1-2235
3390	OG0003390	YOR323C	augustus_masked-flattened_line_92-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.85&CDS=1-1311
3391	OG0003391	YOR326W	maker-flattened_line_10-augustus-gene-0.40-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-0.40&CDS=1-4716
3392	OG0003392	YOR327C	maker-flattened_line_8-augustus-gene-1.3-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.3&CDS=1-339
3393	OG0003393	YOR330C	augustus_masked-flattened_line_34-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.35&CDS=1-3726
3394	OG0003394	YOR332W	augustus_masked-flattened_line_34-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.67&CDS=1-684
3395	OG0003395	YOR334W	augustus_masked-flattened_line_34-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.66&CDS=1-1281
3396	OG0003396	YOR335C	snap_masked-flattened_line_34-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.51&CDS=1-2853
3397	OG0003397	YOR336W	maker-flattened_line_34-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.6&CDS=1-4335
3398	OG0003398	YOR339C	augustus_masked-flattened_line_4-processed-gene-3.214-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.214&CDS=1-477
3399	OG0003399	YOR340C	augustus_masked-flattened_line_2-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.23&CDS=1-930
3400	OG0003400	YOR341W	augustus_masked-flattened_line_8-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.45&CDS=1-4893
3401	OG0003401	YOR344C	augustus_masked-flattened_line_26-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.12&CDS=1-834
3402	OG0003402	YOR346W	augustus_masked-flattened_line_78-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.3&CDS=1-3579
3403	OG0003403	YOR348C	augustus_masked-flattened_line_40-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.83&CDS=1-1686
3404	OG0003404	YOR349W	genemark-flattened_line_94-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.57&CDS=1-3132
3405	OG0003405	YOR351C	genemark-flattened_line_24-processed-gene-1.197-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.197&CDS=1-1344
3406	OG0003406	YOR352W	snap_masked-flattened_line_80-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.41&CDS=1-741
3407	OG0003407	YOR353C	genemark-flattened_line_22-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.92&CDS=1-2535
3408	OG0003408	YOR355W	maker-flattened_line_42-snap-gene-0.106-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.106&CDS=1-3075
3409	OG0003409	YOR356W	augustus_masked-flattened_line_42-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.44&CDS=1-1854
3410	OG0003410	YOR357C	augustus_masked-flattened_line_58-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.80&CDS=1-597
3411	OG0003411	YOR358W	augustus_masked-flattened_line_2-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.22&CDS=1-723
3412	OG0003412	YOR359W	augustus_masked-flattened_line_34-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.36&CDS=1-1836
3413	OG0003413	YOR360C	augustus_masked-flattened_line_34-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.68&CDS=1-1701
3414	OG0003414	YOR361C	augustus_masked-flattened_line_20-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.47&CDS=1-2175
3415	OG0003415	YOR362C	maker-flattened_line_20-augustus-gene-2.65-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-2.65&CDS=1-768
3416	OG0003416	YOR367W	augustus_masked-flattened_line_104-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.28&CDS=1-588
3417	OG0003417	YOR368W	augustus_masked-flattened_line_104-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.27&CDS=1-1041
3418	OG0003418	YOR369C	augustus_masked-flattened_line_104-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.9&CDS=1-420
3419	OG0003419	YOR370C	augustus_masked-flattened_line_104-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.8&CDS=1-1872
3420	OG0003420	YOR373W	augustus_masked-flattened_line_48-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.199&CDS=1-1956
3421	OG0003421	YOR386W	augustus_masked-flattened_line_48-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.233&CDS=1-1650
3422	OG0003422	YPL001W	augustus_masked-flattened_line_16-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.43&CDS=1-1173
3423	OG0003423	YPL003W	augustus_masked-flattened_line_16-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.24&CDS=1-2055
3424	OG0003424	YPL006W	augustus_masked-flattened_line_72-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.168&CDS=1-5463
3425	OG0003425	YPL007C	augustus_masked-flattened_line_82-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.11&CDS=1-1761
3426	OG0003426	YPL009C	augustus_masked-flattened_line_56-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.10&CDS=1-2970
3427	OG0003427	YPL010W	augustus_masked-flattened_line_56-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.46&CDS=1-582
3428	OG0003428	YPL011C	genemark-flattened_line_56-processed-gene-0.173-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.173&CDS=1-855
3429	OG0003429	YPL012W	genemark-flattened_line_56-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.163&CDS=1-3612
3430	OG0003430	YPL013C	augustus_masked-flattened_line_56-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.37&CDS=1-282
3431	OG0003431	YPL014W	augustus_masked-flattened_line_12-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.98&CDS=1-915
3432	OG0003432	YPL015C	snap_masked-flattened_line_56-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.92&CDS=1-1038
3433	OG0003433	YPL016W	snap_masked-flattened_line_46-processed-gene-0.207-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.207&CDS=1-3810
3434	OG0003434	YPL020C	augustus_masked-flattened_line_56-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.8&CDS=1-1761
3435	OG0003435	YPL022W	augustus_masked-flattened_line_46-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.76&CDS=1-2994
3436	OG0003436	YPL023C	maker-flattened_line_46-augustus-gene-0.86-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.86&CDS=1-1911
3437	OG0003437	YPL028W	genemark-flattened_line_140-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.14&CDS=1-1218
3438	OG0003438	YPL029W	genemark-flattened_line_140-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.15&CDS=1-2328
3439	OG0003439	YPL030W	augustus_masked-flattened_line_122-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.9&CDS=1-1692
3440	OG0003440	YPL034W	snap_masked-flattened_line_86-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.61&CDS=1-504
3441	OG0003441	YPL037C	augustus_masked-flattened_line_2-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.96&CDS=1-468
3442	OG0003442	YPL040C	maker-flattened_line_2-augustus-gene-2.87-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.87&CDS=1-3498
3443	OG0003443	YPL042C	augustus_masked-flattened_line_140-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.28&CDS=1-1119
3444	OG0003444	YPL043W	augustus_masked-flattened_line_122-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.19&CDS=1-2220
3445	OG0003445	YPL045W	augustus_masked-flattened_line_52-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.185&CDS=1-2553
3446	OG0003446	YPL046C	augustus_masked-flattened_line_0-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.21&CDS=1-285
3447	OG0003447	YPL048W	maker-flattened_line_14-augustus-gene-2.69-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-2.69&CDS=1-1230
3448	OG0003448	YPL050C	augustus_masked-flattened_line_4-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.46&CDS=1-1098
3449	OG0003449	YPL051W	maker-flattened_line_44-augustus-gene-0.197-mRNA-1_1&gene=maker-flattened_line_44-augustus-gene-0.197&CDS=1-615
3450	OG0003450	YPL059W	augustus_masked-flattened_line_88-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.6&CDS=1-438
3451	OG0003451	YPL060W	snap_masked-flattened_line_144-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.11&CDS=1-1107
3452	OG0003452	YPL063W	augustus_masked-flattened_line_160-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_160-processed-gene-0.0&CDS=1-1419
3453	OG0003453	YPL065W	augustus_masked-flattened_line_52-processed-gene-0.231-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.231&CDS=1-756
3454	OG0003454	YPL066W	genemark-flattened_line_52-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.66&CDS=1-1176
3455	OG0003455	YPL069C	augustus_masked-flattened_line_22-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.119&CDS=1-948
3456	OG0003456	YPL070W	augustus_masked-flattened_line_18-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.140&CDS=1-1401
3457	OG0003457	YPL072W	maker-flattened_line_26-snap-gene-1.227-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.227&CDS=1-2001
3458	OG0003458	YPL076W	augustus_masked-flattened_line_78-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.38&CDS=1-957
3459	OG0003459	YPL078C	augustus_masked-flattened_line_78-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.15&CDS=1-705
3460	OG0003460	YPL082C	augustus_masked-flattened_line_78-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.17&CDS=1-5691
3461	OG0003461	YPL084W	genemark-flattened_line_52-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.14&CDS=1-2715
3462	OG0003462	YPL085W	augustus_masked-flattened_line_14-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.6&CDS=1-6840
3463	OG0003463	YPL086C	augustus_masked-flattened_line_14-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.5&CDS=1-1659
3464	OG0003464	YPL091W	maker-flattened_line_14-snap-gene-1.4-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.4&CDS=1-2532
3465	OG0003465	YPL093W	augustus_masked-flattened_line_4-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.24&CDS=1-1911
3466	OG0003466	YPL094C	augustus_masked-flattened_line_146-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.30&CDS=1-873
3467	OG0003467	YPL098C	augustus_masked-flattened_line_146-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.26&CDS=1-357
3468	OG0003468	YPL099C	maker-flattened_line_68-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_68-snap-gene-0.5&CDS=1-306
3469	OG0003469	YPL101W	augustus_masked-flattened_line_0-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.46&CDS=1-1356
3470	OG0003470	YPL103C	augustus_masked-flattened_line_146-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.29&CDS=1-1320
3471	OG0003471	YPL104W	augustus_masked-flattened_line_0-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.85&CDS=1-1929
3472	OG0003472	YPL107W	genemark-flattened_line_122-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.61&CDS=1-846
3473	OG0003473	YPL108W	genemark-flattened_line_20-processed-gene-2.104-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.104&CDS=1-444
3474	OG0003474	YPL109C	genemark-flattened_line_26-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.30&CDS=1-2400
3475	OG0003475	YPL110C	genemark-flattened_line_26-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.29&CDS=1-3561
3476	OG0003476	YPL111W	augustus_masked-flattened_line_120-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.61&CDS=1-972
3477	OG0003477	YPL112C	genemark-flattened_line_30-processed-gene-1.264-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.264&CDS=1-1200
3478	OG0003478	YPL115C	augustus_masked-flattened_line_54-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.63&CDS=1-3255
3479	OG0003479	YPL116W	augustus_masked-flattened_line_54-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.29&CDS=1-1959
3480	OG0003480	YPL117C	augustus_masked-flattened_line_54-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.26&CDS=1-792
3481	OG0003481	YPL118W	augustus_masked-flattened_line_10-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.15&CDS=1-966
3482	OG0003482	YPL120W	genemark-flattened_line_56-processed-gene-0.175-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.175&CDS=1-1428
3483	OG0003483	YPL121C	augustus_masked-flattened_line_12-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.100&CDS=1-894
3484	OG0003484	YPL122C	maker-flattened_line_12-augustus-gene-0.90-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-0.90&CDS=1-1440
3485	OG0003485	YPL123C	maker-flattened_line_12-snap-gene-0.142-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-0.142&CDS=1-3198
3486	OG0003486	YPL125W	maker-flattened_line_12-augustus-gene-0.94-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-0.94&CDS=1-4230
3487	OG0003487	YPL126W	augustus_masked-flattened_line_12-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.133&CDS=1-2397
3488	OG0003488	YPL127C	augustus_masked-flattened_line_24-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.26&CDS=1-531
3489	OG0003489	YPL128C	genemark-flattened_line_24-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.127&CDS=1-1977
3490	OG0003490	YPL129W	snap_masked-flattened_line_24-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.65&CDS=1-705
3491	OG0003491	YPL131W	augustus_masked-flattened_line_10-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.38&CDS=1-894
3492	OG0003492	YPL132W	augustus_masked-flattened_line_0-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.30&CDS=1-843
3493	OG0003493	YPL133C	augustus_masked-flattened_line_0-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.16&CDS=1-1605
