	OrthologID	Saccharomyces_cerevisiae	Yarrowia_deformans
2912	OG0002912	YOL072W	-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-0.47&CDS=1-1365
2913	OG0002913	YOL073C	-processed-gene-1.46-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-1.46&CDS=1-756
2914	OG0002914	YOL075C	-processed-gene-4.59-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-4.59&CDS=1-3849
2915	OG0002915	YOL076W	-processed-gene-6.49-mRNA-1_1&gene=snap_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-6.49&CDS=1-2373
2916	OG0002916	YOL077C	-processed-gene-6.102-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-6.102&CDS=1-858
2917	OG0002917	YOL077W-A	-processed-gene-6.88-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-6.88&CDS=1-210
2918	OG0002918	YOL078W	-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-6.24&CDS=1-2313
2919	OG0002919	YOL080C	-processed-gene-0.19-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-0.19&CDS=1-843
2920	OG0002920	YOL086W-A	-processed-gene-16.113-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-16.113&CDS=1-282
2921	OG0002921	YOL087C	-processed-gene-8.88-mRNA-1_1&gene=snap_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-8.88&CDS=1-2610
2922	OG0002922	YOL090W	-processed-gene-0.27-mRNA-1_1&gene=genemark-gi|1002317464|dbj|BCIW01000025.1|-processed-gene-0.27&CDS=1-2661
2923	OG0002923	YOL093W	-processed-gene-6.39-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-6.39&CDS=1-1140
2924	OG0002924	YOL094C	-processed-gene-2.57-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-2.57&CDS=1-999
2925	OG0002925	YOL096C	-processed-gene-1.18-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-1.18&CDS=1-885
2926	OG0002926	YOL097C	-processed-gene-10.52-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-10.52&CDS=1-1311
2927	OG0002927	YOL098C	-processed-gene-20.29-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-20.29&CDS=1-3483
2928	OG0002928	YOL102C	-processed-gene-6.9-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-6.9&CDS=1-678
2929	OG0002929	YOL107W	-processed-gene-11.59-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-11.59&CDS=1-1008
2930	OG0002930	YOL108C	-processed-gene-7.24-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-7.24&CDS=1-411
2931	OG0002931	YOL110W	-processed-gene-3.79-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-3.79&CDS=1-540
2932	OG0002932	YOL114C	-processed-gene-6.56-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-6.56&CDS=1-513
2933	OG0002933	YOL119C	-processed-gene-16.132-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-16.132&CDS=1-1413
2934	OG0002934	YOL122C	-processed-gene-0.35-mRNA-1_1&gene=genemark-gi|1002317468|dbj|BCIW01000021.1|-processed-gene-0.35&CDS=1-1704
2935	OG0002935	YOL123W	-processed-gene-10.55-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-10.55&CDS=1-1521
2936	OG0002936	YOL124C	-processed-gene-10.77-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-10.77&CDS=1-1302
2937	OG0002937	YOL125W	-processed-gene-8.45-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-8.45&CDS=1-1404
2938	OG0002938	YOL127W	-processed-gene-2.36-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-2.36&CDS=1-423
2939	OG0002939	YOL129W	-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-3.9&CDS=1-516
2940	OG0002940	YOL132W	-augustus-gene-5.54-mRNA-1_1&gene=maker-gi|1002317479|dbj|BCIW01000010.1|-augustus-gene-5.54&CDS=1-1596
2941	OG0002941	YOL133W	-processed-gene-15.90-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-15.90&CDS=1-330
2942	OG0002942	YOL135C	-processed-gene-15.92-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-15.92&CDS=1-708
2943	OG0002943	YOL137W	-processed-gene-3.92-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-3.92&CDS=1-1440
2944	OG0002944	YOL138C	-processed-gene-0.23-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-0.23&CDS=1-3309
2945	OG0002945	YOL139C	-processed-gene-2.14-mRNA-1_1&gene=snap_masked-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-2.14&CDS=1-777
2946	OG0002946	YOL140W	-processed-gene-10.39-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-10.39&CDS=1-1236
2947	OG0002947	YOL141W	-processed-gene-2.101-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-2.101&CDS=1-2964
2948	OG0002948	YOL142W	-processed-gene-2.89-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-2.89&CDS=1-696
2949	OG0002949	YOL143C	-processed-gene-21.80-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-21.80&CDS=1-495
2950	OG0002950	YOL144W	-processed-gene-21.9-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-21.9&CDS=1-1602
2951	OG0002951	YOL145C	-processed-gene-21.97-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-21.97&CDS=1-2985
2952	OG0002952	YOL146W	-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-3.40&CDS=1-525
2953	OG0002953	YOL147C	-processed-gene-1.20-mRNA-1_1&gene=genemark-gi|1002317467|dbj|BCIW01000022.1|-processed-gene-1.20&CDS=1-699
2954	OG0002954	YOL148C	-processed-gene-1.21-mRNA-1_1&gene=genemark-gi|1002317467|dbj|BCIW01000022.1|-processed-gene-1.21&CDS=1-1782
2955	OG0002955	YOL149W	-processed-gene-9.27-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-9.27&CDS=1-546
2956	OG0002956	YOR001W	-processed-gene-2.74-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-2.74&CDS=1-2223
2957	OG0002957	YOR002W	-processed-gene-3.63-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-3.63&CDS=1-1647
2958	OG0002958	YOR004W	-processed-gene-3.12-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-3.12&CDS=1-1011
2959	OG0002959	YOR005C	-processed-gene-4.94-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-4.94&CDS=1-2883
2960	OG0002960	YOR006C	-processed-gene-7.72-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-7.72&CDS=1-1035
2961	OG0002961	YOR007C	-processed-gene-1.74-mRNA-1_1&gene=genemark-gi|1002317468|dbj|BCIW01000021.1|-processed-gene-1.74&CDS=1-1056
2962	OG0002962	YOR014W	-processed-gene-0.22-mRNA-1_1&gene=snap_masked-gi|1002317461|dbj|BCIW01000028.1|-processed-gene-0.22&CDS=1-2370
2963	OG0002963	YOR017W	-processed-gene-4.23-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-4.23&CDS=1-2847
2964	OG0002964	YOR020C	-processed-gene-1.64-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-1.64&CDS=1-312
2965	OG0002965	YOR021C	-processed-gene-0.3-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-0.3&CDS=1-612
2966	OG0002966	YOR022C	-processed-gene-16.64-mRNA-1_1&gene=snap_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-16.64&CDS=1-2265
2967	OG0002967	YOR023C	-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-1.80&CDS=1-1725
2968	OG0002968	YOR025W	-processed-gene-3.47-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-3.47&CDS=1-1197
2969	OG0002969	YOR027W	-processed-gene-1.9-mRNA-1_1&gene=genemark-gi|1002317467|dbj|BCIW01000022.1|-processed-gene-1.9&CDS=1-1734
2970	OG0002970	YOR028C	-processed-gene-15.9-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-15.9&CDS=1-630
2971	OG0002971	YOR032C	-processed-gene-20.33-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-20.33&CDS=1-2547
2972	OG0002972	YOR035C	-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.33&CDS=1-2067
2973	OG0002973	YOR036W	-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-0.35&CDS=1-777
2974	OG0002974	YOR037W	-processed-gene-6.52-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-6.52&CDS=1-1437
2975	OG0002975	YOR039W	-processed-gene-0.95-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-0.95&CDS=1-846
2976	OG0002976	YOR043W	-processed-gene-2.86-mRNA-1_1&gene=snap_masked-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-2.86&CDS=1-1158
2977	OG0002977	YOR046C	-processed-gene-6.51-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-6.51&CDS=1-1506
2978	OG0002978	YOR048C	-processed-gene-16.36-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-16.36&CDS=1-3060
2979	OG0002979	YOR051C	-processed-gene-5.56-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-5.56&CDS=1-1143
2980	OG0002980	YOR052C	-processed-gene-5.39-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-5.39&CDS=1-444
2981	OG0002981	YOR056C	-processed-gene-9.29-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-9.29&CDS=1-1350
2982	OG0002982	YOR057W	-processed-gene-9.51-mRNA-1_1&gene=snap_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-9.51&CDS=1-1605
2983	OG0002983	YOR058C	-processed-gene-9.49-mRNA-1_1&gene=snap_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-9.49&CDS=1-2310
2984	OG0002984	YOR059C	-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-3.56&CDS=1-1437
2985	OG0002985	YOR063W	-processed-gene-2.13-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-2.13&CDS=1-1161
2986	OG0002986	YOR065W	-processed-gene-23.66-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-23.66&CDS=1-840
2987	OG0002987	YOR069W	-processed-gene-2.35-mRNA-1_1&gene=genemark-gi|1002317470|dbj|BCIW01000019.1|-processed-gene-2.35&CDS=1-1872
2988	OG0002988	YOR070C	-processed-gene-6.81-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-6.81&CDS=1-1488
2989	OG0002989	YOR074C	-processed-gene-8.65-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-8.65&CDS=1-891
2990	OG0002990	YOR075W	-processed-gene-8.9-mRNA-1_1&gene=snap_masked-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-8.9&CDS=1-1026
2991	OG0002991	YOR077W	-processed-gene-0.4-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-0.4&CDS=1-774
2992	OG0002992	YOR079C	-processed-gene-7.74-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-7.74&CDS=1-966
2993	OG0002993	YOR084W	-processed-gene-0.0-mRNA-1_1&gene=snap_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-0.0&CDS=1-1137
2994	OG0002994	YOR085W	-processed-gene-18.43-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-18.43&CDS=1-978
2995	OG0002995	YOR087W	-processed-gene-1.26-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-1.26&CDS=1-1965
2996	OG0002996	YOR089C	-processed-gene-8.58-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-8.58&CDS=1-627
2997	OG0002997	YOR090C	-processed-gene-8.42-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-8.42&CDS=1-1584
2998	OG0002998	YOR091W	-processed-gene-8.55-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-8.55&CDS=1-960
2999	OG0002999	YOR093C	-processed-gene-17.8-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-17.8&CDS=1-4458
3000	OG0003000	YOR094W	-processed-gene-7.79-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-7.79&CDS=1-546
3001	OG0003001	YOR095C	-processed-gene-13.60-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-13.60&CDS=1-729
3002	OG0003002	YOR099W	-processed-gene-5.127-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-5.127&CDS=1-1266
3003	OG0003003	YOR100C	-processed-gene-8.39-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-8.39&CDS=1-942
3004	OG0003004	YOR101W	-processed-gene-6.7-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-6.7&CDS=1-672
3005	OG0003005	YOR103C	-processed-gene-6.19-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-6.19&CDS=1-435
3006	OG0003006	YOR104W	-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-1.90&CDS=1-531
3007	OG0003007	YOR111W	-processed-gene-7.39-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-7.39&CDS=1-675
3008	OG0003008	YOR112W	-processed-gene-7.69-mRNA-1_1&gene=snap_masked-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-7.69&CDS=1-2238
3009	OG0003009	YOR113W	-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-gi|1002317470|dbj|BCIW01000019.1|-processed-gene-2.99&CDS=1-1125
3010	OG0003010	YOR115C	-processed-gene-9.14-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-9.14&CDS=1-573
3011	OG0003011	YOR116C	-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-7.80&CDS=1-4431
3012	OG0003012	YOR117W	-processed-gene-6.76-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-6.76&CDS=1-1239
3013	OG0003013	YOR118W	-processed-gene-3.90-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-3.90&CDS=1-1701
3014	OG0003014	YOR119C	-processed-gene-7.9-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-7.9&CDS=1-1830
3015	OG0003015	YOR122C	-processed-gene-13.51-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-13.51&CDS=1-378
3016	OG0003016	YOR123C	-processed-gene-13.49-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-13.49&CDS=1-1239
3017	OG0003017	YOR124C	-processed-gene-12.36-mRNA-1_1&gene=snap_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-12.36&CDS=1-3597
3018	OG0003018	YOR125C	-processed-gene-2.73-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-2.73&CDS=1-576
3019	OG0003019	YOR126C	-processed-gene-13.17-mRNA-1_1&gene=snap_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-13.17&CDS=1-723
3020	OG0003020	YOR128C	-processed-gene-0.77-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-0.77&CDS=1-1695
3021	OG0003021	YOR129C	-processed-gene-7.67-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-7.67&CDS=1-1866
3022	OG0003022	YOR130C	-processed-gene-12.71-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-12.71&CDS=1-954
3023	OG0003023	YOR131C	-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-4.64&CDS=1-639
3024	OG0003024	YOR132W	-processed-gene-4.78-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-4.78&CDS=1-1746
3025	OG0003025	YOR136W	-processed-gene-12.92-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-12.92&CDS=1-1107
3026	OG0003026	YOR140W	-processed-gene-19.38-mRNA-1_1&gene=snap_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-19.38&CDS=1-1683
3027	OG0003027	YOR141C	-processed-gene-19.18-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-19.18&CDS=1-2199
3028	OG0003028	YOR142W	-processed-gene-0.39-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-0.39&CDS=1-984
3029	OG0003029	YOR143C	-processed-gene-0.70-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-0.70&CDS=1-750
3030	OG0003030	YOR145C	-processed-gene-3.70-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-3.70&CDS=1-774
3031	OG0003031	YOR149C	-processed-gene-6.16-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-6.16&CDS=1-1533
3032	OG0003032	YOR150W	-processed-gene-14.29-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-14.29&CDS=1-462
3033	OG0003033	YOR151C	-processed-gene-10.82-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-10.82&CDS=1-3687
3034	OG0003034	YOR154W	-processed-gene-10.80-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-10.80&CDS=1-1911
3035	OG0003035	YOR155C	-processed-gene-0.64-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-0.64&CDS=1-1260
3036	OG0003036	YOR157C	-processed-gene-16.53-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-16.53&CDS=1-783
3037	OG0003037	YOR158W	-processed-gene-6.43-mRNA-1_1&gene=snap_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-6.43&CDS=1-987
3038	OG0003038	YOR159C	-processed-gene-1.52-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-1.52&CDS=1-255
3039	OG0003039	YOR160W	-processed-gene-1.65-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-1.65&CDS=1-2832
3040	OG0003040	YOR161C	-processed-gene-11.43-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-11.43&CDS=1-1725
3041	OG0003041	YOR163W	-processed-gene-6.118-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-6.118&CDS=1-528
3042	OG0003042	YOR164C	-processed-gene-11.61-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-11.61&CDS=1-912
3043	OG0003043	YOR165W	-processed-gene-12.66-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-12.66&CDS=1-3384
3044	OG0003044	YOR166C	-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-0.81&CDS=1-1197
3045	OG0003045	YOR168W	-processed-gene-3.64-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-3.64&CDS=1-2382
3046	OG0003046	YOR174W	-processed-gene-12.86-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-12.86&CDS=1-1017
3047	OG0003047	YOR175C	-processed-gene-9.30-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-9.30&CDS=1-1557
3048	OG0003048	YOR176W	-processed-gene-8.109-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.109&CDS=1-1182
3049	OG0003049	YOR181W	-processed-gene-1.24-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-1.24&CDS=1-1971
3050	OG0003050	YOR184W	-processed-gene-1.8-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-1.8&CDS=1-1161
3051	OG0003051	YOR187W	-processed-gene-1.1-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-1.1&CDS=1-1287
3052	OG0003052	YOR188W	-processed-gene-3.173-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.173&CDS=1-5598
3053	OG0003053	YOR191W	-snap-gene-2.42-mRNA-1_1&gene=maker-gi|1002317472|dbj|BCIW01000017.1|-snap-gene-2.42&CDS=1-3453
3054	OG0003054	YOR194C	-processed-gene-9.47-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-9.47&CDS=1-816
3055	OG0003055	YOR196C	-processed-gene-1.43-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-1.43&CDS=1-1053
3056	OG0003056	YOR197W	-processed-gene-8.58-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-8.58&CDS=1-1395
3057	OG0003057	YOR201C	-processed-gene-4.22-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-4.22&CDS=1-1806
3058	OG0003058	YOR202W	-processed-gene-1.75-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-1.75&CDS=1-663
3059	OG0003059	YOR204W	-processed-gene-2.22-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-2.22&CDS=1-1860
3060	OG0003060	YOR206W	-processed-gene-11.69-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-11.69&CDS=1-2079
3061	OG0003061	YOR207C	-processed-gene-12.27-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-12.27&CDS=1-3507
3062	OG0003062	YOR209C	-processed-gene-1.78-mRNA-1_1&gene=genemark-gi|1002317466|dbj|BCIW01000023.1|-processed-gene-1.78&CDS=1-1242
3063	OG0003063	YOR210W	-processed-gene-8.81-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-8.81&CDS=1-213
3064	OG0003064	YOR211C	-processed-gene-4.22-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-4.22&CDS=1-2694
3065	OG0003065	YOR212W	-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-4.97&CDS=1-1440
3066	OG0003066	YOR216C	-processed-gene-0.18-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-0.18&CDS=1-1767
3067	OG0003067	YOR217W	-processed-gene-14.71-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-14.71&CDS=1-2877
3068	OG0003068	YOR223W	-processed-gene-4.3-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-4.3&CDS=1-822
3069	OG0003069	YOR224C	-processed-gene-6.81-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-6.81&CDS=1-417
3070	OG0003070	YOR232W	-processed-gene-6.47-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-6.47&CDS=1-744
3071	OG0003071	YOR233W	-augustus-gene-2.0-mRNA-1_1&gene=maker-gi|1002317480|dbj|BCIW01000009.1|-augustus-gene-2.0&CDS=1-2820
3072	OG0003072	YOR236W	-processed-gene-10.90-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-10.90&CDS=1-567
3073	OG0003073	YOR238W	-processed-gene-6.88-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-6.88&CDS=1-882
3074	OG0003074	YOR239W	-processed-gene-0.73-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-0.73&CDS=1-984
3075	OG0003075	YOR241W	-processed-gene-1.77-mRNA-1_1&gene=snap_masked-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-1.77&CDS=1-1458
3076	OG0003076	YOR242C	-processed-gene-7.42-mRNA-1_1&gene=snap_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-7.42&CDS=1-1359
3077	OG0003077	YOR243C	-processed-gene-2.10-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-2.10&CDS=1-1959
