	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_uvarum
3368	OG0003368	YMR270C	genemark-Sbay_13-processed-gene-7.147-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-7.147&CDS=1-1095
3369	OG0003369	YMR271C	genemark-Sbay_13-processed-gene-7.148-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-7.148&CDS=1-681
3370	OG0003370	YMR272C	genemark-Sbay_13-processed-gene-8.9-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.9&CDS=1-1152
3371	OG0003371	YMR277W	augustus_masked-Sbay_13-processed-gene-8.111-mRNA-1_1&gene=augustus_masked-Sbay_13-processed-gene-8.111&CDS=1-3297
3372	OG0003372	YMR278W	genemark-Sbay_13-processed-gene-8.15-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.15&CDS=1-1866
3373	OG0003373	YMR280C	genemark-Sbay_13-processed-gene-8.34-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.34&CDS=1-4167
3374	OG0003374	YMR281W	genemark-Sbay_13-processed-gene-8.16-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.16&CDS=1-909
3375	OG0003375	YMR283C	augustus_masked-Sbay_13-processed-gene-8.131-mRNA-1_1&gene=augustus_masked-Sbay_13-processed-gene-8.131&CDS=1-3030
3376	OG0003376	YMR284W	genemark-Sbay_13-processed-gene-8.17-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.17&CDS=1-1806
3377	OG0003377	YMR285C	genemark-Sbay_13-processed-gene-8.37-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.37&CDS=1-1545
3378	OG0003378	YMR286W	snap_masked-Sbay_13-processed-gene-8.67-mRNA-1_1&gene=snap_masked-Sbay_13-processed-gene-8.67&CDS=1-258
3379	OG0003379	YMR287C	genemark-Sbay_13-processed-gene-8.38-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.38&CDS=1-2907
3380	OG0003380	YMR288W	augustus_masked-Sbay_13-processed-gene-8.115-mRNA-1_1&gene=augustus_masked-Sbay_13-processed-gene-8.115&CDS=1-4038
3381	OG0003381	YMR290C	genemark-Sbay_13-processed-gene-8.39-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.39&CDS=1-1515
3382	OG0003382	YMR291W	genemark-Sbay_13-processed-gene-8.20-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.20&CDS=1-1746
3383	OG0003383	YMR293C	genemark-Sbay_13-processed-gene-8.40-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.40&CDS=1-1380
3384	OG0003384	YMR294W	augustus_masked-Sbay_13-processed-gene-8.117-mRNA-1_1&gene=augustus_masked-Sbay_13-processed-gene-8.117&CDS=1-1125
3385	OG0003385	YMR296C	maker-Sbay_13-augustus-gene-8.5-mRNA-1_1&gene=maker-Sbay_13-augustus-gene-8.5&CDS=1-2238
3386	OG0003386	YMR297W	genemark-Sbay_13-processed-gene-8.22-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.22&CDS=1-1596
3387	OG0003387	YMR298W	genemark-Sbay_13-processed-gene-8.23-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.23&CDS=1-447
3388	OG0003388	YMR300C	augustus_masked-Sbay_13-processed-gene-8.137-mRNA-1_1&gene=augustus_masked-Sbay_13-processed-gene-8.137&CDS=1-2415
3389	OG0003389	YMR301C	genemark-Sbay_13-processed-gene-8.44-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.44&CDS=1-1815
3390	OG0003390	YMR302C	snap_masked-Sbay_13-processed-gene-8.95-mRNA-1_1&gene=snap_masked-Sbay_13-processed-gene-8.95&CDS=1-2526
3391	OG0003391	YMR304W	genemark-Sbay_13-processed-gene-8.24-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.24&CDS=1-3690
3392	OG0003392	YMR307W	genemark-Sbay_13-processed-gene-8.26-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.26&CDS=1-1674
3393	OG0003393	YMR308C	genemark-Sbay_13-processed-gene-8.49-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.49&CDS=1-3267
3394	OG0003394	YMR309C	genemark-Sbay_13-processed-gene-8.50-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.50&CDS=1-2451
3395	OG0003395	YMR310C	augustus_masked-Sbay_13-processed-gene-8.142-mRNA-1_1&gene=augustus_masked-Sbay_13-processed-gene-8.142&CDS=1-951
3396	OG0003396	YMR311C	genemark-Sbay_13-processed-gene-8.52-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.52&CDS=1-690
3397	OG0003397	YMR312W	genemark-Sbay_13-processed-gene-8.27-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.27&CDS=1-822
3398	OG0003398	YMR313C	genemark-Sbay_13-processed-gene-8.53-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.53&CDS=1-1980
3399	OG0003399	YMR314W	genemark-Sbay_13-processed-gene-8.28-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.28&CDS=1-702
3400	OG0003400	YMR315W	genemark-Sbay_13-processed-gene-8.29-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.29&CDS=1-1047
3401	OG0003401	YMR316W	genemark-Sbay_13-processed-gene-8.30-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.30&CDS=1-1032
3402	OG0003402	YMR317W	augustus_masked-Sbay_13-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-Sbay_13-processed-gene-8.127&CDS=1-2829
3403	OG0003403	YMR318C	genemark-Sbay_13-processed-gene-8.54-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.54&CDS=1-1080
3404	OG0003404	YMR319C	genemark-Sbay_13-processed-gene-8.55-mRNA-1_1&gene=genemark-Sbay_13-processed-gene-8.55&CDS=1-1662
3405	OG0003405	YNL001W	genemark-Sbay_14-processed-gene-6.115-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.115&CDS=1-1149
3406	OG0003406	YNL003C	augustus_masked-Sbay_14-processed-gene-6.219-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.219&CDS=1-1782
3407	OG0003407	YNL004W	snap_masked-Sbay_14-processed-gene-6.28-mRNA-1_1&gene=snap_masked-Sbay_14-processed-gene-6.28&CDS=1-1362
3408	OG0003408	YNL005C	augustus_masked-Sbay_14-processed-gene-6.218-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.218&CDS=1-1113
3409	OG0003409	YNL006W	genemark-Sbay_14-processed-gene-6.113-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.113&CDS=1-909
3410	OG0003410	YNL008C	augustus_masked-Sbay_14-processed-gene-6.186-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.186&CDS=1-2970
3411	OG0003411	YNL010W	genemark-Sbay_14-processed-gene-6.108-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.108&CDS=1-723
3412	OG0003412	YNL011C	genemark-Sbay_14-processed-gene-6.110-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.110&CDS=1-1335
3413	OG0003413	YNL015W	augustus_masked-Sbay_14-processed-gene-6.181-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.181&CDS=1-225
3414	OG0003414	YNL016W	augustus_masked-Sbay_14-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-5.37&CDS=1-1239
3415	OG0003415	YNL017C	snap_masked-Sbay_14-processed-gene-5.155-mRNA-1_1&gene=snap_masked-Sbay_14-processed-gene-5.155&CDS=1-198
3416	OG0003416	YNL020C	genemark-Sbay_14-processed-gene-5.103-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.103&CDS=1-1896
3417	OG0003417	YNL021W	genemark-Sbay_14-processed-gene-5.81-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.81&CDS=1-2118
3418	OG0003418	YNL023C	genemark-Sbay_14-processed-gene-5.102-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.102&CDS=1-4392
3419	OG0003419	YNL024C	genemark-Sbay_14-processed-gene-5.101-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.101&CDS=1-759
3420	OG0003420	YNL024C-A	snap_masked-Sbay_14-processed-gene-5.151-mRNA-1_1&gene=snap_masked-Sbay_14-processed-gene-5.151&CDS=1-216
3421	OG0003421	YNL025C	genemark-Sbay_14-processed-gene-5.100-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.100&CDS=1-969
3422	OG0003422	YNL026W	genemark-Sbay_14-processed-gene-5.80-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.80&CDS=1-1452
3423	OG0003423	YNL027W	snap_masked-Sbay_14-processed-gene-5.127-mRNA-1_1&gene=snap_masked-Sbay_14-processed-gene-5.127&CDS=1-1902
3424	OG0003424	YNL029C	augustus_masked-Sbay_14-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-5.52&CDS=1-1569
3425	OG0003425	YNL032W	genemark-Sbay_14-processed-gene-5.77-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.77&CDS=1-843
3426	OG0003426	YNL035C	genemark-Sbay_14-processed-gene-5.97-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.97&CDS=1-1167
3427	OG0003427	YNL036W	genemark-Sbay_14-processed-gene-5.92-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.92&CDS=1-663
3428	OG0003428	YNL037C	augustus_masked-Sbay_14-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-5.31&CDS=1-1029
3429	OG0003429	YNL038W	maker-Sbay_14-snap-gene-5.3-mRNA-1_1&gene=maker-Sbay_14-snap-gene-5.3&CDS=1-687
3430	OG0003430	YNL039W	genemark-Sbay_14-processed-gene-5.94-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.94&CDS=1-1785
3431	OG0003431	YNL040W	genemark-Sbay_14-processed-gene-5.95-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.95&CDS=1-1374
3432	OG0003432	YNL041C	genemark-Sbay_14-processed-gene-5.91-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.91&CDS=1-2517
3433	OG0003433	YNL042W	genemark-Sbay_14-processed-gene-5.75-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.75&CDS=1-1185
3434	OG0003434	YNL045W	augustus_masked-Sbay_14-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-5.29&CDS=1-2859
3435	OG0003435	YNL048W	genemark-Sbay_14-processed-gene-5.71-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.71&CDS=1-1644
3436	OG0003436	YNL050C	snap_masked-Sbay_14-processed-gene-5.136-mRNA-1_1&gene=snap_masked-Sbay_14-processed-gene-5.136&CDS=1-849
3437	OG0003437	YNL051W	genemark-Sbay_14-processed-gene-5.70-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.70&CDS=1-1194
3438	OG0003438	YNL054W	augustus_masked-Sbay_14-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-5.26&CDS=1-5562
3439	OG0003439	YNL055C	genemark-Sbay_14-processed-gene-5.88-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.88&CDS=1-864
3440	OG0003440	YNL056W	genemark-Sbay_14-processed-gene-5.66-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.66&CDS=1-516
3441	OG0003441	YNL057W	genemark-Sbay_14-processed-gene-5.65-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.65&CDS=1-363
3442	OG0003442	YNL058C	snap_masked-Sbay_14-processed-gene-5.134-mRNA-1_1&gene=snap_masked-Sbay_14-processed-gene-5.134&CDS=1-939
3443	OG0003443	YNL059C	genemark-Sbay_14-processed-gene-5.86-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.86&CDS=1-2265
3444	OG0003444	YNL061W	genemark-Sbay_14-processed-gene-5.64-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.64&CDS=1-1860
3445	OG0003445	YNL062C	genemark-Sbay_14-processed-gene-5.85-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.85&CDS=1-1437
3446	OG0003446	YNL063W	genemark-Sbay_14-processed-gene-5.63-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.63&CDS=1-942
3447	OG0003447	YNL064C	genemark-Sbay_14-processed-gene-5.84-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.84&CDS=1-1227
3448	OG0003448	YNL065W	genemark-Sbay_14-processed-gene-5.62-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.62&CDS=1-1686
3449	OG0003449	YNL068C	genemark-Sbay_14-processed-gene-5.60-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-5.60&CDS=1-2571
3450	OG0003450	YNL071W	maker-Sbay_14-augustus-gene-5.11-mRNA-1_1&gene=maker-Sbay_14-augustus-gene-5.11&CDS=1-1602
3451	OG0003451	YNL073W	maker-Sbay_14-augustus-gene-5.10-mRNA-1_1&gene=maker-Sbay_14-augustus-gene-5.10&CDS=1-2565
3452	OG0003452	YNL074C	genemark-Sbay_14-processed-gene-4.122-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.122&CDS=1-1353
3453	OG0003453	YNL075W	genemark-Sbay_14-processed-gene-4.106-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.106&CDS=1-870
3454	OG0003454	YNL076W	genemark-Sbay_14-processed-gene-4.105-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.105&CDS=1-1761
3455	OG0003455	YNL077W	genemark-Sbay_14-processed-gene-4.104-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.104&CDS=1-1608
3456	OG0003456	YNL078W	genemark-Sbay_14-processed-gene-4.103-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.103&CDS=1-1197
3457	OG0003457	YNL079C	genemark-Sbay_14-processed-gene-4.121-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.121&CDS=1-597
3458	OG0003458	YNL080C	genemark-Sbay_14-processed-gene-4.120-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.120&CDS=1-1092
3459	OG0003459	YNL081C	genemark-Sbay_14-processed-gene-4.119-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.119&CDS=1-429
3460	OG0003460	YNL082W	genemark-Sbay_14-processed-gene-4.102-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.102&CDS=1-2676
3461	OG0003461	YNL083W	genemark-Sbay_14-processed-gene-4.101-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.101&CDS=1-1635
3462	OG0003462	YNL084C	genemark-Sbay_14-processed-gene-4.118-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.118&CDS=1-1047
3463	OG0003463	YNL085W	genemark-Sbay_14-processed-gene-4.100-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.100&CDS=1-2493
3464	OG0003464	YNL088W	genemark-Sbay_14-processed-gene-4.97-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.97&CDS=1-4263
3465	OG0003465	YNL091W	maker-Sbay_14-snap-gene-4.125-mRNA-1_1&gene=maker-Sbay_14-snap-gene-4.125&CDS=1-6006
3466	OG0003466	YNL094W	genemark-Sbay_14-processed-gene-4.92-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.92&CDS=1-1767
3467	OG0003467	YNL097C	maker-Sbay_14-augustus-gene-4.135-mRNA-1_1&gene=maker-Sbay_14-augustus-gene-4.135&CDS=1-1044
3468	OG0003468	YNL099C	snap_masked-Sbay_14-processed-gene-4.69-mRNA-1_1&gene=snap_masked-Sbay_14-processed-gene-4.69&CDS=1-669
3469	OG0003469	YNL100W	genemark-Sbay_14-processed-gene-4.91-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.91&CDS=1-705
3470	OG0003470	YNL101W	genemark-Sbay_14-processed-gene-4.90-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.90&CDS=1-2148
3471	OG0003471	YNL102W	genemark-Sbay_14-processed-gene-4.89-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.89&CDS=1-4410
3472	OG0003472	YNL103W	genemark-Sbay_14-processed-gene-4.88-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.88&CDS=1-2031
3473	OG0003473	YNL107W	genemark-Sbay_14-processed-gene-4.87-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.87&CDS=1-672
3474	OG0003474	YNL110C	genemark-Sbay_14-processed-gene-4.109-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.109&CDS=1-666
3475	OG0003475	YNL111C	genemark-Sbay_14-processed-gene-4.108-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.108&CDS=1-360
3476	OG0003476	YNL112W	maker-Sbay_14-augustus-gene-4.130-mRNA-1_1&gene=maker-Sbay_14-augustus-gene-4.130&CDS=1-1629
3477	OG0003477	YNL113W	genemark-Sbay_14-processed-gene-4.84-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.84&CDS=1-426
3478	OG0003478	YNL115C	genemark-Sbay_14-processed-gene-4.107-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.107&CDS=1-1938
3479	OG0003479	YNL118C	genemark-Sbay_14-processed-gene-4.81-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.81&CDS=1-2973
3480	OG0003480	YNL119W	genemark-Sbay_14-processed-gene-4.79-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-4.79&CDS=1-1482
3481	OG0003481	YNL122C	snap_masked-Sbay_14-processed-gene-4.34-mRNA-1_1&gene=snap_masked-Sbay_14-processed-gene-4.34&CDS=1-294
3482	OG0003482	YNL123W	augustus_masked-Sbay_14-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-4.0&CDS=1-4431
3483	OG0003483	YNL125C	genemark-Sbay_14-processed-gene-3.112-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.112&CDS=1-2010
3484	OG0003484	YNL126W	maker-Sbay_14-snap-gene-3.11-mRNA-1_1&gene=maker-Sbay_14-snap-gene-3.11&CDS=1-2493
3485	OG0003485	YNL127W	maker-Sbay_14-augustus-gene-3.3-mRNA-1_1&gene=maker-Sbay_14-augustus-gene-3.3&CDS=1-4983
3486	OG0003486	YNL130C	maker-Sbay_14-snap-gene-3.14-mRNA-1_1&gene=maker-Sbay_14-snap-gene-3.14&CDS=1-1179
3487	OG0003487	YNL131W	genemark-Sbay_14-processed-gene-3.84-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.84&CDS=1-453
3488	OG0003488	YNL132W	genemark-Sbay_14-processed-gene-3.83-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.83&CDS=1-3168
3489	OG0003489	YNL133C	genemark-Sbay_14-processed-gene-3.110-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.110&CDS=1-519
3490	OG0003490	YNL135C	genemark-Sbay_14-processed-gene-3.108-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.108&CDS=1-342
3491	OG0003491	YNL136W	genemark-Sbay_14-processed-gene-3.82-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.82&CDS=1-1272
3492	OG0003492	YNL137C	genemark-Sbay_14-processed-gene-3.107-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.107&CDS=1-1458
3493	OG0003493	YNL138W	genemark-Sbay_14-processed-gene-3.81-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.81&CDS=1-1593
3494	OG0003494	YNL139C	genemark-Sbay_14-processed-gene-3.106-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.106&CDS=1-4824
3495	OG0003495	YNL141W	genemark-Sbay_14-processed-gene-3.80-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.80&CDS=1-1041
3496	OG0003496	YNL142W	genemark-Sbay_14-processed-gene-3.79-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.79&CDS=1-1497
3497	OG0003497	YNL144C	genemark-Sbay_14-processed-gene-3.105-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.105&CDS=1-2190
3498	OG0003498	YNL147W	genemark-Sbay_14-processed-gene-3.78-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.78&CDS=1-738
3499	OG0003499	YNL149C	maker-Sbay_14-augustus-gene-3.6-mRNA-1_1&gene=maker-Sbay_14-augustus-gene-3.6&CDS=1-897
3500	OG0003500	YNL151C	genemark-Sbay_14-processed-gene-3.102-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.102&CDS=1-783
3501	OG0003501	YNL152W	genemark-Sbay_14-processed-gene-3.77-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.77&CDS=1-1227
3502	OG0003502	YNL153C	genemark-Sbay_14-processed-gene-3.101-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.101&CDS=1-387
3503	OG0003503	YNL155W	genemark-Sbay_14-processed-gene-3.76-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.76&CDS=1-837
3504	OG0003504	YNL156C	genemark-Sbay_14-processed-gene-3.99-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.99&CDS=1-885
3505	OG0003505	YNL157W	augustus_masked-Sbay_14-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-3.27&CDS=1-1041
3506	OG0003506	YNL159C	genemark-Sbay_14-processed-gene-3.98-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.98&CDS=1-867
3507	OG0003507	YNL160W	genemark-Sbay_14-processed-gene-3.73-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.73&CDS=1-1065
3508	OG0003508	YNL161W	genemark-Sbay_14-processed-gene-3.72-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.72&CDS=1-2331
3509	OG0003509	YNL162W-A	snap_masked-Sbay_14-processed-gene-3.122-mRNA-1_1&gene=snap_masked-Sbay_14-processed-gene-3.122&CDS=1-216
3510	OG0003510	YNL163C	genemark-Sbay_14-processed-gene-3.97-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.97&CDS=1-3330
3511	OG0003511	YNL164C	genemark-Sbay_14-processed-gene-3.96-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.96&CDS=1-1047
3512	OG0003512	YNL165W	genemark-Sbay_14-processed-gene-3.70-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.70&CDS=1-1224
3513	OG0003513	YNL166C	genemark-Sbay_14-processed-gene-3.95-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.95&CDS=1-1353
3514	OG0003514	YNL167C	genemark-Sbay_14-processed-gene-3.94-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.94&CDS=1-1956
3515	OG0003515	YNL169C	augustus_masked-Sbay_14-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-3.42&CDS=1-2241
3516	OG0003516	YNL172W	augustus_masked-Sbay_14-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-3.22&CDS=1-5223
3517	OG0003517	YNL173C	genemark-Sbay_14-processed-gene-3.91-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.91&CDS=1-1107
3518	OG0003518	YNL175C	genemark-Sbay_14-processed-gene-3.90-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.90&CDS=1-1209
3519	OG0003519	YNL176C	genemark-Sbay_14-processed-gene-3.89-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.89&CDS=1-1035
3520	OG0003520	YNL177C	genemark-Sbay_14-processed-gene-3.67-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.67&CDS=1-924
3521	OG0003521	YNL178W	genemark-Sbay_14-processed-gene-3.62-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.62&CDS=1-720
3522	OG0003522	YNL180C	genemark-Sbay_14-processed-gene-3.66-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.66&CDS=1-996
3523	OG0003523	YNL181W	genemark-Sbay_14-processed-gene-3.61-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.61&CDS=1-1221
3524	OG0003524	YNL182C	genemark-Sbay_14-processed-gene-3.65-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-3.65&CDS=1-1674
3525	OG0003525	YNL183C	augustus_masked-Sbay_14-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-3.17&CDS=1-2799
3526	OG0003526	YNL186W	augustus_masked-Sbay_14-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-2.30&CDS=1-2364
3527	OG0003527	YNL187W	snap_masked-Sbay_14-processed-gene-2.117-mRNA-1_1&gene=snap_masked-Sbay_14-processed-gene-2.117&CDS=1-2592
3528	OG0003528	YNL189W	genemark-Sbay_14-processed-gene-2.68-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.68&CDS=1-1626
3529	OG0003529	YNL190W	genemark-Sbay_14-processed-gene-2.67-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.67&CDS=1-429
3530	OG0003530	YNL191W	genemark-Sbay_14-processed-gene-2.66-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.66&CDS=1-1134
3531	OG0003531	YNL192W	genemark-Sbay_14-processed-gene-2.65-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.65&CDS=1-3378
3532	OG0003532	YNL193W	genemark-Sbay_14-processed-gene-2.64-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.64&CDS=1-1686
3533	OG0003533	YNL194C	genemark-Sbay_14-processed-gene-2.87-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.87&CDS=1-909
3534	OG0003534	YNL195C	maker-Sbay_14-augustus-gene-2.8-mRNA-1_1&gene=maker-Sbay_14-augustus-gene-2.8&CDS=1-1683
3535	OG0003535	YNL197C	genemark-Sbay_14-processed-gene-2.84-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.84&CDS=1-2724
3536	OG0003536	YNL199C	maker-Sbay_14-snap-gene-2.4-mRNA-1_1&gene=maker-Sbay_14-snap-gene-2.4&CDS=1-1839
3537	OG0003537	YNL200C	genemark-Sbay_14-processed-gene-2.82-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.82&CDS=1-738
3538	OG0003538	YNL201C	genemark-Sbay_14-processed-gene-2.81-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.81&CDS=1-2577
3539	OG0003539	YNL202W	genemark-Sbay_14-processed-gene-2.63-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.63&CDS=1-876
3540	OG0003540	YNL206C	maker-Sbay_14-augustus-gene-2.7-mRNA-1_1&gene=maker-Sbay_14-augustus-gene-2.7&CDS=1-2211
3541	OG0003541	YNL207W	genemark-Sbay_14-processed-gene-2.62-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.62&CDS=1-1278
3542	OG0003542	YNL208W	genemark-Sbay_14-processed-gene-2.61-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.61&CDS=1-1107
3543	OG0003543	YNL210W	genemark-Sbay_14-processed-gene-2.59-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.59&CDS=1-825
3544	OG0003544	YNL211C	snap_masked-Sbay_14-processed-gene-2.129-mRNA-1_1&gene=snap_masked-Sbay_14-processed-gene-2.129&CDS=1-252
