	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026137_Ambrosiozyma_ambrosiae
2696	OG0002696	YMR146C	snap_masked-flattened_line_44-processed-gene-1.126-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.126&CDS=1-1035
2697	OG0002697	YMR149W	snap_masked-flattened_line_70-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.10&CDS=1-792
2698	OG0002698	YMR150C	snap_masked-flattened_line_70-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.38&CDS=1-633
2699	OG0002699	YMR155W	snap_masked-flattened_line_131-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.9&CDS=1-2310
2700	OG0002700	YMR156C	genemark-flattened_line_20-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.68&CDS=1-828
2701	OG0002701	YMR157C	genemark-flattened_line_20-processed-gene-2.53-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.53&CDS=1-999
2702	OG0002702	YMR158W	snap_masked-flattened_line_20-processed-gene-1.110-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.110&CDS=1-468
2703	OG0002703	YMR159C	genemark-flattened_line_64-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.84&CDS=1-564
2704	OG0002704	YMR162C	snap_masked-flattened_line_24-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.3&CDS=1-5073
2705	OG0002705	YMR165C	snap_masked-flattened_line_10-processed-gene-2.12-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.12&CDS=1-2424
2706	OG0002706	YMR166C	snap_masked-flattened_line_18-processed-gene-2.119-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.119&CDS=1-1113
2707	OG0002707	YMR167W	snap_masked-flattened_line_18-processed-gene-2.97-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.97&CDS=1-2271
2708	OG0002708	YMR171C	genemark-flattened_line_36-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.87&CDS=1-1473
2709	OG0002709	YMR176W	augustus_masked-flattened_line_14-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.77&CDS=1-5367
2710	OG0002710	YMR179W	snap_masked-flattened_line_6-processed-gene-1.80-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.80&CDS=1-2322
2711	OG0002711	YMR182C	snap_masked-flattened_line_14-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.29&CDS=1-1488
2712	OG0002712	YMR185W	augustus_masked-flattened_line_18-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.68&CDS=1-2856
2713	OG0002713	YMR186W	snap_masked-flattened_line_68-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.6&CDS=1-2112
2714	OG0002714	YMR188C	snap_masked-flattened_line_30-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.11&CDS=1-735
2715	OG0002715	YMR189W	genemark-flattened_line_18-processed-gene-2.44-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.44&CDS=1-3705
2716	OG0002716	YMR190C	snap_masked-flattened_line_6-processed-gene-5.90-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.90&CDS=1-4644
2717	OG0002717	YMR194C-B	snap_masked-flattened_line_30-processed-gene-2.150-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.150&CDS=1-237
2718	OG0002718	YMR196W	snap_masked-flattened_line_30-processed-gene-2.162-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.162&CDS=1-3144
2719	OG0002719	YMR197C	genemark-flattened_line_30-processed-gene-2.136-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-2.136&CDS=1-645
2720	OG0002720	YMR200W	genemark-flattened_line_22-processed-gene-2.6-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.6&CDS=1-885
2721	OG0002721	YMR201C	snap_masked-flattened_line_30-processed-gene-2.165-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.165&CDS=1-1155
2722	OG0002722	YMR202W	genemark-flattened_line_44-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.108&CDS=1-660
2723	OG0002723	YMR203W	snap_masked-flattened_line_8-processed-gene-5.208-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.208&CDS=1-1149
2724	OG0002724	YMR205C	snap_masked-flattened_line_44-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.38&CDS=1-2847
2725	OG0002725	YMR208W	maker-flattened_line_36-snap-gene-1.125-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-1.125&CDS=1-1287
2726	OG0002726	YMR209C	genemark-flattened_line_36-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.37&CDS=1-1317
2727	OG0002727	YMR210W	snap_masked-flattened_line_76-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.153&CDS=1-1527
2728	OG0002728	YMR211W	snap_masked-flattened_line_6-processed-gene-6.6-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.6&CDS=1-1632
2729	OG0002729	YMR212C	augustus_masked-flattened_line_24-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.135&CDS=1-2616
2730	OG0002730	YMR213W	snap_masked-flattened_line_24-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.43&CDS=1-1866
2731	OG0002731	YMR214W	augustus_masked-flattened_line_34-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.98&CDS=1-1110
2732	OG0002732	YMR215W	maker-flattened_line_50-snap-gene-0.97-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.97&CDS=1-1755
2733	OG0002733	YMR216C	snap_masked-flattened_line_2-processed-gene-7.12-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.12&CDS=1-2136
2734	OG0002734	YMR217W	snap_masked-flattened_line_36-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.85&CDS=1-1590
2735	OG0002735	YMR218C	snap_masked-flattened_line_22-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.14&CDS=1-3414
2736	OG0002736	YMR220W	snap_masked-flattened_line_8-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.79&CDS=1-1335
2737	OG0002737	YMR221C	snap_masked-flattened_line_16-processed-gene-3.173-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.173&CDS=1-1575
2738	OG0002738	YMR223W	maker-flattened_line_12-snap-gene-2.3-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-2.3&CDS=1-1728
2739	OG0002739	YMR224C	snap_masked-flattened_line_12-processed-gene-4.35-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.35&CDS=1-2172
2740	OG0002740	YMR225C	snap_masked-flattened_line_8-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.76&CDS=1-354
2741	OG0002741	YMR226C	snap_masked-flattened_line_8-processed-gene-4.131-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.131&CDS=1-813
2742	OG0002742	YMR227C	snap_masked-flattened_line_36-processed-gene-2.119-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-2.119&CDS=1-1707
2743	OG0002743	YMR228W	augustus_masked-flattened_line_107-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_107-processed-gene-0.17&CDS=1-1044
2744	OG0002744	YMR229C	snap_masked-flattened_line_26-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.106&CDS=1-5208
2745	OG0002745	YMR231W	snap_masked-flattened_line_2-processed-gene-2.35-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.35&CDS=1-3123
2746	OG0002746	YMR235C	snap_masked-flattened_line_58-processed-gene-0.188-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.188&CDS=1-1167
2747	OG0002747	YMR239C	genemark-flattened_line_101-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_101-processed-gene-0.68&CDS=1-3195
2748	OG0002748	YMR241W	snap_masked-flattened_line_2-processed-gene-6.64-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.64&CDS=1-933
2749	OG0002749	YMR243C	snap_masked-flattened_line_36-processed-gene-2.144-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-2.144&CDS=1-1455
2750	OG0002750	YMR244C-A	snap_masked-flattened_line_18-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.39&CDS=1-318
2751	OG0002751	YMR247C	snap_masked-flattened_line_12-processed-gene-1.35-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.35&CDS=1-4647
2752	OG0002752	YMR250W	snap_masked-flattened_line_117-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.7&CDS=1-1803
2753	OG0002753	YMR256C	genemark-flattened_line_2-processed-gene-6.20-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.20&CDS=1-198
2754	OG0002754	YMR258C	snap_masked-flattened_line_64-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.24&CDS=1-1683
2755	OG0002755	YMR259C	snap_masked-flattened_line_54-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.63&CDS=1-4545
2756	OG0002756	YMR260C	snap_masked-flattened_line_54-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.21&CDS=1-456
2757	OG0002757	YMR262W	snap_masked-flattened_line_54-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.68&CDS=1-1218
2758	OG0002758	YMR263W	snap_masked-flattened_line_24-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.32&CDS=1-516
2759	OG0002759	YMR264W	genemark-flattened_line_24-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.65&CDS=1-510
2760	OG0002760	YMR265C	snap_masked-flattened_line_6-processed-gene-3.113-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.113&CDS=1-1152
2761	OG0002761	YMR268C	snap_masked-flattened_line_111-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.36&CDS=1-2400
2762	OG0002762	YMR269W	snap_masked-flattened_line_111-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.37&CDS=1-687
2763	OG0002763	YMR272C	snap_masked-flattened_line_0-processed-gene-8.23-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.23&CDS=1-1143
2764	OG0002764	YMR274C	augustus_masked-flattened_line_46-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-1.112&CDS=1-765
2765	OG0002765	YMR276W	maker-flattened_line_46-snap-gene-1.1-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-1.1&CDS=1-1098
2766	OG0002766	YMR277W	snap_masked-flattened_line_8-processed-gene-5.206-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.206&CDS=1-2367
2767	OG0002767	YMR278W	snap_masked-flattened_line_32-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.2&CDS=1-1782
2768	OG0002768	YMR281W	genemark-flattened_line_20-processed-gene-2.57-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.57&CDS=1-903
2769	OG0002769	YMR283C	snap_masked-flattened_line_52-processed-gene-0.212-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.212&CDS=1-1446
2770	OG0002770	YMR284W	snap_masked-flattened_line_24-processed-gene-2.212-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.212&CDS=1-1950
2771	OG0002771	YMR285C	snap_masked-flattened_line_54-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.37&CDS=1-1503
2772	OG0002772	YMR286W	snap_masked-flattened_line_0-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.103&CDS=1-276
2773	OG0002773	YMR287C	snap_masked-flattened_line_40-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.49&CDS=1-3168
2774	OG0002774	YMR288W	genemark-flattened_line_22-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.5&CDS=1-3369
2775	OG0002775	YMR289W	genemark-flattened_line_12-processed-gene-4.129-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.129&CDS=1-822
2776	OG0002776	YMR290C	genemark-flattened_line_32-processed-gene-2.123-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-2.123&CDS=1-1731
2777	OG0002777	YMR292W	snap_masked-flattened_line_16-processed-gene-2.20-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.20&CDS=1-417
2778	OG0002778	YMR293C	genemark-flattened_line_16-processed-gene-2.95-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.95&CDS=1-1527
2779	OG0002779	YMR295C	snap_masked-flattened_line_16-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.70&CDS=1-573
2780	OG0002780	YMR296C	snap_masked-flattened_line_8-processed-gene-5.205-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.205&CDS=1-1725
2781	OG0002781	YMR300C	snap_masked-flattened_line_10-processed-gene-3.46-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.46&CDS=1-1686
2782	OG0002782	YMR301C	snap_masked-flattened_line_26-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.102&CDS=1-2175
2783	OG0002783	YMR302C	snap_masked-flattened_line_2-processed-gene-7.25-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.25&CDS=1-2607
2784	OG0002784	YMR304W	snap_masked-flattened_line_62-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.122&CDS=1-3765
2785	OG0002785	YMR307W	maker-flattened_line_4-snap-gene-6.0-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-6.0&CDS=1-3237
2786	OG0002786	YMR308C	snap_masked-flattened_line_4-processed-gene-6.31-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.31&CDS=1-3279
2787	OG0002787	YMR309C	snap_masked-flattened_line_8-processed-gene-3.11-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.11&CDS=1-2466
2788	OG0002788	YMR310C	snap_masked-flattened_line_16-processed-gene-3.249-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.249&CDS=1-1203
2789	OG0002789	YMR311C	snap_masked-flattened_line_16-processed-gene-3.248-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.248&CDS=1-696
2790	OG0002790	YMR312W	genemark-flattened_line_70-processed-gene-0.159-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.159&CDS=1-810
2791	OG0002791	YMR314W	genemark-flattened_line_50-processed-gene-0.187-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.187&CDS=1-897
2792	OG0002792	YMR315W	snap_masked-flattened_line_46-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.98&CDS=1-1038
2793	OG0002793	YMR319C	maker-flattened_line_68-augustus-gene-0.132-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.132&CDS=1-4329
2794	OG0002794	YNL001W	maker-flattened_line_42-snap-gene-0.7-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.7&CDS=1-2244
2795	OG0002795	YNL002C	snap_masked-flattened_line_0-processed-gene-6.16-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.16&CDS=1-840
2796	OG0002796	YNL003C	snap_masked-flattened_line_0-processed-gene-9.175-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.175&CDS=1-870
2797	OG0002797	YNL005C	snap_masked-flattened_line_74-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.109&CDS=1-1122
2798	OG0002798	YNL006W	snap_masked-flattened_line_2-processed-gene-8.117-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.117&CDS=1-909
2799	OG0002799	YNL007C	snap_masked-flattened_line_2-processed-gene-8.116-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.116&CDS=1-999
2800	OG0002800	YNL010W	snap_masked-flattened_line_10-processed-gene-4.176-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.176&CDS=1-738
2801	OG0002801	YNL011C	maker-flattened_line_10-augustus-gene-4.1-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-4.1&CDS=1-2331
2802	OG0002802	YNL014W	snap_masked-flattened_line_10-processed-gene-4.177-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.177&CDS=1-3135
2803	OG0002803	YNL015W	maker-flattened_line_32-snap-gene-2.129-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-2.129&CDS=1-228
2804	OG0002804	YNL016W	snap_masked-flattened_line_4-processed-gene-7.194-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.194&CDS=1-1278
2805	OG0002805	YNL021W	snap_masked-flattened_line_28-processed-gene-1.16-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.16&CDS=1-2328
2806	OG0002806	YNL022C	genemark-flattened_line_28-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.108&CDS=1-1452
2807	OG0002807	YNL023C	snap_masked-flattened_line_36-processed-gene-1.110-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.110&CDS=1-2910
2808	OG0002808	YNL025C	genemark-flattened_line_68-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.101&CDS=1-1110
2809	OG0002809	YNL026W	snap_masked-flattened_line_4-processed-gene-7.195-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.195&CDS=1-1494
2810	OG0002810	YNL027W	snap_masked-flattened_line_62-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.117&CDS=1-1452
2811	OG0002811	YNL032W	genemark-flattened_line_109-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_109-processed-gene-0.57&CDS=1-843
2812	OG0002812	YNL035C	snap_masked-flattened_line_28-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.7&CDS=1-1143
2813	OG0002813	YNL036W	snap_masked-flattened_line_12-processed-gene-1.39-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.39&CDS=1-792
2814	OG0002814	YNL039W	snap_masked-flattened_line_28-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.11&CDS=1-2190
2815	OG0002815	YNL040W	snap_masked-flattened_line_0-processed-gene-9.165-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.165&CDS=1-1302
2816	OG0002816	YNL041C	snap_masked-flattened_line_34-processed-gene-2.105-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-2.105&CDS=1-2553
2817	OG0002817	YNL042W	snap_masked-flattened_line_34-processed-gene-2.128-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-2.128&CDS=1-1065
2818	OG0002818	YNL045W	snap_masked-flattened_line_48-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.19&CDS=1-1950
2819	OG0002819	YNL048W	snap_masked-flattened_line_0-processed-gene-8.9-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.9&CDS=1-1938
2820	OG0002820	YNL051W	snap_masked-flattened_line_42-processed-gene-1.154-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.154&CDS=1-1239
2821	OG0002821	YNL054W	snap_masked-flattened_line_0-processed-gene-7.10-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.10&CDS=1-2577
2822	OG0002822	YNL056W	snap_masked-flattened_line_0-processed-gene-5.15-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.15&CDS=1-1035
2823	OG0002823	YNL059C	genemark-flattened_line_0-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.45&CDS=1-2253
2824	OG0002824	YNL061W	snap_masked-flattened_line_0-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.78&CDS=1-1887
2825	OG0002825	YNL062C	snap_masked-flattened_line_0-processed-gene-1.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.82&CDS=1-1389
2826	OG0002826	YNL063W	snap_masked-flattened_line_0-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.105&CDS=1-840
2827	OG0002827	YNL064C	snap_masked-flattened_line_50-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.11&CDS=1-1215
2828	OG0002828	YNL066W	snap_masked-flattened_line_8-processed-gene-4.94-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.94&CDS=1-1365
2829	OG0002829	YNL071W	snap_masked-flattened_line_88-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.116&CDS=1-1419
2830	OG0002830	YNL072W	snap_masked-flattened_line_88-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.102&CDS=1-954
2831	OG0002831	YNL073W	snap_masked-flattened_line_20-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.18&CDS=1-1698
2832	OG0002832	YNL075W	snap_masked-flattened_line_16-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.89&CDS=1-861
2833	OG0002833	YNL080C	snap_masked-flattened_line_6-processed-gene-3.103-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.103&CDS=1-1278
2834	OG0002834	YNL081C	maker-flattened_line_6-snap-gene-3.130-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.130&CDS=1-363
2835	OG0002835	YNL082W	snap_masked-flattened_line_18-processed-gene-2.107-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.107&CDS=1-2529
2836	OG0002836	YNL083W	augustus_masked-flattened_line_4-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.107&CDS=1-1650
2837	OG0002837	YNL084C	snap_masked-flattened_line_34-processed-gene-2.100-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-2.100&CDS=1-1161
2838	OG0002838	YNL085W	snap_masked-flattened_line_28-processed-gene-2.44-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.44&CDS=1-2349
2839	OG0002839	YNL088W	snap_masked-flattened_line_4-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.79&CDS=1-4467
2840	OG0002840	YNL090W	snap_masked-flattened_line_2-processed-gene-7.18-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.18&CDS=1-582
2841	OG0002841	YNL091W	augustus_masked-flattened_line_2-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.102&CDS=1-3492
2842	OG0002842	YNL092W	snap_masked-flattened_line_4-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.17&CDS=1-1233
2843	OG0002843	YNL094W	snap_masked-flattened_line_4-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.35&CDS=1-2082
2844	OG0002844	YNL097C	snap_masked-flattened_line_36-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.89&CDS=1-1194
2845	OG0002845	YNL099C	snap_masked-flattened_line_18-processed-gene-3.137-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.137&CDS=1-645
2846	OG0002846	YNL101W	snap_masked-flattened_line_18-processed-gene-3.138-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.138&CDS=1-2226
2847	OG0002847	YNL102W	snap_masked-flattened_line_18-processed-gene-3.139-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.139&CDS=1-4446
2848	OG0002848	YNL103W	snap_masked-flattened_line_26-processed-gene-2.231-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.231&CDS=1-1419
2849	OG0002849	YNL107W	snap_masked-flattened_line_20-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.34&CDS=1-669
2850	OG0002850	YNL108C	snap_masked-flattened_line_36-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.18&CDS=1-846
2851	OG0002851	YNL110C	genemark-flattened_line_88-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.16&CDS=1-792
2852	OG0002852	YNL111C	snap_masked-flattened_line_88-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.141&CDS=1-366
2853	OG0002853	YNL113W	snap_masked-flattened_line_64-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.6&CDS=1-408
2854	OG0002854	YNL118C	snap_masked-flattened_line_12-processed-gene-3.21-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.21&CDS=1-3558
2855	OG0002855	YNL119W	augustus_masked-flattened_line_4-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.46&CDS=1-1341
2856	OG0002856	YNL122C	snap_masked-flattened_line_24-processed-gene-2.221-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.221&CDS=1-300
2857	OG0002857	YNL123W	snap_masked-flattened_line_24-processed-gene-2.194-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.194&CDS=1-2973
2858	OG0002858	YNL125C	augustus_masked-flattened_line_44-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-1.29&CDS=1-2181
2859	OG0002859	YNL126W	snap_masked-flattened_line_6-processed-gene-5.113-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.113&CDS=1-2364
2860	OG0002860	YNL127W	snap_masked-flattened_line_18-processed-gene-3.158-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.158&CDS=1-2892
2861	OG0002861	YNL128W	snap_masked-flattened_line_18-processed-gene-3.159-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.159&CDS=1-1290
2862	OG0002862	YNL129W	snap_masked-flattened_line_24-processed-gene-2.225-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.225&CDS=1-729
2863	OG0002863	YNL131W	snap_masked-flattened_line_24-processed-gene-2.200-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.200&CDS=1-465
