	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_paradoxus
3293	OG0003293	YMR113W	genemark-Spar_13-processed-gene-4.23-mRNA-1_1&gene=genemark-Spar_13-processed-gene-4.23&CDS=1-1281
3294	OG0003294	YMR114C	genemark-Spar_13-processed-gene-4.46-mRNA-1_1&gene=genemark-Spar_13-processed-gene-4.46&CDS=1-1104
3295	OG0003295	YMR115W	genemark-Spar_13-processed-gene-4.24-mRNA-1_1&gene=genemark-Spar_13-processed-gene-4.24&CDS=1-1503
3296	OG0003296	YMR116C	genemark-Spar_13-processed-gene-4.47-mRNA-1_1&gene=genemark-Spar_13-processed-gene-4.47&CDS=1-957
3297	OG0003297	YMR117C	augustus_masked-Spar_13-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-Spar_13-processed-gene-4.132&CDS=1-1206
3298	OG0003298	YMR119W	genemark-Spar_13-processed-gene-4.25-mRNA-1_1&gene=genemark-Spar_13-processed-gene-4.25&CDS=1-1893
3299	OG0003299	YMR122C	maker-Spar_13-snap-gene-5.144-mRNA-1_1&gene=maker-Spar_13-snap-gene-5.144&CDS=1-363
3300	OG0003300	YMR122W-A	snap_masked-Spar_13-processed-gene-5.4-mRNA-1_1&gene=snap_masked-Spar_13-processed-gene-5.4&CDS=1-240
3301	OG0003301	YMR123W	genemark-Spar_13-processed-gene-5.52-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.52&CDS=1-366
3302	OG0003302	YMR124W	genemark-Spar_13-processed-gene-5.53-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.53&CDS=1-2814
3303	OG0003303	YMR125W	maker-Spar_13-snap-gene-5.141-mRNA-1_1&gene=maker-Spar_13-snap-gene-5.141&CDS=1-2583
3304	OG0003304	YMR126C	genemark-Spar_13-processed-gene-5.56-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.56&CDS=1-1026
3305	OG0003305	YMR127C	genemark-Spar_13-processed-gene-5.76-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.76&CDS=1-1014
3306	OG0003306	YMR129W	augustus_masked-Spar_13-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-Spar_13-processed-gene-5.104&CDS=1-8526
3307	OG0003307	YMR131C	genemark-Spar_13-processed-gene-5.77-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.77&CDS=1-1536
3308	OG0003308	YMR132C	genemark-Spar_13-processed-gene-5.78-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.78&CDS=1-624
3309	OG0003309	YMR134W	genemark-Spar_13-processed-gene-5.59-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.59&CDS=1-1971
3310	OG0003310	YMR135C	genemark-Spar_13-processed-gene-5.79-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.79&CDS=1-1362
3311	OG0003311	YMR136W	genemark-Spar_13-processed-gene-5.60-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.60&CDS=1-1692
3312	OG0003312	YMR137C	genemark-Spar_13-processed-gene-5.80-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.80&CDS=1-1992
3313	OG0003313	YMR138W	genemark-Spar_13-processed-gene-5.61-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.61&CDS=1-654
3314	OG0003314	YMR139W	genemark-Spar_13-processed-gene-5.62-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.62&CDS=1-1110
3315	OG0003315	YMR140W	genemark-Spar_13-processed-gene-5.63-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.63&CDS=1-1467
3316	OG0003316	YMR144W	genemark-Spar_13-processed-gene-5.65-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.65&CDS=1-1011
3317	OG0003317	YMR146C	genemark-Spar_13-processed-gene-5.83-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.83&CDS=1-1041
3318	OG0003318	YMR147W	snap_masked-Spar_13-processed-gene-5.19-mRNA-1_1&gene=snap_masked-Spar_13-processed-gene-5.19&CDS=1-849
3319	OG0003319	YMR149W	genemark-Spar_13-processed-gene-5.67-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.67&CDS=1-858
3320	OG0003320	YMR150C	genemark-Spar_13-processed-gene-5.84-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.84&CDS=1-570
3321	OG0003321	YMR152W	genemark-Spar_13-processed-gene-5.68-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.68&CDS=1-1095
3322	OG0003322	YMR153W	genemark-Spar_13-processed-gene-5.69-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.69&CDS=1-1425
3323	OG0003323	YMR154C	genemark-Spar_13-processed-gene-5.85-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.85&CDS=1-2169
3324	OG0003324	YMR155W	genemark-Spar_13-processed-gene-5.70-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.70&CDS=1-1614
3325	OG0003325	YMR156C	augustus_masked-Spar_13-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-Spar_13-processed-gene-5.130&CDS=1-1473
3326	OG0003326	YMR158W	genemark-Spar_13-processed-gene-5.71-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.71&CDS=1-465
3327	OG0003327	YMR159C	genemark-Spar_13-processed-gene-5.88-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.88&CDS=1-381
3328	OG0003328	YMR160W	genemark-Spar_13-processed-gene-5.72-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.72&CDS=1-2490
3329	OG0003329	YMR161W	genemark-Spar_13-processed-gene-5.73-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.73&CDS=1-672
3330	OG0003330	YMR162C	genemark-Spar_13-processed-gene-5.89-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.89&CDS=1-4968
3331	OG0003331	YMR163C	genemark-Spar_13-processed-gene-5.90-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.90&CDS=1-2115
3332	OG0003332	YMR164C	maker-Spar_13-snap-gene-5.146-mRNA-1_1&gene=maker-Spar_13-snap-gene-5.146&CDS=1-1995
3333	OG0003333	YMR165C	genemark-Spar_13-processed-gene-5.92-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.92&CDS=1-2583
3334	OG0003334	YMR166C	genemark-Spar_13-processed-gene-5.93-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.93&CDS=1-1095
3335	OG0003335	YMR167W	genemark-Spar_13-processed-gene-5.74-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.74&CDS=1-2307
3336	OG0003336	YMR171C	genemark-Spar_13-processed-gene-5.96-mRNA-1_1&gene=genemark-Spar_13-processed-gene-5.96&CDS=1-1650
3337	OG0003337	YMR172W	snap_masked-Spar_13-processed-gene-5.29-mRNA-1_1&gene=snap_masked-Spar_13-processed-gene-5.29&CDS=1-2049
3338	OG0003338	YMR173W	maker-Spar_13-snap-gene-6.0-mRNA-1_1&gene=maker-Spar_13-snap-gene-6.0&CDS=1-2757
3339	OG0003339	YMR174C	snap_masked-Spar_13-processed-gene-6.97-mRNA-1_1&gene=snap_masked-Spar_13-processed-gene-6.97&CDS=1-204
3340	OG0003340	YMR175W	snap_masked-Spar_13-processed-gene-6.95-mRNA-1_1&gene=snap_masked-Spar_13-processed-gene-6.95&CDS=1-237
3341	OG0003341	YMR176W	snap_masked-Spar_13-processed-gene-6.96-mRNA-1_1&gene=snap_masked-Spar_13-processed-gene-6.96&CDS=1-4254
3342	OG0003342	YMR177W	maker-Spar_13-augustus-gene-6.89-mRNA-1_1&gene=maker-Spar_13-augustus-gene-6.89&CDS=1-2322
3343	OG0003343	YMR179W	genemark-Spar_13-processed-gene-6.50-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.50&CDS=1-2277
3344	OG0003344	YMR180C	genemark-Spar_13-processed-gene-6.74-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.74&CDS=1-960
3345	OG0003345	YMR181C	genemark-Spar_13-processed-gene-6.75-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.75&CDS=1-459
3346	OG0003346	YMR182C	genemark-Spar_13-processed-gene-6.76-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.76&CDS=1-552
3347	OG0003347	YMR183C	genemark-Spar_13-processed-gene-6.77-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.77&CDS=1-885
3348	OG0003348	YMR185W	augustus_masked-Spar_13-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-Spar_13-processed-gene-6.13&CDS=1-3501
3349	OG0003349	YMR187C	genemark-Spar_13-processed-gene-6.78-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.78&CDS=1-1137
3350	OG0003350	YMR188C	genemark-Spar_13-processed-gene-6.79-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.79&CDS=1-711
3351	OG0003351	YMR189W	genemark-Spar_13-processed-gene-6.54-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.54&CDS=1-3102
3352	OG0003352	YMR190C	genemark-Spar_13-processed-gene-6.80-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.80&CDS=1-4341
3353	OG0003353	YMR191W	genemark-Spar_13-processed-gene-6.55-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.55&CDS=1-1119
3354	OG0003354	YMR192W	genemark-Spar_13-processed-gene-6.56-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.56&CDS=1-2145
3355	OG0003355	YMR193W	genemark-Spar_13-processed-gene-6.57-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.57&CDS=1-774
3356	OG0003356	YMR194C-B	maker-Spar_13-snap-gene-6.5-mRNA-1_1&gene=maker-Spar_13-snap-gene-6.5&CDS=1-219
3357	OG0003357	YMR195W	genemark-Spar_13-processed-gene-6.59-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.59&CDS=1-378
3358	OG0003358	YMR196W	genemark-Spar_13-processed-gene-6.60-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.60&CDS=1-3264
3359	OG0003359	YMR197C	genemark-Spar_13-processed-gene-6.81-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.81&CDS=1-651
3360	OG0003360	YMR198W	augustus_masked-Spar_13-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-Spar_13-processed-gene-6.21&CDS=1-1782
3361	OG0003361	YMR199W	genemark-Spar_13-processed-gene-6.62-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.62&CDS=1-1638
3362	OG0003362	YMR200W	genemark-Spar_13-processed-gene-6.63-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.63&CDS=1-768
3363	OG0003363	YMR201C	genemark-Spar_13-processed-gene-6.82-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.82&CDS=1-1143
3364	OG0003364	YMR202W	genemark-Spar_13-processed-gene-6.64-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.64&CDS=1-666
3365	OG0003365	YMR203W	genemark-Spar_13-processed-gene-6.65-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.65&CDS=1-1161
3366	OG0003366	YMR204C	genemark-Spar_13-processed-gene-6.83-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.83&CDS=1-1227
3367	OG0003367	YMR205C	genemark-Spar_13-processed-gene-6.84-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.84&CDS=1-2877
3368	OG0003368	YMR206W	genemark-Spar_13-processed-gene-6.66-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.66&CDS=1-939
3369	OG0003369	YMR208W	genemark-Spar_13-processed-gene-6.67-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.67&CDS=1-1329
3370	OG0003370	YMR227C	maker-Spar_13-snap-gene-6.6-mRNA-1_1&gene=maker-Spar_13-snap-gene-6.6&CDS=1-2055
3371	OG0003371	YMR228W	genemark-Spar_13-processed-gene-6.68-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.68&CDS=1-1023
3372	OG0003372	YMR229C	genemark-Spar_13-processed-gene-6.87-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.87&CDS=1-5175
3373	OG0003373	YMR230W	maker-Spar_13-snap-gene-6.3-mRNA-1_1&gene=maker-Spar_13-snap-gene-6.3&CDS=1-315
3374	OG0003374	YMR231W	genemark-Spar_13-processed-gene-6.70-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.70&CDS=1-3087
3375	OG0003375	YMR232W	augustus_masked-Spar_13-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-Spar_13-processed-gene-6.31&CDS=1-2682
3376	OG0003376	YMR234W	genemark-Spar_13-processed-gene-6.73-mRNA-1_1&gene=genemark-Spar_13-processed-gene-6.73&CDS=1-1047
3377	OG0003377	YMR235C	genemark-Spar_13-processed-gene-7.173-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.173&CDS=1-1215
3378	OG0003378	YMR236W	genemark-Spar_13-processed-gene-7.170-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.170&CDS=1-471
3379	OG0003379	YMR238W	maker-Spar_13-snap-gene-7.4-mRNA-1_1&gene=maker-Spar_13-snap-gene-7.4&CDS=1-1077
3380	OG0003380	YMR239C	genemark-Spar_13-processed-gene-7.174-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.174&CDS=1-1413
3381	OG0003381	YMR240C	genemark-Spar_13-processed-gene-7.175-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.175&CDS=1-1317
3382	OG0003382	YMR241W	genemark-Spar_13-processed-gene-7.176-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.176&CDS=1-942
3383	OG0003383	YMR243C	snap_masked-Spar_13-processed-gene-7.116-mRNA-1_1&gene=snap_masked-Spar_13-processed-gene-7.116&CDS=1-1326
3384	OG0003384	YMR244C-A	genemark-Spar_13-processed-gene-7.209-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.209&CDS=1-312
3385	OG0003385	YMR244W	genemark-Spar_13-processed-gene-7.177-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.177&CDS=1-1056
3386	OG0003386	YMR247C	genemark-Spar_13-processed-gene-7.210-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.210&CDS=1-4683
3387	OG0003387	YMR250W	augustus_masked-Spar_13-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-Spar_13-processed-gene-7.20&CDS=1-2805
3388	OG0003388	YMR253C	augustus_masked-Spar_13-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-Spar_13-processed-gene-7.45&CDS=1-1635
3389	OG0003389	YMR255W	genemark-Spar_13-processed-gene-7.181-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.181&CDS=1-564
3390	OG0003390	YMR256C	snap_masked-Spar_13-processed-gene-7.121-mRNA-1_1&gene=snap_masked-Spar_13-processed-gene-7.121&CDS=1-180
3391	OG0003391	YMR257C	genemark-Spar_13-processed-gene-7.213-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.213&CDS=1-2400
3392	OG0003392	YMR258C	genemark-Spar_13-processed-gene-7.214-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.214&CDS=1-1659
3393	OG0003393	YMR259C	genemark-Spar_13-processed-gene-7.215-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.215&CDS=1-4257
3394	OG0003394	YMR260C	genemark-Spar_13-processed-gene-7.216-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.216&CDS=1-459
3395	OG0003395	YMR262W	augustus_masked-Spar_13-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-Spar_13-processed-gene-7.22&CDS=1-2121
3396	OG0003396	YMR265C	genemark-Spar_13-processed-gene-7.218-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.218&CDS=1-1347
3397	OG0003397	YMR266W	maker-Spar_13-augustus-gene-7.160-mRNA-1_1&gene=maker-Spar_13-augustus-gene-7.160&CDS=1-3804
3398	OG0003398	YMR268C	genemark-Spar_13-processed-gene-7.219-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.219&CDS=1-1338
3399	OG0003399	YMR269W	genemark-Spar_13-processed-gene-7.187-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.187&CDS=1-633
3400	OG0003400	YMR270C	genemark-Spar_13-processed-gene-7.220-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.220&CDS=1-1095
3401	OG0003401	YMR271C	genemark-Spar_13-processed-gene-7.221-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.221&CDS=1-681
3402	OG0003402	YMR272C	genemark-Spar_13-processed-gene-7.222-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.222&CDS=1-1152
3403	OG0003403	YMR273C	genemark-Spar_13-processed-gene-7.223-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.223&CDS=1-2787
3404	OG0003404	YMR276W	genemark-Spar_13-processed-gene-7.188-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.188&CDS=1-1131
3405	OG0003405	YMR278W	maker-Spar_13-augustus-gene-7.161-mRNA-1_1&gene=maker-Spar_13-augustus-gene-7.161&CDS=1-4050
3406	OG0003406	YMR279C	augustus_masked-Spar_13-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-Spar_13-processed-gene-7.57&CDS=1-1620
3407	OG0003407	YMR280C	genemark-Spar_13-processed-gene-7.227-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.227&CDS=1-4299
3408	OG0003408	YMR281W	augustus_masked-Spar_13-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-Spar_13-processed-gene-7.27&CDS=1-912
3409	OG0003409	YMR283C	genemark-Spar_13-processed-gene-7.228-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.228&CDS=1-3144
3410	OG0003410	YMR284W	genemark-Spar_13-processed-gene-7.192-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.192&CDS=1-1806
3411	OG0003411	YMR285C	genemark-Spar_13-processed-gene-7.229-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.229&CDS=1-1545
3412	OG0003412	YMR286W	snap_masked-Spar_13-processed-gene-7.98-mRNA-1_1&gene=snap_masked-Spar_13-processed-gene-7.98&CDS=1-258
3413	OG0003413	YMR287C	genemark-Spar_13-processed-gene-7.230-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.230&CDS=1-2907
3414	OG0003414	YMR288W	augustus_masked-Spar_13-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-Spar_13-processed-gene-7.30&CDS=1-3921
3415	OG0003415	YMR290C	genemark-Spar_13-processed-gene-7.231-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.231&CDS=1-1515
3416	OG0003416	YMR291W	genemark-Spar_13-processed-gene-7.196-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.196&CDS=1-1758
3417	OG0003417	YMR292W	maker-Spar_13-snap-gene-7.7-mRNA-1_1&gene=maker-Spar_13-snap-gene-7.7&CDS=1-834
3418	OG0003418	YMR293C	genemark-Spar_13-processed-gene-7.232-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.232&CDS=1-1392
3419	OG0003419	YMR294W	genemark-Spar_13-processed-gene-7.197-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.197&CDS=1-1119
3420	OG0003420	YMR296C	maker-Spar_13-augustus-gene-7.168-mRNA-1_1&gene=maker-Spar_13-augustus-gene-7.168&CDS=1-2250
3421	OG0003421	YMR297W	maker-Spar_13-augustus-gene-7.164-mRNA-1_1&gene=maker-Spar_13-augustus-gene-7.164&CDS=1-2037
3422	OG0003422	YMR300C	maker-Spar_13-augustus-gene-7.169-mRNA-1_1&gene=maker-Spar_13-augustus-gene-7.169&CDS=1-2454
3423	OG0003423	YMR301C	genemark-Spar_13-processed-gene-7.237-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.237&CDS=1-2070
3424	OG0003424	YMR302C	snap_masked-Spar_13-processed-gene-7.146-mRNA-1_1&gene=snap_masked-Spar_13-processed-gene-7.146&CDS=1-2550
3425	OG0003425	YMR304W	genemark-Spar_13-processed-gene-7.200-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.200&CDS=1-3690
3426	OG0003426	YMR305C	genemark-Spar_13-processed-gene-7.240-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.240&CDS=1-1173
3427	OG0003427	YMR307W	genemark-Spar_13-processed-gene-7.202-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.202&CDS=1-1671
3428	OG0003428	YMR308C	genemark-Spar_13-processed-gene-7.241-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.241&CDS=1-3267
3429	OG0003429	YMR309C	genemark-Spar_13-processed-gene-7.242-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.242&CDS=1-2436
3430	OG0003430	YMR310C	genemark-Spar_13-processed-gene-7.243-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.243&CDS=1-951
3431	OG0003431	YMR311C	genemark-Spar_13-processed-gene-7.244-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.244&CDS=1-684
3432	OG0003432	YMR312W	genemark-Spar_13-processed-gene-7.203-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.203&CDS=1-822
3433	OG0003433	YMR313C	genemark-Spar_13-processed-gene-7.245-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.245&CDS=1-1926
3434	OG0003434	YMR315W	maker-Spar_13-augustus-gene-7.165-mRNA-1_1&gene=maker-Spar_13-augustus-gene-7.165&CDS=1-1761
3435	OG0003435	YMR316W	genemark-Spar_13-processed-gene-7.206-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.206&CDS=1-1008
3436	OG0003436	YMR317W	snap_masked-Spar_13-processed-gene-7.114-mRNA-1_1&gene=snap_masked-Spar_13-processed-gene-7.114&CDS=1-3810
3437	OG0003437	YMR318C	genemark-Spar_13-processed-gene-7.247-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.247&CDS=1-1080
3438	OG0003438	YMR319C	genemark-Spar_13-processed-gene-7.248-mRNA-1_1&gene=genemark-Spar_13-processed-gene-7.248&CDS=1-1656
3439	OG0003439	YNL001W	genemark-Spar_14-processed-gene-6.165-mRNA-1_1&gene=genemark-Spar_14-processed-gene-6.165&CDS=1-1158
3440	OG0003440	YNL002C	genemark-Spar_14-processed-gene-6.203-mRNA-1_1&gene=genemark-Spar_14-processed-gene-6.203&CDS=1-966
3441	OG0003441	YNL003C	snap_masked-Spar_14-processed-gene-6.115-mRNA-1_1&gene=snap_masked-Spar_14-processed-gene-6.115&CDS=1-852
3442	OG0003442	YNL004W	snap_masked-Spar_14-processed-gene-6.74-mRNA-1_1&gene=snap_masked-Spar_14-processed-gene-6.74&CDS=1-1362
3443	OG0003443	YNL005C	snap_masked-Spar_14-processed-gene-6.78-mRNA-1_1&gene=snap_masked-Spar_14-processed-gene-6.78&CDS=1-1113
3444	OG0003444	YNL006W	genemark-Spar_14-processed-gene-6.159-mRNA-1_1&gene=genemark-Spar_14-processed-gene-6.159&CDS=1-909
3445	OG0003445	YNL007C	genemark-Spar_14-processed-gene-6.162-mRNA-1_1&gene=genemark-Spar_14-processed-gene-6.162&CDS=1-1089
3446	OG0003446	YNL008C	genemark-Spar_14-processed-gene-6.161-mRNA-1_1&gene=genemark-Spar_14-processed-gene-6.161&CDS=1-2028
3447	OG0003447	YNL010W	genemark-Spar_14-processed-gene-6.157-mRNA-1_1&gene=genemark-Spar_14-processed-gene-6.157&CDS=1-723
3448	OG0003448	YNL011C	genemark-Spar_14-processed-gene-6.160-mRNA-1_1&gene=genemark-Spar_14-processed-gene-6.160&CDS=1-1344
3449	OG0003449	YNL016W	genemark-Spar_14-processed-gene-5.90-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.90&CDS=1-1365
3450	OG0003450	YNL020C	genemark-Spar_14-processed-gene-5.105-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.105&CDS=1-1932
3451	OG0003451	YNL021W	genemark-Spar_14-processed-gene-5.89-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.89&CDS=1-2118
3452	OG0003452	YNL022C	augustus_masked-Spar_14-processed-gene-5.143-mRNA-1_1&gene=augustus_masked-Spar_14-processed-gene-5.143&CDS=1-4365
3453	OG0003453	YNL025C	genemark-Spar_14-processed-gene-5.102-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.102&CDS=1-969
3454	OG0003454	YNL026W	genemark-Spar_14-processed-gene-5.88-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.88&CDS=1-1452
3455	OG0003455	YNL027W	genemark-Spar_14-processed-gene-5.87-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.87&CDS=1-2022
3456	OG0003456	YNL032W	genemark-Spar_14-processed-gene-5.85-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.85&CDS=1-843
3457	OG0003457	YNL035C	genemark-Spar_14-processed-gene-5.99-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.99&CDS=1-1167
3458	OG0003458	YNL036W	genemark-Spar_14-processed-gene-5.82-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.82&CDS=1-813
3459	OG0003459	YNL037C	genemark-Spar_14-processed-gene-5.98-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.98&CDS=1-1080
3460	OG0003460	YNL038W	maker-Spar_14-snap-gene-5.8-mRNA-1_1&gene=maker-Spar_14-snap-gene-5.8&CDS=1-714
3461	OG0003461	YNL039W	augustus_masked-Spar_14-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-Spar_14-processed-gene-5.121&CDS=1-3201
3462	OG0003462	YNL041C	genemark-Spar_14-processed-gene-5.97-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.97&CDS=1-2517
3463	OG0003463	YNL042W	genemark-Spar_14-processed-gene-5.78-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.78&CDS=1-1194
3464	OG0003464	YNL045W	augustus_masked-Spar_14-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-Spar_14-processed-gene-5.119&CDS=1-2391
3465	OG0003465	YNL046W	genemark-Spar_14-processed-gene-5.75-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.75&CDS=1-516
3466	OG0003466	YNL047C	genemark-Spar_14-processed-gene-5.95-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.95&CDS=1-1971
3467	OG0003467	YNL048W	genemark-Spar_14-processed-gene-5.74-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.74&CDS=1-1644
3468	OG0003468	YNL050C	snap_masked-Spar_14-processed-gene-5.46-mRNA-1_1&gene=snap_masked-Spar_14-processed-gene-5.46&CDS=1-810
3469	OG0003469	YNL051W	genemark-Spar_14-processed-gene-5.73-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.73&CDS=1-1194
3470	OG0003470	YNL053W	augustus_masked-Spar_14-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-Spar_14-processed-gene-5.116&CDS=1-1959
3471	OG0003471	YNL054W	genemark-Spar_14-processed-gene-5.70-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.70&CDS=1-3567
3472	OG0003472	YNL055C	genemark-Spar_14-processed-gene-5.93-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.93&CDS=1-849
3473	OG0003473	YNL056W	genemark-Spar_14-processed-gene-5.69-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.69&CDS=1-591
3474	OG0003474	YNL058C	genemark-Spar_14-processed-gene-5.92-mRNA-1_1&gene=genemark-Spar_14-processed-gene-5.92&CDS=1-948
