	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035673_Candida_orba
3023	OG0003023	YNR006W	augustus_masked-NODE_51_length_35058_cov_114.576_ID_7027-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_51_length_35058_cov_114.576_ID_7027-processed-gene-0.29&CDS=1-1857
3024	OG0003024	YNR007C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.14&CDS=1-918
3025	OG0003025	YNR008W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-5.13&CDS=1-1959
3026	OG0003026	YNR012W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.38&CDS=1-1524
3027	OG0003027	YNR015W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.42&CDS=1-1176
3028	OG0003028	YNR016C	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.250-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.250&CDS=1-7485
3029	OG0003029	YNR017W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.18&CDS=1-624
3030	OG0003030	YNR018W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.47&CDS=1-660
3031	OG0003031	YNR019W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.46-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.46&CDS=1-1617
3032	OG0003032	YNR020C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.11&CDS=1-723
3033	OG0003033	YNR021W	augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-3.37&CDS=1-1101
3034	OG0003034	YNR022C	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.26&CDS=1-624
3035	OG0003035	YNR023W	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-0.24&CDS=1-1236
3036	OG0003036	YNR029C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-4.73&CDS=1-1185
3037	OG0003037	YNR030W	snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-4.109-mRNA-1_1&gene=snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-4.109&CDS=1-1647
3038	OG0003038	YNR032C-A	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.215&CDS=1-219
3039	OG0003039	YNR032W	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.258-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.258&CDS=1-993
3040	OG0003040	YNR033W	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.257-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.257&CDS=1-2106
3041	OG0003041	YNR035C	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.214-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.214&CDS=1-933
3042	OG0003042	YNR036C	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.210-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.210&CDS=1-537
3043	OG0003043	YNR037C	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.212&CDS=1-282
3044	OG0003044	YNR038W	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.209&CDS=1-1872
3045	OG0003045	YNR039C	augustus_masked-NODE_35_length_75347_cov_123.262_ID_6427-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_35_length_75347_cov_123.262_ID_6427-processed-gene-0.40&CDS=1-1638
3046	OG0003046	YNR041C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.167&CDS=1-1134
3047	OG0003047	YNR043W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.139&CDS=1-1188
3048	OG0003048	YNR046W	augustus_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.192&CDS=1-375
3049	OG0003049	YNR050C	augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-2.88&CDS=1-1347
3050	OG0003050	YNR052C	augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-3.14&CDS=1-1047
3051	OG0003051	YNR053C	augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.45&CDS=1-2391
3052	OG0003052	YNR055C	augustus_masked-NODE_37_length_74221_cov_107.007_ID_6329-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_37_length_74221_cov_107.007_ID_6329-processed-gene-0.71&CDS=1-1698
3053	OG0003053	YOL001W	snap_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.334-mRNA-1_1&gene=snap_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.334&CDS=1-1029
3054	OG0003054	YOL003C	augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_13_length_260485_cov_100.905_ID_4035-processed-gene-0.40&CDS=1-1152
3055	OG0003055	YOL004W	maker-NODE_13_length_260485_cov_100.905_ID_4035-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_13_length_260485_cov_100.905_ID_4035-augustus-gene-0.4&CDS=1-4194
3056	OG0003056	YOL005C	maker-NODE_13_length_260485_cov_100.905_ID_4035-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_13_length_260485_cov_100.905_ID_4035-augustus-gene-0.6&CDS=1-360
3057	OG0003057	YOL006C	maker-NODE_9_length_313077_cov_99.8199_ID_3981-augustus-gene-2.4-mRNA-1_1&gene=maker-NODE_9_length_313077_cov_99.8199_ID_3981-augustus-gene-2.4&CDS=1-2241
3058	OG0003058	YOL009C	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.31&CDS=1-708
3059	OG0003059	YOL010W	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.30&CDS=1-1089
3060	OG0003060	YOL013C	maker-NODE_27_length_98002_cov_109.544_ID_4797-augustus-gene-0.74-mRNA-1_1&gene=maker-NODE_27_length_98002_cov_109.544_ID_4797-augustus-gene-0.74&CDS=1-1470
3061	OG0003061	YOL016C	augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_28_length_96598_cov_100.004_ID_8157-processed-gene-0.84&CDS=1-1251
3062	OG0003062	YOL018C	augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_6_length_487625_cov_118.973_ID_12440-processed-gene-1.84&CDS=1-1146
3063	OG0003063	YOL021C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-0.78&CDS=1-2847
3064	OG0003064	YOL022C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.120&CDS=1-1203
3065	OG0003065	YOL023W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.142&CDS=1-2016
3066	OG0003066	YOL030W	snap_masked-NODE_39_length_72524_cov_94.9443_ID_5361-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_39_length_72524_cov_94.9443_ID_5361-processed-gene-0.17&CDS=1-1419
3067	OG0003067	YOL031C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.113&CDS=1-1191
3068	OG0003068	YOL032W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.116&CDS=1-624
3069	OG0003069	YOL033W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.131&CDS=1-1569
3070	OG0003070	YOL034W	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.109&CDS=1-3249
3071	OG0003071	YOL038W	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-4.88&CDS=1-714
3072	OG0003072	YOL039W	genemark-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.92&CDS=1-324
3073	OG0003073	YOL040C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-0.112&CDS=1-429
3074	OG0003074	YOL041C	augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_11_length_294616_cov_95.1537_ID_5041-processed-gene-1.112&CDS=1-1371
3075	OG0003075	YOL042W	snap_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-1.11&CDS=1-1266
3076	OG0003076	YOL049W	maker-NODE_4_length_747051_cov_106.202_ID_3507-augustus-gene-4.81-mRNA-1_1&gene=maker-NODE_4_length_747051_cov_106.202_ID_3507-augustus-gene-4.81&CDS=1-2889
3077	OG0003077	YOL051W	augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-1.63&CDS=1-3567
3078	OG0003078	YOL052C	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-1.135&CDS=1-1176
3079	OG0003079	YOL054W	maker-NODE_3_length_795162_cov_96.8679_ID_4511-augustus-gene-4.156-mRNA-1_1&gene=maker-NODE_3_length_795162_cov_96.8679_ID_4511-augustus-gene-4.156&CDS=1-996
3080	OG0003080	YOL057W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-4.52&CDS=1-2052
3081	OG0003081	YOL058W	augustus_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.235-mRNA-1_1&gene=augustus_masked-NODE_20_length_154965_cov_99.9354_ID_4845-processed-gene-0.235&CDS=1-1254
3082	OG0003082	YOL060C	augustus_masked-NODE_24_length_122096_cov_96.048_ID_6063-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_24_length_122096_cov_96.048_ID_6063-processed-gene-0.129&CDS=1-1887
3083	OG0003083	YOL061W	augustus_masked-NODE_24_length_122096_cov_96.048_ID_6063-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-NODE_24_length_122096_cov_96.048_ID_6063-processed-gene-0.181&CDS=1-1236
3084	OG0003084	YOL064C	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-2.96&CDS=1-1053
3085	OG0003085	YOL065C	augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-NODE_3_length_795162_cov_96.8679_ID_4511-processed-gene-4.82&CDS=1-1011
3086	OG0003086	YOL067C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.137&CDS=1-633
3087	OG0003087	YOL069W	snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.216-mRNA-1_1&gene=snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.216&CDS=1-1350
3088	OG0003088	YOL070C	snap_masked-NODE_29_length_91889_cov_116.398_ID_4951-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_29_length_91889_cov_116.398_ID_4951-processed-gene-0.95&CDS=1-1848
3089	OG0003089	YOL071W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.98&CDS=1-444
3090	OG0003090	YOL072W	maker-NODE_20_length_154965_cov_99.9354_ID_4845-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_20_length_154965_cov_99.9354_ID_4845-snap-gene-0.0&CDS=1-1347
3091	OG0003091	YOL073C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-6.51&CDS=1-582
3092	OG0003092	YOL076W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.62-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.62&CDS=1-2358
3093	OG0003093	YOL077C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.36&CDS=1-864
3094	OG0003094	YOL077W-A	maker-NODE_1_length_1126442_cov_101.118_ID_7379-augustus-gene-10.145-mRNA-1_1&gene=maker-NODE_1_length_1126442_cov_101.118_ID_7379-augustus-gene-10.145&CDS=1-207
3095	OG0003095	YOL078W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.37&CDS=1-2769
3096	OG0003096	YOL080C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.50-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.50&CDS=1-816
3097	OG0003097	YOL086W-A	genemark-NODE_154_length_498_cov_1.24814_ID_9618-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_154_length_498_cov_1.24814_ID_9618-processed-gene-0.1&CDS=1-267
3098	OG0003098	YOL087C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.27&CDS=1-2418
3099	OG0003099	YOL090W	augustus_masked-NODE_46_length_56858_cov_116.839_ID_13019-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_46_length_56858_cov_116.839_ID_13019-processed-gene-0.7&CDS=1-2622
3100	OG0003100	YOL093W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.24&CDS=1-1002
3101	OG0003101	YOL094C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.54-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.54&CDS=1-972
3102	OG0003102	YOL095C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.52-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.52&CDS=1-2127
3103	OG0003103	YOL096C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.31&CDS=1-924
3104	OG0003104	YOL097C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.48-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.48&CDS=1-1284
3105	OG0003105	YOL098C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-4.72&CDS=1-3126
3106	OG0003106	YOL102C	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-10.20&CDS=1-624
3107	OG0003107	YOL107W	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.129&CDS=1-1014
3108	OG0003108	YOL108C	snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.6-mRNA-1_1&gene=snap_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-5.6&CDS=1-321
3109	OG0003109	YOL110W	maker-NODE_4_length_747051_cov_106.202_ID_3507-augustus-gene-6.0-mRNA-1_1&gene=maker-NODE_4_length_747051_cov_106.202_ID_3507-augustus-gene-6.0&CDS=1-654
3110	OG0003110	YOL111C	augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-NODE_4_length_747051_cov_106.202_ID_3507-processed-gene-6.92&CDS=1-570
3111	OG0003111	YOL114C	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.132&CDS=1-516
3112	OG0003112	YOL115W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.157&CDS=1-1827
3113	OG0003113	YOL116W	augustus_masked-NODE_25_length_116563_cov_99.0617_ID_5091-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_25_length_116563_cov_99.0617_ID_5091-processed-gene-0.96&CDS=1-1314
3114	OG0003114	YOL123W	augustus_masked-NODE_25_length_116563_cov_99.0617_ID_5091-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_25_length_116563_cov_99.0617_ID_5091-processed-gene-0.97&CDS=1-1395
3115	OG0003115	YOL124C	augustus_masked-NODE_25_length_116563_cov_99.0617_ID_5091-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_25_length_116563_cov_99.0617_ID_5091-processed-gene-0.72&CDS=1-1332
3116	OG0003116	YOL127W	augustus_masked-NODE_22_length_129868_cov_101.505_ID_8768-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_22_length_129868_cov_101.505_ID_8768-processed-gene-0.168&CDS=1-945
3117	OG0003117	YOL129W	maker-NODE_22_length_129868_cov_101.505_ID_8768-augustus-gene-0.172-mRNA-1_1&gene=maker-NODE_22_length_129868_cov_101.505_ID_8768-augustus-gene-0.172&CDS=1-1554
3118	OG0003118	YOL132W	maker-NODE_20_length_154965_cov_99.9354_ID_4845-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_20_length_154965_cov_99.9354_ID_4845-snap-gene-0.1&CDS=1-1374
3119	OG0003119	YOL133W	maker-NODE_27_length_98002_cov_109.544_ID_4797-augustus-gene-0.73-mRNA-1_1&gene=maker-NODE_27_length_98002_cov_109.544_ID_4797-augustus-gene-0.73&CDS=1-357
3120	OG0003120	YOL135C	augustus_masked-NODE_27_length_98002_cov_109.544_ID_4797-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_27_length_98002_cov_109.544_ID_4797-processed-gene-0.176&CDS=1-738
3121	OG0003121	YOL137W	augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_7_length_434895_cov_99.951_ID_2823-processed-gene-2.57&CDS=1-1431
3122	OG0003122	YOL138C	augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.30&CDS=1-3381
3123	OG0003123	YOL139C	augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.31&CDS=1-636
3124	OG0003124	YOL140W	augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_8_length_374696_cov_108.641_ID_4549-processed-gene-2.36&CDS=1-1263
3125	OG0003125	YOL141W	snap_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-0.108&CDS=1-2046
3126	OG0003126	YOL142W	augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-0.62&CDS=1-699
3127	OG0003127	YOL143C	augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_10_length_310917_cov_107.48_ID_4357-processed-gene-2.63&CDS=1-498
3128	OG0003128	YOL144W	augustus_masked-NODE_19_length_157058_cov_101.046_ID_5644-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_19_length_157058_cov_101.046_ID_5644-processed-gene-0.94&CDS=1-1542
3129	OG0003129	YOL145C	augustus_masked-NODE_19_length_157058_cov_101.046_ID_5644-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_19_length_157058_cov_101.046_ID_5644-processed-gene-0.128&CDS=1-3141
3130	OG0003130	YOL146W	augustus_masked-NODE_19_length_157058_cov_101.046_ID_5644-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_19_length_157058_cov_101.046_ID_5644-processed-gene-0.93&CDS=1-576
3131	OG0003131	YOL147C	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.44&CDS=1-684
3132	OG0003132	YOL148C	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.43&CDS=1-1482
3133	OG0003133	YOL149W	augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_9_length_313077_cov_99.8199_ID_3981-processed-gene-2.14&CDS=1-477
3134	OG0003134	YOL154W	augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-NODE_1_length_1126442_cov_101.118_ID_7379-processed-gene-1.159&CDS=1-864
3135	OG0003135	YOL162W	augustus_masked-NODE_22_length_129868_cov_101.505_ID_8768-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_22_length_129868_cov_101.505_ID_8768-processed-gene-0.140&CDS=1-474
3136	OG0003136	YOL163W	augustus_masked-NODE_22_length_129868_cov_101.505_ID_8768-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_22_length_129868_cov_101.505_ID_8768-processed-gene-0.139&CDS=1-1140
3137	OG0003137	YOR001W	snap_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.210-mRNA-1_1&gene=snap_masked-NODE_14_length_242154_cov_107.613_ID_3890-processed-gene-1.210&CDS=1-2214
3138	OG0003138	YOR002W	augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.256-mRNA-1_1&gene=augustus_masked-NODE_12_length_290256_cov_93.4947_ID_2939-processed-gene-1.256&CDS=1-1650
3139	OG0003139	YOR004W	augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-NODE_2_length_988990_cov_98.9605_ID_6788-processed-gene-1.159&CDS=1-780
3140	OG0003140	YOR005C	augustus_masked-NODE_18_length_183053_cov_97.7767_ID_4463-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_18_length_183053_cov_97.7767_ID_4463-processed-gene-0.28&CDS=1-2913
