	OrthologID	Candida_carpophila	Saccharomyces_cerevisiae
2723	OG0002723	-processed-gene-3.130-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.130&CDS=1-1788	YIL116W
2724	OG0002724	-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.84&CDS=1-4005	YJL093C
2725	OG0002725	-processed-gene-3.135-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.135&CDS=1-1671	YKL191W
2726	OG0002726	-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.109&CDS=1-2286	YLR427W
2727	OG0002727	-processed-gene-3.163-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.163&CDS=1-753	YER163C
2728	OG0002728	-processed-gene-3.137-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.137&CDS=1-2742	YLR138W
2729	OG0002729	-processed-gene-3.164-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.164&CDS=1-1296	YLR438W
2730	OG0002730	-processed-gene-3.138-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.138&CDS=1-399	YLR437C
2731	OG0002731	-processed-gene-3.139-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.139&CDS=1-1536	YLR443W
2732	OG0002732	-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.91&CDS=1-1113	YML066C
2733	OG0002733	-processed-gene-3.165-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.165&CDS=1-1311	YLR303W
2734	OG0002734	-processed-gene-3.166-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.166&CDS=1-1296	YDL084W
2735	OG0002735	-processed-gene-3.167-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.167&CDS=1-828	YER023W
2736	OG0002736	-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.92&CDS=1-3891	YJR121W
2737	OG0002737	-processed-gene-3.144-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.144&CDS=1-1326	YJR117W
2738	OG0002738	-processed-gene-3.168-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.168&CDS=1-714	YDL087C
2739	OG0002739	-processed-gene-3.146-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.146&CDS=1-1083	YDR047W
2740	OG0002740	-processed-gene-3.147-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.147&CDS=1-1803	YDR049W
2741	OG0002741	-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.97&CDS=1-4233	YMR259C
2742	OG0002742	-processed-gene-3.149-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.149&CDS=1-978	YBR065C
2743	OG0002743	-processed-gene-3.150-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.150&CDS=1-690	YBR070C
2744	OG0002744	-processed-gene-3.171-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.171&CDS=1-303	YDR045C
2745	OG0002745	-processed-gene-3.152-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.152&CDS=1-2325	YBR060C
2746	OG0002746	-processed-gene-3.55-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.55&CDS=1-2766	YNL313C
2747	OG0002747	-processed-gene-3.173-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.173&CDS=1-459	YMR260C
2748	OG0002748	-processed-gene-3.157-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.157&CDS=1-909	YML112W
2749	OG0002749	-processed-gene-3.158-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.158&CDS=1-1008	YMR262W
2750	OG0002750	-processed-gene-3.175-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.175&CDS=1-744	YDR050C
2751	OG0002751	-augustus-gene-3.22-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-augustus-gene-3.22&CDS=1-1986	YDR051C
2752	OG0002752	-processed-gene-3.159-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-3.159&CDS=1-1758	YDR037W
2753	OG0002753	-processed-gene-4.47-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.47&CDS=1-879	YBR061C
2754	OG0002754	-processed-gene-4.46-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.46&CDS=1-729	YDR041W
2755	OG0002755	-processed-gene-4.48-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.48&CDS=1-588	YBR062C
2756	OG0002756	-processed-gene-4.52-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.52&CDS=1-1800	YOR205C
2757	OG0002757	-processed-gene-4.82-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.82&CDS=1-852	YCR015C
2758	OG0002758	-processed-gene-4.56-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.56&CDS=1-975	YCR016W
2759	OG0002759	-processed-gene-4.151-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.151&CDS=1-2040	YDR234W
2760	OG0002760	-processed-gene-4.59-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.59&CDS=1-1134	YMR272C
2761	OG0002761	-processed-gene-4.85-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.85&CDS=1-801	YML105C
2762	OG0002762	-processed-gene-4.87-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.87&CDS=1-3279	YPL160W
2763	OG0002763	-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.34&CDS=1-2658	YMR268C
2764	OG0002764	-augustus-gene-4.102-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-augustus-gene-4.102&CDS=1-3906	YMR269W
2765	OG0002765	-processed-gene-4.64-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.64&CDS=1-687	YFL010C
2766	OG0002766	-processed-gene-4.89-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.89&CDS=1-615	YFL005W
2767	OG0002767	-processed-gene-4.90-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.90&CDS=1-1764	YLR060W
2768	OG0002768	-processed-gene-4.91-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.91&CDS=1-2826	YFL034W
2769	OG0002769	-processed-gene-4.135-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.135&CDS=1-954	YLR063W
2770	OG0002770	-processed-gene-4.92-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.92&CDS=1-996	YPL015C
2771	OG0002771	-augustus-gene-4.103-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-augustus-gene-4.103&CDS=1-4446	YPL009C
2772	OG0002772	-processed-gene-4.94-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.94&CDS=1-903	YNL229C
2773	OG0002773	-snap-gene-4.112-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-snap-gene-4.112&CDS=1-2145	YIL061C
2774	OG0002774	-processed-gene-4.97-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.97&CDS=1-711	YIL064W
2775	OG0002775	-processed-gene-4.75-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.75&CDS=1-1248	YBR195C
2776	OG0002776	-processed-gene-4.98-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.98&CDS=1-702	YPL078C
2777	OG0002777	-snap-gene-4.113-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-snap-gene-4.113&CDS=1-2574	YKL174C
2778	OG0002778	-processed-gene-4.78-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.78&CDS=1-459	YJL143W
2779	OG0002779	-augustus-gene-4.107-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-augustus-gene-4.107&CDS=1-2832	YJL141C
2780	OG0002780	-processed-gene-4.81-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-4.81&CDS=1-2886	YKL173W
2781	OG0002781	-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.4&CDS=1-1392	YGL250W
2782	OG0002782	-processed-gene-5.51-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.51&CDS=1-2064	YJL176C
2783	OG0002783	-processed-gene-5.52-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.52&CDS=1-1047	YJL167W
2784	OG0002784	-processed-gene-5.108-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.108&CDS=1-975	YBR187W
2785	OG0002785	-processed-gene-5.71-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.71&CDS=1-642	YBR193C
2786	OG0002786	-processed-gene-5.72-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.72&CDS=1-1113	YBR192W
2787	OG0002787	-processed-gene-5.73-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.73&CDS=1-5682	YPL082C
2788	OG0002788	-processed-gene-5.56-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.56&CDS=1-1539	YOR241W
2789	OG0002789	-processed-gene-5.79-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.79&CDS=1-2511	YPL150W
2790	OG0002790	-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.10&CDS=1-2463	YPL029W
2791	OG0002791	-processed-gene-5.59-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.59&CDS=1-1011	YOR246C
2792	OG0002792	-processed-gene-5.82-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.82&CDS=1-1200	YPL028W
2793	OG0002793	-processed-gene-5.60-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.60&CDS=1-633	YPL041C
2794	OG0002794	-processed-gene-5.83-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.83&CDS=1-1233	YMR139W
2795	OG0002795	-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.31&CDS=1-2274	YPL042C
2796	OG0002796	-processed-gene-5.87-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.87&CDS=1-1116	YLR056W
2797	OG0002797	-processed-gene-5.88-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.88&CDS=1-1110	YDL205C
2798	OG0002798	-snap-gene-5.171-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-snap-gene-5.171&CDS=1-5415	YPL022W
2799	OG0002799	-processed-gene-5.120-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.120&CDS=1-528	YPL024W
2800	OG0002800	-augustus-gene-5.166-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-augustus-gene-5.166&CDS=1-2703	YPL023C
2801	OG0002801	-processed-gene-5.93-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.93&CDS=1-2526	YCL030C
2802	OG0002802	-processed-gene-5.94-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.94&CDS=1-1824	YDR244W
2803	OG0002803	-augustus-gene-5.167-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-augustus-gene-5.167&CDS=1-5160	YPL016W
2804	OG0002804	-processed-gene-5.97-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.97&CDS=1-1056	YDR245W
2805	OG0002805	-processed-gene-5.98-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.98&CDS=1-1020	YDR265W
2806	OG0002806	-processed-gene-5.99-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.99&CDS=1-2037	YDR419W
2807	OG0002807	-processed-gene-5.100-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.100&CDS=1-1446	YGL160W
2808	OG0002808	-processed-gene-5.101-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.101&CDS=1-1293	YOL016C
2809	OG0002809	-processed-gene-5.126-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.126&CDS=1-2736	YKL176C
2810	OG0002810	-processed-gene-5.68-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.68&CDS=1-2133	YJL168C
2811	OG0002811	-processed-gene-5.102-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.102&CDS=1-1152	YDL022W
2812	OG0002812	-processed-gene-5.69-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.69&CDS=1-912	YNL097C
2813	OG0002813	-processed-gene-5.129-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.129&CDS=1-711	YOR101W
2814	OG0002814	-processed-gene-5.104-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-5.104&CDS=1-423	YOR103C
2815	OG0002815	-processed-gene-6.102-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.102&CDS=1-585	YNL099C
2816	OG0002816	-processed-gene-6.104-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.104&CDS=1-480	YIR037W
2817	OG0002817	-processed-gene-6.106-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.106&CDS=1-1197	YLR355C
2818	OG0002818	-processed-gene-6.109-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.109&CDS=1-774	YGR053C
2819	OG0002819	-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.64&CDS=1-6618	YIL107C
2820	OG0002820	-processed-gene-6.136-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.136&CDS=1-2754	YCR030C
2821	OG0002821	-processed-gene-6.112-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.112&CDS=1-1533	YNL142W
2822	OG0002822	-processed-gene-6.116-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.116&CDS=1-4251	YGL131C
2823	OG0002823	-processed-gene-6.117-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.117&CDS=1-1341	YGL130W
2824	OG0002824	-processed-gene-6.137-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.137&CDS=1-390	YNL153C
2825	OG0002825	-processed-gene-6.118-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.118&CDS=1-1197	YGR111W
2826	OG0002826	-processed-gene-6.139-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.139&CDS=1-441	YGL096W
2827	OG0002827	-processed-gene-6.140-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.140&CDS=1-1809	YJL085W
2828	OG0002828	-processed-gene-6.119-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.119&CDS=1-2394	YJL087C
2829	OG0002829	-processed-gene-6.120-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.120&CDS=1-999	YER142C
2830	OG0002830	-processed-gene-6.122-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.122&CDS=1-1239	YDR083W
2831	OG0002831	-augustus-gene-6.0-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-augustus-gene-6.0&CDS=1-4254	YER125W
2832	OG0002832	-processed-gene-6.126-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.126&CDS=1-930	YPR023C
2833	OG0002833	-processed-gene-6.29-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.29&CDS=1-549	YDL217C
2834	OG0002834	-processed-gene-6.128-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.128&CDS=1-1062	YNL141W
2835	OG0002835	-processed-gene-6.148-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.148&CDS=1-456	YBL078C
2836	OG0002836	-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.82&CDS=1-1509	YBL080C
2837	OG0002837	-processed-gene-6.149-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.149&CDS=1-1128	YKL178C
2838	OG0002838	-augustus-gene-6.3-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-augustus-gene-6.3&CDS=1-4506	YER110C
2839	OG0002839	-processed-gene-6.131-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.131&CDS=1-708	YDR020C
2840	OG0002840	-processed-gene-6.152-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.152&CDS=1-4266	YBL079W
2841	OG0002841	-processed-gene-6.132-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.132&CDS=1-1209	YDR415C
2842	OG0002842	-processed-gene-6.153-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-6.153&CDS=1-405	YCR028C-A
2843	OG0002843	-augustus-gene-6.1-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-augustus-gene-6.1&CDS=1-1965	YBR283C
2844	OG0002844	-processed-gene-7.116-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.116&CDS=1-1764	YOL115W
2845	OG0002845	-processed-gene-7.117-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.117&CDS=1-1989	YJL057C
2846	OG0002846	-processed-gene-7.15-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.15&CDS=1-3711	YBR275C
2847	OG0002847	-processed-gene-7.112-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.112&CDS=1-522	YOL149W
2848	OG0002848	-processed-gene-7.113-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.113&CDS=1-2142	YOL148C
2849	OG0002849	-processed-gene-7.114-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.114&CDS=1-687	YCR020C
2850	OG0002850	-processed-gene-7.124-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.124&CDS=1-954	YBR037C
2851	OG0002851	-processed-gene-7.12-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.12&CDS=1-1776	YHL039W
2852	OG0002852	-processed-gene-7.143-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.143&CDS=1-573	YBR106W
2853	OG0002853	-augustus-gene-7.0-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-augustus-gene-7.0&CDS=1-1908	YMR022W
2854	OG0002854	-processed-gene-7.127-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.127&CDS=1-426	YPL225W
2855	OG0002855	-processed-gene-7.25-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.25&CDS=1-1764	YMR029C
2856	OG0002856	-processed-gene-7.129-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.129&CDS=1-4152	YPL226W
2857	OG0002857	-processed-gene-7.130-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.130&CDS=1-2583	YML093W
2858	OG0002858	-processed-gene-7.145-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.145&CDS=1-1674	YML086C
2859	OG0002859	-processed-gene-7.29-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.29&CDS=1-2088	YNL258C
2860	OG0002860	-processed-gene-7.147-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.147&CDS=1-447	YNL260C
2861	OG0002861	-processed-gene-7.31-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.31&CDS=1-1053	YHR156C
2862	OG0002862	-augustus-gene-7.4-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-augustus-gene-7.4&CDS=1-8058	YNL262W
2863	OG0002863	-processed-gene-7.150-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.150&CDS=1-888	YNL263C
2864	OG0002864	-processed-gene-7.135-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.135&CDS=1-1416	YBR126C
2865	OG0002865	-processed-gene-7.51-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.51&CDS=1-1125	YBR125C
2866	OG0002866	-processed-gene-7.137-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.137&CDS=1-1137	YPR084W
2867	OG0002867	-processed-gene-7.139-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.139&CDS=1-1539	YBR127C
2868	OG0002868	-processed-gene-7.37-mRNA-1_1&gene=snap_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.37&CDS=1-3279	YER176W
2869	OG0002869	-processed-gene-7.154-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.154&CDS=1-1800	YBR200W
2870	OG0002870	-processed-gene-7.157-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-7.157&CDS=1-870	YCL009C
2871	OG0002871	-processed-gene-8.139-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.139&CDS=1-1701	YNL115C
2872	OG0002872	-processed-gene-8.112-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.112&CDS=1-969	YGL212W
2873	OG0002873	-processed-gene-8.140-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.140&CDS=1-1281	YER152C
2874	OG0002874	-processed-gene-8.141-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.141&CDS=1-1323	YNL206C
2875	OG0002875	-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.67&CDS=1-2157	YER151C
2876	OG0002876	-processed-gene-8.144-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.144&CDS=1-2265	YNL221C
2877	OG0002877	-processed-gene-8.145-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.145&CDS=1-669	YNL222W
2878	OG0002878	-processed-gene-8.146-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.146&CDS=1-1206	YNL223W
2879	OG0002879	-processed-gene-8.115-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.115&CDS=1-2217	YNL224C
2880	OG0002880	-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.98&CDS=1-3228	YNL227C
2881	OG0002881	-processed-gene-8.117-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.117&CDS=1-1578	YER087W
2882	OG0002882	-processed-gene-8.118-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.118&CDS=1-1653	YBL051C
2883	OG0002883	-processed-gene-8.150-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.150&CDS=1-1098	YBL055C
2884	OG0002884	-augustus-gene-8.1-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-augustus-gene-8.1&CDS=1-1044	YBL057C
2885	OG0002885	-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.101&CDS=1-5634	YER090W
2886	OG0002886	-augustus-gene-8.5-mRNA-1_1&gene=maker-gi|1002316129|dbj|BCGK01000001.1|-augustus-gene-8.5&CDS=1-2094	YDL178W
2887	OG0002887	-processed-gene-8.123-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.123&CDS=1-396	YKL170W
2888	OG0002888	-processed-gene-8.124-mRNA-1_1&gene=genemark-gi|1002316129|dbj|BCGK01000001.1|-processed-gene-8.124&CDS=1-2157	YIL078W
