	OrthologID	Lachancea_nothofagi	Saccharomyces_cerevisiae
3376	OG0003376	snap_masked-LANO0H-processed-gene-2.72-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.72&CDS=1-768	YLR329W
3377	OG0003377	augustus_masked-LANO0H-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-2.97&CDS=1-1926	YMR119W
3378	OG0003378	snap_masked-LANO0H-processed-gene-2.73-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.73&CDS=1-1779	YMR120C
3379	OG0003379	snap_masked-LANO0H-processed-gene-2.52-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.52&CDS=1-375	YMR123W
3380	OG0003380	augustus_masked-LANO0H-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-2.100&CDS=1-2970	YMR124W
3381	OG0003381	snap_masked-LANO0H-processed-gene-2.54-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.54&CDS=1-2553	YMR125W
3382	OG0003382	snap_masked-LANO0H-processed-gene-2.77-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.77&CDS=1-987	YMR126C
3383	OG0003383	snap_masked-LANO0H-processed-gene-2.55-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.55&CDS=1-3420	YLR032W
3384	OG0003384	snap_masked-LANO0H-processed-gene-2.78-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.78&CDS=1-987	YMR127C
3385	OG0003385	snap_masked-LANO0H-processed-gene-2.56-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.56&CDS=1-3816	YMR128W
3386	OG0003386	augustus_masked-LANO0H-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-2.104&CDS=1-1497	YLR033W
3387	OG0003387	snap_masked-LANO0H-processed-gene-2.58-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.58&CDS=1-3870	YMR129W
3388	OG0003388	snap_masked-LANO0H-processed-gene-2.60-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.60&CDS=1-681	YMR130W
3389	OG0003389	snap_masked-LANO0H-processed-gene-2.80-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.80&CDS=1-246	YLR038C
3390	OG0003390	augustus_masked-LANO0H-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-2.124&CDS=1-2991	YLR039C
3391	OG0003391	snap_masked-LANO0H-processed-gene-2.82-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.82&CDS=1-1587	YMR131C
3392	OG0003392	snap_masked-LANO0H-processed-gene-2.83-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.83&CDS=1-585	YMR132C
3393	OG0003393	snap_masked-LANO0H-processed-gene-2.61-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.61&CDS=1-1449	YMR133W
3394	OG0003394	snap_masked-LANO0H-processed-gene-2.62-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.62&CDS=1-780	YMR134W
3395	OG0003395	snap_masked-LANO0H-processed-gene-2.84-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.84&CDS=1-1158	YMR135C
3396	OG0003396	snap_masked-LANO0H-processed-gene-2.85-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.85&CDS=1-1983	YMR137C
3397	OG0003397	snap_masked-LANO0H-processed-gene-2.64-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.64&CDS=1-567	YMR138W
3398	OG0003398	snap_masked-LANO0H-processed-gene-2.65-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.65&CDS=1-1008	YDL078C
3399	OG0003399	genemark-LANO0H-processed-gene-2.24-mRNA-1_1&gene=genemark-LANO0H-processed-gene-2.24&CDS=1-1971	YHR137W
3400	OG0003400	snap_masked-LANO0H-processed-gene-2.86-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.86&CDS=1-249	YHR138C
3401	OG0003401	snap_masked-LANO0H-processed-gene-2.87-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-2.87&CDS=1-1488	YNL142W
3402	OG0003402	snap_masked-LANO0H-processed-gene-3.44-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.44&CDS=1-663	YHR140W
3403	OG0003403	genemark-LANO0H-processed-gene-3.3-mRNA-1_1&gene=genemark-LANO0H-processed-gene-3.3&CDS=1-2217	YNL161W
3404	OG0003404	snap_masked-LANO0H-processed-gene-3.45-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.45&CDS=1-951	YHR142W
3405	OG0003405	snap_masked-LANO0H-processed-gene-3.46-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.46&CDS=1-3318	YNL163C
3406	OG0003406	snap_masked-LANO0H-processed-gene-3.49-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.49&CDS=1-903	YNL164C
3407	OG0003407	snap_masked-LANO0H-processed-gene-3.50-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.50&CDS=1-927	YHR143W
3408	OG0003408	snap_masked-LANO0H-processed-gene-3.73-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.73&CDS=1-1131	YNL165W
3409	OG0003409	snap_masked-LANO0H-processed-gene-3.51-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.51&CDS=1-1071	YNL166C
3410	OG0003410	snap_masked-LANO0H-processed-gene-3.52-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.52&CDS=1-210	YHR143W-A
3411	OG0003411	snap_masked-LANO0H-processed-gene-3.53-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.53&CDS=1-1944	YNL167C
3412	OG0003412	snap_masked-LANO0H-processed-gene-3.54-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.54&CDS=1-777	YNL168C
3413	OG0003413	snap_masked-LANO0H-processed-gene-3.75-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.75&CDS=1-969	YHR144C
3414	OG0003414	snap_masked-LANO0H-processed-gene-3.56-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.56&CDS=1-1491	YNL169C
3415	OG0003415	snap_masked-LANO0H-processed-gene-3.76-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.76&CDS=1-5181	YNL172W
3416	OG0003416	snap_masked-LANO0H-processed-gene-3.58-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.58&CDS=1-1209	YNL175C
3417	OG0003417	snap_masked-LANO0H-processed-gene-3.60-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.60&CDS=1-906	YNL177C
3418	OG0003418	snap_masked-LANO0H-processed-gene-3.77-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.77&CDS=1-573	YDL212W
3419	OG0003419	snap_masked-LANO0H-processed-gene-3.78-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.78&CDS=1-744	YNL178W
3420	OG0003420	snap_masked-LANO0H-processed-gene-3.61-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.61&CDS=1-780	YNL180C
3421	OG0003421	snap_masked-LANO0H-processed-gene-3.80-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.80&CDS=1-1155	YNL181W
3422	OG0003422	snap_masked-LANO0H-processed-gene-3.62-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.62&CDS=1-1497	YNL182C
3423	OG0003423	snap_masked-LANO0H-processed-gene-3.63-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.63&CDS=1-636	YDL213C
3424	OG0003424	snap_masked-LANO0H-processed-gene-3.64-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.64&CDS=1-2280	YNL183C
3425	OG0003425	snap_masked-LANO0H-processed-gene-3.65-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.65&CDS=1-447	YNL185C
3426	OG0003426	snap_masked-LANO0H-processed-gene-3.82-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.82&CDS=1-2244	YNL186W
3427	OG0003427	snap_masked-LANO0H-processed-gene-3.66-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.66&CDS=1-3177	YDL215C
3428	OG0003428	augustus_masked-LANO0H-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-3.110&CDS=1-966	YDL216C
3429	OG0003429	snap_masked-LANO0H-processed-gene-3.83-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.83&CDS=1-1284	YNL187W
3430	OG0003430	snap_masked-LANO0H-processed-gene-3.67-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.67&CDS=1-588	YDL217C
3431	OG0003431	snap_masked-LANO0H-processed-gene-3.85-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.85&CDS=1-1623	YNL189W
3432	OG0003432	snap_masked-LANO0H-processed-gene-3.87-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.87&CDS=1-1188	YDL218W
3433	OG0003433	snap_masked-LANO0H-processed-gene-3.90-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.90&CDS=1-1548	YNL193W
3434	OG0003434	snap_masked-LANO0H-processed-gene-3.68-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.68&CDS=1-2748	YDL220C
3435	OG0003435	snap_masked-LANO0H-processed-gene-3.72-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-3.72&CDS=1-1860	YNL197C
3436	OG0003436	snap_masked-LANO0H-processed-gene-4.85-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.85&CDS=1-1644	YDL225W
3437	OG0003437	snap_masked-LANO0H-processed-gene-4.82-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.82&CDS=1-1302	YNL199C
3438	OG0003438	snap_masked-LANO0H-processed-gene-4.83-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.83&CDS=1-729	YNL200C
3439	OG0003439	snap_masked-LANO0H-processed-gene-4.84-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.84&CDS=1-2370	YNL201C
3440	OG0003440	snap_masked-LANO0H-processed-gene-4.86-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.86&CDS=1-870	YNL202W
3441	OG0003441	snap_masked-LANO0H-processed-gene-4.87-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.87&CDS=1-1095	YDL226C
3442	OG0003442	snap_masked-LANO0H-processed-gene-4.88-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.88&CDS=1-1365	YNL206C
3443	OG0003443	snap_masked-LANO0H-processed-gene-4.107-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.107&CDS=1-1272	YNL207W
3444	OG0003444	augustus_masked-LANO0H-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-4.64&CDS=1-984	YNL210W
3445	OG0003445	snap_masked-LANO0H-processed-gene-4.111-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.111&CDS=1-951	YDL230W
3446	OG0003446	snap_masked-LANO0H-processed-gene-4.89-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.89&CDS=1-3186	YDL231C
3447	OG0003447	snap_masked-LANO0H-processed-gene-4.112-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.112&CDS=1-2427	YNL212W
3448	OG0003448	augustus_masked-LANO0H-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-4.47&CDS=1-558	YNL213C
3449	OG0003449	augustus_masked-LANO0H-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-4.67&CDS=1-636	YNL214W
3450	OG0003450	augustus_masked-LANO0H-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-4.68&CDS=1-1725	YDL233W
3451	OG0003451	augustus_masked-LANO0H-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-4.69&CDS=1-726	YNL215W
3452	OG0003452	snap_masked-LANO0H-processed-gene-4.91-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.91&CDS=1-2253	YDL234C
3453	OG0003453	snap_masked-LANO0H-processed-gene-4.116-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.116&CDS=1-2223	YNL216W
3454	OG0003454	augustus_masked-LANO0H-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-4.71&CDS=1-936	YNL217W
3455	OG0003455	snap_masked-LANO0H-processed-gene-4.92-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.92&CDS=1-414	YDL235C
3456	OG0003456	snap_masked-LANO0H-processed-gene-4.118-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.118&CDS=1-1635	YNL218W
3457	OG0003457	snap_masked-LANO0H-processed-gene-4.119-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.119&CDS=1-924	YDL236W
3458	OG0003458	snap_masked-LANO0H-processed-gene-4.93-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.93&CDS=1-1647	YNL219C
3459	OG0003459	snap_masked-LANO0H-processed-gene-4.120-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.120&CDS=1-1299	YNL220W
3460	OG0003460	snap_masked-LANO0H-processed-gene-4.94-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.94&CDS=1-2538	YNL221C
3461	OG0003461	snap_masked-LANO0H-processed-gene-4.121-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.121&CDS=1-1173	YDL237W
3462	OG0003462	snap_masked-LANO0H-processed-gene-4.95-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.95&CDS=1-1986	YLR135W
3463	OG0003463	augustus_masked-LANO0H-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-4.53&CDS=1-9384	YDR150W
3464	OG0003464	snap_masked-LANO0H-processed-gene-4.98-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.98&CDS=1-768	YDR152W
3465	OG0003465	snap_masked-LANO0H-processed-gene-4.123-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.123&CDS=1-1155	YDR153C
3466	OG0003466	snap_masked-LANO0H-processed-gene-4.124-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.124&CDS=1-486	YDR155C
3467	OG0003467	augustus_masked-LANO0H-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-4.56&CDS=1-225	YDR156W
3468	OG0003468	snap_masked-LANO0H-processed-gene-4.100-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.100&CDS=1-1095	YDR158W
3469	OG0003469	snap_masked-LANO0H-processed-gene-4.101-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.101&CDS=1-990	YLR137W
3470	OG0003470	snap_masked-LANO0H-processed-gene-4.125-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.125&CDS=1-756	YDR162C
3471	OG0003471	snap_masked-LANO0H-processed-gene-4.106-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-4.106&CDS=1-618	YDR163W
3472	OG0003472	snap_masked-LANO0H-processed-gene-5.3-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.3&CDS=1-2091	YLR139C
3473	OG0003473	snap_masked-LANO0H-processed-gene-5.0-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.0&CDS=1-1506	YLR141W
3474	OG0003474	snap_masked-LANO0H-processed-gene-5.1-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.1&CDS=1-1380	YLR142W
3475	OG0003475	snap_masked-LANO0H-processed-gene-5.2-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.2&CDS=1-2082	YLR143W
3476	OG0003476	snap_masked-LANO0H-processed-gene-5.6-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.6&CDS=1-516	YLR145W
3477	OG0003477	snap_masked-LANO0H-processed-gene-5.7-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.7&CDS=1-1365	YDR165W
3478	OG0003478	augustus_masked-LANO0H-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-5.126&CDS=1-2967	YDR166C
3479	OG0003479	snap_masked-LANO0H-processed-gene-5.9-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.9&CDS=1-2721	YLR148W
3480	OG0003480	snap_masked-LANO0H-processed-gene-5.10-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.10&CDS=1-594	YDR167W
3481	OG0003481	snap_masked-LANO0H-processed-gene-5.11-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.11&CDS=1-1491	YDR168W
3482	OG0003482	snap_masked-LANO0H-processed-gene-5.31-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.31&CDS=1-2025	YLR149C
3483	OG0003483	snap_masked-LANO0H-processed-gene-5.32-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.32&CDS=1-1416	YDR169C
3484	OG0003484	snap_masked-LANO0H-processed-gene-5.12-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.12&CDS=1-786	YLR150W
3485	OG0003485	augustus_masked-LANO0H-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-5.128&CDS=1-2559	YLR152C
3486	OG0003486	snap_masked-LANO0H-processed-gene-5.35-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.35&CDS=1-2046	YLR153C
3487	OG0003487	snap_masked-LANO0H-processed-gene-5.17-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.17&CDS=1-4170	YGL150C
3488	OG0003488	snap_masked-LANO0H-processed-gene-5.37-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.37&CDS=1-3222	YGL151W
3489	OG0003489	snap_masked-LANO0H-processed-gene-5.38-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.38&CDS=1-987	YGL153W
3490	OG0003490	snap_masked-LANO0H-processed-gene-5.18-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.18&CDS=1-795	YGL154C
3491	OG0003491	snap_masked-LANO0H-processed-gene-5.19-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.19&CDS=1-894	YDL119C
3492	OG0003492	maker-LANO0H-augustus-gene-5.98-mRNA-1_1&gene=maker-LANO0H-augustus-gene-5.98&CDS=1-4407	YGL156W
3493	OG0003493	genemark-LANO0H-processed-gene-5.87-mRNA-1_1&gene=genemark-LANO0H-processed-gene-5.87&CDS=1-216	YNL015W
3494	OG0003494	snap_masked-LANO0H-processed-gene-5.43-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.43&CDS=1-519	YDL120W
3495	OG0003495	snap_masked-LANO0H-processed-gene-5.20-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.20&CDS=1-537	YDL121C
3496	OG0003496	snap_masked-LANO0H-processed-gene-5.44-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.44&CDS=1-2130	YDL122W
3497	OG0003497	snap_masked-LANO0H-processed-gene-5.45-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.45&CDS=1-1386	YNL016W
3498	OG0003498	snap_masked-LANO0H-processed-gene-5.21-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.21&CDS=1-1065	YIL083C
3499	OG0003499	snap_masked-LANO0H-processed-gene-5.46-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.46&CDS=1-1491	YNL026W
3500	OG0003500	snap_masked-LANO0H-processed-gene-5.47-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.47&CDS=1-1644	YNL027W
3501	OG0003501	snap_masked-LANO0H-processed-gene-5.48-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.48&CDS=1-1236	YML005W
3502	OG0003502	maker-LANO0H-snap-gene-5.99-mRNA-1_1&gene=maker-LANO0H-snap-gene-5.99&CDS=1-894	YIL084C
3503	OG0003503	genemark-LANO0H-processed-gene-5.72-mRNA-1_1&gene=genemark-LANO0H-processed-gene-5.72&CDS=1-411	YIL087C
3504	OG0003504	augustus_masked-LANO0H-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-5.142&CDS=1-813	YNL032W
3505	OG0003505	snap_masked-LANO0H-processed-gene-5.26-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-5.26&CDS=1-1404	YIL088C
3506	OG0003506	snap_masked-LANO0H-processed-gene-6.2-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.2&CDS=1-897	YNL025C
3507	OG0003507	snap_masked-LANO0H-processed-gene-6.3-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.3&CDS=1-1419	YIL090W
3508	OG0003508	augustus_masked-LANO0H-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-6.52&CDS=1-2172	YIL091C
3509	OG0003509	snap_masked-LANO0H-processed-gene-6.4-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.4&CDS=1-783	YIL093C
3510	OG0003510	snap_masked-LANO0H-processed-gene-6.22-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.22&CDS=1-750	YNL024C
3511	OG0003511	maker-LANO0H-augustus-gene-6.47-mRNA-1_1&gene=maker-LANO0H-augustus-gene-6.47&CDS=1-1029	YNL023C
3512	OG0003512	snap_masked-LANO0H-processed-gene-6.6-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.6&CDS=1-1104	YIL094C
3513	OG0003513	snap_masked-LANO0H-processed-gene-6.25-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.25&CDS=1-1443	YNL022C
3514	OG0003514	snap_masked-LANO0H-processed-gene-6.7-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.7&CDS=1-2112	YNL021W
3515	OG0003515	augustus_masked-LANO0H-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-6.58&CDS=1-2784	YNL035C
3516	OG0003516	snap_masked-LANO0H-processed-gene-6.10-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.10&CDS=1-474	YNL038W
3517	OG0003517	snap_masked-LANO0H-processed-gene-6.11-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.11&CDS=1-984	YIL096C
3518	OG0003518	maker-LANO0H-snap-gene-6.50-mRNA-1_1&gene=maker-LANO0H-snap-gene-6.50&CDS=1-2520	YNL037C
3519	OG0003519	snap_masked-LANO0H-processed-gene-6.12-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.12&CDS=1-498	YIL098C
3520	OG0003520	snap_masked-LANO0H-processed-gene-6.29-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.29&CDS=1-1845	YIL099W
3521	OG0003521	snap_masked-LANO0H-processed-gene-6.30-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.30&CDS=1-651	YNL036W
3522	OG0003522	snap_masked-LANO0H-processed-gene-6.14-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.14&CDS=1-2013	YIL101C
3523	OG0003523	snap_masked-LANO0H-processed-gene-6.15-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.15&CDS=1-2439	YNL041C
3524	OG0003524	snap_masked-LANO0H-processed-gene-6.33-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.33&CDS=1-1266	YIL103W
3525	OG0003525	augustus_masked-LANO0H-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-6.64&CDS=1-1470	YIL104C
3526	OG0003526	snap_masked-LANO0H-processed-gene-6.34-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.34&CDS=1-1014	YNL042W
3527	OG0003527	snap_masked-LANO0H-processed-gene-6.35-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.35&CDS=1-528	YNL044W
3528	OG0003528	snap_masked-LANO0H-processed-gene-6.36-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.36&CDS=1-1914	YNL045W
3529	OG0003529	snap_masked-LANO0H-processed-gene-6.17-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.17&CDS=1-1953	YIL105C
3530	OG0003530	genemark-LANO0H-processed-gene-6.120-mRNA-1_1&gene=genemark-LANO0H-processed-gene-6.120&CDS=1-1698	YNL048W
3531	OG0003531	maker-LANO0H-augustus-gene-6.48-mRNA-1_1&gene=maker-LANO0H-augustus-gene-6.48&CDS=1-825	YIL106W
3532	OG0003532	snap_masked-LANO0H-processed-gene-6.18-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.18&CDS=1-2253	YIL107C
3533	OG0003533	snap_masked-LANO0H-processed-gene-6.40-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.40&CDS=1-2067	YIL108W
3534	OG0003534	snap_masked-LANO0H-processed-gene-6.19-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.19&CDS=1-2730	YIL109C
3535	OG0003535	snap_masked-LANO0H-processed-gene-6.20-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.20&CDS=1-696	YNL050C
3536	OG0003536	snap_masked-LANO0H-processed-gene-6.41-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.41&CDS=1-1164	YNL051W
3537	OG0003537	snap_masked-LANO0H-processed-gene-6.42-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.42&CDS=1-1155	YIL110W
3538	OG0003538	snap_masked-LANO0H-processed-gene-6.44-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.44&CDS=1-1416	YIL113W
3539	OG0003539	snap_masked-LANO0H-processed-gene-6.45-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.45&CDS=1-2025	YNL054W
3540	OG0003540	snap_masked-LANO0H-processed-gene-6.21-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-6.21&CDS=1-843	YNL055C
3541	OG0003541	snap_masked-LANO0H-processed-gene-7.34-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.34&CDS=1-4329	YIL115C
3542	OG0003542	snap_masked-LANO0H-processed-gene-7.37-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.37&CDS=1-1170	YIL116W
3543	OG0003543	augustus_masked-LANO0H-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-7.74&CDS=1-549	YNL056W
3544	OG0003544	snap_masked-LANO0H-processed-gene-7.35-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.35&CDS=1-813	YNL058C
3545	OG0003545	augustus_masked-LANO0H-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-7.75&CDS=1-696	YIL118W
3546	OG0003546	snap_masked-LANO0H-processed-gene-7.51-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.51&CDS=1-1929	YNL061W
3547	OG0003547	snap_masked-LANO0H-processed-gene-7.41-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.41&CDS=1-1449	YNL062C
3548	OG0003548	snap_masked-LANO0H-processed-gene-7.52-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.52&CDS=1-879	YNL063W
3549	OG0003549	snap_masked-LANO0H-processed-gene-7.42-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.42&CDS=1-1233	YNL064C
3550	OG0003550	snap_masked-LANO0H-processed-gene-7.57-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.57&CDS=1-3063	YIL125W
