	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034918_Nakazawaea_holstii
3051	OG0003051	YOL075C	snap_masked-flattened_line_109-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.38&CDS=1-3966
3052	OG0003052	YOL076W	snap_masked-flattened_line_91-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.84&CDS=1-2478
3053	OG0003053	YOL077C	snap_masked-flattened_line_6-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.5&CDS=1-891
3054	OG0003054	YOL077W-A	snap_masked-flattened_line_6-processed-gene-1.9-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.9&CDS=1-189
3055	OG0003055	YOL078W	snap_masked-flattened_line_6-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.6&CDS=1-2424
3056	OG0003056	YOL080C	snap_masked-flattened_line_6-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.11&CDS=1-888
3057	OG0003057	YOL086W-A	genemark-flattened_line_44-processed-gene-0.213-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.213&CDS=1-471
3058	OG0003058	YOL087C	snap_masked-flattened_line_44-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.68&CDS=1-3123
3059	OG0003059	YOL090W	snap_masked-flattened_line_78-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.117&CDS=1-2808
3060	OG0003060	YOL093W	snap_masked-flattened_line_236-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_236-processed-gene-0.8&CDS=1-990
3061	OG0003061	YOL094C	maker-flattened_line_6-augustus-gene-1.2-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.2&CDS=1-1971
3062	OG0003062	YOL095C	genemark-flattened_line_6-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.124&CDS=1-1863
3063	OG0003063	YOL096C	snap_masked-flattened_line_50-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.132&CDS=1-957
3064	OG0003064	YOL097C	snap_masked-flattened_line_6-processed-gene-1.13-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.13&CDS=1-1281
3065	OG0003065	YOL098C	snap_masked-flattened_line_193-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.32&CDS=1-3105
3066	OG0003066	YOL102C	augustus_masked-flattened_line_6-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.75&CDS=1-627
3067	OG0003067	YOL107W	augustus_masked-flattened_line_10-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.85&CDS=1-900
3068	OG0003068	YOL111C	snap_masked-flattened_line_14-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.62&CDS=1-636
3069	OG0003069	YOL114C	augustus_masked-flattened_line_177-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_177-processed-gene-0.36&CDS=1-516
3070	OG0003070	YOL122C	genemark-flattened_line_30-processed-gene-0.176-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.176&CDS=1-1554
3071	OG0003071	YOL123W	snap_masked-flattened_line_30-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.82&CDS=1-1398
3072	OG0003072	YOL124C	genemark-flattened_line_30-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.137&CDS=1-1311
3073	OG0003073	YOL125W	genemark-flattened_line_26-processed-gene-0.164-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.164&CDS=1-1380
3074	OG0003074	YOL127W	maker-flattened_line_300-augustus-gene-0.21-mRNA-1_1&gene=maker-flattened_line_300-augustus-gene-0.21&CDS=1-1044
3075	OG0003075	YOL129W	snap_masked-flattened_line_300-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_300-processed-gene-0.19&CDS=1-540
3076	OG0003076	YOL132W	maker-flattened_line_105-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_105-snap-gene-0.2&CDS=1-1461
3077	OG0003077	YOL133W	genemark-flattened_line_58-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.99&CDS=1-363
3078	OG0003078	YOL135C	snap_masked-flattened_line_58-processed-gene-0.209-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.209&CDS=1-720
3079	OG0003079	YOL138C	maker-flattened_line_250-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_250-augustus-gene-0.0&CDS=1-3840
3080	OG0003080	YOL139C	genemark-flattened_line_205-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_205-processed-gene-0.50&CDS=1-618
3081	OG0003081	YOL140W	snap_masked-flattened_line_205-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_205-processed-gene-0.31&CDS=1-1341
3082	OG0003082	YOL141W	snap_masked-flattened_line_205-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_205-processed-gene-0.27&CDS=1-2121
3083	OG0003083	YOL142W	snap_masked-flattened_line_50-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.118&CDS=1-699
3084	OG0003084	YOL143C	snap_masked-flattened_line_14-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.71&CDS=1-495
3085	OG0003085	YOL144W	snap_masked-flattened_line_14-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.52&CDS=1-1494
3086	OG0003086	YOL145C	snap_masked-flattened_line_14-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.51&CDS=1-3120
3087	OG0003087	YOL146W	maker-flattened_line_76-augustus-gene-0.113-mRNA-1_1&gene=maker-flattened_line_76-augustus-gene-0.113&CDS=1-1716
3088	OG0003088	YOL147C	snap_masked-flattened_line_14-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.49&CDS=1-693
3089	OG0003089	YOL148C	genemark-flattened_line_76-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.27&CDS=1-1635
3090	OG0003090	YOL149W	genemark-flattened_line_76-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.48&CDS=1-510
3091	OG0003091	YOR001W	snap_masked-flattened_line_10-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.74&CDS=1-2244
3092	OG0003092	YOR002W	snap_masked-flattened_line_70-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.127&CDS=1-1662
3093	OG0003093	YOR004W	snap_masked-flattened_line_123-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.64&CDS=1-819
3094	OG0003094	YOR005C	snap_masked-flattened_line_58-processed-gene-0.222-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.222&CDS=1-2862
3095	OG0003095	YOR006C	snap_masked-flattened_line_58-processed-gene-0.185-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.185&CDS=1-987
3096	OG0003096	YOR008C	snap_masked-flattened_line_157-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.40&CDS=1-1023
3097	OG0003097	YOR014W	maker-flattened_line_135-augustus-gene-0.111-mRNA-1_1&gene=maker-flattened_line_135-augustus-gene-0.111&CDS=1-2736
3098	OG0003098	YOR017W	snap_masked-flattened_line_36-processed-gene-0.193-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.193&CDS=1-2064
3099	OG0003099	YOR018W	snap_masked-flattened_line_278-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_278-processed-gene-0.10&CDS=1-2733
3100	OG0003100	YOR020C	genemark-flattened_line_159-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_159-processed-gene-0.25&CDS=1-312
3101	OG0003101	YOR021C	genemark-flattened_line_2-processed-gene-2.220-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.220&CDS=1-612
3102	OG0003102	YOR022C	snap_masked-flattened_line_2-processed-gene-2.86-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.86&CDS=1-2142
3103	OG0003103	YOR023C	snap_masked-flattened_line_2-processed-gene-2.52-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.52&CDS=1-1437
3104	OG0003104	YOR035C	augustus_masked-flattened_line_169-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_169-processed-gene-0.14&CDS=1-2340
3105	OG0003105	YOR036W	genemark-flattened_line_18-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.31&CDS=1-825
3106	OG0003106	YOR037W	snap_masked-flattened_line_4-processed-gene-2.72-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.72&CDS=1-1485
3107	OG0003107	YOR038C	snap_masked-flattened_line_20-processed-gene-1.163-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.163&CDS=1-2724
3108	OG0003108	YOR042W	snap_masked-flattened_line_26-processed-gene-0.263-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.263&CDS=1-981
3109	OG0003109	YOR043W	snap_masked-flattened_line_4-processed-gene-2.90-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.90&CDS=1-1047
3110	OG0003110	YOR045W	genemark-flattened_line_26-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.170&CDS=1-144
3111	OG0003111	YOR046C	snap_masked-flattened_line_274-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_274-processed-gene-0.13&CDS=1-1482
3112	OG0003112	YOR048C	snap_masked-flattened_line_141-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.53&CDS=1-2937
3113	OG0003113	YOR049C	snap_masked-flattened_line_119-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.19&CDS=1-1218
3114	OG0003114	YOR051C	snap_masked-flattened_line_26-processed-gene-0.267-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.267&CDS=1-1275
3115	OG0003115	YOR052C	snap_masked-flattened_line_26-processed-gene-0.215-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.215&CDS=1-579
3116	OG0003116	YOR056C	genemark-flattened_line_76-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.22&CDS=1-1395
3117	OG0003117	YOR057W	snap_masked-flattened_line_76-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.107&CDS=1-1134
3118	OG0003118	YOR058C	snap_masked-flattened_line_76-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.82&CDS=1-2571
3119	OG0003119	YOR059C	snap_masked-flattened_line_226-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_226-processed-gene-0.2&CDS=1-1479
3120	OG0003120	YOR063W	snap_masked-flattened_line_218-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_218-processed-gene-0.22&CDS=1-1167
3121	OG0003121	YOR065W	snap_masked-flattened_line_298-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_298-processed-gene-0.17&CDS=1-882
3122	OG0003122	YOR067C	snap_masked-flattened_line_282-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_282-processed-gene-0.17&CDS=1-1659
3123	OG0003123	YOR069W	snap_masked-flattened_line_2-processed-gene-2.74-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.74&CDS=1-1803
3124	OG0003124	YOR074C	snap_masked-flattened_line_2-processed-gene-2.26-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.26&CDS=1-903
3125	OG0003125	YOR075W	snap_masked-flattened_line_2-processed-gene-2.29-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.29&CDS=1-921
3126	OG0003126	YOR079C	augustus_masked-flattened_line_36-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.19&CDS=1-864
3127	OG0003127	YOR080W	snap_masked-flattened_line_183-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_183-processed-gene-0.21&CDS=1-1998
3128	OG0003128	YOR084W	snap_masked-flattened_line_56-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.68&CDS=1-1086
3129	OG0003129	YOR086C	maker-flattened_line_99-snap-gene-0.110-mRNA-1_1&gene=maker-flattened_line_99-snap-gene-0.110&CDS=1-3483
3130	OG0003130	YOR087W	genemark-flattened_line_18-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.2&CDS=1-1968
3131	OG0003131	YOR090C	snap_masked-flattened_line_18-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.47&CDS=1-1746
3132	OG0003132	YOR091W	snap_masked-flattened_line_351-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_351-processed-gene-0.2&CDS=1-1068
3133	OG0003133	YOR093C	maker-flattened_line_125-augustus-gene-0.33-mRNA-1_1&gene=maker-flattened_line_125-augustus-gene-0.33&CDS=1-6942
3134	OG0003134	YOR095C	snap_masked-flattened_line_216-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_216-processed-gene-0.32&CDS=1-720
3135	OG0003135	YOR099W	snap_masked-flattened_line_123-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.53&CDS=1-1206
3136	OG0003136	YOR100C	snap_masked-flattened_line_74-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.131&CDS=1-855
3137	OG0003137	YOR103C	snap_masked-flattened_line_4-processed-gene-2.116-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.116&CDS=1-468
3138	OG0003138	YOR104W	snap_masked-flattened_line_4-processed-gene-2.118-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.118&CDS=1-630
3139	OG0003139	YOR107W	augustus_masked-flattened_line_363-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_363-processed-gene-0.2&CDS=1-963
3140	OG0003140	YOR109W	maker-flattened_line_68-augustus-gene-0.195-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.195&CDS=1-4167
3141	OG0003141	YOR111W	snap_masked-flattened_line_2-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.28&CDS=1-666
3142	OG0003142	YOR112W	snap_masked-flattened_line_2-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.24&CDS=1-2160
3143	OG0003143	YOR113W	snap_masked-flattened_line_2-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.23&CDS=1-2088
3144	OG0003144	YOR115C	snap_masked-flattened_line_177-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_177-processed-gene-0.6&CDS=1-663
3145	OG0003145	YOR116C	snap_masked-flattened_line_54-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.97&CDS=1-4341
3146	OG0003146	YOR117W	augustus_masked-flattened_line_54-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.18&CDS=1-2901
3147	OG0003147	YOR118W	snap_masked-flattened_line_20-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.148&CDS=1-1758
3148	OG0003148	YOR119C	snap_masked-flattened_line_161-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.40&CDS=1-1455
3149	OG0003149	YOR124C	genemark-flattened_line_70-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.53&CDS=1-3969
3150	OG0003150	YOR125C	snap_masked-flattened_line_40-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.93&CDS=1-687
3151	OG0003151	YOR128C	snap_masked-flattened_line_70-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.119&CDS=1-1683
3152	OG0003152	YOR130C	snap_masked-flattened_line_105-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.84&CDS=1-915
3153	OG0003153	YOR131C	maker-flattened_line_18-augustus-gene-0.96-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.96&CDS=1-660
3154	OG0003154	YOR132W	snap_masked-flattened_line_18-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.78&CDS=1-1752
3155	OG0003155	YOR136W	snap_masked-flattened_line_14-processed-gene-1.22-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.22&CDS=1-1110
3156	OG0003156	YOR138C	snap_masked-flattened_line_24-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.27&CDS=1-2172
3157	OG0003157	YOR142W	snap_masked-flattened_line_20-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.122&CDS=1-972
3158	OG0003158	YOR143C	snap_masked-flattened_line_20-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.121&CDS=1-903
3159	OG0003159	YOR145C	snap_masked-flattened_line_20-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.124&CDS=1-774
3160	OG0003160	YOR149C	genemark-flattened_line_20-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.42&CDS=1-1878
3161	OG0003161	YOR150W	snap_masked-flattened_line_20-processed-gene-1.141-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.141&CDS=1-531
3162	OG0003162	YOR151C	snap_masked-flattened_line_20-processed-gene-1.142-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.142&CDS=1-3690
3163	OG0003163	YOR154W	snap_masked-flattened_line_103-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.50&CDS=1-2493
3164	OG0003164	YOR155C	snap_masked-flattened_line_20-processed-gene-1.133-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.133&CDS=1-1278
3165	OG0003165	YOR157C	maker-flattened_line_14-snap-gene-1.159-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.159&CDS=1-798
3166	OG0003166	YOR158W	genemark-flattened_line_20-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.51&CDS=1-918
3167	OG0003167	YOR159C	snap_masked-flattened_line_20-processed-gene-1.159-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.159&CDS=1-270
3168	OG0003168	YOR160W	snap_masked-flattened_line_20-processed-gene-1.131-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.131&CDS=1-2868
3169	OG0003169	YOR161C	snap_masked-flattened_line_20-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.132&CDS=1-1593
3170	OG0003170	YOR163W	snap_masked-flattened_line_8-processed-gene-1.217-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.217&CDS=1-591
3171	OG0003171	YOR164C	snap_masked-flattened_line_8-processed-gene-1.268-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.268&CDS=1-951
3172	OG0003172	YOR165W	snap_masked-flattened_line_8-processed-gene-1.218-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.218&CDS=1-2298
3173	OG0003173	YOR166C	snap_masked-flattened_line_8-processed-gene-1.270-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.270&CDS=1-1404
3174	OG0003174	YOR168W	snap_masked-flattened_line_8-processed-gene-1.266-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.266&CDS=1-2415
3175	OG0003175	YOR174W	genemark-flattened_line_8-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.88&CDS=1-879
3176	OG0003176	YOR175C	genemark-flattened_line_8-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.36&CDS=1-1818
3177	OG0003177	YOR176W	snap_masked-flattened_line_8-processed-gene-1.220-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.220&CDS=1-1137
3178	OG0003178	YOR181W	snap_masked-flattened_line_42-processed-gene-0.228-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.228&CDS=1-2157
3179	OG0003179	YOR184W	maker-flattened_line_48-augustus-gene-0.141-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.141&CDS=1-4029
3180	OG0003180	YOR187W	snap_masked-flattened_line_48-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.123&CDS=1-1314
3181	OG0003181	YOR188W	genemark-flattened_line_0-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.96&CDS=1-4635
3182	OG0003182	YOR191W	snap_masked-flattened_line_28-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.145&CDS=1-3753
3183	OG0003183	YOR194C	augustus_masked-flattened_line_30-processed-gene-0.244-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.244&CDS=1-1668
3184	OG0003184	YOR195W	snap_masked-flattened_line_30-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.6&CDS=1-2583
3185	OG0003185	YOR196C	snap_masked-flattened_line_316-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_316-processed-gene-0.12&CDS=1-1227
3186	OG0003186	YOR197W	snap_masked-flattened_line_48-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.110&CDS=1-1272
3187	OG0003187	YOR198C	snap_masked-flattened_line_107-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.82&CDS=1-1374
3188	OG0003188	YOR201C	snap_masked-flattened_line_18-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.103&CDS=1-1317
3189	OG0003189	YOR202W	snap_masked-flattened_line_18-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.77&CDS=1-669
3190	OG0003190	YOR204W	snap_masked-flattened_line_16-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.7&CDS=1-1950
3191	OG0003191	YOR205C	snap_masked-flattened_line_28-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.88&CDS=1-1866
3192	OG0003192	YOR206W	snap_masked-flattened_line_28-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.87&CDS=1-2145
3193	OG0003193	YOR209C	augustus_masked-flattened_line_28-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.14&CDS=1-3621
3194	OG0003194	YOR210W	snap_masked-flattened_line_28-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.130&CDS=1-213
3195	OG0003195	YOR211C	snap_masked-flattened_line_28-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.128&CDS=1-2616
3196	OG0003196	YOR212W	genemark-flattened_line_24-processed-gene-0.222-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.222&CDS=1-1293
3197	OG0003197	YOR215C	maker-flattened_line_54-snap-gene-0.75-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.75&CDS=1-564
3198	OG0003198	YOR216C	snap_masked-flattened_line_54-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.122&CDS=1-1359
3199	OG0003199	YOR217W	maker-flattened_line_54-snap-gene-0.69-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.69&CDS=1-2754
3200	OG0003200	YOR221C	snap_masked-flattened_line_30-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.11&CDS=1-1014
3201	OG0003201	YOR222W	genemark-flattened_line_91-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_91-processed-gene-0.16&CDS=1-873
3202	OG0003202	YOR223W	snap_masked-flattened_line_107-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.89&CDS=1-735
3203	OG0003203	YOR224C	snap_masked-flattened_line_30-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.59&CDS=1-459
3204	OG0003204	YOR228C	genemark-flattened_line_28-processed-gene-0.218-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.218&CDS=1-900
3205	OG0003205	YOR232W	genemark-flattened_line_54-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.151&CDS=1-714
3206	OG0003206	YOR238W	snap_masked-flattened_line_42-processed-gene-0.212-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.212&CDS=1-828
3207	OG0003207	YOR239W	snap_masked-flattened_line_185-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_185-processed-gene-0.54&CDS=1-936
3208	OG0003208	YOR241W	snap_masked-flattened_line_155-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_155-processed-gene-0.56&CDS=1-1452
3209	OG0003209	YOR242C	maker-flattened_line_179-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_179-snap-gene-0.0&CDS=1-1167
3210	OG0003210	YOR243C	snap_masked-flattened_line_179-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.55&CDS=1-2211
3211	OG0003211	YOR245C	snap_masked-flattened_line_123-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.55&CDS=1-1266
3212	OG0003212	YOR249C	snap_masked-flattened_line_89-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.62&CDS=1-1746
3213	OG0003213	YOR250C	genemark-flattened_line_0-processed-gene-2.283-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.283&CDS=1-1335
3214	OG0003214	YOR251C	genemark-flattened_line_0-processed-gene-2.284-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.284&CDS=1-957
3215	OG0003215	YOR252W	snap_masked-flattened_line_224-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_224-processed-gene-0.20&CDS=1-537
3216	OG0003216	YOR253W	genemark-flattened_line_89-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_89-processed-gene-0.98&CDS=1-486
3217	OG0003217	YOR254C	snap_masked-flattened_line_89-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.76&CDS=1-1980
3218	OG0003218	YOR257W	maker-flattened_line_16-snap-gene-1.66-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.66&CDS=1-495
