	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035677_Kodamaea_ohmeri
2824	OG0002824	YNL191W	snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-0.3&CDS=1-1158
2825	OG0002825	YNL193W	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-0.141&CDS=1-1509
2826	OG0002826	YNL200C	augustus_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-0.95&CDS=1-702
2827	OG0002827	YNL201C	snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-0.7&CDS=1-2769
2828	OG0002828	YNL206C	snap_masked-NODE_53_length_36507_cov_25.1526_ID_105-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_53_length_36507_cov_25.1526_ID_105-processed-gene-0.47&CDS=1-1305
2829	OG0002829	YNL207W	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-3.32&CDS=1-3048
2830	OG0002830	YNL212W	genemark-NODE_53_length_36507_cov_25.1526_ID_105-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_53_length_36507_cov_25.1526_ID_105-processed-gene-0.22&CDS=1-564
2831	OG0002831	YNL213C	augustus_masked-NODE_52_length_36693_cov_13.6611_ID_103-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_52_length_36693_cov_13.6611_ID_103-processed-gene-0.49&CDS=1-1191
2832	OG0002832	YNL216W	augustus_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-6.130&CDS=1-1833
2833	OG0002833	YNL217W	snap_masked-NODE_24_length_182254_cov_14.4319_ID_47-processed-gene-0.216-mRNA-1_1&gene=snap_masked-NODE_24_length_182254_cov_14.4319_ID_47-processed-gene-0.216&CDS=1-1152
2834	OG0002834	YNL218W	snap_masked-NODE_16_length_237626_cov_15.7118_ID_31-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NODE_16_length_237626_cov_15.7118_ID_31-processed-gene-1.152&CDS=1-2256
2835	OG0002835	YNL219C	snap_masked-NODE_37_length_78312_cov_21.3472_ID_73-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_37_length_78312_cov_21.3472_ID_73-processed-gene-0.88&CDS=1-1704
2836	OG0002836	YNL220W	snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.26&CDS=1-1284
2837	OG0002837	YNL222W	augustus_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-0.45&CDS=1-4413
2838	OG0002838	YNL224C	snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-0.114&CDS=1-2424
2839	OG0002839	YNL227C	snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-0.143&CDS=1-1782
2840	OG0002840	YNL229C	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-4.176-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-4.176&CDS=1-948
2841	OG0002841	YNL231C	snap_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.6&CDS=1-1020
2842	OG0002842	YNL232W	snap_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.29&CDS=1-825
2843	OG0002843	YNL233W	snap_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.30&CDS=1-4092
2844	OG0002844	YNL234W	snap_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-1.31&CDS=1-1023
2845	OG0002845	YNL236W	snap_masked-NODE_24_length_182254_cov_14.4319_ID_47-processed-gene-0.176-mRNA-1_1&gene=snap_masked-NODE_24_length_182254_cov_14.4319_ID_47-processed-gene-0.176&CDS=1-3081
2846	OG0002846	YNL237W	snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.13&CDS=1-1314
2847	OG0002847	YNL238W	snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.34&CDS=1-2760
2848	OG0002848	YNL239W	snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.66&CDS=1-1497
2849	OG0002849	YNL240C	snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.14&CDS=1-1587
2850	OG0002850	YNL241C	snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.33&CDS=1-1521
2851	OG0002851	YNL242W	snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-0.85&CDS=1-5556
2852	OG0002852	YNL243W	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-5.29-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-5.29&CDS=1-3111
2853	OG0002853	YNL244C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.30&CDS=1-327
2854	OG0002854	YNL245C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.29-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.29&CDS=1-621
2855	OG0002855	YNL246W	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.154-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.154&CDS=1-777
2856	OG0002856	YNL247W	snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-1.98&CDS=1-2238
2857	OG0002857	YNL248C	genemark-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-4.66-mRNA-1_1&gene=genemark-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-4.66&CDS=1-1227
2858	OG0002858	YNL250W	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-4.143-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-4.143&CDS=1-3909
2859	OG0002859	YNL251C	snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.126&CDS=1-2097
2860	OG0002860	YNL252C	genemark-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.35&CDS=1-822
2861	OG0002861	YNL254C	snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.127&CDS=1-999
2862	OG0002862	YNL256W	snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.128&CDS=1-2283
2863	OG0002863	YNL258C	augustus_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.125&CDS=1-1794
2864	OG0002864	YNL259C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.168-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.168&CDS=1-219
2865	OG0002865	YNL260C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.167-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.167&CDS=1-453
2866	OG0002866	YNL261W	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.166-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.166&CDS=1-1416
2867	OG0002867	YNL262W	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.165-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.165&CDS=1-6735
2868	OG0002868	YNL263C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.164-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-9.164&CDS=1-930
2869	OG0002869	YNL265C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-3.25-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-3.25&CDS=1-672
2870	OG0002870	YNL267W	genemark-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.15&CDS=1-2877
2871	OG0002871	YNL271C	maker-NODE_3_length_792866_cov_15.5115_ID_5-snap-gene-1.75-mRNA-1_1&gene=maker-NODE_3_length_792866_cov_15.5115_ID_5-snap-gene-1.75&CDS=1-5010
2872	OG0002872	YNL272C	snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-1.79&CDS=1-1806
2873	OG0002873	YNL273W	snap_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-0.90&CDS=1-3375
2874	OG0002874	YNL274C	snap_masked-NODE_49_length_43059_cov_14.4596_ID_97-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_49_length_43059_cov_14.4596_ID_97-processed-gene-0.51&CDS=1-1020
2875	OG0002875	YNL275W	snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-3.39-mRNA-1_1&gene=snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-3.39&CDS=1-1665
2876	OG0002876	YNL277W	snap_masked-NODE_15_length_252352_cov_13.2114_ID_29-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_15_length_252352_cov_13.2114_ID_29-processed-gene-0.78&CDS=1-1377
2877	OG0002877	YNL279W	snap_masked-NODE_18_length_232390_cov_14.1389_ID_35-processed-gene-1.135-mRNA-1_1&gene=snap_masked-NODE_18_length_232390_cov_14.1389_ID_35-processed-gene-1.135&CDS=1-1167
2878	OG0002878	YNL280C	snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-4.51&CDS=1-1314
2879	OG0002879	YNL281W	augustus_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-0.46&CDS=1-432
2880	OG0002880	YNL282W	snap_masked-NODE_12_length_293403_cov_12.573_ID_23-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_12_length_293403_cov_12.573_ID_23-processed-gene-1.59&CDS=1-870
2881	OG0002881	YNL284C	snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-0.97&CDS=1-816
2882	OG0002882	YNL286W	snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-2.41&CDS=1-993
2883	OG0002883	YNL287W	augustus_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-3.70&CDS=1-2838
2884	OG0002884	YNL289W	snap_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_21_length_212803_cov_14.0192_ID_41-processed-gene-0.106&CDS=1-936
2885	OG0002885	YNL290W	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.8&CDS=1-972
2886	OG0002886	YNL291C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.7&CDS=1-1578
2887	OG0002887	YNL292W	maker-NODE_31_length_147191_cov_18.7956_ID_61-snap-gene-0.113-mRNA-1_1&gene=maker-NODE_31_length_147191_cov_18.7956_ID_61-snap-gene-0.113&CDS=1-2001
2888	OG0002888	YNL293W	snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.157-mRNA-1_1&gene=snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.157&CDS=1-1824
2889	OG0002889	YNL294C	snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.129&CDS=1-1062
2890	OG0002890	YNL297C	augustus_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-1.23&CDS=1-4692
2891	OG0002891	YNL305C	snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-0.21&CDS=1-762
2892	OG0002892	YNL307C	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-0.121&CDS=1-1116
2893	OG0002893	YNL308C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-4.26-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-4.26&CDS=1-1782
2894	OG0002894	YNL310C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-8.126-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-8.126&CDS=1-474
2895	OG0002895	YNL312W	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-6.178-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-6.178&CDS=1-732
2896	OG0002896	YNL313C	snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-6.58-mRNA-1_1&gene=snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-6.58&CDS=1-2814
2897	OG0002897	YNL315C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-8.125-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-8.125&CDS=1-882
2898	OG0002898	YNL316C	maker-NODE_1_length_1041238_cov_15.1557_ID_1-snap-gene-4.11-mRNA-1_1&gene=maker-NODE_1_length_1041238_cov_15.1557_ID_1-snap-gene-4.11&CDS=1-864
2899	OG0002899	YNL317W	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-0.15&CDS=1-1596
2900	OG0002900	YNL320W	snap_masked-NODE_12_length_293403_cov_12.573_ID_23-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_12_length_293403_cov_12.573_ID_23-processed-gene-1.88&CDS=1-888
2901	OG0002901	YNL321W	snap_masked-NODE_12_length_293403_cov_12.573_ID_23-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_12_length_293403_cov_12.573_ID_23-processed-gene-1.50&CDS=1-3201
2902	OG0002902	YNL323W	snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.49&CDS=1-1239
2903	OG0002903	YNL325C	maker-NODE_19_length_230192_cov_13.8172_ID_37-snap-gene-1.172-mRNA-1_1&gene=maker-NODE_19_length_230192_cov_13.8172_ID_37-snap-gene-1.172&CDS=1-4098
2904	OG0002904	YNL326C	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-0.99&CDS=1-1254
2905	OG0002905	YNL328C	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-4.206-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-4.206&CDS=1-414
2906	OG0002906	YNL329C	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-4.248-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-4.248&CDS=1-3315
2907	OG0002907	YNR001C	maker-NODE_5_length_558232_cov_15.6684_ID_9-snap-gene-2.155-mRNA-1_1&gene=maker-NODE_5_length_558232_cov_15.6684_ID_9-snap-gene-2.155&CDS=1-1398
2908	OG0002908	YNR003C	snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.275-mRNA-1_1&gene=snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.275&CDS=1-951
2909	OG0002909	YNR006W	snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-2.48&CDS=1-2454
2910	OG0002910	YNR007C	snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-3.86&CDS=1-768
2911	OG0002911	YNR008W	snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-3.87&CDS=1-2001
2912	OG0002912	YNR012W	augustus_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-1.77&CDS=1-1425
2913	OG0002913	YNR015W	snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-4.15-mRNA-1_1&gene=snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-4.15&CDS=1-1227
2914	OG0002914	YNR016C	augustus_masked-NODE_30_length_152298_cov_13.6929_ID_59-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_30_length_152298_cov_13.6929_ID_59-processed-gene-0.44&CDS=1-10944
2915	OG0002915	YNR017W	snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-4.43-mRNA-1_1&gene=snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-4.43&CDS=1-630
2916	OG0002916	YNR018W	snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-0.0&CDS=1-621
2917	OG0002917	YNR020C	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-6.212-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-6.212&CDS=1-819
2918	OG0002918	YNR021W	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-6.174-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-6.174&CDS=1-1113
2919	OG0002919	YNR022C	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-6.214-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-6.214&CDS=1-690
2920	OG0002920	YNR023W	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-6.177-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-6.177&CDS=1-1347
2921	OG0002921	YNR029C	snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-0.6&CDS=1-1230
2922	OG0002922	YNR030W	snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-0.23&CDS=1-1983
2923	OG0002923	YNR032C-A	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-2.111&CDS=1-228
2924	OG0002924	YNR033W	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-2.115-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-2.115&CDS=1-2274
2925	OG0002925	YNR035C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-1.7&CDS=1-1023
2926	OG0002926	YNR036C	augustus_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-0.81&CDS=1-519
2927	OG0002927	YNR037C	snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-1.6&CDS=1-270
2928	OG0002928	YNR038W	snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-1.8&CDS=1-1992
2929	OG0002929	YNR039C	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-2.97&CDS=1-1902
2930	OG0002930	YNR041C	snap_masked-NODE_12_length_293403_cov_12.573_ID_23-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_12_length_293403_cov_12.573_ID_23-processed-gene-1.93&CDS=1-1155
2931	OG0002931	YNR043W	maker-NODE_44_length_48808_cov_20.7393_ID_87-snap-gene-0.50-mRNA-1_1&gene=maker-NODE_44_length_48808_cov_20.7393_ID_87-snap-gene-0.50&CDS=1-1152
2932	OG0002932	YNR046W	snap_masked-NODE_12_length_293403_cov_12.573_ID_23-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_12_length_293403_cov_12.573_ID_23-processed-gene-1.23&CDS=1-387
2933	OG0002933	YNR050C	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-1.41&CDS=1-1332
2934	OG0002934	YNR051C	maker-NODE_20_length_227058_cov_17.6942_ID_39-snap-gene-1.74-mRNA-1_1&gene=maker-NODE_20_length_227058_cov_17.6942_ID_39-snap-gene-1.74&CDS=1-1386
2935	OG0002935	YNR052C	snap_masked-NODE_20_length_227058_cov_17.6942_ID_39-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_20_length_227058_cov_17.6942_ID_39-processed-gene-1.40&CDS=1-1230
2936	OG0002936	YNR053C	maker-NODE_20_length_227058_cov_17.6942_ID_39-snap-gene-1.77-mRNA-1_1&gene=maker-NODE_20_length_227058_cov_17.6942_ID_39-snap-gene-1.77&CDS=1-1638
2937	OG0002937	YNR054C	snap_masked-NODE_36_length_101018_cov_14.4863_ID_71-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_36_length_101018_cov_14.4863_ID_71-processed-gene-0.86&CDS=1-864
2938	OG0002938	YOL001W	augustus_masked-NODE_47_length_46204_cov_13.9512_ID_93-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_47_length_46204_cov_13.9512_ID_93-processed-gene-0.35&CDS=1-1227
2939	OG0002939	YOL003C	augustus_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-1.98&CDS=1-870
2940	OG0002940	YOL004W	maker-NODE_13_length_280641_cov_16.5591_ID_25-augustus-gene-1.3-mRNA-1_1&gene=maker-NODE_13_length_280641_cov_16.5591_ID_25-augustus-gene-1.3&CDS=1-4629
2941	OG0002941	YOL005C	snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-1.14&CDS=1-372
2942	OG0002942	YOL006C	snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-2.11-mRNA-1_1&gene=snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-2.11&CDS=1-2244
2943	OG0002943	YOL008W	augustus_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-6.3&CDS=1-582
