	OrthologID	Candida_succiphila	Saccharomyces_cerevisiae
2808	OG0002808	-processed-gene-16.23-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-16.23&CDS=1-993	YDR460W
2809	OG0002809	-processed-gene-16.147-mRNA-1_1&gene=snap_masked-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-16.147&CDS=1-2772	YBR281C
2810	OG0002810	-processed-gene-16.95-mRNA-1_1&gene=augustus_masked-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-16.95&CDS=1-2301	YDR306C
2811	OG0002811	-processed-gene-16.47-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-16.47&CDS=1-1560	YLR004C
2812	OG0002812	-processed-gene-16.48-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-16.48&CDS=1-528	YLR370C
2813	OG0002813	-processed-gene-16.25-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-16.25&CDS=1-4599	YLR371W
2814	OG0002814	-processed-gene-17.1-mRNA-1_1&gene=snap_masked-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.1&CDS=1-738	YGR235C
2815	OG0002815	-processed-gene-17.54-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.54&CDS=1-3162	YOL098C
2816	OG0002816	-processed-gene-17.55-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.55&CDS=1-1266	YGR257C
2817	OG0002817	-processed-gene-17.3-mRNA-1_1&gene=snap_masked-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.3&CDS=1-4425	YHR186C
2818	OG0002818	-processed-gene-17.101-mRNA-1_1&gene=augustus_masked-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.101&CDS=1-897	YJL006C
2819	OG0002819	-processed-gene-17.119-mRNA-1_1&gene=augustus_masked-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.119&CDS=1-1065	YJL031C
2820	OG0002820	-processed-gene-17.58-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.58&CDS=1-669	YJL030W
2821	OG0002821	-processed-gene-17.59-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.59&CDS=1-642	YKL142W
2822	OG0002822	-processed-gene-17.78-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.78&CDS=1-1020	YKL151C
2823	OG0002823	-processed-gene-17.104-mRNA-1_1&gene=augustus_masked-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.104&CDS=1-915	YKL150W
2824	OG0002824	-processed-gene-17.61-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.61&CDS=1-1404	YKL149C
2825	OG0002825	-processed-gene-17.62-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.62&CDS=1-1350	YKL145W
2826	OG0002826	-processed-gene-17.79-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.79&CDS=1-603	YKL144C
2827	OG0002827	-processed-gene-17.80-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.80&CDS=1-1989	YDR496C
2828	OG0002828	-processed-gene-17.81-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.81&CDS=1-1917	YKL148C
2829	OG0002829	-processed-gene-17.83-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.83&CDS=1-1059	YDL006W
2830	OG0002830	-augustus-gene-17.47-mRNA-1_1&gene=maker-gi|1002316222|dbj|BCGL01000002.1|-augustus-gene-17.47&CDS=1-1986	YDL007W
2831	OG0002831	-processed-gene-17.63-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.63&CDS=1-2232	YBR142W
2832	OG0002832	-processed-gene-17.86-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.86&CDS=1-1302	YBR143C
2833	OG0002833	-processed-gene-17.64-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.64&CDS=1-1572	YGR083C
2834	OG0002834	-processed-gene-17.87-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.87&CDS=1-2130	YOR014W
2835	OG0002835	-processed-gene-17.88-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.88&CDS=1-582	YLR251W
2836	OG0002836	-processed-gene-17.65-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.65&CDS=1-927	YGR086C
2837	OG0002837	-processed-gene-17.67-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.67&CDS=1-2037	YDL164C
2838	OG0002838	-processed-gene-17.91-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.91&CDS=1-648	YIL010W
2839	OG0002839	-processed-gene-17.72-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.72&CDS=1-1023	YPR176C
2840	OG0002840	-processed-gene-17.93-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.93&CDS=1-2163	YPR175W
2841	OG0002841	-processed-gene-17.25-mRNA-1_1&gene=snap_masked-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-17.25&CDS=1-3675	YHR073W
2842	OG0002842	-processed-gene-18.59-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.59&CDS=1-570	YJR012C
2843	OG0002843	-processed-gene-18.60-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.60&CDS=1-2706	YNL221C
2844	OG0002844	-processed-gene-18.61-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.61&CDS=1-1590	YHR030C
2845	OG0002845	-processed-gene-18.57-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.57&CDS=1-1947	YPL254W
2846	OG0002846	-processed-gene-18.78-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.78&CDS=1-1155	YLR321C
2847	OG0002847	-snap-gene-18.109-mRNA-1_1&gene=maker-gi|1002316222|dbj|BCGL01000002.1|-snap-gene-18.109&CDS=1-600	YAL003W
2848	OG0002848	-processed-gene-18.64-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.64&CDS=1-3057	YHR027C
2849	OG0002849	-processed-gene-18.80-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.80&CDS=1-1449	YHR025W
2850	OG0002850	-processed-gene-18.65-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.65&CDS=1-1509	YHR024C
2851	OG0002851	-processed-gene-18.82-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.82&CDS=1-456	YHR051W
2852	OG0002852	-processed-gene-18.84-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.84&CDS=1-744	YKL152C
2853	OG0002853	-processed-gene-18.67-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.67&CDS=1-2139	YJL041W
2854	OG0002854	-processed-gene-18.85-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.85&CDS=1-1887	YJL044C
2855	OG0002855	-processed-gene-18.86-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.86&CDS=1-4161	YJL042W
2856	OG0002856	-processed-gene-18.89-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.89&CDS=1-2622	YCR077C
2857	OG0002857	-processed-gene-18.90-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.90&CDS=1-1008	YNR035C
2858	OG0002858	-processed-gene-18.91-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.91&CDS=1-447	YNR036C
2859	OG0002859	-processed-gene-18.69-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.69&CDS=1-507	YKL192C
2860	OG0002860	-processed-gene-18.92-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.92&CDS=1-1998	YNR038W
2861	OG0002861	-processed-gene-18.132-mRNA-1_1&gene=augustus_masked-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.132&CDS=1-1491	YCR079W
2862	OG0002862	-processed-gene-18.94-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.94&CDS=1-273	YNR037C
2863	OG0002863	-processed-gene-18.97-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.97&CDS=1-987	YIL041W
2864	OG0002864	-snap-gene-18.115-mRNA-1_1&gene=maker-gi|1002316222|dbj|BCGL01000002.1|-snap-gene-18.115&CDS=1-2127	YGL045W
2865	OG0002865	-processed-gene-18.158-mRNA-1_1&gene=augustus_masked-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.158&CDS=1-645	YPR124W
2866	OG0002866	-processed-gene-18.73-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.73&CDS=1-1494	YGR149W
2867	OG0002867	-processed-gene-18.74-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.74&CDS=1-984	YBR251W
2868	OG0002868	-processed-gene-18.100-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.100&CDS=1-1425	YIR004W
2869	OG0002869	-processed-gene-18.101-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.101&CDS=1-753	YER010C
2870	OG0002870	-processed-gene-18.102-mRNA-1_1&gene=genemark-gi|1002316222|dbj|BCGL01000002.1|-processed-gene-18.102&CDS=1-609	YPL051W
2871	OG0002871	-processed-gene-0.86-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.86&CDS=1-1131	YHR112C
2872	OG0002872	-processed-gene-0.87-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.87&CDS=1-1944	YDR333C
2873	OG0002873	-processed-gene-0.88-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.88&CDS=1-936	YJR077C
2874	OG0002874	-processed-gene-0.109-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.109&CDS=1-957	YKL024C
2875	OG0002875	-processed-gene-0.110-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.110&CDS=1-786	YIR035C
2876	OG0002876	-processed-gene-0.90-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.90&CDS=1-2271	YKL025C
2877	OG0002877	-processed-gene-0.92-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.92&CDS=1-1365	YHR005C
2878	OG0002878	-processed-gene-0.93-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.93&CDS=1-1029	YHR071W
2879	OG0002879	-processed-gene-0.111-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.111&CDS=1-2208	YJR113C
2880	OG0002880	-processed-gene-0.112-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.112&CDS=1-1329	YBL045C
2881	OG0002881	-processed-gene-0.94-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.94&CDS=1-387	YPR166C
2882	OG0002882	-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.71&CDS=1-1725	YHR045W
2883	OG0002883	-processed-gene-0.115-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.115&CDS=1-978	YBL049W
2884	OG0002884	-processed-gene-0.97-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.97&CDS=1-2178	YJR110W
2885	OG0002885	-processed-gene-0.116-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.116&CDS=1-843	YJR111C
2886	OG0002886	-processed-gene-0.119-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.119&CDS=1-1701	YDR536W
2887	OG0002887	-processed-gene-0.120-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.120&CDS=1-1704	YPR169W
2888	OG0002888	-processed-gene-0.121-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.121&CDS=1-591	YPR165W
2889	OG0002889	-processed-gene-0.122-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.122&CDS=1-855	YPR167C
2890	OG0002890	-processed-gene-0.98-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-0.98&CDS=1-438	YPR168W
2891	OG0002891	-processed-gene-1.101-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.101&CDS=1-3750	YBR080C
2892	OG0002892	-processed-gene-1.97-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.97&CDS=1-816	YBR261C
2893	OG0002893	-processed-gene-1.99-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.99&CDS=1-954	YCL031C
2894	OG0002894	-snap-gene-1.46-mRNA-1_1&gene=maker-gi|1002316223|dbj|BCGL01000001.1|-snap-gene-1.46&CDS=1-1380	YCL032W
2895	OG0002895	-processed-gene-1.122-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.122&CDS=1-2628	YIL140W
2896	OG0002896	-processed-gene-1.106-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.106&CDS=1-3435	YFL025C
2897	OG0002897	-processed-gene-1.107-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.107&CDS=1-2535	YNL082W
2898	OG0002898	-processed-gene-1.108-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.108&CDS=1-1200	YFL026W
2899	OG0002899	-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.28&CDS=1-1653	YNL083W
2900	OG0002900	-processed-gene-1.109-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.109&CDS=1-1578	YIL142W
2901	OG0002901	-processed-gene-1.125-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.125&CDS=1-1203	YNL084C
2902	OG0002902	-processed-gene-1.126-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.126&CDS=1-8004	YIL129C
2903	OG0002903	-processed-gene-1.111-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.111&CDS=1-3225	YIL128W
2904	OG0002904	-processed-gene-1.127-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.127&CDS=1-297	YKL053C-A
2905	OG0002905	-processed-gene-1.114-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.114&CDS=1-1242	YLR056W
2906	OG0002906	-processed-gene-1.129-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.129&CDS=1-1008	YFL028C
2907	OG0002907	-processed-gene-1.115-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.115&CDS=1-2289	YLR055C
2908	OG0002908	-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.34&CDS=1-1962	YML042W
2909	OG0002909	-processed-gene-1.116-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.116&CDS=1-1689	YCR098C
2910	OG0002910	-processed-gene-1.119-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.119&CDS=1-813	YOR157C
2911	OG0002911	-processed-gene-1.132-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.132&CDS=1-639	YDR408C
2912	OG0002912	-processed-gene-1.133-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.133&CDS=1-1674	YOR136W
2913	OG0002913	-processed-gene-1.120-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.120&CDS=1-306	YDR377W
2914	OG0002914	-processed-gene-1.135-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.135&CDS=1-1515	YDR376W
2915	OG0002915	-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-1.41&CDS=1-288	YDR510W
2916	OG0002916	-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.89&CDS=1-2478	YDR499W
2917	OG0002917	-processed-gene-2.49-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.49&CDS=1-813	YLR186W
2918	OG0002918	-augustus-gene-2.42-mRNA-1_1&gene=maker-gi|1002316223|dbj|BCGL01000001.1|-augustus-gene-2.42&CDS=1-3177	YNL279W
2919	OG0002919	-processed-gene-2.54-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.54&CDS=1-1092	YCL059C
2920	OG0002920	-processed-gene-2.55-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.55&CDS=1-1254	YGL153W
2921	OG0002921	-processed-gene-2.56-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.56&CDS=1-1860	YDL119C
2922	OG0002922	-processed-gene-2.72-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.72&CDS=1-1119	YGL155W
2923	OG0002923	-processed-gene-2.73-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.73&CDS=1-3354	YGL156W
2924	OG0002924	-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.109&CDS=1-3234	YFR030W
2925	OG0002925	-processed-gene-2.58-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.58&CDS=1-1116	YPR035W
2926	OG0002926	-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.95&CDS=1-2604	YPR036W
2927	OG0002927	-processed-gene-2.61-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.61&CDS=1-1209	YPR041W
2928	OG0002928	-processed-gene-2.63-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.63&CDS=1-2595	YJR090C
2929	OG0002929	-processed-gene-2.78-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.78&CDS=1-879	YJR088C
2930	OG0002930	-processed-gene-2.79-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.79&CDS=1-834	YPR037C
2931	OG0002931	-processed-gene-2.64-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.64&CDS=1-1431	YPR040W
2932	OG0002932	-processed-gene-2.65-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.65&CDS=1-1317	YJR093C
2933	OG0002933	-processed-gene-2.82-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.82&CDS=1-4569	YJR092W
2934	OG0002934	-processed-gene-2.67-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.67&CDS=1-816	YIL070C
2935	OG0002935	-processed-gene-2.68-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.68&CDS=1-4575	YPR184W
2936	OG0002936	-processed-gene-2.70-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.70&CDS=1-744	YPL129W
2937	OG0002937	-processed-gene-2.85-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-2.85&CDS=1-1272	YOR212W
2938	OG0002938	-processed-gene-3.0-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.0&CDS=1-1233	YKL021C
2939	OG0002939	-processed-gene-3.4-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.4&CDS=1-1107	YIR034C
2940	OG0002940	-processed-gene-3.1-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.1&CDS=1-2097	YKL022C
2941	OG0002941	-processed-gene-3.2-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.2&CDS=1-1101	YGR223C
2942	OG0002942	-processed-gene-3.5-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.5&CDS=1-2712	YLL013C
2943	OG0002943	-processed-gene-3.7-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.7&CDS=1-819	YOR278W
2944	OG0002944	-processed-gene-3.69-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.69&CDS=1-3642	YMR218C
2945	OG0002945	-processed-gene-3.29-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.29&CDS=1-3594	YGR233C
2946	OG0002946	-processed-gene-3.31-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.31&CDS=1-1098	YOR025W
2947	OG0002947	-processed-gene-3.10-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.10&CDS=1-2013	YDR479C
2948	OG0002948	-processed-gene-3.32-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.32&CDS=1-1674	YDR257C
2949	OG0002949	-processed-gene-3.13-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.13&CDS=1-1776	YOR027W
2950	OG0002950	-processed-gene-3.14-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.14&CDS=1-1755	YDR477W
2951	OG0002951	-processed-gene-3.18-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.18&CDS=1-1308	YOL125W
2952	OG0002952	-processed-gene-3.19-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.19&CDS=1-756	YKL055C
2953	OG0002953	-processed-gene-3.20-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.20&CDS=1-504	YKL056C
2954	OG0002954	-processed-gene-3.33-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.33&CDS=1-1494	YER168C
2955	OG0002955	-processed-gene-3.63-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.63&CDS=1-768	YGR158C
2956	OG0002956	-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.119&CDS=1-2730	YGR157W
2957	OG0002957	-processed-gene-3.37-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.37&CDS=1-327	YKL160W
2958	OG0002958	-processed-gene-3.22-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.22&CDS=1-1143	YHR052W
2959	OG0002959	-processed-gene-3.80-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.80&CDS=1-1896	YJL163C
2960	OG0002960	-processed-gene-3.39-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.39&CDS=1-2265	YBL011W
2961	OG0002961	-processed-gene-3.24-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-3.24&CDS=1-2322	YGL022W
2962	OG0002962	-processed-gene-4.46-mRNA-1_1&gene=snap_masked-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.46&CDS=1-3936	YMR190C
2963	OG0002963	-processed-gene-4.90-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.90&CDS=1-2391	YGL234W
2964	OG0002964	-snap-gene-4.43-mRNA-1_1&gene=maker-gi|1002316223|dbj|BCGL01000001.1|-snap-gene-4.43&CDS=1-2004	YBR160W
2965	OG0002965	-processed-gene-4.114-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.114&CDS=1-1566	YOR301W
2966	OG0002966	-processed-gene-4.95-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.95&CDS=1-1695	YOR128C
2967	OG0002967	-processed-gene-4.96-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.96&CDS=1-1716	YHR168W
2968	OG0002968	-processed-gene-4.115-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.115&CDS=1-2424	YHR172W
2969	OG0002969	-processed-gene-4.97-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.97&CDS=1-2283	YGR245C
2970	OG0002970	-processed-gene-4.116-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.116&CDS=1-1302	YHR169W
2971	OG0002971	-processed-gene-4.98-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.98&CDS=1-1773	YDR292C
2972	OG0002972	-processed-gene-4.117-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.117&CDS=1-1998	YHR171W
2973	OG0002973	-processed-gene-4.118-mRNA-1_1&gene=genemark-gi|1002316223|dbj|BCGL01000001.1|-processed-gene-4.118&CDS=1-1545	YHR170W
