	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041840_Candida_wancherniae
2526	OG0002526	YNL038W	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-2.41&CDS=1-687
2527	OG0002527	YNL039W	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-2.42&CDS=1-1809
2528	OG0002528	YNL040W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-14.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-14.95&CDS=1-1347
2529	OG0002529	YNL041C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-1.75&CDS=1-2256
2530	OG0002530	YNL044W	maker-NODE_3_length_991520_cov_48.5334_ID_1053-augustus-gene-3.1-mRNA-1_1&gene=maker-NODE_3_length_991520_cov_48.5334_ID_1053-augustus-gene-3.1&CDS=1-525
2531	OG0002531	YNL045W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.21&CDS=1-1854
2532	OG0002532	YNL048W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-3.55&CDS=1-1809
2533	OG0002533	YNL049C	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.179-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.179&CDS=1-2850
2534	OG0002534	YNL051W	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.155&CDS=1-1179
2535	OG0002535	YNL054W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-6.58&CDS=1-2727
2536	OG0002536	YNL055C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-1.29&CDS=1-846
2537	OG0002537	YNL056W	maker-NODE_9_length_409039_cov_43.8455_ID_1818-snap-gene-3.64-mRNA-1_1&gene=maker-NODE_9_length_409039_cov_43.8455_ID_1818-snap-gene-3.64&CDS=1-723
2538	OG0002538	YNL059C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.6-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.6&CDS=1-2313
2539	OG0002539	YNL061W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.20-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.20&CDS=1-1779
2540	OG0002540	YNL062C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.7&CDS=1-1395
2541	OG0002541	YNL070W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-1.156&CDS=1-327
2542	OG0002542	YNL071W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-1.153&CDS=1-1422
2543	OG0002543	YNL072W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-1.154&CDS=1-1122
2544	OG0002544	YNL080C	augustus_masked-NODE_18_length_142348_cov_45.3673_ID_1608-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_18_length_142348_cov_45.3673_ID_1608-processed-gene-0.37&CDS=1-1002
2545	OG0002545	YNL081C	augustus_masked-NODE_18_length_142348_cov_45.3673_ID_1608-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_18_length_142348_cov_45.3673_ID_1608-processed-gene-0.36&CDS=1-363
2546	OG0002546	YNL082W	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.42&CDS=1-2541
2547	OG0002547	YNL083W	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.43&CDS=1-1584
2548	OG0002548	YNL084C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-4.45&CDS=1-1152
2549	OG0002549	YNL085W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-2.90&CDS=1-2388
2550	OG0002550	YNL086W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-0.59&CDS=1-357
2551	OG0002551	YNL088W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.158-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-8.158&CDS=1-4269
2552	OG0002552	YNL089C	snap_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.197-mRNA-1_1&gene=snap_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.197&CDS=1-378
2553	OG0002553	YNL090W	genemark-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-5.57-mRNA-1_1&gene=genemark-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-5.57&CDS=1-558
2554	OG0002554	YNL092W	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.40&CDS=1-1221
2555	OG0002555	YNL094W	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.22&CDS=1-2010
2556	OG0002556	YNL097C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-6.50&CDS=1-978
2557	OG0002557	YNL099C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-6.52&CDS=1-594
2558	OG0002558	YNL102W	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-2.107&CDS=1-4362
2559	OG0002559	YNL108C	maker-NODE_8_length_429724_cov_46.1698_ID_1196-augustus-gene-1.5-mRNA-1_1&gene=maker-NODE_8_length_429724_cov_46.1698_ID_1196-augustus-gene-1.5&CDS=1-1338
2560	OG0002560	YNL110C	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-1.150&CDS=1-684
2561	OG0002561	YNL111C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-0.99&CDS=1-387
2562	OG0002562	YNL113W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-3.33&CDS=1-375
2563	OG0002563	YNL115C	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.68&CDS=1-1707
2564	OG0002564	YNL118C	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.16&CDS=1-2235
2565	OG0002565	YNL119W	snap_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.90-mRNA-1_1&gene=snap_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.90&CDS=1-1284
2566	OG0002566	YNL123W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.10&CDS=1-4059
2567	OG0002567	YNL124W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.9-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.9&CDS=1-1860
2568	OG0002568	YNL126W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-13.35&CDS=1-2508
2569	OG0002569	YNL127W	genemark-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-4.133-mRNA-1_1&gene=genemark-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-4.133&CDS=1-2550
2570	OG0002570	YNL128W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-12.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-12.34&CDS=1-1095
2571	OG0002571	YNL129W	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.83&CDS=1-777
2572	OG0002572	YNL132W	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.60&CDS=1-3111
2573	OG0002573	YNL135C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-12.19-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-12.19&CDS=1-336
2574	OG0002574	YNL137C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.21&CDS=1-1410
2575	OG0002575	YNL138W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-8.19&CDS=1-1647
2576	OG0002576	YNL139C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-1.85&CDS=1-4215
2577	OG0002577	YNL141W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.113&CDS=1-1065
2578	OG0002578	YNL142W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-4.113&CDS=1-1485
2579	OG0002579	YNL151C	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.35&CDS=1-645
2580	OG0002580	YNL152W	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.15&CDS=1-1563
2581	OG0002581	YNL153C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-4.92&CDS=1-390
2582	OG0002582	YNL155W	genemark-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.77-mRNA-1_1&gene=genemark-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.77&CDS=1-816
2583	OG0002583	YNL161W	genemark-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.49&CDS=1-2400
2584	OG0002584	YNL163C	augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-0.108&CDS=1-3129
2585	OG0002585	YNL167C	maker-NODE_4_length_883457_cov_51.0448_ID_1210-augustus-gene-2.47-mRNA-1_1&gene=maker-NODE_4_length_883457_cov_51.0448_ID_1210-augustus-gene-2.47&CDS=1-1809
2586	OG0002586	YNL168C	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-1.113&CDS=1-693
2587	OG0002587	YNL169C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.110&CDS=1-1836
2588	OG0002588	YNL175C	augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.52&CDS=1-1158
2589	OG0002589	YNL177C	augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.7&CDS=1-1092
2590	OG0002590	YNL178W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.146-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.146&CDS=1-735
2591	OG0002591	YNL181W	augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.43&CDS=1-1317
2592	OG0002592	YNL182C	augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.4&CDS=1-1392
2593	OG0002593	YNL185C	genemark-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.83&CDS=1-429
2594	OG0002594	YNL186W	augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.45&CDS=1-2019
2595	OG0002595	YNL189W	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.41&CDS=1-1638
2596	OG0002596	YNL193W	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.87&CDS=1-1503
2597	OG0002597	YNL200C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-12.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-12.8&CDS=1-726
2598	OG0002598	YNL206C	genemark-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.156-mRNA-1_1&gene=genemark-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.156&CDS=1-1443
2599	OG0002599	YNL207W	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.17&CDS=1-1263
2600	OG0002600	YNL211C	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-1.119&CDS=1-240
2601	OG0002601	YNL212W	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-1.103&CDS=1-2415
2602	OG0002602	YNL213C	maker-NODE_13_length_302379_cov_64.3008_ID_1562-augustus-gene-1.48-mRNA-1_1&gene=maker-NODE_13_length_302379_cov_64.3008_ID_1562-augustus-gene-1.48&CDS=1-1254
2603	OG0002603	YNL216W	genemark-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.178-mRNA-1_1&gene=genemark-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.178&CDS=1-1791
2604	OG0002604	YNL217W	snap_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.23-mRNA-1_1&gene=snap_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.23&CDS=1-1221
2605	OG0002605	YNL218W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-2.68&CDS=1-2241
2606	OG0002606	YNL219C	augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-0.21&CDS=1-1776
2607	OG0002607	YNL220W	augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-0.22&CDS=1-1284
2608	OG0002608	YNL221C	genemark-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.157-mRNA-1_1&gene=genemark-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.157&CDS=1-2244
2609	OG0002609	YNL222W	snap_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.244-mRNA-1_1&gene=snap_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.244&CDS=1-675
2610	OG0002610	YNL223W	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.73&CDS=1-1293
2611	OG0002611	YNL224C	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.32&CDS=1-2175
2612	OG0002612	YNL227C	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.74&CDS=1-1821
2613	OG0002613	YNL229C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-0.74&CDS=1-954
2614	OG0002614	YNL231C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-2.79&CDS=1-1047
2615	OG0002615	YNL232W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-2.95&CDS=1-927
2616	OG0002616	YNL233W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-2.96&CDS=1-3600
2617	OG0002617	YNL234W	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-2.97&CDS=1-1098
2618	OG0002618	YNL237W	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.156&CDS=1-1338
2619	OG0002619	YNL238W	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.181-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.181&CDS=1-2631
2620	OG0002620	YNL239W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-1.108&CDS=1-1500
2621	OG0002621	YNL240C	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-4.55&CDS=1-2583
2622	OG0002622	YNL241C	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.180-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.180&CDS=1-1506
2623	OG0002623	YNL242W	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.21&CDS=1-5379
2624	OG0002624	YNL243W	augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.6&CDS=1-3063
2625	OG0002625	YNL244C	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.82&CDS=1-327
2626	OG0002626	YNL245C	genemark-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.25-mRNA-1_1&gene=genemark-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.25&CDS=1-504
2627	OG0002627	YNL247W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-4.27&CDS=1-2298
2628	OG0002628	YNL248C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.135&CDS=1-1230
2629	OG0002629	YNL250W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-3.30&CDS=1-3909
2630	OG0002630	YNL251C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.95&CDS=1-1914
2631	OG0002631	YNL252C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-3.81&CDS=1-795
2632	OG0002632	YNL254C	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.58&CDS=1-912
2633	OG0002633	YNL256W	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.8&CDS=1-2304
2634	OG0002634	YNL258C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-4.47&CDS=1-2232
2635	OG0002635	YNL259C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-4.21&CDS=1-219
2636	OG0002636	YNL260C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.128&CDS=1-429
2637	OG0002637	YNL262W	genemark-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.89&CDS=1-8070
2638	OG0002638	YNL263C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.131&CDS=1-1125
2639	OG0002639	YNL265C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.128-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-7.128&CDS=1-798
2640	OG0002640	YNL267W	maker-NODE_14_length_294837_cov_43.2695_ID_1346-snap-gene-0.125-mRNA-1_1&gene=maker-NODE_14_length_294837_cov_43.2695_ID_1346-snap-gene-0.125&CDS=1-4602
2641	OG0002641	YNL272C	genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-3.64-mRNA-1_1&gene=genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-3.64&CDS=1-1899
2642	OG0002642	YNL273W	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-1.38&CDS=1-3801
