	OrthologID	Saccharomyces_cerevisiae	yHAB154_Kazachstania_transvaalensis
2430	OG0002430	YLR330W	augustus_masked-NODE_93_length_29145_cov_24.8228_ID_185-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_93_length_29145_cov_24.8228_ID_185-processed-gene-0.0&CDS=1-1653
2431	OG0002431	YLR335W	augustus_masked-NODE_82_length_41063_cov_24.5212_ID_163-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_82_length_41063_cov_24.5212_ID_163-processed-gene-0.30&CDS=1-2262
2432	OG0002432	YLR336C	augustus_masked-NODE_82_length_41063_cov_24.5212_ID_163-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_82_length_41063_cov_24.5212_ID_163-processed-gene-0.37&CDS=1-2892
2433	OG0002433	YLR337C	maker-NODE_82_length_41063_cov_24.5212_ID_163-snap-gene-0.25-mRNA-1_1&gene=maker-NODE_82_length_41063_cov_24.5212_ID_163-snap-gene-0.25&CDS=1-1464
2434	OG0002434	YLR340W	augustus_masked-NODE_9_length_254994_cov_21.5023_ID_17-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-NODE_9_length_254994_cov_21.5023_ID_17-processed-gene-1.170&CDS=1-936
2435	OG0002435	YLR345W	augustus_masked-NODE_82_length_41063_cov_24.5212_ID_163-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_82_length_41063_cov_24.5212_ID_163-processed-gene-0.35&CDS=1-1512
2436	OG0002436	YLR347C	genemark-NODE_82_length_41063_cov_24.5212_ID_163-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_82_length_41063_cov_24.5212_ID_163-processed-gene-0.22&CDS=1-2586
2437	OG0002437	YLR348C	genemark-NODE_82_length_41063_cov_24.5212_ID_163-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_82_length_41063_cov_24.5212_ID_163-processed-gene-0.23&CDS=1-897
2438	OG0002438	YLR351C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.134&CDS=1-867
2439	OG0002439	YLR352W	snap_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.102&CDS=1-2613
2440	OG0002440	YLR354C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.133&CDS=1-999
2441	OG0002441	YLR355C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.132&CDS=1-1182
2442	OG0002442	YLR359W	snap_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.97&CDS=1-1446
2443	OG0002443	YLR360W	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.155&CDS=1-1422
2444	OG0002444	YLR361C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.131&CDS=1-1605
2445	OG0002445	YLR362W	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.154&CDS=1-2256
2446	OG0002446	YLR363C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.130&CDS=1-693
2447	OG0002447	YLR363W-A	augustus_masked-NODE_9_length_254994_cov_21.5023_ID_17-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_9_length_254994_cov_21.5023_ID_17-processed-gene-0.89&CDS=1-264
2448	OG0002448	YLR364W	augustus_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-1.10&CDS=1-336
2449	OG0002449	YLR370C	maker-NODE_9_length_254994_cov_21.5023_ID_17-augustus-gene-0.94-mRNA-1_1&gene=maker-NODE_9_length_254994_cov_21.5023_ID_17-augustus-gene-0.94&CDS=1-276
2450	OG0002450	YLR371W	genemark-NODE_9_length_254994_cov_21.5023_ID_17-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_9_length_254994_cov_21.5023_ID_17-processed-gene-0.59&CDS=1-4968
2451	OG0002451	YLR373C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.129&CDS=1-3798
2452	OG0002452	YLR375W	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.152&CDS=1-1347
2453	OG0002453	YLR378C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.151&CDS=1-1437
2454	OG0002454	YLR380W	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.150&CDS=1-1125
2455	OG0002455	YLR381W	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.149&CDS=1-2211
2456	OG0002456	YLR382C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.127&CDS=1-2520
2457	OG0002457	YLR383W	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.148&CDS=1-3312
2458	OG0002458	YLR384C	maker-NODE_20_length_158270_cov_21.8731_ID_39-augustus-gene-0.163-mRNA-1_1&gene=maker-NODE_20_length_158270_cov_21.8731_ID_39-augustus-gene-0.163&CDS=1-4419
2459	OG0002459	YLR386W	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.147&CDS=1-2811
2460	OG0002460	YLR389C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.124&CDS=1-2949
2461	OG0002461	YLR390W-A	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.146&CDS=1-699
2462	OG0002462	YLR392C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.123&CDS=1-1608
2463	OG0002463	YLR393W	genemark-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.37&CDS=1-1968
2464	OG0002464	YLR398C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.122&CDS=1-10089
2465	OG0002465	YLR401C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.121&CDS=1-1968
2466	OG0002466	YLR405W	genemark-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.36&CDS=1-3357
2467	OG0002467	YLR409C	genemark-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.10&CDS=1-3045
2468	OG0002468	YLR410W	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.143&CDS=1-3507
2469	OG0002469	YLR412W	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.142&CDS=1-804
2470	OG0002470	YLR414C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.118&CDS=1-822
2471	OG0002471	YLR417W	genemark-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.32&CDS=1-1695
2472	OG0002472	YLR418C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.117&CDS=1-1248
2473	OG0002473	YLR419W	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.139&CDS=1-4374
2474	OG0002474	YLR420W	augustus_masked-NODE_114_length_17533_cov_23.7202_ID_227-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_114_length_17533_cov_23.7202_ID_227-processed-gene-0.1&CDS=1-1059
2475	OG0002475	YLR421C	augustus_masked-NODE_114_length_17533_cov_23.7202_ID_227-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_114_length_17533_cov_23.7202_ID_227-processed-gene-0.5&CDS=1-477
2476	OG0002476	YLR422W	genemark-NODE_114_length_17533_cov_23.7202_ID_227-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_114_length_17533_cov_23.7202_ID_227-processed-gene-0.9&CDS=1-5649
2477	OG0002477	YLR423C	augustus_masked-NODE_114_length_17533_cov_23.7202_ID_227-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_114_length_17533_cov_23.7202_ID_227-processed-gene-0.6&CDS=1-849
2478	OG0002478	YLR424W	augustus_masked-NODE_114_length_17533_cov_23.7202_ID_227-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_114_length_17533_cov_23.7202_ID_227-processed-gene-0.3&CDS=1-1722
2479	OG0002479	YLR425W	snap_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.52&CDS=1-6363
2480	OG0002480	YLR429W	genemark-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.2&CDS=1-1911
2481	OG0002481	YLR430W	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.113&CDS=1-6276
2482	OG0002482	YLR431C	snap_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.75&CDS=1-1356
2483	OG0002483	YLR435W	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.114&CDS=1-612
2484	OG0002484	YLR436C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.136&CDS=1-4032
2485	OG0002485	YLR437C	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.137&CDS=1-429
2486	OG0002486	YLR438C-A	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.138&CDS=1-252
2487	OG0002487	YLR438W	augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_20_length_158270_cov_21.8731_ID_39-processed-gene-0.115&CDS=1-1263
2488	OG0002488	YLR439W	augustus_masked-NODE_31_length_116780_cov_21.1543_ID_61-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_31_length_116780_cov_21.1543_ID_61-processed-gene-0.90&CDS=1-1005
2489	OG0002489	YLR440C	genemark-NODE_31_length_116780_cov_21.1543_ID_61-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_31_length_116780_cov_21.1543_ID_61-processed-gene-0.47&CDS=1-4689
2490	OG0002490	YLR441C	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.87&CDS=1-765
2491	OG0002491	YLR443W	augustus_masked-NODE_31_length_116780_cov_21.1543_ID_61-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_31_length_116780_cov_21.1543_ID_61-processed-gene-0.89&CDS=1-2979
2492	OG0002492	YLR447C	augustus_masked-NODE_31_length_116780_cov_21.1543_ID_61-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_31_length_116780_cov_21.1543_ID_61-processed-gene-0.76&CDS=1-1038
2493	OG0002493	YLR449W	augustus_masked-NODE_31_length_116780_cov_21.1543_ID_61-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_31_length_116780_cov_21.1543_ID_61-processed-gene-0.87&CDS=1-1317
2494	OG0002494	YLR452C	augustus_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.9&CDS=1-2199
2495	OG0002495	YLR454W	maker-NODE_22_length_154223_cov_21.7045_ID_43-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_22_length_154223_cov_21.7045_ID_43-snap-gene-0.3&CDS=1-8505
2496	OG0002496	YML001W	augustus_masked-NODE_137_length_9658_cov_25.5247_ID_273-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_137_length_9658_cov_25.5247_ID_273-processed-gene-0.6&CDS=1-621
2497	OG0002497	YML002W	snap_masked-NODE_75_length_48896_cov_22.7073_ID_149-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_75_length_48896_cov_22.7073_ID_149-processed-gene-0.31&CDS=1-3651
2498	OG0002498	YML004C	augustus_masked-NODE_68_length_60656_cov_21.0068_ID_135-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_68_length_60656_cov_21.0068_ID_135-processed-gene-0.55&CDS=1-933
2499	OG0002499	YML005W	snap_masked-NODE_66_length_63818_cov_21.7962_ID_131-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_66_length_63818_cov_21.7962_ID_131-processed-gene-0.27&CDS=1-1098
2500	OG0002500	YML006C	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.176&CDS=1-2454
2501	OG0002501	YML007W	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.151&CDS=1-2139
2502	OG0002502	YML008C	genemark-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.54&CDS=1-1119
2503	OG0002503	YML009C	snap_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.110&CDS=1-204
2504	OG0002504	YML010W	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.149&CDS=1-3003
2505	OG0002505	YML011C	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.174&CDS=1-510
2506	OG0002506	YML012W	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.148&CDS=1-633
2507	OG0002507	YML013W	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.147&CDS=1-1944
2508	OG0002508	YML014W	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.146&CDS=1-837
2509	OG0002509	YML017W	genemark-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.20&CDS=1-2016
2510	OG0002510	YML018C	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.172&CDS=1-1332
2511	OG0002511	YML020W	snap_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.76&CDS=1-2775
2512	OG0002512	YML021C	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.171&CDS=1-1113
2513	OG0002513	YML022W	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.142&CDS=1-561
2514	OG0002514	YML023C	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.170&CDS=1-1632
2515	OG0002515	YML025C	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.168&CDS=1-834
2516	OG0002516	YML031W	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.137&CDS=1-5226
2517	OG0002517	YML032C	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.166&CDS=1-1737
2518	OG0002518	YML034W	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.136&CDS=1-2577
2519	OG0002519	YML035C	genemark-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.43&CDS=1-2499
2520	OG0002520	YML036W	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.135&CDS=1-489
2521	OG0002521	YML038C	snap_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.99&CDS=1-2088
2522	OG0002522	YML041C	augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_28_length_133230_cov_21.3126_ID_55-processed-gene-0.169&CDS=1-786
2523	OG0002523	YML042W	augustus_masked-NODE_6_length_279243_cov_20.9027_ID_11-processed-gene-1.211-mRNA-1_1&gene=augustus_masked-NODE_6_length_279243_cov_20.9027_ID_11-processed-gene-1.211&CDS=1-2004
2524	OG0002524	YML043C	snap_masked-NODE_75_length_48896_cov_22.7073_ID_149-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_75_length_48896_cov_22.7073_ID_149-processed-gene-0.38&CDS=1-1296
2525	OG0002525	YML046W	augustus_masked-NODE_25_length_140488_cov_21.2057_ID_49-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_25_length_140488_cov_21.2057_ID_49-processed-gene-0.17&CDS=1-1857
2526	OG0002526	YML048W	augustus_masked-NODE_25_length_140488_cov_21.2057_ID_49-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_25_length_140488_cov_21.2057_ID_49-processed-gene-0.16&CDS=1-1188
2527	OG0002527	YML049C	augustus_masked-NODE_25_length_140488_cov_21.2057_ID_49-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_25_length_140488_cov_21.2057_ID_49-processed-gene-0.38&CDS=1-3984
2528	OG0002528	YML051W	augustus_masked-NODE_25_length_140488_cov_21.2057_ID_49-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_25_length_140488_cov_21.2057_ID_49-processed-gene-0.15&CDS=1-1293
2529	OG0002529	YML052W	augustus_masked-NODE_25_length_140488_cov_21.2057_ID_49-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_25_length_140488_cov_21.2057_ID_49-processed-gene-0.14&CDS=1-1080
2530	OG0002530	YML054C	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.107&CDS=1-1878
2531	OG0002531	YML055W	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.92&CDS=1-513
2532	OG0002532	YML057W	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.91&CDS=1-1683
2533	OG0002533	YML058W	snap_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.11&CDS=1-321
2534	OG0002534	YML059C	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.105&CDS=1-4926
2535	OG0002535	YML060W	genemark-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.44&CDS=1-1155
2536	OG0002536	YML061C	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.104&CDS=1-3744
2537	OG0002537	YML064C	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.103&CDS=1-744
2538	OG0002538	YML065W	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.86&CDS=1-2661
2539	OG0002539	YML067C	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.102&CDS=1-1062
2540	OG0002540	YML068W	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.85&CDS=1-1371
2541	OG0002541	YML069W	maker-NODE_39_length_101681_cov_21.9201_ID_77-snap-gene-0.69-mRNA-1_1&gene=maker-NODE_39_length_101681_cov_21.9201_ID_77-snap-gene-0.69&CDS=1-3393
2542	OG0002542	YML072C	maker-NODE_39_length_101681_cov_21.9201_ID_77-snap-gene-0.71-mRNA-1_1&gene=maker-NODE_39_length_101681_cov_21.9201_ID_77-snap-gene-0.71&CDS=1-5793
2543	OG0002543	YML073C	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.100&CDS=1-531
2544	OG0002544	YML077W	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.83&CDS=1-456
2545	OG0002545	YML086C	genemark-NODE_19_length_158303_cov_21.4526_ID_37-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_19_length_158303_cov_21.4526_ID_37-processed-gene-0.129&CDS=1-1560
2546	OG0002546	YML088W	augustus_masked-NODE_19_length_158303_cov_21.4526_ID_37-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_19_length_158303_cov_21.4526_ID_37-processed-gene-0.26&CDS=1-2103
2547	OG0002547	YML091C	snap_masked-NODE_19_length_158303_cov_21.4526_ID_37-processed-gene-0.187-mRNA-1_1&gene=snap_masked-NODE_19_length_158303_cov_21.4526_ID_37-processed-gene-0.187&CDS=1-3987
2548	OG0002548	YML092C	augustus_masked-NODE_19_length_158303_cov_21.4526_ID_37-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_19_length_158303_cov_21.4526_ID_37-processed-gene-0.53&CDS=1-750
2549	OG0002549	YML094W	augustus_masked-NODE_30_length_118171_cov_21.1659_ID_59-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_30_length_118171_cov_21.1659_ID_59-processed-gene-0.2&CDS=1-501
