	OrthologID	Nakaseomyces_bracarensis	Saccharomyces_cerevisiae
3467	OG0003467	snap_masked-CABR0S37-processed-gene-8.129-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-8.129&CDS=1-258	YJL062W-A
3468	OG0003468	snap_masked-CABR0S37-processed-gene-8.108-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-8.108&CDS=1-732	YJL063C
3469	OG0003469	snap_masked-CABR0S37-processed-gene-8.109-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-8.109&CDS=1-672	YJL065C
3470	OG0003470	augustus_masked-CABR0S37-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-8.25&CDS=1-912	YJL066C
3471	OG0003471	snap_masked-CABR0S37-processed-gene-8.111-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-8.111&CDS=1-885	YJL068C
3472	OG0003472	genemark-CABR0S37-processed-gene-8.70-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-8.70&CDS=1-1827	YJL069C
3473	OG0003473	snap_masked-CABR0S37-processed-gene-8.113-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-8.113&CDS=1-2568	YJL070C
3474	OG0003474	snap_masked-CABR0S37-processed-gene-8.130-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-8.130&CDS=1-1737	YJL071W
3475	OG0003475	genemark-CABR0S37-processed-gene-9.86-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-9.86&CDS=1-651	YJL072C
3476	OG0003476	genemark-CABR0S37-processed-gene-9.88-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-9.88&CDS=1-1953	YJL073W
3477	OG0003477	genemark-CABR0S37-processed-gene-9.87-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-9.87&CDS=1-3666	YJL074C
3478	OG0003478	augustus_masked-CABR0S37-processed-gene-9.47-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-9.47&CDS=1-4968	YJL076W
3479	OG0003479	genemark-CABR0S37-processed-gene-9.111-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-9.111&CDS=1-1395	YLR163C
3480	OG0003480	snap_masked-CABR0S37-processed-gene-9.27-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.27&CDS=1-711	YLR165C
3481	OG0003481	snap_masked-CABR0S37-processed-gene-9.28-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.28&CDS=1-2484	YLR166C
3482	OG0003482	snap_masked-CABR0S37-processed-gene-9.3-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.3&CDS=1-594	YGL200C
3483	OG0003483	snap_masked-CABR0S37-processed-gene-9.4-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.4&CDS=1-1698	YKL100C
3484	OG0003484	snap_masked-CABR0S37-processed-gene-9.29-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.29&CDS=1-4467	YKL101W
3485	OG0003485	genemark-CABR0S37-processed-gene-9.92-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-9.92&CDS=1-1530	YKL103C
3486	OG0003486	genemark-CABR0S37-processed-gene-9.93-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-9.93&CDS=1-2169	YKL104C
3487	OG0003487	snap_masked-CABR0S37-processed-gene-9.30-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.30&CDS=1-1329	YKL106W
3488	OG0003488	snap_masked-CABR0S37-processed-gene-9.31-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.31&CDS=1-1164	YKL108W
3489	OG0003489	snap_masked-CABR0S37-processed-gene-9.7-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.7&CDS=1-879	YKL110C
3490	OG0003490	genemark-CABR0S37-processed-gene-9.95-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-9.95&CDS=1-612	YIR017C
3491	OG0003491	augustus_masked-CABR0S37-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-9.75&CDS=1-1047	YIR014W
3492	OG0003492	augustus_masked-CABR0S37-processed-gene-9.54-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-9.54&CDS=1-1137	YOL028C
3493	OG0003493	genemark-CABR0S37-processed-gene-9.97-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-9.97&CDS=1-519	YMR009W
3494	OG0003494	snap_masked-CABR0S37-processed-gene-9.13-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.13&CDS=1-1341	YMR010W
3495	OG0003495	snap_masked-CABR0S37-processed-gene-9.14-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.14&CDS=1-1506	YHL021C
3496	OG0003496	snap_masked-CABR0S37-processed-gene-9.15-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.15&CDS=1-990	YOR261C
3497	OG0003497	snap_masked-CABR0S37-processed-gene-9.35-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.35&CDS=1-1593	YOR260W
3498	OG0003498	snap_masked-CABR0S37-processed-gene-9.16-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.16&CDS=1-1329	YOR259C
3499	OG0003499	snap_masked-CABR0S37-processed-gene-9.36-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.36&CDS=1-636	YOR258W
3500	OG0003500	snap_masked-CABR0S37-processed-gene-9.37-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.37&CDS=1-483	YOR257W
3501	OG0003501	augustus_masked-CABR0S37-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-9.79&CDS=1-744	YOR255W
3502	OG0003502	snap_masked-CABR0S37-processed-gene-9.38-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.38&CDS=1-504	YOR253W
3503	OG0003503	snap_masked-CABR0S37-processed-gene-9.39-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.39&CDS=1-576	YOR252W
3504	OG0003504	snap_masked-CABR0S37-processed-gene-9.18-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.18&CDS=1-906	YOR251C
3505	OG0003505	snap_masked-CABR0S37-processed-gene-9.19-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.19&CDS=1-1353	YOR250C
3506	OG0003506	augustus_masked-CABR0S37-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-9.63&CDS=1-1974	YOR249C
3507	OG0003507	snap_masked-CABR0S37-processed-gene-9.21-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.21&CDS=1-978	YOR246C
3508	OG0003508	snap_masked-CABR0S37-processed-gene-9.22-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.22&CDS=1-3273	YPL160W
3509	OG0003509	snap_masked-CABR0S37-processed-gene-9.23-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.23&CDS=1-1287	YOR245C
3510	OG0003510	snap_masked-CABR0S37-processed-gene-9.24-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.24&CDS=1-2001	YOR243C
3511	OG0003511	snap_masked-CABR0S37-processed-gene-9.25-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.25&CDS=1-1110	YOR242C
3512	OG0003512	snap_masked-CABR0S37-processed-gene-9.42-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.42&CDS=1-1491	YOR241W
3513	OG0003513	snap_masked-CABR0S37-processed-gene-9.43-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-9.43&CDS=1-1608	YOR239W
3514	OG0003514	snap_masked-CABR0S37-processed-gene-10.6-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.6&CDS=1-657	YOR236W
3515	OG0003515	snap_masked-CABR0S37-processed-gene-10.30-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.30&CDS=1-1431	YGL192W
3516	OG0003516	genemark-CABR0S37-processed-gene-10.56-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-10.56&CDS=1-1353	YGL194C
3517	OG0003517	snap_masked-CABR0S37-processed-gene-10.8-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.8&CDS=1-1809	YNL008C
3518	OG0003518	snap_masked-CABR0S37-processed-gene-10.31-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.31&CDS=1-1776	YMR120C
3519	OG0003519	snap_masked-CABR0S37-processed-gene-10.10-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.10&CDS=1-3513	YLR032W
3520	OG0003520	genemark-CABR0S37-processed-gene-10.60-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-10.60&CDS=1-1467	YLR033W
3521	OG0003521	genemark-CABR0S37-processed-gene-10.80-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-10.80&CDS=1-2118	YLR035C
3522	OG0003522	genemark-CABR0S37-processed-gene-10.81-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-10.81&CDS=1-3573	YLR039C
3523	OG0003523	snap_masked-CABR0S37-processed-gene-10.35-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.35&CDS=1-3201	YGR047C
3524	OG0003524	snap_masked-CABR0S37-processed-gene-10.17-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.17&CDS=1-1110	YDL078C
3525	OG0003525	snap_masked-CABR0S37-processed-gene-10.18-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.18&CDS=1-1113	YMR139W
3526	OG0003526	snap_masked-CABR0S37-processed-gene-10.38-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.38&CDS=1-1305	YDL084W
3527	OG0003527	snap_masked-CABR0S37-processed-gene-10.21-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.21&CDS=1-198	YDL085C-A
3528	OG0003528	snap_masked-CABR0S37-processed-gene-10.39-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.39&CDS=1-1041	YMR146C
3529	OG0003529	snap_masked-CABR0S37-processed-gene-10.40-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.40&CDS=1-819	YDL086W
3530	OG0003530	genemark-CABR0S37-processed-gene-10.67-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-10.67&CDS=1-606	YPL034W
3531	OG0003531	snap_masked-CABR0S37-processed-gene-10.41-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.41&CDS=1-951	YPL033C
3532	OG0003532	snap_masked-CABR0S37-processed-gene-10.22-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.22&CDS=1-741	YDL087C
3533	OG0003533	snap_masked-CABR0S37-processed-gene-10.23-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.23&CDS=1-1461	YDL088C
3534	OG0003534	snap_masked-CABR0S37-processed-gene-10.42-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.42&CDS=1-1290	YDL089W
3535	OG0003535	snap_masked-CABR0S37-processed-gene-10.24-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.24&CDS=1-1296	YDL090C
3536	OG0003536	snap_masked-CABR0S37-processed-gene-10.25-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.25&CDS=1-1284	YDL091C
3537	OG0003537	snap_masked-CABR0S37-processed-gene-10.43-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.43&CDS=1-396	YDL092W
3538	OG0003538	snap_masked-CABR0S37-processed-gene-10.45-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.45&CDS=1-2514	YDL095W
3539	OG0003539	snap_masked-CABR0S37-processed-gene-10.26-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.26&CDS=1-1287	YDL097C
3540	OG0003540	snap_masked-CABR0S37-processed-gene-10.27-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.27&CDS=1-552	YDL098C
3541	OG0003541	snap_masked-CABR0S37-processed-gene-10.46-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.46&CDS=1-1002	YDL099W
3542	OG0003542	snap_masked-CABR0S37-processed-gene-10.28-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-10.28&CDS=1-1050	YDL100C
3543	OG0003543	genemark-CABR0S37-processed-gene-10.75-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-10.75&CDS=1-1551	YDL101C
3544	OG0003544	genemark-CABR0S37-processed-gene-11.2-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-11.2&CDS=1-3288	YDL102W
3545	OG0003545	snap_masked-CABR0S37-processed-gene-11.43-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.43&CDS=1-1416	YDL103C
3546	OG0003546	genemark-CABR0S37-processed-gene-11.3-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-11.3&CDS=1-981	YLR316C
3547	OG0003547	snap_masked-CABR0S37-processed-gene-11.45-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.45&CDS=1-2220	YLR318W
3548	OG0003548	snap_masked-CABR0S37-processed-gene-11.47-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.47&CDS=1-2265	YLR319C
3549	OG0003549	snap_masked-CABR0S37-processed-gene-11.48-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.48&CDS=1-4173	YLR320W
3550	OG0003550	snap_masked-CABR0S37-processed-gene-11.74-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.74&CDS=1-738	YLR323C
3551	OG0003551	augustus_masked-CABR0S37-processed-gene-11.114-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-11.114&CDS=1-234	YLR325C
3552	OG0003552	snap_masked-CABR0S37-processed-gene-11.51-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.51&CDS=1-543	YLR326W
3553	OG0003553	snap_masked-CABR0S37-processed-gene-11.75-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.75&CDS=1-1485	YPL262W
3554	OG0003554	snap_masked-CABR0S37-processed-gene-11.53-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.53&CDS=1-645	YLR356W
3555	OG0003555	snap_masked-CABR0S37-processed-gene-11.56-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.56&CDS=1-1446	YLR359W
3556	OG0003556	snap_masked-CABR0S37-processed-gene-11.76-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.76&CDS=1-1725	YLR361C
3557	OG0003557	genemark-CABR0S37-processed-gene-11.15-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-11.15&CDS=1-2031	YLR362W
3558	OG0003558	genemark-CABR0S37-processed-gene-11.33-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-11.33&CDS=1-729	YLR363C
3559	OG0003559	snap_masked-CABR0S37-processed-gene-11.59-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.59&CDS=1-252	YLR363W-A
3560	OG0003560	snap_masked-CABR0S37-processed-gene-11.60-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.60&CDS=1-324	YLR364W
3561	OG0003561	snap_masked-CABR0S37-processed-gene-11.61-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.61&CDS=1-1842	YLR368W
3562	OG0003562	snap_masked-CABR0S37-processed-gene-11.78-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.78&CDS=1-528	YLR370C
3563	OG0003563	snap_masked-CABR0S37-processed-gene-11.63-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.63&CDS=1-4110	YLR371W
3564	OG0003564	snap_masked-CABR0S37-processed-gene-11.64-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.64&CDS=1-1086	YLR372W
3565	OG0003565	snap_masked-CABR0S37-processed-gene-11.65-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.65&CDS=1-732	YOR106W
3566	OG0003566	snap_masked-CABR0S37-processed-gene-11.66-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.66&CDS=1-1200	YOR107W
3567	OG0003567	augustus_masked-CABR0S37-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-11.109&CDS=1-2829	YDR495C
3568	OG0003568	snap_masked-CABR0S37-processed-gene-11.80-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.80&CDS=1-933	YDR494W
3569	OG0003569	snap_masked-CABR0S37-processed-gene-11.81-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.81&CDS=1-348	YDR493W
3570	OG0003570	snap_masked-CABR0S37-processed-gene-11.82-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.82&CDS=1-945	YDR489W
3571	OG0003571	snap_masked-CABR0S37-processed-gene-11.72-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.72&CDS=1-1644	YDR488C
3572	OG0003572	snap_masked-CABR0S37-processed-gene-11.73-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.73&CDS=1-681	YDR486C
3573	OG0003573	snap_masked-CABR0S37-processed-gene-11.83-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.83&CDS=1-432	YJL104W
3574	OG0003574	snap_masked-CABR0S37-processed-gene-11.85-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-11.85&CDS=1-2241	YJL106W
3575	OG0003575	snap_masked-CABR0S37-processed-gene-12.38-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.38&CDS=1-2400	YJL108C
3576	OG0003576	snap_masked-CABR0S37-processed-gene-12.39-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.39&CDS=1-5316	YJL109C
3577	OG0003577	genemark-CABR0S37-processed-gene-12.79-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-12.79&CDS=1-558	YHR100C
3578	OG0003578	snap_masked-CABR0S37-processed-gene-12.40-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.40&CDS=1-2931	YML076C
3579	OG0003579	snap_masked-CABR0S37-processed-gene-12.57-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.57&CDS=1-477	YML077W
3580	OG0003580	snap_masked-CABR0S37-processed-gene-12.61-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.61&CDS=1-1224	YML080W
3581	OG0003581	snap_masked-CABR0S37-processed-gene-12.41-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.41&CDS=1-1590	YML086C
3582	OG0003582	snap_masked-CABR0S37-processed-gene-12.65-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.65&CDS=1-2016	YML088W
3583	OG0003583	snap_masked-CABR0S37-processed-gene-12.42-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.42&CDS=1-1380	YML126C
3584	OG0003584	augustus_masked-CABR0S37-processed-gene-12.6-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-12.6&CDS=1-3597	YML091C
3585	OG0003585	snap_masked-CABR0S37-processed-gene-12.44-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.44&CDS=1-750	YML092C
3586	OG0003586	snap_masked-CABR0S37-processed-gene-12.66-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.66&CDS=1-2628	YML093W
3587	OG0003587	snap_masked-CABR0S37-processed-gene-12.67-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.67&CDS=1-1545	YML096W
3588	OG0003588	snap_masked-CABR0S37-processed-gene-12.45-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.45&CDS=1-1335	YML097C
3589	OG0003589	snap_masked-CABR0S37-processed-gene-12.46-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.46&CDS=1-1857	YML130C
3590	OG0003590	snap_masked-CABR0S37-processed-gene-12.68-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.68&CDS=1-471	YML098W
3591	OG0003591	snap_masked-CABR0S37-processed-gene-12.47-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.47&CDS=1-2100	YML099C
3592	OG0003592	snap_masked-CABR0S37-processed-gene-12.49-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.49&CDS=1-447	YKR020W
3593	OG0003593	snap_masked-CABR0S37-processed-gene-12.69-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.69&CDS=1-1227	YIL160C
3594	OG0003594	snap_masked-CABR0S37-processed-gene-12.70-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.70&CDS=1-519	YIL157C
3595	OG0003595	snap_masked-CABR0S37-processed-gene-12.71-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.71&CDS=1-1953	YIL155C
3596	OG0003596	snap_masked-CABR0S37-processed-gene-12.72-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.72&CDS=1-999	YIL154C
3597	OG0003597	genemark-CABR0S37-processed-gene-12.92-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-12.92&CDS=1-1296	YIL153W
3598	OG0003598	genemark-CABR0S37-processed-gene-12.112-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-12.112&CDS=1-1632	YKR097W
3599	OG0003599	snap_masked-CABR0S37-processed-gene-12.75-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.75&CDS=1-1152	YMR114C
3600	OG0003600	genemark-CABR0S37-processed-gene-12.115-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-12.115&CDS=1-621	YMR117C
3601	OG0003601	snap_masked-CABR0S37-processed-gene-12.56-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-12.56&CDS=1-1770	YMR119W
3602	OG0003602	genemark-CABR0S37-processed-gene-12.95-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-12.95&CDS=1-621	YMR123W
3603	OG0003603	augustus_masked-CABR0S37-processed-gene-13.40-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-13.40&CDS=1-2757	YMR124W
3604	OG0003604	snap_masked-CABR0S37-processed-gene-13.77-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.77&CDS=1-2586	YMR125W
3605	OG0003605	snap_masked-CABR0S37-processed-gene-13.80-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.80&CDS=1-1170	YMR126C
3606	OG0003606	genemark-CABR0S37-processed-gene-13.5-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-13.5&CDS=1-954	YMR127C
3607	OG0003607	snap_masked-CABR0S37-processed-gene-13.79-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.79&CDS=1-3750	YMR128W
3608	OG0003608	genemark-CABR0S37-processed-gene-13.6-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-13.6&CDS=1-3924	YMR129W
3609	OG0003609	genemark-CABR0S37-processed-gene-13.7-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-13.7&CDS=1-909	YMR130W
3610	OG0003610	snap_masked-CABR0S37-processed-gene-13.98-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.98&CDS=1-1533	YMR131C
3611	OG0003611	snap_masked-CABR0S37-processed-gene-13.99-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.99&CDS=1-600	YMR132C
3612	OG0003612	augustus_masked-CABR0S37-processed-gene-13.47-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-13.47&CDS=1-1137	YMR133W
3613	OG0003613	snap_masked-CABR0S37-processed-gene-13.84-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.84&CDS=1-705	YMR134W
3614	OG0003614	augustus_masked-CABR0S37-processed-gene-13.64-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-13.64&CDS=1-1461	YMR135C
3615	OG0003615	snap_masked-CABR0S37-processed-gene-13.85-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.85&CDS=1-1077	YGR028W
3616	OG0003616	augustus_masked-CABR0S37-processed-gene-13.65-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-13.65&CDS=1-444	YGR030C
3617	OG0003617	snap_masked-CABR0S37-processed-gene-13.86-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.86&CDS=1-852	YGR031W
3618	OG0003618	genemark-CABR0S37-processed-gene-13.28-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-13.28&CDS=1-702	YGR033C
3619	OG0003619	genemark-CABR0S37-processed-gene-13.29-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-13.29&CDS=1-804	YGR037C
3620	OG0003620	snap_masked-CABR0S37-processed-gene-13.88-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.88&CDS=1-654	YGR038W
3621	OG0003621	maker-CABR0S37-augustus-gene-13.119-mRNA-1_1&gene=maker-CABR0S37-augustus-gene-13.119&CDS=1-3522	YJL089W
3622	OG0003622	augustus_masked-CABR0S37-processed-gene-13.55-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-13.55&CDS=1-2193	YJL090C
3623	OG0003623	snap_masked-CABR0S37-processed-gene-13.93-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.93&CDS=1-1467	YJL091C
3624	OG0003624	snap_masked-CABR0S37-processed-gene-13.109-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.109&CDS=1-3225	YJL092W
3625	OG0003625	snap_masked-CABR0S37-processed-gene-13.94-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.94&CDS=1-2436	YJL093C
3626	OG0003626	genemark-CABR0S37-processed-gene-13.20-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-13.20&CDS=1-2598	YJL094C
3627	OG0003627	snap_masked-CABR0S37-processed-gene-13.112-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.112&CDS=1-4335	YJL095W
3628	OG0003628	snap_masked-CABR0S37-processed-gene-13.113-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.113&CDS=1-456	YJL096W
3629	OG0003629	snap_masked-CABR0S37-processed-gene-13.114-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.114&CDS=1-642	YJL097W
3630	OG0003630	snap_masked-CABR0S37-processed-gene-13.115-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.115&CDS=1-3297	YKR028W
3631	OG0003631	snap_masked-CABR0S37-processed-gene-13.95-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.95&CDS=1-2031	YJL101C
3632	OG0003632	snap_masked-CABR0S37-processed-gene-13.117-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-13.117&CDS=1-2424	YJL102W
3633	OG0003633	augustus_masked-CABR0S37-processed-gene-13.60-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-13.60&CDS=1-1926	YJL103C
3634	OG0003634	snap_masked-CABR0S37-processed-gene-14.0-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.0&CDS=1-5070	YOR093C
3635	OG0003635	snap_masked-CABR0S37-processed-gene-14.1-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.1&CDS=1-810	YOR095C
3636	OG0003636	augustus_masked-CABR0S37-processed-gene-14.85-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-14.85&CDS=1-3072	YOR097C
3637	OG0003637	snap_masked-CABR0S37-processed-gene-14.4-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.4&CDS=1-651	YNL110C
3638	OG0003638	snap_masked-CABR0S37-processed-gene-14.5-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.5&CDS=1-363	YNL111C
