	OrthologID	Candida_sojae	Saccharomyces_cerevisiae
2112	OG0002112	augustus_masked-LMTL01000142.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LMTL01000142.1-processed-gene-0.16&CDS=1-1149	YDR322W
2113	OG0002113	augustus_masked-LMTL01000142.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LMTL01000142.1-processed-gene-0.17&CDS=1-3177	YHR077C
2114	OG0002114	augustus_masked-LMTL01000142.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000142.1-processed-gene-0.19&CDS=1-2067	YDR419W
2115	OG0002115	augustus_masked-LMTL01000144.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000144.1-processed-gene-0.14&CDS=1-645	YJL001W
2116	OG0002116	augustus_masked-LMTL01000144.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LMTL01000144.1-processed-gene-0.15&CDS=1-1410	YJL002C
2117	OG0002117	augustus_masked-LMTL01000144.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000144.1-processed-gene-0.11&CDS=1-2481	YLL001W
2118	OG0002118	augustus_masked-LMTL01000145.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LMTL01000145.1-processed-gene-0.31&CDS=1-2175	YKR034W
2119	OG0002119	augustus_masked-LMTL01000145.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LMTL01000145.1-processed-gene-0.39&CDS=1-1680	YMR105C
2120	OG0002120	augustus_masked-LMTL01000145.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LMTL01000145.1-processed-gene-0.33&CDS=1-969	YPL227C
2121	OG0002121	augustus_masked-LMTL01000145.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LMTL01000145.1-processed-gene-0.40&CDS=1-1842	YNL152W
2122	OG0002122	augustus_masked-LMTL01000145.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-LMTL01000145.1-processed-gene-0.36&CDS=1-720	YNL151C
2123	OG0002123	augustus_masked-LMTL01000145.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LMTL01000145.1-processed-gene-0.41&CDS=1-1632	YPR137W
2124	OG0002124	augustus_masked-LMTL01000145.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LMTL01000145.1-processed-gene-0.42&CDS=1-381	YNL149C
2125	OG0002125	augustus_masked-LMTL01000145.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LMTL01000145.1-processed-gene-0.43&CDS=1-786	YNL148C
2126	OG0002126	augustus_masked-LMTL01000145.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LMTL01000145.1-processed-gene-0.44&CDS=1-2103	YIL144W
2127	OG0002127	augustus_masked-LMTL01000145.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LMTL01000145.1-processed-gene-0.38&CDS=1-1011	YKR071C
2128	OG0002128	augustus_masked-LMTL01000146.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000146.1-processed-gene-0.0&CDS=1-2046	YER130C
2129	OG0002129	genemark-LMTL01000147.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LMTL01000147.1-processed-gene-0.18&CDS=1-1623	YML123C
2130	OG0002130	augustus_masked-LMTL01000147.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LMTL01000147.1-processed-gene-0.9&CDS=1-363	YEL003W
2131	OG0002131	augustus_masked-LMTL01000147.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000147.1-processed-gene-0.14&CDS=1-534	YMR009W
2132	OG0002132	augustus_masked-LMTL01000147.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000147.1-processed-gene-0.10&CDS=1-1203	YNL317W
2133	OG0002133	augustus_masked-LMTL01000148.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LMTL01000148.1-processed-gene-0.24&CDS=1-945	YKR020W
2134	OG0002134	genemark-LMTL01000148.1-processed-gene-0.59-mRNA-1_1&gene=genemark-LMTL01000148.1-processed-gene-0.59&CDS=1-777	YBR257W
2135	OG0002135	augustus_masked-LMTL01000148.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LMTL01000148.1-processed-gene-0.25&CDS=1-1326	YJL046W
2136	OG0002136	augustus_masked-LMTL01000148.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LMTL01000148.1-processed-gene-0.33&CDS=1-1854	YDR479C
2137	OG0002137	augustus_masked-LMTL01000148.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-LMTL01000148.1-processed-gene-0.34&CDS=1-1599	YOR025W
2138	OG0002138	augustus_masked-LMTL01000148.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LMTL01000148.1-processed-gene-0.35&CDS=1-1869	YDR477W
2139	OG0002139	augustus_masked-LMTL01000150.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.41&CDS=1-1296	YIL022W
2140	OG0002140	augustus_masked-LMTL01000150.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.42&CDS=1-1365	YBL098W
2141	OG0002141	snap_masked-LMTL01000150.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-LMTL01000150.1-processed-gene-0.14&CDS=1-2838	YIL031W
2142	OG0002142	snap_masked-LMTL01000150.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LMTL01000150.1-processed-gene-0.0&CDS=1-1323	YDL007W
2143	OG0002143	augustus_masked-LMTL01000150.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.45&CDS=1-399	YER116C
2144	OG0002144	augustus_masked-LMTL01000150.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.29&CDS=1-2145	YGR128C
2145	OG0002145	augustus_masked-LMTL01000150.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.30&CDS=1-354	YDR493W
2146	OG0002146	augustus_masked-LMTL01000150.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.31&CDS=1-612	YOL102C
2147	OG0002147	augustus_masked-LMTL01000150.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.47&CDS=1-2010	YOR080W
2148	OG0002148	augustus_masked-LMTL01000150.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.33&CDS=1-846	YOR079C
2149	OG0002149	augustus_masked-LMTL01000150.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.48&CDS=1-2889	YKR089C
2150	OG0002150	augustus_masked-LMTL01000150.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.34&CDS=1-3183	YKR079C
2151	OG0002151	augustus_masked-LMTL01000150.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.49&CDS=1-1125	YEL050C
2152	OG0002152	augustus_masked-LMTL01000150.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.36&CDS=1-612	YDR298C
2153	OG0002153	augustus_masked-LMTL01000150.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.37&CDS=1-1479	YOR269W
2154	OG0002154	genemark-LMTL01000150.1-processed-gene-0.86-mRNA-1_1&gene=genemark-LMTL01000150.1-processed-gene-0.86&CDS=1-567	YLR306W
2155	OG0002155	snap_masked-LMTL01000150.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-LMTL01000150.1-processed-gene-0.21&CDS=1-417	YKR004C
2156	OG0002156	augustus_masked-LMTL01000150.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.38&CDS=1-1188	YPL151C
2157	OG0002157	augustus_masked-LMTL01000150.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.51&CDS=1-1602	YOR244W
2158	OG0002158	augustus_masked-LMTL01000150.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.39&CDS=1-834	YIL010W
2159	OG0002159	augustus_masked-LMTL01000150.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.52&CDS=1-1434	YIL039W
2160	OG0002160	augustus_masked-LMTL01000150.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.53&CDS=1-600	YNL265C
2161	OG0002161	augustus_masked-LMTL01000150.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.54&CDS=1-2052	YOR267C
2162	OG0002162	augustus_masked-LMTL01000150.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-LMTL01000150.1-processed-gene-0.55&CDS=1-1311	YLL011W
2163	OG0002163	augustus_masked-LMTL01000151.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000151.1-processed-gene-0.14&CDS=1-918	YER175C
2164	OG0002164	augustus_masked-LMTL01000152.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000152.1-processed-gene-0.0&CDS=1-2301	YNL186W
2165	OG0002165	augustus_masked-LMTL01000152.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000152.1-processed-gene-0.1&CDS=1-669	YBL049W
2166	OG0002166	augustus_masked-LMTL01000152.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000152.1-processed-gene-0.2&CDS=1-861	YNL177C
2167	OG0002167	augustus_masked-LMTL01000152.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LMTL01000152.1-processed-gene-0.4&CDS=1-675	YDL212W
2168	OG0002168	augustus_masked-LMTL01000153.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000153.1-processed-gene-0.0&CDS=1-1956	YNL101W
2169	OG0002169	augustus_masked-LMTL01000153.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000153.1-processed-gene-0.2&CDS=1-1020	YJR111C
2170	OG0002170	augustus_masked-LMTL01000153.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LMTL01000153.1-processed-gene-0.3&CDS=1-1239	YOL072W
2171	OG0002171	augustus_masked-LMTL01000154.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.68&CDS=1-2016	YOR087W
2172	OG0002172	augustus_masked-LMTL01000154.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.69&CDS=1-4017	YNL091W
2173	OG0002173	augustus_masked-LMTL01000154.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.70&CDS=1-561	YNL090W
2174	OG0002174	augustus_masked-LMTL01000154.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.72&CDS=1-1257	YJR065C
2175	OG0002175	augustus_masked-LMTL01000154.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.73&CDS=1-7422	YKL203C
2176	OG0002176	augustus_masked-LMTL01000154.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.74&CDS=1-1668	YPR144C
2177	OG0002177	augustus_masked-LMTL01000154.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.75&CDS=1-2673	YEL032W
2178	OG0002178	augustus_masked-LMTL01000154.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.76&CDS=1-1527	YPL157W
2179	OG0002179	augustus_masked-LMTL01000154.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.78&CDS=1-1938	YJR045C
2180	OG0002180	augustus_masked-LMTL01000154.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.92&CDS=1-1263	YPL154C
2181	OG0002181	augustus_masked-LMTL01000154.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.79&CDS=1-1404	YMR210W
2182	OG0002182	augustus_masked-LMTL01000154.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.93&CDS=1-1644	YJR064W
2183	OG0002183	augustus_masked-LMTL01000154.1-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.80&CDS=1-369	YJR063W
2184	OG0002184	augustus_masked-LMTL01000154.1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.94&CDS=1-960	YJR070C
2185	OG0002185	augustus_masked-LMTL01000154.1-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.97&CDS=1-780	YKL206C
2186	OG0002186	augustus_masked-LMTL01000154.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.85&CDS=1-1191	YPL203W
2187	OG0002187	augustus_masked-LMTL01000154.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.98&CDS=1-336	YGL070C
2188	OG0002188	augustus_masked-LMTL01000154.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-LMTL01000154.1-processed-gene-0.86&CDS=1-507	YGL068W
2189	OG0002189	augustus_masked-LMTL01000155.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000155.1-processed-gene-0.10&CDS=1-1884	YML042W
2190	OG0002190	augustus_masked-LMTL01000156.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000156.1-processed-gene-0.8&CDS=1-1485	YOL137W
2191	OG0002191	augustus_masked-LMTL01000156.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000156.1-processed-gene-0.11&CDS=1-1896	YGR002C
2192	OG0002192	augustus_masked-LMTL01000156.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000156.1-processed-gene-0.7&CDS=1-1086	YLL002W
2193	OG0002193	genemark-LMTL01000156.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LMTL01000156.1-processed-gene-0.5&CDS=1-273	YGL220W
2194	OG0002194	augustus_masked-LMTL01000157.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LMTL01000157.1-processed-gene-0.18&CDS=1-2046	YLL004W
2195	OG0002195	augustus_masked-LMTL01000157.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LMTL01000157.1-processed-gene-0.13&CDS=1-1725	YOR245C
2196	OG0002196	augustus_masked-LMTL01000157.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000157.1-processed-gene-0.14&CDS=1-984	YLR017W
2197	OG0002197	augustus_masked-LMTL01000158.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000158.1-processed-gene-0.0&CDS=1-516	YLR459W
2198	OG0002198	augustus_masked-LMTL01000159.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LMTL01000159.1-processed-gene-0.27&CDS=1-1584	YGR119C
2199	OG0002199	augustus_masked-LMTL01000159.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LMTL01000159.1-processed-gene-0.28&CDS=1-3330	YKR086W
2200	OG0002200	augustus_masked-LMTL01000159.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LMTL01000159.1-processed-gene-0.41&CDS=1-942	YIL145C
2201	OG0002201	augustus_masked-LMTL01000159.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000159.1-processed-gene-0.29&CDS=1-1185	YOR084W
2202	OG0002202	augustus_masked-LMTL01000159.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LMTL01000159.1-processed-gene-0.30&CDS=1-2886	YIL130W
2203	OG0002203	augustus_masked-LMTL01000159.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LMTL01000159.1-processed-gene-0.43&CDS=1-3285	YPL160W
2204	OG0002204	snap_masked-LMTL01000159.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-LMTL01000159.1-processed-gene-0.70&CDS=1-2745	YMR268C
2205	OG0002205	augustus_masked-LMTL01000159.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000159.1-processed-gene-0.32&CDS=1-669	YMR269W
2206	OG0002206	augustus_masked-LMTL01000159.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-LMTL01000159.1-processed-gene-0.34&CDS=1-3099	YML104C
2207	OG0002207	augustus_masked-LMTL01000159.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LMTL01000159.1-processed-gene-0.35&CDS=1-672	YFL010C
2208	OG0002208	augustus_masked-LMTL01000159.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-LMTL01000159.1-processed-gene-0.45&CDS=1-633	YFL005W
2209	OG0002209	augustus_masked-LMTL01000159.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LMTL01000159.1-processed-gene-0.46&CDS=1-1779	YLR060W
2210	OG0002210	augustus_masked-LMTL01000159.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LMTL01000159.1-processed-gene-0.47&CDS=1-2724	YFL034W
2211	OG0002211	augustus_masked-LMTL01000159.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LMTL01000159.1-processed-gene-0.37&CDS=1-951	YLR063W
2212	OG0002212	maker-LMTL01000159.1-augustus-gene-0.77-mRNA-1_1&gene=maker-LMTL01000159.1-augustus-gene-0.77&CDS=1-5463	YPL009C
2213	OG0002213	augustus_masked-LMTL01000159.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LMTL01000159.1-processed-gene-0.39&CDS=1-1020	YPL015C
2214	OG0002214	augustus_masked-LMTL01000160.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.92&CDS=1-3744	YBR081C
2215	OG0002215	augustus_masked-LMTL01000160.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.93&CDS=1-441	YBR082C
2216	OG0002216	augustus_masked-LMTL01000160.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.64&CDS=1-2280	YDL170W
2217	OG0002217	augustus_masked-LMTL01000160.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.65&CDS=1-1503	YLR197W
2218	OG0002218	augustus_masked-LMTL01000160.1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.94&CDS=1-744	YOR313C
2219	OG0002219	snap_masked-LMTL01000160.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-LMTL01000160.1-processed-gene-0.35&CDS=1-1314	YDR124W
2220	OG0002220	snap_masked-LMTL01000160.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-LMTL01000160.1-processed-gene-0.36&CDS=1-957	YPR176C
2221	OG0002221	augustus_masked-LMTL01000160.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.96&CDS=1-1797	YPR175W
2222	OG0002222	augustus_masked-LMTL01000160.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.69&CDS=1-2340	YPL074W
2223	OG0002223	augustus_masked-LMTL01000160.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.70&CDS=1-2706	YML093W
2224	OG0002224	augustus_masked-LMTL01000160.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.100&CDS=1-1671	YML086C
2225	OG0002225	augustus_masked-LMTL01000160.1-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.101&CDS=1-552	YDR308C
2226	OG0002226	augustus_masked-LMTL01000160.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.72&CDS=1-1023	YDR313C
2227	OG0002227	augustus_masked-LMTL01000160.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.102&CDS=1-1473	YHR065C
2228	OG0002228	augustus_masked-LMTL01000160.1-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.104&CDS=1-1131	YLR151C
2229	OG0002229	augustus_masked-LMTL01000160.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.74&CDS=1-1086	YLR287C
2230	OG0002230	augustus_masked-LMTL01000160.1-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.105&CDS=1-912	YJL068C
2231	OG0002231	augustus_masked-LMTL01000160.1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.106&CDS=1-1878	YMR008C
2232	OG0002232	augustus_masked-LMTL01000160.1-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.107&CDS=1-2127	YOR181W
2233	OG0002233	snap_masked-LMTL01000160.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-LMTL01000160.1-processed-gene-0.15&CDS=1-192	YLR262C-A
2234	OG0002234	augustus_masked-LMTL01000160.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.76&CDS=1-546	YLR193C
2235	OG0002235	augustus_masked-LMTL01000160.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.78&CDS=1-345	YLR200W
2236	OG0002236	augustus_masked-LMTL01000160.1-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.108&CDS=1-756	YLR201C
2237	OG0002237	snap_masked-LMTL01000160.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-LMTL01000160.1-processed-gene-0.51&CDS=1-825	YOR292C
2238	OG0002238	augustus_masked-LMTL01000160.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.81&CDS=1-2646	YLR045C
2239	OG0002239	augustus_masked-LMTL01000160.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.82&CDS=1-774	YGR207C
2240	OG0002240	augustus_masked-LMTL01000160.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.83&CDS=1-843	YGR205W
2241	OG0002241	augustus_masked-LMTL01000160.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.84&CDS=1-1050	YPR180W
2242	OG0002242	augustus_masked-LMTL01000160.1-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.110&CDS=1-1977	YPR179C
2243	OG0002243	augustus_masked-LMTL01000160.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.85&CDS=1-1302	YPR178W
2244	OG0002244	augustus_masked-LMTL01000160.1-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.114&CDS=1-1758	YMR029C
2245	OG0002245	augustus_masked-LMTL01000160.1-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.115&CDS=1-444	YPL225W
2246	OG0002246	augustus_masked-LMTL01000160.1-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.116&CDS=1-1446	YMR020W
2247	OG0002247	augustus_masked-LMTL01000160.1-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.117&CDS=1-501	YMR022W
2248	OG0002248	augustus_masked-LMTL01000160.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.88&CDS=1-573	YBR106W
2249	OG0002249	augustus_masked-LMTL01000160.1-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.118&CDS=1-1734	YPL208W
2250	OG0002250	augustus_masked-LMTL01000160.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-LMTL01000160.1-processed-gene-0.89&CDS=1-918	YBR037C
2251	OG0002251	augustus_masked-LMTL01000161.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LMTL01000161.1-processed-gene-0.25&CDS=1-2664	YML065W
2252	OG0002252	augustus_masked-LMTL01000161.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000161.1-processed-gene-0.26&CDS=1-645	YLR435W
2253	OG0002253	snap_masked-LMTL01000161.1-processed-gene-0.61-mRNA-1_1&gene=snap_masked-LMTL01000161.1-processed-gene-0.61&CDS=1-795	YKL183W
2254	OG0002254	augustus_masked-LMTL01000161.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LMTL01000161.1-processed-gene-0.40&CDS=1-321	YDL081C
2255	OG0002255	augustus_masked-LMTL01000161.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LMTL01000161.1-processed-gene-0.41&CDS=1-1740	YNR055C
2256	OG0002256	augustus_masked-LMTL01000161.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LMTL01000161.1-processed-gene-0.44&CDS=1-1671	YHR194W
2257	OG0002257	augustus_masked-LMTL01000161.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000161.1-processed-gene-0.32&CDS=1-1365	YKL194C
2258	OG0002258	augustus_masked-LMTL01000161.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-LMTL01000161.1-processed-gene-0.45&CDS=1-1134	YLR418C
2259	OG0002259	snap_masked-LMTL01000161.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-LMTL01000161.1-processed-gene-0.56&CDS=1-2166	YLR424W
2260	OG0002260	augustus_masked-LMTL01000161.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-LMTL01000161.1-processed-gene-0.36&CDS=1-870	YKL195W
2261	OG0002261	augustus_masked-LMTL01000161.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LMTL01000161.1-processed-gene-0.37&CDS=1-600	YKL196C
2262	OG0002262	augustus_masked-LMTL01000161.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LMTL01000161.1-processed-gene-0.47&CDS=1-1959	YOR359W
2263	OG0002263	snap_masked-LMTL01000162.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-LMTL01000162.1-processed-gene-0.25&CDS=1-1749	YPL249C
2264	OG0002264	augustus_masked-LMTL01000162.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000162.1-processed-gene-0.19&CDS=1-951	YOR251C
2265	OG0002265	augustus_masked-LMTL01000162.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000162.1-processed-gene-0.14&CDS=1-795	YAL034W-A
2266	OG0002266	augustus_masked-LMTL01000163.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000163.1-processed-gene-0.10&CDS=1-444	YOR224C
2267	OG0002267	augustus_masked-LMTL01000163.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000163.1-processed-gene-0.11&CDS=1-267	YLR363W-A
