	OrthologID	Debaryomyces_hansenii	Saccharomyces_cerevisiae
3122	OG0003122	augustus_masked-Deha2G-processed-gene-7.81-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.81&CDS=1-3936	YMR129W
3123	OG0003123	augustus_masked-Deha2G-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.82&CDS=1-3954	YMR128W
3124	OG0003124	augustus_masked-Deha2G-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.83&CDS=1-741	YDR121W
3125	OG0003125	augustus_masked-Deha2G-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.65&CDS=1-4635	YLR032W
3126	OG0003126	maker-Deha2G-augustus-gene-7.150-mRNA-1_1&gene=maker-Deha2G-augustus-gene-7.150&CDS=1-1119	YDR035W
3127	OG0003127	augustus_masked-Deha2G-processed-gene-7.85-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.85&CDS=1-2379	YBR058C
3128	OG0003128	augustus_masked-Deha2G-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.66&CDS=1-1179	YDR371W
3129	OG0003129	augustus_masked-Deha2G-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.86&CDS=1-1023	YDR372C
3130	OG0003130	augustus_masked-Deha2G-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.67&CDS=1-8889	YFR019W
3131	OG0003131	augustus_masked-Deha2G-processed-gene-7.87-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.87&CDS=1-1128	YOL018C
3132	OG0003132	augustus_masked-Deha2G-processed-gene-7.88-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.88&CDS=1-2472	YOR018W
3133	OG0003133	genemark-Deha2G-processed-gene-7.23-mRNA-1_1&gene=genemark-Deha2G-processed-gene-7.23&CDS=1-1608	YBR158W
3134	OG0003134	maker-Deha2G-augustus-gene-7.147-mRNA-1_1&gene=maker-Deha2G-augustus-gene-7.147&CDS=1-1422	YBR138C
3135	OG0003135	augustus_masked-Deha2G-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.89&CDS=1-2397	YOL076W
3136	OG0003136	augustus_masked-Deha2G-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.90&CDS=1-678	YOR283W
3137	OG0003137	augustus_masked-Deha2G-processed-gene-7.91-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.91&CDS=1-960	YBR176W
3138	OG0003138	augustus_masked-Deha2G-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.70&CDS=1-969	YML004C
3139	OG0003139	augustus_masked-Deha2G-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.72&CDS=1-3507	YFR009W
3140	OG0003140	augustus_masked-Deha2G-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.92&CDS=1-318	YPL098C
3141	OG0003141	maker-Deha2G-augustus-gene-7.149-mRNA-1_1&gene=maker-Deha2G-augustus-gene-7.149&CDS=1-444	YFR011C
3142	OG0003142	augustus_masked-Deha2G-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.93&CDS=1-1455	YFR010W
3143	OG0003143	augustus_masked-Deha2G-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-7.94&CDS=1-1734	YMR110C
3144	OG0003144	augustus_masked-Deha2G-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.58&CDS=1-1686	YFR021W
3145	OG0003145	augustus_masked-Deha2G-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.59&CDS=1-2973	YOL021C
3146	OG0003146	augustus_masked-Deha2G-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.61&CDS=1-612	YDR487C
3147	OG0003147	augustus_masked-Deha2G-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.77&CDS=1-1263	YOL097C
3148	OG0003148	augustus_masked-Deha2G-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.62&CDS=1-3807	YOL080C
3149	OG0003149	augustus_masked-Deha2G-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.63&CDS=1-201	YOL077W-A
3150	OG0003150	augustus_masked-Deha2G-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.64&CDS=1-861	YOL077C
3151	OG0003151	augustus_masked-Deha2G-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.66&CDS=1-687	YKR006C
3152	OG0003152	augustus_masked-Deha2G-processed-gene-8.82-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.82&CDS=1-624	YKL119C
3153	OG0003153	augustus_masked-Deha2G-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.68&CDS=1-1344	YNL040W
3154	OG0003154	augustus_masked-Deha2G-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.83&CDS=1-969	YBR146W
3155	OG0003155	augustus_masked-Deha2G-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.84&CDS=1-3534	YCR033W
3156	OG0003156	augustus_masked-Deha2G-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.85&CDS=1-1599	YJL194W
3157	OG0003157	augustus_masked-Deha2G-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.86&CDS=1-312	YOL086W-A
3158	OG0003158	augustus_masked-Deha2G-processed-gene-8.69-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.69&CDS=1-3306	YOL087C
3159	OG0003159	maker-Deha2G-augustus-gene-8.53-mRNA-1_1&gene=maker-Deha2G-augustus-gene-8.53&CDS=1-642	YBR154C
3160	OG0003160	augustus_masked-Deha2G-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.87&CDS=1-741	YBR153W
3161	OG0003161	augustus_masked-Deha2G-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.71&CDS=1-1005	YCR034W
3162	OG0003162	augustus_masked-Deha2G-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.89&CDS=1-1005	YCR036W
3163	OG0003163	augustus_masked-Deha2G-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.90&CDS=1-2700	YBR079C
3164	OG0003164	augustus_masked-Deha2G-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.91&CDS=1-921	YDR361C
3165	OG0003165	augustus_masked-Deha2G-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.72&CDS=1-1512	YDR364C
3166	OG0003166	augustus_masked-Deha2G-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.94&CDS=1-1122	YBL029W
3167	OG0003167	augustus_masked-Deha2G-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.95&CDS=1-2340	YBR080C
3168	OG0003168	augustus_masked-Deha2G-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.74&CDS=1-771	YHR058C
3169	OG0003169	augustus_masked-Deha2G-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.96&CDS=1-624	YDR304C
3170	OG0003170	augustus_masked-Deha2G-processed-gene-8.97-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.97&CDS=1-1398	YOR142W
3171	OG0003171	augustus_masked-Deha2G-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.98&CDS=1-2547	YOR141C
3172	OG0003172	augustus_masked-Deha2G-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.75&CDS=1-1128	YDR346C
3173	OG0003173	augustus_masked-Deha2G-processed-gene-8.100-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.100&CDS=1-3117	YCR011C
3174	OG0003174	augustus_masked-Deha2G-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.101&CDS=1-3774	YOR124C
3175	OG0003175	augustus_masked-Deha2G-processed-gene-8.76-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-8.76&CDS=1-1332	YDR375C
3176	OG0003176	augustus_masked-Deha2G-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.57&CDS=1-1857	YDR006C
3177	OG0003177	snap_masked-Deha2G-processed-gene-9.97-mRNA-1_1&gene=snap_masked-Deha2G-processed-gene-9.97&CDS=1-1983	YCR008W
3178	OG0003178	maker-Deha2G-augustus-gene-9.90-mRNA-1_1&gene=maker-Deha2G-augustus-gene-9.90&CDS=1-927	YBR160W
3179	OG0003179	augustus_masked-Deha2G-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.65&CDS=1-1038	YBR159W
3180	OG0003180	augustus_masked-Deha2G-processed-gene-9.66-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.66&CDS=1-1011	YNL007C
3181	OG0003181	augustus_masked-Deha2G-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.67&CDS=1-966	YNL006W
3182	OG0003182	augustus_masked-Deha2G-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.76&CDS=1-2427	YLR176C
3183	OG0003183	augustus_masked-Deha2G-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.68&CDS=1-825	YNL002C
3184	OG0003184	augustus_masked-Deha2G-processed-gene-9.69-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.69&CDS=1-4377	YCL017C
3185	OG0003185	augustus_masked-Deha2G-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.77&CDS=1-5679	YCL014W
3186	OG0003186	augustus_masked-Deha2G-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.78&CDS=1-801	YCL010C
3187	OG0003187	augustus_masked-Deha2G-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.79&CDS=1-1623	YCL004W
3188	OG0003188	augustus_masked-Deha2G-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.80&CDS=1-1248	YHL014C
3189	OG0003189	augustus_masked-Deha2G-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.70&CDS=1-4812	YNL243W
3190	OG0003190	augustus_masked-Deha2G-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.81&CDS=1-1533	YFL055W
3191	OG0003191	augustus_masked-Deha2G-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.83&CDS=1-210	YCL005W-A
3192	OG0003192	maker-Deha2G-augustus-gene-9.94-mRNA-1_1&gene=maker-Deha2G-augustus-gene-9.94&CDS=1-2904	YLR175W
3193	OG0003193	augustus_masked-Deha2G-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.73&CDS=1-1695	YBL019W
3194	OG0003194	augustus_masked-Deha2G-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.86&CDS=1-729	YER148W
3195	OG0003195	augustus_masked-Deha2G-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-9.89&CDS=1-618	YNR018W
3196	OG0003196	augustus_masked-Deha2G-processed-gene-10.55-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.55&CDS=1-795	YCR009C
3197	OG0003197	augustus_masked-Deha2G-processed-gene-10.57-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.57&CDS=1-3054	YER171W
3198	OG0003198	augustus_masked-Deha2G-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.58&CDS=1-1176	YOR123C
3199	OG0003199	augustus_masked-Deha2G-processed-gene-10.81-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.81&CDS=1-1407	YDR388W
3200	OG0003200	augustus_masked-Deha2G-processed-gene-10.61-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.61&CDS=1-1350	YJR078W
3201	OG0003201	augustus_masked-Deha2G-processed-gene-10.62-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.62&CDS=1-1587	YPR033C
3202	OG0003202	maker-Deha2G-augustus-gene-10.97-mRNA-1_1&gene=maker-Deha2G-augustus-gene-10.97&CDS=1-1233	YBR057C
3203	OG0003203	augustus_masked-Deha2G-processed-gene-10.64-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.64&CDS=1-1350	YPR034W
3204	OG0003204	augustus_masked-Deha2G-processed-gene-10.84-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.84&CDS=1-1515	YDR036C
3205	OG0003205	maker-Deha2G-augustus-gene-10.102-mRNA-1_1&gene=maker-Deha2G-augustus-gene-10.102&CDS=1-3960	YDR074W
3206	OG0003206	augustus_masked-Deha2G-processed-gene-10.87-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.87&CDS=1-1881	YER165W
3207	OG0003207	augustus_masked-Deha2G-processed-gene-10.88-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.88&CDS=1-4215	YER164W
3208	OG0003208	augustus_masked-Deha2G-processed-gene-10.65-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.65&CDS=1-1821	YDR091C
3209	OG0003209	augustus_masked-Deha2G-processed-gene-10.66-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.66&CDS=1-1692	YDR101C
3210	OG0003210	augustus_masked-Deha2G-processed-gene-10.69-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.69&CDS=1-2832	YDR421W
3211	OG0003211	augustus_masked-Deha2G-processed-gene-10.89-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.89&CDS=1-876	YMR244W
3212	OG0003212	augustus_masked-Deha2G-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.70&CDS=1-354	YMR059W
3213	OG0003213	augustus_masked-Deha2G-processed-gene-10.90-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.90&CDS=1-1404	YMR126C
3214	OG0003214	augustus_masked-Deha2G-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.91&CDS=1-3576	YDR359C
3215	OG0003215	augustus_masked-Deha2G-processed-gene-10.71-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.71&CDS=1-420	YDR100W
3216	OG0003216	augustus_masked-Deha2G-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.72&CDS=1-3117	YDR104C
3217	OG0003217	augustus_masked-Deha2G-processed-gene-10.92-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.92&CDS=1-2055	YDR103W
3218	OG0003218	augustus_masked-Deha2G-processed-gene-10.73-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.73&CDS=1-1194	YER178W
3219	OG0003219	augustus_masked-Deha2G-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.74&CDS=1-6435	YER172C
3220	OG0003220	augustus_masked-Deha2G-processed-gene-10.75-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.75&CDS=1-1107	YDR354W
3221	OG0003221	augustus_masked-Deha2G-processed-gene-10.94-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.94&CDS=1-4371	YOR116C
3222	OG0003222	augustus_masked-Deha2G-processed-gene-10.77-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.77&CDS=1-249	YDR363W-A
3223	OG0003223	augustus_masked-Deha2G-processed-gene-10.95-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.95&CDS=1-1281	YOR117W
3224	OG0003224	maker-Deha2G-augustus-gene-10.99-mRNA-1_1&gene=maker-Deha2G-augustus-gene-10.99&CDS=1-444	YLR245C
3225	OG0003225	augustus_masked-Deha2G-processed-gene-10.79-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.79&CDS=1-1113	YLR244C
3226	OG0003226	augustus_masked-Deha2G-processed-gene-10.80-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-10.80&CDS=1-1668	YDR188W
3227	OG0003227	maker-Deha2G-augustus-gene-11.159-mRNA-1_1&gene=maker-Deha2G-augustus-gene-11.159&CDS=1-1932	YDR189W
3228	OG0003228	augustus_masked-Deha2G-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.61&CDS=1-1371	YDR190C
3229	OG0003229	augustus_masked-Deha2G-processed-gene-11.62-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.62&CDS=1-822	YLR243W
3230	OG0003230	augustus_masked-Deha2G-processed-gene-11.63-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.63&CDS=1-2067	YDR205W
3231	OG0003231	augustus_masked-Deha2G-processed-gene-11.60-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.60&CDS=1-5412	YLR240W
3232	OG0003232	augustus_masked-Deha2G-processed-gene-11.82-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.82&CDS=1-732	YDR196C
3233	OG0003233	augustus_masked-Deha2G-processed-gene-11.64-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.64&CDS=1-1086	YHR063C
3234	OG0003234	augustus_masked-Deha2G-processed-gene-11.83-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.83&CDS=1-1374	YDR198C
3235	OG0003235	augustus_masked-Deha2G-processed-gene-11.65-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.65&CDS=1-1872	YLR234W
3236	OG0003236	snap_masked-Deha2G-processed-gene-11.118-mRNA-1_1&gene=snap_masked-Deha2G-processed-gene-11.118&CDS=1-930	YLR242C
3237	OG0003237	augustus_masked-Deha2G-processed-gene-11.84-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.84&CDS=1-2571	YLR241W
3238	OG0003238	augustus_masked-Deha2G-processed-gene-11.85-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.85&CDS=1-330	YDR382W
3239	OG0003239	maker-Deha2G-augustus-gene-11.160-mRNA-1_1&gene=maker-Deha2G-augustus-gene-11.160&CDS=1-426	YOL040C
3240	OG0003240	augustus_masked-Deha2G-processed-gene-11.69-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.69&CDS=1-906	YOR130C
3241	OG0003241	augustus_masked-Deha2G-processed-gene-11.86-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.86&CDS=1-1023	YDL237W
3242	OG0003242	maker-Deha2G-augustus-gene-11.161-mRNA-1_1&gene=maker-Deha2G-augustus-gene-11.161&CDS=1-666	YDR381W
3243	OG0003243	augustus_masked-Deha2G-processed-gene-11.71-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.71&CDS=1-1419	YOR301W
3244	OG0003244	augustus_masked-Deha2G-processed-gene-11.72-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.72&CDS=1-297	YBL028C
3245	OG0003245	augustus_masked-Deha2G-processed-gene-11.92-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.92&CDS=1-1683	YOR128C
3246	OG0003246	augustus_masked-Deha2G-processed-gene-11.93-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.93&CDS=1-1725	YBR083W
3247	OG0003247	augustus_masked-Deha2G-processed-gene-11.94-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.94&CDS=1-2259	YPR031W
3248	OG0003248	augustus_masked-Deha2G-processed-gene-11.73-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.73&CDS=1-3183	YDR060W
3249	OG0003249	augustus_masked-Deha2G-processed-gene-11.95-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.95&CDS=1-5106	YBL104C
3250	OG0003250	augustus_masked-Deha2G-processed-gene-11.76-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.76&CDS=1-420	YDR462W
3251	OG0003251	augustus_masked-Deha2G-processed-gene-11.99-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.99&CDS=1-1380	YLR231C
3252	OG0003252	genemark-Deha2G-processed-gene-11.28-mRNA-1_1&gene=genemark-Deha2G-processed-gene-11.28&CDS=1-525	YJL024C
3253	OG0003253	genemark-Deha2G-processed-gene-11.52-mRNA-1_1&gene=genemark-Deha2G-processed-gene-11.52&CDS=1-426	YGR174C
3254	OG0003254	augustus_masked-Deha2G-processed-gene-11.80-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.80&CDS=1-573	YLR229C
3255	OG0003255	augustus_masked-Deha2G-processed-gene-11.81-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.81&CDS=1-1662	YDR212W
3256	OG0003256	augustus_masked-Deha2G-processed-gene-11.103-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.103&CDS=1-1248	YDL128W
3257	OG0003257	augustus_masked-Deha2G-processed-gene-11.104-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-11.104&CDS=1-1491	YGR175C
3258	OG0003258	maker-Deha2G-snap-gene-11.6-mRNA-1_1&gene=maker-Deha2G-snap-gene-11.6&CDS=1-2217	YDR211W
3259	OG0003259	augustus_masked-Deha2G-processed-gene-12.119-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.119&CDS=1-492	YHR175W
3260	OG0003260	augustus_masked-Deha2G-processed-gene-12.120-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.120&CDS=1-1293	YDR449C
3261	OG0003261	augustus_masked-Deha2G-processed-gene-12.123-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.123&CDS=1-1341	YDR448W
3262	OG0003262	augustus_masked-Deha2G-processed-gene-12.125-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.125&CDS=1-1392	YHR009C
3263	OG0003263	augustus_masked-Deha2G-processed-gene-12.127-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.127&CDS=1-1479	YHR113W
3264	OG0003264	augustus_masked-Deha2G-processed-gene-12.149-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.149&CDS=1-1431	YDR363W
3265	OG0003265	augustus_masked-Deha2G-processed-gene-12.150-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.150&CDS=1-1344	YHR111W
3266	OG0003266	maker-Deha2G-augustus-gene-12.63-mRNA-1_1&gene=maker-Deha2G-augustus-gene-12.63&CDS=1-648	YHR110W
3267	OG0003267	augustus_masked-Deha2G-processed-gene-12.152-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.152&CDS=1-2019	YDR365C
3268	OG0003268	augustus_masked-Deha2G-processed-gene-12.131-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.131&CDS=1-378	YOR122C
3269	OG0003269	augustus_masked-Deha2G-processed-gene-12.154-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.154&CDS=1-2493	YDL126C
3270	OG0003270	augustus_masked-Deha2G-processed-gene-12.135-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.135&CDS=1-450	YDL125C
3271	OG0003271	augustus_masked-Deha2G-processed-gene-12.155-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.155&CDS=1-630	YBL102W
3272	OG0003272	augustus_masked-Deha2G-processed-gene-12.156-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.156&CDS=1-1419	YBL103C
3273	OG0003273	genemark-Deha2G-processed-gene-12.47-mRNA-1_1&gene=genemark-Deha2G-processed-gene-12.47&CDS=1-1479	YOR119C
3274	OG0003274	maker-Deha2G-augustus-gene-12.60-mRNA-1_1&gene=maker-Deha2G-augustus-gene-12.60&CDS=1-720	YDR367W
3275	OG0003275	augustus_masked-Deha2G-processed-gene-12.137-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.137&CDS=1-1920	YOR118W
3276	OG0003276	augustus_masked-Deha2G-processed-gene-12.158-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.158&CDS=1-2514	YDR390C
3277	OG0003277	augustus_masked-Deha2G-processed-gene-12.159-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.159&CDS=1-2373	YDL167C
3278	OG0003278	augustus_masked-Deha2G-processed-gene-12.141-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.141&CDS=1-1347	YBR028C
3279	OG0003279	augustus_masked-Deha2G-processed-gene-12.142-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.142&CDS=1-723	YJR099W
3280	OG0003280	augustus_masked-Deha2G-processed-gene-12.162-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.162&CDS=1-1551	YPR045C
3281	OG0003281	augustus_masked-Deha2G-processed-gene-12.163-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-12.163&CDS=1-1785	YBR007C
3282	OG0003282	maker-Deha2G-augustus-gene-12.61-mRNA-1_1&gene=maker-Deha2G-augustus-gene-12.61&CDS=1-525	YNL044W
3283	OG0003283	genemark-Deha2G-processed-gene-12.55-mRNA-1_1&gene=genemark-Deha2G-processed-gene-12.55&CDS=1-201	YJL189W
3284	OG0003284	genemark-Deha2G-processed-gene-12.58-mRNA-1_1&gene=genemark-Deha2G-processed-gene-12.58&CDS=1-6921	YCR032W
3285	OG0003285	augustus_masked-Deha2G-processed-gene-13.61-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-13.61&CDS=1-3798	YJL197W
3286	OG0003286	augustus_masked-Deha2G-processed-gene-13.63-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-13.63&CDS=1-1041	YCR035C
3287	OG0003287	maker-Deha2G-snap-gene-13.0-mRNA-1_1&gene=maker-Deha2G-snap-gene-13.0&CDS=1-7035	YDL171C
3288	OG0003288	augustus_masked-Deha2G-processed-gene-13.65-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-13.65&CDS=1-879	YDR262W
3289	OG0003289	augustus_masked-Deha2G-processed-gene-13.83-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-13.83&CDS=1-1719	YHR108W
3290	OG0003290	augustus_masked-Deha2G-processed-gene-13.66-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-13.66&CDS=1-324	YDR357C
3291	OG0003291	augustus_masked-Deha2G-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-13.84&CDS=1-3222	YDR204W
3292	OG0003292	augustus_masked-Deha2G-processed-gene-13.67-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-13.67&CDS=1-531	YDR201W
3293	OG0003293	augustus_masked-Deha2G-processed-gene-13.85-mRNA-1_1&gene=augustus_masked-Deha2G-processed-gene-13.85&CDS=1-891	YLR239C
