	OrthologID	Hanseniaspora_uvarum	Saccharomyces_cerevisiae
2295	OG0002295	snap_masked-APLS01000019.1-processed-gene-0.173-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.173&CDS=1-3981	YML049C
2296	OG0002296	snap_masked-APLS01000019.1-processed-gene-0.202-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.202&CDS=1-1104	YAL036C
2297	OG0002297	maker-APLS01000019.1-augustus-gene-0.68-mRNA-1_1&gene=maker-APLS01000019.1-augustus-gene-0.68&CDS=1-2316	YOR346W
2298	OG0002298	augustus_masked-APLS01000019.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-APLS01000019.1-processed-gene-0.55&CDS=1-1512	YAL038W
2299	OG0002299	snap_masked-APLS01000019.1-processed-gene-0.204-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.204&CDS=1-1926	YLR345W
2300	OG0002300	snap_masked-APLS01000019.1-processed-gene-0.177-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.177&CDS=1-714	YGR033C
2301	OG0002301	snap_masked-APLS01000019.1-processed-gene-0.206-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.206&CDS=1-1761	YLR343W
2302	OG0002302	snap_masked-APLS01000019.1-processed-gene-0.178-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.178&CDS=1-1059	YML052W
2303	OG0002303	genemark-APLS01000019.1-processed-gene-0.136-mRNA-1_1&gene=genemark-APLS01000019.1-processed-gene-0.136&CDS=1-528	YJR055W
2304	OG0002304	snap_masked-APLS01000019.1-processed-gene-0.180-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.180&CDS=1-942	YOR342C
2305	OG0002305	snap_masked-APLS01000019.1-processed-gene-0.181-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.181&CDS=1-924	YML050W
2306	OG0002306	snap_masked-APLS01000019.1-processed-gene-0.210-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.210&CDS=1-339	YFL014W
2307	OG0002307	snap_masked-APLS01000019.1-processed-gene-0.183-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.183&CDS=1-1470	YFL016C
2308	OG0002308	augustus_masked-APLS01000019.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-APLS01000019.1-processed-gene-0.62&CDS=1-1791	YLL028W
2309	OG0002309	augustus_masked-APLS01000019.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-APLS01000019.1-processed-gene-0.36&CDS=1-1053	YPR004C
2310	OG0002310	snap_masked-APLS01000019.1-processed-gene-0.212-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.212&CDS=1-1632	YFR006W
2311	OG0002311	snap_masked-APLS01000019.1-processed-gene-0.213-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.213&CDS=1-507	YFL017C
2312	OG0002312	snap_masked-APLS01000019.1-processed-gene-0.214-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.214&CDS=1-615	YLR050C
2313	OG0002313	snap_masked-APLS01000019.1-processed-gene-0.187-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.187&CDS=1-1722	YHL032C
2314	OG0002314	augustus_masked-APLS01000019.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-APLS01000019.1-processed-gene-0.66&CDS=1-1950	YHL036W
2315	OG0002315	snap_masked-APLS01000019.1-processed-gene-0.217-mRNA-1_1&gene=snap_masked-APLS01000019.1-processed-gene-0.217&CDS=1-5172	YLL048C
2316	OG0002316	snap_masked-APLS01000020.1-processed-gene-0.151-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.151&CDS=1-339	YIR001C
2317	OG0002317	snap_masked-APLS01000020.1-processed-gene-0.124-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.124&CDS=1-729	YER002W
2318	OG0002318	snap_masked-APLS01000020.1-processed-gene-0.152-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.152&CDS=1-1299	YER003C
2319	OG0002319	snap_masked-APLS01000020.1-processed-gene-0.153-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.153&CDS=1-753	YER004W
2320	OG0002320	snap_masked-APLS01000020.1-processed-gene-0.125-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.125&CDS=1-3870	YIR006C
2321	OG0002321	augustus_masked-APLS01000020.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-APLS01000020.1-processed-gene-0.34&CDS=1-309	YIL008W
2322	OG0002322	snap_masked-APLS01000020.1-processed-gene-0.159-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.159&CDS=1-1443	YDL020C
2323	OG0002323	snap_masked-APLS01000020.1-processed-gene-0.160-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.160&CDS=1-1263	YOL058W
2324	OG0002324	snap_masked-APLS01000020.1-processed-gene-0.129-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.129&CDS=1-486	YOL071W
2325	OG0002325	snap_masked-APLS01000020.1-processed-gene-0.161-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.161&CDS=1-885	YDL045C
2326	OG0002326	augustus_masked-APLS01000020.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-APLS01000020.1-processed-gene-0.38&CDS=1-1152	YOL070C
2327	OG0002327	augustus_masked-APLS01000020.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-APLS01000020.1-processed-gene-0.40&CDS=1-702	YJL115W
2328	OG0002328	snap_masked-APLS01000020.1-processed-gene-0.132-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.132&CDS=1-966	YJR100C
2329	OG0002329	snap_masked-APLS01000020.1-processed-gene-0.164-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.164&CDS=1-873	YKR043C
2330	OG0002330	snap_masked-APLS01000020.1-processed-gene-0.165-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.165&CDS=1-1824	YKR044W
2331	OG0002331	snap_masked-APLS01000020.1-processed-gene-0.166-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.166&CDS=1-1011	YJL117W
2332	OG0002332	snap_masked-APLS01000020.1-processed-gene-0.133-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.133&CDS=1-666	YER012W
2333	OG0002333	snap_masked-APLS01000020.1-processed-gene-0.135-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.135&CDS=1-1602	YER014W
2334	OG0002334	snap_masked-APLS01000020.1-processed-gene-0.168-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.168&CDS=1-1365	YPR125W
2335	OG0002335	snap_masked-APLS01000020.1-processed-gene-0.169-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.169&CDS=1-4569	YGR116W
2336	OG0002336	snap_masked-APLS01000020.1-processed-gene-0.170-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.170&CDS=1-1356	YGR112W
2337	OG0002337	snap_masked-APLS01000020.1-processed-gene-0.171-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.171&CDS=1-1125	YBR251W
2338	OG0002338	snap_masked-APLS01000020.1-processed-gene-0.172-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.172&CDS=1-1308	YPR065W
2339	OG0002339	snap_masked-APLS01000020.1-processed-gene-0.136-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.136&CDS=1-2226	YER017C
2340	OG0002340	augustus_masked-APLS01000020.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-APLS01000020.1-processed-gene-0.50&CDS=1-1008	YER016W
2341	OG0002341	snap_masked-APLS01000020.1-processed-gene-0.174-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.174&CDS=1-582	YPR131C
2342	OG0002342	snap_masked-APLS01000020.1-processed-gene-0.140-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.140&CDS=1-768	YGR119C
2343	OG0002343	snap_masked-APLS01000020.1-processed-gene-0.141-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.141&CDS=1-1077	YPR133C
2344	OG0002344	snap_masked-APLS01000020.1-processed-gene-0.179-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.179&CDS=1-2880	YIL143C
2345	OG0002345	augustus_masked-APLS01000020.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-APLS01000020.1-processed-gene-0.55&CDS=1-1011	YER156C
2346	OG0002346	snap_masked-APLS01000020.1-processed-gene-0.181-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.181&CDS=1-885	YKR092C
2347	OG0002347	snap_masked-APLS01000020.1-processed-gene-0.143-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.143&CDS=1-1974	YKR090W
2348	OG0002348	snap_masked-APLS01000020.1-processed-gene-0.182-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.182&CDS=1-1749	YKL029C
2349	OG0002349	snap_masked-APLS01000020.1-processed-gene-0.147-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.147&CDS=1-1056	YKR087C
2350	OG0002350	snap_masked-APLS01000020.1-processed-gene-0.148-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.148&CDS=1-513	YOR077W
2351	OG0002351	snap_masked-APLS01000020.1-processed-gene-0.149-mRNA-1_1&gene=snap_masked-APLS01000020.1-processed-gene-0.149&CDS=1-819	YNL202W
2352	OG0002352	augustus_masked-APLS01000020.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-APLS01000020.1-processed-gene-0.58&CDS=1-924	YOR079C
2353	OG0002353	snap_masked-APLS01000021.1-processed-gene-0.142-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.142&CDS=1-2316	YLR304C
2354	OG0002354	genemark-APLS01000021.1-processed-gene-0.35-mRNA-1_1&gene=genemark-APLS01000021.1-processed-gene-0.35&CDS=1-1326	YLR303W
2355	OG0002355	snap_masked-APLS01000021.1-processed-gene-0.143-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.143&CDS=1-1578	YDR061W
2356	OG0002356	snap_masked-APLS01000021.1-processed-gene-0.144-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.144&CDS=1-1737	YDR062W
2357	OG0002357	snap_masked-APLS01000021.1-processed-gene-0.145-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.145&CDS=1-453	YDR063W
2358	OG0002358	maker-APLS01000021.1-snap-gene-0.65-mRNA-1_1&gene=maker-APLS01000021.1-snap-gene-0.65&CDS=1-453	YDR064W
2359	OG0002359	augustus_masked-APLS01000021.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-APLS01000021.1-processed-gene-0.86&CDS=1-2754	YER141W
2360	OG0002360	snap_masked-APLS01000021.1-processed-gene-0.150-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.150&CDS=1-975	YER143W
2361	OG0002361	snap_masked-APLS01000021.1-processed-gene-0.180-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.180&CDS=1-570	YDR071C
2362	OG0002362	snap_masked-APLS01000021.1-processed-gene-0.181-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.181&CDS=1-687	YER148W
2363	OG0002363	snap_masked-APLS01000021.1-processed-gene-0.182-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.182&CDS=1-2805	YDR074W
2364	OG0002364	augustus_masked-APLS01000021.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-APLS01000021.1-processed-gene-0.89&CDS=1-1431	YDR072C
2365	OG0002365	snap_masked-APLS01000021.1-processed-gene-0.183-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.183&CDS=1-243	YER146W
2366	OG0002366	snap_masked-APLS01000021.1-processed-gene-0.186-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.186&CDS=1-2463	YER151C
2367	OG0002367	augustus_masked-APLS01000021.1-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-APLS01000021.1-processed-gene-0.121&CDS=1-795	YDR078C
2368	OG0002368	snap_masked-APLS01000021.1-processed-gene-0.155-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.155&CDS=1-1158	YER154W
2369	OG0002369	augustus_masked-APLS01000021.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-APLS01000021.1-processed-gene-0.93&CDS=1-402	YDR079W
2370	OG0002370	snap_masked-APLS01000021.1-processed-gene-0.191-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.191&CDS=1-240	YDR079C-A
2371	OG0002371	snap_masked-APLS01000021.1-processed-gene-0.158-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.158&CDS=1-2412	YDR081C
2372	OG0002372	snap_masked-APLS01000021.1-processed-gene-0.159-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.159&CDS=1-198	YDR086C
2373	OG0002373	snap_masked-APLS01000021.1-processed-gene-0.160-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.160&CDS=1-303	YER159C
2374	OG0002374	snap_masked-APLS01000021.1-processed-gene-0.162-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.162&CDS=1-555	YDR084C
2375	OG0002375	snap_masked-APLS01000021.1-processed-gene-0.195-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.195&CDS=1-1179	YDR083W
2376	OG0002376	snap_masked-APLS01000021.1-processed-gene-0.196-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.196&CDS=1-816	YDR087C
2377	OG0002377	genemark-APLS01000021.1-processed-gene-0.55-mRNA-1_1&gene=genemark-APLS01000021.1-processed-gene-0.55&CDS=1-3987	YDR090C
2378	OG0002378	snap_masked-APLS01000021.1-processed-gene-0.202-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.202&CDS=1-1827	YDR091C
2379	OG0002379	augustus_masked-APLS01000021.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-APLS01000021.1-processed-gene-0.102&CDS=1-1446	YDR105C
2380	OG0002380	snap_masked-APLS01000021.1-processed-gene-0.205-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.205&CDS=1-993	YER179W
2381	OG0002381	snap_masked-APLS01000021.1-processed-gene-0.206-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.206&CDS=1-1851	YDR101C
2382	OG0002382	snap_masked-APLS01000021.1-processed-gene-0.166-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.166&CDS=1-1215	YER178W
2383	OG0002383	genemark-APLS01000021.1-processed-gene-0.28-mRNA-1_1&gene=genemark-APLS01000021.1-processed-gene-0.28&CDS=1-2874	YDR103W
2384	OG0002384	snap_masked-APLS01000021.1-processed-gene-0.169-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.169&CDS=1-981	YER175C
2385	OG0002385	augustus_masked-APLS01000021.1-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-APLS01000021.1-processed-gene-0.135&CDS=1-1875	YER173W
2386	OG0002386	snap_masked-APLS01000021.1-processed-gene-0.211-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.211&CDS=1-2418	YER171W
2387	OG0002387	snap_masked-APLS01000021.1-processed-gene-0.172-mRNA-1_1&gene=snap_masked-APLS01000021.1-processed-gene-0.172&CDS=1-3105	YDR097C
2388	OG0002388	augustus_masked-APLS01000021.1-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-APLS01000021.1-processed-gene-0.109&CDS=1-1773	YER168C
2389	OG0002389	genemark-APLS01000022.1-processed-gene-0.162-mRNA-1_1&gene=genemark-APLS01000022.1-processed-gene-0.162&CDS=1-1272	YGL119W
2390	OG0002390	snap_masked-APLS01000022.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.0&CDS=1-2334	YGL120C
2391	OG0002391	snap_masked-APLS01000022.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.1&CDS=1-867	YMR193W
2392	OG0002392	maker-APLS01000022.1-snap-gene-0.123-mRNA-1_1&gene=maker-APLS01000022.1-snap-gene-0.123&CDS=1-984	YLR118C
2393	OG0002393	snap_masked-APLS01000022.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.4&CDS=1-1590	YGL122C
2394	OG0002394	snap_masked-APLS01000022.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.36&CDS=1-729	YGL123W
2395	OG0002395	snap_masked-APLS01000022.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.5&CDS=1-468	YBR230C
2396	OG0002396	augustus_masked-APLS01000022.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-APLS01000022.1-processed-gene-0.100&CDS=1-1137	YLR130C
2397	OG0002397	snap_masked-APLS01000022.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.38&CDS=1-2301	YPL029W
2398	OG0002398	snap_masked-APLS01000022.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.6&CDS=1-2844	YBR229C
2399	OG0002399	snap_masked-APLS01000022.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.39&CDS=1-873	YBR228W
2400	OG0002400	snap_masked-APLS01000022.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.8&CDS=1-2823	YKL165C
2401	OG0002401	snap_masked-APLS01000022.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.40&CDS=1-2697	YMR125W
2402	OG0002402	genemark-APLS01000022.1-processed-gene-0.171-mRNA-1_1&gene=genemark-APLS01000022.1-processed-gene-0.171&CDS=1-1584	YJL163C
2403	OG0002403	maker-APLS01000022.1-augustus-gene-0.67-mRNA-1_1&gene=maker-APLS01000022.1-augustus-gene-0.67&CDS=1-1092	YMR130W
2404	OG0002404	snap_masked-APLS01000022.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.45&CDS=1-1464	YLR033W
2405	OG0002405	snap_masked-APLS01000022.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.46&CDS=1-1467	YLR034C
2406	OG0002406	snap_masked-APLS01000022.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.12&CDS=1-4017	YMR129W
2407	OG0002407	snap_masked-APLS01000022.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.47&CDS=1-3648	YMR128W
2408	OG0002408	augustus_masked-APLS01000022.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-APLS01000022.1-processed-gene-0.79&CDS=1-1086	YMR127C
2409	OG0002409	snap_masked-APLS01000022.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.48&CDS=1-264	YLR038C
2410	OG0002410	augustus_masked-APLS01000022.1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-APLS01000022.1-processed-gene-0.106&CDS=1-3102	YLR039C
2411	OG0002411	snap_masked-APLS01000022.1-processed-gene-0.50-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.50&CDS=1-1563	YMR131C
2412	OG0002412	genemark-APLS01000022.1-processed-gene-0.178-mRNA-1_1&gene=genemark-APLS01000022.1-processed-gene-0.178&CDS=1-690	YMR132C
2413	OG0002413	snap_masked-APLS01000022.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.52&CDS=1-2814	YJL127C
2414	OG0002414	augustus_masked-APLS01000022.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-APLS01000022.1-processed-gene-0.81&CDS=1-573	YJL124C
2415	OG0002415	snap_masked-APLS01000022.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.16&CDS=1-1287	YJL125C
2416	OG0002416	snap_masked-APLS01000022.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.17&CDS=1-1926	YDR496C
2417	OG0002417	snap_masked-APLS01000022.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.18&CDS=1-2382	YDR495C
2418	OG0002418	snap_masked-APLS01000022.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.19&CDS=1-849	YPR124W
2419	OG0002419	snap_masked-APLS01000022.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.21&CDS=1-690	YJL121C
2420	OG0002420	snap_masked-APLS01000022.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.54&CDS=1-528	YJL122W
2421	OG0002421	snap_masked-APLS01000022.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.22&CDS=1-1155	YJL123C
2422	OG0002422	snap_masked-APLS01000022.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.56&CDS=1-1947	YDR497C
2423	OG0002423	snap_masked-APLS01000022.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.57&CDS=1-975	YOL096C
2424	OG0002424	maker-APLS01000022.1-augustus-gene-0.65-mRNA-1_1&gene=maker-APLS01000022.1-augustus-gene-0.65&CDS=1-1983	YNL281W
2425	OG0002425	augustus_masked-APLS01000022.1-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-APLS01000022.1-processed-gene-0.115&CDS=1-1362	YNL280C
2426	OG0002426	snap_masked-APLS01000022.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.25&CDS=1-1395	YDR498C
2427	OG0002427	snap_masked-APLS01000022.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.26&CDS=1-1275	YOL097C
2428	OG0002428	snap_masked-APLS01000022.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.60&CDS=1-639	YDR487C
2429	OG0002429	snap_masked-APLS01000022.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.27&CDS=1-1020	YDR489W
2430	OG0002430	snap_masked-APLS01000022.1-processed-gene-0.61-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.61&CDS=1-2832	YDR490C
2431	OG0002431	snap_masked-APLS01000022.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.29&CDS=1-1035	YOL002C
2432	OG0002432	snap_masked-APLS01000022.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-APLS01000022.1-processed-gene-0.31&CDS=1-2355	YMR205C
2433	OG0002433	augustus_masked-APLS01000022.1-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-APLS01000022.1-processed-gene-0.120&CDS=1-1149	YMR203W
2434	OG0002434	genemark-APLS01000023.1-processed-gene-0.118-mRNA-1_1&gene=genemark-APLS01000023.1-processed-gene-0.118&CDS=1-3573	YOR113W
2435	OG0002435	snap_masked-APLS01000023.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.39&CDS=1-495	YOR115C
2436	OG0002436	snap_masked-APLS01000023.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.40&CDS=1-825	YNL107W
2437	OG0002437	snap_masked-APLS01000023.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.13&CDS=1-1818	YHR114W
2438	OG0002438	snap_masked-APLS01000023.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.41&CDS=1-669	YNL110C
2439	OG0002439	snap_masked-APLS01000023.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.14&CDS=1-672	YOR111W
2440	OG0002440	snap_masked-APLS01000023.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.15&CDS=1-1275	YNL103W
2441	OG0002441	augustus_masked-APLS01000023.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-APLS01000023.1-processed-gene-0.96&CDS=1-849	YOR106W
2442	OG0002442	snap_masked-APLS01000023.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.16&CDS=1-4062	YNL102W
2443	OG0002443	snap_masked-APLS01000023.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.17&CDS=1-1920	YNL101W
2444	OG0002444	snap_masked-APLS01000023.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.18&CDS=1-1542	YNL169C
2445	OG0002445	snap_masked-APLS01000023.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.46&CDS=1-4923	YNL172W
2446	OG0002446	snap_masked-APLS01000023.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.19&CDS=1-1308	YNL220W
2447	OG0002447	augustus_masked-APLS01000023.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-APLS01000023.1-processed-gene-0.102&CDS=1-1875	YNL219C
2448	OG0002448	snap_masked-APLS01000023.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.20&CDS=1-924	YDL236W
2449	OG0002449	snap_masked-APLS01000023.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.21&CDS=1-1749	YNL218W
2450	OG0002450	augustus_masked-APLS01000023.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-APLS01000023.1-processed-gene-0.103&CDS=1-567	YDL235C
2451	OG0002451	snap_masked-APLS01000023.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.22&CDS=1-2202	YNL216W
2452	OG0002452	augustus_masked-APLS01000023.1-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-APLS01000023.1-processed-gene-0.104&CDS=1-1953	YDL234C
2453	OG0002453	snap_masked-APLS01000023.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.24&CDS=1-1437	YDL233W
2454	OG0002454	augustus_masked-APLS01000023.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-APLS01000023.1-processed-gene-0.78&CDS=1-957	YNL063W
2455	OG0002455	snap_masked-APLS01000023.1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.55&CDS=1-1356	YNL062C
2456	OG0002456	snap_masked-APLS01000023.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-APLS01000023.1-processed-gene-0.26&CDS=1-1821	YNL061W
2457	OG0002457	augustus_masked-APLS01000023.1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-APLS01000023.1-processed-gene-0.106&CDS=1-2220	YNL059C
