	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034669_Blastobotrys_raffinofermentans
3010	OG0003010	YOR004W	augustus_masked-flattened_line_0-processed-gene-15.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-15.66&CDS=1-876
3011	OG0003011	YOR005C	augustus_masked-flattened_line_34-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.11&CDS=1-2676
3012	OG0003012	YOR006C	augustus_masked-flattened_line_34-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.10&CDS=1-840
3013	OG0003013	YOR008C	augustus_masked-flattened_line_0-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.115&CDS=1-957
3014	OG0003014	YOR014W	augustus_masked-flattened_line_0-processed-gene-20.116-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-20.116&CDS=1-1905
3015	OG0003015	YOR017W	augustus_masked-flattened_line_0-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.74&CDS=1-2364
3016	OG0003016	YOR020C	augustus_masked-flattened_line_34-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.83&CDS=1-312
3017	OG0003017	YOR021C	augustus_masked-flattened_line_19-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.25&CDS=1-615
3018	OG0003018	YOR025W	snap_masked-flattened_line_32-processed-gene-1.52-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.52&CDS=1-1374
3019	OG0003019	YOR027W	augustus_masked-flattened_line_0-processed-gene-14.24-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.24&CDS=1-1722
3020	OG0003020	YOR028C	augustus_masked-flattened_line_2-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.145&CDS=1-531
3021	OG0003021	YOR032C	augustus_masked-flattened_line_34-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.24&CDS=1-2577
3022	OG0003022	YOR035C	augustus_masked-flattened_line_36-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.147&CDS=1-2046
3023	OG0003023	YOR037W	augustus_masked-flattened_line_0-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.53&CDS=1-1629
3024	OG0003024	YOR039W	augustus_masked-flattened_line_0-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.83&CDS=1-717
3025	OG0003025	YOR043W	augustus_masked-flattened_line_0-processed-gene-16.158-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-16.158&CDS=1-1191
3026	OG0003026	YOR048C	augustus_masked-flattened_line_0-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.74&CDS=1-3042
3027	OG0003027	YOR051C	augustus_masked-flattened_line_6-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.29&CDS=1-1332
3028	OG0003028	YOR052C	augustus_masked-flattened_line_6-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.30&CDS=1-453
3029	OG0003029	YOR056C	augustus_masked-flattened_line_40-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.78&CDS=1-1263
3030	OG0003030	YOR057W	augustus_masked-flattened_line_40-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.102&CDS=1-1230
3031	OG0003031	YOR058C	augustus_masked-flattened_line_0-processed-gene-10.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.66&CDS=1-2103
3032	OG0003032	YOR059C	snap_masked-flattened_line_2-processed-gene-6.138-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.138&CDS=1-1344
3033	OG0003033	YOR063W	augustus_masked-flattened_line_10-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.116&CDS=1-1164
3034	OG0003034	YOR065W	augustus_masked-flattened_line_0-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.58&CDS=1-867
3035	OG0003035	YOR067C	augustus_masked-flattened_line_0-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.56&CDS=1-1536
3036	OG0003036	YOR069W	augustus_masked-flattened_line_38-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.205&CDS=1-1836
3037	OG0003037	YOR070C	augustus_masked-flattened_line_0-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.87&CDS=1-1635
3038	OG0003038	YOR074C	augustus_masked-flattened_line_0-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.78&CDS=1-900
3039	OG0003039	YOR075W	augustus_masked-flattened_line_0-processed-gene-10.56-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.56&CDS=1-1032
3040	OG0003040	YOR077W	augustus_masked-flattened_line_34-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.88&CDS=1-831
3041	OG0003041	YOR079C	augustus_masked-flattened_line_34-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.79&CDS=1-873
3042	OG0003042	YOR083W	snap_masked-flattened_line_0-processed-gene-10.34-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.34&CDS=1-744
3043	OG0003043	YOR087W	augustus_masked-flattened_line_16-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.57&CDS=1-1941
3044	OG0003044	YOR089C	augustus_masked-flattened_line_6-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.159&CDS=1-735
3045	OG0003045	YOR090C	augustus_masked-flattened_line_6-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.132&CDS=1-1773
3046	OG0003046	YOR091W	augustus_masked-flattened_line_0-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.91&CDS=1-1017
3047	OG0003047	YOR093C	maker-flattened_line_8-snap-gene-5.176-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-5.176&CDS=1-4578
3048	OG0003048	YOR094W	augustus_masked-flattened_line_14-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.63&CDS=1-546
3049	OG0003049	YOR095C	augustus_masked-flattened_line_0-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.71&CDS=1-726
3050	OG0003050	YOR096W	augustus_masked-flattened_line_14-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.84&CDS=1-567
3051	OG0003051	YOR101W	augustus_masked-flattened_line_21-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.91&CDS=1-666
3052	OG0003052	YOR103C	augustus_masked-flattened_line_21-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.67&CDS=1-387
3053	OG0003053	YOR111W	augustus_masked-flattened_line_0-processed-gene-19.99-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-19.99&CDS=1-714
3054	OG0003054	YOR112W	augustus_masked-flattened_line_0-processed-gene-14.41-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.41&CDS=1-2205
3055	OG0003055	YOR113W	maker-flattened_line_10-snap-gene-2.48-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-2.48&CDS=1-1968
3056	OG0003056	YOR115C	augustus_masked-flattened_line_21-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.66&CDS=1-495
3057	OG0003057	YOR116C	augustus_masked-flattened_line_0-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.84&CDS=1-4320
3058	OG0003058	YOR117W	augustus_masked-flattened_line_0-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.95&CDS=1-1287
3059	OG0003059	YOR118W	maker-flattened_line_0-augustus-gene-11.66-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-11.66&CDS=1-1749
3060	OG0003060	YOR119C	augustus_masked-flattened_line_0-processed-gene-11.150-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.150&CDS=1-1506
3061	OG0003061	YOR122C	maker-flattened_line_0-augustus-gene-24.103-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-24.103&CDS=1-378
3062	OG0003062	YOR123C	augustus_masked-flattened_line_0-processed-gene-24.7-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-24.7&CDS=1-1161
3063	OG0003063	YOR124C	augustus_masked-flattened_line_21-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.54&CDS=1-3456
3064	OG0003064	YOR125C	augustus_masked-flattened_line_0-processed-gene-28.139-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.139&CDS=1-585
3065	OG0003065	YOR128C	augustus_masked-flattened_line_6-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.24&CDS=1-1698
3066	OG0003066	YOR129C	augustus_masked-flattened_line_0-processed-gene-24.4-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-24.4&CDS=1-2025
3067	OG0003067	YOR130C	augustus_masked-flattened_line_4-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.156&CDS=1-960
3068	OG0003068	YOR131C	genemark-flattened_line_16-processed-gene-3.100-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.100&CDS=1-651
3069	OG0003069	YOR132W	augustus_masked-flattened_line_16-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.50&CDS=1-1740
3070	OG0003070	YOR136W	augustus_masked-flattened_line_16-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.4&CDS=1-1107
3071	OG0003071	YOR140W	augustus_masked-flattened_line_21-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.51&CDS=1-2058
3072	OG0003072	YOR141C	augustus_masked-flattened_line_21-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.78&CDS=1-2040
3073	OG0003073	YOR142W	augustus_masked-flattened_line_19-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.116&CDS=1-978
3074	OG0003074	YOR143C	augustus_masked-flattened_line_19-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.9&CDS=1-753
3075	OG0003075	YOR144C	snap_masked-flattened_line_19-processed-gene-1.130-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.130&CDS=1-2526
3076	OG0003076	YOR145C	augustus_masked-flattened_line_19-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.0&CDS=1-783
3077	OG0003077	YOR148C	augustus_masked-flattened_line_40-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.119&CDS=1-1128
3078	OG0003078	YOR149C	augustus_masked-flattened_line_8-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.84&CDS=1-1551
3079	OG0003079	YOR150W	augustus_masked-flattened_line_32-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.148&CDS=1-492
3080	OG0003080	YOR151C	augustus_masked-flattened_line_32-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.147&CDS=1-3690
3081	OG0003081	YOR154W	augustus_masked-flattened_line_2-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.49&CDS=1-2154
3082	OG0003082	YOR155C	genemark-flattened_line_4-processed-gene-2.49-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.49&CDS=1-1257
3083	OG0003083	YOR157C	augustus_masked-flattened_line_16-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.3&CDS=1-798
3084	OG0003084	YOR158W	augustus_masked-flattened_line_0-processed-gene-24.41-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-24.41&CDS=1-879
3085	OG0003085	YOR159C	augustus_masked-flattened_line_0-processed-gene-24.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-24.15&CDS=1-264
3086	OG0003086	YOR160W	maker-flattened_line_0-augustus-gene-24.105-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-24.105&CDS=1-2829
3087	OG0003087	YOR161C	augustus_masked-flattened_line_0-processed-gene-24.13-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-24.13&CDS=1-1590
3088	OG0003088	YOR163W	augustus_masked-flattened_line_36-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.146&CDS=1-525
3089	OG0003089	YOR164C	augustus_masked-flattened_line_36-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.105&CDS=1-894
3090	OG0003090	YOR165W	augustus_masked-flattened_line_0-processed-gene-11.125-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.125&CDS=1-2454
3091	OG0003091	YOR166C	augustus_masked-flattened_line_6-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.47&CDS=1-1230
3092	OG0003092	YOR168W	augustus_masked-flattened_line_24-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.58&CDS=1-2430
3093	OG0003093	YOR174W	augustus_masked-flattened_line_0-processed-gene-11.129-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.129&CDS=1-885
3094	OG0003094	YOR175C	augustus_masked-flattened_line_36-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.104&CDS=1-1737
3095	OG0003095	YOR176W	augustus_masked-flattened_line_36-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.144&CDS=1-1101
3096	OG0003096	YOR181W	augustus_masked-flattened_line_26-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.43&CDS=1-2247
3097	OG0003097	YOR184W	augustus_masked-flattened_line_6-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.140&CDS=1-1134
3098	OG0003098	YOR185C	augustus_masked-flattened_line_2-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.71&CDS=1-651
3099	OG0003099	YOR187W	snap_masked-flattened_line_6-processed-gene-3.42-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.42&CDS=1-1299
3100	OG0003100	YOR188W	maker-flattened_line_6-snap-gene-5.52-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-5.52&CDS=1-5148
3101	OG0003101	YOR191W	maker-flattened_line_2-snap-gene-5.111-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-5.111&CDS=1-3552
3102	OG0003102	YOR194C	augustus_masked-flattened_line_0-processed-gene-11.139-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.139&CDS=1-849
3103	OG0003103	YOR196C	augustus_masked-flattened_line_10-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.22&CDS=1-1149
3104	OG0003104	YOR197W	augustus_masked-flattened_line_10-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.66&CDS=1-1314
3105	OG0003105	YOR198C	augustus_masked-flattened_line_10-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.25&CDS=1-1368
3106	OG0003106	YOR201C	snap_masked-flattened_line_2-processed-gene-5.141-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.141&CDS=1-1101
3107	OG0003107	YOR202W	augustus_masked-flattened_line_2-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.20&CDS=1-654
3108	OG0003108	YOR205C	augustus_masked-flattened_line_0-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.79&CDS=1-1362
3109	OG0003109	YOR206W	augustus_masked-flattened_line_0-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.78&CDS=1-2160
3110	OG0003110	YOR207C	augustus_masked-flattened_line_6-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.15&CDS=1-3507
3111	OG0003111	YOR209C	augustus_masked-flattened_line_0-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.73&CDS=1-1251
3112	OG0003112	YOR210W	maker-flattened_line_0-augustus-gene-5.173-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.173&CDS=1-213
3113	OG0003113	YOR211C	snap_masked-flattened_line_0-processed-gene-5.147-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.147&CDS=1-2556
3114	OG0003114	YOR212W	augustus_masked-flattened_line_0-processed-gene-11.154-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.154&CDS=1-1110
3115	OG0003115	YOR216C	augustus_masked-flattened_line_0-processed-gene-12.60-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.60&CDS=1-1440
3116	OG0003116	YOR217W	augustus_masked-flattened_line_0-processed-gene-12.58-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.58&CDS=1-2721
3117	OG0003117	YOR223W	augustus_masked-flattened_line_24-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.85&CDS=1-825
3118	OG0003118	YOR224C	augustus_masked-flattened_line_0-processed-gene-23.3-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.3&CDS=1-429
3119	OG0003119	YOR226C	augustus_masked-flattened_line_10-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.74&CDS=1-489
3120	OG0003120	YOR231W	augustus_masked-flattened_line_0-processed-gene-12.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.59&CDS=1-1242
3121	OG0003121	YOR232W	augustus_masked-flattened_line_0-processed-gene-12.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.63&CDS=1-720
3122	OG0003122	YOR233W	augustus_masked-flattened_line_0-processed-gene-12.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.66&CDS=1-2751
3123	OG0003123	YOR236W	augustus_masked-flattened_line_19-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.34&CDS=1-588
3124	OG0003124	YOR239W	augustus_masked-flattened_line_2-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.32&CDS=1-930
3125	OG0003125	YOR241W	augustus_masked-flattened_line_2-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.52&CDS=1-2157
3126	OG0003126	YOR242C	snap_masked-flattened_line_21-processed-gene-2.20-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.20&CDS=1-909
3127	OG0003127	YOR243C	augustus_masked-flattened_line_21-processed-gene-2.210-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.210&CDS=1-1995
3128	OG0003128	YOR244W	augustus_masked-flattened_line_12-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.94&CDS=1-1359
3129	OG0003129	YOR245C	augustus_masked-flattened_line_14-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.67&CDS=1-1164
3130	OG0003130	YOR246C	augustus_masked-flattened_line_2-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.50&CDS=1-957
3131	OG0003131	YOR249C	snap_masked-flattened_line_4-processed-gene-7.161-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.161&CDS=1-1833
3132	OG0003132	YOR250C	augustus_masked-flattened_line_4-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.100&CDS=1-1353
3133	OG0003133	YOR251C	augustus_masked-flattened_line_8-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.110&CDS=1-897
3134	OG0003134	YOR252W	augustus_masked-flattened_line_2-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.58&CDS=1-534
3135	OG0003135	YOR253W	augustus_masked-flattened_line_19-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.44&CDS=1-465
3136	OG0003136	YOR254C	augustus_masked-flattened_line_19-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.24&CDS=1-1887
3137	OG0003137	YOR257W	augustus_masked-flattened_line_14-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.116&CDS=1-525
3138	OG0003138	YOR258W	snap_masked-flattened_line_16-processed-gene-3.236-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.236&CDS=1-618
3139	OG0003139	YOR259C	augustus_masked-flattened_line_2-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.34&CDS=1-1242
3140	OG0003140	YOR260W	augustus_masked-flattened_line_2-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.55&CDS=1-1416
3141	OG0003141	YOR261C	augustus_masked-flattened_line_2-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.64&CDS=1-993
3142	OG0003142	YOR262W	augustus_masked-flattened_line_2-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.65&CDS=1-1071
3143	OG0003143	YOR265W	maker-flattened_line_2-augustus-gene-7.0-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-7.0&CDS=1-312
3144	OG0003144	YOR269W	augustus_masked-flattened_line_12-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.66&CDS=1-1353
3145	OG0003145	YOR270C	augustus_masked-flattened_line_4-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.98&CDS=1-2553
3146	OG0003146	YOR271C	augustus_masked-flattened_line_28-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.59&CDS=1-960
3147	OG0003147	YOR272W	augustus_masked-flattened_line_24-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.61&CDS=1-1281
3148	OG0003148	YOR274W	maker-flattened_line_2-augustus-gene-6.9-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-6.9&CDS=1-1368
3149	OG0003149	YOR275C	snap_masked-flattened_line_2-processed-gene-7.111-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.111&CDS=1-2271
3150	OG0003150	YOR278W	augustus_masked-flattened_line_14-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.35&CDS=1-744
3151	OG0003151	YOR281C	augustus_masked-flattened_line_2-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.123&CDS=1-711
3152	OG0003152	YOR283W	augustus_masked-flattened_line_46-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.96&CDS=1-678
3153	OG0003153	YOR285W	augustus_masked-flattened_line_0-processed-gene-12.72-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.72&CDS=1-540
3154	OG0003154	YOR287C	augustus_masked-flattened_line_0-processed-gene-12.96-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.96&CDS=1-729
3155	OG0003155	YOR288C	augustus_masked-flattened_line_0-processed-gene-12.98-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.98&CDS=1-2235
3156	OG0003156	YOR289W	augustus_masked-flattened_line_12-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.99&CDS=1-636
3157	OG0003157	YOR291W	augustus_masked-flattened_line_12-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.10&CDS=1-4104
3158	OG0003158	YOR292C	augustus_masked-flattened_line_4-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.85&CDS=1-966
3159	OG0003159	YOR294W	maker-flattened_line_4-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-0.6&CDS=1-597
3160	OG0003160	YOR296W	augustus_masked-flattened_line_0-processed-gene-17.86-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-17.86&CDS=1-3807
3161	OG0003161	YOR298C-A	augustus_masked-flattened_line_0-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.86&CDS=1-462
3162	OG0003162	YOR301W	augustus_masked-flattened_line_4-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.68&CDS=1-1545
3163	OG0003163	YOR303W	augustus_masked-flattened_line_16-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.122&CDS=1-1299
3164	OG0003164	YOR304W	augustus_masked-flattened_line_8-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.120&CDS=1-3201
3165	OG0003165	YOR307C	augustus_masked-flattened_line_6-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.29&CDS=1-1356
3166	OG0003166	YOR310C	augustus_masked-flattened_line_6-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.86&CDS=1-1560
3167	OG0003167	YOR317W	augustus_masked-flattened_line_16-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.54&CDS=1-2049
3168	OG0003168	YOR319W	augustus_masked-flattened_line_24-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.25&CDS=1-714
3169	OG0003169	YOR322C	augustus_masked-flattened_line_0-processed-gene-20.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-20.113&CDS=1-1581
3170	OG0003170	YOR326W	augustus_masked-flattened_line_0-processed-gene-20.118-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-20.118&CDS=1-4854
3171	OG0003171	YOR327C	augustus_masked-flattened_line_12-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.79&CDS=1-339
3172	OG0003172	YOR329C	augustus_masked-flattened_line_8-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.110&CDS=1-2187
3173	OG0003173	YOR330C	augustus_masked-flattened_line_8-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.115&CDS=1-3315
