	OrthologID	Saccharomyces_cerevisiae	yHAB159_Kazachstania_solicola
3262	OG0003262	YNL169C	genemark-scf7180000046260-processed-gene-0.211-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.211&CDS=1-1620
3263	OG0003263	YNL172W	snap_masked-scf7180000046260-processed-gene-0.160-mRNA-1_1&gene=snap_masked-scf7180000046260-processed-gene-0.160&CDS=1-4788
3264	OG0003264	YNL175C	genemark-scf7180000046260-processed-gene-0.213-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.213&CDS=1-1431
3265	OG0003265	YNL176C	snap_masked-scf7180000046260-processed-gene-0.120-mRNA-1_1&gene=snap_masked-scf7180000046260-processed-gene-0.120&CDS=1-1803
3266	OG0003266	YNL177C	genemark-scf7180000046260-processed-gene-0.215-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.215&CDS=1-954
3267	OG0003267	YNL178W	genemark-scf7180000046260-processed-gene-0.252-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.252&CDS=1-723
3268	OG0003268	YNL181W	genemark-scf7180000046260-processed-gene-0.253-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.253&CDS=1-1176
3269	OG0003269	YNL182C	maker-scf7180000046260-snap-gene-0.86-mRNA-1_1&gene=maker-scf7180000046260-snap-gene-0.86&CDS=1-1572
3270	OG0003270	YNL183C	genemark-scf7180000046260-processed-gene-0.218-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.218&CDS=1-2736
3271	OG0003271	YNL185C	genemark-scf7180000046260-processed-gene-0.219-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.219&CDS=1-447
3272	OG0003272	YNL187W	snap_masked-scf7180000046260-processed-gene-0.164-mRNA-1_1&gene=snap_masked-scf7180000046260-processed-gene-0.164&CDS=1-2283
3273	OG0003273	YNL189W	genemark-scf7180000046260-processed-gene-0.256-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.256&CDS=1-1626
3274	OG0003274	YNL191W	augustus_masked-scf7180000046260-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000046260-processed-gene-0.65&CDS=1-1011
3275	OG0003275	YNL192W	genemark-scf7180000046260-processed-gene-0.259-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.259&CDS=1-3516
3276	OG0003276	YNL193W	genemark-scf7180000046260-processed-gene-0.260-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.260&CDS=1-1527
3277	OG0003277	YNL197C	genemark-scf7180000046260-processed-gene-0.222-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.222&CDS=1-1953
3278	OG0003278	YNL199C	snap_masked-scf7180000046260-processed-gene-0.129-mRNA-1_1&gene=snap_masked-scf7180000046260-processed-gene-0.129&CDS=1-1926
3279	OG0003279	YNL200C	genemark-scf7180000046260-processed-gene-0.224-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.224&CDS=1-729
3280	OG0003280	YNL201C	genemark-scf7180000046260-processed-gene-0.225-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.225&CDS=1-2664
3281	OG0003281	YNL202W	genemark-scf7180000046260-processed-gene-0.261-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.261&CDS=1-888
3282	OG0003282	YNL206C	genemark-scf7180000046260-processed-gene-0.226-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.226&CDS=1-1371
3283	OG0003283	YNL207W	genemark-scf7180000046260-processed-gene-0.262-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.262&CDS=1-1326
3284	OG0003284	YNL211C	snap_masked-scf7180000046260-processed-gene-0.133-mRNA-1_1&gene=snap_masked-scf7180000046260-processed-gene-0.133&CDS=1-282
3285	OG0003285	YNL212W	snap_masked-scf7180000046260-processed-gene-0.175-mRNA-1_1&gene=snap_masked-scf7180000046260-processed-gene-0.175&CDS=1-2451
3286	OG0003286	YNL213C	augustus_masked-scf7180000046260-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000046260-processed-gene-0.36&CDS=1-720
3287	OG0003287	YNL214W	augustus_masked-scf7180000046260-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000046260-processed-gene-0.72&CDS=1-621
3288	OG0003288	YNL218W	augustus_masked-scf7180000046260-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000046260-processed-gene-0.73&CDS=1-5436
3289	OG0003289	YNL219C	genemark-scf7180000046260-processed-gene-0.228-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.228&CDS=1-1671
3290	OG0003290	YNL220W	maker-scf7180000046322-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000046322-augustus-gene-0.0&CDS=1-2232
3291	OG0003291	YNL221C	genemark-scf7180000046260-processed-gene-0.229-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.229&CDS=1-2658
3292	OG0003292	YNL222W	maker-scf7180000046260-augustus-gene-0.84-mRNA-1_1&gene=maker-scf7180000046260-augustus-gene-0.84&CDS=1-2241
3293	OG0003293	YNL224C	genemark-scf7180000046260-processed-gene-0.230-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.230&CDS=1-2412
3294	OG0003294	YNL225C	snap_masked-scf7180000046322-processed-gene-0.60-mRNA-1_1&gene=snap_masked-scf7180000046322-processed-gene-0.60&CDS=1-1710
3295	OG0003295	YNL227C	genemark-scf7180000046260-processed-gene-0.232-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.232&CDS=1-1893
3296	OG0003296	YNL229C	genemark-scf7180000046322-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000046322-processed-gene-0.38&CDS=1-1329
3297	OG0003297	YNL230C	augustus_masked-scf7180000046260-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000046260-processed-gene-0.41&CDS=1-1263
3298	OG0003298	YNL231C	genemark-scf7180000046260-processed-gene-0.234-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.234&CDS=1-1071
3299	OG0003299	YNL232W	genemark-scf7180000046260-processed-gene-0.273-mRNA-1_1&gene=genemark-scf7180000046260-processed-gene-0.273&CDS=1-774
3300	OG0003300	YNL237W	genemark-scf7180000046063-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000046063-processed-gene-0.42&CDS=1-1299
3301	OG0003301	YNL238W	maker-scf7180000046063-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000046063-augustus-gene-0.2&CDS=1-3888
3302	OG0003302	YNL240C	genemark-scf7180000046063-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000046063-processed-gene-0.34&CDS=1-1416
3303	OG0003303	YNL242W	genemark-scf7180000046063-processed-gene-0.45-mRNA-1_1&gene=genemark-scf7180000046063-processed-gene-0.45&CDS=1-4728
3304	OG0003304	YNL243W	genemark-scf7180000046063-processed-gene-0.46-mRNA-1_1&gene=genemark-scf7180000046063-processed-gene-0.46&CDS=1-2895
3305	OG0003305	YNL244C	genemark-scf7180000046063-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000046063-processed-gene-0.36&CDS=1-324
3306	OG0003306	YNL245C	genemark-scf7180000046063-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000046063-processed-gene-0.37&CDS=1-564
3307	OG0003307	YNL246W	genemark-scf7180000046063-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000046063-processed-gene-0.47&CDS=1-753
3308	OG0003308	YNL247W	genemark-scf7180000046063-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000046063-processed-gene-0.48&CDS=1-2295
3309	OG0003309	YNL248C	genemark-scf7180000046063-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000046063-processed-gene-0.38&CDS=1-1239
3310	OG0003310	YNL249C	genemark-scf7180000046063-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000046063-processed-gene-0.39&CDS=1-1674
3311	OG0003311	YNL251C	genemark-scf7180000046087-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.54&CDS=1-1830
3312	OG0003312	YNL252C	genemark-scf7180000046087-processed-gene-0.55-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.55&CDS=1-759
3313	OG0003313	YNL253W	augustus_masked-scf7180000046087-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000046087-processed-gene-0.31&CDS=1-1443
3314	OG0003314	YNL254C	augustus_masked-scf7180000046087-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000046087-processed-gene-0.6&CDS=1-1155
3315	OG0003315	YNL255C	genemark-scf7180000046087-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.57&CDS=1-477
3316	OG0003316	YNL256W	genemark-scf7180000046087-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.81&CDS=1-2370
3317	OG0003317	YNL257C	genemark-scf7180000046087-processed-gene-0.58-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.58&CDS=1-3894
3318	OG0003318	YNL258C	augustus_masked-scf7180000046087-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000046087-processed-gene-0.9&CDS=1-2328
3319	OG0003319	YNL260C	genemark-scf7180000046087-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.60&CDS=1-732
3320	OG0003320	YNL261W	genemark-scf7180000046220-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-0.21&CDS=1-1437
3321	OG0003321	YNL262W	genemark-scf7180000046087-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.82&CDS=1-6747
3322	OG0003322	YNL263C	genemark-scf7180000046087-processed-gene-0.61-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.61&CDS=1-1020
3323	OG0003323	YNL264C	genemark-scf7180000046087-processed-gene-0.62-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.62&CDS=1-1083
3324	OG0003324	YNL265C	genemark-scf7180000046087-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.63&CDS=1-906
3325	OG0003325	YNL267W	genemark-scf7180000046087-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.83&CDS=1-3567
3326	OG0003326	YNL268W	genemark-scf7180000046087-processed-gene-0.84-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.84&CDS=1-1911
3327	OG0003327	YNL271C	genemark-scf7180000046087-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.64&CDS=1-6006
3328	OG0003328	YNL272C	genemark-scf7180000046087-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.65&CDS=1-2001
3329	OG0003329	YNL273W	genemark-scf7180000046087-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.85&CDS=1-3696
3330	OG0003330	YNL275W	genemark-scf7180000046087-processed-gene-0.86-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.86&CDS=1-1998
3331	OG0003331	YNL277W	genemark-scf7180000046087-processed-gene-0.87-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.87&CDS=1-1512
3332	OG0003332	YNL279W	augustus_masked-scf7180000046087-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000046087-processed-gene-0.39&CDS=1-5442
3333	OG0003333	YNL280C	genemark-scf7180000046143-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000046143-processed-gene-0.3&CDS=1-1260
3334	OG0003334	YNL281W	maker-scf7180000046143-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000046143-augustus-gene-0.0&CDS=1-930
3335	OG0003335	YNL284C	genemark-scf7180000046143-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000046143-processed-gene-0.5&CDS=1-858
3336	OG0003336	YNL286W	augustus_masked-scf7180000046143-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000046143-processed-gene-0.58&CDS=1-879
3337	OG0003337	YNL287W	genemark-scf7180000046143-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000046143-processed-gene-0.17&CDS=1-2133
3338	OG0003338	YNL288W	genemark-scf7180000046143-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000046143-processed-gene-0.19&CDS=1-1248
3339	OG0003339	YNL289W	genemark-scf7180000046304-processed-gene-0.78-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.78&CDS=1-780
3340	OG0003340	YNL290W	genemark-scf7180000046143-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000046143-processed-gene-0.21&CDS=1-996
3341	OG0003341	YNL291C	snap_masked-scf7180000046143-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000046143-processed-gene-0.30&CDS=1-1590
3342	OG0003342	YNL292W	augustus_masked-scf7180000046143-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000046143-processed-gene-0.64&CDS=1-3300
3343	OG0003343	YNL293W	genemark-scf7180000046304-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.80&CDS=1-1839
3344	OG0003344	YNL295W	augustus_masked-scf7180000046143-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000046143-processed-gene-0.65&CDS=1-1467
3345	OG0003345	YNL297C	augustus_masked-scf7180000046143-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000046143-processed-gene-0.54&CDS=1-4716
3346	OG0003346	YNL298W	genemark-scf7180000046143-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000046143-processed-gene-0.25&CDS=1-2829
3347	OG0003347	YNL304W	genemark-scf7180000046037-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000046037-processed-gene-0.13&CDS=1-1167
3348	OG0003348	YNL305C	genemark-scf7180000046037-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000046037-processed-gene-0.18&CDS=1-831
3349	OG0003349	YNL306W	genemark-scf7180000046037-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000046037-processed-gene-0.11&CDS=1-558
3350	OG0003350	YNL307C	genemark-scf7180000046262-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000046262-processed-gene-0.60&CDS=1-1179
3351	OG0003351	YNL308C	genemark-scf7180000046037-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000046037-processed-gene-0.17&CDS=1-1782
3352	OG0003352	YNL309W	snap_masked-scf7180000046037-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000046037-processed-gene-0.0&CDS=1-1218
3353	OG0003353	YNL310C	genemark-scf7180000046037-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000046037-processed-gene-0.16&CDS=1-573
3354	OG0003354	YNL311C	genemark-scf7180000046196-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000046196-processed-gene-0.5&CDS=1-1989
3355	OG0003355	YNL312W	genemark-scf7180000046262-processed-gene-0.71-mRNA-1_1&gene=genemark-scf7180000046262-processed-gene-0.71&CDS=1-867
3356	OG0003356	YNL313C	augustus_masked-scf7180000046262-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000046262-processed-gene-0.13&CDS=1-4392
3357	OG0003357	YNL315C	genemark-scf7180000046196-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000046196-processed-gene-0.1&CDS=1-906
3358	OG0003358	YNL316C	genemark-scf7180000046196-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000046196-processed-gene-0.2&CDS=1-978
3359	OG0003359	YNL317W	genemark-scf7180000046262-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000046262-processed-gene-0.73&CDS=1-1428
3360	OG0003360	YNL318C	genemark-scf7180000046196-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000046196-processed-gene-0.3&CDS=1-1377
3361	OG0003361	YNL320W	genemark-scf7180000046196-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000046196-processed-gene-0.7&CDS=1-852
3362	OG0003362	YNL322C	genemark-scf7180000046084-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000046084-processed-gene-0.24&CDS=1-1107
3363	OG0003363	YNL323W	genemark-scf7180000046262-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000046262-processed-gene-0.76&CDS=1-1245
3364	OG0003364	YNL325C	genemark-scf7180000046084-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000046084-processed-gene-0.23&CDS=1-2811
3365	OG0003365	YNL326C	genemark-scf7180000046084-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000046084-processed-gene-0.22&CDS=1-990
3366	OG0003366	YNL327W	snap_masked-scf7180000046084-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000046084-processed-gene-0.26&CDS=1-2535
3367	OG0003367	YNL329C	genemark-scf7180000046084-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000046084-processed-gene-0.21&CDS=1-3573
3368	OG0003368	YNL330C	genemark-scf7180000046262-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000046262-processed-gene-0.66&CDS=1-1299
3369	OG0003369	YNR001C	genemark-scf7180000046317-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000046317-processed-gene-0.39&CDS=1-1422
3370	OG0003370	YNR006W	genemark-scf7180000046331-processed-gene-2.21-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.21&CDS=1-1863
3371	OG0003371	YNR007C	genemark-scf7180000046331-processed-gene-2.63-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.63&CDS=1-993
3372	OG0003372	YNR008W	genemark-scf7180000046331-processed-gene-2.22-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.22&CDS=1-2136
3373	OG0003373	YNR009W	snap_masked-scf7180000046331-processed-gene-2.116-mRNA-1_1&gene=snap_masked-scf7180000046331-processed-gene-2.116&CDS=1-1044
3374	OG0003374	YNR010W	snap_masked-scf7180000046331-processed-gene-2.117-mRNA-1_1&gene=snap_masked-scf7180000046331-processed-gene-2.117&CDS=1-243
3375	OG0003375	YNR012W	genemark-scf7180000046331-processed-gene-2.24-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.24&CDS=1-1440
3376	OG0003376	YNR013C	genemark-scf7180000046331-processed-gene-2.70-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.70&CDS=1-2478
3377	OG0003377	YNR014W	snap_masked-scf7180000046209-processed-gene-1.2-mRNA-1_1&gene=snap_masked-scf7180000046209-processed-gene-1.2&CDS=1-531
3378	OG0003378	YNR015W	genemark-scf7180000046331-processed-gene-2.26-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.26&CDS=1-1101
3379	OG0003379	YNR016C	maker-scf7180000046209-snap-gene-1.94-mRNA-1_1&gene=maker-scf7180000046209-snap-gene-1.94&CDS=1-7044
3380	OG0003380	YNR017W	genemark-scf7180000046331-processed-gene-2.27-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.27&CDS=1-597
3381	OG0003381	YNR019W	genemark-scf7180000046331-processed-gene-2.29-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.29&CDS=1-1761
3382	OG0003382	YNR020C	genemark-scf7180000046331-processed-gene-2.71-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.71&CDS=1-708
3383	OG0003383	YNR021W	genemark-scf7180000046209-processed-gene-1.56-mRNA-1_1&gene=genemark-scf7180000046209-processed-gene-1.56&CDS=1-1236
3384	OG0003384	YNR022C	genemark-scf7180000046331-processed-gene-2.30-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.30&CDS=1-405
3385	OG0003385	YNR023W	genemark-scf7180000046209-processed-gene-1.57-mRNA-1_1&gene=genemark-scf7180000046209-processed-gene-1.57&CDS=1-1785
3386	OG0003386	YNR024W	snap_masked-scf7180000046331-processed-gene-2.124-mRNA-1_1&gene=snap_masked-scf7180000046331-processed-gene-2.124&CDS=1-573
3387	OG0003387	YNR027W	genemark-scf7180000046331-processed-gene-2.33-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.33&CDS=1-942
3388	OG0003388	YNR029C	genemark-scf7180000046331-processed-gene-2.73-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.73&CDS=1-1317
3389	OG0003389	YNR030W	genemark-scf7180000046331-processed-gene-2.35-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.35&CDS=1-1698
3390	OG0003390	YNR032C-A	snap_masked-scf7180000046331-processed-gene-2.170-mRNA-1_1&gene=snap_masked-scf7180000046331-processed-gene-2.170&CDS=1-219
3391	OG0003391	YNR032W	snap_masked-scf7180000046331-processed-gene-2.128-mRNA-1_1&gene=snap_masked-scf7180000046331-processed-gene-2.128&CDS=1-1194
3392	OG0003392	YNR033W	genemark-scf7180000046331-processed-gene-2.37-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.37&CDS=1-2325
3393	OG0003393	YNR035C	genemark-scf7180000046331-processed-gene-2.76-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.76&CDS=1-1011
3394	OG0003394	YNR036C	augustus_masked-scf7180000046331-processed-gene-2.260-mRNA-1_1&gene=augustus_masked-scf7180000046331-processed-gene-2.260&CDS=1-693
3395	OG0003395	YNR038W	genemark-scf7180000046331-processed-gene-2.39-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.39&CDS=1-1902
3396	OG0003396	YNR039C	genemark-scf7180000046331-processed-gene-2.78-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.78&CDS=1-2103
3397	OG0003397	YNR040W	snap_masked-scf7180000046331-processed-gene-2.132-mRNA-1_1&gene=snap_masked-scf7180000046331-processed-gene-2.132&CDS=1-801
3398	OG0003398	YNR041C	genemark-scf7180000046331-processed-gene-2.79-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.79&CDS=1-1134
3399	OG0003399	YNR043W	maker-scf7180000046331-augustus-gene-2.283-mRNA-1_1&gene=maker-scf7180000046331-augustus-gene-2.283&CDS=1-1173
3400	OG0003400	YNR045W	snap_masked-scf7180000046331-processed-gene-2.136-mRNA-1_1&gene=snap_masked-scf7180000046331-processed-gene-2.136&CDS=1-1464
3401	OG0003401	YNR046W	genemark-scf7180000046331-processed-gene-2.45-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.45&CDS=1-405
3402	OG0003402	YNR049C	snap_masked-scf7180000046331-processed-gene-2.178-mRNA-1_1&gene=snap_masked-scf7180000046331-processed-gene-2.178&CDS=1-711
3403	OG0003403	YNR050C	genemark-scf7180000046331-processed-gene-2.82-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.82&CDS=1-1338
3404	OG0003404	YNR051C	genemark-scf7180000046331-processed-gene-2.83-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.83&CDS=1-1620
3405	OG0003405	YNR052C	genemark-scf7180000046331-processed-gene-2.84-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.84&CDS=1-1407
3406	OG0003406	YNR053C	maker-scf7180000046331-snap-gene-2.280-mRNA-1_1&gene=maker-scf7180000046331-snap-gene-2.280&CDS=1-1539
3407	OG0003407	YNR054C	genemark-scf7180000046331-processed-gene-2.86-mRNA-1_1&gene=genemark-scf7180000046331-processed-gene-2.86&CDS=1-948
3408	OG0003408	YOL001W	genemark-scf7180000046139-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000046139-processed-gene-0.52&CDS=1-930
3409	OG0003409	YOL002C	snap_masked-scf7180000046309-processed-gene-1.35-mRNA-1_1&gene=snap_masked-scf7180000046309-processed-gene-1.35&CDS=1-663
3410	OG0003410	YOL003C	genemark-scf7180000046330-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000046330-processed-gene-0.44&CDS=1-1161
3411	OG0003411	YOL004W	genemark-scf7180000046330-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000046330-processed-gene-0.13&CDS=1-4647
3412	OG0003412	YOL005C	genemark-scf7180000046330-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000046330-processed-gene-0.43&CDS=1-369
3413	OG0003413	YOL006C	genemark-scf7180000046151-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000046151-processed-gene-0.30&CDS=1-2478
3414	OG0003414	YOL007C	augustus_masked-scf7180000046330-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-scf7180000046330-processed-gene-0.169&CDS=1-948
3415	OG0003415	YOL008W	genemark-scf7180000046330-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000046330-processed-gene-0.10&CDS=1-576
3416	OG0003416	YOL009C	genemark-scf7180000046330-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000046330-processed-gene-0.38&CDS=1-768
3417	OG0003417	YOL012C	genemark-scf7180000046330-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000046330-processed-gene-0.36&CDS=1-402
3418	OG0003418	YOL013C	genemark-scf7180000046182-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000046182-processed-gene-0.12&CDS=1-1716
3419	OG0003419	YOL016C	genemark-scf7180000046324-processed-gene-0.150-mRNA-1_1&gene=genemark-scf7180000046324-processed-gene-0.150&CDS=1-1326
3420	OG0003420	YOL018C	genemark-scf7180000046324-processed-gene-0.149-mRNA-1_1&gene=genemark-scf7180000046324-processed-gene-0.149&CDS=1-1215
3421	OG0003421	YOL019W	augustus_masked-scf7180000046324-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000046324-processed-gene-0.4&CDS=1-1674
3422	OG0003422	YOL021C	genemark-scf7180000046269-processed-gene-0.211-mRNA-1_1&gene=genemark-scf7180000046269-processed-gene-0.211&CDS=1-3006
3423	OG0003423	YOL022C	genemark-scf7180000046324-processed-gene-0.117-mRNA-1_1&gene=genemark-scf7180000046324-processed-gene-0.117&CDS=1-1218
3424	OG0003424	YOL023W	maker-scf7180000046324-snap-gene-0.51-mRNA-1_1&gene=maker-scf7180000046324-snap-gene-0.51&CDS=1-2064
3425	OG0003425	YOL025W	snap_masked-scf7180000046324-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scf7180000046324-processed-gene-0.91&CDS=1-1728
3426	OG0003426	YOL027C	maker-scf7180000046148-augustus-gene-0.5-mRNA-1_1&gene=maker-scf7180000046148-augustus-gene-0.5&CDS=1-1620
3427	OG0003427	YOL028C	snap_masked-scf7180000046148-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000046148-processed-gene-0.16&CDS=1-831
3428	OG0003428	YOL030W	genemark-scf7180000046170-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000046170-processed-gene-0.22&CDS=1-1485
3429	OG0003429	YOL031C	snap_masked-scf7180000045805-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000045805-processed-gene-0.7&CDS=1-1266
3430	OG0003430	YOL032W	genemark-scf7180000045805-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000045805-processed-gene-0.12&CDS=1-729
3431	OG0003431	YOL033W	augustus_masked-scf7180000045805-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000045805-processed-gene-0.3&CDS=1-1560
3432	OG0003432	YOL034W	genemark-scf7180000046148-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000046148-processed-gene-0.31&CDS=1-3681
3433	OG0003433	YOL036W	augustus_masked-scf7180000046148-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000046148-processed-gene-0.47&CDS=1-1731
