	OrthologID	Nakaseomyces_bacillisporus	Saccharomyces_cerevisiae
2727	OG0002727	augustus_masked-NABA0S27-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.90&CDS=1-2349	YBL097W
2728	OG0002728	augustus_masked-NABA0S27-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.110&CDS=1-1662	YBL099W
2729	OG0002729	genemark-NABA0S27-processed-gene-2.10-mRNA-1_1&gene=genemark-NABA0S27-processed-gene-2.10&CDS=1-3057	YBL101C
2730	OG0002730	augustus_masked-NABA0S27-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.111&CDS=1-642	YBL102W
2731	OG0002731	augustus_masked-NABA0S27-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.92&CDS=1-1428	YBL103C
2732	OG0002732	augustus_masked-NABA0S27-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.93&CDS=1-3099	YBL104C
2733	OG0002733	genemark-NABA0S27-processed-gene-2.13-mRNA-1_1&gene=genemark-NABA0S27-processed-gene-2.13&CDS=1-3495	YBL105C
2734	OG0002734	genemark-NABA0S27-processed-gene-2.14-mRNA-1_1&gene=genemark-NABA0S27-processed-gene-2.14&CDS=1-600	YBL107C
2735	OG0002735	snap_masked-NABA0S27-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NABA0S27-processed-gene-2.69&CDS=1-1167	YJR080C
2736	OG0002736	augustus_masked-NABA0S27-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.113&CDS=1-948	YJR083C
2737	OG0002737	snap_masked-NABA0S27-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NABA0S27-processed-gene-2.52&CDS=1-1374	YJR084W
2738	OG0002738	genemark-NABA0S27-processed-gene-2.16-mRNA-1_1&gene=genemark-NABA0S27-processed-gene-2.16&CDS=1-837	YGR026W
2739	OG0002739	augustus_masked-NABA0S27-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.96&CDS=1-1086	YGR028W
2740	OG0002740	augustus_masked-NABA0S27-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.115&CDS=1-456	YGR030C
2741	OG0002741	augustus_masked-NABA0S27-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.97&CDS=1-1005	YGR031W
2742	OG0002742	augustus_masked-NABA0S27-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.116&CDS=1-771	YGR033C
2743	OG0002743	snap_masked-NABA0S27-processed-gene-2.76-mRNA-1_1&gene=snap_masked-NABA0S27-processed-gene-2.76&CDS=1-696	YGR036C
2744	OG0002744	augustus_masked-NABA0S27-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.117&CDS=1-261	YGR037C
2745	OG0002745	genemark-NABA0S27-processed-gene-2.20-mRNA-1_1&gene=genemark-NABA0S27-processed-gene-2.20&CDS=1-1104	YGR040W
2746	OG0002746	augustus_masked-NABA0S27-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.101&CDS=1-798	YGR042W
2747	OG0002747	augustus_masked-NABA0S27-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.102&CDS=1-558	YGR049W
2748	OG0002748	augustus_masked-NABA0S27-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.119&CDS=1-846	YGR053C
2749	OG0002749	augustus_masked-NABA0S27-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.104&CDS=1-1944	YGR054W
2750	OG0002750	augustus_masked-NABA0S27-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.120&CDS=1-840	YGR057C
2751	OG0002751	augustus_masked-NABA0S27-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.106&CDS=1-1080	YGR058W
2752	OG0002752	augustus_masked-NABA0S27-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-2.108&CDS=1-930	YGR060W
2753	OG0002753	snap_masked-NABA0S27-processed-gene-2.81-mRNA-1_1&gene=snap_masked-NABA0S27-processed-gene-2.81&CDS=1-4074	YGR061C
2754	OG0002754	snap_masked-NABA0S27-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NABA0S27-processed-gene-2.82&CDS=1-516	YGR062C
2755	OG0002755	maker-NABA0S27-augustus-gene-2.3-mRNA-1_1&gene=maker-NABA0S27-augustus-gene-2.3&CDS=1-1938	YGR065C
2756	OG0002756	genemark-NABA0S27-processed-gene-3.47-mRNA-1_1&gene=genemark-NABA0S27-processed-gene-3.47&CDS=1-3192	YGR067C
2757	OG0002757	genemark-NABA0S27-processed-gene-3.48-mRNA-1_1&gene=genemark-NABA0S27-processed-gene-3.48&CDS=1-2031	YGR068C
2758	OG0002758	augustus_masked-NABA0S27-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.3&CDS=1-825	YDL051W
2759	OG0002759	augustus_masked-NABA0S27-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.1&CDS=1-891	YDL052C
2760	OG0002760	snap_masked-NABA0S27-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NABA0S27-processed-gene-3.94&CDS=1-558	YDL053C
2761	OG0002761	genemark-NABA0S27-processed-gene-3.52-mRNA-1_1&gene=genemark-NABA0S27-processed-gene-3.52&CDS=1-1521	YDL054C
2762	OG0002762	augustus_masked-NABA0S27-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.7&CDS=1-1083	YDL055C
2763	OG0002763	genemark-NABA0S27-processed-gene-3.71-mRNA-1_1&gene=genemark-NABA0S27-processed-gene-3.71&CDS=1-2514	YDL056W
2764	OG0002764	snap_masked-NABA0S27-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NABA0S27-processed-gene-3.114&CDS=1-921	YDL057W
2765	OG0002765	augustus_masked-NABA0S27-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.26&CDS=1-6207	YDL058W
2766	OG0002766	augustus_masked-NABA0S27-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.9&CDS=1-582	YDL059C
2767	OG0002767	augustus_masked-NABA0S27-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.27&CDS=1-2391	YDL060W
2768	OG0002768	augustus_masked-NABA0S27-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.10&CDS=1-1872	YDL063C
2769	OG0002769	augustus_masked-NABA0S27-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.28&CDS=1-471	YDL064W
2770	OG0002770	augustus_masked-NABA0S27-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.11&CDS=1-969	YDL065C
2771	OG0002771	snap_masked-NABA0S27-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NABA0S27-processed-gene-3.100&CDS=1-180	YDL067C
2772	OG0002772	augustus_masked-NABA0S27-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.12&CDS=1-522	YDL072C
2773	OG0002773	snap_masked-NABA0S27-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NABA0S27-processed-gene-3.119&CDS=1-3225	YDL073W
2774	OG0002774	augustus_masked-NABA0S27-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.14&CDS=1-2097	YDL074C
2775	OG0002775	snap_masked-NABA0S27-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NABA0S27-processed-gene-3.104&CDS=1-891	YDL076C
2776	OG0002776	snap_masked-NABA0S27-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NABA0S27-processed-gene-3.105&CDS=1-3135	YDL077C
2777	OG0002777	augustus_masked-NABA0S27-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.32&CDS=1-1284	YKL181W
2778	OG0002778	augustus_masked-NABA0S27-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.33&CDS=1-6135	YKL182W
2779	OG0002779	augustus_masked-NABA0S27-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.34&CDS=1-1014	YKL183W
2780	OG0002780	augustus_masked-NABA0S27-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.35&CDS=1-1389	YKL184W
2781	OG0002781	genemark-NABA0S27-processed-gene-3.83-mRNA-1_1&gene=genemark-NABA0S27-processed-gene-3.83&CDS=1-2361	YKL185W
2782	OG0002782	augustus_masked-NABA0S27-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.17&CDS=1-597	YKL186C
2783	OG0002783	augustus_masked-NABA0S27-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.19&CDS=1-2565	YKL188C
2784	OG0002784	augustus_masked-NABA0S27-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.37&CDS=1-1251	YKL189W
2785	OG0002785	maker-NABA0S27-augustus-gene-3.131-mRNA-1_1&gene=maker-NABA0S27-augustus-gene-3.131&CDS=1-2130	YKL191W
2786	OG0002786	augustus_masked-NABA0S27-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.20&CDS=1-399	YKL192C
2787	OG0002787	snap_masked-NABA0S27-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NABA0S27-processed-gene-3.110&CDS=1-2427	YKL194C
2788	OG0002788	augustus_masked-NABA0S27-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.23&CDS=1-600	YKL196C
2789	OG0002789	augustus_masked-NABA0S27-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-3.24&CDS=1-1023	YGL040C
2790	OG0002790	genemark-NABA0S27-processed-gene-4.64-mRNA-1_1&gene=genemark-NABA0S27-processed-gene-4.64&CDS=1-351	YGL041W-A
2791	OG0002791	genemark-NABA0S27-processed-gene-4.65-mRNA-1_1&gene=genemark-NABA0S27-processed-gene-4.65&CDS=1-924	YGL043W
2792	OG0002792	augustus_masked-NABA0S27-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.114&CDS=1-798	YGL044C
2793	OG0002793	augustus_masked-NABA0S27-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.120&CDS=1-1965	YGL045W
2794	OG0002794	genemark-NABA0S27-processed-gene-4.68-mRNA-1_1&gene=genemark-NABA0S27-processed-gene-4.68&CDS=1-465	YMR158W
2795	OG0002795	augustus_masked-NABA0S27-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.115&CDS=1-597	YMR157C
2796	OG0002796	augustus_masked-NABA0S27-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.116&CDS=1-684	YMR156C
2797	OG0002797	augustus_masked-NABA0S27-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.117&CDS=1-2121	YMR154C
2798	OG0002798	augustus_masked-NABA0S27-processed-gene-4.148-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.148&CDS=1-1092	YMR152W
2799	OG0002799	augustus_masked-NABA0S27-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.123&CDS=1-522	YMR150C
2800	OG0002800	augustus_masked-NABA0S27-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.149&CDS=1-1257	YMR149W
2801	OG0002801	augustus_masked-NABA0S27-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.124&CDS=1-1614	YMR145C
2802	OG0002802	augustus_masked-NABA0S27-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.150&CDS=1-960	YMR144W
2803	OG0002803	augustus_masked-NABA0S27-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.151&CDS=1-1377	YMR140W
2804	OG0002804	augustus_masked-NABA0S27-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.152&CDS=1-651	YMR138W
2805	OG0002805	augustus_masked-NABA0S27-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.125&CDS=1-1341	YMR137C
2806	OG0002806	augustus_masked-NABA0S27-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.126&CDS=1-1194	YMR135C
2807	OG0002807	augustus_masked-NABA0S27-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.153&CDS=1-702	YMR134W
2808	OG0002808	augustus_masked-NABA0S27-processed-gene-4.154-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.154&CDS=1-1293	YMR133W
2809	OG0002809	augustus_masked-NABA0S27-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.127&CDS=1-594	YMR132C
2810	OG0002810	augustus_masked-NABA0S27-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.128&CDS=1-1542	YMR131C
2811	OG0002811	augustus_masked-NABA0S27-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.155&CDS=1-921	YMR130W
2812	OG0002812	augustus_masked-NABA0S27-processed-gene-4.156-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.156&CDS=1-4044	YMR129W
2813	OG0002813	augustus_masked-NABA0S27-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.129&CDS=1-1065	YMR127C
2814	OG0002814	augustus_masked-NABA0S27-processed-gene-4.157-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.157&CDS=1-2766	YMR125W
2815	OG0002815	maker-NABA0S27-augustus-gene-4.0-mRNA-1_1&gene=maker-NABA0S27-augustus-gene-4.0&CDS=1-5805	YBL035C
2816	OG0002816	augustus_masked-NABA0S27-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.158&CDS=1-3021	YBR086C
2817	OG0002817	augustus_masked-NABA0S27-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.133&CDS=1-744	YBL036C
2818	OG0002818	augustus_masked-NABA0S27-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.159&CDS=1-2934	YBL037W
2819	OG0002819	snap_masked-NABA0S27-processed-gene-4.50-mRNA-1_1&gene=snap_masked-NABA0S27-processed-gene-4.50&CDS=1-675	YBL038W
2820	OG0002820	augustus_masked-NABA0S27-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.134&CDS=1-1743	YBL039C
2821	OG0002821	augustus_masked-NABA0S27-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.135&CDS=1-648	YBL040C
2822	OG0002822	augustus_masked-NABA0S27-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.137&CDS=1-1797	YJR131W
2823	OG0002823	augustus_masked-NABA0S27-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.138&CDS=1-3156	YJR132W
2824	OG0002824	augustus_masked-NABA0S27-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.139&CDS=1-627	YJR133W
2825	OG0002825	augustus_masked-NABA0S27-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.162&CDS=1-2637	YJR134C
2826	OG0002826	augustus_masked-NABA0S27-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.140&CDS=1-261	YJR135W-A
2827	OG0002827	augustus_masked-NABA0S27-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.163&CDS=1-1263	YJR136C
2828	OG0002828	augustus_masked-NABA0S27-processed-gene-4.164-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.164&CDS=1-4311	YJR137C
2829	OG0002829	augustus_masked-NABA0S27-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.141&CDS=1-4566	YJR138W
2830	OG0002830	augustus_masked-NABA0S27-processed-gene-4.165-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.165&CDS=1-1077	YJR139C
2831	OG0002831	augustus_masked-NABA0S27-processed-gene-4.166-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.166&CDS=1-4851	YJR140C
2832	OG0002832	augustus_masked-NABA0S27-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.142&CDS=1-1131	YJR141W
2833	OG0002833	augustus_masked-NABA0S27-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.143&CDS=1-1023	YJR142W
2834	OG0002834	augustus_masked-NABA0S27-processed-gene-4.167-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.167&CDS=1-2283	YJR143C
2835	OG0002835	augustus_masked-NABA0S27-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.144&CDS=1-798	YJR144W
2836	OG0002836	augustus_masked-NABA0S27-processed-gene-4.168-mRNA-1_1&gene=augustus_masked-NABA0S27-processed-gene-4.168&CDS=1-915	YKL107W
2837	OG0002837	augustus_masked-NABA0S29-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.84&CDS=1-2628	YPR194C
2838	OG0002838	augustus_masked-NABA0S29-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.85&CDS=1-663	YER183C
2839	OG0002839	snap_masked-NABA0S29-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NABA0S29-processed-gene-0.22&CDS=1-702	YER182W
2840	OG0002840	augustus_masked-NABA0S29-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.86&CDS=1-1449	YHR207C
2841	OG0002841	genemark-NABA0S29-processed-gene-0.63-mRNA-1_1&gene=genemark-NABA0S29-processed-gene-0.63&CDS=1-2001	YHR206W
2842	OG0002842	genemark-NABA0S29-processed-gene-0.64-mRNA-1_1&gene=genemark-NABA0S29-processed-gene-0.64&CDS=1-2277	YHR205W
2843	OG0002843	snap_masked-NABA0S29-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NABA0S29-processed-gene-0.26&CDS=1-2442	YHR204W
2844	OG0002844	snap_masked-NABA0S29-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NABA0S29-processed-gene-0.4&CDS=1-1113	YHR201C
2845	OG0002845	augustus_masked-NABA0S29-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.106&CDS=1-828	YHR200W
2846	OG0002846	augustus_masked-NABA0S29-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.88&CDS=1-894	YHR199C
2847	OG0002847	snap_masked-NABA0S29-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NABA0S29-processed-gene-0.28&CDS=1-2250	YHR197W
2848	OG0002848	snap_masked-NABA0S29-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NABA0S29-processed-gene-0.29&CDS=1-1653	YHR196W
2849	OG0002849	augustus_masked-NABA0S29-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.108&CDS=1-816	YHR195W
2850	OG0002850	augustus_masked-NABA0S29-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.109&CDS=1-1845	YHR194W
2851	OG0002851	augustus_masked-NABA0S29-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.89&CDS=1-528	YHR193C
2852	OG0002852	augustus_masked-NABA0S29-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.110&CDS=1-747	YHR192W
2853	OG0002853	augustus_masked-NABA0S29-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.90&CDS=1-372	YHR191C
2854	OG0002854	augustus_masked-NABA0S29-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.111&CDS=1-1860	YHR190W
2855	OG0002855	augustus_masked-NABA0S29-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.91&CDS=1-2898	YMR287C
2856	OG0002856	augustus_masked-NABA0S29-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.112&CDS=1-252	YMR286W
2857	OG0002857	augustus_masked-NABA0S29-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.93&CDS=1-1500	YMR285C
2858	OG0002858	augustus_masked-NABA0S29-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.113&CDS=1-1812	YMR284W
2859	OG0002859	augustus_masked-NABA0S29-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.114&CDS=1-963	YOL094C
2860	OG0002860	augustus_masked-NABA0S29-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.94&CDS=1-960	YOL093W
2861	OG0002861	augustus_masked-NABA0S29-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.95&CDS=1-894	YOL092W
2862	OG0002862	augustus_masked-NABA0S29-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.97&CDS=1-2871	YOL090W
2863	OG0002863	augustus_masked-NABA0S29-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.115&CDS=1-3282	YOL089C
2864	OG0002864	augustus_masked-NABA0S29-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.116&CDS=1-4617	YBR154C
2865	OG0002865	augustus_masked-NABA0S29-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.98&CDS=1-2742	YOL084W
2866	OG0002866	augustus_masked-NABA0S29-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-0.117&CDS=1-822	YOL080C
2867	OG0002867	augustus_masked-NABA0S29-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.0&CDS=1-3984	YOL078W
2868	OG0002868	augustus_masked-NABA0S29-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.1&CDS=1-2370	YOL076W
2869	OG0002869	augustus_masked-NABA0S29-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.3&CDS=1-3837	YOL075C
2870	OG0002870	genemark-NABA0S29-processed-gene-1.93-mRNA-1_1&gene=genemark-NABA0S29-processed-gene-1.93&CDS=1-1395	YOL072W
2871	OG0002871	augustus_masked-NABA0S29-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.4&CDS=1-480	YOL071W
2872	OG0002872	augustus_masked-NABA0S29-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.24&CDS=1-1398	YOL070C
2873	OG0002873	augustus_masked-NABA0S29-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.5&CDS=1-1386	YOL069W
2874	OG0002874	genemark-NABA0S29-processed-gene-1.118-mRNA-1_1&gene=genemark-NABA0S29-processed-gene-1.118&CDS=1-654	YOL067C
2875	OG0002875	genemark-NABA0S29-processed-gene-1.119-mRNA-1_1&gene=genemark-NABA0S29-processed-gene-1.119&CDS=1-2436	YDL040C
2876	OG0002876	snap_masked-NABA0S29-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NABA0S29-processed-gene-1.71&CDS=1-1134	YOL065C
2877	OG0002877	genemark-NABA0S29-processed-gene-1.121-mRNA-1_1&gene=genemark-NABA0S29-processed-gene-1.121&CDS=1-1086	YOL064C
2878	OG0002878	augustus_masked-NABA0S29-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.6&CDS=1-1563	YDL030W
2879	OG0002879	snap_masked-NABA0S29-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NABA0S29-processed-gene-1.73&CDS=1-2763	YOL063C
2880	OG0002880	augustus_masked-NABA0S29-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.28&CDS=1-1476	YOL062C
2881	OG0002881	maker-NABA0S29-snap-gene-1.89-mRNA-1_1&gene=maker-NABA0S29-snap-gene-1.89&CDS=1-1401	YOL061W
2882	OG0002882	augustus_masked-NABA0S29-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.29&CDS=1-2112	YOL060C
2883	OG0002883	augustus_masked-NABA0S29-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.9&CDS=1-1254	YOL058W
2884	OG0002884	augustus_masked-NABA0S29-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.10&CDS=1-2139	YOL057W
2885	OG0002885	augustus_masked-NABA0S29-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.32&CDS=1-2334	YAR035W
2886	OG0002886	augustus_masked-NABA0S29-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.11&CDS=1-4101	YAR018C
2887	OG0002887	augustus_masked-NABA0S29-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.33&CDS=1-921	YAR015W
2888	OG0002888	augustus_masked-NABA0S29-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.12&CDS=1-1731	YAR014C
2889	OG0002889	augustus_masked-NABA0S29-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.13&CDS=1-2793	YBR017C
2890	OG0002890	genemark-NABA0S29-processed-gene-1.109-mRNA-1_1&gene=genemark-NABA0S29-processed-gene-1.109&CDS=1-459	YDL008W
2891	OG0002891	augustus_masked-NABA0S29-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.17&CDS=1-849	YBR011C
2892	OG0002892	augustus_masked-NABA0S29-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.19&CDS=1-2859	YDR006C
2893	OG0002893	augustus_masked-NABA0S29-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.20&CDS=1-1074	YDR005C
2894	OG0002894	augustus_masked-NABA0S29-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.36&CDS=1-1404	YDR004W
2895	OG0002895	augustus_masked-NABA0S29-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NABA0S29-processed-gene-1.37&CDS=1-621	YDR002W
